@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
?,0.625,?,0.14,?,0.4825,0.205,?,?
?,0.56,0.44,?,?,0.3305,0.2075,0.26,9
?,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,?
?,?,0.45,0.16,0.9775,0.3135,?,0.33,11
?,0.565,0.425,?,0.8115,?,?,?,14
2,0.555,0.44,0.15,0.755,0.307,?,0.26,11
?,0.595,0.465,0.175,1.115,0.4015,?,?,?
?,?,0.495,0.165,?,0.507,?,?,?
2,?,?,0.19,1.494,0.588,?,?,14
?,0.665,0.535,?,?,?,?,?,13
2,0.535,?,?,?,0.269,0.1385,?,?
?,?,?,0.13,0.523,?,?,0.145,7
?,?,?,0.13,0.5225,?,0.133,?,?
?,0.475,0.375,?,?,0.2775,0.085,0.155,?
1,0.36,0.265,?,0.2315,0.105,0.046,0.075,?
2,0.55,?,?,0.843,0.328,0.1915,?,14
2,0.53,?,0.16,0.883,?,0.164,?,14
?,?,0.415,?,0.724,0.3105,0.1675,0.205,9
2,0.605,?,?,1.1735,?,0.2405,0.345,?
0,?,0.41,0.155,?,0.291,0.1835,0.235,11
?,0.545,?,?,?,0.2935,?,?,?
0,0.5,?,0.125,?,?,?,?,?
0,?,?,0.135,?,0.231,0.179,0.2,8
?,0.435,0.395,0.105,0.3635,0.136,?,0.13,8
?,?,?,0.125,0.5415,0.2375,0.1345,?,?
2,0.465,?,0.105,?,?,0.107,?,8
1,?,0.32,0.08,?,0.1485,?,0.105,?
2,0.425,0.35,?,?,0.13,?,0.165,?
0,?,0.41,?,?,?,0.146,0.21,?
0,0.53,0.415,0.115,0.5915,0.233,?,0.18,10
0,?,?,0.135,?,0.2555,0.102,?,10
?,?,0.34,?,?,?,?,0.165,9
0,?,0.43,?,0.8825,0.3465,0.172,0.31,8
?,0.405,?,?,?,?,0.0595,0.085,?
?,?,?,?,0.4205,0.163,0.1035,0.14,8
?,?,0.295,?,?,?,0.0575,0.085,?
?,0.515,?,0.14,0.766,?,0.1725,0.255,?
?,0.37,0.265,?,0.214,?,?,?,?
?,?,?,0.08,0.1755,0.081,0.0505,0.07,5
1,?,?,?,?,0.0285,?,0.03,?
1,?,?,?,0.238,0.1075,0.0545,0.07,5
1,?,0.29,0.085,?,?,0.061,?,?
2,?,0.535,0.16,1.7255,?,?,0.54,?
2,?,?,0.165,?,0.7665,0.261,?,17
?,?,0.48,?,?,?,?,0.41,16
0,0.44,?,?,0.4035,0.175,0.063,0.129,8
?,?,?,0.09,?,0.085,?,?,6
1,0.35,0.26,0.095,0.211,?,0.056,0.068,6
?,0.265,0.2,?,0.0975,0.04,0.0205,?,?
0,0.425,?,0.115,?,?,0.081,?,7
?,?,0.23,?,0.156,0.0675,0.0345,0.048,6
?,?,0.255,0.09,0.2005,0.094,?,?,8
?,?,?,?,0.3555,?,0.063,?,?
?,0.375,0.285,?,?,0.096,?,0.0925,?
0,?,?,0.155,0.826,0.341,?,0.2475,?
0,?,?,0.145,0.741,0.295,?,0.2665,?
2,?,0.52,0.19,1.3445,0.519,0.306,0.4465,?
2,?,?,?,0.797,0.34,0.19,?,?
?,0.475,?,?,0.5175,?,?,0.17,?
0,0.49,?,0.125,0.549,0.245,0.1075,?,?
2,?,0.35,0.12,0.515,0.224,?,0.1565,9
1,0.28,0.205,?,?,0.052,?,?,?
?,?,0.13,?,0.0315,0.0105,?,0.0125,?
?,0.17,?,?,?,0.013,0.008,0.01,?
?,0.59,?,?,1.053,?,?,?,14
0,?,?,?,?,0.469,?,0.335,8
0,?,0.515,0.19,1.3715,0.5065,0.305,?,9
0,?,?,?,?,0.37,0.2355,0.355,9
0,?,0.45,0.135,?,0.387,0.1495,?,11
?,?,0.405,?,?,0.32,?,0.21,?
?,?,0.46,0.19,0.994,0.392,?,0.34,12
?,?,?,0.215,1.514,?,0.2615,?,15
0,?,?,0.17,0.9075,0.374,0.2135,?,12
0,0.575,0.46,0.165,1.124,?,?,?,?
2,0.605,?,0.165,?,?,?,0.34,12
0,0.605,?,0.16,?,0.53,0.2575,0.28,12
?,?,?,0.175,?,0.544,?,0.345,11
?,?,0.56,0.21,?,0.65,0.398,?,17
?,0.65,?,?,?,?,0.2895,0.815,15
2,?,0.57,0.19,2.55,1.0705,?,?,?
0,?,0.575,0.175,2.124,?,?,0.85,19
0,?,0.57,?,1.842,0.625,0.408,0.65,19
?,0.705,0.56,0.22,1.981,0.8175,0.3085,?,?
0,0.68,?,0.175,1.6185,0.5125,0.409,0.62,?
2,0.695,?,?,1.9565,0.7125,0.541,0.59,?
0,0.53,?,0.145,0.775,?,0.169,?,6
?,0.525,0.435,0.155,1.065,?,0.233,0.285,7
0,0.52,?,?,0.776,0.32,0.1845,?,?
1,0.235,0.16,0.04,0.048,0.0185,?,?,?
1,0.36,?,0.09,0.1785,?,?,0.075,6
?,0.315,0.21,0.06,0.125,?,?,?,4
1,?,0.245,?,?,0.053,0.0475,?,7
1,0.225,0.16,?,?,0.025,?,?,3
?,0.58,0.475,0.15,0.97,0.385,0.2165,?,?
?,?,?,?,0.9395,0.399,?,0.295,13
?,0.64,?,0.175,?,0.515,?,?,20
?,0.56,0.45,?,?,?,0.268,?,?
0,0.62,0.475,0.175,1.0165,0.4355,?,0.325,9
0,?,0.51,?,?,?,0.367,?,11
?,0.62,?,?,?,0.5455,0.2965,?,?
0,0.63,0.48,?,1.0525,0.392,0.336,0.285,11
0,0.63,0.5,?,?,0.54,0.3315,?,9
?,0.63,0.48,0.16,1.199,?,?,0.315,10
0,0.585,0.46,0.17,0.9325,0.365,?,0.29,?
?,?,0.48,?,?,0.4845,?,0.325,?
2,0.61,0.485,0.17,1.0225,0.419,0.2405,?,?
2,0.58,0.45,0.15,?,0.276,0.1815,?,?
?,?,0.275,?,?,0.092,?,0.15,?
0,0.51,0.4,?,?,0.459,?,0.195,9
2,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,?
0,?,0.41,0.15,0.644,?,0.145,?,?
?,0.64,0.5,0.185,1.3035,?,0.2635,0.465,15
?,?,0.45,0.16,0.922,0.432,?,0.26,14
2,0.585,0.46,0.185,0.922,0.3635,0.213,?,?
0,0.45,0.345,0.12,0.4165,?,?,?,8
2,?,0.4,0.165,?,0.254,0.205,0.285,?
?,?,0.4,?,0.63,?,?,0.23,?
0,0.53,0.435,0.17,?,0.2985,?,0.275,12
2,0.42,?,0.115,?,0.171,?,0.12,7
0,?,?,?,?,0.186,0.1085,0.16,8
1,0.4,?,0.11,?,?,?,?,8
?,?,?,0.11,0.3795,?,?,?,?
0,0.525,0.415,?,?,?,0.1685,?,?
1,?,0.28,?,0.2655,0.122,?,0.08,6
0,?,0.365,?,?,0.1995,0.1625,?,9
2,?,?,?,0.181,0.0755,?,?,6
0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,11
2,0.5,0.405,0.14,?,0.241,?,?,?
0,?,?,0.16,0.66,0.2475,0.128,0.235,?
2,?,0.405,0.14,?,0.244,0.1635,0.255,9
2,0.45,?,?,0.46,0.174,?,0.135,?
1,?,?,0.12,0.324,0.1265,0.07,0.11,?
2,?,0.36,0.135,0.501,0.1665,0.115,?,?
?,0.415,?,0.13,0.32,0.1305,0.0755,?,?
0,0.445,?,?,?,0.1785,0.1125,?,8
0,0.47,?,0.145,0.5175,?,?,0.18,?
?,?,0.375,?,0.5755,?,0.144,0.19,8
0,?,?,?,0.485,0.181,0.125,0.155,?
1,0.425,0.38,?,0.3265,0.1285,0.0785,0.1,9
0,?,?,?,0.45,0.1715,?,?,8
0,0.39,?,0.125,0.3055,0.121,0.082,0.09,?
1,0.365,0.27,0.085,0.205,0.078,?,0.07,6
0,0.58,0.465,0.165,1.1015,0.404,0.2095,?,10
0,?,0.415,0.16,0.783,0.2935,0.158,?,14
2,0.555,?,?,0.836,0.336,?,0.275,12
?,0.565,0.44,?,0.9025,?,0.193,0.325,?
2,0.625,?,?,?,0.496,?,0.435,?
?,?,0.215,?,0.1155,?,0.029,0.035,6
?,?,0.35,0.135,0.435,?,0.083,0.125,?
1,0.295,?,0.08,0.124,0.0485,?,0.04,8
?,0.075,?,?,0.002,0.001,5.0E-4,0.0015,0
1,?,0.1,?,0.013,0.0045,?,0.004,?
1,0.11,0.09,0.03,?,?,0.002,0.003,2
?,0.16,?,?,0.021,0.0075,0.0045,?,4
2,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,16
?,?,0.2,?,?,0.034,0.0245,0.035,4
1,0.23,0.175,?,0.0645,?,0.0105,?,4
1,0.3,0.23,0.08,0.1275,0.0435,?,?,7
1,0.33,0.255,?,?,0.063,0.039,0.06,7
1,?,?,0.085,?,0.0705,0.0345,?,9
1,?,0.245,0.08,0.1585,0.0635,0.0325,0.05,12
?,?,?,0.085,?,?,?,0.07,8
1,?,0.245,?,?,0.0675,?,0.045,6
1,0.345,0.27,0.11,0.2135,0.082,?,0.07,?
?,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,?
2,?,?,0.18,?,0.4205,0.2805,0.36,12
?,0.595,?,0.155,?,?,?,?,11
?,?,?,?,1.094,0.4485,0.217,0.345,14
2,0.6,?,0.165,1.2415,?,0.2775,?,?
2,0.56,0.45,?,1.011,?,?,?,14
?,?,?,0.185,1.07,0.3805,0.175,0.41,18
2,0.545,0.46,?,0.8975,0.341,?,0.345,?
?,?,?,0.17,1.415,?,0.297,?,?
0,?,0.475,?,1.1015,0.4775,0.2555,0.295,12
0,0.54,0.475,?,?,0.394,?,?,10
0,0.57,?,?,0.865,0.3675,0.1725,0.27,11
2,?,?,0.165,?,0.319,0.239,0.245,?
1,0.245,0.195,?,0.095,0.0445,?,?,3
?,?,?,?,?,0.0465,0.028,?,?
0,0.46,?,?,?,0.3,0.1525,?,?
2,?,0.45,0.15,?,0.3615,0.186,?,?
2,0.35,?,0.11,0.2925,0.1225,0.0635,?,?
?,?,0.39,?,0.6355,?,?,?,?
0,0.45,?,0.125,0.4995,0.2035,?,0.17,12
0,0.64,0.525,0.215,1.779,0.4535,?,0.55,?
?,0.59,0.5,?,?,0.412,?,0.37,15
?,0.62,?,?,1.219,?,0.2505,0.385,13
?,?,?,?,1.525,?,0.3335,0.45,?
2,0.63,?,0.155,1.259,?,0.197,0.41,12
2,0.655,?,0.215,?,?,?,?,?
0,0.66,0.53,?,?,0.493,0.245,0.49,?
2,0.61,?,0.24,?,0.532,0.3345,0.69,17
2,0.635,0.525,0.205,?,0.55,?,?,19
?,?,?,?,0.712,0.2665,?,?,10
0,0.535,0.415,?,?,0.314,0.1585,0.3,14
1,0.36,?,?,?,0.0915,?,0.075,?
?,0.455,0.355,0.12,0.4495,?,0.104,0.15,?
2,0.485,0.395,?,0.6295,0.2285,0.127,?,13
2,?,0.38,?,0.9565,?,0.158,0.31,13
?,0.535,?,0.17,0.879,0.295,0.1965,?,9
?,?,0.435,?,0.699,0.288,?,0.205,?
0,?,?,0.155,?,0.242,?,?,?
2,?,0.355,0.125,?,?,0.0815,0.19,8
?,0.535,0.435,0.16,?,0.3155,0.1795,0.24,?
2,0.54,0.435,0.18,?,0.3835,0.226,0.325,16
0,0.565,0.505,?,?,0.501,0.279,?,?
2,0.61,0.475,?,?,?,?,0.315,?
?,?,?,?,?,0.342,?,?,18
?,0.6,?,0.195,?,0.384,0.19,?,?
1,0.295,0.215,?,0.128,?,?,?,5
?,?,?,?,?,0.045,?,?,5
1,0.28,0.21,0.085,?,?,0.0295,?,3
2,?,0.395,0.14,0.549,?,0.1275,0.15,?
2,0.37,0.28,?,0.234,0.0905,0.0585,?,?
0,?,0.305,?,0.3485,0.1455,0.0895,0.1,8
?,0.54,0.435,0.175,?,?,0.174,?,12
2,0.37,0.28,?,0.252,0.1065,0.0595,?,?
2,?,0.27,?,0.217,0.0885,0.0495,?,5
0,0.47,0.36,0.13,?,?,?,?,9
1,?,?,0.06,?,?,0.0095,?,3
?,?,?,?,0.0215,0.007,?,0.005,2
2,0.645,?,0.24,1.5415,0.471,?,0.535,12
2,?,0.41,?,0.7605,0.2505,0.1635,0.195,13
2,0.57,?,0.145,?,0.3925,0.2355,0.275,9
0,?,0.485,0.19,?,0.4635,0.3055,0.39,20
2,?,?,?,0.971,?,0.2045,?,13
2,0.595,?,0.195,1.3305,0.4595,0.3235,0.345,18
?,?,0.47,?,?,0.381,0.27,?,22
2,0.63,0.485,?,?,?,?,?,22
1,0.45,0.355,0.11,?,?,0.067,0.14,?
?,0.635,?,?,?,?,0.2475,?,?
?,?,?,0.1,0.3675,0.1465,0.1015,0.12,?
0,0.58,0.455,0.155,0.8365,?,?,0.32,17
1,0.33,?,?,?,0.066,0.0255,0.06,5
?,0.265,?,?,?,?,0.022,0.03,4
1,0.19,0.145,0.04,0.038,?,0.0065,0.015,?
2,0.385,0.31,?,?,?,?,0.1,?
?,0.265,0.205,0.07,?,?,?,?,?
2,?,0.265,0.105,0.222,0.0935,0.056,?,6
1,?,?,?,0.251,?,?,0.08,?
1,0.32,0.255,0.1,0.1755,0.073,0.0415,?,6
2,?,0.4,0.13,0.6435,?,0.1665,?,11
?,?,0.295,0.105,0.241,0.0865,?,0.095,7
?,0.36,0.28,0.09,0.2255,?,0.04,0.09,?
?,?,?,0.155,0.5955,?,0.161,?,11
0,0.4,0.325,?,0.3185,0.134,?,?,7
?,?,?,0.08,0.121,0.0475,0.042,0.035,4
1,?,?,0.04,0.0705,?,0.015,0.02,4
?,?,0.6,0.195,1.974,0.598,?,0.71,15
?,0.62,0.465,?,?,0.5705,0.3175,0.355,10
?,0.6,0.475,0.19,1.0875,0.403,0.2655,?,?
2,0.59,0.45,0.185,?,?,?,0.425,15
?,0.62,0.475,?,1.325,0.6045,?,0.33,?
0,0.565,0.45,0.195,1.0035,0.406,?,?,14
2,0.575,?,0.145,1.165,0.581,0.2275,0.3,?
0,0.62,0.51,0.205,?,0.4775,?,0.48,13
2,0.62,?,?,1.274,0.579,0.3065,?,?
0,0.505,?,0.18,0.568,0.2325,0.1495,?,11
?,?,?,?,0.746,?,0.152,0.24,7
?,?,?,0.14,0.707,0.2795,0.2185,?,12
0,?,?,0.16,0.756,?,0.173,0.275,?
1,0.34,?,?,?,?,0.0555,?,?
?,0.375,0.305,?,0.2715,?,0.074,?,7
2,0.61,0.48,?,1.2,0.56,?,0.28,13
0,0.61,0.495,0.185,?,0.536,?,?,7
?,0.585,?,?,?,?,0.1635,0.27,?
2,?,?,0.14,0.9535,0.4465,0.2065,0.245,?
?,0.58,?,0.17,0.93,?,0.259,0.22,8
?,?,?,?,1.275,0.509,0.286,?,?
2,?,?,?,2.13,0.7415,?,0.58,19
?,0.675,0.525,0.185,?,0.6935,0.336,?,12
?,?,0.525,0.19,?,0.7035,0.3885,0.395,17
?,0.745,?,0.215,2.499,?,0.472,?,?
?,0.685,0.545,?,1.768,0.7495,?,0.485,?
?,0.605,0.49,0.18,1.227,0.48,0.287,0.35,17
0,?,0.465,?,0.997,0.392,?,0.34,?
0,0.65,0.525,?,?,0.61,0.2995,?,19
0,?,?,0.15,1.029,0.4085,?,0.295,?
0,0.62,0.5,0.175,1.186,0.4985,?,0.35,11
?,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,?
?,0.58,0.465,0.145,?,0.4405,0.1655,?,10
?,0.58,?,?,1.0735,0.479,0.2735,0.265,9
2,0.63,?,?,?,?,?,0.315,?
0,0.69,?,0.215,1.719,0.68,?,0.47,?
?,?,0.545,0.165,?,0.6645,?,0.415,?
?,0.66,0.565,?,1.7605,0.692,0.3265,?,?
0,0.68,?,?,1.787,?,0.453,?,?
0,0.7,?,?,1.31,?,0.314,?,?
2,?,?,0.15,?,0.4635,0.292,0.4,12
0,0.675,0.545,?,1.7345,0.6845,0.3695,0.605,19
?,0.63,?,0.19,?,?,0.3365,?,10
0,0.585,0.45,?,1.077,?,0.2875,?,?
?,0.565,?,?,0.995,0.3895,?,0.37,?
?,0.61,0.495,?,1.1085,?,?,?,11
?,?,?,0.18,?,0.3755,0.2805,?,?
2,0.535,0.42,?,0.791,0.33,0.189,?,9
2,?,0.4,0.135,?,?,0.137,0.2,9
2,0.47,?,0.12,0.5565,?,?,0.195,?
2,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,9
0,?,?,?,0.4925,0.216,0.1245,0.135,8
2,0.54,0.42,?,0.7385,0.3515,0.152,?,?
2,?,0.38,0.135,?,0.207,0.1225,?,?
2,?,?,?,0.609,0.239,?,?,13
1,0.465,0.375,?,0.471,?,?,0.14,8
?,0.415,0.325,?,?,0.1535,?,?,9
2,0.475,0.375,?,0.593,0.277,0.115,?,9
0,0.47,0.375,0.125,0.5615,?,?,0.18,9
1,0.365,0.295,?,?,0.1075,0.0545,?,?
1,0.345,0.275,?,?,?,0.0535,?,?
?,0.39,0.31,0.1,?,?,0.064,?,?
0,?,?,?,?,0.3165,0.176,?,?
2,0.47,?,0.145,?,0.2385,0.144,0.185,?
2,0.535,0.44,0.15,0.6765,?,0.139,0.26,11
2,0.585,?,?,0.987,0.4355,?,?,?
?,0.485,?,?,0.5885,?,?,0.175,?
?,0.515,0.455,?,0.7225,0.295,?,?,8
0,?,?,?,?,0.178,0.0985,0.155,6
?,?,0.415,0.14,0.6935,0.3115,?,?,?
?,0.44,0.345,?,?,0.1655,?,?,6
?,0.525,?,0.15,0.8425,0.3685,0.1985,?,11
?,0.45,?,0.115,0.479,0.2125,0.1045,0.15,7
2,0.59,?,?,0.911,0.39,0.182,0.29,15
2,0.555,0.45,0.145,0.915,0.4,?,0.285,?
2,0.57,0.44,0.095,0.827,0.3395,?,0.235,?
?,?,0.5,0.165,1.1045,0.4565,0.2425,?,?
2,?,?,?,0.945,?,0.2115,?,?
0,?,0.46,0.12,0.9935,?,?,0.28,10
?,0.545,0.44,?,?,0.3475,?,0.24,?
?,0.605,0.495,0.17,?,?,?,0.39,13
?,?,?,?,1.0325,0.3605,0.224,0.36,14
0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,19
?,0.63,?,?,1.352,?,0.349,0.45,19
0,0.63,?,?,1.005,?,0.199,?,15
?,?,0.41,?,0.625,?,0.16,?,12
0,?,0.54,?,?,0.518,0.358,0.505,?
1,0.49,0.38,?,?,0.2165,?,?,10
?,?,0.39,0.135,0.5785,0.2465,?,0.2,?
1,?,0.225,0.07,0.101,0.036,0.0235,?,?
1,?,?,?,?,0.037,0.02,0.03,?
2,?,?,?,1.068,0.425,?,0.32,12
0,0.61,0.485,?,1.0915,0.3935,?,?,?
2,0.6,0.5,?,1.015,0.3995,0.1735,0.33,18
0,?,?,0.125,0.943,0.344,0.129,0.375,20
0,?,0.45,0.17,1.0475,?,?,0.385,?
?,?,0.45,?,0.9555,?,0.1665,0.295,?
?,?,0.47,0.155,1.036,0.4375,0.196,0.325,19
2,?,0.455,?,?,?,0.156,?,?
2,?,?,0.14,?,?,?,?,21
?,0.44,?,0.1,0.366,0.122,0.0905,0.12,12
?,?,0.41,0.15,0.662,0.2815,?,0.22,10
?,?,?,0.095,0.217,?,?,?,?
1,0.385,0.305,?,0.252,0.0915,0.055,0.09,?
2,?,?,0.09,0.3055,0.143,0.0645,?,8
?,0.5,0.415,0.165,?,0.249,0.138,?,12
1,0.36,?,0.11,0.2335,?,0.0525,?,?
?,0.335,?,0.1,0.192,?,0.0585,0.07,7
?,0.505,0.425,0.14,?,?,0.1625,?,18
1,?,0.295,?,?,?,?,0.085,9
?,?,0.325,?,0.3635,?,?,0.12,?
?,0.56,0.455,0.19,?,0.283,?,?,?
2,0.565,0.435,0.185,?,0.329,?,0.39,12
2,?,?,0.185,?,?,0.1575,0.375,?
2,0.605,0.5,0.175,1.098,0.4765,?,0.375,11
0,0.565,0.455,0.15,0.8205,0.365,0.159,?,17
2,0.725,0.565,?,1.891,0.6975,?,0.58,?
0,?,0.535,0.16,1.41,0.592,0.3175,?,15
?,0.665,0.555,0.195,?,0.581,?,0.36,?
0,0.565,0.49,0.155,0.9245,0.405,?,0.255,10
?,?,0.55,?,1.2915,0.57,?,0.33,13
2,0.575,0.47,0.14,0.8375,0.3485,?,0.24,10
?,?,?,?,1.221,0.51,?,0.39,14
1,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,8
1,0.415,0.31,0.11,?,?,?,0.0995,9
0,0.525,?,0.135,?,?,0.1525,0.235,10
?,?,?,0.1,0.2665,0.115,?,?,?
0,0.585,0.465,?,?,0.3865,0.224,0.265,11
1,0.24,0.185,0.07,0.0715,0.026,0.018,?,?
?,?,0.165,0.055,0.0545,0.0215,0.012,?,4
1,?,?,0.07,0.0735,0.0255,?,?,5
?,?,?,0.05,0.0235,?,0.0035,?,4
0,0.67,0.55,0.19,1.3905,0.5425,0.3035,?,?
?,0.655,?,0.195,1.388,0.567,?,?,?
0,0.68,?,?,?,?,?,?,16
?,?,0.555,0.2,?,0.545,?,0.465,20
?,0.53,?,0.135,0.7835,0.313,0.1715,?,8
0,0.515,0.405,?,0.646,?,0.1405,0.177,9
?,0.43,?,0.12,?,?,0.0645,0.1045,8
0,?,?,0.12,0.627,0.2645,0.1415,0.181,10
0,0.545,0.415,0.16,0.7715,0.272,?,?,?
?,?,0.415,?,?,0.261,?,0.2645,?
?,?,0.35,0.115,?,0.1565,0.091,0.1345,8
?,?,0.54,0.175,1.347,0.4955,0.254,?,?
2,0.735,?,0.225,?,0.637,0.3405,?,20
?,0.66,?,0.185,?,?,?,0.455,?
0,?,0.585,?,1.8075,?,0.3215,?,?
?,?,?,?,?,0.3605,?,0.3,16
2,0.57,0.465,0.125,0.849,0.3785,0.1765,?,14
0,0.58,0.46,0.15,0.9955,0.429,?,?,?
2,0.63,?,?,?,?,0.237,0.305,11
?,0.585,0.465,0.14,0.908,0.381,0.1615,?,?
2,0.55,0.45,0.13,0.92,0.378,?,0.29,?
?,?,?,0.15,1.2415,0.5235,0.3065,0.36,14
?,0.54,0.42,0.135,0.8075,?,?,0.235,10
?,0.57,0.455,0.165,?,?,0.2195,0.285,13
2,0.59,0.455,0.145,1.073,?,0.19,0.285,?
?,?,0.46,0.13,0.921,0.357,0.181,0.29,?
?,0.655,?,0.155,?,?,0.2855,?,?
?,0.655,0.53,0.175,1.2635,0.486,?,?,14
?,0.625,0.5,?,?,0.5875,0.2185,0.37,?
0,?,?,?,?,0.3445,0.2235,0.305,14
0,?,0.52,0.175,?,0.4245,?,?,?
0,?,?,0.165,?,0.435,0.209,?,18
