@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
2,0.575,0.425,?,0.8635,?,0.227,?,?
2,0.58,?,0.165,?,0.3935,0.242,?,9
0,?,0.56,?,1.639,0.6055,0.2805,?,14
2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,17
?,?,0.55,?,1.798,?,0.3925,0.455,18
0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,12
2,?,0.355,0.105,0.4795,0.227,0.124,?,?
0,0.54,0.475,?,?,0.5305,0.3075,?,15
0,0.45,?,0.105,0.5225,0.237,?,0.145,7
?,0.575,0.445,?,0.883,?,0.2035,?,10
?,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,8
0,0.45,0.335,?,?,0.1865,?,?,8
0,0.55,?,?,0.8515,?,0.196,0.27,13
?,?,0.175,0.045,?,0.0315,0.0235,0.02,?
?,?,0.15,?,0.042,0.0255,0.015,?,?
1,?,0.15,?,?,0.0175,0.0125,0.015,3
1,?,0.295,?,0.203,?,?,?,?
?,?,?,0.12,?,?,?,0.14,8
0,?,0.375,0.12,0.4605,0.1775,0.11,?,6
?,0.325,0.245,?,?,?,0.0255,0.045,5
?,0.525,0.425,0.16,0.8355,0.3545,0.2135,?,8
?,0.52,0.41,0.12,?,0.2385,0.111,0.19,7
2,0.4,0.32,?,0.303,0.1335,0.06,0.1,?
2,?,0.36,0.13,0.5415,?,0.096,0.16,9
0,0.47,?,0.12,0.4775,0.2105,?,0.15,?
2,?,0.31,0.1,?,0.173,0.0915,0.11,6
0,0.5,?,?,?,0.2565,0.1755,?,?
2,?,?,?,?,0.192,?,0.135,7
2,0.47,?,?,?,0.2765,0.12,?,7
?,?,0.19,?,?,?,0.014,0.025,?
0,0.505,0.4,?,0.583,0.246,?,?,?
2,0.45,?,0.105,0.4115,?,0.1125,0.135,?
2,0.505,?,?,0.625,0.305,?,?,8
0,0.53,0.41,0.13,0.6965,0.302,?,0.2,?
2,0.425,0.325,?,?,?,?,0.1,6
2,0.52,?,?,0.58,0.234,0.1315,0.185,?
?,0.475,?,?,?,?,0.1015,?,7
?,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,11
?,?,?,0.185,?,0.416,0.224,0.485,?
?,0.475,0.39,?,0.5305,0.2135,0.1155,0.17,9
?,0.31,0.235,0.07,?,?,0.0405,0.045,5
2,0.555,0.425,0.13,0.7665,0.264,0.168,?,12
0,0.4,?,0.11,?,0.1405,0.0985,?,7
0,?,0.475,?,1.247,0.48,?,?,?
2,0.57,0.48,0.175,?,0.474,0.261,0.38,?
0,0.605,0.45,?,1.098,0.481,?,0.315,12
?,?,0.475,0.15,1.0075,0.4425,?,?,?
?,0.595,?,0.14,0.944,?,?,0.315,8
?,0.6,0.47,?,0.922,?,?,?,9
?,?,?,0.14,0.788,0.282,0.1595,0.285,?
0,?,0.475,0.17,1.1025,0.4695,0.2355,0.345,13
0,0.575,0.445,0.14,?,?,?,0.285,8
2,?,?,?,?,0.5105,?,?,?
?,0.52,0.425,0.165,?,0.396,0.225,0.32,15
2,?,0.475,0.16,?,0.408,0.234,?,20
?,?,?,?,?,?,?,?,13
0,?,0.465,0.18,?,0.339,0.2225,0.44,?
2,0.625,?,0.14,?,0.4825,?,0.4,12
?,0.56,?,?,0.8645,0.3305,0.2075,0.26,?
?,0.46,?,0.13,0.517,0.2205,?,0.165,?
0,?,?,0.16,0.9775,?,?,?,?
2,0.565,?,?,?,?,0.1675,?,?
2,?,0.44,0.15,0.755,?,0.1525,?,?
?,?,?,0.175,1.115,0.4015,?,?,12
?,0.625,0.495,0.165,1.262,?,0.318,0.39,9
?,0.695,0.56,?,1.494,?,0.3425,0.485,14
?,?,?,0.195,?,0.5755,0.388,0.48,13
2,0.535,?,?,?,0.269,0.1385,0.25,8
2,?,0.375,?,?,0.214,?,0.145,7
?,?,0.37,0.13,0.5225,0.201,0.133,0.165,?
?,?,0.375,?,?,?,0.085,0.155,9
?,0.36,0.265,?,?,0.105,?,?,6
2,0.55,?,?,0.843,0.328,0.1915,?,14
?,0.53,?,0.16,0.883,0.316,?,?,?
2,0.53,?,0.14,?,?,0.1675,?,?
?,0.605,0.47,0.16,1.1735,0.4975,?,0.345,11
0,0.52,0.41,0.155,?,?,?,?,?
?,0.545,0.43,?,0.802,0.2935,0.183,0.28,?
?,0.5,0.4,?,?,0.261,0.1315,0.22,?
?,?,?,0.135,0.6335,?,?,?,?
0,0.435,?,0.105,0.3635,0.136,0.098,0.13,8
?,0.495,?,?,0.5415,0.2375,0.1345,0.155,8
?,?,0.36,0.105,?,0.172,?,?,?
?,0.435,0.32,?,0.3325,?,?,0.105,?
2,?,0.35,?,0.393,0.13,0.063,?,8
?,0.545,0.41,0.125,0.6935,0.2975,0.146,?,?
0,0.53,0.415,0.115,?,?,0.1585,0.18,?
?,?,0.375,?,0.6125,?,?,?,10
2,?,0.34,?,0.402,?,0.0955,0.165,?
0,?,?,?,0.8825,?,?,?,8
2,?,0.305,0.085,?,?,?,?,7
?,?,0.365,0.105,?,?,0.1035,?,?
1,?,?,0.085,?,0.103,0.0575,0.085,6
0,0.515,?,0.14,0.766,?,?,?,?
?,0.37,?,0.075,0.214,0.09,0.051,?,?
?,0.36,0.28,?,?,0.081,?,0.07,?
1,?,0.195,0.06,?,0.0285,?,?,?
?,0.375,0.275,?,0.238,?,0.0545,0.07,?
1,0.385,0.29,0.085,?,?,?,?,7
?,?,0.535,0.16,1.7255,0.63,0.2635,0.54,?
?,0.71,?,?,1.959,?,?,0.78,17
?,?,?,?,1.262,?,0.283,0.41,16
0,0.44,?,0.125,?,?,0.063,?,8
?,0.325,0.26,0.09,0.1915,0.085,0.036,?,?
1,0.35,0.26,?,0.211,0.086,0.056,0.068,6
?,0.265,0.2,0.065,0.0975,?,?,?,6
0,0.425,0.33,0.115,?,0.1635,0.081,?,?
?,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,6
2,0.345,?,0.09,?,?,0.0295,?,?
0,0.405,?,0.11,0.3555,0.151,?,?,8
?,0.375,0.285,?,0.253,0.096,?,?,?
0,?,?,0.155,0.826,0.341,?,?,?
0,0.55,?,0.145,0.741,?,0.1435,0.2665,9
?,?,0.52,?,?,0.519,0.306,?,15
2,0.56,0.455,?,0.797,0.34,0.19,?,?
?,?,?,0.13,0.5175,0.2075,?,?,?
0,?,?,0.125,?,0.245,?,?,?
?,?,?,?,?,0.224,0.108,?,9
?,?,0.205,0.08,?,0.052,0.039,0.042,?
1,?,?,0.055,0.0315,?,0.0065,?,?
?,0.17,0.13,0.095,0.03,?,0.008,?,?
2,?,0.475,0.145,1.053,0.4415,0.262,0.325,14
0,0.605,?,?,1.1185,0.469,?,0.335,8
?,0.635,0.515,0.19,1.3715,0.5065,?,0.45,9
0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,9
0,?,0.45,0.135,?,0.387,0.1495,0.31,?
2,0.515,0.405,0.13,0.722,0.32,0.131,?,9
?,0.575,0.46,?,0.994,?,0.2425,?,12
?,?,?,?,1.514,0.546,0.2615,0.635,15
0,?,?,?,?,?,?,?,12
?,?,?,?,1.124,0.2985,0.1785,?,?
2,?,?,?,?,0.4215,?,0.34,12
?,0.605,0.485,0.16,?,0.53,?,0.28,12
?,?,?,0.175,?,0.544,?,0.345,11
0,?,0.56,0.21,2.141,?,?,1.005,?
0,0.65,0.545,?,1.752,?,?,0.815,?
?,?,0.57,?,2.55,?,?,0.725,?
0,?,0.575,0.175,2.124,?,?,0.85,?
0,0.68,0.57,?,?,?,?,?,19
2,0.705,0.56,?,1.981,?,?,?,13
?,?,0.515,0.175,1.6185,0.5125,0.409,0.62,?
2,?,?,0.215,?,0.7125,?,0.59,13
0,0.53,0.395,?,0.775,?,0.169,0.255,?
?,0.525,?,?,1.065,?,0.233,0.285,?
?,0.52,?,0.115,0.776,?,0.1845,0.22,?
1,0.235,0.16,0.04,0.048,?,0.018,?,?
1,0.36,?,?,0.1785,?,?,0.075,?
?,?,0.21,?,0.125,0.06,?,0.035,4
1,0.315,0.245,0.085,?,0.053,?,0.05,7
?,0.225,0.16,?,?,?,0.015,0.015,3
2,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,10
2,?,0.48,0.18,0.9395,0.399,0.2,0.295,13
2,?,0.51,0.175,1.368,?,0.266,0.57,20
0,0.56,?,?,1.0235,0.429,0.268,0.3,9
?,0.62,0.475,0.175,?,0.4355,?,?,?
?,0.645,0.51,0.2,?,0.621,0.367,0.46,11
?,0.62,?,0.19,?,?,0.2965,?,?
0,0.63,0.48,?,1.0525,0.392,0.336,?,11
0,0.63,0.5,0.185,?,?,?,0.38,?
?,0.63,?,?,1.199,?,0.335,0.315,?
?,?,?,?,0.9325,?,0.271,?,8
2,0.615,0.48,0.18,?,?,0.2165,0.325,12
?,?,0.485,0.17,?,0.419,0.2405,0.36,11
2,0.58,?,0.15,?,?,?,?,?
?,?,0.275,0.085,0.22,?,0.06,0.15,?
0,0.51,0.4,?,0.8145,?,?,0.195,9
2,0.5,0.405,?,0.772,0.346,0.1535,?,11
0,0.505,0.41,0.15,0.644,0.285,0.145,?,10
2,?,0.5,?,?,0.4445,0.2635,0.465,?
2,0.56,?,?,?,?,?,0.26,14
2,?,0.46,0.185,?,?,?,0.285,?
0,0.45,0.345,?,?,?,?,0.135,8
2,0.5,?,0.165,?,0.254,0.205,?,?
0,0.5,?,0.145,?,0.234,0.1465,0.23,?
?,0.53,?,0.17,0.8155,0.2985,?,0.275,12
?,?,0.335,?,0.369,?,0.071,0.12,?
0,?,0.34,0.14,0.482,0.186,0.1085,0.16,8
?,0.4,0.3,0.11,?,0.109,0.067,?,8
1,?,?,0.11,0.3795,0.1495,0.085,?,7
?,0.525,0.415,?,0.8325,?,0.1685,?,12
1,?,0.28,0.095,?,?,0.052,?,6
?,?,0.365,0.145,?,?,0.1625,?,?
2,?,?,0.09,0.181,0.0755,?,0.06,6
?,?,0.325,?,0.38,?,?,0.12,11
2,0.5,?,?,0.6155,0.241,0.1355,0.205,?
0,?,?,0.16,?,0.2475,?,0.235,13
2,?,0.405,0.14,0.8025,?,0.1635,0.255,9
2,0.45,?,0.13,0.46,?,0.111,?,7
1,?,0.3,0.12,0.324,0.1265,?,?,6
2,?,0.36,0.135,0.501,0.1665,?,0.165,?
?,0.415,0.305,0.13,?,0.1305,0.0755,0.105,?
?,?,0.325,0.125,0.455,0.1785,?,0.14,8
?,0.47,0.35,0.145,?,0.187,?,0.18,10
?,0.49,?,?,0.5755,?,?,0.19,8
?,?,?,?,0.485,0.181,?,0.155,10
?,0.425,?,0.105,0.3265,0.1285,0.0785,0.1,?
0,?,0.37,0.135,?,0.1715,0.1055,0.155,8
0,0.39,0.29,0.125,0.3055,0.121,?,0.09,?
?,0.365,0.27,0.085,0.205,?,?,0.07,6
0,0.58,?,?,?,0.404,0.2095,?,?
0,0.53,0.415,0.16,?,?,0.158,0.245,14
2,0.555,?,0.135,0.836,0.336,?,0.275,?
2,?,?,0.175,0.9025,0.31,?,?,13
2,0.625,0.505,0.215,1.4455,0.496,?,?,?
?,?,?,?,?,0.0485,0.029,?,6
1,?,?,0.135,0.435,0.1815,0.083,0.125,11
?,?,0.225,?,0.124,0.0485,0.032,0.04,?
1,0.075,?,0.01,0.002,0.001,5.0E-4,0.0015,0
1,?,?,?,?,?,0.003,0.004,?
1,?,0.09,0.03,?,0.0025,0.002,0.003,2
?,?,?,?,?,?,?,0.005,4
?,?,0.425,?,0.9425,?,0.2185,0.275,16
?,0.27,?,0.07,?,0.034,0.0245,?,4
?,?,?,0.065,0.0645,0.026,?,0.02,4
1,0.3,0.23,?,0.1275,0.0435,?,0.04,7
1,?,0.255,?,?,0.063,?,0.06,7
1,?,?,0.085,?,0.0705,?,0.06,9
?,0.32,0.245,?,?,?,0.0325,0.05,12
1,0.36,?,0.085,0.1975,0.0745,0.0415,0.07,?
1,?,0.245,0.075,?,?,?,0.045,6
?,0.345,0.27,0.11,0.2135,?,?,0.07,?
1,0.33,0.25,0.105,0.1715,0.0655,?,?,6
?,0.59,0.47,?,1.1235,0.4205,?,?,12
0,0.595,?,?,1.0605,?,0.2165,0.3,11
?,?,0.46,?,?,0.4485,0.217,?,14
2,0.6,0.495,?,1.2415,?,?,0.34,14
?,0.56,0.45,?,1.011,?,0.2065,0.37,14
2,0.56,0.45,0.185,?,0.3805,?,?,?
2,?,0.46,0.16,?,0.341,0.1655,0.345,?
0,0.635,0.505,0.17,1.415,0.605,0.297,?,?
?,?,?,?,1.1015,?,0.2555,0.295,?
0,0.54,0.475,0.155,0.928,0.394,0.194,?,10
0,?,0.44,?,0.865,?,?,0.27,?
2,0.53,?,?,0.8945,?,0.239,?,10
?,?,?,0.06,0.095,?,?,?,?
2,?,?,?,?,?,?,?,5
0,0.46,?,?,?,0.3,?,0.16,10
2,?,?,0.15,0.895,?,?,0.235,13
?,?,0.275,0.11,0.2925,0.1225,?,?,7
2,?,0.39,?,0.6355,0.2185,?,0.255,?
0,?,?,0.125,?,0.2035,0.1,?,12
0,0.64,0.525,?,1.779,?,0.2855,?,?
2,0.59,?,0.2,?,?,?,?,15
2,?,0.485,0.205,1.219,0.3875,0.2505,0.385,?
?,0.63,0.505,0.225,?,?,?,?,?
?,?,?,0.155,?,0.4105,?,0.41,12
?,0.655,0.54,0.215,?,0.7425,0.327,?,?
0,?,0.53,0.185,?,?,0.245,?,11
2,?,0.5,0.24,1.642,0.532,?,?,?
?,0.635,?,?,1.484,?,0.3115,0.43,19
0,0.515,0.425,0.135,0.712,?,?,0.25,?
0,?,0.415,?,?,0.314,0.1585,0.3,14
?,?,?,?,0.2415,0.0915,0.057,0.075,?
0,?,?,?,0.4495,0.177,0.104,0.15,?
2,?,?,0.14,?,0.2285,0.127,0.225,?
?,?,?,0.175,?,0.325,?,0.31,?
0,?,?,0.17,?,?,?,?,?
?,?,?,0.155,0.699,0.288,?,0.205,?
?,0.495,?,0.155,?,0.242,0.1325,0.205,16
?,?,?,?,?,?,0.0815,0.19,?
?,?,0.435,0.16,?,?,?,0.24,?
2,?,0.435,?,?,0.3835,0.226,0.325,?
0,?,0.505,?,?,0.501,0.279,0.355,?
2,0.61,?,0.165,1.116,0.428,?,?,?
0,0.565,0.455,0.175,1.013,?,0.207,?,18
?,?,0.495,0.195,?,0.384,0.19,?,25
?,?,?,?,?,0.049,0.034,0.04,?
1,?,0.205,?,?,0.045,0.0285,0.035,?
?,0.28,0.21,0.085,0.1065,0.039,?,?,3
?,0.49,0.395,0.14,?,?,?,0.15,10
?,?,0.28,0.105,?,0.0905,?,0.075,?
0,?,?,?,0.3485,0.1455,0.0895,0.1,?
0,0.54,?,?,?,0.322,0.174,?,12
2,?,0.28,0.1,?,0.1065,?,0.074,7
2,0.36,?,?,?,0.0885,0.0495,?,5
0,?,0.36,?,0.472,?,0.114,0.15,9
1,?,?,0.06,0.037,0.0125,?,?,3
?,?,?,?,?,0.007,0.005,?,2
2,0.645,0.515,0.24,1.5415,0.471,0.369,?,12
2,0.55,0.41,?,?,?,?,?,13
2,?,0.435,?,0.9055,0.3925,?,0.275,?
0,0.63,0.485,0.19,?,0.4635,?,?,20
2,0.56,?,0.14,0.971,0.443,?,0.265,13
?,?,0.455,0.195,?,0.4595,0.3235,?,18
?,?,0.47,0.2,?,?,0.27,0.435,?
?,0.63,0.485,0.175,?,0.4335,0.2945,0.46,22
1,?,0.355,?,?,0.194,?,0.14,7
0,?,?,0.19,1.242,0.576,0.2475,?,13
?,?,0.35,0.1,0.3675,0.1465,?,?,9
0,0.58,0.455,0.155,0.8365,?,0.1385,?,?
1,0.33,?,?,0.172,0.066,0.0255,?,?
1,0.265,?,0.06,0.0965,?,0.022,0.03,?
1,?,0.145,0.04,0.038,0.0165,0.0065,0.015,?
2,?,0.31,0.1,?,?,0.075,0.1,10
?,?,0.205,0.07,0.1055,0.039,?,0.035,4
?,?,?,0.105,?,?,?,?,6
1,0.355,0.275,?,?,?,0.053,0.08,6
1,?,0.255,?,?,0.073,?,?,?
2,0.51,0.4,?,0.6435,0.27,?,0.205,11
2,0.36,0.295,0.105,?,0.0865,0.053,?,7
1,0.36,0.28,0.09,?,0.0885,0.04,0.09,?
2,0.5,?,0.155,?,0.2135,0.161,?,?
?,0.4,0.325,0.12,?,0.134,?,0.095,?
?,?,?,?,0.121,?,?,0.035,4
1,0.235,?,0.04,0.0705,0.0335,0.015,?,4
?,0.74,?,0.195,1.974,0.598,?,?,?
2,?,?,?,1.3415,0.5705,?,0.355,10
2,0.6,0.475,?,?,?,0.2655,0.325,13
2,0.59,?,0.185,1.283,?,0.276,0.425,15
?,0.62,?,0.185,1.325,0.6045,0.325,0.33,12
0,0.565,0.45,0.195,?,0.406,0.2505,?,?
2,?,?,?,?,?,0.2275,?,13
?,?,?,0.205,1.3475,0.4775,?,0.48,13
2,?,0.465,0.185,?,?,?,0.32,11
0,?,?,?,?,0.2325,0.1495,?,?
0,?,0.425,0.155,0.746,0.3005,?,?,7
?,?,0.39,0.14,0.707,?,?,?,?
?,0.525,0.42,?,0.756,0.2745,?,?,8
1,?,0.26,0.08,0.2,0.08,?,0.055,5
?,?,0.305,?,0.2715,?,0.074,0.09,7
2,0.61,?,0.15,1.2,?,0.2455,?,13
?,0.61,0.495,?,1.153,?,0.2905,0.245,7
?,0.585,0.45,0.17,0.8685,0.3325,?,0.27,21
2,0.57,0.46,0.14,0.9535,0.4465,?,0.245,?
?,0.58,0.455,0.17,0.93,0.408,0.259,?,8
2,0.635,0.515,0.17,1.275,0.509,0.286,0.34,?
2,0.7,0.58,0.205,2.13,?,?,0.58,19
2,?,0.525,0.185,1.587,0.6935,?,?,12
0,0.645,?,?,1.8085,0.7035,?,0.395,17
?,?,?,0.215,?,0.9265,0.472,0.7,16
?,0.685,0.545,0.18,?,0.7495,0.392,0.485,15
2,0.605,0.49,?,1.227,?,0.287,0.35,?
?,0.59,?,0.15,0.997,?,?,0.34,11
0,0.65,?,?,?,?,0.2995,?,?
0,?,0.48,0.15,1.029,?,0.2705,?,15
?,0.62,0.5,0.175,?,0.4985,?,0.35,11
?,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,18
2,0.58,?,0.145,0.887,?,0.1655,?,10
0,?,?,0.12,1.0735,0.479,0.2735,?,9
2,?,?,?,1.13,?,0.2765,0.315,?
?,0.69,?,?,1.719,?,?,0.47,16
?,0.65,0.545,0.165,1.566,0.6645,?,?,15
?,0.66,?,?,1.7605,?,0.3265,?,15
?,0.68,?,?,1.787,0.585,0.453,0.6,?
0,?,0.575,0.17,1.31,0.5095,0.314,0.42,13
2,0.685,0.52,?,?,0.4635,0.292,0.4,?
0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,19
2,?,0.49,0.19,?,?,?,0.285,10
0,0.585,0.45,?,1.077,?,?,?,9
2,?,?,0.175,?,0.3895,0.183,?,?
0,?,0.495,0.185,1.1085,0.3705,?,0.33,11
?,?,0.47,?,?,0.3755,?,?,?
?,?,?,?,0.791,?,?,?,9
?,0.485,?,0.135,0.663,?,0.137,0.2,?
2,?,0.375,0.12,0.5565,?,0.122,0.195,11
2,0.545,?,0.135,?,0.373,0.21,0.235,9
?,0.455,?,?,0.4925,?,0.1245,0.135,?
2,0.54,?,?,0.7385,?,0.152,?,11
?,0.46,0.38,?,0.482,0.207,?,?,9
?,0.49,0.42,0.125,?,0.239,0.1435,0.22,?
1,?,?,0.12,0.471,0.222,0.119,0.14,?
1,0.415,?,?,0.3215,0.1535,?,0.105,9
2,0.475,0.375,0.125,?,?,0.115,?,?
0,?,?,?,?,0.252,?,?,?
1,0.365,0.295,?,0.25,?,0.0545,?,?
1,0.345,?,0.095,0.1995,?,?,?,5
1,?,0.31,?,0.302,0.116,?,0.115,10
0,?,0.395,?,0.7155,0.3165,?,0.24,9
2,0.47,0.38,0.145,0.5865,?,0.144,0.185,7
2,0.535,0.44,?,?,?,?,0.26,?
2,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,10
0,0.485,0.365,?,0.5885,0.27,0.131,0.175,8
2,0.515,0.455,0.135,0.7225,0.295,0.1625,?,?
0,0.435,?,?,?,?,?,?,6
?,0.515,?,0.14,?,?,?,0.2,?
?,0.44,0.345,?,?,?,?,0.11,?
0,0.525,?,0.15,0.8425,?,0.1985,0.24,11
2,?,0.355,0.115,0.479,?,?,?,7
2,0.59,0.485,?,?,0.39,?,?,15
2,0.555,0.45,?,0.915,?,?,0.285,10
?,?,0.44,0.095,0.827,0.3395,0.2215,?,7
?,0.59,0.5,?,1.1045,0.4565,?,0.34,14
2,?,0.475,?,0.945,0.41,0.2115,0.28,13
0,?,0.46,0.12,?,?,?,?,10
?,?,?,0.12,0.8565,?,?,?,?
?,0.605,0.495,0.17,1.2385,?,?,0.39,13
0,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,14
0,?,0.5,0.17,1.3135,0.5595,0.267,0.4,19
2,0.63,0.515,0.165,1.352,?,0.349,0.45,19
0,0.63,?,0.155,1.005,0.367,0.199,0.36,?
?,?,0.41,0.14,?,?,0.16,0.235,?
0,?,0.54,0.165,1.5015,?,0.358,0.505,13
?,0.49,0.38,0.12,0.529,?,0.139,0.155,10
?,0.49,0.39,?,0.5785,0.2465,0.123,0.2,12
?,?,?,0.07,?,?,0.0235,0.035,?
?,0.26,?,0.07,0.092,0.037,?,0.03,?
?,?,0.45,0.175,?,?,0.203,0.32,12
0,0.61,0.485,?,?,0.3935,?,0.33,?
2,?,0.5,?,1.015,?,?,?,18
0,?,0.455,0.125,0.943,0.344,0.129,0.375,?
0,0.575,0.45,?,1.0475,?,?,0.385,17
0,0.57,?,0.175,0.9555,0.38,?,0.295,17
2,0.6,0.47,?,1.036,?,0.196,0.325,?
?,?,0.455,0.17,?,?,?,?,17
2,0.545,?,0.14,?,0.2475,?,?,?
?,0.44,0.345,0.1,?,?,0.0905,?,12
?,0.5,0.41,0.15,0.662,0.2815,0.137,?,10
?,0.36,0.275,0.095,?,?,?,0.09,?
1,?,?,?,0.252,0.0915,0.055,?,13
?,?,?,0.09,0.3055,0.143,?,0.085,8
?,0.5,0.415,?,?,?,?,0.25,12
1,?,0.275,0.11,0.2335,0.095,?,?,?
?,0.335,0.26,?,0.192,0.0785,0.0585,0.07,?
0,0.505,0.425,0.14,0.85,?,?,0.285,?
?,?,0.295,?,0.2715,0.134,0.0325,0.085,9
0,0.41,0.325,0.105,0.3635,0.159,?,?,9
?,?,0.455,0.19,0.714,?,?,0.275,8
2,?,?,0.185,0.9815,0.329,?,0.39,12
?,?,?,?,?,0.354,?,?,15
?,0.605,0.5,?,?,0.4765,0.232,?,11
0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,17
2,?,0.565,0.215,1.891,?,0.4725,0.58,?
0,0.675,?,0.16,?,0.592,0.3175,0.42,?
0,?,0.555,0.195,?,0.581,0.354,?,16
0,?,0.49,?,0.9245,0.405,0.2195,?,?
0,0.645,0.55,0.175,1.2915,?,?,0.33,?
2,?,0.47,?,0.8375,?,?,?,10
?,?,?,0.175,?,0.51,0.259,0.39,14
1,0.36,?,0.105,?,0.0695,0.045,0.08,8
1,?,?,?,0.2965,?,?,0.0995,?
0,?,?,0.135,?,0.293,?,0.235,10
2,?,0.285,0.1,?,?,?,0.075,?
0,0.585,?,0.17,0.9915,0.3865,0.224,0.265,11
1,?,0.185,?,?,0.026,?,?,5
?,0.22,0.165,0.055,0.0545,?,0.012,0.02,4
1,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,5
1,0.175,0.125,?,?,?,?,0.008,4
?,0.67,?,?,?,0.5425,0.3035,?,?
2,0.655,0.53,?,?,0.567,?,0.41,12
0,0.68,0.55,0.21,?,0.5975,?,?,?
2,?,0.555,0.2,1.4385,?,0.2665,0.465,20
?,0.53,0.44,?,?,?,?,0.2185,8
0,0.515,?,?,0.646,?,0.1405,0.177,?
1,?,?,0.12,?,0.151,0.0645,0.1045,8
?,0.52,0.405,0.12,0.627,?,?,?,?
0,0.545,0.415,?,0.7715,0.272,?,0.2765,9
2,0.53,0.415,?,0.7395,0.261,?,0.2645,16
0,0.465,?,0.115,0.421,?,?,0.1345,8
2,0.665,?,0.175,?,?,0.254,?,?
2,0.735,0.59,0.225,?,?,?,0.58,20
?,0.66,0.545,0.185,?,0.5305,0.2635,0.455,?
?,?,?,0.185,1.8075,?,0.3215,0.475,27
2,?,?,?,0.9325,?,?,0.3,?
?,?,0.465,0.125,0.849,0.3785,0.1765,?,?
0,0.58,?,?,?,?,?,?,18
2,?,0.48,0.145,?,?,0.237,0.305,?
?,?,0.465,0.14,?,?,?,0.315,12
?,0.55,0.45,0.13,0.92,0.378,?,?,10
0,?,0.515,?,1.2415,0.5235,0.3065,?,?
?,0.54,?,0.135,0.8075,0.3485,0.1795,0.235,?
0,0.57,?,0.165,1.0595,0.44,0.2195,0.285,13
?,0.59,?,?,1.073,?,0.19,0.285,?
?,0.58,0.46,?,0.921,?,0.181,?,?
0,0.655,?,?,1.2895,?,0.2855,?,?
2,?,0.53,?,1.2635,?,?,0.415,14
?,0.625,?,0.195,?,?,?,0.37,16
?,?,0.5,?,0.953,0.3445,0.2235,0.305,14
0,0.64,0.52,?,1.248,0.4245,0.2595,0.48,?
0,0.605,0.485,0.165,1.0105,?,0.209,?,?
0,0.615,0.525,0.155,?,?,0.2315,0.345,?
2,0.555,0.45,?,?,0.3275,?,0.305,9
