@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
?,?,0.41,?,?,?,0.111,?,7
?,?,?,0.095,?,?,0.06,0.1,6
?,?,?,?,0.5415,?,?,?,9
0,?,?,0.12,0.4775,0.2105,0.1055,0.15,?
?,?,0.31,?,?,?,?,0.11,6
?,0.5,?,0.14,0.6615,?,?,0.22,7
2,?,0.35,?,?,?,?,0.135,?
?,?,?,0.135,?,?,0.12,?,7
?,0.245,?,0.06,0.086,0.042,0.014,0.025,3
?,?,?,0.125,0.583,0.246,0.13,?,?
?,?,?,0.105,?,?,?,?,6
2,?,?,0.11,?,?,?,?,?
?,?,?,?,?,?,?,?,9
2,0.425,0.325,0.095,0.3785,?,0.08,?,?
?,?,?,0.12,?,?,0.1315,?,7
2,0.475,?,?,?,?,?,0.135,?
0,?,0.44,?,0.915,0.354,?,0.32,?
0,?,?,?,?,0.416,0.224,0.485,?
?,?,?,?,?,0.2135,?,?,?
1,?,0.235,?,0.151,0.063,?,0.045,?
?,?,?,0.13,0.7665,?,0.168,?,12
?,?,?,0.11,?,0.1405,0.0985,?,?
0,?,?,?,?,?,?,?,?
2,?,0.48,?,1.185,?,?,0.38,?
0,0.605,?,?,?,0.481,?,?,12
0,?,?,0.15,?,0.4425,?,0.28,14
2,0.595,0.475,?,?,0.3625,?,?,?
?,0.6,?,0.15,0.922,?,?,?,9
0,?,?,0.14,0.788,?,0.1595,?,?
?,?,?,0.17,?,0.4695,?,?,?
?,0.575,?,0.14,?,?,0.252,?,8
2,?,0.51,?,1.615,?,?,?,?
?,?,?,?,?,?,0.225,?,?
?,0.595,?,?,1.3175,0.408,0.234,0.58,20
2,0.58,?,?,1.013,0.38,?,0.36,?
0,0.57,0.465,0.18,?,?,?,0.44,?
?,0.625,?,?,1.195,0.4825,0.205,?,12
2,?,?,0.16,?,0.3305,?,?,9
0,0.46,?,?,?,?,0.114,0.165,?
0,0.575,0.45,?,0.9775,0.3135,?,?,11
2,0.565,?,0.135,?,?,?,?,14
?,?,?,?,?,?,?,0.26,11
2,0.595,0.465,0.175,1.115,?,0.254,?,?
?,?,0.495,?,1.262,0.507,0.318,?,9
?,0.695,?,0.19,1.494,?,?,0.485,?
?,0.665,?,?,?,0.5755,?,0.48,?
2,0.535,0.435,?,0.725,?,0.1385,?,8
?,?,?,?,?,0.214,0.132,?,7
?,0.47,0.37,0.13,?,0.201,0.133,0.165,6
0,?,0.375,0.125,?,?,?,?,?
1,?,0.265,0.095,0.2315,?,0.046,?,?
?,0.55,0.435,?,0.843,?,?,?,?
2,0.53,?,?,?,?,?,0.335,14
?,0.53,?,?,0.724,?,0.1675,0.205,9
2,?,0.47,?,1.1735,0.4975,?,0.345,11
?,0.52,?,?,0.727,?,?,0.235,11
?,?,?,?,?,0.2935,0.183,0.28,10
0,0.5,0.4,0.125,?,?,?,?,?
?,?,?,0.135,0.6335,?,?,0.2,?
?,?,?,0.105,0.3635,?,?,?,8
2,?,?,0.125,0.5415,?,0.1345,?,8
?,?,?,0.105,?,?,?,?,?
?,?,?,?,0.3325,?,0.0635,?,?
?,?,0.35,?,?,?,0.063,?,8
0,?,0.41,?,0.6935,?,0.146,?,?
?,0.53,?,0.115,?,0.233,0.1585,0.18,10
?,?,0.375,?,0.6125,?,?,?,10
?,?,?,0.105,?,?,?,0.165,?
0,?,0.43,0.15,0.8825,0.3465,0.172,?,?
?,0.405,0.305,?,?,?,0.0595,?,7
0,?,?,0.105,?,?,0.1035,?,?
?,?,0.295,?,?,?,?,0.085,?
?,?,0.425,?,0.766,?,?,?,?
2,?,?,?,?,0.09,?,0.07,?
1,?,0.28,0.08,?,?,0.0505,?,?
?,0.27,?,?,0.073,?,?,0.03,4
?,0.375,?,0.09,0.238,0.1075,0.0545,0.07,5
1,?,?,0.085,0.2505,?,0.061,?,?
2,?,?,?,1.7255,?,?,?,18
?,?,0.54,0.165,1.959,0.7665,0.261,0.78,17
?,0.595,0.48,?,1.262,?,?,?,?
0,0.44,?,0.125,0.4035,0.175,0.063,0.129,8
?,?,0.26,0.09,?,?,?,?,6
1,?,?,0.095,?,0.086,?,?,6
?,?,0.2,?,?,?,?,?,?
0,0.425,?,?,?,?,0.081,?,?
0,?,0.23,0.08,0.156,?,0.0345,0.048,?
2,?,?,?,0.2005,?,0.0295,0.063,8
0,0.405,?,0.11,?,0.151,0.063,0.117,?
?,?,0.285,0.095,?,?,0.0575,?,?
?,?,0.445,0.155,?,0.341,?,?,?
0,0.55,?,0.145,?,?,0.1435,0.2665,?
?,0.65,?,?,?,?,?,0.4465,?
2,0.56,0.455,0.155,0.797,?,0.19,?,?
?,?,?,?,?,?,0.1165,?,9
0,0.49,0.38,0.125,0.549,?,?,?,9
2,?,0.35,?,0.515,?,0.108,0.1565,9
?,?,?,?,?,?,?,?,?
?,0.175,0.13,0.055,0.0315,?,0.0065,0.0125,4
?,0.17,?,?,?,?,0.008,0.01,?
?,0.59,?,0.145,1.053,?,?,?,?
0,?,0.5,?,?,0.469,?,?,?
0,?,?,0.19,?,?,?,?,9
0,0.605,?,0.16,?,0.37,0.2355,?,?
0,0.565,0.45,0.135,0.9885,?,?,?,11
2,?,?,0.13,0.722,?,0.131,?,?
0,0.575,0.46,0.19,?,?,0.2425,?,?
?,0.645,?,0.215,?,?,?,?,?
0,?,0.455,?,?,?,0.2135,?,?
?,0.575,?,0.165,1.124,?,0.1785,?,?
?,0.605,?,0.165,1.056,0.4215,?,?,?
0,?,0.485,0.16,1.222,0.53,?,0.28,12
2,?,0.485,?,?,?,0.297,?,?
?,0.725,0.56,0.21,?,0.65,0.398,?,17
?,0.65,0.545,?,?,0.5605,0.2895,?,15
?,0.725,?,0.19,2.55,?,?,?,13
0,?,?,?,?,?,?,?,19
?,?,0.57,0.205,?,?,?,0.65,?
?,0.705,?,0.22,?,?,?,?,?
?,?,?,?,?,?,?,0.62,11
?,0.695,?,?,?,?,?,0.59,13
0,0.53,?,0.145,0.775,0.308,0.169,?,6
?,0.525,0.435,0.155,?,?,?,?,?
?,?,0.405,?,0.776,?,0.1845,?,?
?,0.235,0.16,0.04,?,?,?,?,4
1,?,0.26,?,?,?,0.037,?,6
?,?,?,?,0.125,?,?,?,?
1,?,0.245,0.085,?,?,0.0475,0.05,?
1,0.225,?,0.045,?,0.025,?,0.015,3
2,0.58,?,0.15,0.97,0.385,0.2165,0.35,?
?,?,?,?,?,?,?,?,?
?,0.64,?,?,1.368,?,0.266,?,?
0,?,?,0.16,?,?,?,0.3,?
?,0.62,?,?,?,?,?,0.325,9
?,?,?,0.2,?,?,?,?,?
2,?,0.49,0.19,?,?,?,?,12
0,?,0.48,?,1.0525,?,?,0.285,?
?,?,0.5,?,1.383,0.54,?,?,9
?,0.63,0.48,?,1.199,0.5265,0.335,?,?
?,0.585,0.46,?,?,?,?,?,8
?,0.615,0.48,?,?,?,0.2165,?,12
?,?,?,?,?,?,?,?,11
2,?,?,0.15,0.927,0.276,?,?,13
?,?,0.275,0.085,0.22,?,?,?,?
?,0.51,?,?,0.8145,0.459,?,0.195,?
2,0.5,0.405,0.155,0.772,?,?,?,11
0,0.505,?,?,?,?,0.145,?,10
?,?,?,?,1.3035,?,0.2635,?,15
2,?,0.45,0.16,0.922,0.432,0.178,?,14
?,?,?,?,?,?,0.213,?,9
0,0.45,0.345,?,0.4165,0.1655,0.095,?,?
2,?,?,?,?,?,?,?,12
0,0.5,?,0.145,?,0.234,?,?,?
0,?,?,0.17,0.8155,0.2985,0.155,0.275,?
?,0.42,?,?,0.369,0.171,?,?,7
?,?,0.34,0.14,?,?,?,?,8
?,0.4,0.3,?,?,0.109,0.067,0.12,8
?,0.435,0.34,?,?,?,0.085,?,?
0,?,?,0.17,?,?,?,0.31,12
1,?,0.28,0.095,?,0.122,?,0.08,6
0,?,0.365,?,0.6345,?,?,0.22,9
?,?,0.25,?,?,0.0755,?,?,6
?,0.415,0.325,0.105,?,0.1595,0.0785,?,11
2,?,?,0.14,0.6155,?,?,?,8
0,?,?,?,0.66,0.2475,0.128,?,13
2,?,0.405,0.14,?,?,0.1635,0.255,9
?,0.45,?,?,0.46,0.174,?,?,?
?,?,?,?,0.324,?,0.07,0.11,6
2,?,?,0.135,?,0.1665,0.115,0.165,?
0,0.415,?,?,?,?,?,?,7
?,0.445,0.325,?,?,?,0.1125,?,?
?,?,?,?,0.5175,?,?,?,10
0,0.49,?,?,?,0.22,?,?,8
?,?,0.355,?,0.485,0.181,0.125,?,10
?,?,?,0.105,0.3265,?,?,0.1,?
?,0.5,?,?,0.45,?,0.1055,0.155,?
0,0.39,?,0.125,0.3055,0.121,?,?,?
?,0.365,0.27,?,0.205,0.078,?,?,6
?,?,?,?,1.1015,0.404,?,0.35,?
0,0.53,0.415,?,0.783,?,0.158,?,14
2,?,0.445,0.135,0.836,?,?,0.275,?
?,0.565,0.44,0.175,0.9025,?,0.193,0.325,13
?,?,0.505,0.215,1.4455,?,?,?,21
?,?,?,?,?,?,0.029,?,?
1,?,?,0.135,?,?,0.083,?,?
?,?,?,0.08,0.124,0.0485,?,0.04,?
?,?,?,?,0.002,0.001,?,?,?
1,0.13,?,?,?,?,?,?,?
1,?,0.09,0.03,?,0.0025,0.002,?,?
?,?,?,0.035,?,?,?,?,?
?,0.565,0.425,0.16,?,0.3495,?,?,16
?,?,0.2,?,?,?,0.0245,?,?
1,?,?,?,0.0645,?,0.0105,?,?
?,0.3,0.23,?,?,0.0435,?,?,?
?,0.33,?,?,?,0.063,?,0.06,?
1,0.35,?,?,?,?,0.0345,0.06,9
?,?,0.245,?,?,?,?,0.05,?
?,?,0.275,0.085,?,0.0745,?,?,8
?,?,0.245,?,?,?,?,?,6
?,0.345,0.27,0.11,?,?,0.0545,?,?
?,?,?,?,?,0.0655,0.035,?,?
?,0.59,0.47,?,?,?,?,0.36,?
?,?,?,0.155,1.0605,0.5135,0.2165,0.3,11
?,?,0.46,?,1.094,?,0.217,0.345,14
?,?,0.495,0.165,?,0.485,0.2775,?,?
?,?,?,0.175,1.011,0.3835,?,?,?
?,0.56,0.45,?,?,?,?,?,18
2,?,0.46,?,?,?,?,0.345,9
?,?,?,0.17,1.415,?,?,0.365,?
?,?,0.475,0.16,?,0.4775,?,0.295,12
0,?,0.475,?,0.928,?,?,?,10
?,?,?,?,?,?,?,0.27,?
?,?,0.42,?,0.8945,0.319,?,?,?
1,?,0.195,?,?,?,?,0.026,3
?,?,?,?,?,?,?,?,5
?,?,?,?,0.639,0.3,0.1525,?,10
?,?,?,0.15,?,0.3615,?,?,13
2,?,0.275,?,0.2925,?,0.0635,?,?
?,?,?,?,?,0.2185,0.0885,?,?
?,?,0.36,0.125,0.4995,0.2035,?,0.17,12
0,?,0.525,?,1.779,0.4535,?,?,?
?,?,?,0.2,1.187,0.412,0.2705,0.37,?
2,0.62,?,0.205,?,0.3875,?,?,13
?,?,?,0.225,?,?,?,0.45,?
?,0.63,0.515,?,?,?,?,0.41,?
?,0.655,?,0.215,?,0.7425,0.327,0.585,21
0,0.66,0.53,?,?,?,?,?,11
2,?,?,0.24,?,?,?,0.69,17
2,?,0.525,?,1.484,?,0.3115,?,?
0,?,?,?,?,0.2665,?,0.25,?
?,?,?,?,?,?,0.1585,?,?
?,?,?,0.105,0.2415,?,?,?,?
?,0.455,0.355,0.12,0.4495,?,0.104,0.15,?
?,0.485,0.395,?,?,?,?,?,?
2,0.515,0.38,?,?,?,?,0.31,?
0,0.535,?,?,0.879,0.295,?,?,?
2,?,0.435,0.155,?,?,?,0.205,?
0,0.495,0.4,?,?,?,?,0.205,?
2,?,?,0.125,?,0.132,?,?,8
?,0.535,?,?,?,0.3155,0.1795,?,?
2,?,?,?,?,?,?,?,?
0,0.565,?,0.21,?,?,?,?,11
?,?,?,?,1.116,?,?,0.315,?
?,0.565,0.455,0.175,?,?,?,0.35,?
?,0.6,?,?,1.0575,0.384,?,?,?
?,0.295,?,?,?,0.049,?,?,?
?,?,?,?,?,0.045,?,?,?
1,?,0.21,?,?,0.039,0.0295,0.03,?
?,?,?,?,0.549,?,?,0.15,?
?,?,0.28,0.105,?,?,?,?,8
?,0.405,?,?,0.3485,0.1455,?,?,8
0,0.54,?,?,?,?,?,0.335,12
?,?,0.28,0.1,?,?,0.0595,?,7
?,?,?,?,?,0.0885,?,0.0715,?
0,0.47,?,?,0.472,?,0.114,0.15,?
?,?,?,?,?,0.0125,?,0.011,3
?,?,?,?,0.0215,0.007,?,?,?
?,0.645,?,0.24,1.5415,0.471,?,0.535,?
?,0.55,0.41,?,?,0.2505,0.1635,?,?
2,?,?,?,0.9055,?,?,0.275,9
0,?,0.485,0.19,1.2435,0.4635,0.3055,0.39,?
?,0.56,?,0.14,?,?,?,?,?
2,?,?,?,1.3305,?,?,?,?
0,?,?,?,1.2255,?,0.27,?,?
?,?,0.485,0.175,1.3,0.4335,?,0.46,?
1,?,?,?,0.4585,?,0.067,?,?
?,?,?,0.19,?,?,?,0.39,13
?,0.45,?,0.1,?,0.1465,?,?,?
?,0.58,?,?,?,?,?,?,17
?,0.33,0.255,?,?,?,?,?,5
?,?,0.21,?,0.0965,?,?,?,4
?,?,?,0.04,0.038,?,0.0065,0.015,?
?,0.385,?,?,0.2845,0.1065,?,0.1,10
?,0.265,0.205,0.07,?,?,?,0.035,?
2,0.335,?,0.105,?,?,?,?,?
?,?,0.275,?,?,0.097,?,0.08,6
?,?,?,0.1,?,?,0.0415,?,?
2,0.51,0.4,0.13,0.6435,?,?,?,?
?,0.36,0.295,?,?,0.0865,?,?,?
?,?,?,?,?,0.0885,0.04,0.09,?
2,0.5,0.38,?,?,0.2135,?,0.2,11
0,?,0.325,?,?,?,?,?,?
?,0.3,?,0.08,0.121,0.0475,0.042,?,4
1,0.235,0.175,0.04,?,?,?,?,?
0,0.74,?,?,?,?,0.4085,?,?
?,?,?,?,?,0.5705,0.3175,0.355,10
?,0.6,?,?,1.0875,0.403,?,?,13
?,0.59,?,?,1.283,?,0.276,?,15
?,?,0.475,?,1.325,?,?,0.33,?
?,0.565,0.45,?,?,0.406,0.2505,?,?
?,0.575,?,0.145,?,?,?,?,13
0,?,?,0.205,?,?,?,0.48,?
?,?,?,?,1.274,0.579,?,?,?
0,?,0.375,0.18,?,0.2325,0.1495,0.17,11
0,0.46,?,0.155,?,?,?,0.24,?
?,0.49,?,0.14,0.707,0.2795,?,?,12
0,?,0.42,0.16,?,0.2745,?,?,?
?,0.34,?,?,?,0.08,?,?,?
1,?,?,?,?,0.092,?,?,?
?,0.61,0.48,?,1.2,?,?,?,?
0,?,?,?,?,0.536,0.2905,0.245,?
0,?,?,?,0.8685,?,?,0.27,?
?,?,0.46,?,?,?,?,?,?
?,?,?,0.17,?,?,0.259,?,8
2,0.635,0.515,?,?,?,0.286,0.34,?
?,0.7,0.58,0.205,?,0.7415,?,0.58,?
?,?,?,?,?,?,?,?,12
?,?,?,?,?,?,?,0.395,?
2,?,?,?,2.499,?,0.472,?,16
?,?,?,?,1.768,0.7495,?,?,?
?,0.605,0.49,?,1.227,0.48,0.287,0.35,?
?,0.59,?,0.15,0.997,0.392,?,?,?
?,?,0.525,0.175,1.4225,0.61,?,0.445,?
?,?,?,?,?,?,?,?,?
?,0.62,?,?,1.186,?,?,?,?
2,?,?,?,1.016,?,0.244,?,18
?,0.58,?,0.145,0.887,?,0.1655,?,10
0,?,0.455,?,?,?,0.2735,?,?
2,0.63,?,?,?,?,?,?,?
?,?,?,0.215,?,?,0.299,0.47,?
0,0.65,?,?,1.566,0.6645,?,?,15
0,?,?,?,1.7605,?,?,?,15
0,?,?,?,1.787,?,0.453,?,?
?,0.7,?,?,1.31,0.5095,?,0.42,13
?,?,?,?,1.343,?,?,?,?
?,?,0.545,0.195,?,0.6845,0.3695,?,19
?,?,0.49,0.19,1.1775,?,?,?,?
?,?,?,?,1.077,?,?,?,9
?,?,?,?,?,?,?,0.37,?
?,0.61,0.495,0.185,1.1085,?,?,0.33,?
?,0.605,0.47,?,1.1405,0.3755,?,0.385,?
2,?,?,?,?,?,?,?,?
2,0.485,0.4,0.135,?,?,?,?,9
?,0.47,?,0.12,?,?,?,?,11
?,0.545,?,0.135,?,0.373,?,0.235,9
?,0.455,0.37,?,?,0.216,?,?,?
2,?,?,?,?,0.3515,?,0.215,?
?,0.46,0.38,0.135,0.482,?,0.1225,0.145,?
?,0.49,0.42,0.125,0.609,?,?,0.22,13
?,?,?,?,0.471,?,?,?,?
?,0.415,?,?,0.3215,0.1535,0.0595,0.105,9
?,?,0.375,?,?,?,?,0.18,9
0,?,?,?,?,?,0.137,?,?
?,?,?,?,?,?,?,?,?
?,0.345,0.275,?,?,?,?,0.07,?
1,0.39,?,?,?,?,?,0.115,?
0,0.5,?,0.14,0.7155,0.3165,?,0.24,9
2,?,?,?,0.5865,?,?,0.185,?
2,0.535,0.44,?,?,?,0.139,0.26,?
?,0.585,0.455,?,0.987,0.4355,0.2075,0.31,10
0,?,?,0.12,?,?,0.131,0.175,?
?,?,?,0.135,0.7225,?,?,0.235,?
?,0.435,?,0.11,?,?,?,0.155,?
0,?,?,?,?,0.3115,0.152,?,9
1,0.44,?,?,?,?,?,?,6
?,?,?,?,?,0.3685,0.1985,?,?
2,?,?,?,?,0.2125,?,0.15,7
?,?,0.485,0.12,?,0.39,?,0.29,15
2,0.555,0.45,?,0.915,?,?,?,?
2,?,?,?,0.827,?,?,?,?
?,?,0.5,0.165,?,?,0.2425,0.34,14
2,?,?,0.12,0.945,0.41,?,?,13
?,?,?,?,?,0.4625,?,0.28,10
2,?,0.44,?,?,?,0.1715,?,?
0,0.605,?,?,1.2385,?,0.2465,0.39,13
?,0.62,?,?,?,0.3605,0.224,?,?
?,?,?,0.17,?,?,0.267,?,?
?,?,?,0.165,?,?,0.349,?,?
0,0.63,?,0.155,?,?,?,?,15
?,0.545,?,?,?,0.223,?,?,?
0,?,?,?,1.5015,?,0.358,?,?
?,?,?,?,?,?,0.139,?,10
?,?,0.39,?,0.5785,0.2465,?,?,?
?,?,?,0.07,0.101,?,0.0235,?,?
?,?,?,?,0.092,?,0.02,?,5
?,?,?,?,1.068,?,0.203,0.32,?
?,?,?,?,1.0915,?,0.2435,?,17
?,?,0.5,0.16,1.015,?,?,?,?
?,?,?,0.125,0.943,?,0.129,?,20
0,?,?,?,?,0.3775,?,0.385,?
0,0.57,?,0.175,0.9555,?,0.1665,0.295,?
2,0.6,?,?,?,0.4375,?,0.325,?
2,?,0.455,0.17,0.9065,?,?,0.32,17
?,?,0.42,?,?,0.2475,?,?,21
?,?,?,?,0.366,0.122,?,?,?
?,0.5,?,?,?,?,?,0.22,?
1,?,?,?,?,0.084,?,?,?
1,?,0.305,0.095,?,0.0915,?,?,?
2,?,?,0.09,0.3055,?,0.0645,?,?
?,?,?,?,?,0.249,0.138,?,?
?,?,?,?,0.2335,?,?,?,9
1,?,0.26,?,?,?,?,0.07,?
?,?,?,0.14,0.85,0.275,?,0.285,?
?,?,?,0.1,?,?,?,?,9
0,?,?,?,0.3635,?,0.077,?,9
0,0.56,0.455,0.19,0.714,0.283,0.129,0.275,?
2,?,0.435,?,?,?,?,?,?
?,?,0.455,?,?,?,?,0.375,?
?,0.605,?,0.175,?,0.4765,?,?,11
0,0.565,0.455,0.15,0.8205,?,?,0.26,?
2,?,?,0.215,?,0.6975,?,?,?
?,0.675,?,0.16,1.41,?,0.3175,?,?
?,?,0.555,0.195,1.4385,?,?,?,?
?,?,0.49,0.155,0.9245,0.405,0.2195,?,10
?,?,?,?,?,?,?,?,?
?,0.575,?,0.14,?,?,?,0.24,10
?,0.64,?,?,?,?,?,?,14
?,?,0.28,0.105,?,?,?,?,?
1,?,0.31,?,0.2965,?,?,?,9
?,?,0.41,0.135,0.7085,?,?,?,?
2,0.38,0.285,?,?,?,?,?,?
0,0.585,?,0.17,?,?,0.224,0.265,?
1,0.24,0.185,0.07,?,0.026,0.018,?,?
?,0.22,?,0.055,?,?,0.012,?,4
1,0.255,0.195,?,?,?,?,0.025,?
?,0.175,0.125,?,0.0235,0.008,?,?,?
0,0.67,?,0.19,?,0.5425,0.3035,0.4,?
2,0.655,0.53,0.195,?,?,?,?,?
?,?,?,?,1.7445,?,?,?,16
2,0.675,?,?,?,?,0.2665,0.465,?
0,0.53,0.44,0.135,?,?,?,?,?
?,0.515,?,?,?,?,?,0.177,9
1,?,?,?,?,?,0.0645,?,8
?,0.52,?,?,0.627,?,?,?,10
0,?,0.415,?,?,?,0.1455,?,?
?,0.53,?,?,0.7395,0.261,?,?,16
?,?,?,0.115,0.421,?,0.091,0.1345,?
2,?,?,0.175,?,?,0.254,0.415,16
2,?,?,?,?,0.637,0.3405,?,?
?,?,?,0.185,?,?,?,?,?
0,?,0.585,0.185,1.8075,?,?,?,27
2,?,?,0.155,?,?,0.2445,?,?
2,?,0.465,?,0.849,0.3785,?,?,?
0,?,?,0.15,?,0.429,?,?,?
?,?,0.48,?,?,?,?,?,11
0,?,0.465,?,?,?,?,?,?
2,?,?,?,?,0.378,0.2385,?,?
?,0.625,?,?,1.2415,?,0.3065,?,?
?,?,?,0.135,?,0.3485,0.1795,?,?
0,?,?,?,?,0.44,0.2195,?,?
?,0.59,?,?,1.073,?,?,?,13
2,?,?,?,0.921,?,0.181,0.29,?
?,?,0.51,?,?,?,?,0.41,10
?,0.655,0.53,?,1.2635,0.486,?,0.415,?
?,0.625,0.5,0.195,?,?,?,?,?
0,0.625,?,?,0.953,?,0.2235,0.305,?
?,?,0.52,0.175,1.248,0.4245,0.2595,?,11
?,0.605,0.485,0.165,1.0105,0.435,0.209,?,?
?,?,0.525,0.155,?,?,?,0.345,?
?,0.555,?,0.175,?,0.3275,0.202,?,9
?,?,0.44,0.18,?,0.3665,?,?,?
?,0.62,?,0.225,?,0.378,0.27,0.395,?
0,0.62,?,?,1.115,0.378,?,?,?
?,?,0.505,?,?,0.4385,?,?,?
0,?,0.485,0.19,?,0.4385,0.2305,0.42,?
?,?,?,?,?,0.4865,?,?,?
?,0.56,?,?,?,?,?,0.305,?
2,0.585,0.455,0.225,?,?,?,?,14
2,?,?,?,0.889,?,0.204,0.25,?
?,?,?,?,?,0.3005,?,0.275,?
?,?,?,0.185,?,?,?,?,?
0,?,0.35,0.14,?,?,?,?,9
0,?,0.38,?,0.6725,0.249,?,?,?
2,?,?,0.085,?,?,?,?,5
0,0.275,?,?,?,?,?,?,?
2,?,0.195,0.08,0.1,?,?,0.03,?
2,0.4,?,0.115,0.2795,?,?,?,8
?,0.28,?,?,?,?,0.0215,?,?
?,?,0.23,?,0.147,?,?,0.045,?
?,0.345,?,0.09,?,?,0.059,?,?
?,?,0.15,?,?,?,?,0.01,2
?,0.36,?,?,0.1885,?,0.0385,0.055,?
1,?,?,0.115,?,?,0.0445,?,?
?,0.2,?,?,0.035,?,0.008,0.01,?
?,?,?,?,?,?,?,0.015,?
2,0.175,?,0.04,?,?,?,?,3
?,?,0.11,0.04,0.0155,0.0065,?,?,?
0,0.57,0.445,?,?,?,0.159,?,13
?,?,0.45,0.16,?,?,?,?,?
?,0.385,0.3,?,?,0.0885,?,?,?
?,?,?,?,0.752,?,0.156,0.205,19
?,?,?,?,?,?,?,0.13,?
1,?,0.37,0.12,?,0.1845,0.1055,0.155,11
0,0.435,?,?,0.38,?,?,?,8
1,0.47,?,?,0.4985,0.2095,?,?,?
1,0.465,?,?,?,0.1895,?,0.155,?
1,0.52,?,?,?,?,?,?,?
?,?,?,0.075,?,0.043,0.0255,0.04,6
?,0.275,0.205,0.07,0.094,?,?,?,?
?,?,0.29,0.115,0.2705,?,0.066,0.0885,9
0,0.5,0.375,0.14,?,?,?,0.179,?
0,?,?,0.115,?,?,?,?,?
2,?,0.325,?,0.2885,?,?,0.1135,14
2,0.445,?,?,?,0.1565,?,0.117,?
?,?,?,0.105,?,?,0.051,?,?
?,?,?,?,?,?,0.038,?,10
?,?,?,?,?,?,?,0.027,7
2,0.205,?,?,0.0425,0.017,?,0.0155,6
?,?,?,?,0.795,?,?,0.23,?
1,?,?,0.18,?,0.3695,?,?,10
?,?,?,?,1.1625,?,?,0.33,?
?,?,?,?,?,0.4145,?,?,?
?,?,?,0.165,0.8,0.335,0.1735,?,?
1,?,?,0.12,?,0.2075,0.131,?,12
?,?,?,?,0.591,?,?,0.12,?
?,0.5,?,0.15,?,0.2605,?,0.16,9
?,?,0.405,?,0.795,?,?,?,?
0,?,?,?,?,0.4585,0.298,?,?
?,?,?,0.17,1.326,0.519,?,0.44,?
?,?,?,?,?,?,0.1055,0.22,?
?,?,?,?,0.364,?,?,?,?
