@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,?,0.525,?,?,?,?,0.35,18
?,0.68,?,0.175,1.798,?,?,?,19
?,?,0.55,?,?,?,0.4115,?,?
?,?,?,?,?,?,0.124,?,8
F,0.54,?,0.155,1.217,0.5305,?,?,?
?,0.45,?,0.105,?,0.237,?,0.145,?
?,?,0.445,0.135,?,?,?,0.26,11
?,?,?,?,?,0.134,?,?,?
F,?,0.335,?,0.425,0.1865,0.091,?,?
?,?,0.425,?,0.8515,0.362,?,?,?
I,?,0.175,?,?,0.0315,0.0235,?,5
?,?,0.15,?,0.042,?,0.015,0.012,?
I,?,?,?,?,?,?,?,4
I,0.39,0.295,?,?,0.0875,0.045,0.075,7
M,0.47,?,0.12,?,0.293,?,?,?
F,?,?,0.12,0.4605,0.1775,0.11,0.15,?
?,0.325,0.245,0.07,?,?,0.0255,?,6
F,?,0.425,?,?,0.3545,?,0.245,?
?,?,?,0.12,?,0.2385,?,0.19,?
?,0.4,0.32,?,0.303,0.1335,0.06,0.1,?
?,?,?,0.13,0.5415,0.2595,0.096,?,?
?,?,0.36,?,?,?,?,?,?
M,0.405,?,?,0.385,?,?,0.11,7
?,?,?,0.14,?,?,0.1755,0.22,?
?,?,0.35,0.12,?,0.192,?,?,?
?,0.47,?,?,?,0.2765,0.12,0.17,8
?,?,?,?,0.086,?,?,0.025,?
F,?,0.4,?,?,0.246,0.13,0.175,7
?,?,0.345,?,?,0.18,?,?,7
M,0.505,?,?,0.625,?,?,0.175,?
?,0.53,?,0.13,?,?,?,?,10
M,?,?,?,?,0.1705,0.08,0.1,?
M,?,?,?,?,?,0.1315,0.185,8
?,?,?,0.12,?,?,?,?,?
?,0.565,?,0.16,?,0.354,0.1935,?,?
F,?,?,?,?,0.416,0.224,?,?
F,?,?,?,0.5305,0.2135,0.1155,0.17,10
?,?,?,?,0.151,0.063,0.0405,?,?
?,?,?,0.13,0.7665,?,0.168,?,13
?,?,0.32,0.11,?,?,0.0985,?,8
?,?,?,?,?,0.48,0.225,0.425,?
M,0.57,?,?,1.185,?,?,0.38,11
?,0.605,0.45,0.195,1.098,0.481,?,?,?
F,?,0.475,0.15,?,?,?,0.28,15
M,?,?,0.14,?,?,?,0.315,?
?,?,?,?,?,0.363,0.194,0.305,?
?,?,?,?,0.788,?,0.1595,?,11
?,?,?,0.17,?,0.4695,?,?,?
?,?,?,?,?,?,?,0.285,?
?,?,?,0.175,1.615,?,?,0.675,12
F,0.52,?,0.165,?,?,?,0.32,?
?,?,?,?,?,0.408,0.234,?,21
?,?,0.45,?,?,0.38,?,0.36,?
F,?,?,?,1.295,0.339,?,?,?
?,?,?,0.14,1.195,0.4825,0.205,?,?
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
?,?,?,?,?,?,0.114,?,9
F,?,0.45,0.16,?,?,?,0.33,?
?,?,0.425,0.135,0.8115,?,0.1675,?,?
?,?,?,0.15,?,0.307,0.1525,?,?
?,0.595,0.465,?,?,?,0.254,0.39,13
F,?,0.495,?,?,0.507,?,0.39,?
M,?,?,0.19,1.494,0.588,0.3425,?,?
M,0.665,?,?,1.606,0.5755,?,?,14
?,0.535,?,0.15,0.725,0.269,?,0.25,?
?,?,0.375,?,0.523,?,?,0.145,8
?,0.47,?,?,0.5225,0.201,?,?,7
?,?,0.375,?,0.5785,?,?,?,10
?,?,0.265,0.095,0.2315,0.105,?,0.075,?
?,?,0.435,?,0.843,?,?,?,?
?,0.53,0.435,?,0.883,?,?,?,15
?,0.53,0.415,?,?,0.3105,0.1675,?,?
?,0.605,0.47,?,1.1735,?,?,?,12
?,?,?,?,?,0.291,0.1835,0.235,12
F,?,0.43,0.165,?,?,?,?,?
F,?,0.4,0.125,0.6675,0.261,0.1315,?,?
?,?,0.39,0.135,0.6335,?,?,0.2,?
?,?,0.395,0.105,0.3635,0.136,?,?,?
M,0.495,?,0.125,?,0.2375,?,?,9
M,?,0.36,0.105,0.431,0.172,0.107,0.175,9
?,0.435,?,?,?,?,?,0.105,9
?,?,0.35,0.105,0.393,?,?,0.165,?
?,?,0.41,?,?,0.2975,?,?,?
?,0.53,0.415,0.115,0.5915,0.233,0.1585,?,?
?,?,?,?,0.6125,0.2555,?,0.22,?
M,0.44,0.34,?,0.402,?,?,0.165,?
?,?,?,?,0.8825,?,0.172,?,?
M,?,?,?,?,?,?,0.085,8
?,?,?,?,?,?,0.1035,0.14,?
?,?,?,?,0.2535,?,0.0575,?,?
?,?,?,?,0.766,?,0.1725,0.255,14
?,?,0.265,?,?,?,0.051,0.07,?
?,0.36,?,?,0.1755,0.081,?,?,?
I,?,0.195,?,?,?,0.0235,?,?
?,?,?,0.09,?,?,?,0.07,6
I,?,?,?,?,?,?,?,?
?,?,?,0.16,?,0.63,0.2635,?,19
M,0.71,0.54,0.165,?,?,?,?,?
?,?,?,0.165,?,?,?,?,?
F,?,0.35,0.125,?,?,0.063,0.129,?
?,?,0.26,?,?,?,?,?,?
?,0.35,?,0.095,?,?,0.056,?,?
I,?,?,0.065,0.0975,?,0.0205,?,?
F,?,0.33,?,?,0.1635,?,0.1355,?
?,0.305,?,0.08,0.156,?,?,?,7
?,?,0.255,0.09,0.2005,?,0.0295,?,?
?,0.405,0.325,?,?,0.151,0.063,0.117,9
?,0.375,0.285,?,?,?,0.0575,?,?
F,?,0.445,?,?,?,?,0.2475,10
?,?,?,0.145,?,?,0.1435,?,?
?,?,?,?,?,?,?,?,16
?,0.56,?,0.155,?,?,?,?,11
?,0.475,?,0.13,?,?,0.1165,?,?
?,?,?,0.125,?,?,0.1075,?,?
?,?,?,0.12,?,?,?,?,10
?,0.28,?,0.08,?,?,0.039,0.042,9
I,?,0.13,?,0.0315,0.0105,0.0065,?,5
I,?,0.13,?,0.03,0.013,?,0.01,?
?,?,0.475,0.145,1.053,?,0.262,0.325,?
?,?,?,0.185,1.1185,0.469,?,?,9
?,0.635,?,0.19,?,0.5065,?,?,10
?,0.605,?,0.16,?,0.37,0.2355,0.355,10
?,0.565,?,0.135,0.9885,?,?,0.31,12
?,?,0.405,0.13,?,?,0.131,?,10
F,0.575,0.46,?,0.994,0.392,?,?,13
M,?,?,?,1.514,?,?,0.635,16
?,0.58,0.455,0.17,0.9075,?,?,?,13
?,0.575,?,0.165,?,0.2985,0.1785,?,?
?,0.605,0.465,?,?,0.4215,?,?,13
?,?,0.485,0.16,1.222,?,?,0.28,?
M,?,0.485,0.175,1.2445,0.544,?,0.345,?
F,?,?,0.21,2.141,?,?,?,?
F,0.65,?,0.23,?,0.5605,?,?,?
M,?,0.57,?,2.55,?,?,?,14
?,?,?,?,2.124,0.765,?,?,?
F,?,?,?,?,0.625,?,?,20
?,?,?,0.22,1.981,?,?,?,?
?,0.68,0.515,?,?,?,0.409,0.62,12
M,?,?,?,?,?,0.541,0.59,14
F,?,0.395,0.145,0.775,?,?,?,?
M,?,?,?,1.065,?,?,?,?
F,?,0.405,?,0.776,?,?,0.22,?
I,?,?,?,?,?,?,0.015,5
?,?,?,?,?,0.0645,?,0.075,?
?,0.315,?,?,?,?,0.0375,0.035,5
?,0.315,?,?,?,?,?,0.05,?
I,0.225,?,0.045,0.0465,?,0.015,?,?
M,0.58,0.475,0.15,?,?,0.2165,?,11
M,?,0.48,?,?,?,?,0.295,?
?,0.64,?,0.175,?,?,?,?,?
?,?,?,?,?,0.429,?,?,?
?,0.62,?,?,?,?,0.214,?,?
F,0.645,0.51,0.2,?,?,?,?,?
?,0.62,?,?,1.218,?,0.2965,0.355,?
?,?,?,?,1.0525,?,?,0.285,12
?,?,0.5,?,1.383,?,?,0.38,?
?,0.63,?,0.16,1.199,0.5265,?,0.315,11
?,?,0.46,0.17,0.9325,?,0.271,0.29,9
M,?,?,?,?,0.4845,?,0.325,13
M,?,?,?,1.0225,0.419,?,?,?
M,0.58,?,?,0.927,?,?,0.36,?
I,?,0.275,?,0.22,0.092,?,0.15,8
?,?,?,0.14,0.8145,0.459,0.1965,?,?
?,0.5,?,?,?,0.346,0.1535,?,12
?,0.505,0.41,0.15,?,?,?,?,?
M,?,?,?,?,0.4445,?,0.465,16
M,0.56,0.45,?,0.922,0.432,?,?,?
M,?,?,0.185,0.922,?,0.213,?,10
?,0.45,0.345,0.12,0.4165,?,?,?,9
?,?,0.4,?,0.825,?,0.205,0.285,?
F,0.5,?,?,0.63,?,?,0.23,?
?,0.53,0.435,?,0.8155,?,0.155,0.275,?
M,?,?,0.115,0.369,?,?,0.12,8
F,0.44,?,0.14,?,?,0.1085,?,?
?,0.4,0.3,?,?,?,?,?,?
?,0.435,0.34,?,?,?,?,?,?
?,?,?,0.17,0.8325,0.2755,?,?,13
?,?,0.28,?,0.2655,0.122,0.052,?,?
?,?,0.365,0.145,?,0.1995,0.1625,0.22,10
M,?,?,?,?,0.0755,?,0.06,7
?,0.415,?,0.105,?,?,?,?,?
M,?,?,?,?,?,0.1355,0.205,?
?,?,?,?,?,?,?,0.235,?
?,?,?,0.14,0.8025,?,0.1635,?,10
?,?,?,0.13,0.46,?,0.111,?,?
?,0.405,0.3,?,?,?,0.07,0.11,?
?,0.47,?,0.135,?,0.1665,?,0.165,10
F,?,?,?,0.32,?,?,?,8
?,?,0.325,0.125,?,0.1785,?,?,?
F,?,0.35,0.145,?,?,0.1235,?,11
F,?,?,0.15,0.5755,?,?,?,?
?,?,?,0.15,?,0.181,0.125,?,?
I,0.425,0.38,?,?,?,?,?,10
F,?,?,0.135,?,0.1715,?,0.155,?
?,?,0.29,?,0.3055,?,0.082,0.09,7
?,0.365,?,0.085,?,?,?,?,?
?,?,0.465,0.165,?,?,0.2095,0.35,11
?,0.53,?,?,0.783,?,0.158,0.245,?
?,?,?,?,0.836,?,0.1625,?,?
?,0.565,0.44,?,?,?,0.193,0.325,?
?,?,0.505,?,1.4455,0.496,?,0.435,?
I,?,0.215,?,0.1155,0.0485,?,0.035,?
I,?,0.35,0.135,0.435,0.1815,0.083,?,?
?,?,?,0.08,0.124,?,?,0.04,9
I,0.075,?,?,0.002,?,?,?,?
I,?,0.1,0.03,?,0.0045,?,?,3
?,0.11,?,?,?,?,?,0.003,?
?,0.16,0.12,?,0.021,?,0.0045,?,5
?,0.565,?,0.16,?,0.3495,?,0.275,?
?,0.27,?,0.07,0.1,0.034,?,0.035,5
I,?,?,?,?,0.026,?,0.02,?
I,0.3,0.23,?,?,0.0435,?,0.04,?
I,?,0.255,0.085,0.1655,?,?,?,?
I,0.35,?,?,0.174,?,?,0.06,?
?,0.32,?,?,?,0.0635,0.0325,0.05,?
?,0.36,0.275,?,0.1975,0.0745,0.0415,0.07,?
?,0.305,?,0.075,0.156,0.0675,0.038,0.045,7
I,0.345,?,?,0.2135,?,?,0.07,?
?,0.33,?,0.105,0.1715,?,?,0.06,?
?,?,0.47,?,?,?,?,?,?
?,?,0.455,0.155,1.0605,?,0.2165,?,?
F,?,?,0.185,?,?,?,0.345,?
M,?,?,?,1.2415,0.485,?,0.34,15
?,?,0.45,?,?,?,0.2065,?,15
M,0.56,0.45,?,1.07,0.3805,?,?,19
?,0.545,?,?,?,?,?,0.345,?
?,?,0.505,0.17,?,?,0.297,0.365,15
?,?,?,0.16,?,?,?,0.295,13
F,?,?,?,?,?,0.194,?,?
?,0.57,0.44,0.125,?,0.3675,?,0.27,12
?,?,?,?,0.8945,?,?,0.245,?
?,?,?,?,?,0.0445,?,?,?
M,?,?,?,0.1205,?,?,0.04,6
?,0.46,0.38,?,0.639,?,?,?,?
?,?,0.45,?,?,?,0.186,0.235,14
?,0.35,0.275,0.11,0.2925,?,?,0.0905,8
M,0.47,0.39,?,0.6355,?,?,?,9
?,?,0.36,?,?,0.2035,?,?,13
F,?,0.525,?,?,0.4535,?,?,?
?,0.59,?,?,1.187,?,?,?,16
?,0.62,?,?,?,?,?,?,?
M,?,?,?,?,?,?,0.45,?
?,0.63,0.515,?,1.259,0.4105,?,?,?
M,?,?,0.215,1.844,0.7425,0.327,0.585,22
?,?,?,0.185,?,?,0.245,0.49,?
M,?,?,?,?,0.532,?,?,?
M,0.635,?,0.205,1.484,0.55,0.3115,?,20
?,0.515,0.425,0.135,?,?,0.1605,0.25,?
F,?,?,?,0.8415,?,?,?,15
?,0.36,0.285,0.105,?,?,?,?,?
?,?,?,0.12,0.4495,0.177,?,?,?
M,0.485,?,?,?,?,?,?,?
M,0.515,0.38,?,0.9565,?,?,0.31,?
?,?,?,0.17,0.879,0.295,?,?,10
M,?,0.435,?,?,?,0.1595,0.205,?
F,?,0.4,?,?,?,?,?,17
M,0.44,0.355,?,?,0.132,?,?,?
?,?,?,0.16,?,?,0.1795,?,?
M,0.54,0.435,0.18,0.996,0.3835,?,0.325,17
F,?,?,?,?,?,0.279,0.355,?
M,0.61,?,?,?,0.428,?,0.315,15
?,0.565,0.455,0.175,?,?,?,?,?
M,0.6,?,?,?,?,0.19,?,26
?,?,?,?,?,?,?,?,?
?,0.275,?,0.075,?,0.045,?,?,6
I,?,?,0.085,0.1065,?,?,0.03,?
M,0.49,0.395,?,?,?,?,0.15,11
M,?,?,0.105,0.234,0.0905,0.0585,?,9
F,0.405,0.305,0.095,0.3485,?,?,0.1,9
?,0.54,0.435,?,?,?,?,0.335,?
?,?,0.28,0.1,?,?,0.0595,?,?
?,?,0.27,?,?,0.0885,?,?,6
?,?,?,?,?,?,?,?,?
?,0.2,?,?,?,0.0125,?,0.011,?
I,?,?,?,0.0215,?,?,0.005,?
?,?,?,?,1.5415,?,?,0.535,13
?,0.55,0.41,0.125,?,?,?,?,?
M,?,?,?,?,?,?,?,?
?,?,?,?,?,0.4635,?,0.39,?
M,?,?,0.14,0.971,?,0.2045,?,14
M,0.595,0.455,?,?,0.4595,0.3235,?,19
F,?,0.47,?,?,?,?,?,23
M,?,0.485,0.175,1.3,?,0.2945,0.46,23
I,0.45,?,?,0.4585,0.194,?,?,8
?,0.635,?,0.19,?,0.576,0.2475,0.39,?
M,0.45,?,?,?,0.1465,0.1015,?,?
?,?,?,?,?,0.315,?,0.32,18
I,?,?,0.095,0.172,0.066,?,?,?
I,0.265,0.21,0.06,?,0.0425,?,0.03,?
?,?,?,?,?,0.0165,?,?,4
M,0.385,0.31,0.1,?,0.1065,?,0.1,11
I,?,?,0.07,?,?,0.041,?,?
M,?,?,0.105,0.222,?,0.056,?,?
?,?,?,?,?,0.097,0.053,0.08,?
?,?,0.255,?,0.1755,?,0.0415,0.065,7
?,0.51,0.4,?,?,?,0.1665,?,?
M,?,?,?,?,?,0.053,0.095,?
I,0.36,?,?,?,0.0885,?,?,?
M,?,?,0.155,?,0.2135,0.161,?,?
?,0.4,?,?,?,?,?,0.095,8
?,?,0.22,?,0.121,0.0475,?,?,5
I,?,0.175,0.04,0.0705,0.0335,0.015,0.02,?
?,0.74,0.6,?,?,0.598,0.4085,?,?
M,?,?,?,1.3415,0.5705,0.3175,0.355,11
?,0.6,0.475,0.19,?,?,0.2655,0.325,14
M,?,0.45,?,1.283,0.473,0.276,0.425,?
M,?,0.475,?,?,0.6045,0.325,0.33,?
?,?,0.45,0.195,1.0035,0.406,0.2505,0.285,15
M,0.575,0.455,?,?,?,0.2275,?,?
F,0.62,0.51,?,?,?,?,0.48,14
?,?,?,0.185,1.274,?,?,?,12
F,0.505,?,0.18,0.568,0.2325,?,?,?
?,?,0.425,0.155,?,?,?,0.24,8
M,?,0.39,0.14,?,?,0.2185,?,13
?,0.525,0.42,?,0.756,?,?,?,9
?,?,?,?,?,?,?,0.055,?
?,?,?,?,0.2715,0.092,0.074,0.09,8
?,0.61,?,?,?,0.56,0.2455,?,14
?,0.61,0.495,?,?,?,?,0.245,?
?,?,0.45,?,?,0.3325,?,?,?
?,0.57,0.46,0.14,0.9535,?,0.2065,0.245,?
M,?,?,0.17,?,0.408,0.259,?,9
M,?,?,?,?,0.509,?,?,?
M,0.7,?,?,?,?,?,?,?
?,?,?,?,?,0.6935,0.336,0.395,?
?,0.645,?,?,1.8085,?,0.3885,0.395,?
M,0.745,?,?,?,0.9265,?,?,?
?,?,?,?,?,?,?,?,?
M,?,?,0.18,?,?,0.287,0.35,18
F,?,?,0.15,?,0.392,?,?,12
?,?,?,?,?,0.61,0.2995,0.445,?
?,?,?,0.15,1.029,?,?,?,?
F,0.62,0.5,?,?,0.4985,?,0.35,12
?,?,?,0.16,1.016,0.4215,?,?,?
M,0.58,0.465,?,0.887,?,0.1655,0.265,?
F,0.58,0.455,?,?,?,?,?,10
?,?,0.49,0.18,1.13,?,?,0.315,?
F,?,?,0.215,?,0.68,0.299,?,17
?,0.65,0.545,0.165,?,?,?,?,16
F,?,0.565,?,1.7605,?,?,0.5,16
?,0.68,?,0.2,?,?,0.453,0.6,19
F,0.7,0.575,0.17,?,?,0.314,0.42,?
M,?,?,?,?,?,0.292,0.4,13
F,?,?,?,?,?,?,0.605,?
?,0.63,0.49,?,1.1775,?,?,?,11
?,?,?,0.16,1.077,0.4995,0.2875,?,?
?,?,0.465,0.175,?,?,0.183,?,?
?,?,?,?,?,0.3705,?,?,?
?,?,?,?,?,?,?,?,?
?,?,0.42,?,?,?,?,?,?
?,0.485,?,?,?,?,?,0.2,10
?,?,0.375,0.12,?,?,0.122,0.195,12
M,0.545,0.425,?,0.8445,?,0.21,0.235,?
F,?,0.37,0.105,?,?,?,0.135,?
?,?,?,?,0.7385,?,?,?,?
?,?,0.38,?,0.482,?,0.1225,0.145,?
?,?,?,?,0.609,0.239,?,0.22,14
?,?,?,?,?,?,0.119,0.14,?
?,0.415,?,?,?,0.1535,?,0.105,?
?,?,?,0.125,?,?,?,?,?
F,0.47,?,?,?,?,?,?,?
?,?,?,0.095,?,0.1075,0.0545,?,?
?,0.345,?,0.095,?,0.0755,?,?,6
?,?,?,0.1,0.302,?,0.064,0.115,?
F,0.5,0.395,?,0.7155,0.3165,0.176,?,?
M,?,0.38,?,0.5865,0.2385,?,?,?
M,0.535,0.44,?,?,?,0.139,0.26,?
?,?,?,?,?,0.4355,?,0.31,?
?,?,0.365,0.12,?,0.27,?,0.175,?
?,?,?,?,0.7225,0.295,0.1625,?,?
?,0.435,?,?,0.4335,?,0.0985,?,7
?,0.515,?,?,?,?,0.152,?,?
I,?,?,0.12,?,0.1655,?,?,?
F,0.525,0.44,?,0.8425,0.3685,0.1985,?,?
M,?,?,0.115,0.479,?,0.1045,0.15,8
M,?,?,?,?,0.39,?,?,?
?,?,?,?,?,0.4,?,?,?
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8
M,?,0.5,0.165,1.1045,?,0.2425,?,?
M,0.585,0.475,?,?,?,?,0.28,14
F,?,0.46,0.12,?,?,0.2385,?,?
?,0.545,0.44,0.12,0.8565,?,?,?,12
?,0.605,?,?,1.2385,?,?,0.39,?
?,?,0.47,0.14,?,0.3605,0.224,?,15
?,?,0.5,?,?,0.5595,?,?,20
?,0.63,?,?,?,?,0.349,?,?
F,?,?,0.155,1.005,?,?,?,16
M,?,0.41,?,?,?,?,?,13
?,0.67,?,?,?,0.518,?,?,14
?,?,0.38,0.12,?,?,0.139,0.155,11
F,?,0.39,0.135,?,?,?,0.2,?
?,0.29,0.225,0.07,?,?,0.0235,0.035,8
?,0.26,0.2,?,?,?,0.02,?,6
?,?,?,?,?,0.425,?,?,?
F,0.61,?,?,1.0915,?,?,?,18
M,0.6,0.5,?,1.015,0.3995,?,0.33,19
?,0.56,?,0.125,?,?,0.129,?,?
F,?,0.45,?,1.0475,0.3775,?,0.385,?
?,0.57,?,?,?,0.38,?,0.295,?
M,?,?,?,?,0.4375,?,?,20
?,?,?,0.17,?,0.342,?,?,?
?,?,0.42,?,?,0.2475,?,?,22
?,?,0.345,?,?,0.122,?,?,13
M,0.5,0.41,0.15,?,?,?,0.22,?
?,0.36,0.275,?,?,?,0.0435,0.09,?
?,?,0.305,0.095,0.252,0.0915,0.055,0.09,14
?,0.39,?,?,?,?,0.0645,?,?
M,?,?,0.165,0.6885,?,?,0.25,13
?,?,?,?,0.2335,?,0.0525,?,10
?,0.335,0.26,0.1,?,0.0785,?,0.07,?
F,?,0.425,0.14,0.85,?,?,0.285,?
I,0.395,?,?,?,?,?,0.085,?
?,?,?,?,?,?,?,?,10
?,?,0.455,0.19,0.714,0.283,0.129,?,?
?,0.565,?,?,0.9815,?,0.136,?,13
M,?,0.455,0.185,0.9265,0.354,?,0.375,16
M,?,?,?,?,?,0.232,0.375,?
?,?,?,0.15,?,0.365,0.159,?,18
?,?,0.565,?,?,?,?,?,?
?,0.675,?,0.16,1.41,?,?,0.42,?
F,?,0.555,?,?,?,?,?,17
?,?,0.49,0.155,0.9245,0.405,0.2195,?,?
?,0.645,0.55,0.175,?,?,?,?,?
?,?,?,?,?,0.3485,?,?,?
?,0.64,?,?,1.221,?,?,?,15
?,0.36,?,0.105,0.199,?,?,0.08,?
?,?,?,0.11,0.2965,0.123,?,?,?
?,0.525,?,?,?,0.293,0.1525,0.235,?
?,0.38,0.285,0.1,0.2665,0.115,?,0.075,11
F,?,?,?,?,0.3865,?,?,?
I,0.24,0.185,?,?,?,0.018,0.025,?
?,0.22,?,0.055,0.0545,?,?,0.02,5
?,0.255,?,0.07,0.0735,?,?,0.025,?
?,?,0.125,?,?,?,?,?,?
?,?,?,0.19,?,0.5425,?,?,?
?,0.655,0.53,?,?,?,0.2735,?,13
F,?,0.55,?,1.7445,0.5975,?,0.625,?
?,?,?,0.2,?,?,?,0.465,?
F,?,0.44,0.135,0.7835,0.313,?,0.2185,?
F,?,0.405,?,?,0.2895,?,0.177,10
I,?,?,0.12,?,?,?,0.1045,?
?,?,0.405,0.12,?,?,?,0.181,?
?,?,?,0.16,?,0.272,?,?,?
M,?,0.415,?,?,?,?,?,?
?,0.465,?,?,?,0.1565,?,0.1345,?
?,?,?,0.175,?,0.4955,?,?,?
?,?,0.59,?,1.756,?,0.3405,?,?
?,?,0.545,?,1.32,?,?,0.455,?
F,0.7,?,0.185,?,0.7055,?,?,?
M,?,?,0.155,?,?,0.2445,?,?
?,?,?,0.125,?,?,0.1765,?,?
?,?,?,?,?,?,?,?,?
M,?,0.48,0.145,?,?,?,?,12
?,0.585,0.465,?,?,?,?,?,13
?,?,?,?,?,0.378,?,?,?
F,?,0.515,?,?,?,?,?,?
M,?,?,?,?,?,?,?,11
F,0.57,?,?,1.0595,?,?,?,14
M,?,?,0.145,?,?,0.19,?,14
M,0.58,?,?,?,0.357,?,?,13
?,0.655,0.51,?,?,?,0.2855,0.41,?
?,0.655,0.53,0.175,?,?,0.2635,0.415,?
?,0.625,0.5,0.195,1.369,?,?,?,?
?,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,?
?,?,0.52,0.175,?,?,?,?,12
?,0.605,?,?,?,0.435,?,?,19
?,0.615,0.525,?,?,?,?,?,?
M,0.555,0.45,0.175,?,?,?,0.305,?
?,?,0.44,0.18,?,?,0.1635,0.245,?
?,?,?,?,1.1835,0.378,?,?,?
?,?,?,0.225,1.115,?,?,?,?
?,?,?,?,?,0.4385,?,?,13
?,0.625,?,0.19,1.1745,?,?,?,17
?,?,?,?,1.105,?,?,?,?
?,?,?,?,0.8395,?,?,0.305,12
M,?,0.455,0.225,1.055,0.3815,?,?,?
?,?,?,?,0.889,?,?,?,?
I,?,0.445,0.155,?,?,0.209,0.275,?
I,?,?,0.185,?,?,0.245,?,?
?,0.455,?,?,0.5185,?,?,?,?
?,?,0.38,?,?,?,?,?,?
?,?,0.22,?,?,0.061,0.0365,0.045,6
F,0.275,?,?,0.08,?,0.0215,?,?
?,?,?,0.08,?,0.0385,?,?,?
?,?,?,0.115,0.2795,0.1115,0.0575,?,?
?,?,0.2,0.08,0.0915,0.033,0.0215,0.03,5
M,0.325,0.23,0.09,?,0.06,0.034,?,?
?,?,0.25,?,?,0.078,0.059,?,?
?,?,0.15,?,?,?,?,?,3
F,?,?,?,0.1885,?,?,?,?
?,0.365,?,?,0.218,0.0935,?,0.07,?
M,0.2,0.14,?,?,0.0145,0.008,?,5
M,?,0.16,?,?,?,?,0.015,4
?,?,?,0.04,0.024,?,?,?,?
?,?,?,?,?,0.0065,?,?,?
F,?,?,0.155,?,0.282,?,?,14
F,?,?,?,0.9715,?,?,?,?
M,?,0.3,0.095,0.24,?,?,0.085,?
I,?,?,?,?,?,?,?,?
?,0.46,?,0.13,?,0.192,?,?,?
?,0.47,0.37,?,?,0.1845,?,0.155,?
F,?,?,?,?,?,0.086,?,?
I,?,0.37,0.14,?,?,0.1225,?,10
I,?,0.38,0.13,?,0.1895,0.08,0.155,?
I,?,?,?,0.5775,?,?,?,11
?,?,0.23,?,0.1165,0.043,?,?,7
M,?,?,0.07,?,?,0.02,0.0325,5
?,?,0.29,?,?,0.093,?,0.0885,?
F,?,0.375,0.14,?,?,?,0.179,?
?,0.44,?,0.115,?,0.1585,0.0925,?,?
?,0.42,?,?,?,0.1,?,?,?
?,0.445,0.35,?,?,?,?,?,8
F,?,0.29,?,0.257,0.099,?,0.085,?
M,?,0.245,?,0.1555,?,0.038,?,?
M,0.255,?,?,?,?,?,0.027,8
?,?,?,0.045,?,0.017,?,?,7
?,?,0.45,0.16,?,?,0.1555,0.23,12
I,?,0.425,?,?,?,0.2005,?,11
I,?,0.515,0.16,?,0.495,0.203,0.33,?
?,0.615,?,0.155,0.9885,?,?,0.345,13
?,0.56,?,?,0.8,?,0.1735,?,?
I,?,0.37,?,?,0.2075,?,?,?
I,?,?,?,?,0.287,?,0.12,?
