@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,?,0.28,?,0.06,21.0,?,0.9949,3.27,0.37,?,?,?
?,0.22,0.31,1.4,0.053,?,?,?,3.39,?,?,?,2
?,0.2,0.34,16.0,?,?,?,?,3.21,0.6,?,6.0,2
?,?,0.2,?,0.063,47.0,?,?,?,?,10.0,?,2
?,0.22,0.3,8.2,0.047,?,207.0,?,?,0.46,?,6.0,?
?,0.43,?,?,0.045,54.0,155.0,0.9974,3.11,?,?,5.0,2
7.1,0.44,?,?,0.044,52.0,152.0,0.9975,3.12,?,8.7,6.0,2
?,?,?,?,0.044,55.0,156.0,0.9974,?,0.44,?,?,2
6.8,0.25,0.31,13.3,?,?,202.0,0.9972,?,0.48,?,6.0,2
7.1,?,0.61,?,0.045,?,155.0,0.9974,?,?,8.7,?,?
?,?,0.62,11.8,?,?,152.0,?,3.12,0.46,?,6.0,?
?,0.39,0.63,?,0.044,55.0,156.0,?,3.09,0.44,?,6.0,2
?,?,?,?,0.049,65.0,?,?,3.12,0.47,9.0,?,2
?,0.24,0.33,?,?,?,136.0,0.99,3.26,?,12.6,?,2
6.9,0.21,0.33,?,0.034,48.0,136.0,?,?,0.41,12.6,7.0,?
7.5,?,0.32,?,0.04,51.0,?,0.9916,?,?,11.5,?,2
7.1,0.26,0.29,?,0.044,62.0,?,?,3.04,0.42,9.2,6.0,2
6.0,0.34,0.66,?,?,?,164.0,0.9979,?,0.5,?,6.0,?
8.6,0.265,0.36,1.2,0.034,?,80.0,0.9913,?,0.36,11.4,7.0,2
?,0.36,?,?,?,?,?,0.9956,2.89,0.3,?,?,?
6.0,0.34,0.66,?,0.046,?,?,?,3.14,?,?,?,?
7.4,0.25,0.37,13.5,?,52.0,192.0,?,?,0.44,9.1,?,2
?,?,0.32,?,?,?,162.0,?,3.4,?,?,5.0,2
?,?,0.24,12.1,?,?,?,?,?,?,9.4,?,2
7.5,?,?,?,?,44.0,?,1.0,2.99,?,9.0,?,2
?,?,0.37,13.5,0.06,52.0,?,0.9975,?,0.44,?,?,?
7.3,0.13,0.32,14.4,?,?,109.0,?,?,0.35,9.2,6.0,2
7.1,?,?,?,?,64.0,?,0.9962,?,0.41,?,?,2
7.1,0.23,?,?,0.04,?,?,0.999,?,0.59,9.1,?,2
?,?,0.35,?,?,60.0,?,0.999,3.16,?,?,?,2
?,?,?,?,?,37.0,187.0,0.9927,?,0.6,?,?,?
6.5,0.17,?,8.5,0.082,64.0,?,?,?,0.39,?,?,2
7.2,?,?,?,0.052,45.0,255.0,1.0,3.04,0.52,?,?,?
7.2,?,0.5,?,?,?,?,?,?,?,?,?,2
6.7,?,0.34,9.2,?,?,150.0,?,3.22,?,?,?,2
6.7,0.41,?,?,?,?,?,?,?,?,?,5.0,2
5.5,0.485,0.001,?,?,?,?,?,3.63,0.4,9.7,?,2
6.0,?,?,?,?,25.0,?,?,?,?,11.3,?,?
7.0,0.14,?,?,0.035,?,?,0.9911,3.19,0.42,?,?,2
7.2,0.31,?,?,0.056,68.0,195.0,?,?,?,9.2,?,?
?,0.32,0.48,?,?,?,196.0,0.9982,3.04,0.5,?,5.0,2
?,?,?,5.7,?,?,?,?,3.22,0.51,?,5.0,2
7.8,?,0.32,12.2,0.054,?,?,0.9984,3.01,?,?,5.0,2
7.4,0.16,?,6.85,?,31.0,131.0,0.9952,?,?,?,?,?
?,0.19,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,?,?,?,2
?,0.13,?,?,?,?,158.0,0.9928,3.21,0.36,9.8,6.0,?
6.7,0.19,?,1.1,0.026,?,143.0,0.9912,3.27,0.48,?,6.0,2
7.4,?,0.23,7.0,?,?,?,0.994,?,?,?,5.0,2
6.5,?,0.32,?,0.038,?,?,?,?,0.54,9.7,7.0,2
6.1,0.3,0.56,2.8,?,?,?,0.9924,3.3,0.57,?,?,2
?,0.3,0.56,2.7,?,?,184.0,?,?,0.57,?,6.0,?
5.7,0.26,?,?,0.02,?,?,0.994,?,?,10.6,?,?
6.5,?,0.32,?,?,48.0,203.0,0.9958,?,?,9.7,7.0,?
?,0.425,?,?,0.038,59.0,241.0,0.9979,?,0.57,?,5.0,2
6.6,?,?,?,0.035,46.0,188.0,?,?,?,?,?,?
?,?,?,8.1,?,?,203.0,?,?,?,?,5.0,?
?,?,0.31,15.7,?,?,?,0.9979,3.26,?,?,5.0,2
8.2,0.23,?,?,0.027,?,121.0,?,?,0.38,?,6.0,?
?,0.37,?,10.5,?,?,155.0,?,3.16,0.44,8.7,5.0,2
6.8,?,0.36,1.9,0.035,30.0,?,0.9917,?,?,?,?,?
?,?,?,1.9,0.029,18.0,?,0.9923,?,?,11.8,6.0,2
?,0.31,0.34,?,0.045,20.0,77.0,?,?,?,?,5.0,2
7.1,0.37,?,?,0.045,?,155.0,0.9975,?,0.44,?,5.0,2
7.9,?,?,1.2,?,38.0,?,0.992,3.21,0.54,?,6.0,2
8.5,?,?,?,?,?,?,0.9947,?,?,?,?,?
?,0.2,0.4,2.0,?,?,87.0,0.9921,3.12,?,?,6.0,2
6.3,?,0.37,?,?,37.0,114.0,?,?,?,10.9,?,?
?,?,0.27,?,?,?,?,0.9918,3.28,?,10.1,6.0,?
?,?,?,?,0.058,15.0,?,?,3.38,?,9.0,?,2
?,?,?,?,?,?,80.0,?,?,?,?,7.0,2
?,?,0.3,4.1,?,23.0,116.0,0.994,?,0.38,?,?,2
7.9,0.22,0.38,8.0,0.043,?,152.0,?,3.12,0.32,?,?,2
7.6,0.18,0.46,10.2,?,?,135.0,?,3.14,0.43,?,?,?
?,?,?,4.1,0.054,?,116.0,0.994,?,0.38,9.4,6.0,?
?,?,?,?,?,?,?,?,?,?,10.4,5.0,?
?,0.23,0.4,7.5,?,?,?,?,?,0.84,9.7,?,2
7.4,0.24,0.42,14.0,0.066,48.0,?,?,?,?,8.9,?,2
7.4,?,0.42,?,?,?,198.0,?,?,0.42,8.9,6.0,2
6.1,0.32,0.24,1.5,0.036,?,?,0.9898,?,?,?,7.0,2
5.2,?,0.04,1.4,0.036,?,119.0,0.9894,3.36,0.33,?,?,?
5.2,0.44,?,1.4,?,43.0,?,0.9894,?,0.33,?,?,?
6.1,0.32,0.24,1.5,0.036,?,?,0.9898,?,0.42,?,?,?
6.4,0.22,?,14.5,0.055,?,159.0,?,2.98,0.4,9.1,?,?
6.3,0.36,0.3,4.8,0.049,?,85.0,0.9932,?,0.39,10.6,?,?
?,?,?,14.0,?,?,198.0,?,?,0.42,8.9,6.0,2
6.7,0.24,?,?,?,?,205.0,?,3.15,?,9.5,5.0,2
?,?,0.36,?,0.051,?,?,?,?,0.49,?,5.0,?
8.4,0.27,0.46,?,?,39.0,197.0,0.9974,?,?,?,6.0,2
6.7,?,0.18,?,0.034,25.0,?,?,3.08,0.44,12.6,7.0,2
?,?,?,8.95,0.055,?,?,0.9968,?,?,?,?,2
?,0.42,0.48,?,?,?,?,?,?,0.29,?,?,?
7.1,?,?,1.5,?,?,133.0,0.9906,3.12,?,12.7,6.0,2
7.9,?,?,?,?,?,96.0,0.9917,?,?,11.0,?,?
?,?,0.37,0.8,?,4.0,100.0,0.9902,3.03,?,11.4,4.0,?
?,0.22,?,?,0.038,?,?,0.9918,?,0.33,?,7.0,?
7.5,0.27,0.31,17.7,0.051,?,?,0.999,?,?,10.2,5.0,?
?,?,?,?,0.04,50.0,151.0,0.9927,3.11,?,?,?,2
?,?,0.47,5.1,0.044,19.0,65.0,0.991,?,?,12.6,?,?
5.9,0.23,0.3,12.9,0.054,?,?,0.9972,?,?,?,?,2
?,0.67,0.07,1.2,?,9.0,?,0.9931,3.11,?,8.7,?,?
6.4,0.25,0.32,5.5,0.049,41.0,176.0,?,3.19,0.68,?,6.0,2
?,0.33,0.31,?,?,?,?,?,?,0.66,9.3,6.0,?
7.1,?,?,?,0.053,61.0,?,0.9936,3.09,?,?,?,2
?,0.28,0.4,22.0,?,48.0,?,?,?,0.5,?,?,2
6.9,0.27,?,?,?,?,227.0,?,3.18,?,?,6.0,?
?,0.26,?,11.9,0.043,?,226.0,0.997,?,?,?,?,?
6.8,0.29,0.56,11.9,0.043,?,230.0,?,3.02,0.63,9.3,5.0,?
?,?,?,9.4,0.04,?,?,0.9954,3.12,?,?,?,?
?,0.3,?,?,?,42.0,?,?,3.15,?,?,?,2
6.8,0.53,?,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,?,2
6.5,0.28,?,?,0.047,?,210.0,?,3.09,?,?,?,?
6.6,?,?,8.5,0.052,55.0,?,0.9962,?,?,?,?,?
6.8,0.28,?,22.0,0.048,?,167.0,1.001,?,?,?,5.0,?
6.8,?,0.36,?,0.045,?,123.0,?,?,0.37,11.4,6.0,?
6.6,0.15,0.34,?,0.055,?,125.0,?,?,0.42,9.6,?,2
6.4,?,0.44,?,?,75.0,?,?,?,?,9.1,5.0,?
6.4,?,?,?,?,?,?,0.9942,3.02,0.39,9.1,6.0,?
?,?,?,3.6,?,?,183.0,?,?,0.38,9.1,?,2
?,0.26,0.24,7.8,0.052,?,214.0,?,?,?,8.9,?,?
7.1,?,0.24,13.1,?,52.0,204.0,0.998,?,?,?,5.0,?
6.8,?,0.24,?,0.052,54.0,214.0,?,?,?,?,?,2
6.8,0.27,?,16.1,0.049,?,?,0.9984,3.15,0.5,9.3,?,?
7.1,?,?,13.1,?,52.0,204.0,0.998,?,?,?,?,?
6.9,0.54,?,?,?,?,236.0,?,?,?,?,?,2
?,?,?,?,?,?,?,?,3.33,?,12.0,6.0,2
5.8,?,?,?,0.053,36.0,114.0,?,?,?,10.2,4.0,?
?,?,?,?,?,?,153.0,?,?,0.43,?,5.0,?
7.0,?,?,8.3,?,38.0,126.0,0.9958,?,?,?,?,2
?,?,0.88,?,0.049,?,?,0.9968,2.99,0.51,9.9,4.0,?
?,0.57,?,?,?,?,77.0,?,3.32,0.74,?,5.0,?
?,?,?,0.9,?,23.0,170.0,0.993,?,0.77,?,6.0,2
?,0.245,0.25,?,0.032,12.0,?,?,?,0.34,?,5.0,?
6.8,0.18,?,1.4,?,35.0,?,?,3.32,0.59,11.2,7.0,2
7.0,?,?,8.3,0.045,38.0,126.0,0.9958,?,0.34,9.2,5.0,2
?,?,?,?,?,?,?,0.9944,3.44,?,9.7,6.0,?
6.2,?,0.25,1.4,?,35.0,105.0,?,?,0.44,?,7.0,?
5.8,0.26,?,?,?,55.0,152.0,?,3.31,0.38,9.4,?,?
7.5,?,0.36,?,0.036,45.0,164.0,?,?,?,11.0,5.0,2
5.8,?,?,?,0.044,55.0,152.0,?,3.31,?,9.4,5.0,2
5.7,0.28,?,?,?,?,167.0,?,3.31,?,?,5.0,?
?,0.23,0.36,7.0,0.036,43.0,?,?,3.04,0.32,11.0,5.0,?
7.5,?,?,?,?,?,164.0,?,3.03,0.33,?,5.0,?
?,0.685,0.21,9.5,?,33.0,172.0,?,?,0.55,?,?,2
6.2,?,?,1.4,?,?,105.0,0.9912,?,?,?,?,?
6.5,0.19,0.3,?,0.043,?,144.0,0.9936,3.42,0.39,?,6.0,2
6.3,0.495,?,?,?,?,?,?,3.39,0.54,?,6.0,2
7.1,?,?,17.8,0.046,39.0,145.0,0.9998,?,?,8.7,5.0,?
6.4,0.17,?,2.4,?,?,200.0,?,?,?,9.7,?,?
?,?,0.32,10.3,?,?,272.0,0.9969,3.17,?,?,?,?
?,0.17,?,?,?,?,?,?,3.5,0.5,?,6.0,2
?,?,0.41,17.8,?,?,145.0,?,3.32,?,?,5.0,2
6.8,0.64,0.08,9.7,0.062,?,142.0,?,?,0.46,?,4.0,?
8.3,?,0.4,7.8,0.041,38.0,?,?,?,0.51,9.6,?,2
?,0.27,?,7.8,?,49.0,?,0.9976,3.31,0.51,?,6.0,?
7.2,0.23,0.38,14.3,?,?,?,?,3.09,0.44,9.0,6.0,?
?,0.23,?,?,?,?,194.0,0.9979,?,0.44,9.0,6.0,2
7.2,?,0.38,14.3,0.058,55.0,194.0,?,?,?,9.0,?,2
7.2,?,0.38,14.3,0.058,?,?,?,3.09,?,?,?,2
?,0.52,?,?,0.044,?,?,0.9972,3.27,0.5,9.6,?,?
?,0.26,0.59,?,0.037,40.0,?,?,?,?,11.1,?,?
?,0.25,0.21,?,?,28.0,159.0,?,3.48,?,?,?,?
?,0.32,0.23,?,?,?,197.0,0.9985,?,?,8.7,?,2
7.7,0.31,0.26,7.8,?,?,90.0,0.9944,?,0.5,10.4,?,?
?,?,?,?,0.026,23.0,?,?,?,?,11.4,?,?
6.8,0.24,0.34,?,?,64.5,?,0.9934,?,0.58,?,6.0,?
6.9,?,?,11.2,0.043,?,142.0,0.9975,?,0.46,8.7,?,2
?,?,?,2.0,?,?,?,0.9923,?,0.79,11.3,?,2
6.8,0.21,0.27,?,0.03,26.0,?,0.99,3.16,0.61,?,?,?
?,0.2,?,?,0.031,?,?,0.9905,?,0.36,10.9,?,2
5.6,?,0.26,1.4,?,?,76.0,0.9905,3.25,0.37,10.9,7.0,2
6.1,?,?,?,?,?,119.0,?,3.38,?,?,?,?
5.9,0.21,0.28,4.6,?,40.0,?,0.9964,?,0.7,10.0,4.0,?
?,0.26,?,?,0.074,?,?,0.998,?,0.5,9.8,?,?
?,0.4,?,11.2,0.043,40.0,142.0,?,3.14,0.46,?,?,2
5.8,?,?,3.5,0.029,?,?,?,?,0.43,?,?,?
5.8,?,0.39,?,0.054,?,158.0,0.9932,3.21,0.52,9.3,6.0,2
?,?,?,?,0.04,45.0,?,0.9935,?,0.58,?,?,?
?,0.35,?,5.7,?,?,97.0,?,?,0.41,11.0,7.0,2
?,?,0.3,5.7,0.035,?,?,0.9927,3.27,0.41,?,7.0,2
?,0.23,0.39,1.8,?,23.0,118.0,0.9912,3.32,0.5,11.8,6.0,2
5.8,?,?,?,0.037,?,75.0,0.9904,3.28,?,?,?,2
6.9,0.115,?,?,?,36.0,108.0,?,?,0.42,10.2,?,2
6.9,?,?,?,0.043,?,156.0,?,2.93,0.47,?,?,2
6.9,?,?,8.2,?,?,?,0.9944,3.17,?,10.2,5.0,?
7.2,0.29,0.4,13.6,0.045,66.0,?,0.9977,3.08,0.59,9.6,?,?
?,0.24,0.35,?,?,22.0,167.0,0.9912,?,0.48,10.6,6.0,2
6.9,?,0.4,19.45,0.043,36.0,?,0.9996,2.93,0.47,?,5.0,?
6.9,0.32,0.26,?,?,32.0,?,0.9965,?,?,9.2,6.0,2
?,0.58,0.07,?,0.043,?,149.0,?,3.34,0.57,9.7,?,?
5.3,0.585,0.07,?,?,?,145.0,0.9945,?,0.57,9.7,?,2
?,0.59,?,?,0.045,?,147.0,0.9944,?,0.57,?,6.0,2
?,?,0.26,8.3,0.053,?,?,?,?,?,9.2,?,?
?,?,0.07,7.0,0.044,?,?,0.9944,?,?,9.7,?,?
?,0.25,0.26,?,?,44.0,148.0,?,?,?,?,?,2
6.6,0.58,0.3,?,?,30.0,123.0,?,?,0.38,?,?,2
7.0,0.29,0.54,10.7,?,59.0,234.0,0.9966,3.05,0.61,9.5,5.0,2
6.6,?,?,?,?,51.0,169.0,0.9954,3.14,?,9.8,?,2
?,0.2,0.41,?,0.044,?,?,?,?,?,?,?,?
?,?,?,1.1,?,9.0,?,?,?,?,?,5.0,2
6.8,0.32,?,?,0.044,?,?,0.9919,3.05,0.47,10.6,4.0,?
7.0,0.3,?,?,?,17.0,105.0,?,3.26,0.68,?,7.0,?
?,?,?,?,0.034,22.0,112.0,0.99,3.19,?,?,8.0,2
6.1,?,0.58,?,0.039,?,?,0.9909,?,?,?,?,2
6.8,0.44,?,?,?,46.0,201.0,0.9938,?,?,10.5,?,2
?,?,0.3,?,?,51.0,196.0,?,3.19,0.49,?,5.0,2
7.1,0.35,0.24,?,0.055,46.0,198.0,?,3.12,0.49,?,5.0,?
7.3,?,0.25,?,0.056,?,?,?,3.08,?,?,5.0,2
?,0.28,?,?,?,51.0,?,?,?,0.51,?,?,?
?,0.23,0.39,?,?,?,?,?,2.98,0.48,?,7.0,?
?,0.23,?,14.2,0.058,49.0,192.0,0.9979,2.98,?,?,7.0,?
7.2,0.23,0.39,14.2,0.058,49.0,?,0.9979,2.98,?,9.0,?,?
?,?,?,14.2,0.058,?,?,0.9979,?,?,?,7.0,2
5.9,?,?,5.8,?,?,?,?,3.52,0.46,?,?,?
?,0.28,?,?,0.066,?,?,1.0,2.96,0.44,9.1,5.0,?
?,?,?,7.3,0.041,?,?,?,?,?,9.8,?,?
?,?,0.38,1.6,0.066,?,182.0,0.9968,3.23,0.38,8.5,?,?
?,0.33,?,1.2,0.046,?,?,?,?,?,9.4,?,?
?,0.39,?,?,?,?,169.0,?,3.09,0.57,?,?,2
?,?,?,3.8,?,82.0,?,?,?,0.6,?,7.0,?
?,?,?,?,?,65.0,146.0,0.997,?,?,?,?,?
?,?,?,?,0.043,27.0,?,0.9923,?,?,?,6.0,2
?,0.41,0.001,?,?,36.0,87.0,0.9914,3.27,0.67,10.8,6.0,?
8.3,0.2,?,?,0.05,?,?,?,?,?,?,6.0,?
6.1,?,0.001,?,?,?,?,0.9914,?,0.67,10.8,?,2
6.0,?,0.21,?,?,42.0,?,0.9914,3.32,?,?,?,?
7.3,0.41,0.24,6.8,0.057,?,163.0,?,?,?,?,?,?
?,0.41,0.24,?,?,?,?,0.9949,?,?,?,?,?
?,0.43,?,?,0.058,40.0,?,?,3.2,0.41,9.9,5.0,2
7.3,?,0.24,6.7,0.058,41.0,?,0.995,3.2,?,?,?,?
?,?,?,4.9,?,?,134.0,0.9927,3.2,?,10.4,?,2
6.2,?,0.26,?,0.037,36.0,?,0.9928,3.21,0.41,10.4,6.0,?
?,0.36,0.27,2.1,0.035,16.0,100.0,?,?,?,?,?,?
?,0.55,0.14,8.3,?,35.0,?,?,3.53,?,12.5,?,2
7.8,0.25,0.41,3.7,?,?,?,?,?,0.45,?,6.0,?
5.7,0.36,0.21,?,0.038,?,?,?,3.29,0.63,10.0,6.0,2
5.8,?,0.21,6.6,0.04,50.0,?,0.9941,?,0.62,10.0,?,?
6.8,?,0.6,?,?,?,?,0.9934,?,0.44,?,6.0,?
?,0.25,?,4.7,0.031,34.0,134.0,?,?,0.38,10.6,?,?
6.6,?,0.35,7.7,0.031,?,135.0,0.9938,3.19,?,10.5,?,2
5.9,?,?,7.85,?,19.0,?,0.9933,?,?,11.5,7.0,2
?,0.125,0.25,?,0.04,?,?,0.9934,?,?,10.1,?,?
?,?,0.24,?,?,15.0,65.0,?,3.61,0.61,?,?,?
?,?,?,7.7,0.031,?,?,?,3.19,?,?,5.0,?
?,0.25,0.34,4.7,0.031,34.0,?,0.9927,?,?,?,6.0,2
6.8,?,0.44,9.3,?,35.0,?,0.9946,?,?,?,?,2
?,?,0.51,?,0.046,11.0,?,0.993,?,?,?,5.0,2
7.5,?,?,5.8,0.057,?,?,0.9946,?,?,10.5,?,2
7.9,?,?,?,?,38.0,?,?,?,0.6,?,?,2
?,0.34,0.23,?,?,?,?,?,?,?,10.0,6.0,2
?,0.28,0.35,15.4,?,55.0,?,0.9978,?,0.5,9.6,?,?
?,?,0.41,1.3,?,?,?,?,3.17,?,10.4,?,?
?,0.32,?,?,0.03,34.0,?,0.9912,?,?,?,8.0,?
6.8,?,0.34,4.6,?,37.0,?,?,3.2,?,10.6,5.0,2
6.3,?,?,1.8,0.033,16.0,91.0,?,3.28,?,?,?,?
6.5,?,?,?,?,30.0,133.0,0.9954,3.11,?,9.8,?,2
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,?,5.0,2
6.3,?,0.3,?,?,16.0,91.0,?,?,0.4,?,6.0,2
6.3,?,0.33,?,0.036,15.0,?,0.991,?,?,11.2,?,2
?,?,?,?,?,55.0,?,?,?,0.42,9.3,6.0,2
5.9,0.26,0.4,1.3,0.047,?,?,0.9945,3.45,0.53,10.4,5.0,?
?,0.18,?,1.5,?,?,141.0,?,?,?,10.2,7.0,2
?,?,0.43,7.8,0.045,?,?,0.9964,?,?,?,7.0,?
8.0,0.24,?,?,0.047,17.0,?,?,?,0.54,10.0,6.0,2
6.4,0.26,?,?,?,30.0,?,?,3.18,?,?,6.0,2
?,?,0.47,3.0,?,46.0,?,0.9931,?,0.76,?,5.0,2
?,0.29,0.47,?,?,47.0,145.0,0.993,3.29,?,?,6.0,?
?,?,0.33,?,0.05,33.0,?,?,3.28,0.4,?,?,?
?,0.34,0.1,1.3,0.031,?,?,0.9906,?,?,11.2,7.0,?
?,?,0.41,15.6,?,75.0,155.0,?,3.2,0.44,?,?,2
?,0.18,?,?,?,38.0,118.0,0.998,3.15,?,?,?,?
?,?,0.45,11.2,0.054,?,?,0.997,?,?,10.0,5.0,?
6.3,?,?,?,?,47.0,146.0,?,?,0.74,11.4,7.0,?
?,0.33,?,6.85,?,32.0,?,0.992,3.03,0.3,11.9,7.0,?
?,?,0.3,2.5,?,27.0,?,0.9924,?,0.51,?,?,?
7.3,?,?,6.85,?,?,138.0,0.992,?,0.3,?,?,2
5.8,0.4,0.42,4.4,0.047,?,245.0,?,?,0.57,9.6,?,2
