@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
6.2,0.27,0.43,7.8,?,48.0,?,?,?,0.51,?,?,2
?,0.3,0.23,?,?,50.5,?,0.9958,3.32,?,9.5,?,2
?,?,0.28,?,0.063,31.0,201.0,?,?,?,?,?,?
?,0.23,0.46,?,?,?,72.0,0.9941,?,0.49,9.1,6.0,2
6.7,?,0.31,?,?,30.0,?,?,?,0.64,10.7,?,?
?,?,0.29,?,0.05,21.0,?,0.9962,3.13,0.35,?,5.0,2
7.1,?,0.36,?,0.043,?,?,?,3.26,0.37,12.7,7.0,?
7.0,0.32,?,1.3,0.042,20.0,69.0,?,?,0.65,?,?,2
7.4,0.18,0.3,8.8,?,26.0,103.0,0.9961,2.94,?,9.3,?,2
?,?,?,5.4,0.06,?,?,0.9949,?,?,?,?,?
6.8,?,?,?,0.053,34.0,?,?,?,0.77,?,6.0,2
?,0.2,0.34,16.0,?,51.0,?,0.9985,?,?,9.2,?,2
?,0.34,0.2,6.1,?,?,?,0.9946,3.17,?,10.0,?,2
?,0.22,?,8.2,?,42.0,207.0,0.9966,3.33,?,9.5,?,2
7.1,0.43,?,?,0.045,?,155.0,0.9974,3.11,?,?,?,?
?,0.44,?,?,?,?,?,?,3.12,0.46,8.7,6.0,?
7.2,0.39,0.63,?,?,55.0,156.0,0.9974,?,?,?,6.0,2
?,?,?,13.3,?,69.0,202.0,0.9972,?,?,?,?,2
7.1,0.43,0.61,?,0.045,?,?,0.9974,?,0.45,?,?,?
7.1,0.44,0.62,11.8,?,?,152.0,?,3.12,0.46,?,?,?
?,?,?,?,?,?,?,?,3.09,0.44,?,?,2
?,?,0.43,?,?,?,?,?,3.12,0.47,?,?,2
6.9,?,?,?,0.035,?,136.0,?,3.26,0.4,12.6,?,2
?,?,?,?,?,?,?,0.9899,?,?,?,?,?
7.5,?,?,1.7,0.04,51.0,148.0,?,3.21,0.44,11.5,?,?
?,0.26,?,?,?,?,?,0.9969,3.04,?,9.2,?,?
6.0,0.34,?,15.9,?,26.0,?,0.9979,3.14,?,8.8,?,?
8.6,0.265,0.36,1.2,?,?,?,?,?,0.36,?,7.0,2
?,0.36,0.46,10.5,?,?,?,?,2.89,?,?,4.0,?
?,0.34,?,?,?,?,164.0,0.9979,3.14,0.5,8.8,6.0,?
7.4,?,?,13.5,0.06,?,?,?,?,0.44,9.1,5.0,?
?,?,0.32,9.6,?,?,162.0,?,3.4,0.41,9.4,5.0,?
6.0,0.21,?,?,?,?,?,0.997,3.34,0.39,?,?,?
?,0.305,?,18.9,?,?,170.0,?,2.99,?,?,5.0,2
7.4,?,0.37,13.5,0.06,?,192.0,0.9975,3.0,?,?,?,2
7.3,0.13,0.32,14.4,0.051,?,109.0,0.9974,3.2,0.35,9.2,?,2
7.1,?,?,?,0.054,64.0,162.0,?,3.4,0.41,9.4,?,2
?,?,0.35,16.5,?,60.0,171.0,?,3.16,?,?,?,?
?,0.23,0.35,?,?,60.0,?,?,3.16,0.59,?,?,2
6.9,0.33,?,1.3,0.051,?,187.0,0.9927,3.27,0.6,10.3,5.0,2
6.5,?,?,?,0.082,?,163.0,?,?,0.39,8.8,?,?
7.2,?,0.46,?,0.052,?,255.0,1.0,?,0.52,8.9,5.0,2
?,0.31,?,13.3,0.056,68.0,195.0,?,?,0.47,?,5.0,?
6.7,0.41,0.34,?,?,?,150.0,?,3.22,?,?,?,2
?,?,0.34,9.2,0.049,29.0,?,?,?,0.51,?,?,?
?,?,?,?,0.065,?,?,0.994,3.63,?,9.7,4.0,2
?,?,0.24,?,?,25.0,143.0,?,3.31,0.44,11.3,?,?
?,?,?,?,?,16.0,85.0,0.9911,3.19,0.42,11.8,6.0,?
7.2,0.31,0.5,?,?,?,?,?,?,0.47,?,?,2
7.3,?,0.48,13.3,?,57.0,196.0,?,3.04,?,9.2,5.0,?
5.9,0.36,?,?,?,21.0,?,0.9934,3.22,?,?,5.0,?
?,0.24,0.32,?,0.054,42.0,?,0.9984,?,?,8.8,?,?
?,0.16,?,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5.0,?
6.9,0.19,0.28,?,0.058,?,146.0,?,3.29,?,?,6.0,2
6.4,0.13,0.47,?,?,?,158.0,?,?,0.36,9.8,?,?
6.7,?,?,?,0.026,?,143.0,?,3.27,0.48,?,6.0,2
7.4,0.39,?,7.0,?,29.0,?,?,?,?,?,5.0,?
?,?,?,7.6,?,?,203.0,?,3.45,0.54,?,7.0,?
?,?,0.56,2.8,?,47.0,?,0.9924,3.3,0.57,10.9,7.0,?
?,0.3,0.56,?,?,46.0,184.0,?,3.31,?,?,6.0,?
5.7,?,0.25,?,0.02,?,57.0,?,3.39,0.37,10.6,5.0,?
?,?,?,?,?,48.0,?,0.9958,?,0.54,?,7.0,?
6.5,0.425,?,?,?,59.0,241.0,0.9979,?,?,9.0,?,2
?,0.24,?,15.8,0.035,46.0,188.0,0.9982,?,0.51,?,5.0,?
6.8,0.27,?,?,0.034,55.0,203.0,?,?,0.52,?,?,2
6.7,0.27,0.31,15.7,?,44.0,179.0,0.9979,?,0.56,?,?,2
8.2,0.23,0.4,1.2,0.027,?,121.0,?,3.12,0.38,?,6.0,?
?,0.37,0.67,10.5,?,49.0,?,?,?,0.44,?,5.0,2
?,0.19,?,1.9,0.035,30.0,?,0.9917,?,?,?,?,2
8.1,0.28,0.39,?,0.029,?,79.0,?,?,?,11.8,?,?
6.3,0.31,0.34,?,0.045,?,?,?,3.3,0.43,10.2,5.0,?
?,?,0.67,10.5,?,49.0,?,0.9975,3.16,0.44,8.7,5.0,?
7.9,?,0.4,?,?,38.0,?,0.992,3.21,?,?,?,2
8.5,?,0.41,4.3,0.036,?,99.0,0.9947,3.18,?,?,6.0,?
8.1,?,0.4,2.0,0.037,?,87.0,0.9921,3.12,?,11.2,?,2
6.3,?,?,1.1,?,37.0,114.0,0.9905,3.0,0.39,10.9,6.0,?
?,?,0.27,?,?,?,?,0.9918,?,0.37,10.1,?,?
6.4,0.595,?,?,?,?,97.0,?,3.38,?,9.0,4.0,?
?,?,?,?,?,19.0,80.0,?,3.38,0.58,?,7.0,?
6.9,0.25,0.3,?,0.054,?,116.0,0.994,2.99,0.38,?,?,2
7.9,?,?,?,?,46.0,?,0.9934,?,0.32,11.5,?,?
7.6,0.18,?,?,?,?,135.0,0.9968,3.14,?,?,6.0,?
?,0.25,0.3,4.1,?,23.0,116.0,?,?,0.38,?,?,2
?,0.18,?,1.2,?,41.0,97.0,0.9919,3.14,0.45,10.4,?,2
?,0.23,0.4,?,0.049,?,?,?,?,?,9.7,?,?
?,?,?,14.0,0.066,48.0,?,?,?,0.42,?,?,2
?,?,?,?,0.066,?,?,?,2.89,0.42,8.9,?,?
6.1,0.32,?,1.5,0.036,38.0,?,?,3.29,?,?,7.0,2
5.2,?,0.04,1.4,0.036,?,119.0,0.9894,?,?,12.1,?,?
?,0.44,0.04,?,0.036,?,119.0,0.9894,?,?,12.1,?,?
6.1,?,0.24,?,?,?,124.0,?,?,0.42,12.4,7.0,2
?,?,?,?,0.055,?,159.0,?,2.98,?,9.1,?,?
?,0.36,0.3,4.8,0.049,14.0,?,?,?,?,10.6,5.0,2
7.4,0.24,0.42,?,?,?,198.0,0.9979,?,0.42,?,6.0,?
6.7,0.24,0.35,13.1,0.05,?,?,?,3.15,?,9.5,?,?
7.0,0.23,?,13.0,?,72.0,177.0,?,3.16,0.49,9.8,5.0,2
?,0.27,?,?,0.048,?,?,?,?,?,9.6,6.0,2
?,?,?,?,?,25.0,98.0,0.9896,3.08,0.44,?,?,?
7.5,?,0.31,?,0.055,20.0,151.0,0.9968,?,0.54,9.3,?,?
9.8,?,0.48,?,0.034,?,?,0.9958,?,0.29,10.0,?,2
?,?,?,?,?,29.0,?,0.9906,?,0.54,?,?,?
7.9,?,0.45,?,0.045,?,96.0,0.9917,3.13,?,11.0,6.0,2
7.6,?,?,?,?,?,?,?,3.03,?,11.4,4.0,2
6.3,?,0.43,4.55,0.038,31.0,130.0,?,?,0.33,11.5,7.0,2
7.5,0.27,?,?,?,33.0,?,?,?,0.64,10.2,5.0,2
?,0.23,0.4,?,?,50.0,151.0,0.9927,?,?,?,6.0,2
7.2,?,?,?,?,19.0,?,?,3.03,?,?,4.0,2
?,?,0.3,?,0.054,57.0,170.0,?,?,0.39,9.4,?,2
?,?,0.07,1.2,?,9.0,108.0,?,?,?,8.7,4.0,?
6.4,?,?,5.5,?,41.0,?,0.995,?,?,9.2,6.0,?
?,?,0.31,?,?,42.0,173.0,0.9951,?,0.66,9.3,6.0,2
?,0.34,0.15,?,?,?,?,?,?,?,9.2,5.0,2
6.8,0.28,0.4,22.0,0.048,48.0,?,1.001,?,0.5,8.7,?,?
6.9,?,0.4,14.0,?,64.0,?,0.9979,?,0.58,?,?,2
?,0.26,0.56,?,?,64.0,?,0.997,?,?,9.3,5.0,2
6.8,0.29,0.56,?,0.043,?,230.0,0.9972,3.02,?,?,5.0,?
?,0.24,?,9.4,?,49.0,?,0.9954,?,?,?,?,2
?,?,?,?,?,42.0,?,?,3.15,?,?,?,2
6.8,?,0.35,?,?,?,109.0,0.9906,3.26,?,?,?,?
6.5,0.28,?,8.5,0.047,?,?,0.9962,?,0.54,8.9,?,2
?,0.28,0.28,?,0.052,?,?,?,3.09,?,8.9,?,2
?,0.28,0.4,22.0,0.048,48.0,167.0,?,2.93,0.5,?,?,?
6.8,?,?,?,?,?,123.0,?,3.02,?,11.4,6.0,2
?,0.15,0.34,5.1,0.055,34.0,?,0.9942,?,?,9.6,?,2
6.4,0.29,?,3.6,?,75.0,181.0,0.9942,?,?,?,?,2
?,?,?,3.5,0.197,?,?,0.9942,3.02,0.39,?,6.0,?
?,?,0.44,3.6,0.197,75.0,?,?,3.01,?,9.1,?,?
?,0.26,?,7.8,?,54.0,?,?,?,0.47,8.9,?,?
7.1,0.32,0.24,?,0.05,52.0,204.0,?,3.1,?,?,5.0,2
?,0.26,0.24,?,?,?,?,?,?,0.47,8.9,?,2
6.8,0.27,0.26,?,?,55.0,?,0.9984,?,?,9.3,?,?
?,?,0.24,?,0.05,52.0,?,?,3.1,0.49,8.8,5.0,2
6.9,?,0.32,13.2,0.05,53.0,?,?,3.2,?,?,5.0,?
?,0.26,0.34,13.9,?,?,?,0.9949,?,0.53,12.0,6.0,2
?,0.28,?,2.3,?,36.0,114.0,0.9924,3.28,?,10.2,?,2
?,0.21,0.5,11.6,?,45.0,?,?,?,0.43,8.8,?,?
?,0.16,0.32,8.3,0.045,38.0,?,0.9958,?,?,?,?,2
?,0.44,0.88,?,0.049,?,124.0,?,?,0.51,?,?,2
6.8,0.57,0.29,2.2,?,15.0,?,?,3.32,0.74,?,?,?
6.1,0.4,0.31,?,?,?,?,0.993,?,?,?,?,2
?,?,0.25,9.7,0.032,12.0,?,0.994,3.31,0.34,?,?,2
6.8,0.18,0.38,?,0.038,?,?,0.9918,?,?,11.2,?,2
7.0,?,0.32,?,0.045,?,126.0,?,3.21,0.34,9.2,?,?
6.7,?,?,?,?,31.0,?,?,3.44,?,?,?,?
6.2,0.25,0.25,1.4,0.03,?,?,?,3.3,0.44,11.1,?,?
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,?,?,9.4,?,?
7.5,0.27,?,?,0.036,?,?,0.9939,?,?,11.0,?,2
?,0.26,?,?,0.044,55.0,152.0,0.9961,3.31,?,9.4,5.0,?
5.7,0.28,?,?,?,60.0,167.0,0.9989,3.31,0.44,9.4,?,?
7.5,0.23,?,?,?,43.0,?,?,?,?,11.0,?,?
?,0.27,0.36,7.0,?,45.0,164.0,?,3.03,0.33,11.0,5.0,?
?,?,0.21,?,?,33.0,?,0.9971,3.0,0.55,?,?,?
6.2,0.25,?,1.4,0.03,?,?,0.9912,?,?,?,?,?
?,0.19,0.3,0.8,0.043,33.0,?,0.9936,?,0.39,?,6.0,2
?,0.495,0.22,1.8,0.046,?,?,?,3.39,?,?,6.0,?
7.1,0.24,0.41,?,0.046,39.0,?,0.9998,?,?,8.7,?,2
6.4,?,?,?,0.048,41.0,?,0.9938,?,?,9.7,?,2
?,0.25,?,?,0.041,?,272.0,0.9969,3.17,0.52,?,?,?
?,?,0.32,2.4,0.048,41.0,200.0,?,3.5,0.5,?,?,2
7.1,0.24,?,17.8,?,?,?,?,?,0.39,?,?,?
?,0.64,0.08,9.7,?,26.0,142.0,?,?,0.46,8.9,4.0,?
8.3,0.28,0.4,?,0.041,38.0,194.0,?,3.34,0.51,9.6,6.0,2
?,?,?,?,?,49.0,?,0.9976,3.31,0.51,9.5,?,?
7.2,0.23,0.38,14.3,0.058,55.0,194.0,?,3.09,?,?,6.0,?
?,0.23,0.38,14.3,?,?,?,0.9979,3.09,?,?,6.0,?
?,?,0.38,14.3,0.058,?,194.0,?,?,?,9.0,6.0,?
?,?,0.38,14.3,?,55.0,?,?,3.09,0.44,9.0,6.0,2
6.8,0.52,?,?,?,54.0,221.0,0.9972,?,?,9.6,?,2
7.0,?,?,?,?,?,120.0,?,3.34,?,?,?,2
6.2,0.25,0.21,15.55,0.039,28.0,?,0.9982,3.48,?,9.6,?,?
?,0.32,?,?,0.05,?,197.0,?,3.2,?,?,?,?
7.7,?,0.26,?,?,?,90.0,?,?,?,?,5.0,2
?,0.21,0.37,2.4,0.026,?,?,?,3.15,?,?,7.0,2
?,?,0.34,?,0.047,?,?,?,?,?,9.7,?,?
6.9,?,0.56,?,0.043,40.0,?,0.9975,?,0.46,?,?,2
6.1,?,?,?,?,20.0,?,0.9923,3.37,?,?,?,?
?,0.21,?,?,?,?,?,?,?,?,?,?,?
?,?,0.27,1.4,?,?,77.0,?,3.25,0.36,10.9,?,2
?,?,?,1.4,0.03,12.0,76.0,?,3.25,0.37,10.9,7.0,?
?,0.41,?,?,?,18.0,?,?,?,?,10.0,?,2
?,?,0.28,4.6,?,40.0,?,?,3.72,?,?,?,?
?,0.26,0.21,?,0.074,41.0,197.0,?,3.02,0.5,?,3.0,?
?,0.4,?,11.2,0.043,?,142.0,0.9975,3.14,?,?,?,2
5.8,?,0.44,3.5,0.029,5.0,?,?,3.53,?,?,?,?
?,0.24,?,?,?,?,158.0,?,3.21,0.52,9.3,6.0,2
?,0.26,?,?,0.04,45.0,?,?,3.32,0.58,?,8.0,?
6.3,0.35,0.3,5.7,?,8.0,?,?,?,?,?,?,2
6.3,0.35,?,5.7,0.035,?,?,0.9927,?,0.41,11.0,7.0,2
6.4,?,?,1.8,?,23.0,?,?,3.32,0.5,11.8,6.0,2
?,0.36,0.38,0.9,?,3.0,?,0.9904,?,0.34,11.4,?,?
6.9,?,0.35,5.4,?,?,108.0,?,3.32,?,10.2,6.0,?
?,?,?,?,?,36.0,?,0.9996,?,0.47,?,5.0,2
?,0.28,?,8.2,0.036,15.0,95.0,?,3.17,0.33,10.2,5.0,?
?,?,0.4,13.6,?,?,?,0.9977,3.08,?,?,6.0,?
?,?,0.35,1.2,?,?,?,?,?,?,?,6.0,2
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,?,8.9,5.0,?
?,?,?,8.3,0.053,?,?,?,?,0.51,?,?,2
?,0.58,0.07,?,0.043,34.0,?,?,?,0.57,?,5.0,2
?,?,?,?,?,?,?,0.9945,?,?,?,?,2
5.4,0.59,0.07,?,?,36.0,147.0,?,3.34,?,?,?,?
6.9,?,?,?,0.053,?,?,0.9965,3.25,0.51,?,?,2
?,?,?,7.0,?,33.0,?,?,3.33,0.58,9.7,5.0,?
5.8,0.25,?,13.1,?,?,148.0,?,?,?,?,?,?
?,?,0.3,?,?,30.0,123.0,?,3.24,?,9.0,5.0,?
7.0,0.29,?,?,0.046,?,234.0,0.9966,3.05,0.61,9.5,5.0,?
6.6,0.19,0.41,?,?,51.0,?,0.9954,?,?,9.8,?,2
6.7,?,?,9.1,0.044,50.0,166.0,?,3.14,?,?,6.0,?
?,?,0.4,1.1,?,9.0,60.0,?,2.89,?,?,5.0,?
?,0.32,0.34,?,?,?,?,?,3.05,0.47,10.6,?,?
?,0.3,?,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7.0,?
?,0.24,0.36,2.8,?,22.0,112.0,0.99,3.19,?,?,8.0,2
6.1,0.31,0.58,5.0,0.039,36.0,?,0.9909,3.3,0.6,?,8.0,2
?,0.44,0.37,?,0.047,46.0,?,?,3.08,0.65,?,4.0,?
6.7,0.34,?,?,?,51.0,196.0,?,?,?,?,?,?
7.1,0.35,?,?,0.055,46.0,?,0.9988,3.12,?,8.8,?,2
7.3,0.32,0.25,?,?,47.0,180.0,0.9961,3.08,0.47,8.8,?,?
6.5,0.28,?,?,0.053,51.0,190.0,0.9978,?,?,?,?,?
7.2,?,0.39,14.2,?,?,?,?,2.98,?,?,7.0,2
7.2,?,?,14.2,0.058,49.0,192.0,0.9979,?,?,9.0,?,?
7.2,?,?,14.2,?,?,?,0.9979,?,0.48,?,?,2
?,0.23,?,14.2,0.058,?,?,?,2.98,?,9.0,7.0,?
?,?,0.31,5.8,0.041,?,155.0,0.9945,?,?,10.5,6.0,2
7.4,?,0.42,19.8,?,53.0,?,1.0,2.96,0.44,?,?,?
?,?,0.22,?,?,26.0,157.0,?,?,?,?,7.0,?
9.1,0.59,0.38,1.6,0.066,34.0,182.0,?,3.23,0.38,8.5,3.0,2
?,?,?,?,?,34.0,?,?,3.37,?,?,6.0,2
?,0.39,?,10.6,?,?,169.0,0.9976,?,?,9.4,?,2
?,?,?,3.8,?,82.0,187.0,?,3.19,0.6,?,7.0,?
7.5,0.17,0.44,?,0.046,65.0,?,?,?,?,10.0,6.0,2
?,0.17,?,?,?,?,122.0,?,3.15,?,?,6.0,?
?,?,0.001,?,0.063,36.0,?,?,?,0.67,10.8,?,2
?,0.2,0.35,0.9,0.05,?,?,0.992,3.13,?,?,?,2
6.1,0.41,0.001,1.6,0.063,?,87.0,?,?,0.67,10.8,6.0,2
?,?,0.21,?,?,42.0,168.0,?,3.32,0.43,11.1,6.0,?
?,0.41,0.24,?,?,41.0,163.0,0.9949,?,0.41,?,6.0,?
7.3,0.41,0.24,?,0.057,41.0,?,0.9949,3.2,0.41,9.9,6.0,?
7.2,0.43,0.24,?,?,?,?,0.995,?,0.41,?,?,2
7.3,?,?,?,0.058,41.0,166.0,0.995,3.2,?,?,6.0,2
?,0.33,?,4.9,0.036,30.0,?,0.9927,3.2,0.42,10.4,?,?
?,?,0.26,4.8,0.037,36.0,148.0,?,3.21,0.41,?,?,?
6.1,0.36,?,?,?,16.0,100.0,?,?,?,11.5,?,2
5.0,0.55,?,8.3,0.032,?,164.0,?,3.53,0.51,?,?,2
7.8,0.25,?,3.7,?,?,?,?,?,?,10.0,6.0,2
?,?,?,?,?,51.0,?,0.9941,?,?,10.0,6.0,?
5.8,0.34,?,6.6,?,?,?,?,?,0.62,10.0,5.0,?
6.8,?,?,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6.0,?
?,0.25,0.34,4.7,0.031,34.0,?,?,3.21,0.38,?,6.0,2
6.6,?,?,?,0.031,36.0,135.0,0.9938,?,?,10.5,5.0,?
?,0.3,?,7.85,?,?,133.0,0.9933,?,?,11.5,?,2
6.1,0.125,0.25,?,?,10.0,?,?,?,0.59,?,6.0,?
6.0,?,0.24,?,?,15.0,?,0.9927,3.61,0.61,10.3,?,2
6.6,0.24,0.35,?,0.031,36.0,?,0.9938,3.19,?,10.5,5.0,?
?,0.25,?,4.7,0.031,?,134.0,?,3.21,0.38,?,6.0,2
?,0.28,?,?,?,?,?,0.9946,?,?,10.4,?,?
?,0.41,0.51,2.0,0.046,11.0,?,0.993,?,?,11.4,5.0,2
7.5,0.27,0.31,5.8,0.057,?,313.0,0.9946,3.18,?,?,5.0,?
?,?,0.41,?,0.04,?,216.0,?,?,?,10.0,?,2
?,?,0.23,?,0.039,37.0,143.0,0.9944,3.19,0.65,?,6.0,2
?,0.28,0.35,15.4,?,?,?,0.9978,?,0.5,9.6,6.0,2
?,?,0.41,?,?,?,85.0,0.992,3.17,0.51,10.4,?,2
?,0.32,0.35,4.8,?,34.0,?,0.9912,?,?,12.5,8.0,2
6.8,?,?,?,?,37.0,135.0,?,?,?,?,?,2
6.3,0.23,?,1.8,0.033,?,?,0.9906,?,?,?,6.0,2
?,0.28,?,?,0.038,?,133.0,0.9954,?,0.44,?,?,2
?,0.26,?,5.7,?,12.0,?,?,?,?,?,?,2
6.3,0.23,?,1.8,0.033,16.0,?,0.9906,?,?,?,6.0,2
6.3,?,?,?,0.036,?,?,0.991,?,0.42,?,?,?
5.8,?,?,12.3,?,55.0,170.0,?,?,0.42,?,6.0,?
5.9,?,?,?,0.047,12.0,?,0.9945,?,0.53,?,5.0,?
?,0.18,?,?,0.049,49.0,?,0.9934,3.43,?,10.2,7.0,2
7.4,0.2,?,7.8,0.045,27.0,?,?,?,?,?,7.0,?
?,0.24,?,1.5,0.047,?,?,0.9948,3.2,?,10.0,6.0,2
6.4,0.26,?,?,?,?,140.0,?,?,0.47,?,?,2
5.4,0.31,?,3.0,?,46.0,?,?,3.29,?,10.0,?,?
5.4,0.29,?,?,0.052,?,145.0,0.993,3.29,?,?,?,2
?,?,?,4.6,0.05,33.0,?,?,?,0.4,?,?,?
?,0.34,?,1.3,0.031,?,?,?,?,0.51,11.2,?,?
?,?,?,15.6,0.056,75.0,155.0,?,?,0.44,8.8,6.0,?
?,?,?,?,0.052,38.0,?,0.998,?,0.5,10.0,?,?
?,?,0.45,?,0.054,?,?,0.997,?,0.47,10.0,?,2
6.3,0.12,0.36,2.1,0.044,47.0,?,0.9914,3.27,0.74,11.4,7.0,2
