@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
6.9,?,?,5.0,0.067,32.0,?,0.995,?,0.48,9.8,5.0,2
?,0.19,0.31,?,?,?,173.0,0.9917,3.35,?,?,6.0,2
?,?,0.29,?,?,39.0,124.0,?,3.34,?,?,7.0,?
?,?,?,1.1,?,21.0,82.0,0.991,3.32,?,?,7.0,?
6.4,?,0.35,?,?,39.0,108.0,0.9911,3.31,0.35,?,6.0,?
?,0.2,0.59,?,0.147,?,132.0,0.993,3.05,?,9.1,?,?
6.9,?,0.35,1.3,0.039,29.0,?,0.9908,3.13,0.52,?,?,2
7.2,?,0.34,11.9,?,37.0,?,0.9962,?,0.5,9.6,?,?
6.0,0.19,0.26,?,0.048,50.0,147.0,?,3.3,?,?,6.0,?
?,0.38,?,?,?,?,78.0,?,?,0.38,10.2,6.0,?
7.4,?,?,1.2,0.038,?,?,?,3.36,?,?,6.0,?
6.8,?,0.24,?,0.092,?,123.0,?,?,?,8.6,6.0,?
6.0,?,0.26,?,0.048,50.0,?,0.9972,?,0.36,?,?,?
7.0,0.47,0.07,?,?,17.0,?,?,3.02,?,10.5,?,2
6.6,?,0.15,4.6,?,25.0,78.0,?,3.11,?,10.2,?,?
7.2,?,?,1.4,0.038,31.0,122.0,?,?,0.46,?,6.0,?
?,?,0.03,?,0.064,?,120.0,0.9934,3.22,?,9.1,?,?
?,?,?,6.4,?,?,124.0,?,3.22,?,?,?,2
?,?,?,1.2,0.041,81.0,174.0,?,?,0.42,?,5.0,2
6.7,?,?,?,0.046,30.0,96.0,0.9926,3.33,?,10.7,8.0,2
7.4,0.24,?,?,0.05,21.0,105.0,?,?,?,?,?,2
6.2,?,0.43,?,0.056,?,?,0.9956,?,0.51,9.0,?,?
?,0.3,?,4.6,0.061,50.5,238.5,0.9958,?,?,9.5,?,?
6.0,0.27,0.28,4.8,?,31.0,?,0.9964,3.69,0.71,10.0,?,2
8.6,?,?,1.0,?,?,?,0.9941,?,0.49,?,?,?
?,0.23,?,?,0.046,30.0,96.0,?,?,?,10.7,8.0,2
?,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,?,?,5.0,?
7.1,?,0.36,1.4,0.043,?,?,?,3.26,?,?,7.0,?
?,?,?,?,0.042,?,?,?,?,?,?,?,?
?,?,0.3,?,0.064,?,103.0,?,?,?,9.3,5.0,?
6.7,?,0.28,?,?,21.0,?,?,3.27,0.37,?,?,2
6.8,?,?,1.4,?,?,114.0,?,3.39,0.77,?,?,?
?,0.2,?,16.0,0.05,?,?,0.9985,3.21,0.6,?,6.0,2
7.1,?,?,6.1,0.063,47.0,164.0,?,3.17,0.42,10.0,?,?
7.3,?,0.3,8.2,?,?,?,?,?,?,?,?,?
?,0.43,?,11.8,0.045,54.0,155.0,0.9974,?,?,8.7,5.0,?
?,?,0.62,?,0.044,?,152.0,?,3.12,0.46,?,?,?
7.2,0.39,0.63,?,0.044,?,?,0.9974,?,?,?,?,?
?,?,0.31,13.3,?,69.0,?,?,?,0.48,9.7,?,?
7.1,0.43,0.61,11.8,0.045,?,155.0,?,?,?,?,?,?
?,?,0.62,?,0.044,52.0,152.0,?,3.12,0.46,?,6.0,2
?,0.39,?,11.0,?,55.0,?,0.9974,3.09,0.44,8.7,6.0,?
?,?,?,?,0.049,?,?,?,3.12,0.47,?,?,2
?,0.24,?,1.7,?,47.0,?,?,?,?,12.6,7.0,2
6.9,?,0.33,?,?,?,136.0,?,3.25,?,12.6,?,2
?,?,0.32,1.7,0.04,?,?,?,3.21,0.44,11.5,?,?
?,0.26,?,12.4,0.044,62.0,?,0.9969,3.04,0.42,?,?,?
6.0,0.34,?,?,?,26.0,164.0,0.9979,?,?,8.8,?,?
?,?,?,?,0.034,15.0,?,?,2.95,0.36,11.4,?,2
?,?,?,?,0.038,4.0,83.0,?,2.89,?,?,4.0,?
?,0.34,?,?,?,?,164.0,0.9979,3.14,?,8.8,6.0,2
?,0.25,0.37,?,0.06,?,192.0,?,?,?,9.1,5.0,?
?,?,0.32,9.6,0.054,64.0,162.0,?,3.4,?,?,?,?
6.0,?,?,?,0.05,55.0,?,0.997,?,0.39,9.4,5.0,2
?,0.305,?,?,0.059,44.0,170.0,1.0,?,?,9.0,5.0,2
?,?,?,13.5,0.06,?,?,0.9975,3.0,?,9.1,5.0,2
?,?,?,?,?,34.0,?,?,3.2,0.35,9.2,6.0,?
?,0.12,?,?,0.054,64.0,162.0,?,?,0.41,?,5.0,?
?,?,?,16.5,0.04,60.0,?,0.999,?,?,?,?,2
?,?,?,?,?,60.0,?,?,3.16,0.59,?,6.0,?
6.9,?,0.28,1.3,0.051,?,187.0,?,3.27,?,10.3,5.0,?
?,?,0.54,8.5,0.082,?,163.0,?,2.89,0.39,?,6.0,?
?,?,?,18.75,?,45.0,?,?,3.04,0.52,?,5.0,?
7.2,0.31,0.5,?,?,?,?,0.9982,3.01,0.47,?,5.0,2
?,?,0.34,?,?,?,?,?,3.22,0.51,9.1,5.0,2
?,?,?,9.2,0.049,?,?,0.9968,?,0.51,?,5.0,?
?,0.485,0.001,?,0.065,?,103.0,0.994,3.63,?,?,?,?
?,0.31,?,3.3,0.041,25.0,143.0,0.9914,?,0.44,?,6.0,2
7.0,?,?,1.7,?,?,?,0.9911,3.19,0.42,?,6.0,2
?,?,?,?,0.056,68.0,195.0,?,3.01,?,9.2,?,?
?,?,?,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,?,?,2
5.9,?,0.04,?,0.046,?,87.0,0.9934,3.22,0.51,?,5.0,?
7.8,0.24,?,?,?,42.0,138.0,0.9984,?,?,?,5.0,?
?,0.16,?,6.85,0.059,31.0,131.0,?,?,0.34,?,?,?
6.9,?,?,?,0.058,?,146.0,?,?,?,?,?,2
?,0.13,0.47,1.6,0.092,?,158.0,0.9928,3.21,?,9.8,?,?
?,0.19,?,1.1,0.026,?,143.0,0.9912,3.27,0.48,11.0,6.0,2
?,0.39,0.23,?,0.033,?,?,0.994,?,0.42,?,?,2
6.5,0.24,?,7.6,0.038,?,?,0.9958,3.45,?,9.7,7.0,?
?,0.3,?,?,?,?,179.0,?,3.3,?,?,?,2
6.1,0.3,0.56,2.7,?,?,184.0,0.9924,3.31,0.57,10.9,6.0,?
5.7,0.26,?,10.4,0.02,7.0,?,0.994,?,?,10.6,?,2
6.5,0.24,0.32,?,?,48.0,?,?,?,0.54,9.7,?,2
6.5,0.425,?,13.1,?,59.0,241.0,?,3.23,?,?,?,?
?,0.24,?,15.8,0.035,46.0,?,?,3.24,?,9.2,5.0,?
?,?,0.22,8.1,0.034,?,203.0,0.9961,3.19,0.52,?,5.0,2
?,0.27,?,15.7,?,44.0,?,?,3.26,0.56,?,?,?
?,?,?,?,?,36.0,121.0,0.992,?,0.38,10.7,?,?
7.1,0.37,0.67,?,?,49.0,155.0,?,3.16,0.44,8.7,5.0,2
6.8,?,0.36,1.9,0.035,?,?,0.9917,3.15,0.54,10.8,?,2
?,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,?,0.52,?,6.0,2
?,0.31,?,2.2,0.045,?,77.0,?,?,0.43,10.2,5.0,?
7.1,0.37,0.67,?,0.045,49.0,155.0,?,?,0.44,?,?,2
?,?,?,1.2,?,38.0,107.0,?,?,?,10.8,?,?
?,0.21,?,4.3,0.036,?,99.0,0.9947,3.18,?,?,6.0,2
8.1,?,?,2.0,0.037,?,87.0,0.9921,?,0.54,11.2,?,2
6.3,0.255,0.37,?,0.04,?,114.0,?,3.0,?,?,6.0,?
?,0.16,0.27,?,?,?,168.0,0.9918,?,?,?,?,?
?,?,?,?,0.058,?,97.0,0.9951,?,0.36,9.0,4.0,?
?,0.34,?,4.6,0.034,?,?,0.9917,?,?,12.0,7.0,2
6.9,?,0.3,?,0.054,23.0,?,?,2.99,?,?,6.0,2
7.9,0.22,0.38,?,?,46.0,152.0,?,?,0.32,11.5,?,?
?,?,?,10.2,?,58.0,135.0,0.9968,3.14,0.43,9.9,?,2
6.9,0.25,0.3,4.1,0.054,23.0,?,0.994,?,?,?,6.0,?
?,0.18,?,?,0.048,41.0,97.0,0.9919,?,0.45,10.4,5.0,?
?,0.23,0.4,7.5,?,12.0,?,0.9966,?,?,9.7,?,?
?,?,0.42,?,?,?,?,0.9979,?,0.42,8.9,?,2
7.4,?,0.42,14.0,0.066,48.0,?,?,2.89,0.42,8.9,6.0,?
?,?,0.24,?,?,38.0,?,?,3.29,0.42,12.4,7.0,2
?,0.44,?,?,0.036,?,119.0,?,?,?,?,?,?
5.2,?,?,?,?,?,?,?,3.36,?,12.1,8.0,2
?,0.32,0.24,?,0.036,?,?,?,3.29,?,12.4,7.0,2
?,0.22,0.56,?,0.055,27.0,159.0,0.998,?,0.4,9.1,?,?
?,0.36,0.3,4.8,?,14.0,85.0,0.9932,?,0.39,?,5.0,?
?,0.24,0.42,14.0,0.066,?,198.0,0.9979,2.89,0.42,8.9,6.0,?
?,0.24,?,?,?,?,?,?,3.15,?,9.5,5.0,2
?,0.23,?,13.0,?,72.0,177.0,?,3.16,0.49,?,?,2
?,0.27,?,?,?,39.0,?,?,3.14,0.59,9.6,?,?
6.7,0.46,?,2.4,?,25.0,98.0,0.9896,3.08,0.44,12.6,7.0,2
?,0.29,?,?,0.055,?,?,0.9968,3.08,?,?,?,2
9.8,0.42,?,?,?,5.0,110.0,?,2.87,?,?,?,2
7.1,?,?,1.5,0.066,29.0,?,?,3.12,0.54,12.7,6.0,?
7.9,?,?,?,0.045,17.0,96.0,0.9917,3.13,0.39,?,?,2
7.6,0.48,?,0.8,?,4.0,?,?,?,?,?,?,2
?,?,?,?,0.038,?,?,0.9918,3.35,?,11.5,7.0,?
?,?,0.31,?,?,33.0,?,?,3.09,?,10.2,5.0,2
?,0.23,?,?,?,50.0,151.0,0.9927,3.11,0.27,11.4,6.0,?
7.2,?,?,?,0.044,?,65.0,?,3.03,0.41,12.6,?,2
?,?,?,12.9,0.054,57.0,?,0.9972,3.28,0.39,?,?,?
6.0,0.67,0.07,1.2,?,?,?,?,3.11,0.35,?,?,?
?,0.25,0.32,5.5,?,?,176.0,?,?,?,9.2,?,?
6.4,?,?,5.5,0.048,?,173.0,?,?,?,?,6.0,2
7.1,?,?,?,0.053,?,183.0,?,3.09,?,?,5.0,2
?,?,?,22.0,0.048,48.0,?,1.001,?,0.5,?,?,2
6.9,0.27,0.4,14.0,?,64.0,?,?,3.18,?,?,6.0,2
?,?,0.56,11.9,0.043,?,226.0,0.997,3.02,?,?,5.0,?
?,0.29,0.56,?,0.043,66.0,?,?,3.02,?,?,5.0,?
?,?,?,9.4,?,?,166.0,?,3.12,?,9.9,6.0,?
?,?,?,4.2,0.038,42.0,119.0,?,3.15,0.5,11.0,?,2
6.8,?,0.35,?,?,26.0,?,?,?,?,12.7,?,2
6.5,?,0.28,?,0.047,?,210.0,?,3.09,?,8.9,?,?
?,0.28,0.28,?,0.052,?,?,0.9962,?,0.55,8.9,?,?
?,?,?,22.0,?,?,?,?,?,0.5,?,5.0,?
6.8,0.28,?,8.0,?,?,123.0,?,3.02,?,?,?,2
6.6,?,0.34,?,0.055,?,125.0,?,3.36,0.42,?,5.0,2
6.4,?,0.44,?,?,75.0,181.0,?,3.02,0.41,9.1,?,2
6.4,?,0.45,3.5,0.197,76.0,?,0.9942,?,0.39,9.1,6.0,?
?,0.29,?,?,?,?,183.0,0.9942,3.01,?,9.1,?,2
?,0.26,0.24,?,?,54.0,?,0.9961,3.13,?,?,5.0,?
?,0.32,0.24,13.1,?,?,204.0,0.998,?,0.49,8.8,5.0,2
6.8,0.26,?,?,0.052,54.0,214.0,?,?,?,8.9,5.0,?
?,0.27,?,?,?,?,?,0.9984,3.15,0.5,9.3,?,?
?,?,?,13.1,0.05,52.0,?,0.998,3.1,0.49,?,5.0,2
6.9,?,?,?,0.05,53.0,?,?,?,?,?,?,2
?,?,0.34,?,?,?,?,0.9949,?,?,12.0,6.0,?
5.8,?,0.35,?,?,?,114.0,0.9924,?,0.5,?,4.0,2
?,?,0.5,11.6,0.042,45.0,?,?,3.15,?,8.8,5.0,2
7.0,?,0.32,?,?,?,?,?,?,?,?,?,?
?,?,0.88,6.2,0.049,20.0,124.0,0.9968,?,?,9.9,?,?
6.8,0.57,0.29,2.2,0.04,?,77.0,0.9938,?,0.74,?,?,2
?,?,0.31,0.9,0.048,23.0,170.0,0.993,3.22,?,?,6.0,?
5.6,?,0.25,9.7,0.032,?,?,?,3.31,0.34,?,5.0,?
6.8,?,0.38,1.4,?,?,111.0,0.9918,?,0.59,11.2,?,?
?,0.16,0.32,?,0.045,38.0,?,?,?,?,?,?,?
?,?,?,?,0.051,?,?,?,?,?,?,6.0,2
?,0.25,0.25,?,?,35.0,105.0,?,?,?,11.1,?,?
?,?,?,9.2,?,55.0,?,?,?,0.38,9.4,5.0,?
?,0.27,?,7.0,?,?,?,0.9939,3.03,?,?,?,2
?,?,?,?,?,?,152.0,?,3.31,?,9.4,5.0,?
?,?,0.24,?,?,60.0,167.0,0.9989,3.31,0.44,9.4,?,2
7.5,0.23,?,?,?,43.0,?,0.9938,3.04,0.32,11.0,5.0,?
7.5,0.27,?,7.0,?,?,164.0,0.9939,3.03,0.33,?,?,2
?,0.685,0.21,?,?,33.0,?,?,?,0.55,?,6.0,2
6.2,0.25,0.25,?,0.03,35.0,?,0.9912,?,0.44,11.1,?,2
6.5,?,?,0.8,0.043,?,144.0,0.9936,3.42,0.39,9.1,6.0,?
6.3,0.495,0.22,1.8,?,31.0,?,?,3.39,?,10.4,6.0,2
7.1,0.24,0.41,17.8,?,?,?,0.9998,3.32,0.39,?,?,2
6.4,?,?,2.4,0.048,41.0,?,0.9938,3.5,?,9.7,?,2
7.1,0.25,?,10.3,0.041,66.0,?,?,?,0.52,?,6.0,2
?,?,0.32,2.4,?,41.0,200.0,?,?,?,?,6.0,2
7.1,?,?,?,0.046,?,?,0.9998,3.32,0.39,8.7,?,2
?,?,?,?,?,26.0,142.0,0.9972,?,0.46,8.9,4.0,2
?,0.28,0.4,7.8,?,?,?,?,?,?,?,?,?
?,?,0.39,7.8,0.039,49.0,208.0,0.9976,?,0.51,9.5,?,2
7.2,?,?,?,?,?,194.0,0.9979,3.09,0.44,9.0,6.0,2
7.2,?,0.38,?,0.058,?,?,0.9979,3.09,?,9.0,?,?
?,?,0.38,14.3,?,55.0,?,0.9979,3.09,?,9.0,?,?
?,?,0.38,?,0.058,?,194.0,0.9979,3.09,?,9.0,6.0,?
6.8,0.52,0.32,?,0.044,?,221.0,0.9972,3.27,?,9.6,6.0,?
?,?,?,?,?,40.0,?,?,?,0.41,11.1,7.0,2
6.2,0.25,?,?,0.039,?,?,?,?,0.64,?,?,2
7.3,?,0.23,?,0.05,49.0,?,0.9985,3.2,?,?,5.0,?
?,?,?,7.8,0.031,?,90.0,0.9944,?,?,10.4,5.0,2
?,?,0.37,?,?,23.0,100.0,?,?,0.38,11.4,7.0,2
6.8,?,0.34,2.7,0.047,64.5,?,0.9934,3.3,?,?,6.0,?
6.9,?,0.56,11.2,?,40.0,?,?,3.14,?,?,?,2
?,?,?,2.0,?,20.0,249.5,0.9923,?,0.79,?,6.0,?
?,0.21,0.27,2.1,0.03,26.0,139.0,0.99,?,0.61,?,?,2
5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,?,10.9,7.0,2
5.6,?,0.26,?,?,?,76.0,0.9905,?,?,10.9,?,?
?,0.41,0.14,?,0.037,?,119.0,0.996,?,0.45,10.0,?,?
5.9,?,?,?,?,?,199.0,0.9964,3.72,0.7,?,4.0,?
?,?,0.21,16.2,?,41.0,197.0,0.998,?,0.5,9.8,3.0,2
6.9,0.4,0.56,?,0.043,40.0,?,?,?,?,?,?,2
5.8,?,0.44,?,?,5.0,109.0,0.9913,?,?,11.7,3.0,?
5.8,0.24,0.39,?,?,37.0,?,?,3.21,0.52,?,6.0,?
6.7,?,0.39,1.1,0.04,45.0,147.0,?,3.32,0.58,9.6,?,?
6.3,?,0.3,5.7,0.035,?,97.0,0.9927,3.27,0.41,11.0,7.0,2
6.3,0.35,?,?,0.035,8.0,?,0.9927,3.27,0.41,11.0,?,?
?,?,0.39,?,?,23.0,?,0.9912,?,?,?,6.0,2
5.8,?,0.38,?,0.037,?,75.0,?,3.28,0.34,11.4,4.0,?
?,0.115,?,5.4,0.048,36.0,108.0,?,3.32,0.42,10.2,6.0,2
6.9,0.29,0.4,?,0.043,?,156.0,?,2.93,?,?,5.0,2
6.9,?,?,8.2,?,15.0,95.0,?,3.17,?,?,5.0,2
?,0.29,?,13.6,0.045,66.0,231.0,?,?,0.59,9.6,6.0,?
?,0.24,?,1.2,?,?,?,?,3.1,0.48,10.6,6.0,2
?,0.29,?,?,0.043,36.0,?,0.9996,?,?,?,?,?
?,0.32,0.26,8.3,?,32.0,?,0.9965,3.25,0.51,9.2,?,?
?,0.58,0.07,6.9,0.043,?,149.0,?,?,?,?,?,?
?,0.585,?,?,0.044,?,?,0.9945,3.34,0.57,9.7,?,2
5.4,0.59,?,7.0,0.045,?,147.0,?,?,?,9.7,?,?
?,0.32,0.26,?,?,?,?,?,3.25,?,?,?,2
?,?,?,7.0,?,33.0,147.0,0.9944,3.33,0.58,?,5.0,?
?,?,?,13.1,0.051,?,?,0.9972,3.29,?,9.3,5.0,2
6.6,?,0.3,5.1,0.057,?,123.0,0.9949,?,?,?,5.0,?
?,?,?,10.7,?,?,234.0,?,?,0.61,9.5,?,2
?,?,?,8.9,?,?,?,?,?,0.57,?,?,?
?,?,?,9.1,?,?,166.0,?,?,0.58,?,?,2
?,?,0.4,1.1,0.042,9.0,?,?,2.89,?,10.6,5.0,?
?,0.32,?,1.2,0.044,?,67.0,0.9919,3.05,0.47,?,?,?
?,?,0.49,4.7,?,17.0,?,?,3.26,?,12.4,?,2
?,0.24,0.36,?,0.034,22.0,112.0,0.99,3.19,?,12.6,8.0,?
6.1,?,?,?,?,36.0,?,?,3.3,?,12.3,8.0,2
6.8,0.44,0.37,?,0.047,?,201.0,0.9938,3.08,?,10.5,4.0,?
6.7,?,0.3,15.6,?,?,196.0,0.9982,?,0.49,9.3,?,2
?,0.35,0.24,?,0.055,?,198.0,0.9988,?,0.49,8.8,?,2
7.3,0.32,?,7.2,0.056,?,?,?,3.08,0.47,8.8,?,2
6.5,?,0.33,15.7,0.053,51.0,?,0.9978,?,0.51,9.7,?,?
?,?,?,14.2,?,49.0,?,?,?,?,?,?,2
?,0.23,?,14.2,?,?,?,?,?,?,?,?,2
7.2,0.23,?,14.2,?,?,?,0.9979,?,0.48,?,?,2
7.2,?,0.39,?,0.058,?,192.0,?,2.98,0.48,9.0,?,2
?,?,?,5.8,0.041,53.0,155.0,0.9945,?,?,10.5,?,2
?,0.28,?,?,?,?,?,1.0,?,?,?,5.0,?
?,0.28,0.22,?,?,26.0,157.0,?,3.44,?,?,7.0,?
?,?,0.38,?,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,?,2
?,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,?,?,6.0,2
?,0.39,0.7,?,?,33.0,?,?,?,0.57,?,?,2
?,0.19,0.46,3.8,?,82.0,?,?,?,0.6,11.2,7.0,?
7.5,?,0.44,?,?,65.0,146.0,0.997,3.17,0.45,?,?,2
6.7,0.17,0.5,2.1,0.043,?,122.0,?,3.15,?,?,6.0,?
?,?,0.001,1.6,?,36.0,87.0,0.9914,3.27,?,?,?,?
8.3,0.2,?,?,0.05,12.0,74.0,0.992,3.13,0.38,10.5,?,?
6.1,?,0.001,?,0.063,36.0,87.0,0.9914,?,?,?,?,2
?,?,?,?,0.055,42.0,?,?,3.32,?,?,?,2
?,?,0.24,6.8,?,41.0,163.0,0.9949,3.2,0.41,?,?,?
7.3,?,?,6.8,?,?,?,0.9949,3.2,?,?,6.0,2
7.2,?,0.24,?,?,40.0,?,0.995,?,?,?,5.0,2
7.3,?,0.24,?,0.058,?,?,0.995,?,0.41,?,?,?
?,0.33,?,4.9,?,?,?,?,3.2,0.42,?,7.0,?
6.2,?,?,4.8,?,36.0,148.0,0.9928,?,?,10.4,6.0,?
6.1,?,0.27,2.1,?,?,?,?,3.4,0.71,?,?,2
?,0.55,?,8.3,0.032,35.0,164.0,?,?,0.51,12.5,8.0,2
7.8,?,?,?,0.042,37.0,?,?,?,0.45,10.0,?,2
5.7,?,?,6.7,?,?,?,?,3.29,?,10.0,?,?
?,0.34,?,?,?,?,?,?,3.29,0.62,10.0,?,2
6.8,?,?,1.1,?,42.0,127.0,0.9934,?,0.44,9.1,6.0,?
?,0.25,0.34,4.7,?,34.0,134.0,0.9927,?,?,?,?,?
?,0.24,?,7.7,?,36.0,?,0.9938,?,?,?,5.0,?
5.9,?,?,?,?,?,?,0.9933,?,?,?,7.0,?
?,0.125,0.25,?,?,10.0,?,0.9934,?,0.59,?,?,2
?,0.1,0.24,1.1,0.041,15.0,65.0,?,3.61,0.61,?,7.0,?
6.6,?,?,7.7,0.031,?,135.0,0.9938,?,?,?,5.0,2
6.8,0.25,?,?,?,?,134.0,?,?,0.38,?,6.0,2
6.8,?,?,?,0.031,35.0,137.0,?,3.16,0.36,10.4,?,2
?,0.41,?,?,?,11.0,207.0,?,?,?,11.4,?,?
?,?,0.31,5.8,?,131.0,?,?,?,?,10.5,5.0,?
?,?,?,15.15,?,?,216.0,0.9976,2.96,?,10.0,?,?
6.4,?,0.23,6.3,0.039,37.0,?,?,3.19,?,?,?,2
6.5,0.28,?,15.4,?,?,?,?,?,?,?,6.0,2
?,0.21,0.41,?,0.036,?,85.0,0.992,?,0.51,?,5.0,2
?,?,?,4.8,0.03,34.0,101.0,?,3.36,?,12.5,?,?
6.8,?,0.34,?,?,?,135.0,0.9927,3.2,?,10.6,?,?
?,0.23,?,?,?,?,91.0,0.9906,3.28,?,?,?,?
6.5,0.28,?,?,0.038,?,133.0,0.9954,3.11,0.44,?,?,2
?,0.26,0.26,5.7,0.031,?,80.0,?,3.25,0.38,10.8,?,?
?,?,?,?,?,16.0,?,?,?,?,?,?,?
6.3,0.23,0.33,1.5,?,?,105.0,?,?,0.42,?,6.0,2
5.8,0.27,0.27,12.3,0.045,?,?,?,?,?,9.3,?,2
?,?,?,?,?,12.0,139.0,0.9945,?,0.53,10.4,?,?
6.6,0.18,?,?,?,49.0,141.0,0.9934,3.43,0.85,?,?,?
?,0.2,?,?,?,?,?,0.9964,3.19,?,?,7.0,?
?,0.24,0.36,?,0.047,?,129.0,0.9948,3.2,?,?,6.0,?
?,?,?,?,?,30.0,?,?,3.18,?,9.1,6.0,2
?,0.31,0.47,3.0,?,46.0,?,?,?,?,?,5.0,?
5.4,?,0.47,3.0,0.052,?,?,?,?,?,10.0,6.0,2
?,?,0.33,4.6,?,33.0,?,?,3.28,?,9.6,?,2
?,?,0.1,?,0.031,20.0,68.0,?,?,0.51,11.2,7.0,?
6.7,0.19,0.41,15.6,?,?,155.0,0.9995,?,0.44,8.8,6.0,?
7.8,0.18,?,13.6,?,?,?,?,?,?,?,?,2
?,?,0.45,11.2,?,56.0,137.0,0.997,?,0.47,?,5.0,?
6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.9914,?,?,?,7.0,2
7.3,0.33,?,6.85,?,?,?,0.992,3.03,0.3,11.9,?,2
?,?,0.3,2.5,?,?,128.0,?,3.14,?,9.6,?,?
