@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
8.2,0.23,0.4,?,?,?,?,?,3.12,0.38,?,6.0,2
7.1,0.37,?,10.5,0.045,?,155.0,?,3.16,0.44,?,5.0,?
?,?,?,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7.0,2
8.1,?,0.39,?,0.029,?,?,0.9923,?,?,?,?,?
?,0.31,?,2.2,0.045,20.0,?,?,?,?,?,5.0,?
7.1,?,0.67,?,?,?,?,?,?,?,8.7,5.0,?
?,0.21,0.4,1.2,0.039,38.0,107.0,?,?,0.54,?,?,2
8.5,0.21,?,?,?,?,99.0,?,3.18,?,?,6.0,2
?,0.2,0.4,?,?,19.0,?,0.9921,?,0.54,?,6.0,2
6.3,0.255,0.37,?,?,37.0,?,0.9905,3.0,0.39,?,?,?
?,0.16,?,1.4,?,?,?,0.9918,?,?,10.1,6.0,2
?,?,0.14,?,0.058,?,97.0,0.9951,3.38,?,?,?,2
?,?,0.33,4.6,?,?,?,?,?,0.58,12.0,?,2
6.9,0.25,0.3,?,?,?,116.0,0.994,?,?,9.4,6.0,?
?,?,?,?,0.043,?,152.0,0.9934,?,0.32,11.5,7.0,2
?,0.18,?,10.2,0.055,58.0,?,?,?,0.43,9.9,6.0,?
6.9,?,0.3,?,?,23.0,116.0,?,2.99,?,9.4,6.0,2
?,?,?,1.2,0.048,?,97.0,0.9919,?,?,?,5.0,2
8.2,?,0.4,7.5,?,12.0,?,?,?,?,?,6.0,2
?,?,0.42,?,?,48.0,?,?,?,0.42,8.9,6.0,2
?,0.24,0.42,?,?,48.0,198.0,0.9979,?,0.42,?,?,?
6.1,0.32,0.24,1.5,0.036,38.0,?,?,3.29,?,?,7.0,2
5.2,?,?,?,?,43.0,119.0,?,?,?,?,?,?
5.2,0.44,0.04,?,0.036,?,?,0.9894,3.36,?,12.1,?,?
?,?,?,?,?,?,?,0.9898,?,0.42,?,?,?
6.4,0.22,0.56,14.5,0.055,27.0,?,?,?,?,9.1,5.0,2
?,0.36,?,4.8,?,14.0,?,0.9932,3.28,?,?,5.0,2
7.4,?,0.42,?,?,?,?,?,?,0.42,?,6.0,2
6.7,0.24,?,13.1,?,?,?,?,3.15,?,?,?,2
7.0,?,?,13.0,0.051,72.0,?,0.9972,3.16,?,?,?,?
?,?,?,?,?,39.0,?,0.9974,3.14,0.59,?,6.0,2
?,?,?,2.4,?,25.0,?,0.9896,3.08,0.44,?,7.0,2
7.5,?,0.31,?,0.055,?,?,?,3.08,0.54,?,5.0,2
9.8,?,0.48,9.85,0.034,?,110.0,0.9958,?,?,?,5.0,?
7.1,0.3,0.46,?,0.066,?,?,?,3.12,0.54,12.7,6.0,2
7.9,?,?,1.5,0.045,?,?,?,3.13,0.39,11.0,?,?
7.6,?,?,?,0.037,4.0,100.0,?,?,?,?,4.0,2
6.3,0.22,?,4.55,?,?,?,0.9918,3.35,?,11.5,7.0,2
7.5,0.27,?,17.7,?,?,?,?,3.09,0.64,?,?,2
?,?,?,?,?,50.0,151.0,0.9927,3.11,?,?,6.0,2
7.2,?,0.47,5.1,?,19.0,65.0,?,?,?,12.6,4.0,2
?,0.23,0.3,12.9,0.054,?,?,?,3.28,?,?,?,2
?,0.67,?,?,?,9.0,108.0,?,3.11,?,?,?,?
6.4,?,0.32,?,0.049,?,?,0.995,?,?,?,6.0,?
6.4,0.33,0.31,5.5,0.048,42.0,173.0,?,3.19,?,9.3,6.0,?
?,?,?,1.2,?,?,183.0,?,3.09,0.43,9.2,?,2
?,0.28,?,?,?,?,167.0,1.001,?,?,?,?,?
?,0.27,?,14.0,?,64.0,227.0,?,3.18,?,?,?,?
?,0.26,?,?,0.043,?,226.0,?,3.02,?,?,?,2
6.8,0.29,?,?,?,66.0,?,0.9972,3.02,?,9.3,?,?
?,?,0.41,?,?,49.0,166.0,0.9954,?,0.61,9.9,?,2
5.9,?,?,?,0.038,42.0,?,?,3.15,0.5,11.0,?,2
6.8,0.53,?,?,0.034,26.0,109.0,?,3.26,0.57,?,8.0,2
?,?,0.28,8.5,0.047,54.0,210.0,?,3.09,0.54,?,?,2
?,0.28,0.28,?,0.052,?,?,?,3.09,0.55,?,?,2
?,?,0.4,22.0,?,?,167.0,?,?,?,?,?,?
?,?,?,?,0.045,28.0,123.0,?,3.02,0.37,?,?,?
6.6,?,0.34,5.1,0.055,34.0,?,0.9942,?,0.42,?,5.0,?
?,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,?,?,?,?,?
6.4,?,?,3.5,0.197,?,?,0.9942,3.02,0.39,?,6.0,?
6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,?,5.0,2
?,0.26,?,?,?,54.0,214.0,?,?,0.47,8.9,5.0,?
?,0.32,0.24,?,?,52.0,204.0,0.998,3.1,0.49,?,5.0,2
6.8,?,0.24,7.8,0.052,?,214.0,0.9961,?,?,?,5.0,?
6.8,0.27,0.26,16.1,?,?,196.0,0.9984,3.15,?,?,?,?
?,0.32,?,?,?,?,?,0.998,?,0.49,8.8,5.0,2
6.9,0.54,0.32,13.2,0.05,53.0,?,0.9973,?,0.5,9.6,?,?
?,?,?,13.9,0.034,39.0,?,?,?,?,12.0,6.0,2
5.8,?,?,?,?,?,?,?,?,?,10.2,4.0,2
6.4,0.21,?,?,0.042,?,?,0.9972,?,0.43,?,?,?
7.0,0.16,?,?,0.045,38.0,?,?,3.21,?,?,?,2
10.2,0.44,0.88,6.2,0.049,20.0,?,?,2.99,0.51,?,4.0,2
6.8,0.57,0.29,2.2,?,?,?,?,3.32,0.74,?,5.0,?
?,?,?,0.9,?,23.0,170.0,0.993,3.22,?,9.5,6.0,?
?,?,?,9.7,?,12.0,?,0.994,3.31,?,10.5,?,2
?,?,?,1.4,0.038,35.0,111.0,?,3.32,?,?,7.0,?
?,0.16,?,?,0.045,?,126.0,?,?,?,?,?,?
?,0.13,?,?,0.051,?,122.0,?,3.44,?,?,?,2
6.2,?,0.25,1.4,0.03,?,105.0,?,?,?,11.1,7.0,2
?,?,0.24,?,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5.0,2
7.5,?,0.36,7.0,?,?,164.0,?,?,?,11.0,5.0,2
5.8,0.26,?,9.2,0.044,55.0,152.0,?,3.31,?,?,?,?
?,0.28,0.24,17.5,0.044,60.0,167.0,?,?,0.44,9.4,5.0,?
?,0.23,0.36,7.0,?,43.0,?,?,3.04,?,11.0,5.0,2
7.5,0.27,0.36,7.0,0.036,45.0,164.0,?,3.03,0.33,11.0,5.0,?
?,?,?,?,0.07,?,?,?,?,?,?,6.0,2
6.2,0.25,0.25,?,0.03,35.0,?,0.9912,3.3,?,11.1,7.0,?
?,0.19,?,0.8,?,33.0,?,?,3.42,0.39,9.1,6.0,2
6.3,0.495,?,1.8,?,31.0,140.0,0.9929,?,?,10.4,6.0,2
7.1,0.24,0.41,?,0.046,39.0,145.0,?,3.32,?,8.7,5.0,2
?,?,?,2.4,0.048,?,200.0,0.9938,3.5,?,?,?,2
?,0.25,0.32,?,0.041,66.0,272.0,0.9969,3.17,0.52,?,6.0,?
6.4,?,0.32,2.4,?,41.0,?,?,3.5,0.5,9.7,6.0,2
7.1,0.24,?,?,0.046,?,145.0,0.9998,?,?,?,5.0,?
?,0.64,0.08,9.7,?,26.0,?,0.9972,?,?,?,4.0,2
?,?,0.4,7.8,?,38.0,?,0.9976,?,?,?,?,2
?,?,0.39,?,?,?,?,0.9976,?,0.51,9.5,6.0,2
?,0.23,0.38,14.3,?,?,?,?,3.09,?,?,6.0,?
?,0.23,?,14.3,0.058,?,?,0.9979,3.09,?,9.0,?,?
?,?,?,?,?,55.0,194.0,?,3.09,?,?,?,?
7.2,0.23,?,14.3,?,?,194.0,0.9979,?,0.44,9.0,?,?
6.8,0.52,0.32,13.2,?,54.0,221.0,0.9972,3.27,0.5,9.6,6.0,?
?,0.26,0.59,?,?,?,120.0,0.9918,?,0.41,?,?,?
?,?,0.21,15.55,0.039,28.0,159.0,?,?,0.64,?,?,?
?,?,?,13.7,?,49.0,?,?,3.2,?,8.7,5.0,2
?,?,0.26,?,?,23.0,90.0,?,?,0.5,?,5.0,?
?,0.21,?,?,?,?,100.0,?,?,0.38,11.4,7.0,2
6.8,?,?,?,0.047,64.5,?,0.9934,3.3,0.58,9.7,?,?
?,?,?,?,?,40.0,?,?,3.14,?,?,5.0,2
6.1,0.18,?,2.0,0.038,?,249.5,?,3.37,0.79,?,?,2
6.8,?,?,2.1,?,?,?,0.99,3.16,?,12.6,7.0,2
?,0.2,0.27,?,?,?,77.0,0.9905,?,?,10.9,7.0,2
?,0.19,0.26,1.4,?,?,?,?,3.25,?,?,7.0,2
?,0.41,?,10.4,0.037,?,?,?,?,?,10.0,?,?
5.9,?,0.28,4.6,0.053,?,?,0.9964,?,0.7,10.0,4.0,2
8.5,?,?,16.2,?,?,197.0,?,?,0.5,?,?,?
6.9,0.4,?,11.2,0.043,40.0,142.0,?,3.14,0.46,?,?,2
5.8,?,?,3.5,?,?,?,?,?,0.43,11.7,?,?
5.8,0.24,0.39,1.5,0.054,37.0,?,?,3.21,?,9.3,6.0,2
6.7,0.26,0.39,?,?,?,147.0,?,3.32,?,?,8.0,2
6.3,0.35,?,5.7,0.035,?,?,?,?,?,?,7.0,2
?,?,?,?,0.035,?,?,0.9927,3.27,0.41,?,?,?
?,0.23,?,?,?,23.0,?,0.9912,3.32,?,?,6.0,2
?,0.36,?,?,0.037,3.0,?,0.9904,?,?,?,4.0,2
6.9,?,0.35,?,?,?,?,?,?,0.42,10.2,6.0,?
6.9,0.29,?,19.45,0.043,?,156.0,?,2.93,?,?,5.0,?
?,?,0.4,8.2,0.036,?,?,?,?,?,10.2,5.0,2
?,0.29,0.4,?,0.045,?,231.0,?,?,?,9.6,6.0,?
6.2,0.24,?,1.2,0.038,22.0,?,?,3.1,?,10.6,6.0,?
6.9,?,0.4,?,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5.0,2
6.9,?,?,8.3,?,?,180.0,?,3.25,?,9.2,6.0,2
5.3,?,?,?,?,?,?,0.9944,3.34,0.57,?,5.0,?
5.3,0.585,?,7.1,?,?,145.0,0.9945,3.34,?,?,?,2
5.4,?,0.07,7.0,0.045,?,147.0,0.9944,?,0.57,9.7,?,2
6.9,?,0.26,8.3,?,32.0,180.0,0.9965,?,?,9.2,?,?
?,?,0.07,7.0,0.044,33.0,?,?,?,0.58,?,5.0,?
5.8,?,?,13.1,0.051,44.0,148.0,0.9972,?,?,?,5.0,?
6.6,0.58,0.3,?,0.057,30.0,?,0.9949,3.24,?,?,?,?
7.0,0.29,0.54,10.7,?,?,?,0.9966,3.05,0.61,?,5.0,?
?,?,?,8.9,0.046,?,169.0,?,?,0.57,?,?,2
6.7,?,0.41,9.1,0.044,50.0,?,0.9954,3.14,?,9.8,6.0,2
?,0.26,0.4,1.1,?,?,60.0,0.9915,?,?,10.6,?,2
6.8,?,?,?,?,14.0,?,0.9919,3.05,?,?,?,?
7.0,0.3,0.49,?,0.036,?,105.0,0.9916,3.26,?,12.4,?,?
?,0.24,?,2.8,0.034,?,112.0,?,?,?,?,?,?
6.1,0.31,0.58,?,?,36.0,114.0,0.9909,?,0.6,12.3,8.0,2
?,0.44,?,5.1,?,?,?,0.9938,?,?,10.5,4.0,?
?,?,?,15.6,0.054,?,196.0,0.9982,3.19,?,9.3,?,?
?,?,0.24,?,0.055,46.0,?,?,3.12,0.49,?,?,2
?,?,?,7.2,?,?,?,0.9961,3.08,0.47,8.8,5.0,?
?,0.28,0.33,15.7,0.053,?,190.0,0.9978,?,0.51,9.7,?,?
?,?,0.39,14.2,?,49.0,192.0,?,2.98,0.48,9.0,7.0,?
?,?,?,14.2,?,?,?,0.9979,?,?,?,7.0,2
7.2,0.23,?,14.2,?,49.0,192.0,?,?,0.48,9.0,?,?
7.2,?,0.39,?,0.058,?,?,0.9979,?,0.48,9.0,7.0,?
?,0.15,?,5.8,0.041,?,?,?,?,?,10.5,?,?
?,0.28,0.42,?,0.066,53.0,?,1.0,?,0.44,9.1,5.0,?
6.2,0.28,0.22,?,?,26.0,?,0.9957,?,0.64,9.8,7.0,2
9.1,0.59,0.38,?,0.066,34.0,182.0,0.9968,?,?,8.5,?,?
6.3,?,?,?,?,34.0,?,?,3.37,?,9.4,?,?
8.3,?,0.7,?,?,?,?,?,3.09,0.57,?,5.0,?
?,?,?,?,?,?,187.0,?,?,?,?,?,?
7.5,0.17,?,?,0.046,65.0,146.0,0.997,?,?,10.0,6.0,?
6.7,?,0.5,2.1,0.043,27.0,122.0,?,?,0.45,10.3,6.0,2
?,?,?,?,?,36.0,?,?,?,?,10.8,6.0,2
8.3,0.2,0.35,?,0.05,?,74.0,0.992,?,0.38,10.5,6.0,?
?,?,?,?,?,36.0,87.0,0.9914,?,0.67,?,?,?
6.0,?,?,1.3,?,42.0,168.0,0.9914,?,?,11.1,?,?
7.3,0.41,0.24,?,0.057,41.0,?,?,3.2,0.41,9.9,6.0,2
7.3,?,0.24,6.8,0.057,?,?,0.9949,3.2,?,?,6.0,2
?,?,0.24,6.7,?,40.0,163.0,0.995,?,0.41,9.9,5.0,2
?,?,?,?,?,?,166.0,0.995,?,?,?,6.0,?
6.2,?,0.27,4.9,0.036,?,134.0,0.9927,?,0.42,?,?,?
?,?,?,?,?,36.0,148.0,?,3.21,0.41,?,?,2
?,0.36,0.27,?,0.035,16.0,100.0,?,?,?,11.5,?,2
?,?,?,8.3,?,35.0,?,0.9918,?,0.51,?,?,2
?,0.25,?,?,0.042,37.0,149.0,0.9954,?,0.45,10.0,6.0,2
5.7,?,0.21,?,?,51.0,?,0.9941,?,0.63,10.0,?,?
?,?,?,6.6,0.04,50.0,?,0.9941,?,?,10.0,?,2
?,?,0.6,?,?,42.0,127.0,?,?,?,?,?,2
?,0.25,?,?,0.031,?,?,0.9927,3.21,0.38,10.6,6.0,?
?,?,0.35,7.7,?,?,135.0,0.9938,?,0.37,10.5,?,2
?,0.3,0.47,7.85,0.03,19.0,?,?,?,0.43,?,?,?
6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,?,0.59,10.1,6.0,2
?,0.1,0.24,1.1,0.041,15.0,65.0,?,3.61,0.61,?,?,2
?,?,0.35,7.7,?,36.0,?,?,3.19,?,10.5,?,2
?,0.25,0.34,?,?,?,?,?,3.21,?,?,?,?
?,0.28,?,9.3,?,?,?,0.9946,?,0.36,10.4,?,?
8.3,0.41,?,2.0,?,?,?,0.993,?,0.55,11.4,?,2
7.5,0.27,0.31,?,0.057,131.0,?,0.9946,?,0.59,?,?,2
?,?,?,15.15,0.04,?,216.0,0.9976,2.96,0.6,?,?,2
6.4,?,?,?,?,?,?,0.9944,3.19,0.65,?,6.0,?
6.5,0.28,0.35,15.4,0.042,?,195.0,0.9978,3.23,0.5,9.6,?,2
?,0.21,0.41,1.3,?,?,85.0,0.992,3.17,?,?,5.0,2
?,?,?,4.8,0.03,?,101.0,0.9912,?,0.6,12.5,?,?
6.8,?,?,?,?,?,?,0.9927,?,?,10.6,5.0,2
6.3,0.23,0.3,1.8,0.033,16.0,91.0,?,?,?,?,6.0,2
6.5,0.28,?,?,?,?,?,?,3.11,0.44,?,5.0,2
5.6,0.26,0.26,?,?,?,?,?,3.25,?,?,5.0,?
?,?,?,?,?,16.0,91.0,?,?,?,?,6.0,2
6.3,?,?,1.5,0.036,?,?,0.991,?,0.42,11.2,6.0,2
5.8,0.27,0.27,?,0.045,55.0,?,?,?,0.42,9.3,6.0,?
5.9,0.26,0.4,1.3,?,?,139.0,?,3.45,0.53,10.4,5.0,?
?,?,0.35,1.5,?,49.0,141.0,0.9934,?,0.85,?,7.0,?
?,?,0.43,?,?,27.0,153.0,?,?,?,?,?,?
?,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,?,6.0,2
6.4,?,?,?,?,30.0,140.0,0.9962,?,?,9.1,?,2
5.4,0.31,?,3.0,0.053,?,?,0.9931,?,0.76,10.0,?,2
?,0.29,?,3.0,0.052,?,145.0,0.993,3.29,?,?,?,?
?,?,?,4.6,0.05,?,?,?,3.28,0.4,9.6,?,2
?,0.34,0.1,1.3,?,?,?,?,3.36,?,?,7.0,?
?,?,?,?,?,?,?,?,3.2,0.44,8.8,?,?
7.8,0.18,0.46,?,0.052,?,?,?,?,0.5,10.0,6.0,2
?,?,0.45,11.2,0.054,56.0,?,?,?,?,?,?,2
?,?,0.36,2.1,0.044,?,?,?,3.27,0.74,?,?,?
?,?,?,?,?,32.0,?,0.992,?,0.3,11.9,?,?
?,?,0.3,?,?,27.0,?,0.9924,?,?,?,6.0,?
