@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
7.2,?,?,?,0.044,19.0,?,0.991,?,0.41,12.6,4.0
?,0.23,0.3,?,0.054,57.0,170.0,0.9972,3.28,?,9.4,?
6.0,0.67,?,?,0.06,9.0,?,?,3.11,0.35,?,?
?,0.25,0.32,5.5,?,41.0,?,0.995,?,0.68,?,6.0
6.4,?,0.31,5.5,?,?,173.0,?,3.19,?,?,?
?,0.34,0.15,?,?,?,?,0.9936,?,?,?,5.0
?,?,0.4,?,0.048,?,167.0,1.001,?,0.5,8.7,5.0
6.9,0.27,?,14.0,?,?,?,0.9979,3.18,0.58,9.6,?
6.8,?,?,11.9,0.043,?,226.0,0.997,?,0.63,?,5.0
?,?,?,11.9,0.043,66.0,230.0,?,3.02,0.63,?,?
6.7,0.24,?,9.4,?,49.0,166.0,?,3.12,0.61,9.9,?
5.9,0.3,0.23,4.2,?,?,119.0,?,3.15,0.5,?,5.0
6.8,0.53,0.35,?,0.034,26.0,?,0.9906,3.26,?,12.7,8.0
6.5,?,0.28,8.5,0.047,?,210.0,?,3.09,0.54,8.9,4.0
6.6,0.28,?,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,?,6.0
6.8,0.28,0.4,22.0,?,48.0,?,1.001,?,?,8.7,5.0
6.8,?,?,8.0,0.045,28.0,?,0.9928,3.02,0.37,?,6.0
?,?,0.34,?,?,34.0,?,?,3.36,?,?,5.0
6.4,?,0.44,3.6,0.2,75.0,181.0,?,3.02,?,9.1,?
6.4,?,0.45,3.5,0.197,76.0,?,?,?,?,?,?
6.4,0.29,0.44,3.6,0.197,?,?,?,3.01,0.38,?,?
6.8,0.26,?,?,0.052,?,214.0,0.9961,?,0.47,8.9,5.0
7.1,?,0.24,?,0.05,?,?,?,?,0.49,8.8,?
?,?,0.24,?,0.052,?,214.0,?,?,0.47,?,5.0
6.8,0.27,0.26,16.1,?,?,?,?,?,0.5,?,5.0
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,?
?,0.54,?,?,0.05,?,236.0,?,3.2,0.5,9.6,?
?,?,?,13.9,0.034,39.0,134.0,?,?,0.53,12.0,?
5.8,0.28,?,2.3,?,36.0,114.0,0.9924,3.28,?,?,4.0
6.4,0.21,0.5,11.6,0.042,?,?,?,3.15,0.43,?,5.0
7.0,0.16,?,8.3,?,?,126.0,0.9958,3.21,0.34,9.2,5.0
?,0.44,?,6.2,0.049,?,124.0,0.9968,?,?,9.9,4.0
6.8,0.57,0.29,2.2,?,?,?,0.9938,3.32,?,?,5.0
6.1,?,0.31,?,0.048,23.0,170.0,?,3.22,0.77,9.5,?
5.6,0.245,0.25,?,?,12.0,68.0,0.994,3.31,0.34,?,5.0
?,?,?,1.4,0.038,?,111.0,0.9918,3.32,0.59,11.2,?
?,?,0.32,8.3,0.045,?,126.0,0.9958,?,?,?,5.0
6.7,0.13,?,?,0.051,31.0,122.0,?,?,0.37,9.7,6.0
?,0.25,0.25,?,0.03,35.0,?,0.9912,3.3,0.44,11.1,7.0
5.8,?,0.24,9.2,?,55.0,152.0,0.9961,3.31,?,9.4,5.0
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,?,0.33,?,?
5.8,0.26,?,9.2,?,55.0,152.0,?,3.31,?,9.4,5.0
?,0.28,0.24,?,0.044,60.0,167.0,0.9989,3.31,?,9.4,5.0
7.5,?,?,7.0,0.036,?,161.0,0.9938,3.04,?,11.0,5.0
?,?,?,7.0,0.036,?,164.0,?,3.03,0.33,?,5.0
?,0.685,?,9.5,?,?,?,0.9971,?,0.55,?,6.0
6.2,?,0.25,?,?,35.0,?,0.9912,3.3,0.44,11.1,7.0
?,0.19,?,0.8,?,?,?,0.9936,?,0.39,9.1,?
6.3,?,0.22,?,0.046,31.0,140.0,0.9929,3.39,0.54,10.4,6.0
7.1,0.24,0.41,?,0.046,?,?,?,3.32,0.39,?,5.0
6.4,?,?,2.4,0.048,41.0,200.0,?,?,0.5,9.7,?
?,0.25,0.32,?,0.041,66.0,272.0,0.9969,3.17,?,?,6.0
6.4,0.17,0.32,?,?,41.0,200.0,0.9938,3.5,?,9.7,?
7.1,0.24,?,17.8,0.046,?,145.0,0.9998,3.32,?,8.7,5.0
6.8,0.64,0.08,?,0.062,26.0,142.0,?,?,0.46,8.9,?
8.3,0.28,?,7.8,?,38.0,?,0.9976,?,?,?,?
8.2,0.27,?,7.8,0.039,?,208.0,?,?,0.51,9.5,6.0
?,?,0.38,14.3,?,55.0,?,0.9979,3.09,?,9.0,6.0
7.2,?,0.38,14.3,?,55.0,?,0.9979,?,0.44,?,6.0
7.2,?,?,?,?,?,194.0,?,?,0.44,9.0,?
7.2,0.23,?,14.3,?,55.0,194.0,0.9979,3.09,0.44,9.0,6.0
6.8,0.52,0.32,?,?,?,221.0,0.9972,3.27,?,?,6.0
7.0,0.26,?,1.4,0.037,?,120.0,0.9918,3.34,?,?,?
6.2,?,0.21,?,0.039,28.0,159.0,?,?,?,?,?
7.3,0.32,?,13.7,0.05,?,?,?,3.2,?,8.7,?
7.7,?,?,7.8,0.031,?,90.0,?,3.13,?,10.4,5.0
7.1,?,?,2.4,0.026,?,100.0,0.9903,3.15,0.38,11.4,?
?,0.24,?,2.7,?,?,218.5,0.9934,3.3,0.58,9.7,6.0
6.9,0.4,0.56,11.2,?,?,142.0,?,3.14,0.46,?,5.0
6.1,0.18,0.36,?,0.038,20.0,?,0.9923,?,?,11.3,?
6.8,0.21,0.27,2.1,0.03,?,139.0,?,3.16,?,?,?
5.8,?,0.27,1.4,?,12.0,77.0,?,?,?,10.9,7.0
?,?,0.26,1.4,?,12.0,?,0.9905,3.25,0.37,10.9,7.0
6.1,?,?,10.4,?,18.0,?,?,3.38,0.45,10.0,?
5.9,0.21,0.28,4.6,?,40.0,199.0,?,3.72,?,?,4.0
?,0.26,?,16.2,0.074,41.0,?,?,?,0.5,9.8,?
?,0.4,?,?,0.043,40.0,?,0.9975,3.14,?,8.7,5.0
5.8,?,?,3.5,0.029,?,109.0,0.9913,3.53,0.43,?,?
?,0.24,0.39,1.5,0.054,?,?,0.9932,3.21,?,9.3,6.0
6.7,0.26,0.39,1.1,0.04,?,147.0,?,3.32,0.58,9.6,8.0
6.3,0.35,0.3,?,?,8.0,?,?,?,0.41,?,7.0
?,0.35,?,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,?,7.0
?,0.23,0.39,?,0.032,23.0,?,0.9912,3.32,?,11.8,6.0
5.8,0.36,?,?,0.037,3.0,75.0,0.9904,3.28,?,?,4.0
6.9,?,0.35,5.4,?,?,108.0,0.9939,?,0.42,10.2,?
?,0.29,?,?,?,36.0,?,0.9996,2.93,0.47,8.9,?
6.9,0.28,0.4,8.2,?,?,95.0,?,3.17,0.33,10.2,5.0
?,0.29,?,?,0.045,?,231.0,0.9977,?,0.59,9.6,?
?,0.24,?,1.2,0.038,?,167.0,?,3.1,0.48,?,?
?,0.29,0.4,19.45,0.043,36.0,156.0,?,2.93,0.47,8.9,5.0
6.9,0.32,0.26,8.3,?,32.0,180.0,0.9965,?,0.51,?,?
5.3,0.58,0.07,?,0.043,34.0,?,0.9944,?,?,9.7,5.0
?,0.585,0.07,7.1,0.044,34.0,?,0.9945,3.34,0.57,9.7,?
?,0.59,?,?,0.045,?,147.0,?,3.34,0.57,9.7,?
6.9,0.32,0.26,?,?,?,180.0,0.9965,3.25,0.51,?,6.0
5.2,?,0.07,?,0.044,33.0,147.0,0.9944,?,0.58,9.7,5.0
?,0.25,?,13.1,0.051,44.0,?,?,?,0.38,9.3,?
6.6,?,0.3,5.1,0.057,30.0,?,?,3.24,0.38,9.0,5.0
?,?,0.54,10.7,?,59.0,234.0,0.9966,?,?,9.5,5.0
6.6,0.19,?,8.9,0.046,51.0,169.0,?,?,?,?,?
6.7,?,0.41,?,?,?,?,0.9954,?,?,?,6.0
7.7,0.26,?,?,0.042,9.0,60.0,?,2.89,?,10.6,?
6.8,0.32,?,?,0.044,?,67.0,0.9919,3.05,?,?,4.0
7.0,0.3,0.49,?,0.036,?,?,?,3.26,0.68,12.4,7.0
?,?,?,2.8,0.034,?,112.0,0.99,3.19,0.38,12.6,8.0
6.1,0.31,0.58,5.0,?,36.0,114.0,0.9909,3.3,0.6,12.3,8.0
6.8,0.44,0.37,5.1,?,?,201.0,0.9938,?,0.65,10.5,?
?,?,0.3,?,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5.0
?,?,0.24,15.4,0.055,?,?,?,?,0.49,8.8,5.0
7.3,0.32,0.25,7.2,0.056,?,180.0,0.9961,3.08,0.47,8.8,5.0
?,0.28,0.33,15.7,0.053,51.0,?,0.9978,3.22,0.51,?,?
7.2,0.23,0.39,14.2,0.058,49.0,?,0.9979,?,0.48,?,?
7.2,0.23,0.39,14.2,?,49.0,192.0,?,?,?,9.0,7.0
7.2,0.23,?,?,0.058,?,192.0,?,2.98,?,9.0,7.0
7.2,0.23,?,14.2,0.058,?,192.0,?,2.98,?,9.0,7.0
?,0.15,?,5.8,0.041,?,?,?,3.52,0.46,?,6.0
7.4,0.28,?,19.8,0.066,?,195.0,1.0,2.96,?,?,5.0
6.2,0.28,0.22,?,?,?,157.0,0.9957,?,?,?,?
?,?,0.38,1.6,?,34.0,182.0,0.9968,3.23,0.38,8.5,3.0
6.3,0.33,0.27,1.2,0.046,?,?,?,3.37,?,9.4,6.0
8.3,0.39,?,10.6,0.045,33.0,?,0.9976,3.09,?,9.4,5.0
?,0.19,?,3.8,0.041,82.0,?,?,3.19,0.6,?,7.0
7.5,0.17,0.44,?,0.046,65.0,146.0,?,3.17,?,10.0,6.0
?,0.17,?,2.1,0.043,27.0,122.0,?,3.15,?,?,6.0
?,?,0.0,1.6,?,36.0,?,?,?,0.67,?,6.0
8.3,?,0.35,0.9,0.05,?,?,0.992,?,0.38,?,?
6.1,0.41,0.0,?,0.063,36.0,?,0.9914,?,?,10.8,6.0
?,?,?,?,0.055,42.0,?,0.9914,?,?,11.1,6.0
7.3,?,?,?,0.057,?,?,0.9949,3.2,0.41,9.9,6.0
7.3,0.41,?,?,0.057,41.0,?,?,3.2,0.41,?,6.0
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,?,0.41,9.9,5.0
?,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6.0
6.2,0.33,0.27,4.9,0.036,?,?,0.9927,?,0.42,?,?
?,0.31,?,4.8,?,36.0,?,?,?,0.41,10.4,?
6.1,0.36,0.27,2.1,0.035,16.0,?,?,?,0.71,11.5,7.0
5.0,0.55,0.14,8.3,?,35.0,?,0.9918,?,0.51,12.5,8.0
7.8,0.25,0.41,?,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6.0
?,0.36,0.21,6.7,?,51.0,166.0,?,3.29,?,10.0,6.0
5.8,?,0.21,?,0.04,?,?,0.9941,3.29,?,?,5.0
?,0.28,0.6,1.1,0.132,?,?,0.9934,?,0.44,9.1,?
6.8,0.25,?,4.7,?,34.0,?,0.9927,3.21,0.38,?,6.0
?,?,?,7.7,0.031,36.0,135.0,?,?,?,10.5,?
5.9,?,?,7.85,?,?,133.0,0.9933,?,?,?,7.0
?,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,?,6.0
?,0.1,?,1.1,0.041,15.0,?,?,3.61,0.61,10.3,7.0
?,0.24,0.35,?,0.031,36.0,?,0.9938,3.19,0.37,?,?
6.8,?,0.34,4.7,0.031,34.0,134.0,0.9927,?,0.38,10.6,6.0
6.8,?,0.44,9.3,0.031,35.0,137.0,?,?,0.36,10.4,?
?,0.41,0.51,2.0,?,11.0,?,0.993,?,?,11.4,5.0
7.5,0.27,0.31,5.8,0.057,131.0,?,0.9946,3.18,0.59,10.5,5.0
?,0.26,0.41,15.15,?,38.0,216.0,0.9976,?,0.6,?,6.0
6.4,0.34,?,?,?,?,?,0.9944,3.19,0.65,?,?
6.5,?,0.35,15.4,?,55.0,195.0,0.9978,3.23,0.5,9.6,6.0
7.2,0.21,0.41,?,0.036,?,?,0.992,3.17,0.51,10.4,?
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,?,0.6,12.5,?
?,0.24,?,?,0.032,37.0,?,?,?,?,?,?
6.3,0.23,0.3,1.8,?,16.0,91.0,0.9906,3.28,0.4,11.8,6.0
6.5,0.28,0.34,9.9,0.038,30.0,?,0.9954,3.11,?,9.8,?
5.6,0.26,?,5.7,0.031,?,?,0.9923,3.25,0.38,?,?
6.3,0.23,0.3,1.8,?,?,?,0.9906,?,0.4,11.8,?
6.3,?,?,?,0.036,?,105.0,0.991,3.32,?,11.2,6.0
5.8,?,0.27,?,?,?,?,0.9972,3.28,0.42,9.3,6.0
?,?,0.4,1.3,0.047,?,?,0.9945,?,0.53,10.4,?
?,0.18,0.35,?,0.049,49.0,?,?,3.43,?,10.2,7.0
7.4,?,?,?,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,?
?,0.24,0.36,?,0.047,?,129.0,0.9948,?,0.54,?,6.0
6.4,0.26,?,9.7,0.044,?,?,0.9962,?,?,9.1,6.0
5.4,?,?,3.0,0.053,46.0,144.0,0.9931,3.29,0.76,?,5.0
?,?,?,3.0,0.052,?,145.0,0.993,3.29,?,10.0,6.0
?,0.145,0.33,4.6,0.05,?,131.0,0.9942,?,0.4,9.6,6.0
5.6,?,?,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,?,?
6.7,0.19,0.41,15.6,?,?,155.0,?,3.2,?,8.8,?
?,0.18,?,13.6,0.052,38.0,?,0.998,3.15,?,10.0,6.0
7.6,0.17,?,?,0.054,?,137.0,?,3.15,?,?,5.0
