@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,0.46,?,?,0.066,62.0,207.0,0.9939,?,0.52,9.8,?
?,0.31,0.26,?,?,?,?,0.9954,3.13,0.46,9.8,6.0
6.9,0.19,0.35,5.0,0.067,?,150.0,0.995,?,0.48,?,?
7.2,0.19,0.31,1.6,0.062,31.0,173.0,?,3.35,0.44,?,6.0
6.6,0.25,0.29,?,0.068,?,124.0,0.9914,3.34,?,?,7.0
6.2,?,0.33,?,?,21.0,82.0,0.991,3.32,?,10.9,?
?,?,0.35,?,0.045,?,?,?,3.31,0.35,?,?
6.8,?,0.59,0.9,0.147,?,132.0,?,3.05,0.38,9.1,6.0
6.9,?,0.35,?,?,29.0,191.0,0.9908,3.13,0.52,?,6.0
7.2,0.21,0.34,11.9,0.043,37.0,?,0.9962,3.09,0.5,9.6,?
6.0,?,0.26,?,0.048,?,147.0,0.9972,?,?,8.9,?
?,?,0.15,4.6,0.044,?,?,0.9931,?,?,?,6.0
7.4,0.2,0.36,?,0.038,?,?,0.9926,3.36,?,?,?
?,0.22,0.24,4.9,0.092,30.0,?,0.9951,?,0.46,?,6.0
?,?,0.26,12.4,0.048,50.0,147.0,0.9972,?,0.36,8.9,6.0
7.0,0.47,0.07,1.1,?,17.0,151.0,?,?,?,10.5,?
6.6,0.38,0.15,?,0.044,?,78.0,0.9931,?,0.38,10.2,6.0
?,0.24,?,1.4,?,31.0,?,?,3.15,0.46,10.3,?
6.2,?,?,1.2,0.064,?,?,0.9934,?,0.54,?,?
?,0.26,0.24,?,0.04,27.0,?,0.9903,3.22,?,12.6,?
6.7,0.25,0.13,?,0.041,81.0,?,?,?,0.42,9.8,?
6.7,0.23,?,?,0.046,30.0,96.0,0.9926,3.33,0.64,?,?
7.4,?,?,10.1,?,?,?,0.9962,3.13,0.35,9.5,?
6.2,0.27,?,7.8,?,48.0,?,?,?,0.51,?,?
?,0.3,0.23,?,0.061,50.5,?,?,?,0.6,9.5,?
?,0.27,0.28,4.8,?,31.0,201.0,?,?,0.71,?,5.0
?,0.23,?,1.0,0.054,9.0,72.0,0.9941,2.95,?,9.1,?
6.7,?,0.31,?,?,?,?,?,3.33,?,10.7,?
7.4,?,0.29,?,0.05,?,?,0.9962,3.13,0.35,9.5,5.0
7.1,?,?,1.4,0.043,?,87.0,0.9898,3.26,0.37,?,7.0
7.0,0.32,0.34,?,0.042,?,69.0,0.9912,3.31,0.65,?,7.0
7.4,0.18,0.3,8.8,0.064,?,?,?,2.94,?,?,?
6.7,?,0.28,5.4,0.06,21.0,?,0.9949,?,?,9.0,5.0
6.8,0.22,0.31,?,?,34.0,114.0,0.9929,?,?,10.6,6.0
7.1,?,0.34,?,0.05,51.0,?,0.9985,3.21,0.6,?,6.0
?,0.34,0.2,?,?,?,?,?,3.17,?,10.0,?
?,?,0.3,?,?,42.0,207.0,0.9966,3.33,?,9.5,6.0
?,0.43,0.61,11.8,?,54.0,?,0.9974,3.11,0.45,?,5.0
?,0.44,?,?,?,52.0,?,0.9975,3.12,0.46,8.7,6.0
?,0.39,0.63,11.0,?,55.0,156.0,0.9974,?,0.44,8.7,?
?,?,?,13.3,?,?,?,?,?,?,9.7,6.0
7.1,0.43,?,11.8,?,54.0,155.0,?,?,0.45,?,5.0
7.1,0.44,0.62,?,0.044,52.0,?,0.9975,?,0.46,?,6.0
7.2,0.39,0.63,11.0,0.044,55.0,?,0.9974,?,0.44,8.7,6.0
6.1,0.27,?,7.5,?,?,?,?,3.12,?,9.0,?
6.9,0.24,0.33,1.7,?,47.0,?,0.99,?,0.4,12.6,7.0
6.9,?,0.33,1.8,0.034,48.0,136.0,0.9899,?,?,12.6,7.0
7.5,?,?,1.7,0.04,?,?,0.9916,3.21,?,11.5,?
7.1,?,?,?,?,62.0,?,0.9969,3.04,0.42,?,?
6.0,0.34,0.66,15.9,0.046,?,?,?,3.14,0.5,8.8,?
?,0.265,0.36,1.2,0.034,15.0,80.0,?,2.95,?,11.4,7.0
?,0.36,0.46,?,?,4.0,83.0,?,?,0.3,?,?
?,?,?,15.9,?,26.0,?,0.9979,?,0.5,?,6.0
7.4,?,0.37,13.5,0.06,52.0,?,?,3.0,?,9.1,5.0
7.1,?,0.32,?,?,?,?,0.9962,?,?,9.4,5.0
6.0,0.21,0.24,12.1,0.05,55.0,?,?,3.34,?,?,5.0
?,0.305,0.4,18.9,?,44.0,170.0,?,?,?,?,5.0
7.4,0.25,0.37,?,0.06,52.0,192.0,?,?,?,9.1,?
?,0.13,0.32,14.4,?,34.0,109.0,0.9974,3.2,0.35,9.2,6.0
?,?,?,?,0.054,?,162.0,0.9962,?,0.41,9.4,5.0
7.1,?,?,16.5,?,?,171.0,0.999,3.16,0.59,9.1,6.0
?,?,?,?,?,60.0,171.0,0.999,3.16,0.59,?,6.0
6.9,?,0.28,1.3,0.051,37.0,187.0,0.9927,?,0.6,10.3,?
6.5,?,0.54,8.5,0.082,?,?,0.9959,2.89,0.39,?,6.0
7.2,0.27,0.46,18.75,?,45.0,?,1.0,3.04,?,?,?
7.2,?,0.5,13.3,0.056,?,195.0,0.9982,?,?,?,5.0
?,?,0.34,?,?,29.0,?,0.9968,3.22,?,9.1,?
?,?,0.34,9.2,0.049,?,?,0.9968,3.22,?,?,5.0
5.5,0.485,0.0,1.5,0.065,8.0,103.0,?,?,?,9.7,?
?,0.31,0.24,3.3,?,?,143.0,?,3.31,0.44,?,6.0
?,0.14,?,?,0.035,16.0,85.0,?,3.19,?,11.8,?
7.2,?,0.5,13.3,?,?,195.0,?,3.01,?,9.2,?
?,?,?,?,0.06,?,196.0,0.9982,?,0.5,?,5.0
?,?,0.04,?,0.046,?,?,0.9934,3.22,?,10.2,?
7.8,?,0.32,12.2,0.054,42.0,138.0,0.9984,?,0.54,8.8,?
7.4,0.16,?,6.85,0.059,31.0,131.0,?,3.29,0.34,9.7,5.0
?,?,?,?,0.058,14.0,146.0,0.9952,?,?,9.1,6.0
6.4,?,?,?,0.092,?,?,0.9928,3.21,?,?,?
6.7,0.19,0.36,?,?,63.0,143.0,0.9912,3.27,0.48,11.0,6.0
7.4,?,0.23,?,?,29.0,?,0.994,3.14,0.42,10.5,5.0
?,?,0.32,?,0.038,?,?,0.9958,3.45,0.54,9.7,?
?,0.3,0.56,2.8,?,47.0,?,0.9924,3.3,?,10.9,7.0
?,0.3,?,?,0.046,?,184.0,?,3.31,?,10.9,?
5.7,0.26,0.25,10.4,?,7.0,?,0.994,3.39,0.37,?,?
?,0.24,?,7.6,0.038,?,?,0.9958,3.45,0.54,9.7,7.0
6.5,?,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,?,5.0
?,0.24,?,?,0.035,46.0,188.0,?,?,?,?,5.0
6.8,0.27,?,8.1,?,55.0,203.0,?,3.19,0.52,8.9,5.0
6.7,?,?,?,0.036,44.0,?,0.9979,3.26,0.56,?,?
?,0.23,?,1.2,0.027,36.0,121.0,0.992,?,0.38,?,6.0
?,0.37,?,10.5,0.045,?,155.0,?,3.16,0.44,8.7,5.0
?,?,?,?,0.035,?,96.0,?,3.15,0.54,10.8,7.0
?,0.28,0.39,1.9,?,?,79.0,?,?,0.52,11.8,?
6.3,0.31,0.34,?,0.045,?,77.0,0.9927,3.3,?,10.2,5.0
?,0.37,0.67,10.5,0.045,49.0,?,0.9975,3.16,?,?,5.0
7.9,?,?,1.2,0.039,38.0,107.0,0.992,?,0.54,?,?
8.5,0.21,?,?,0.036,24.0,99.0,0.9947,3.18,?,9.7,6.0
?,?,?,2.0,0.037,19.0,?,0.9921,?,0.54,11.2,6.0
?,?,?,1.1,0.04,?,114.0,0.9905,?,?,?,?
?,0.16,0.27,?,?,53.0,168.0,0.9918,3.28,?,?,6.0
6.4,0.595,?,5.2,?,15.0,?,0.9951,3.38,0.36,?,?
?,0.34,?,4.6,?,?,?,0.9917,3.38,?,12.0,7.0
6.9,?,?,4.1,?,23.0,116.0,0.994,?,?,?,?
7.9,?,0.38,8.0,?,?,?,?,3.12,?,11.5,?
7.6,?,0.46,?,0.055,?,?,?,3.14,0.43,9.9,6.0
6.9,0.25,?,4.1,?,23.0,116.0,0.994,?,0.38,?,?
?,?,0.41,1.2,?,41.0,?,0.9919,?,0.45,10.4,5.0
8.2,?,?,7.5,0.049,12.0,76.0,0.9966,3.06,?,9.7,6.0
7.4,?,0.42,14.0,?,?,198.0,0.9979,2.89,?,?,?
?,0.24,?,?,0.066,48.0,198.0,0.9979,2.89,?,?,6.0
6.1,?,0.24,1.5,0.036,38.0,124.0,?,?,0.42,12.4,7.0
5.2,?,?,?,?,43.0,119.0,0.9894,?,0.33,12.1,8.0
5.2,0.44,0.04,1.4,0.036,?,119.0,0.9894,3.36,0.33,?,8.0
?,0.32,?,1.5,?,?,124.0,?,3.29,0.42,12.4,?
?,0.22,?,14.5,?,?,?,0.998,2.98,0.4,9.1,5.0
6.3,0.36,0.3,4.8,0.049,14.0,?,0.9932,?,0.39,?,?
7.4,0.24,?,14.0,0.066,48.0,198.0,?,?,?,?,6.0
?,0.24,0.35,?,?,?,?,0.997,3.15,0.5,9.5,?
?,?,0.36,?,0.051,?,177.0,0.9972,3.16,0.49,9.8,5.0
8.4,0.27,0.46,?,0.048,39.0,197.0,?,3.14,?,9.6,6.0
6.7,0.46,0.18,?,?,25.0,?,0.9896,?,?,?,?
?,?,0.31,8.95,0.055,20.0,?,0.9968,?,?,9.3,5.0
?,0.42,?,9.85,?,?,110.0,0.9958,2.87,0.29,?,?
?,?,0.46,?,0.066,?,?,0.9906,3.12,0.54,?,6.0
?,0.19,?,?,0.045,?,96.0,?,?,?,?,?
7.6,?,?,?,0.037,4.0,100.0,0.9902,3.03,?,?,4.0
?,0.22,0.43,4.55,?,31.0,?,0.9918,?,?,11.5,?
7.5,?,0.31,17.7,?,33.0,173.0,0.999,?,0.64,10.2,5.0
6.9,0.23,0.4,7.5,0.04,?,?,?,3.11,0.27,11.4,?
?,0.32,?,5.1,?,?,?,0.991,3.03,?,12.6,?
5.9,0.23,0.3,12.9,?,57.0,170.0,?,3.28,0.39,9.4,?
6.0,?,?,?,0.06,?,?,?,3.11,0.35,8.7,?
6.4,0.25,?,?,?,?,?,0.995,?,?,?,6.0
?,0.33,?,?,0.048,42.0,?,?,?,0.66,?,?
?,0.34,?,1.2,0.053,?,?,0.9936,3.09,?,9.2,5.0
6.8,0.28,0.4,?,0.048,48.0,167.0,1.001,2.93,?,?,?
6.9,0.27,?,?,0.05,?,?,?,3.18,?,9.6,6.0
?,0.26,0.56,11.9,0.043,64.0,226.0,0.997,?,?,9.3,?
6.8,?,0.56,?,?,?,230.0,?,3.02,0.63,9.3,5.0
?,?,0.41,9.4,?,?,166.0,?,?,0.61,9.9,?
5.9,?,0.23,4.2,0.038,42.0,?,?,?,?,?,?
?,0.53,?,?,0.034,26.0,?,?,?,?,12.7,?
6.5,0.28,?,8.5,?,?,?,0.9962,3.09,0.54,?,4.0
6.6,0.28,0.28,8.5,0.052,?,211.0,?,3.09,0.55,8.9,?
?,0.28,0.4,22.0,?,48.0,167.0,?,?,0.5,8.7,5.0
?,0.28,?,8.0,0.045,?,123.0,0.9928,?,0.37,11.4,?
?,?,0.34,5.1,0.055,34.0,?,?,3.36,0.42,9.6,5.0
6.4,0.29,?,3.6,?,?,181.0,0.9942,3.02,0.41,9.1,5.0
6.4,0.3,0.45,3.5,0.197,?,180.0,0.9942,3.02,?,9.1,6.0
?,0.29,0.44,3.6,?,75.0,?,0.9942,3.01,0.38,9.1,?
?,0.26,?,7.8,?,54.0,214.0,0.9961,?,?,8.9,5.0
?,0.32,0.24,?,0.05,52.0,204.0,?,3.1,0.49,8.8,5.0
?,0.26,0.24,7.8,?,?,?,0.9961,?,0.47,?,5.0
?,0.27,?,16.1,0.049,?,196.0,?,3.15,0.5,?,5.0
7.1,?,0.24,13.1,?,52.0,?,?,3.1,?,?,?
?,0.54,0.32,?,0.05,?,236.0,0.9973,3.2,0.5,?,?
?,0.26,0.34,13.9,?,?,134.0,?,3.33,?,?,?
5.8,?,0.35,?,?,36.0,114.0,0.9924,3.28,0.5,?,?
6.4,?,0.5,?,?,45.0,153.0,?,?,?,?,5.0
?,?,0.32,8.3,?,?,126.0,0.9958,3.21,0.34,?,5.0
10.2,0.44,0.88,6.2,0.049,?,?,?,2.99,0.51,9.9,?
6.8,0.57,0.29,2.2,?,15.0,77.0,?,?,?,?,?
6.1,?,0.31,0.9,0.048,?,170.0,0.993,3.22,?,9.5,6.0
?,0.245,0.25,9.7,0.032,12.0,68.0,?,?,?,10.5,?
?,0.18,0.38,1.4,?,35.0,111.0,0.9918,3.32,0.59,11.2,?
?,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,?,?
6.7,0.13,0.29,?,?,?,122.0,0.9944,3.44,0.37,9.7,?
?,0.25,0.25,1.4,0.03,?,105.0,?,3.3,0.44,11.1,7.0
5.8,?,0.24,?,0.044,55.0,?,?,3.31,?,9.4,5.0
7.5,0.27,?,?,0.036,?,?,0.9939,3.03,?,?,5.0
5.8,0.26,0.24,?,?,?,152.0,0.9961,3.31,0.38,?,5.0
?,0.28,?,?,?,?,167.0,?,3.31,0.44,9.4,5.0
7.5,?,?,?,?,43.0,161.0,?,3.04,?,11.0,?
?,0.27,?,7.0,0.036,45.0,164.0,?,3.03,0.33,11.0,?
?,?,?,9.5,0.07,?,172.0,?,3.0,?,?,6.0
6.2,0.25,0.25,1.4,0.03,35.0,105.0,?,?,0.44,11.1,?
6.5,0.19,0.3,0.8,0.043,33.0,144.0,?,3.42,0.39,?,?
?,0.495,0.22,1.8,0.046,?,140.0,0.9929,3.39,?,10.4,6.0
7.1,?,0.41,17.8,?,39.0,145.0,0.9998,?,?,?,5.0
?,?,0.32,2.4,?,41.0,?,?,?,?,9.7,6.0
?,?,?,?,0.041,?,272.0,0.9969,3.17,?,9.1,?
6.4,0.17,0.32,2.4,0.048,41.0,200.0,?,3.5,0.5,?,6.0
7.1,?,?,17.8,?,39.0,145.0,0.9998,3.32,0.39,8.7,5.0
6.8,0.64,0.08,9.7,?,?,?,?,3.37,0.46,8.9,4.0
?,0.28,0.4,7.8,0.041,38.0,?,?,3.34,0.51,9.6,6.0
8.2,0.27,?,?,0.039,49.0,?,?,3.31,0.51,9.5,6.0
7.2,?,?,14.3,0.058,?,194.0,?,?,0.44,?,6.0
?,?,0.38,14.3,?,?,?,0.9979,3.09,0.44,9.0,6.0
?,?,?,?,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,?
7.2,0.23,0.38,?,0.058,55.0,194.0,0.9979,?,0.44,9.0,6.0
6.8,0.52,?,13.2,0.044,?,?,?,3.27,0.5,9.6,?
?,0.26,0.59,1.4,?,40.0,120.0,0.9918,3.34,0.41,11.1,?
6.2,0.25,?,15.55,?,28.0,?,0.9982,3.48,0.64,9.6,?
7.3,?,0.23,13.7,?,49.0,197.0,?,?,0.46,8.7,?
7.7,?,0.26,?,0.031,23.0,90.0,?,3.13,0.5,10.4,?
?,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,?,?,?
?,0.24,0.34,2.7,0.047,64.5,?,0.9934,3.3,?,9.7,6.0
6.9,0.4,?,?,0.043,40.0,142.0,0.9975,3.14,0.46,?,?
6.1,?,0.36,?,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6.0
6.8,0.21,0.27,2.1,0.03,26.0,?,0.99,?,0.61,?,7.0
5.8,?,0.27,?,?,?,77.0,?,?,?,?,?
?,?,?,1.4,?,12.0,?,0.9905,3.25,?,10.9,7.0
?,0.41,?,?,?,18.0,?,?,?,0.45,10.0,?
5.9,0.21,?,4.6,0.053,40.0,199.0,?,3.72,?,?,4.0
8.5,0.26,0.21,?,?,41.0,?,0.998,3.02,?,9.8,3.0
?,?,0.56,11.2,0.043,40.0,?,?,?,?,8.7,5.0
5.8,0.24,0.44,?,?,5.0,109.0,0.9913,?,?,11.7,?
?,?,0.39,?,?,37.0,158.0,?,?,0.52,9.3,?
6.7,?,?,?,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,8.0
?,0.35,?,5.7,?,?,97.0,0.9927,?,0.41,?,7.0
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,?,?,7.0
?,0.23,0.39,1.8,?,?,118.0,?,3.32,0.5,?,?
?,?,?,0.9,?,3.0,75.0,0.9904,3.28,0.34,?,?
6.9,0.115,0.35,?,0.048,?,108.0,0.9939,3.32,?,?,6.0
?,0.29,0.4,19.45,?,36.0,?,0.9996,2.93,0.47,8.9,5.0
6.9,?,?,8.2,0.036,15.0,?,?,3.17,0.33,10.2,?
7.2,?,0.4,?,0.045,?,231.0,?,3.08,0.59,9.6,6.0
6.2,?,0.35,?,0.038,?,167.0,?,3.1,0.48,?,6.0
?,0.29,0.4,19.45,?,36.0,156.0,0.9996,2.93,?,8.9,5.0
6.9,0.32,0.26,?,0.053,32.0,180.0,?,3.25,?,9.2,6.0
5.3,?,?,?,?,?,149.0,0.9944,3.34,0.57,?,?
5.3,0.585,?,?,?,34.0,145.0,0.9945,3.34,0.57,?,6.0
?,0.59,?,?,?,36.0,147.0,0.9944,3.34,?,9.7,?
6.9,?,?,8.3,0.053,32.0,180.0,0.9965,?,0.51,?,6.0
5.2,?,?,?,0.044,33.0,147.0,0.9944,3.33,?,9.7,?
5.8,0.25,?,13.1,?,44.0,148.0,0.9972,3.29,0.38,9.3,5.0
?,0.58,?,5.1,?,?,123.0,?,?,?,?,5.0
7.0,?,0.54,10.7,?,59.0,?,?,?,0.61,9.5,5.0
6.6,?,0.41,8.9,0.046,51.0,169.0,0.9954,?,?,9.8,6.0
6.7,?,0.41,9.1,?,?,166.0,?,3.14,?,?,6.0
?,0.26,?,?,?,?,?,0.9915,?,?,10.6,5.0
6.8,?,0.34,1.2,0.044,14.0,67.0,?,?,?,10.6,?
?,?,?,4.7,?,?,?,?,3.26,?,12.4,7.0
?,0.24,0.36,?,0.034,?,?,0.99,3.19,0.38,?,?
6.1,0.31,0.58,5.0,?,36.0,?,0.9909,3.3,0.6,?,8.0
6.8,?,0.37,5.1,?,46.0,201.0,0.9938,3.08,?,?,4.0
?,?,?,15.6,?,?,?,0.9982,3.19,0.49,?,5.0
?,?,?,?,0.055,46.0,198.0,0.9988,3.12,?,8.8,?
7.3,0.32,?,7.2,0.056,47.0,180.0,?,?,?,8.8,?
6.5,0.28,0.33,?,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6.0
?,0.23,0.39,14.2,0.058,?,?,0.9979,2.98,?,?,?
7.2,0.23,?,14.2,?,49.0,192.0,?,?,0.48,?,?
7.2,0.23,0.39,?,?,49.0,192.0,0.9979,2.98,0.48,9.0,7.0
?,0.23,?,14.2,?,49.0,?,?,2.98,0.48,9.0,?
5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,?,?
?,0.28,0.42,19.8,?,?,?,1.0,2.96,0.44,9.1,5.0
6.2,0.28,?,?,0.041,?,?,0.9957,3.44,0.64,?,7.0
9.1,?,0.38,1.6,?,?,?,0.9968,3.23,?,8.5,3.0
?,0.33,?,1.2,?,?,175.0,0.9934,?,?,9.4,6.0
8.3,0.39,?,?,?,33.0,?,?,3.09,?,?,5.0
?,?,?,?,?,82.0,187.0,0.9932,?,?,11.2,7.0
7.5,0.17,0.44,11.3,?,?,146.0,?,?,?,?,?
?,0.17,0.5,?,?,27.0,122.0,?,3.15,0.45,10.3,?
?,?,?,?,?,?,?,?,?,?,?,6.0
8.3,0.2,0.35,?,?,?,?,?,3.13,0.38,10.5,?
?,0.41,?,1.6,?,36.0,?,0.9914,?,?,10.8,6.0
6.0,0.29,0.21,1.3,0.055,?,?,?,3.32,0.43,?,?
7.3,?,?,?,?,?,163.0,0.9949,3.2,?,?,?
7.3,?,0.24,6.8,0.057,?,163.0,?,3.2,0.41,?,6.0
?,0.43,?,?,0.058,?,?,0.995,3.2,0.41,?,?
?,0.4,0.24,6.7,?,41.0,166.0,0.995,3.2,0.41,9.9,?
6.2,?,0.27,4.9,0.036,?,134.0,0.9927,3.2,0.42,10.4,7.0
6.2,0.31,?,4.8,0.037,?,148.0,?,?,?,10.4,6.0
6.1,0.36,?,?,?,16.0,100.0,?,?,0.71,?,?
?,0.55,?,?,?,35.0,?,?,?,?,12.5,?
7.8,?,?,?,?,?,149.0,?,3.36,0.45,10.0,?
5.7,0.36,?,6.7,?,?,?,?,3.29,0.63,10.0,6.0
5.8,?,0.21,?,?,50.0,167.0,?,?,0.62,?,5.0
6.8,0.28,?,1.1,?,?,?,0.9934,?,?,9.1,6.0
6.8,?,?,4.7,?,?,?,0.9927,3.21,0.38,10.6,?
6.6,0.24,?,?,0.031,36.0,135.0,0.9938,?,0.37,10.5,5.0
5.9,0.3,0.47,?,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,?
?,0.125,?,3.3,?,?,69.0,0.9934,3.54,0.59,10.1,?
6.0,?,?,1.1,?,15.0,65.0,0.9927,?,0.61,10.3,7.0
?,?,0.35,7.7,?,?,135.0,0.9938,3.19,?,10.5,5.0
6.8,?,0.34,4.7,?,34.0,134.0,0.9927,?,0.38,?,6.0
?,?,0.44,9.3,?,35.0,137.0,0.9946,?,0.36,?,?
8.3,0.41,?,2.0,0.046,?,?,?,3.02,?,11.4,5.0
?,?,0.31,5.8,0.057,?,?,0.9946,?,?,10.5,?
7.9,?,?,15.15,?,38.0,216.0,0.9976,?,0.6,?,6.0
?,0.34,0.23,?,?,37.0,?,0.9944,3.19,?,?,?
?,0.28,0.35,15.4,?,55.0,?,0.9978,?,?,9.6,6.0
7.2,?,?,?,0.036,?,?,0.992,3.17,0.51,?,?
?,0.32,?,4.8,?,34.0,101.0,0.9912,3.36,0.6,12.5,8.0
?,0.24,0.34,?,?,?,?,?,?,?,10.6,5.0
6.3,0.23,?,1.8,0.033,?,91.0,0.9906,?,0.4,11.8,?
6.5,?,0.34,?,0.038,30.0,133.0,0.9954,3.11,?,?,5.0
?,0.26,0.26,5.7,?,?,80.0,?,3.25,0.38,?,5.0
6.3,0.23,?,?,0.033,?,?,?,?,0.4,?,?
?,0.23,0.33,?,0.036,15.0,?,0.991,3.32,0.42,11.2,6.0
?,0.27,0.27,12.3,?,55.0,170.0,0.9972,?,0.42,9.3,6.0
5.9,?,0.4,1.3,0.047,?,139.0,0.9945,?,0.53,10.4,?
?,?,0.35,?,?,?,141.0,?,3.43,0.85,10.2,7.0
7.4,?,?,7.8,0.045,?,?,?,?,?,?,7.0
8.0,0.24,0.36,1.5,?,17.0,?,?,3.2,0.54,10.0,6.0
?,0.26,0.42,9.7,?,?,140.0,0.9962,?,0.47,?,6.0
?,0.31,?,3.0,0.053,?,144.0,0.9931,3.29,?,?,5.0
5.4,?,0.47,?,0.052,47.0,145.0,?,3.29,0.75,10.0,6.0
7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,?,?
?,0.34,?,1.3,0.031,?,68.0,?,?,0.51,11.2,?
6.7,?,?,15.6,0.056,75.0,?,?,3.2,0.44,?,?
?,0.18,0.46,?,0.052,?,?,0.998,3.15,?,10.0,?
7.6,0.17,?,11.2,0.054,56.0,?,?,?,?,?,5.0
?,0.12,0.36,?,0.044,47.0,?,0.9914,3.27,0.74,11.4,7.0
?,?,?,6.85,0.038,32.0,?,0.992,3.03,0.3,?,?
5.5,0.335,0.3,?,?,?,?,?,3.14,0.51,9.6,6.0
?,0.33,?,?,0.038,32.0,138.0,0.992,3.03,0.3,?,?
