@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
?,?,76.0,?,?,8.0,?,40.0,?,?,?,405.0,139.0,?,?,7.0,192.0,?,saab
?,?,?,?,65.0,12.0,213.0,31.0,?,?,223.0,?,232.0,66.0,?,?,192.0,?,?
93.0,?,?,145.0,?,?,?,43.0,20.0,160.0,?,?,189.0,77.0,2.0,4.0,183.0,?,van
91.0,?,?,?,55.0,?,?,51.0,18.0,146.0,159.0,?,156.0,?,1.0,8.0,?,?,?
?,42.0,66.0,122.0,?,6.0,148.0,46.0,?,?,?,?,?,88.0,?,14.0,180.0,182.0,bus
?,47.0,81.0,?,64.0,11.0,156.0,?,20.0,?,?,352.0,188.0,?,6.0,13.0,184.0,?,?
?,?,79.0,176.0,?,9.0,?,?,?,?,184.0,?,?,?,0.0,?,?,?,?
?,?,63.0,?,51.0,6.0,?,47.0,19.0,130.0,162.0,299.0,146.0,77.0,2.0,4.0,?,185.0,saab
?,38.0,?,174.0,66.0,7.0,?,43.0,?,133.0,?,?,130.0,?,4.0,24.0,189.0,?,saab
98.0,55.0,101.0,?,?,9.0,?,?,24.0,168.0,236.0,?,245.0,72.0,1.0,?,?,?,opel
101.0,?,62.0,175.0,?,6.0,?,?,?,?,?,?,165.0,?,7.0,11.0,202.0,?,?
101.0,?,?,185.0,53.0,6.0,?,26.0,?,168.0,?,956.0,230.0,?,?,26.0,?,184.0,?
?,?,66.0,151.0,61.0,?,?,50.0,?,?,?,265.0,?,62.0,9.0,3.0,201.0,?,van
97.0,44.0,?,?,?,?,185.0,36.0,?,?,202.0,?,?,?,4.0,8.0,191.0,?,?
?,?,?,133.0,55.0,?,?,?,20.0,160.0,?,354.0,176.0,74.0,5.0,?,182.0,?,van
?,?,103.0,?,66.0,?,209.0,?,24.0,?,222.0,653.0,?,?,?,?,191.0,?,opel
?,?,68.0,?,52.0,5.0,?,53.0,18.0,?,?,?,142.0,75.0,8.0,?,?,?,van
103.0,50.0,98.0,?,63.0,9.0,?,34.0,?,?,?,567.0,185.0,64.0,?,?,198.0,204.0,?
77.0,38.0,63.0,?,59.0,5.0,?,52.0,?,130.0,145.0,247.0,?,79.0,?,?,?,187.0,?
96.0,?,?,?,50.0,?,?,?,18.0,?,162.0,?,?,?,?,?,?,183.0,?
83.0,42.0,?,156.0,67.0,?,?,45.0,?,?,?,?,159.0,?,?,?,?,?,?
?,45.0,86.0,?,69.0,?,184.0,?,22.0,?,?,523.0,183.0,72.0,?,4.0,194.0,197.0,bus
?,?,?,143.0,?,7.0,?,?,19.0,?,?,?,156.0,?,18.0,?,184.0,188.0,?
81.0,?,?,125.0,57.0,?,?,?,?,?,169.0,323.0,172.0,?,6.0,18.0,?,184.0,bus
?,55.0,?,?,69.0,11.0,?,30.0,25.0,178.0,?,?,216.0,?,6.0,?,?,?,opel
?,?,?,?,68.0,9.0,?,46.0,?,147.0,?,305.0,171.0,?,?,11.0,?,?,van
?,49.0,84.0,?,?,?,?,34.0,22.0,154.0,?,558.0,?,?,?,?,195.0,?,bus
?,?,?,?,?,10.0,?,31.0,?,175.0,226.0,?,?,?,3.0,6.0,185.0,193.0,opel
97.0,59.0,?,227.0,?,?,224.0,?,25.0,?,225.0,?,?,?,10.0,25.0,?,?,opel
92.0,39.0,91.0,?,62.0,?,176.0,?,21.0,?,196.0,?,?,?,?,23.0,192.0,?,?
?,37.0,53.0,111.0,54.0,?,126.0,?,18.0,128.0,135.0,227.0,147.0,82.0,?,15.0,176.0,?,?
?,?,89.0,147.0,?,11.0,?,44.0,?,145.0,?,338.0,163.0,?,11.0,23.0,?,199.0,?
101.0,?,?,203.0,?,9.0,195.0,34.0,?,?,?,571.0,210.0,68.0,5.0,5.0,191.0,198.0,opel
?,?,83.0,?,?,?,?,38.0,?,134.0,?,445.0,152.0,?,0.0,10.0,?,?,?
?,40.0,62.0,140.0,?,7.0,150.0,?,?,?,?,?,?,82.0,?,3.0,180.0,?,?
104.0,52.0,?,?,66.0,5.0,?,31.0,24.0,?,227.0,666.0,218.0,76.0,?,?,193.0,191.0,bus
?,44.0,?,113.0,50.0,?,?,45.0,19.0,147.0,171.0,?,189.0,88.0,?,?,179.0,182.0,?
87.0,46.0,?,?,66.0,?,?,?,?,146.0,?,?,189.0,?,?,0.0,186.0,190.0,bus
99.0,?,92.0,?,65.0,5.0,?,?,?,?,?,?,214.0,?,5.0,?,191.0,?,?
94.0,?,?,?,?,?,?,52.0,18.0,132.0,155.0,?,?,?,1.0,?,?,196.0,van
?,?,80.0,?,?,?,?,?,?,135.0,172.0,?,?,76.0,8.0,30.0,?,193.0,?
?,40.0,?,?,?,?,?,44.0,19.0,136.0,?,342.0,?,72.0,?,?,193.0,197.0,?
110.0,58.0,106.0,?,?,?,?,?,?,171.0,?,?,?,?,9.0,?,181.0,182.0,?
?,41.0,84.0,141.0,58.0,9.0,149.0,?,?,145.0,172.0,330.0,162.0,?,?,?,?,200.0,van
?,?,60.0,?,?,5.0,119.0,56.0,?,?,?,?,?,72.0,2.0,?,?,?,van
?,?,?,209.0,75.0,?,?,38.0,?,138.0,189.0,?,161.0,69.0,3.0,12.0,?,201.0,bus
?,37.0,57.0,116.0,?,6.0,125.0,?,?,125.0,142.0,229.0,?,?,?,5.0,?,184.0,?
?,55.0,?,222.0,?,?,?,31.0,24.0,?,?,?,229.0,71.0,3.0,?,188.0,199.0,?
94.0,38.0,84.0,158.0,55.0,?,?,?,20.0,?,196.0,?,?,69.0,9.0,15.0,?,195.0,opel
?,52.0,100.0,191.0,59.0,9.0,197.0,33.0,23.0,?,?,?,234.0,70.0,10.0,10.0,?,198.0,saab
?,48.0,87.0,162.0,?,10.0,?,?,?,161.0,?,363.0,?,?,?,?,184.0,?,?
?,45.0,66.0,154.0,?,?,?,?,19.0,144.0,168.0,?,177.0,?,2.0,?,?,?,?
97.0,50.0,?,?,?,?,214.0,?,24.0,?,?,683.0,218.0,72.0,7.0,?,188.0,?,opel
89.0,42.0,80.0,151.0,?,6.0,?,?,?,?,?,?,?,?,?,?,?,189.0,?
86.0,43.0,68.0,?,62.0,?,150.0,44.0,19.0,?,?,?,164.0,75.0,4.0,9.0,188.0,192.0,?
?,46.0,?,219.0,?,9.0,201.0,33.0,23.0,?,?,602.0,?,69.0,5.0,?,191.0,?,?
87.0,?,?,124.0,?,6.0,?,?,?,144.0,170.0,?,171.0,?,?,12.0,?,?,?
?,45.0,?,?,126.0,?,148.0,45.0,?,?,237.0,?,?,?,1.0,?,181.0,?,bus
?,42.0,85.0,174.0,66.0,9.0,?,?,?,?,168.0,?,?,?,11.0,5.0,?,?,van
?,?,?,150.0,64.0,7.0,128.0,?,?,?,?,246.0,159.0,69.0,14.0,?,?,196.0,van
92.0,?,?,?,?,?,114.0,?,17.0,132.0,?,194.0,?,?,?,5.0,190.0,?,?
102.0,45.0,?,?,65.0,5.0,?,33.0,?,?,225.0,576.0,?,?,0.0,?,?,?,?
108.0,?,103.0,?,64.0,10.0,?,?,25.0,?,?,711.0,214.0,73.0,11.0,10.0,188.0,199.0,saab
?,?,?,209.0,64.0,11.0,197.0,34.0,23.0,?,212.0,575.0,?,65.0,?,33.0,?,?,opel
?,?,?,?,59.0,?,150.0,45.0,?,?,176.0,331.0,133.0,?,?,16.0,?,?,?
80.0,44.0,?,135.0,?,?,?,?,19.0,?,170.0,329.0,173.0,?,7.0,12.0,180.0,?,bus
?,48.0,79.0,?,68.0,6.0,?,35.0,22.0,153.0,?,?,?,?,5.0,?,195.0,195.0,?
89.0,40.0,?,159.0,65.0,9.0,144.0,46.0,?,?,168.0,?,143.0,?,0.0,?,190.0,200.0,van
94.0,?,?,?,64.0,?,156.0,43.0,19.0,?,?,?,?,?,4.0,14.0,?,?,?
77.0,38.0,75.0,?,59.0,?,147.0,?,19.0,132.0,167.0,?,136.0,80.0,?,?,?,187.0,?
88.0,?,?,121.0,58.0,?,?,59.0,17.0,122.0,?,192.0,138.0,74.0,?,4.0,182.0,187.0,?
93.0,43.0,?,133.0,?,?,?,?,?,?,174.0,?,165.0,?,12.0,13.0,184.0,196.0,?
95.0,?,88.0,?,?,11.0,?,?,20.0,?,176.0,371.0,185.0,71.0,12.0,?,?,?,van
?,45.0,?,?,65.0,8.0,?,?,23.0,?,231.0,611.0,189.0,?,?,?,189.0,?,opel
109.0,?,?,?,69.0,12.0,?,31.0,25.0,169.0,?,712.0,212.0,72.0,13.0,?,188.0,?,saab
85.0,?,?,128.0,?,?,150.0,?,19.0,?,168.0,324.0,173.0,82.0,?,14.0,?,184.0,?
?,?,79.0,?,?,?,?,37.0,21.0,158.0,189.0,?,194.0,70.0,?,10.0,197.0,202.0,bus
89.0,?,?,?,53.0,?,134.0,?,18.0,127.0,151.0,266.0,?,79.0,?,14.0,?,185.0,?
90.0,?,?,142.0,?,11.0,160.0,43.0,20.0,?,?,370.0,?,76.0,10.0,11.0,183.0,192.0,?
92.0,?,?,?,?,9.0,?,?,19.0,?,?,?,?,?,9.0,0.0,?,206.0,?
90.0,?,?,?,?,6.0,?,?,?,?,137.0,?,132.0,68.0,22.0,?,?,195.0,?
85.0,?,71.0,150.0,?,8.0,?,46.0,?,147.0,?,?,179.0,?,2.0,?,187.0,196.0,?
90.0,46.0,?,?,62.0,11.0,?,?,20.0,?,?,366.0,186.0,74.0,?,?,185.0,193.0,van
89.0,?,?,148.0,62.0,?,?,?,?,?,?,323.0,?,?,?,?,?,189.0,?
?,?,66.0,?,?,22.0,149.0,?,19.0,?,?,?,155.0,?,6.0,16.0,184.0,191.0,?
97.0,45.0,88.0,?,67.0,10.0,157.0,?,?,?,?,?,157.0,67.0,?,?,?,?,?
?,?,95.0,209.0,?,7.0,?,?,?,150.0,216.0,?,?,73.0,?,?,?,?,bus
100.0,?,?,?,60.0,?,?,?,?,147.0,?,578.0,?,73.0,?,?,189.0,197.0,?
?,36.0,77.0,165.0,?,7.0,?,45.0,19.0,?,?,?,131.0,?,?,?,?,203.0,saab
97.0,?,?,186.0,?,?,?,36.0,22.0,?,208.0,511.0,168.0,?,?,?,?,?,saab
98.0,39.0,?,121.0,?,7.0,134.0,?,?,142.0,?,261.0,?,75.0,?,1.0,?,?,van
?,?,100.0,163.0,?,10.0,213.0,31.0,?,173.0,?,?,?,?,?,?,187.0,195.0,opel
?,47.0,83.0,322.0,133.0,48.0,?,43.0,20.0,?,?,?,?,?,0.0,14.0,184.0,?,?
86.0,?,75.0,?,?,?,?,?,?,163.0,170.0,371.0,?,75.0,3.0,?,?,192.0,?
87.0,?,64.0,?,?,?,133.0,?,18.0,142.0,?,?,159.0,67.0,?,?,?,201.0,?
88.0,37.0,63.0,?,58.0,?,125.0,?,?,?,141.0,?,145.0,74.0,14.0,20.0,184.0,188.0,?
91.0,42.0,?,?,66.0,?,148.0,?,19.0,145.0,171.0,331.0,147.0,70.0,?,5.0,?,199.0,?
?,37.0,80.0,?,58.0,9.0,?,?,?,132.0,?,373.0,?,60.0,3.0,?,201.0,209.0,saab
81.0,?,63.0,125.0,?,8.0,?,46.0,?,?,?,?,172.0,86.0,7.0,7.0,?,?,?
106.0,49.0,107.0,?,?,11.0,214.0,31.0,24.0,161.0,?,670.0,?,?,0.0,39.0,?,206.0,?
?,?,?,?,?,?,?,?,?,?,171.0,329.0,?,85.0,?,?,179.0,183.0,?
?,?,80.0,186.0,62.0,7.0,?,?,20.0,?,?,406.0,?,?,11.0,?,?,?,opel
103.0,?,?,218.0,64.0,12.0,222.0,30.0,?,?,?,?,?,67.0,?,?,?,?,opel
100.0,?,85.0,?,64.0,11.0,163.0,?,20.0,?,?,?,?,?,?,0.0,189.0,196.0,?
?,40.0,76.0,171.0,?,?,?,44.0,?,135.0,?,?,144.0,?,?,17.0,192.0,200.0,?
90.0,?,?,172.0,59.0,?,?,42.0,19.0,?,?,360.0,158.0,61.0,?,?,?,?,saab
?,36.0,64.0,?,?,?,?,49.0,?,?,161.0,279.0,?,67.0,?,29.0,?,204.0,van
104.0,50.0,?,?,65.0,10.0,?,?,22.0,?,?,527.0,?,65.0,?,?,195.0,?,?
94.0,?,?,?,74.0,6.0,184.0,35.0,22.0,?,208.0,525.0,?,?,4.0,22.0,196.0,?,bus
93.0,?,72.0,?,62.0,?,?,?,?,124.0,?,334.0,125.0,?,5.0,?,?,210.0,?
106.0,49.0,106.0,?,?,?,208.0,32.0,24.0,158.0,224.0,?,184.0,?,1.0,24.0,?,202.0,saab
?,40.0,?,154.0,?,?,144.0,?,?,?,168.0,311.0,149.0,?,8.0,?,188.0,?,?
110.0,?,?,?,?,?,?,?,?,169.0,280.0,?,?,85.0,?,6.0,184.0,?,?
?,?,?,149.0,?,?,?,?,?,?,168.0,?,134.0,?,10.0,?,197.0,?,?
?,?,?,131.0,56.0,?,?,?,18.0,145.0,156.0,240.0,152.0,74.0,5.0,4.0,189.0,190.0,?
?,39.0,?,152.0,?,?,?,?,?,136.0,?,?,140.0,70.0,1.0,33.0,187.0,?,saab
?,?,75.0,?,?,?,?,44.0,?,?,?,?,?,?,?,?,?,198.0,?
82.0,?,53.0,?,59.0,?,?,51.0,18.0,128.0,152.0,259.0,146.0,87.0,?,0.0,177.0,183.0,?
?,52.0,?,218.0,?,11.0,?,33.0,23.0,164.0,?,?,192.0,65.0,?,2.0,197.0,?,?
98.0,?,?,191.0,64.0,9.0,?,40.0,?,138.0,?,415.0,?,62.0,?,?,197.0,?,saab
85.0,40.0,?,?,?,?,?,50.0,18.0,?,?,?,150.0,68.0,?,?,191.0,?,saab
98.0,54.0,?,?,?,?,213.0,?,?,?,?,?,217.0,73.0,1.0,26.0,?,?,?
103.0,54.0,91.0,?,?,11.0,?,?,?,?,?,?,198.0,?,1.0,?,?,198.0,opel
?,?,?,?,57.0,?,153.0,43.0,?,128.0,?,349.0,124.0,60.0,?,?,?,?,?
?,?,?,191.0,?,12.0,213.0,31.0,?,162.0,?,674.0,?,?,?,2.0,191.0,199.0,saab
82.0,?,68.0,139.0,64.0,6.0,147.0,?,?,?,?,320.0,184.0,80.0,0.0,1.0,181.0,?,?
?,38.0,?,?,52.0,?,?,53.0,?,139.0,157.0,243.0,132.0,?,0.0,?,?,?,van
108.0,51.0,?,197.0,?,?,211.0,31.0,?,160.0,222.0,661.0,?,?,7.0,3.0,?,?,?
?,?,103.0,?,?,?,247.0,27.0,27.0,166.0,266.0,?,?,?,?,11.0,181.0,?,bus
?,45.0,81.0,?,?,9.0,?,46.0,19.0,?,164.0,313.0,?,?,?,14.0,?,?,van
?,?,98.0,?,59.0,6.0,?,?,24.0,?,228.0,680.0,?,?,8.0,?,?,189.0,bus
?,?,?,150.0,?,11.0,156.0,?,20.0,?,171.0,354.0,188.0,?,?,?,185.0,?,?
?,40.0,?,?,73.0,?,?,41.0,?,134.0,?,?,148.0,73.0,1.0,?,193.0,?,bus
84.0,39.0,?,180.0,60.0,?,?,?,?,131.0,?,469.0,?,71.0,?,?,190.0,198.0,?
89.0,44.0,?,160.0,66.0,?,144.0,?,?,147.0,166.0,312.0,?,?,11.0,1.0,?,?,bus
93.0,37.0,73.0,174.0,?,?,151.0,43.0,?,?,?,?,?,68.0,?,?,196.0,?,?
?,44.0,?,137.0,?,?,?,49.0,18.0,146.0,?,?,?,?,10.0,3.0,?,?,?
102.0,?,?,?,68.0,?,?,32.0,24.0,164.0,?,?,?,?,?,?,189.0,?,saab
?,?,?,116.0,56.0,?,123.0,?,17.0,?,?,?,?,78.0,3.0,16.0,178.0,?,opel
?,?,?,?,66.0,7.0,?,44.0,?,?,?,?,?,67.0,4.0,?,?,207.0,?
84.0,?,?,122.0,?,?,116.0,59.0,?,?,?,196.0,?,76.0,?,?,?,?,?
103.0,?,?,209.0,66.0,10.0,203.0,33.0,?,149.0,217.0,612.0,210.0,?,9.0,?,191.0,199.0,?
100.0,?,?,?,?,5.0,176.0,36.0,21.0,138.0,?,479.0,151.0,72.0,7.0,?,?,?,bus
91.0,42.0,81.0,193.0,?,?,169.0,?,?,137.0,?,434.0,156.0,68.0,?,23.0,?,204.0,bus
?,?,?,?,?,?,157.0,?,20.0,?,184.0,?,186.0,69.0,13.0,?,?,196.0,opel
101.0,?,105.0,?,?,10.0,?,?,?,?,222.0,653.0,224.0,?,?,?,?,195.0,?
90.0,?,?,?,64.0,8.0,?,?,?,126.0,?,?,142.0,66.0,?,20.0,192.0,?,opel
97.0,?,?,?,?,9.0,?,?,?,155.0,?,494.0,189.0,?,20.0,11.0,?,?,?
?,40.0,81.0,?,68.0,10.0,146.0,?,19.0,139.0,?,?,?,70.0,0.0,13.0,189.0,?,?
?,43.0,76.0,?,?,7.0,149.0,?,?,?,172.0,335.0,?,?,?,0.0,189.0,?,saab
?,?,?,199.0,59.0,?,?,27.0,26.0,168.0,258.0,866.0,245.0,?,?,?,?,184.0,?
?,?,86.0,167.0,60.0,7.0,158.0,42.0,?,131.0,181.0,?,144.0,?,9.0,21.0,?,196.0,saab
?,43.0,66.0,130.0,?,7.0,152.0,44.0,?,?,?,?,?,?,6.0,?,?,185.0,bus
107.0,?,104.0,231.0,?,?,219.0,31.0,25.0,?,?,?,?,?,19.0,?,?,196.0,?
?,?,72.0,?,?,?,?,44.0,?,144.0,?,?,?,?,0.0,?,183.0,?,?
?,46.0,71.0,130.0,56.0,?,?,44.0,?,149.0,?,342.0,191.0,81.0,?,?,180.0,186.0,?
?,44.0,?,?,?,?,147.0,46.0,19.0,143.0,173.0,317.0,183.0,81.0,6.0,17.0,181.0,?,bus
93.0,?,?,163.0,?,?,156.0,44.0,?,158.0,?,355.0,?,?,7.0,15.0,?,?,van
90.0,36.0,?,171.0,?,8.0,?,42.0,?,?,?,?,123.0,?,?,?,?,204.0,saab
?,54.0,?,171.0,?,?,221.0,?,25.0,?,227.0,727.0,201.0,69.0,15.0,?,190.0,198.0,opel
?,55.0,100.0,?,62.0,?,212.0,?,?,175.0,217.0,?,219.0,73.0,?,?,?,?,?
89.0,40.0,58.0,137.0,?,?,122.0,?,?,?,146.0,?,?,?,?,?,199.0,206.0,van
?,47.0,81.0,149.0,62.0,?,147.0,?,?,152.0,171.0,?,181.0,72.0,?,?,188.0,?,?
92.0,?,79.0,176.0,?,?,162.0,?,?,?,183.0,?,178.0,?,2.0,?,191.0,198.0,?
?,?,?,121.0,55.0,7.0,149.0,?,?,?,167.0,?,172.0,85.0,?,?,?,182.0,?
?,46.0,?,?,65.0,?,149.0,?,?,146.0,170.0,331.0,185.0,77.0,?,6.0,?,188.0,?
?,56.0,100.0,168.0,55.0,11.0,?,?,24.0,?,?,?,?,?,2.0,3.0,?,?,?
94.0,39.0,89.0,194.0,62.0,?,172.0,38.0,?,135.0,?,?,?,63.0,?,?,201.0,209.0,?
?,37.0,?,150.0,?,?,?,?,?,134.0,163.0,?,124.0,?,?,6.0,189.0,195.0,?
?,?,?,?,68.0,7.0,?,?,19.0,?,175.0,?,?,?,?,?,?,197.0,?
104.0,49.0,89.0,?,?,?,212.0,31.0,?,153.0,?,682.0,?,78.0,?,?,190.0,189.0,?
?,36.0,?,?,56.0,?,138.0,48.0,18.0,126.0,?,?,130.0,?,1.0,?,?,?,opel
90.0,39.0,?,169.0,62.0,?,162.0,?,?,?,?,?,147.0,?,1.0,22.0,?,191.0,opel
?,?,?,150.0,?,5.0,152.0,?,?,143.0,175.0,?,177.0,77.0,8.0,?,183.0,187.0,?
?,57.0,103.0,?,69.0,?,219.0,?,25.0,?,?,?,?,73.0,?,?,?,?,opel
?,?,68.0,?,61.0,8.0,?,45.0,19.0,143.0,?,?,180.0,74.0,?,?,185.0,191.0,bus
85.0,?,57.0,?,?,?,114.0,58.0,17.0,135.0,134.0,195.0,145.0,?,?,?,197.0,202.0,van
99.0,?,101.0,?,62.0,?,222.0,?,25.0,?,?,722.0,213.0,?,?,?,?,?,opel
88.0,44.0,85.0,139.0,?,11.0,?,?,20.0,155.0,176.0,?,?,76.0,5.0,16.0,184.0,?,van
100.0,?,?,?,?,?,?,34.0,22.0,?,?,531.0,?,74.0,6.0,?,197.0,198.0,bus
?,44.0,?,?,60.0,?,153.0,?,?,146.0,?,?,178.0,?,?,15.0,182.0,186.0,?
86.0,?,?,?,?,?,?,49.0,?,136.0,155.0,274.0,162.0,74.0,?,14.0,?,189.0,?
?,?,79.0,159.0,63.0,8.0,?,46.0,?,150.0,?,309.0,?,67.0,4.0,?,?,203.0,?
107.0,54.0,?,210.0,66.0,?,218.0,31.0,24.0,169.0,?,?,216.0,71.0,14.0,0.0,?,?,?
94.0,?,66.0,?,62.0,9.0,?,?,18.0,?,159.0,258.0,115.0,?,?,7.0,?,201.0,van
105.0,54.0,?,215.0,?,10.0,208.0,?,24.0,166.0,?,?,218.0,?,14.0,23.0,189.0,?,saab
?,?,?,148.0,?,5.0,150.0,?,19.0,?,165.0,?,?,?,5.0,8.0,182.0,?,saab
85.0,35.0,47.0,110.0,55.0,?,?,57.0,?,122.0,136.0,203.0,139.0,89.0,5.0,?,180.0,184.0,?
85.0,33.0,?,115.0,57.0,3.0,112.0,61.0,17.0,?,130.0,?,127.0,?,?,21.0,181.0,183.0,saab
81.0,44.0,68.0,?,53.0,6.0,151.0,?,19.0,?,?,333.0,178.0,86.0,4.0,5.0,?,?,?
?,?,104.0,189.0,59.0,?,208.0,?,?,163.0,?,642.0,?,70.0,1.0,22.0,?,198.0,?
