@relation dataset

@attribute attr_4 real
@attribute attr_5 {0, 1}
@attribute attr_7 {0, 1}
@attribute attr_10 {0, 1}
@attribute attr_11 {0, 1, 2}
@attribute attr_13 {0, 1, 2}
@attribute attr_14 {0, 1}
@attribute attr_15 {0, 1, 2, 3}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {0, 1, 2}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {0, 1}


@data
35458.0,0,1,0,0,0,?,3,816.0,2.0,?,?,?,?,?,15.0,78.0,1.0,28.0,0.0,2380.0,60.0,?,3.0,?,1.0,30.0,40.0,?,100.0,?
35816.0,0,1,0,0,0,1,?,815.0,2.0,?,?,40.0,?,?,15.5,92.0,?,22.0,9.6,?,?,37.2,?,?,?,?,?,106.66,?,0
?,?,?,?,1,?,?,2,?,7.0,?,?,?,52.0,0.4,?,?,0.625,25.0,0.0,?,?,50.0,0.0,2.5,0.9,?,?,106.66,100.0,0
?,1,?,1,?,?,1,2,821.0,7.0,2,?,50.0,?,?,?,76.0,?,?,3.4,1760.0,?,39.8,?,2.5,?,?,40.0,103.125,?,?
25520.0,?,?,1,?,?,1,2,?,7.0,2,1910.0,45.0,57.0,?,14.0,?,?,?,3.4,?,56.2,?,2.0,2.0,0.8,34.0,?,?,100.0,0
?,?,?,0,0,0,0,2,?,?,?,1910.0,47.0,?,0.4,16.0,?,0.8125,?,0.0,?,?,?,2.0,2.5,?,33.0,?,?,100.0,?
35872.0,0,?,?,?,0,?,?,824.0,9.0,2,1910.0,?,67.0,0.333,16.0,?,?,30.0,1.5,1900.0,?,?,?,2.5,1.1,33.0,?,103.125,?,?
47203.0,1,?,?,2,?,0,0,802.0,?,0,?,50.0,?,?,?,?,0.625,47.0,10.2,1635.0,?,38.8,0.0,?,1.0,40.0,?,?,100.0,?
?,0,?,0,?,0,1,?,?,2.0,?,1911.0,30.0,?,0.3,13.0,94.0,?,?,0.0,?,56.2,?,0.0,?,?,?,40.0,110.0,?,?
37333.0,0,1,0,0,0,?,3,815.0,?,2,1911.0,50.0,60.0,?,?,86.0,?,?,0.0,1500.0,?,?,0.0,2.5,1.0,?,40.0,106.45,100.0,0
25517.0,?,?,1,2,0,?,2,?,?,2,?,?,?,?,14.2,72.0,0.625,25.0,22.7,?,?,?,1.0,2.4,0.9,?,40.0,?,?,0
37333.0,?,1,0,0,0,0,3,815.0,2.0,2,?,?,56.0,?,15.3,80.0,?,20.0,?,1900.0,?,?,0.0,?,1.25,33.0,40.0,106.66,?,0
37994.0,1,1,?,2,?,?,2,821.0,7.0,?,?,?,?,0.233,?,?,?,25.0,?,1850.0,?,?,?,2.0,?,?,40.0,103.125,100.0,0
25513.0,1,1,1,2,0,?,2,821.0,?,?,1910.0,?,49.0,0.2,?,78.0,0.625,20.0,?,1900.0,?,35.2,?,2.5,0.85,34.0,?,106.45,100.0,0
47203.0,1,1,?,?,0,?,?,802.0,2.0,0,1910.0,50.0,50.0,0.2,15.7,?,0.75,?,?,1420.0,?,37.5,?,3.0,?,40.0,?,106.45,100.0,?
?,?,1,1,2,0,1,0,?,7.0,?,?,?,50.0,?,15.5,74.0,?,?,?,?,?,35.7,3.0,3.0,?,40.0,40.0,?,100.0,1
35871.0,0,?,0,0,0,1,?,824.0,9.0,2,?,?,56.0,0.233,16.0,82.0,0.5625,28.0,5.6,2100.0,56.2,38.2,?,1.7,0.4,?,?,103.125,?,?
?,0,?,0,?,?,?,?,824.0,2.0,?,1911.0,35.0,?,0.2,15.0,?,0.8125,40.0,8.6,2100.0,53.8,37.6,8.0,?,1.0,?,?,?,100.0,1
37169.0,?,?,0,0,0,1,?,824.0,2.0,?,?,?,?,0.2,16.0,68.0,0.8125,?,0.0,2400.0,?,41.2,?,2.5,?,33.0,?,103.125,100.0,1
?,0,1,0,?,?,1,2,824.0,9.0,2,1911.0,40.0,?,?,16.0,70.0,0.5625,?,0.0,?,?,41.2,8.0,1.5,?,33.0,40.0,103.125,100.0,1
37822.0,0,?,1,?,0,1,3,816.0,?,0,1911.0,40.0,?,?,?,?,?,?,?,1736.0,?,38.9,0.0,2.5,1.5,35.0,?,?,100.0,1
37822.0,?,1,?,1,?,1,3,816.0,2.0,0,?,?,54.0,?,15.4,78.0,?,34.0,5.7,?,?,?,?,2.5,?,?,40.0,?,100.0,?
37994.0,1,1,1,2,0,0,2,821.0,2.0,2,?,55.0,?,0.267,15.5,79.0,0.625,?,16.7,1850.0,54.3,?,?,2.5,1.0,34.0,40.0,?,?,1
25519.0,?,1,?,?,0,?,?,821.0,7.0,2,?,52.0,64.0,0.4,15.5,?,0.625,?,0.0,?,71.4,28.6,?,2.5,0.9,34.0,?,?,100.0,?
35458.0,0,1,0,?,0,0,?,816.0,9.0,?,1910.0,40.0,?,0.233,?,79.0,?,?,0.0,2300.0,60.2,39.8,0.0,2.5,1.5,?,?,106.45,100.0,?
?,?,?,0,?,0,?,2,824.0,2.0,2,1910.0,?,54.0,?,15.5,76.0,?,?,5.6,2250.0,55.6,38.9,2.0,2.5,1.3,30.0,40.0,?,?,1
?,?,1,?,0,0,?,2,828.0,?,?,1910.0,?,?,0.4,16.0,80.0,0.75,?,?,2250.0,58.8,41.2,0.0,?,1.0,35.0,?,?,?,1
37365.0,0,1,?,?,0,1,?,?,9.0,2,?,47.5,68.0,0.35,16.0,?,?,?,0.0,2250.0,52.1,47.9,0.0,1.5,?,?,40.0,106.45,?,?
35460.0,0,1,0,?,0,?,2,824.0,?,2,1910.0,45.0,?,0.367,15.5,74.0,0.5625,40.0,?,?,52.6,?,2.0,2.5,?,30.0,?,106.45,100.0,1
37365.0,?,1,?,0,?,0,2,?,2.0,?,?,?,70.0,?,14.9,?,0.75,28.0,?,1500.0,?,?,0.0,2.5,?,40.0,?,?,100.0,?
37365.0,0,?,1,?,0,1,?,827.0,?,2,?,37.5,70.0,0.4,15.0,65.0,?,25.0,5.4,1500.0,?,40.2,?,2.3,?,?,40.0,?,100.0,?
37338.0,0,1,?,?,0,1,?,?,2.0,?,1911.0,47.5,60.0,0.4,14.5,74.0,0.8125,?,8.6,1600.0,53.8,37.6,?,2.0,1.5,?,40.0,110.0,100.0,1
35758.0,?,1,?,0,0,?,2,828.0,2.0,2,?,?,62.0,0.267,16.0,84.0,?,?,?,2200.0,58.8,?,4.0,1.4,1.0,?,?,106.45,?,1
35458.0,?,?,0,0,0,1,?,816.0,?,2,?,?,?,0.2,15.5,85.0,?,?,?,?,58.8,41.2,0.0,?,1.0,?,40.0,103.125,?,?
?,0,1,0,0,0,?,?,816.0,2.0,2,1910.0,40.0,64.0,0.233,15.0,82.0,?,31.0,?,2400.0,?,40.0,3.0,2.5,1.0,?,?,?,100.0,?
47203.0,1,1,1,?,0,?,?,802.0,7.0,0,1910.0,?,?,0.367,?,?,?,?,0.0,1700.0,?,37.5,?,3.0,1.0,40.0,?,?,100.0,0
37338.0,0,1,0,0,0,?,?,824.0,9.0,2,?,?,60.0,?,16.0,76.0,0.5625,28.0,5.6,?,55.6,?,0.0,?,0.5,?,40.0,110.0,100.0,?
37915.0,0,1,0,0,?,1,?,?,2.0,?,1910.0,50.0,?,0.4,?,?,0.75,25.0,10.6,?,48.1,41.3,0.0,?,1.3,33.0,40.0,110.0,?,1
37915.0,0,1,0,?,?,?,?,?,?,2,1911.0,?,62.0,?,14.9,?,0.75,26.0,11.0,?,50.0,39.0,0.0,?,?,33.0,40.0,110.0,100.0,1
37305.0,?,?,1,0,0,?,3,815.0,?,2,1911.0,35.0,68.0,?,?,90.0,0.875,?,6.0,1500.0,?,34.5,1.0,2.5,?,?,40.0,106.89,?,0
?,?,1,0,0,?,?,?,828.0,2.0,2,?,40.0,56.0,?,?,82.0,?,?,0.0,2550.0,?,47.4,?,?,1.0,33.0,?,103.22,100.0,1
?,?,?,?,?,?,1,2,828.0,9.0,2,1910.0,?,56.0,0.283,17.0,72.0,0.75,?,?,2550.0,52.6,47.4,0.0,?,1.0,33.0,40.0,103.22,100.0,1
?,0,1,?,0,0,1,?,815.0,?,?,?,30.0,?,0.3,16.0,98.0,0.75,?,?,2050.0,?,?,0.0,?,1.0,?,40.0,100.0,100.0,?
35759.0,?,?,?,?,?,1,?,?,2.0,2,?,45.0,?,0.267,15.6,72.0,0.75,?,5.6,2426.0,?,?,?,2.85,?,30.0,40.0,?,100.0,1
37579.0,0,1,?,0,0,?,2,?,?,2,1910.0,45.0,?,?,?,?,0.75,?,?,2426.0,?,?,0.0,2.7,0.7,30.0,?,103.22,100.0,1
?,0,1,0,?,0,0,3,815.0,9.0,?,?,32.5,?,0.2,15.5,94.0,0.75,30.0,0.5,2050.0,52.6,?,?,?,1.0,33.0,?,?,?,1
?,1,?,?,?,0,0,?,?,9.0,0,1910.0,?,65.0,0.3,?,?,?,32.0,?,1700.0,56.8,39.8,4.0,?,1.0,34.0,?,?,?,0
35528.0,1,1,1,2,0,?,3,816.0,?,?,?,40.0,68.0,0.3,14.0,?,0.75,32.0,?,1742.0,60.0,?,?,2.5,?,40.0,40.0,?,100.0,?
?,0,1,1,0,0,1,?,?,?,2,1910.0,?,64.0,0.2,?,82.0,0.5625,30.0,2.3,1900.0,57.5,?,?,?,?,30.0,40.0,106.45,?,?
37003.0,?,1,?,?,0,1,3,815.0,2.0,0,1910.0,?,?,0.267,16.2,79.0,0.625,?,?,1500.0,?,?,?,?,1.0,38.0,40.0,106.45,100.0,0
37365.0,0,?,1,?,?,?,3,?,?,2,?,35.0,62.0,?,14.5,94.0,1.0,35.0,?,?,63.3,36.7,?,2.5,1.0,?,?,?,100.0,0
37365.0,0,1,?,0,0,1,?,?,?,?,1910.0,?,58.0,0.4,15.0,76.0,1.0,?,?,?,54.3,40.2,?,2.5,1.0,?,40.0,?,100.0,0
?,?,?,0,?,0,?,?,?,?,2,?,40.0,64.0,0.233,15.4,?,?,?,4.4,1835.0,55.5,40.0,2.0,?,1.3,?,?,?,?,1
?,?,1,0,0,?,?,2,?,?,2,?,40.0,?,0.2,16.0,?,0.8125,?,?,?,?,35.7,3.0,2.0,0.7,30.0,?,106.45,?,1
47103.0,?,?,1,?,?,1,3,816.0,?,0,1910.0,47.5,63.0,0.3,?,84.0,0.5,27.0,20.7,?,41.3,38.0,5.0,?,0.3,40.0,33.0,96.7,?,0
?,?,?,1,2,2,1,3,816.0,9.0,0,?,50.0,?,0.3,14.5,84.0,0.25,?,?,?,41.3,?,0.0,3.0,0.6,40.0,?,?,100.0,?
34402.0,1,1,?,2,?,?,?,815.0,9.0,0,1911.0,?,54.0,0.5,16.0,82.0,?,?,15.8,900.0,49.5,34.7,?,?,?,50.0,?,?,?,0
?,0,1,0,0,0,?,2,?,?,1,?,40.0,41.0,0.233,14.0,79.0,0.75,?,0.0,1530.0,61.7,38.3,5.0,3.1,1.8,?,?,?,100.0,1
?,0,1,0,0,?,1,?,815.0,9.0,?,1910.0,?,42.0,?,15.0,76.0,?,30.0,?,?,58.8,?,?,?,?,?,?,?,?,1
36053.0,?,?,?,0,0,?,?,?,2.0,?,1910.0,45.0,42.0,0.233,?,?,0.625,28.0,?,2220.0,54.3,45.7,0.0,2.5,1.0,30.0,35.0,100.0,100.0,?
36859.0,1,?,1,2,0,?,?,?,7.0,0,?,55.0,54.0,?,15.0,?,?,?,3.4,?,56.8,?,0.0,1.0,?,45.0,40.0,103.3,?,?
36859.0,1,1,?,1,?,0,?,?,?,0,1911.0,?,54.0,0.267,15.5,?,?,55.0,0.0,?,62.5,37.5,?,3.0,?,?,40.0,?,?,?
?,0,1,?,?,0,?,3,815.0,2.0,2,?,40.0,38.0,?,16.0,?,?,?,1.1,1900.0,53.8,45.2,0.0,2.5,1.0,?,33.0,?,100.0,?
?,0,1,?,?,?,1,?,?,1.0,0,?,50.0,60.0,?,14.0,75.0,0.625,?,0.0,2000.0,?,34.8,0.0,?,0.0,35.0,40.0,?,100.0,0
?,?,?,1,?,?,1,3,?,9.0,?,?,45.0,?,?,16.0,?,0.375,38.0,?,?,50.0,35.0,?,2.5,0.2,38.0,33.0,96.9,100.0,?
25416.0,1,?,1,2,0,?,?,?,?,?,?,?,41.0,?,18.0,74.0,?,?,?,1900.0,?,?,?,?,?,?,?,100.0,?,0
36858.0,?,1,?,2,0,1,0,802.0,?,?,1910.0,47.5,?,?,14.3,98.0,0.75,55.0,11.7,1600.0,53.2,35.1,?,3.0,1.0,40.0,33.0,100.0,100.0,?
34546.0,0,1,0,?,0,?,?,?,9.0,1,?,?,54.0,?,14.5,80.0,1.0,20.0,?,?,54.3,34.8,0.0,?,?,?,40.0,103.3,100.0,?
36054.0,?,?,0,0,0,?,2,?,2.0,2,1910.0,45.0,55.0,0.3,?,75.0,0.75,?,0.0,?,59.8,?,0.0,?,2.3,30.0,?,96.6,100.0,?
