@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
0.51247,?,0.65626,0.57724,0.59298,?,?,2.2776,0.016001,0.061238,?,8.7861E-4,?,0.6508
0.54893,1.1111,0.63983,?,?,0.15743,0.13081,?,0.021231,?,?,0.0019123,7.3919E-5,?
0.43425,1.095,0.68828,?,0.54211,0.15396,?,3.4462,?,0.073202,0.0053299,0.00134,?,?
0.38501,1.0656,?,?,?,0.13705,0.12292,2.7498,0.033373,0.098907,0.0096879,?,?,1.0015
0.26758,1.1316,?,0.54301,0.77368,0.20311,0.15354,4.2904,0.017945,0.07145,0.0050792,0.0014652,7.2478E-5,?
0.24465,1.047,0.60511,0.56524,?,?,0.12522,?,?,0.127,0.015874,0.006587,1.0798E-4,?
0.39092,1.087,?,0.50961,?,?,0.14082,?,?,0.089135,0.0078824,0.0021177,2.1044E-4,?
0.4042,?,0.65899,0.52833,0.68421,0.1771,0.13017,3.0837,0.029057,0.096836,0.0092902,0.0028927,?,0.82383
0.50692,1.127,0.67203,0.53024,0.75263,0.16792,?,3.0788,0.015279,?,?,7.2847E-4,?,0.67289
0.47565,1.0656,0.69172,?,?,?,0.12987,3.0697,0.023977,0.0842,0.0070397,0.0020845,1.1284E-4,0.77399
0.52382,?,?,?,0.62982,?,0.13674,3.4028,0.026434,?,0.0073064,0.0021373,1.6583E-4,0.90513
0.36462,?,0.67755,0.49042,0.68772,0.14118,0.1243,2.8118,0.037866,0.11692,0.013485,0.0046475,1.769E-4,0.9229
0.52212,?,0.70988,?,0.64912,?,?,?,0.025478,0.085964,0.0073356,?,?,0.82809
0.38203,?,0.6901,0.48549,0.63684,?,?,2.5565,0.027997,?,0.008632,?,?,?
0.27123,1.096,?,?,?,0.13088,0.12815,?,0.021943,0.072882,?,?,2.2058E-4,0.80402
0.44882,1.0118,?,0.57134,0.81053,?,?,2.2486,0.027309,0.088889,0.0078393,?,?,0.86
0.88374,2.4765,0.61389,?,?,0.40448,0.054511,?,0.06489,0.14657,0.021032,0.0067378,3.7204E-4,?
?,2.5959,?,?,?,0.4976,0.024404,0.10839,0.067044,0.1528,?,0.0075708,3.1405E-4,1.6221
?,1.9848,?,0.9418,?,0.55942,0.025524,0.11857,0.080103,0.16692,?,0.0086548,4.265E-4,1.8038
?,?,?,0.87869,0.99123,?,0.056994,?,0.076471,?,0.026095,0.0087482,?,?
?,2.8218,0.66081,0.93335,0.97544,0.43699,0.046152,?,?,?,0.017661,0.0064421,?,1.4027
0.91093,2.6184,0.63236,0.92868,0.99123,0.51584,?,0.080956,0.05094,0.12676,?,0.0047138,3.1804E-4,1.3323
0.92479,2.5638,?,0.96226,?,0.57504,0.0097927,?,0.026156,?,?,0.0040505,4.4661E-5,0.77718
0.90037,2.3499,0.60125,?,0.98421,?,0.03166,?,0.096235,?,?,0.0105,5.0824E-4,2.3052
?,2.3151,?,0.90716,0.98772,?,?,?,0.07597,0.17378,?,0.011448,?,1.6895
0.93377,?,?,?,0.96316,?,0.03571,0.23209,?,0.12917,0.016412,?,1.6113E-4,1.321
?,2.1732,0.57028,0.93013,?,?,0.049062,0.43809,0.072246,?,?,0.010288,2.503E-4,?
?,2.1845,0.56922,0.93969,?,0.52611,0.044598,0.36199,0.060388,?,0.019839,0.0062705,3.1494E-4,1.4969
?,?,0.33723,0.98803,1.0,?,?,?,0.050064,?,0.015486,0.0046629,2.7091E-4,1.3598
0.73281,1.5437,?,?,1.0,?,0.0052593,0.0050342,0.046731,0.1203,0.014265,0.0041563,?,?
0.75285,?,?,0.98701,0.99649,?,0.004611,0.0038695,0.046705,?,0.013556,?,2.8371E-4,1.3539
0.73935,1.5319,0.34987,?,1.0,0.81067,0.0078079,0.011095,0.027888,0.11472,0.01299,0.0060166,?,0.59895
0.63969,1.3612,0.28845,0.98738,?,0.82125,0.0042318,0.0032593,0.080446,0.15813,0.024394,?,6.7629E-4,1.8274
?,?,0.26312,?,1.0,0.82478,?,?,0.070042,0.14655,?,?,?,1.705
?,1.3743,?,0.98646,1.0,0.84494,?,?,0.026853,0.085949,0.007333,0.0020334,1.2813E-4,?
?,?,?,0.98262,1.0,0.78473,?,0.0068862,?,0.17102,?,0.0087725,5.2855E-4,1.7782
?,1.5016,?,?,0.99825,0.80848,0.0037534,0.002564,0.055512,0.12613,0.015659,0.004022,5.0106E-4,?
0.69686,1.4507,?,0.9851,1.0,0.80461,0.0036582,0.0024356,0.038211,?,0.011717,0.003581,1.6657E-4,1.1363
?,1.4024,0.31179,?,1.0,0.81091,0.0068704,0.0085907,0.068206,0.13895,?,0.0049098,?,?
?,1.3988,0.30608,0.98301,?,0.79998,0.0087621,0.013973,?,0.17804,0.030726,?,0.0016787,2.5094
0.64314,1.3574,0.28063,0.98631,0.99825,?,0.0052732,0.0050608,0.058531,0.13108,?,0.0044631,4.8306E-4,1.5136
?,2.455,0.61097,?,0.99825,0.5621,0.0095958,0.016758,0.090447,0.1871,0.033823,0.0115,5.64E-4,?
0.9136,?,0.61341,0.97227,1.0,?,0.0078474,0.011208,0.068427,?,0.020108,?,5.7194E-4,?
?,2.457,0.61108,0.97034,0.97544,0.5645,?,?,0.092547,?,0.034088,?,4.6097E-4,1.8501
0.91378,2.4132,?,?,?,0.56153,?,0.015197,?,?,0.039637,?,?,1.8526
0.85897,1.9723,?,?,?,?,0.0068392,0.0085129,0.046518,?,?,0.0073898,?,1.014
0.91296,2.4862,0.62315,0.96188,1.0,0.51041,0.010684,?,0.064539,0.13678,0.018365,?,5.2757E-4,1.6875
0.93802,2.8087,0.65774,0.97091,1.0,?,0.0067321,?,0.052218,0.13491,0.017874,0.0057374,3.0246E-4,?
0.94058,3.0366,0.69248,?,0.99474,?,0.031219,0.17738,0.038691,0.1076,?,0.0032156,2.4816E-4,?
0.89672,?,0.57689,0.96488,?,?,0.0081422,0.012066,0.062778,?,?,0.0078553,3.1192E-4,1.4575
?,2.2045,0.55605,0.97701,0.99649,0.64214,0.0053433,?,0.102,?,0.036988,0.012562,?,2.0484
0.88246,2.1,0.5486,0.96929,0.99825,0.61897,?,0.0097043,0.10152,?,0.03742,?,4.9125E-4,2.0094
?,?,0.59263,0.97688,0.99825,?,?,?,0.063688,?,0.021208,0.0067017,3.2702E-4,1.5332
?,1.0384,0.48465,0.78118,0.87018,0.30478,?,1.1859,0.047303,0.12619,0.015674,?,?,?
0.56324,?,?,0.77564,?,0.34791,0.069404,0.87668,0.10401,?,0.031125,0.0094494,?,?
0.48967,1.1232,?,0.80214,0.9,0.31034,?,0.9822,0.10125,0.17926,?,0.010102,6.8131E-4,?
0.60319,?,?,?,0.90175,0.23802,0.077022,1.0797,?,0.17976,0.031303,?,?,2.6613
0.53622,?,?,?,0.94386,?,?,0.95013,0.042992,0.12337,0.014993,0.0056501,1.3103E-4,1.2646
0.37902,1.0738,0.5242,?,0.85439,0.26309,0.065312,?,0.067161,?,0.019969,0.0059582,4.0634E-4,?
?,1.0751,?,?,0.77544,0.27241,0.080278,?,0.091322,0.16265,?,0.007318,8.0697E-4,?
?,1.0767,?,0.77952,0.90702,?,?,1.0789,0.084711,0.17213,0.028776,?,3.9644E-4,?
0.44271,?,?,?,0.87018,0.26478,?,1.1497,0.10151,0.1726,0.028929,0.0076406,8.4487E-4,?
0.30574,1.1176,?,?,0.84737,?,0.10064,?,0.074621,?,0.019966,0.0054026,6.2391E-4,2.1403
?,2.695,?,?,?,0.505,?,0.30158,?,?,0.023734,?,?,1.0351
0.90557,?,?,0.95943,0.97368,0.55537,0.023542,?,0.045897,?,0.017724,0.0066757,?,?
?,2.638,0.62859,0.96692,?,0.52269,0.020081,0.07339,0.054145,0.1674,0.027257,?,?,0.8989
0.88965,2.3863,0.59051,0.90564,?,0.5136,0.048934,0.43581,?,0.17454,0.029562,0.013364,2.6357E-4,1.0734
?,3.1174,?,?,0.89298,0.33915,?,3.2956,?,0.14875,0.021648,0.008569,?,?
0.91747,?,0.64091,?,0.98947,0.42531,?,1.4534,?,0.12098,?,0.0047692,?,1.0097
?,2.0997,0.532,0.9358,0.98772,0.5343,?,?,?,0.13592,0.01814,0.0080226,1.0143E-4,0.82059
?,2.4056,0.59137,?,0.98596,0.51229,0.029398,?,0.044185,?,0.0234,0.012336,7.6339E-5,?
0.86988,2.1277,0.53926,0.96257,?,0.64927,0.027899,0.14166,0.026849,0.096968,0.0093152,0.0032376,?,0.7271
0.86675,2.0417,?,0.94477,0.98947,?,?,0.15043,0.031023,0.12007,0.014211,0.0064538,6.947E-5,0.64966
0.96652,3.8162,?,0.82566,?,0.32925,0.1446,3.8052,0.022715,0.10148,0.010193,0.0046292,4.4517E-5,?
0.93396,?,0.66689,0.92543,0.99474,0.45676,0.030052,?,0.015159,0.071198,?,0.0017096,4.8527E-5,?
0.61823,1.2435,?,0.94147,0.9614,0.64089,0.024255,?,0.017543,0.09745,?,0.0051286,1.2841E-5,?
?,1.2296,?,?,0.97368,0.60176,?,0.11719,?,0.070197,?,0.0019323,?,0.37728
?,1.1599,0.47899,0.91562,?,0.45154,0.097205,?,0.013983,0.076408,0.0058043,?,2.5646E-5,0.36029
0.48229,1.1574,0.42617,0.91741,?,0.46699,0.063396,?,0.026522,0.105,0.010904,0.0044681,6.7833E-5,0.63468
0.5684,1.1876,0.48001,0.91247,0.79474,0.3885,0.089162,1.4469,0.027113,0.10182,0.010261,?,1.0673E-4,0.65567
0.62733,1.2441,0.50214,0.90049,0.86667,0.47758,0.092591,1.5603,0.02034,0.091645,0.0083289,0.0033696,4.9071E-5,0.49195
0.58637,?,?,0.93305,0.92105,?,0.041282,?,0.022886,0.093704,?,0.0032291,1.0441E-4,?
0.50771,1.1084,0.25071,?,?,?,0.02595,0.12256,?,0.073509,0.0053745,?,3.1877E-5,?
?,1.2254,0.41835,0.94269,0.95263,0.54871,0.058835,?,0.016202,0.074883,?,0.0018797,?,0.43769
0.63548,?,?,0.89373,?,?,0.077616,1.0964,0.022403,0.10386,0.010672,0.005084,3.1292E-5,0.48911
0.65048,?,?,0.90929,0.89123,0.57594,0.070699,0.9097,0.0093349,?,0.0034924,?,2.2232E-5,0.26169
0.64604,?,0.35457,0.9588,?,0.70641,?,?,?,0.12721,0.015925,0.0037362,0.0012496,1.3596
0.55457,?,?,0.97441,0.99825,0.7824,0.012063,?,0.020129,?,0.0058518,0.0016389,1.2751E-4,?
?,1.2035,?,0.98319,1.0,0.833,0.010317,0.019373,0.029059,0.10265,0.010427,0.003627,1.1748E-4,0.73255
0.6368,1.4266,0.29976,?,0.99825,0.78457,?,0.032608,?,0.084495,0.0070888,?,?,0.913
?,1.4853,?,0.95562,0.99825,0.72952,0.017439,0.05535,0.02413,0.074641,0.0055403,?,3.1921E-4,0.82279
0.58232,1.343,0.29271,0.95055,0.99825,0.71499,0.026876,?,0.068134,?,0.017136,0.0036798,0.0014697,1.6315
0.44567,1.2107,0.20257,?,0.99123,0.80094,?,?,0.020632,0.074115,?,?,1.6174E-4,0.66423
?,?,?,0.97307,0.98246,0.7713,0.012399,?,0.0075996,0.044132,0.0019439,4.9059E-4,3.6857E-5,?
0.11708,1.0944,0.1745,?,1.0,0.81957,0.016114,0.047259,?,?,0.0075278,0.001568,?,1.0292
?,1.3078,0.25925,?,?,0.77065,0.017745,0.057312,0.05341,0.12259,?,0.0035923,0.0012358,1.1886
0.52828,?,0.2238,0.98317,?,0.82495,0.010372,0.01958,0.047482,0.10274,0.010444,0.0019794,?,1.341
?,1.146,?,?,0.99649,0.71333,?,0.057204,?,0.099068,?,0.002653,3.5728E-4,0.87046
0.64897,?,?,0.97406,1.0,0.75323,?,0.046715,0.012025,0.050266,0.0025203,5.1116E-4,?,0.49261
0.72162,1.4686,?,0.91337,0.98596,?,0.046324,?,0.097628,0.18471,0.032992,?,0.001043,1.8296
?,1.3808,0.37798,0.95035,0.99123,?,?,?,0.10429,0.23183,0.051004,0.023571,4.4425E-4,1.5025
?,?,?,?,0.98421,0.60691,0.045977,0.38473,?,?,0.040954,0.015521,?,1.5452
?,?,?,0.92597,0.96842,0.62529,0.045331,0.37399,0.13423,0.2648,0.065523,?,7.4416E-4,1.7493
0.75259,1.5852,0.41155,0.91036,0.99298,?,0.044162,?,0.12959,0.25343,0.060352,0.026003,?,1.813
0.7831,1.5389,0.42639,0.94648,?,0.65478,0.038706,0.27266,0.12607,?,?,0.023259,6.6766E-4,1.8504
?,1.6027,0.44995,?,0.95614,0.62781,0.060707,0.67072,0.12958,0.2522,0.059803,0.025228,9.264E-4,1.7489
0.83094,1.6643,0.49439,?,?,0.65605,?,0.10345,?,0.24766,?,0.025308,7.8336E-4,1.7001
0.7885,?,0.43032,?,1.0,?,0.026783,0.13055,?,?,0.04395,0.013032,0.0010116,?
0.73365,1.5028,0.34887,0.9828,1.0,?,0.0053647,0.005238,0.029255,0.10327,?,0.0043013,9.1642E-5,?
0.82775,1.842,0.48769,0.97383,?,0.68405,0.01619,0.047706,0.022041,0.087963,0.0076781,0.0029651,6.8766E-5,0.68174
0.55626,1.2516,?,0.9802,1.0,0.81411,0.0073087,0.009722,0.056955,0.17933,0.031157,?,?,0.98858
0.29901,1.0375,0.10761,0.98386,?,?,0.011462,?,0.032883,0.096034,0.0091383,?,1.8734E-4,1.0837
?,?,0.16908,0.97886,?,0.71192,0.008864,0.0143,0.037174,0.11384,0.012794,0.0044407,?,1.0089
0.5895,1.2708,0.24364,0.98173,0.99649,0.82082,0.0074388,0.010071,0.041688,0.11576,0.013223,0.0041,2.5724E-4,?
0.322,1.0698,0.13626,0.98017,0.99825,0.81953,?,?,0.076267,?,?,0.014159,?,1.4955
0.482,1.1415,0.15235,0.98536,1.0,0.85572,?,?,?,0.079283,?,0.0017479,1.3143E-4,?
?,2.0754,0.55373,?,?,0.56448,?,0.070316,?,?,0.011839,0.0038499,2.1407E-4,1.0693
0.58138,?,0.21485,0.98704,?,0.83511,0.0046582,?,0.04072,?,?,?,3.3322E-4,1.0368
0.40974,1.0732,0.14538,?,1.0,0.8407,0.0042083,0.0032232,0.04953,0.1489,0.021691,?,1.0258E-4,?
