@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
?,0.50932,?,1.0,?,?,?,?,-1.0,?,?,?,?,-1.0,?,?,0.03623,1.0,?,0.0,0.0,0.0,0.0,-0.16253,0.92236,0.39752,0.26501,0.0,?,1.0,?,0.0,?,0
?,0.99645,0.06468,1.0,?,0.97811,0.02498,0.96112,0.02312,?,0.07808,0.89323,?,?,0.05269,0.88809,?,0.86104,?,?,?,0.83668,0.14442,?,0.13412,0.79476,0.13638,?,?,0.77122,0.1593,0.70941,0.12015,1
?,0.0,0.0,-1.0,?,1.0,1.0,?,?,-1.0,1.0,?,-1.0,1.0,?,?,-1.0,-1.0,1.0,1.0,-1.0,?,1.0,-1.0,1.0,?,-1.0,-1.0,?,?,-1.0,1.0,-1.0,0
1.0,0.67065,?,0.66626,0.05031,?,?,0.08776,0.34081,?,?,0.62099,?,0.78637,0.10976,0.58373,0.18151,?,?,0.53888,?,0.5142,0.22625,0.48838,0.23724,0.46167,?,0.43433,?,0.40663,0.25792,1.0,0.33036,?
?,?,-1.0,0.0,0.0,0.0,0.0,?,1.0,1.0,-1.0,?,?,0.0,?,-1.0,1.0,1.0,?,-1.0,1.0,1.0,0.5625,-1.0,1.0,1.0,1.0,?,-1.0,1.0,1.0,?,1.0,?
1.0,?,?,?,-0.09834,1.0,-0.07649,1.0,-0.10605,?,?,1.0,-0.39489,1.0,?,?,-0.31884,0.86473,-0.34534,0.91693,-0.44072,0.9606,?,0.81874,-0.40372,0.82681,?,0.75784,-0.38231,0.80448,-0.40575,?,-0.45039,?
?,1.0,1.0,?,0.0,0.0,0.0,-1.0,-1.0,?,0.0,0.0,0.0,-1.0,-1.0,?,?,-1.0,?,-1.0,1.0,0.0,0.0,0.0,?,1.0,-1.0,-1.0,?,-1.0,1.0,?,1.0,0
1.0,0.96071,?,1.0,0.04296,?,0.09313,0.90169,?,0.89263,0.0258,0.8325,-0.06142,?,?,0.76544,0.0028,0.75206,?,0.65961,-0.07905,?,?,0.55677,?,?,?,0.49664,-0.01251,0.5131,?,0.52099,?,1
?,-1.0,?,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,?,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,?,1.0,1.0,0.0,?,?,?,1.0,?,1.0,1.0,-1.0,1.0,0.0,0.0,0
?,?,-0.06182,1.0,?,1.0,-0.05131,1.0,-0.01707,?,-0.11726,?,?,0.93392,?,?,-0.07379,?,-0.20367,0.9491,-0.31558,0.80852,-0.31654,0.84932,?,?,?,?,-0.38576,0.54356,-0.26284,?,-0.39487,1
?,1.0,?,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,?,-1.0,?,-1.0,1.0,-1.0,1.0,?,1.0,?,?,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,?,-1.0,?,-1.0,0
1.0,?,-0.08714,1.0,-0.17263,0.86635,?,0.94817,0.61053,0.95473,-0.41382,0.88486,?,0.87937,-0.23433,0.81051,-0.6218,0.12245,-1.0,?,0.11053,?,-0.78547,0.55389,-0.82868,?,?,0.4065,-0.89674,0.32984,-0.92128,?,-1.0,1
0.0,?,-1.0,0.0,?,-1.0,?,?,-0.375,0.0,0.0,?,?,?,0.0,?,-1.0,?,-1.0,1.0,?,?,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,?,?,0
?,1.0,?,1.0,0.17387,?,-0.13308,0.98172,0.6452,1.0,0.47904,1.0,?,1.0,0.70758,1.0,0.82777,1.0,0.95099,?,?,0.98042,1.0,?,?,0.83899,1.0,0.74822,1.0,0.64358,1.0,?,1.0,1
?,-1.0,-1.0,1.0,?,1.0,-1.0,?,1.0,1.0,?,-1.0,-1.0,0.0,0.0,?,1.0,-1.0,-1.0,1.0,?,1.0,?,?,?,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,?
1.0,?,-0.14236,1.0,?,?,-0.23656,1.0,-0.07514,?,-0.2501,1.0,-0.26161,1.0,-0.21975,1.0,-0.38606,?,-0.46162,1.0,-0.35519,?,-0.59661,1.0,?,0.9882,-0.49687,?,-0.7582,?,?,?,?,1
1.0,?,-1.0,?,1.0,1.0,-1.0,?,?,1.0,?,1.0,?,?,?,?,?,?,-0.85583,1.0,1.0,1.0,?,?,0.0,1.0,1.0,1.0,-0.79141,1.0,1.0,1.0,1.0,?
1.0,0.88208,-0.14639,?,-0.11057,0.921,?,?,?,?,-0.31809,0.85269,-0.31463,?,-0.35924,0.80681,?,0.75243,-0.47022,0.70555,-0.47153,0.6615,-0.50085,?,?,?,?,0.50179,-0.59854,?,-0.57377,?,?,1
?,0.71253,?,0.41287,-0.23067,0.98019,-0.09473,0.99709,-0.10236,1.0,?,?,?,?,-1.0,0.8227,-0.17863,?,-0.28257,-0.25914,0.9273,0.51933,0.05456,0.65493,?,?,-0.41307,?,?,0.86136,-0.87354,-0.23186,-1.0,?
?,1.0,-0.15899,0.72314,0.27686,0.83443,?,1.0,-0.28207,1.0,-0.49863,0.79962,-0.12527,0.76837,?,1.0,0.39337,1.0,0.2659,0.96354,?,0.92599,?,1.0,?,1.0,?,?,?,1.0,0.53372,1.0,-0.57758,1
1.0,0.66161,?,1.0,?,1.0,-0.67321,?,-0.40446,1.0,-1.0,?,?,?,?,0.17589,0.70982,?,0.78036,?,?,1.0,-1.0,?,0.85357,?,?,0.95982,?,?,?,1.0,?,?
1.0,1.0,0.00433,1.0,-0.01209,?,?,1.0,-0.07014,0.97839,-0.06256,?,-0.06544,?,-0.07917,0.92561,-0.13665,0.94184,-0.14327,0.99589,?,?,?,?,?,?,-0.17909,?,-0.18552,0.83777,-0.20101,0.83867,-0.20766,1
?,1.0,?,?,-1.0,?,0.0,?,0.0,-1.0,-1.0,0.0,0.0,?,0.0,?,1.0,1.0,1.0,-1.0,1.0,?,1.0,1.0,?,?,?,-1.0,1.0,?,1.0,?,0.0,?
?,?,0.04347,?,0.0228,0.94705,0.05345,?,?,?,0.06348,?,0.12067,?,?,0.88899,0.12722,0.83744,?,?,0.11849,0.77041,0.14222,?,0.11299,?,0.13282,0.66387,0.153,?,0.10754,0.65258,0.11447,1
1.0,?,0.02461,0.99672,?,0.97545,0.07143,0.61745,-1.0,?,?,?,0.5364,?,?,?,?,1.0,?,?,?,0.60138,0.16516,?,0.1639,?,0.16019,?,?,0.38352,0.14677,1.0,1.0,0
1.0,1.0,?,1.0,0.20746,1.0,?,?,0.32213,?,0.39039,0.75474,0.50082,0.79555,?,?,0.60756,?,?,0.47807,0.67135,0.40553,?,?,0.72082,?,?,?,0.70682,0.11372,?,?,0.71444,1
?,?,?,1.0,1.0,1.0,?,?,0.0,?,?,?,1.0,?,?,-1.0,-1.0,0.0875,?,1.0,?,?,?,?,-1.0,?,?,?,-1.0,1.0,?,0.0,0.0,?
1.0,0.90932,0.08791,0.86528,?,1.0,?,0.55187,0.68154,?,0.36719,0.16286,?,0.5762,0.46086,?,?,?,?,0.37824,?,?,0.55826,0.24856,?,?,?,?,0.56101,0.06927,?,0.12137,0.67739,?
?,-0.64286,-1.0,1.0,?,1.0,?,1.0,-0.23393,1.0,?,?,-0.37679,?,-1.0,?,?,1.0,-1.0,1.0,?,-0.84286,?,0.5375,0.85714,1.0,1.0,1.0,?,1.0,-1.0,?,-1.0,0
1.0,?,-0.05785,0.99793,-0.13009,0.98663,-0.1943,0.99374,-0.25843,?,?,0.92651,?,0.89812,?,0.84922,?,0.87433,?,0.79016,?,?,-0.64615,0.68282,?,?,-0.73174,?,?,?,?,0.49195,?,?
?,?,?,0.0,?,0.0,0.0,1.0,1.0,?,1.0,?,0.0,0.0,0.0,-0.375,?,?,?,?,?,?,0.0,-1.0,-1.0,-1.0,?,-1.0,1.0,?,?,0.0,0.0,0
1.0,1.0,-0.0373,?,?,?,-0.11039,0.99838,?,0.98941,?,?,?,0.95288,-0.25099,0.91236,?,?,?,0.89991,-0.34691,?,-0.37643,0.86213,-0.4299,0.83172,-0.43122,0.81433,-0.42593,?,-0.47977,0.75115,-0.50152,?
1.0,0.94598,-0.02685,-1.0,?,-0.36393,?,?,-0.63427,?,?,-0.2902,-0.0055,?,?,0.91921,?,1.0,-0.50424,-0.29735,?,-0.73864,0.37361,0.83872,-0.46734,?,-0.5813,?,?,-0.09634,0.20477,-0.06117,0.41913,0
1.0,0.98166,0.00874,?,-0.03818,?,-0.05699,0.95947,-0.06971,?,?,?,?,0.93369,?,0.94217,-0.11583,?,-0.192,0.88274,-0.17387,0.86257,-0.18739,?,?,?,?,?,?,0.76911,-0.23095,0.74323,?,?
1.0,?,0.0,1.0,0.51724,0.0,0.0,0.10991,-1.0,0.0,0.0,0.0,0.0,?,-0.22414,-0.55711,-0.83297,?,?,0.0,0.0,0.53448,?,?,0.44828,1.0,?,?,?,0.0,?,0.0,?,?
1.0,?,-0.18362,0.43644,?,0.93421,-0.00267,?,0.13795,0.81121,-0.01789,?,?,0.91714,-0.57486,0.75,?,0.86676,-0.20104,1.0,?,?,-0.1629,0.90066,?,0.93358,-0.01158,0.61582,?,0.84463,-0.25706,?,?,1
0.0,?,?,?,-1.0,0.0,0.0,0.0,?,1.0,?,1.0,1.0,-1.0,-1.0,?,?,?,1.0,0.0,0.0,?,?,1.0,?,1.0,?,?,-1.0,?,0.0,?,?,0
1.0,1.0,?,1.0,?,?,?,?,1.0,?,?,?,?,-1.0,?,?,?,?,?,-1.0,?,?,?,0.90014,?,?,-1.0,1.0,-1.0,?,?,?,?,?
1.0,?,-1.0,-1.0,1.0,1.0,?,?,-1.0,-1.0,?,?,?,0.88683,?,-1.0,1.0,0.8384,1.0,?,-1.0,?,-1.0,-0.18856,1.0,?,-1.0,-1.0,-1.0,?,1.0,1.0,0.33611,?
?,?,?,?,?,0.97165,?,0.96097,?,0.94717,?,0.95436,?,0.94612,-0.19497,?,?,?,?,?,-0.27316,?,-0.29807,?,?,0.87244,?,0.92059,-0.30619,0.83951,?,?,?,1
1.0,?,-0.20685,-1.0,?,-1.0,1.0,0.71875,0.47173,?,?,-1.0,-1.0,-1.0,1.0,-0.02753,?,-0.42113,?,-0.74628,?,?,-0.46801,?,0.2381,?,-1.0,-1.0,-0.38914,-1.0,?,-1.0,?,?
?,?,-0.02259,?,-0.04494,1.0,?,?,-0.08799,?,0.56173,1.0,-0.12738,?,?,1.0,0.32407,?,?,0.99484,?,?,-0.20081,1.0,-0.92284,?,-0.21793,0.8292,-0.2237,?,-0.22765,0.73992,?,1
?,?,1.0,?,-1.0,-1.0,?,0.0,0.0,1.0,1.0,?,-0.1875,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,?,1.0,?,1.0,-1.0,1.0,?,?,?,0.0,0.0,-1.0,?,0
1.0,?,0.05812,0.94525,?,?,0.13231,1.0,-0.01911,0.94846,0.07033,?,0.14644,?,0.11224,?,0.20119,?,0.16265,?,0.14258,?,?,?,?,0.88423,?,0.88568,0.22511,0.78324,?,?,0.31166,1
?,0.17188,?,-1.0,1.0,?,0.0,0.0,?,-1.0,1.0,?,0.0,?,?,0.80521,?,0.51979,0.14375,?,0.0,-1.0,-0.27083,-0.84792,?,?,1.0,-1.0,0.67708,0.0,?,?,?,0
?,1.0,?,1.0,0.12197,?,0.22574,0.98602,0.09237,0.9493,0.19211,0.92992,0.24288,0.89241,0.28343,?,0.26721,0.83656,?,0.83393,?,0.74829,0.39597,0.76193,0.34658,?,?,0.62764,0.46031,?,0.47033,?,0.50903,1
?,0.01667,-0.35625,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12292,?,0.22813,0.82813,1.0,-0.42292,?,0.0,0.08333,-1.0,-0.10625,?,1.0,?,-1.0,0.18854,0.0,0.0,?,-0.27292,?
?,1.0,0.16801,0.99352,0.16334,?,0.33347,?,0.2261,0.91408,?,0.8425,0.46899,?,0.49225,?,0.48311,0.65091,?,0.56553,0.58071,0.55586,0.6472,0.48311,0.55236,0.43317,?,?,?,0.33921,0.66844,0.22101,0.78685,1
1.0,?,?,?,-1.0,1.0,?,?,0.30921,?,1.0,?,?,0.01754,0.05044,?,-1.0,0.14254,?,?,-0.4386,?,1.0,0.80921,-1.0,?,-0.0614,1.0,1.0,0.20614,?,1.0,1.0,0
1.0,?,-0.41457,1.0,0.76131,0.8706,?,1.0,?,?,?,0.65452,?,?,0.00879,0.97613,?,?,?,0.88065,?,1.0,-0.12312,?,0.10678,0.9289,-0.07249,1.0,?,0.4397,0.19849,0.51382,-0.05402,1
?,0.84783,?,1.0,0.3913,?,-1.0,?,0.08424,?,0.27038,1.0,?,?,0.35507,?,?,0.58424,-0.43025,?,0.63496,0.8913,?,?,-0.33333,1.0,0.15942,0.37681,?,1.0,?,?,0.37409,0
?,?,0.28046,1.0,?,1.0,0.07764,1.0,0.04317,?,?,1.0,0.05489,1.0,0.04384,?,-0.24598,0.84371,-0.08668,1.0,?,0.99933,?,1.0,?,0.96414,-0.02174,0.86747,0.2336,?,?,?,?,?
0.0,?,-1.0,1.0,?,?,?,?,-1.0,?,1.0,1.0,?,?,-1.0,1.0,1.0,?,1.0,?,1.0,?,?,?,-1.0,?,?,?,0.65625,0.0,?,1.0,?,0
1.0,?,0.67784,0.81309,0.82021,0.43019,1.0,?,?,?,?,?,0.77092,?,0.40268,?,-0.58634,?,?,?,-0.76339,?,-0.97491,0.41366,?,0.41778,-0.93296,0.25773,-1.0,?,-0.35222,0.98816,0.03446,1
?,1.0,1.0,1.0,-1.0,?,?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,?,1.0,?,?,?,0.5,0.0,0.0,1.0,-1.0,1.0,-1.0,?
?,1.0,?,1.0,0.18281,1.0,0.26968,?,0.25068,?,?,?,0.38643,1.0,?,1.0,0.65701,?,?,1.0,0.61267,1.0,?,0.89593,?,0.89502,0.71374,0.85611,0.67149,0.74389,0.85611,0.71493,?,?
?,1.0,-1.0,?,?,-1.0,-1.0,1.0,-1.0,0.0,?,0.0,0.0,-1.0,?,1.0,?,1.0,-1.0,?,1.0,1.0,?,?,-1.0,1.0,-1.0,?,?,0.0,0.0,1.0,-1.0,?
1.0,0.96087,?,0.9676,0.19279,?,?,0.98044,0.35052,0.92867,?,?,0.52517,0.8282,0.58794,?,0.69065,0.69003,0.7314,?,0.6882,0.48339,?,?,0.74689,?,?,0.24944,0.86061,0.13756,0.86835,0.09048,?,?
1.0,?,0.38889,0.0,0.0,-0.32937,?,0.0,0.0,0.0,0.0,0.0,0.0,?,-0.24206,?,0.19444,0.46429,0.78175,0.0,?,0.0,?,0.73413,0.27381,?,0.63492,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0507,1.0,0.10827,?,?,1.0,?,?,0.34826,1.0,0.38261,0.94575,0.42881,?,?,?,0.58801,0.80644,0.59962,?,0.62758,0.66643,0.63942,0.59417,0.69435,?,0.72684,?,0.71689,0.33381,0.75243,?
?,?,1.0,0.0,0.0,1.0,?,1.0,?,1.0,?,1.0,1.0,?,-1.0,1.0,1.0,1.0,?,1.0,-1.0,-1.0,?,1.0,?,1.0,-1.0,1.0,?,?,?,?,-1.0,?
1.0,?,0.04078,?,0.11982,?,?,1.0,0.27921,?,?,0.92745,0.37639,?,0.39749,?,?,0.78619,0.46994,0.794,?,0.70331,?,?,?,0.58903,?,?,?,0.45312,0.63636,?,0.62658,1
0.0,1.0,1.0,1.0,-1.0,?,1.0,?,?,1.0,1.0,1.0,?,?,1.0,?,?,-1.0,?,-1.0,?,?,1.0,?,-1.0,1.0,1.0,?,1.0,-1.0,?,?,1.0,0
1.0,1.0,0.24168,1.0,0.4859,1.0,0.72973,?,?,1.0,1.0,1.0,1.0,1.0,0.77128,?,1.0,1.0,1.0,?,1.0,0.89647,?,0.64628,?,0.38255,?,?,1.0,?,?,?,1.0,1
0.0,1.0,?,1.0,-1.0,1.0,?,-1.0,1.0,?,?,1.0,?,?,?,0.0,0.0,?,1.0,-1.0,?,?,1.0,?,-1.0,?,1.0,?,1.0,1.0,-1.0,-1.0,?,0
1.0,1.0,-0.06604,1.0,?,1.0,?,?,0.2028,?,-1.0,1.0,-0.40559,?,?,1.0,?,?,?,?,?,1.0,-1.0,1.0,-0.58042,?,-0.81372,1.0,?,1.0,?,?,-0.48252,?
?,1.0,-1.0,1.0,?,?,1.0,1.0,1.0,?,?,1.0,?,?,?,1.0,1.0,1.0,?,1.0,1.0,?,1.0,1.0,?,?,?,?,?,?,1.0,?,-1.0,0
?,?,0.07804,0.92679,0.16251,0.89702,?,?,0.35197,0.78801,0.42196,0.70716,0.46983,?,?,0.60459,0.642,?,?,?,?,0.34232,?,?,?,0.18765,?,?,?,?,?,-0.04023,0.69509,1
?,0.68198,?,?,0.21908,?,?,?,0.58304,?,-0.15194,?,0.44523,0.0106,0.38869,0.18681,?,0.10567,?,?,?,-8.3E-4,0.24936,?,?,-0.04314,0.14481,?,0.10349,-0.04585,?,?,0.04586,0
?,?,-0.02811,?,-0.05178,0.80621,0.02811,0.85947,0.02515,0.63462,0.08728,0.71598,?,?,0.05178,?,-0.27811,0.65976,-0.01479,?,0.06953,0.34615,?,?,0.02811,0.61009,?,?,?,?,-0.14053,0.56361,?,1
?,?,?,?,?,1.0,?,?,0.15299,?,0.1306,0.61567,?,0.57836,?,0.66791,-0.10448,0.46642,-0.11567,?,0.14792,?,?,?,?,?,?,0.32463,?,0.39118,?,?,0.12755,0
?,?,0.04528,0.76981,?,0.77358,0.03774,0.66038,?,?,0.01132,0.66792,-0.13962,0.72075,-0.02264,?,?,0.61887,-0.07925,0.75849,-0.23774,0.73962,-0.14717,?,?,?,-0.05801,0.66792,0.02264,0.86415,0.03774,0.73208,?,1
1.0,0.72727,?,?,?,1.0,0.72727,0.66364,?,?,-0.16818,0.81809,0.09559,0.56818,?,0.50455,0.21818,0.66818,?,?,-0.3,0.98636,-1.0,0.57273,0.32727,?,?,?,?,0.48927,0.14643,?,?,0
?,0.57647,?,0.40392,?,0.38431,?,0.4,?,0.56471,?,0.46667,?,0.52549,?,?,0.01569,0.50196,0.0,0.45882,?,?,0.08235,0.49804,0.00392,0.48601,?,0.46275,?,?,0.23529,?,0.17255,1
?,0.41932,0.12482,0.35,0.125,0.23182,?,?,?,?,0.36194,-0.19091,0.33636,-0.1335,?,0.02727,0.40455,-0.34773,0.12727,?,?,?,0.36364,-0.14003,-0.04802,-0.09971,?,?,-1.0,?,-0.07464,?,-0.06314,?
1.0,?,?,1.0,0.36373,0.82403,0.19206,0.85086,0.05901,0.90558,-0.04292,?,0.25,0.77897,?,?,0.5794,0.7103,0.39056,?,0.27575,1.0,?,0.5676,0.52039,?,?,0.80901,0.58584,?,0.70923,0.52361,0.54185,?
1.0,0.84557,-0.0858,-0.31745,-0.80553,-0.08961,?,0.80648,?,0.89514,-0.00763,-0.18494,0.63966,?,-0.68065,?,-0.11344,0.77979,?,?,0.5081,-0.34128,0.80934,0.78932,?,0.70882,-0.25288,?,-0.14109,-0.21354,?,?,-0.59867,0
?,?,-0.24783,?,0.04348,?,?,?,0.18261,0.5,?,0.57826,?,0.50435,?,?,-0.42609,0.36087,-0.26087,0.26957,0.11739,0.53246,-0.03845,0.31304,-0.12174,?,-0.04264,?,-0.04448,?,?,?,0.14783,1
?,?,?,-0.33746,0.73375,0.52012,-0.13932,0.31889,-0.06811,?,-0.1517,0.47368,0.08978,?,?,0.16409,?,0.33746,0.03406,?,?,?,?,?,?,0.41348,-0.40116,?,0.11146,?,0.5582,?,-0.08978,?
?,0.29202,0.13582,0.45331,0.16808,?,?,?,0.20883,?,?,0.47368,-0.04754,0.55518,0.03905,0.81664,?,?,-0.04244,0.34975,?,?,-0.20883,?,-0.03176,?,?,?,0.09847,0.70798,-0.01868,?,?,1
?,?,?,0.0,?,0.56541,?,0.39468,?,0.38359,?,-0.02439,0.53215,0.23725,0.1286,?,0.95122,-0.50998,?,-0.102,?,-0.42572,0.23725,-0.91574,0.8071,?,0.88248,?,?,-1.0,?,?,0.0,0
?,?,?,0.79299,?,?,0.50515,0.59784,?,0.44303,?,0.24412,0.87493,0.06438,0.85038,?,0.87396,-0.28739,0.79617,?,?,-0.57135,0.53805,-0.68159,0.39951,-0.71844,?,?,?,-0.71475,-0.05525,-0.67699,-0.19904,?
?,0.97714,0.19049,?,0.46259,?,0.58732,?,0.84278,0.31409,?,?,?,-0.13254,?,-0.3202,0.91624,?,0.79525,?,?,?,0.33537,?,?,-0.83314,-0.01358,?,-0.19321,-0.67289,-0.33662,?,-0.497,1
1.0,-1.0,-1.0,0.0,0.0,0.50814,-0.78502,0.60586,?,-1.0,?,?,0.0,?,?,1.0,?,0.36482,?,?,?,-1.0,-1.0,1.0,-0.59609,?,?,?,-1.0,1.0,?,?,0.0,?
1.0,0.74084,0.04974,?,0.02543,0.78575,?,0.6623,0.09948,?,0.31152,0.75934,0.07348,?,0.08442,0.70681,-0.07853,0.63613,?,?,0.11355,0.68183,?,?,0.15445,0.64158,0.13608,0.65707,0.17539,0.59759,?,?,0.15114,1
1.0,?,-1.0,?,?,0.77941,-0.99265,?,0.55147,?,?,?,0.0,0.0,0.0,?,?,0.73529,-0.60294,?,?,0.18382,-1.0,?,-1.0,-1.0,?,1.0,-1.0,?,-1.0,?,0.0,0
1.0,?,0.01709,0.96215,-0.03142,?,-0.03436,?,-0.05071,0.99026,-0.07092,0.99173,-0.09002,1.0,-0.15727,?,-0.14257,0.9831,?,?,-0.18519,?,-0.19272,0.98971,?,0.9649,?,0.94599,?,0.96436,-0.22561,0.87011,-0.23296,1
0.0,0.0,?,0.0,0.0,0.0,?,?,0.0,?,0.0,?,0.0,?,0.0,?,0.0,?,?,0.0,0.0,?,?,0.0,?,1.0,-1.0,0.0,?,0.0,0.0,0.0,0.0,0
1.0,?,-0.12095,0.63318,?,0.96365,?,?,0.0846,0.92003,-0.01124,0.83543,-0.24719,?,-0.31395,?,-0.21216,0.98678,-0.21018,1.0,-0.27165,?,-0.39458,1.0,?,0.88793,-0.31565,0.81428,-0.23728,0.89095,?,?,-0.41573,?
1.0,0.28409,-0.31818,?,0.0,?,-1.0,?,?,?,0.06439,0.34848,-0.84848,0.0,0.0,0.59091,-0.35985,0.45076,-0.80682,0.0,?,0.0,0.0,?,0.17803,?,?,?,-0.48485,?,-0.70076,0.0,?,0
