@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
6.7,0.23,0.31,2.1,?,30.0,?,0.9926,?,?,10.7,8.0,2
?,0.24,?,?,?,?,105.0,0.9962,3.13,?,9.5,5.0,2
?,?,0.43,7.8,0.056,48.0,?,0.9956,3.1,0.51,9.0,?,2
6.8,0.3,?,4.6,0.061,?,238.5,?,?,0.6,9.5,5.0,2
?,0.27,0.28,4.8,0.063,31.0,?,0.9964,3.69,0.71,10.0,5.0,?
?,0.23,0.46,?,0.054,9.0,?,0.9941,2.95,?,9.1,6.0,2
6.7,?,?,?,?,?,96.0,?,3.33,0.64,10.7,8.0,2
7.4,0.24,0.29,10.1,?,21.0,105.0,0.9962,?,0.35,9.5,5.0,2
7.1,?,?,1.4,?,?,?,0.9898,?,?,12.7,?,2
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,?,12.0,7.0,2
7.4,0.18,0.3,8.8,0.064,26.0,?,0.9961,2.94,0.56,9.3,?,?
?,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,?,0.37,?,5.0,2
6.8,0.22,?,?,0.053,34.0,?,?,?,0.77,10.6,6.0,2
?,0.2,?,16.0,?,51.0,166.0,0.9985,3.21,?,9.2,6.0,2
?,?,0.2,6.1,0.063,47.0,?,0.9946,3.17,0.42,10.0,5.0,?
?,?,0.3,8.2,0.047,?,207.0,0.9966,?,?,9.5,6.0,?
?,?,0.61,11.8,?,54.0,155.0,0.9974,?,?,8.7,5.0,2
7.1,0.44,?,?,0.044,52.0,152.0,0.9975,3.12,?,8.7,?,?
7.2,0.39,?,11.0,0.044,55.0,156.0,?,3.09,0.44,8.7,6.0,2
6.8,?,0.31,?,?,69.0,?,?,?,0.48,9.7,6.0,2
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,?,5.0,2
?,0.44,0.62,11.8,0.044,52.0,?,?,?,?,8.7,?,2
7.2,?,?,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6.0,2
6.1,0.27,0.43,?,?,?,243.0,0.9957,3.12,?,9.0,?,?
6.9,0.24,?,?,0.035,?,136.0,?,?,0.4,?,7.0,2
6.9,0.21,?,1.8,?,48.0,136.0,0.9899,3.25,0.41,?,7.0,2
7.5,?,?,?,0.04,?,148.0,?,3.21,?,11.5,?,?
7.1,0.26,0.29,?,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,6.0,?
6.0,0.34,0.66,15.9,0.046,?,164.0,?,3.14,0.5,?,6.0,2
8.6,0.265,0.36,1.2,?,15.0,80.0,0.9913,?,0.36,11.4,7.0,?
?,0.36,0.46,10.5,0.038,?,83.0,0.9956,?,?,10.1,4.0,?
6.0,0.34,0.66,?,0.046,26.0,?,?,3.14,0.5,8.8,?,2
7.4,0.25,0.37,?,?,52.0,192.0,0.9975,3.0,0.44,9.1,5.0,2
?,?,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5.0,2
6.0,?,?,12.1,0.05,55.0,164.0,0.997,?,0.39,9.4,5.0,2
7.5,0.305,?,?,0.059,?,170.0,?,?,0.46,?,5.0,2
?,?,0.37,13.5,0.06,52.0,192.0,0.9975,?,0.44,9.1,5.0,?
?,0.13,?,14.4,?,34.0,109.0,?,3.2,0.35,9.2,6.0,2
7.1,0.12,0.32,9.6,0.054,64.0,?,0.9962,3.4,0.41,9.4,5.0,2
7.1,0.23,?,16.5,0.04,60.0,171.0,?,3.16,?,9.1,?,2
7.1,0.23,?,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6.0,2
?,0.33,?,1.3,?,37.0,187.0,0.9927,3.27,?,10.3,5.0,?
6.5,0.17,0.54,?,0.082,64.0,163.0,0.9959,?,?,?,?,?
7.2,?,0.46,18.75,?,45.0,255.0,1.0,3.04,?,8.9,5.0,?
7.2,0.31,0.5,13.3,0.056,?,195.0,0.9982,?,0.47,?,5.0,2
6.7,?,0.34,?,0.049,29.0,150.0,0.9968,?,0.51,?,5.0,2
?,0.41,0.34,9.2,0.049,29.0,150.0,?,3.22,0.51,9.1,5.0,2
5.5,0.485,0.001,1.5,?,8.0,?,0.994,3.63,0.4,9.7,4.0,2
6.0,0.31,0.24,?,0.041,25.0,?,0.9914,3.31,0.44,11.3,?,?
?,?,0.4,1.7,?,?,85.0,0.9911,?,0.42,11.8,?,?
?,?,0.5,13.3,?,68.0,195.0,0.9982,3.01,0.47,9.2,?,2
?,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,?,?
5.9,0.36,?,?,?,21.0,87.0,?,?,?,10.2,5.0,?
7.8,?,0.32,12.2,?,?,?,0.9984,?,0.54,8.8,?,?
7.4,0.16,0.31,6.85,?,31.0,?,0.9952,3.29,0.34,?,5.0,2
?,0.19,?,5.0,0.058,?,?,?,3.29,0.36,?,?,2
?,0.13,?,?,0.092,?,?,0.9928,3.21,0.36,?,6.0,2
?,0.19,?,1.1,0.026,63.0,143.0,?,?,?,11.0,6.0,2
7.4,?,0.23,7.0,0.033,29.0,126.0,0.994,?,0.42,?,5.0,?
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,?,9.7,7.0,2
6.1,0.3,?,?,0.044,47.0,179.0,0.9924,3.3,0.57,10.9,7.0,?
?,?,?,2.7,0.046,46.0,?,0.9924,3.31,0.57,?,?,?
5.7,0.26,0.25,?,?,?,57.0,0.994,?,?,?,5.0,?
6.5,0.24,?,7.6,?,48.0,203.0,0.9958,?,0.54,?,7.0,2
?,?,0.4,?,?,59.0,241.0,?,3.23,0.57,9.0,5.0,?
6.6,0.24,0.27,15.8,?,46.0,188.0,?,3.24,?,?,?,2
6.8,0.27,0.22,8.1,0.034,?,?,0.9961,?,0.52,8.9,?,2
?,0.27,0.31,?,0.036,?,?,0.9979,3.26,0.56,9.6,?,2
8.2,0.23,0.4,1.2,?,?,?,?,3.12,0.38,?,6.0,2
7.1,0.37,?,10.5,0.045,?,155.0,0.9975,3.16,0.44,8.7,5.0,?
?,?,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7.0,2
8.1,0.28,0.39,?,0.029,?,79.0,0.9923,3.23,?,?,6.0,?
?,0.31,?,2.2,0.045,20.0,?,?,3.3,?,?,5.0,2
7.1,?,0.67,?,?,?,?,?,3.16,?,8.7,5.0,?
?,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,6.0,2
8.5,0.21,?,?,?,24.0,99.0,?,3.18,?,?,6.0,2
?,0.2,0.4,?,0.037,19.0,?,0.9921,3.12,0.54,?,6.0,2
6.3,0.255,0.37,1.1,?,37.0,?,0.9905,3.0,0.39,?,?,?
?,0.16,?,1.4,?,?,168.0,0.9918,3.28,?,10.1,6.0,2
?,?,0.14,?,0.058,?,97.0,0.9951,3.38,?,?,?,2
?,?,0.33,4.6,?,19.0,80.0,?,?,0.58,12.0,7.0,2
6.9,0.25,0.3,?,?,23.0,116.0,0.994,?,?,9.4,6.0,?
?,?,?,8.0,0.043,46.0,152.0,0.9934,?,0.32,11.5,7.0,2
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,?,0.43,9.9,6.0,?
6.9,?,0.3,?,?,23.0,116.0,?,2.99,?,9.4,6.0,2
7.2,?,?,1.2,0.048,?,97.0,0.9919,3.14,0.45,?,5.0,2
8.2,?,0.4,7.5,0.049,12.0,76.0,?,?,?,?,6.0,2
?,?,0.42,?,?,48.0,?,?,?,0.42,8.9,6.0,2
?,0.24,0.42,?,?,48.0,198.0,0.9979,?,0.42,?,?,?
6.1,0.32,0.24,1.5,0.036,38.0,?,?,3.29,?,?,7.0,2
5.2,?,?,1.4,?,43.0,119.0,0.9894,?,?,?,8.0,?
5.2,0.44,0.04,1.4,0.036,43.0,?,0.9894,3.36,0.33,12.1,?,?
6.1,0.32,0.24,?,0.036,?,124.0,0.9898,3.29,0.42,12.4,?,2
6.4,0.22,0.56,14.5,0.055,27.0,?,0.998,2.98,?,9.1,5.0,2
?,0.36,?,4.8,0.049,14.0,85.0,0.9932,3.28,?,?,5.0,2
7.4,?,0.42,?,?,?,198.0,?,?,0.42,?,6.0,2
6.7,0.24,0.35,13.1,?,64.0,?,0.997,3.15,0.5,9.5,5.0,2
7.0,?,?,13.0,0.051,72.0,177.0,0.9972,3.16,?,?,?,?
?,0.27,?,?,?,39.0,197.0,0.9974,3.14,0.59,?,6.0,2
6.7,?,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,?,7.0,2
7.5,?,0.31,8.95,0.055,?,?,?,3.08,0.54,?,5.0,2
9.8,0.42,0.48,9.85,0.034,?,110.0,0.9958,?,?,?,5.0,?
7.1,0.3,0.46,?,0.066,?,133.0,0.9906,3.12,0.54,12.7,6.0,2
7.9,?,?,1.5,0.045,17.0,?,?,3.13,0.39,11.0,?,2
7.6,?,?,?,0.037,4.0,100.0,?,?,?,11.4,4.0,2
6.3,0.22,?,4.55,?,31.0,?,0.9918,3.35,?,11.5,7.0,2
7.5,0.27,?,17.7,?,33.0,173.0,?,3.09,0.64,?,5.0,2
?,?,?,?,0.04,50.0,151.0,0.9927,3.11,?,11.4,6.0,2
7.2,?,0.47,5.1,0.044,19.0,65.0,?,3.03,0.41,12.6,4.0,2
?,0.23,0.3,12.9,0.054,?,170.0,?,3.28,0.39,9.4,?,2
?,0.67,?,?,?,9.0,108.0,?,3.11,?,8.7,?,?
6.4,?,0.32,5.5,0.049,41.0,?,0.995,3.19,?,?,6.0,?
6.4,0.33,0.31,5.5,0.048,42.0,173.0,?,3.19,0.66,9.3,6.0,2
?,?,0.15,1.2,?,61.0,183.0,0.9936,3.09,0.43,9.2,?,2
6.8,0.28,0.4,?,0.048,?,167.0,1.001,2.93,?,?,5.0,2
?,0.27,?,14.0,?,64.0,227.0,0.9979,3.18,0.58,9.6,6.0,?
?,0.26,?,?,0.043,64.0,226.0,?,3.02,0.63,?,?,2
6.8,0.29,?,?,0.043,66.0,?,0.9972,3.02,0.63,9.3,5.0,?
?,?,0.41,?,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6.0,2
5.9,?,?,4.2,0.038,42.0,?,?,3.15,0.5,11.0,5.0,2
6.8,0.53,?,3.8,0.034,26.0,109.0,?,3.26,0.57,?,8.0,2
?,?,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,?,4.0,2
?,0.28,0.28,?,0.052,?,?,0.9962,3.09,0.55,?,?,2
6.8,?,0.4,22.0,?,?,167.0,?,?,0.5,?,?,?
6.8,?,?,?,0.045,28.0,123.0,?,3.02,0.37,?,?,?
6.6,?,0.34,5.1,0.055,34.0,?,0.9942,3.36,0.42,9.6,5.0,2
6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,?,?,?,?
6.4,?,0.45,3.5,0.197,76.0,?,0.9942,3.02,0.39,?,6.0,?
6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,?,5.0,2
6.8,0.26,?,?,?,54.0,214.0,?,?,0.47,8.9,5.0,?
?,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,?,5.0,2
6.8,?,0.24,7.8,0.052,?,214.0,0.9961,3.13,?,8.9,5.0,?
6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,?,9.3,?,?
?,0.32,0.24,?,0.05,?,204.0,0.998,3.1,0.49,8.8,5.0,2
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,?,0.5,9.6,?,?
6.8,?,0.34,13.9,0.034,39.0,?,0.9949,3.33,?,12.0,6.0,2
5.8,?,0.35,2.3,0.053,36.0,?,0.9924,?,?,10.2,4.0,2
6.4,0.21,0.5,?,0.042,45.0,?,0.9972,?,0.43,8.8,?,?
7.0,0.16,0.32,8.3,0.045,38.0,?,0.9958,3.21,?,?,5.0,2
10.2,0.44,0.88,6.2,0.049,20.0,?,?,2.99,0.51,?,4.0,2
6.8,0.57,0.29,2.2,?,?,77.0,0.9938,3.32,0.74,?,5.0,2
?,?,?,0.9,?,23.0,170.0,0.993,3.22,0.77,9.5,6.0,?
?,?,?,9.7,0.032,12.0,68.0,0.994,3.31,?,10.5,?,2
?,?,?,1.4,0.038,35.0,111.0,?,3.32,?,?,7.0,2
?,0.16,0.32,?,0.045,38.0,126.0,?,?,0.34,9.2,5.0,2
6.7,0.13,?,?,0.051,?,122.0,?,3.44,?,?,?,2
6.2,0.25,0.25,1.4,0.03,?,105.0,0.9912,3.3,?,11.1,7.0,2
?,?,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5.0,2
7.5,?,0.36,7.0,?,?,164.0,?,?,?,11.0,5.0,2
5.8,0.26,0.24,9.2,0.044,55.0,152.0,?,3.31,?,?,5.0,?
?,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,?,0.44,9.4,5.0,?
?,0.23,0.36,7.0,?,43.0,161.0,0.9938,3.04,?,11.0,5.0,2
7.5,0.27,0.36,7.0,0.036,45.0,164.0,?,3.03,0.33,11.0,5.0,?
?,0.685,?,?,0.07,?,?,0.9971,3.0,0.55,?,6.0,2
6.2,0.25,0.25,?,0.03,35.0,105.0,0.9912,3.3,?,11.1,7.0,2
?,0.19,?,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6.0,2
6.3,0.495,0.22,1.8,?,31.0,140.0,0.9929,?,?,10.4,6.0,2
7.1,0.24,0.41,17.8,0.046,39.0,145.0,?,3.32,?,8.7,5.0,2
6.4,0.17,0.32,2.4,0.048,?,200.0,0.9938,3.5,?,?,?,2
7.1,0.25,0.32,?,0.041,66.0,272.0,0.9969,3.17,0.52,?,6.0,?
6.4,?,0.32,2.4,?,41.0,?,0.9938,3.5,0.5,9.7,6.0,2
7.1,0.24,?,17.8,0.046,39.0,145.0,0.9998,?,?,?,5.0,?
?,0.64,0.08,9.7,0.062,26.0,?,0.9972,3.37,?,?,4.0,2
?,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,?,?,?,2
?,0.27,0.39,7.8,0.039,?,?,0.9976,3.31,0.51,9.5,6.0,2
7.2,0.23,0.38,14.3,?,?,?,0.9979,3.09,0.44,?,6.0,?
7.2,0.23,?,14.3,0.058,55.0,?,0.9979,3.09,?,9.0,?,?
7.2,?,?,14.3,0.058,55.0,194.0,?,3.09,0.44,?,?,?
7.2,0.23,?,14.3,?,55.0,194.0,0.9979,?,0.44,9.0,6.0,?
6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6.0,?
7.0,0.26,0.59,?,?,?,120.0,0.9918,?,0.41,?,7.0,?
?,?,0.21,15.55,0.039,28.0,159.0,?,3.48,0.64,9.6,6.0,?
?,0.32,?,13.7,0.05,49.0,?,?,3.2,0.46,8.7,5.0,2
7.7,?,0.26,7.8,?,23.0,90.0,?,?,0.5,?,5.0,2
?,0.21,?,?,?,23.0,100.0,0.9903,?,0.38,11.4,7.0,2
6.8,?,?,?,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,?,?
?,?,0.56,?,?,40.0,142.0,0.9975,3.14,0.46,?,5.0,2
6.1,0.18,0.36,2.0,0.038,?,249.5,0.9923,3.37,0.79,?,?,2
6.8,?,?,2.1,0.03,?,?,0.99,3.16,0.61,12.6,7.0,2
?,0.2,0.27,1.4,?,12.0,77.0,0.9905,?,0.36,10.9,7.0,2
?,0.19,0.26,1.4,0.03,12.0,?,?,3.25,?,10.9,7.0,2
?,0.41,?,10.4,0.037,?,119.0,?,?,?,10.0,?,?
5.9,?,0.28,4.6,0.053,?,199.0,0.9964,?,0.7,10.0,4.0,2
8.5,?,0.21,16.2,?,?,197.0,0.998,3.02,0.5,9.8,3.0,2
6.9,0.4,?,11.2,0.043,40.0,142.0,?,3.14,0.46,?,5.0,2
5.8,0.24,?,3.5,?,?,?,?,?,0.43,11.7,?,?
5.8,0.24,0.39,1.5,0.054,37.0,?,0.9932,3.21,?,9.3,6.0,2
6.7,0.26,0.39,?,?,?,147.0,0.9935,3.32,0.58,9.6,8.0,2
6.3,0.35,?,5.7,0.035,8.0,?,?,3.27,0.41,?,7.0,2
6.3,0.35,?,?,0.035,8.0,?,0.9927,3.27,0.41,?,?,?
?,0.23,?,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6.0,2
?,0.36,?,?,0.037,3.0,75.0,0.9904,?,?,11.4,4.0,2
6.9,?,0.35,?,?,?,?,?,3.32,0.42,10.2,6.0,?
6.9,0.29,?,19.45,0.043,?,156.0,0.9996,2.93,?,?,5.0,?
6.9,?,0.4,8.2,0.036,?,?,?,?,?,10.2,5.0,2
?,0.29,0.4,13.6,0.045,?,231.0,?,3.08,?,9.6,6.0,?
6.2,0.24,?,1.2,0.038,22.0,167.0,0.9912,3.1,?,10.6,6.0,2
6.9,?,0.4,?,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5.0,2
6.9,?,?,8.3,?,32.0,180.0,?,3.25,0.51,9.2,6.0,2
5.3,0.58,?,?,?,34.0,?,0.9944,3.34,0.57,9.7,5.0,?
5.3,0.585,0.07,7.1,?,34.0,145.0,0.9945,3.34,0.57,?,?,2
5.4,?,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6.0,2
6.9,0.32,0.26,8.3,?,32.0,180.0,0.9965,3.25,?,9.2,?,?
5.2,?,0.07,7.0,0.044,33.0,147.0,?,?,0.58,?,5.0,?
5.8,?,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,?,9.3,5.0,2
6.6,0.58,0.3,?,0.057,30.0,?,0.9949,3.24,?,?,?,2
7.0,0.29,0.54,10.7,?,?,?,0.9966,3.05,0.61,?,5.0,?
6.6,?,0.41,8.9,0.046,51.0,169.0,0.9954,?,0.57,?,6.0,2
6.7,?,0.41,9.1,0.044,50.0,?,0.9954,3.14,0.58,9.8,6.0,2
7.7,0.26,0.4,1.1,?,?,60.0,0.9915,?,0.5,10.6,5.0,2
6.8,?,?,?,?,14.0,?,0.9919,3.05,0.47,?,4.0,2
7.0,0.3,0.49,?,0.036,?,105.0,0.9916,3.26,0.68,12.4,?,2
?,0.24,?,2.8,0.034,22.0,112.0,?,3.19,?,12.6,8.0,2
6.1,0.31,0.58,?,?,36.0,114.0,0.9909,3.3,0.6,12.3,8.0,2
?,0.44,?,5.1,?,46.0,201.0,0.9938,?,?,10.5,4.0,2
6.7,?,?,15.6,0.054,?,196.0,0.9982,3.19,?,9.3,5.0,2
7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,?,2
?,0.32,?,7.2,?,?,?,0.9961,3.08,0.47,8.8,5.0,?
?,0.28,0.33,15.7,0.053,?,190.0,0.9978,3.22,0.51,9.7,6.0,?
?,0.23,0.39,14.2,?,49.0,192.0,?,2.98,0.48,9.0,7.0,2
?,?,?,14.2,?,49.0,192.0,0.9979,2.98,?,9.0,7.0,2
7.2,0.23,0.39,14.2,?,49.0,192.0,?,?,0.48,9.0,?,?
7.2,?,0.39,14.2,0.058,?,192.0,0.9979,2.98,0.48,9.0,7.0,2
?,0.15,?,5.8,0.041,?,?,?,?,0.46,10.5,6.0,2
7.4,0.28,0.42,?,0.066,53.0,?,1.0,2.96,0.44,9.1,5.0,?
6.2,0.28,0.22,?,?,26.0,157.0,0.9957,?,0.64,9.8,7.0,2
9.1,0.59,0.38,?,0.066,34.0,182.0,0.9968,?,?,8.5,3.0,?
6.3,?,?,1.2,?,34.0,?,0.9934,3.37,?,9.4,6.0,?
8.3,?,0.7,?,0.045,?,?,0.9976,3.09,0.57,?,5.0,2
?,0.19,?,3.8,?,?,187.0,?,3.19,?,?,?,?
7.5,0.17,?,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6.0,?
6.7,?,0.5,2.1,0.043,27.0,122.0,?,?,0.45,10.3,6.0,2
?,0.41,0.001,1.6,0.063,36.0,?,?,3.27,0.67,10.8,6.0,2
8.3,0.2,0.35,?,0.05,?,74.0,0.992,3.13,0.38,10.5,6.0,?
?,?,?,?,0.063,36.0,87.0,0.9914,?,0.67,?,?,2
6.0,0.29,?,1.3,0.055,42.0,168.0,0.9914,?,?,11.1,?,?
7.3,0.41,0.24,?,0.057,41.0,163.0,?,3.2,0.41,9.9,6.0,2
7.3,0.41,0.24,6.8,0.057,?,?,0.9949,3.2,0.41,?,6.0,2
?,?,0.24,6.7,?,40.0,163.0,0.995,3.2,0.41,9.9,5.0,2
?,0.4,?,6.7,0.058,41.0,166.0,0.995,?,0.41,?,6.0,?
6.2,?,0.27,4.9,0.036,?,134.0,0.9927,3.2,0.42,10.4,?,2
6.2,0.31,0.26,?,?,36.0,148.0,?,3.21,0.41,10.4,?,2
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,?,2
?,0.55,?,8.3,?,35.0,?,0.9918,?,0.51,?,8.0,2
?,0.25,0.41,?,0.042,37.0,149.0,0.9954,?,0.45,10.0,6.0,2
5.7,?,0.21,?,?,51.0,?,0.9941,?,0.63,10.0,?,?
5.8,?,?,6.6,0.04,50.0,?,0.9941,3.29,0.62,10.0,5.0,2
?,?,0.6,?,0.132,42.0,127.0,0.9934,3.09,?,?,?,2
