@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data
f,y,n,t,l,?,c,b,?,e,r,s,y,?,?,?,?,p,n,s,?,?
x,s,?,t,?,?,c,b,n,?,c,?,s,?,?,?,?,?,k,?,g,e
?,s,w,?,a,f,c,b,?,e,c,s,s,w,w,w,o,p,?,?,g,?
x,y,?,?,a,f,c,b,g,?,?,s,?,?,?,?,?,?,?,s,?,e
x,?,n,?,n,?,?,b,p,t,e,?,?,w,?,w,o,e,?,s,?,e
b,s,y,t,?,f,c,b,?,?,?,s,?,w,w,?,o,p,k,n,g,?
f,y,y,t,l,f,c,b,w,e,?,s,?,w,w,w,o,p,n,s,g,?
x,y,y,?,a,?,c,?,n,?,?,s,?,w,w,w,o,?,k,?,?,?
b,?,w,t,l,f,c,b,g,?,c,s,s,?,?,?,?,p,?,n,?,e
x,?,y,?,a,f,c,?,n,e,?,s,s,w,w,?,?,p,k,n,?,e
x,y,?,t,?,?,c,b,w,e,?,s,?,?,w,w,o,p,?,y,?,?
?,y,?,t,l,f,c,b,?,e,c,?,s,?,w,w,o,p,k,s,m,?
b,y,w,?,a,f,?,b,?,e,c,s,?,?,w,w,o,?,n,?,m,e
?,s,y,t,a,f,c,?,?,e,?,?,s,?,w,?,o,p,?,n,m,e
?,s,y,t,?,?,c,b,w,e,c,?,s,w,?,w,?,?,?,n,?,?
s,f,?,f,?,?,c,?,g,?,e,s,s,w,?,?,?,?,k,?,?,e
x,?,w,?,?,f,w,n,w,t,b,s,?,?,w,w,o,p,?,v,d,e
?,?,y,?,a,?,?,?,n,e,c,s,s,w,?,w,o,p,?,n,m,e
x,?,?,t,p,f,c,?,?,e,e,s,?,?,w,?,?,p,n,v,u,p
?,y,?,?,?,f,c,?,p,?,r,s,y,w,w,?,o,p,?,s,g,e
s,?,g,f,n,?,c,?,p,?,?,s,s,?,?,?,?,p,n,y,u,?
x,?,?,?,?,f,c,b,?,e,r,s,y,w,w,?,o,p,k,?,g,e
?,s,y,?,l,f,?,n,p,?,?,s,s,w,w,w,?,?,?,v,d,e
?,f,n,?,?,?,c,?,k,e,e,s,s,w,w,?,?,p,?,?,u,e
?,s,w,t,p,f,?,n,k,?,?,s,s,w,w,w,o,?,k,v,?,p
?,y,w,?,a,f,c,b,g,e,c,s,?,?,?,w,?,p,n,?,m,?
f,y,n,t,?,f,c,n,p,?,e,?,?,w,w,w,o,p,k,v,g,p
f,s,?,?,n,f,w,b,k,t,?,s,?,w,w,w,?,e,n,a,g,e
x,s,y,t,?,f,c,b,?,?,?,s,s,?,?,w,o,p,?,?,m,?
?,?,w,f,?,?,w,?,?,t,e,s,f,w,w,w,o,?,k,?,g,?
?,?,?,?,a,f,c,b,?,e,c,s,?,w,?,w,o,?,n,n,?,e
f,?,?,?,?,f,?,b,?,t,e,?,s,?,?,?,o,?,?,a,g,e
x,s,?,?,l,f,?,b,?,?,c,s,s,w,w,w,o,?,k,?,g,?
?,?,?,?,l,?,c,b,?,e,c,s,?,?,?,w,o,p,n,s,m,e
b,s,?,t,l,?,?,?,w,e,c,?,s,?,w,w,o,?,n,s,g,e
b,?,?,t,l,f,c,b,w,e,c,s,s,w,?,?,?,?,n,?,?,?
?,s,?,t,?,f,w,n,w,t,b,s,s,w,w,?,o,p,?,v,d,e
x,y,?,t,l,f,c,?,g,e,?,s,s,?,w,?,o,p,?,s,m,?
f,?,w,?,a,f,w,n,?,t,b,?,s,w,?,?,o,p,n,?,d,e
x,?,?,t,?,?,c,n,?,e,e,?,?,?,w,?,?,p,n,v,?,p
?,?,w,t,?,?,w,n,w,?,b,s,s,w,w,w,?,?,?,?,d,e
x,?,y,?,a,f,c,b,n,?,c,s,?,w,w,?,o,?,?,?,g,?
x,s,n,t,p,?,c,?,?,?,e,?,s,?,w,?,o,p,n,v,g,p
?,?,y,t,l,?,?,b,w,?,c,s,?,w,w,w,o,?,?,?,g,e
?,y,?,?,a,?,?,b,w,e,?,?,?,?,w,?,?,p,k,y,?,e
b,?,y,t,l,f,c,b,g,e,?,s,?,w,?,?,o,?,k,n,m,e
s,f,?,?,n,f,?,n,?,?,e,s,s,w,w,w,?,?,n,v,u,e
?,y,n,t,a,f,c,?,?,e,r,?,?,w,?,w,o,p,k,?,?,e
?,?,?,?,a,f,c,b,k,e,?,s,?,w,w,w,?,p,k,n,g,e
x,f,?,?,?,f,?,?,k,?,?,f,?,?,w,w,?,?,k,s,?,e
f,?,w,f,?,?,w,b,k,t,?,?,f,w,w,?,o,e,?,?,g,e
?,?,y,t,?,f,c,?,w,?,c,s,s,w,?,?,?,p,?,n,m,e
?,s,?,?,?,f,c,b,?,e,c,?,?,?,w,?,?,p,k,n,?,e
b,?,w,?,a,f,?,b,g,e,c,s,s,?,w,?,o,p,k,n,?,e
?,?,w,?,a,f,c,?,?,e,c,s,?,w,w,?,?,p,n,?,g,e
?,s,n,?,?,?,?,b,p,t,?,?,s,w,?,w,o,e,n,?,g,e
x,?,w,t,?,?,c,b,g,e,c,?,s,?,w,w,o,p,n,?,?,?
?,f,?,f,?,?,c,n,k,e,?,s,s,w,w,?,o,p,k,?,u,e
?,s,?,?,?,f,?,n,?,t,b,s,s,w,?,w,?,p,?,?,d,?
x,y,n,t,l,?,c,b,?,e,r,?,?,?,w,?,?,p,k,?,?,e
b,y,y,t,a,?,c,b,k,?,?,s,s,?,w,?,?,p,?,n,g,e
?,?,w,t,?,f,?,?,k,?,c,s,?,?,w,w,o,?,n,n,g,?
b,?,w,t,a,f,c,?,n,?,c,s,s,w,w,w,?,?,?,s,m,e
?,?,?,t,a,f,?,b,?,e,c,s,s,w,w,w,?,p,k,s,g,e
?,s,?,?,l,?,c,?,g,?,c,?,?,w,w,w,o,?,k,s,m,e
?,y,?,t,a,?,c,b,n,e,c,?,s,w,w,w,o,p,?,n,g,?
?,f,n,f,n,f,?,?,k,?,e,s,s,?,w,w,?,?,?,?,u,?
?,y,n,?,?,?,c,?,?,e,r,s,?,?,?,?,?,p,n,?,?,e
x,y,?,?,a,f,c,b,k,?,c,s,?,w,w,?,?,p,n,?,g,?
?,y,y,t,?,?,c,b,w,?,?,s,y,w,w,?,o,?,n,y,?,e
?,?,?,t,?,f,?,?,w,e,c,?,?,w,w,?,?,p,n,?,?,e
b,?,w,?,?,f,?,?,?,e,?,s,s,w,w,w,?,?,k,?,?,e
?,y,n,t,l,?,c,?,w,?,?,?,?,w,?,w,?,?,k,y,g,e
b,s,w,t,a,f,c,b,?,e,?,s,?,w,w,w,o,p,k,s,g,?
x,f,g,f,n,f,c,n,g,e,e,?,s,w,w,w,?,?,?,?,u,?
?,?,y,?,?,f,c,b,?,?,?,s,?,?,?,w,o,?,n,s,?,?
?,f,y,?,l,f,?,?,?,?,b,s,s,?,w,w,?,p,u,?,?,e
b,y,y,t,a,f,?,b,w,e,?,s,?,w,?,?,o,p,k,?,?,e
?,y,y,t,?,?,?,b,p,e,?,s,?,w,w,?,o,p,n,?,g,?
b,?,?,t,l,?,?,b,?,?,c,?,s,w,?,w,?,?,?,n,m,?
b,?,w,t,?,f,c,?,k,e,c,?,s,?,w,w,?,?,?,?,?,e
b,y,y,t,a,?,c,b,g,e,?,?,?,?,?,?,o,?,n,s,g,?
x,y,?,t,l,f,c,b,g,?,?,s,?,w,w,?,?,p,n,?,m,?
?,?,y,t,?,?,c,b,?,e,c,?,?,?,w,w,?,?,n,?,?,?
?,y,?,?,p,?,?,n,p,?,?,s,s,?,?,w,o,p,n,?,u,p
s,?,n,f,?,f,?,n,g,e,?,?,s,?,w,w,o,?,?,y,?,e
?,?,n,?,n,f,?,?,?,e,e,?,s,?,?,w,?,?,?,v,u,?
x,s,y,?,a,f,?,?,g,e,?,?,?,w,w,w,?,?,n,s,m,e
f,?,?,t,a,f,?,b,p,?,r,?,y,w,?,?,o,p,k,s,p,?
x,y,?,?,?,f,?,?,k,e,e,s,?,w,w,?,o,?,?,s,g,?
?,?,?,t,l,f,?,b,g,e,c,?,s,w,?,?,?,?,?,s,m,e
f,f,g,f,n,?,c,?,p,e,e,?,?,w,?,?,o,p,?,v,u,?
b,y,y,?,l,?,c,b,g,?,?,?,s,w,?,w,?,p,n,n,g,e
?,y,?,t,a,f,?,?,w,e,r,s,?,w,w,w,?,p,n,y,p,e
?,f,?,f,n,f,w,?,p,t,?,?,f,?,?,?,o,e,?,?,?,e
x,?,w,t,?,f,w,?,w,t,?,s,s,?,w,?,?,p,?,v,?,e
b,?,w,?,?,?,?,?,?,e,c,?,s,w,?,w,o,?,n,s,?,?
?,?,y,?,a,f,w,n,w,t,b,?,?,?,?,w,o,p,n,?,d,e
?,?,y,?,?,f,c,b,?,?,?,s,s,?,w,w,?,p,n,n,m,e
f,f,g,f,?,f,c,?,g,e,?,s,s,w,w,?,?,p,n,y,u,e
?,s,y,?,?,f,?,?,?,?,c,s,s,w,?,w,o,p,k,?,?,e
x,s,w,?,l,?,c,?,g,e,c,?,?,w,?,w,?,p,?,n,m,?
x,y,w,t,l,f,c,b,n,?,c,s,?,w,w,w,?,p,?,s,?,e
?,?,w,?,?,?,w,?,n,t,b,?,s,?,w,?,?,?,?,v,d,?
?,y,y,t,l,?,?,b,w,?,c,s,s,w,w,w,?,p,?,s,g,e
?,?,?,t,l,f,c,b,?,?,?,s,s,w,w,w,?,?,k,s,g,e
x,?,?,t,?,f,c,b,g,e,c,s,s,w,w,?,?,p,k,n,g,e
?,?,?,?,n,?,w,?,h,?,e,?,s,w,w,?,?,e,k,?,g,e
?,y,?,t,?,?,?,?,n,e,r,s,?,w,?,?,o,p,?,y,?,e
x,?,?,?,p,f,c,n,?,e,?,s,s,w,?,?,?,p,?,?,?,?
?,?,?,t,?,f,c,b,n,e,c,s,?,w,w,?,o,p,n,?,?,e
b,s,?,?,a,f,?,?,k,e,?,?,s,w,w,?,?,p,k,?,m,?
?,y,w,t,l,f,c,?,n,e,?,?,s,?,?,w,o,p,n,?,?,e
?,y,?,t,?,f,?,?,w,e,c,s,s,?,?,w,o,p,?,?,?,e
x,s,?,?,a,f,?,b,w,?,?,s,?,?,w,?,o,?,k,s,g,?
?,s,w,?,?,?,c,b,w,e,?,s,?,?,w,w,o,p,k,n,m,e
x,?,y,t,a,f,?,?,?,?,b,s,?,w,?,w,o,p,n,v,d,?
x,f,g,f,n,f,?,n,n,?,?,s,s,?,w,?,o,p,?,y,?,e
f,?,?,?,?,?,c,b,n,e,?,s,?,?,w,w,?,p,?,s,g,e
b,?,w,?,l,f,c,b,n,e,?,?,?,?,?,w,?,?,k,n,m,e
x,s,?,t,?,f,c,b,?,e,c,s,?,w,?,?,o,p,?,s,g,e
?,y,?,?,a,f,?,b,k,e,c,?,?,w,w,w,o,p,?,s,?,?
x,?,w,?,l,f,?,?,?,e,c,?,s,?,?,w,o,p,?,s,?,e
?,f,?,?,n,f,c,?,p,e,?,?,?,?,?,?,o,?,n,v,u,e
?,s,?,?,a,f,c,?,n,?,?,?,s,w,w,?,o,?,?,?,m,e
?,s,w,?,p,f,c,n,k,?,?,?,s,w,?,w,?,?,k,?,?,p
x,?,?,t,a,f,c,b,n,e,r,s,y,?,w,w,o,?,n,s,g,e
f,?,w,t,a,?,?,?,p,t,b,?,s,?,?,w,o,?,?,?,d,?
?,y,w,t,?,?,c,b,?,e,c,s,s,?,w,w,?,p,k,n,?,?
b,y,w,?,?,f,?,?,?,e,?,?,s,w,w,w,o,?,?,s,g,e
?,?,?,?,a,?,?,b,g,?,c,s,s,w,w,?,?,p,n,?,g,?
x,s,y,?,a,f,?,b,g,?,c,s,s,w,w,?,o,p,n,s,?,?
x,?,?,t,p,f,c,n,?,e,e,?,?,w,w,w,o,p,?,?,?,p
b,s,?,t,?,?,c,?,?,e,c,s,?,?,w,?,?,?,?,?,g,e
?,?,g,f,n,f,c,n,n,?,?,?,s,w,w,?,o,?,k,y,?,?
x,?,w,t,?,f,?,?,k,e,?,?,?,w,?,w,o,p,k,s,u,p
x,y,y,t,?,?,c,b,n,e,r,?,?,w,w,w,o,p,?,y,p,e
?,f,?,f,n,?,c,n,?,?,e,s,s,?,?,w,o,p,k,v,u,e
b,?,w,?,l,?,?,b,k,e,?,s,?,w,?,?,?,p,n,n,?,?
x,f,?,t,l,?,w,n,w,?,?,?,s,w,?,?,?,p,n,?,?,?
x,y,?,t,l,?,?,?,w,?,c,s,s,?,w,?,o,?,k,s,g,?
?,?,?,t,?,f,?,b,?,e,c,?,s,w,w,?,?,p,?,?,g,e
x,?,?,?,l,f,c,?,n,e,r,s,y,w,w,w,o,p,k,s,?,?
?,?,y,?,a,?,?,b,?,?,?,?,y,w,w,w,o,?,k,?,p,e
?,?,y,?,?,f,?,?,w,?,?,s,?,w,?,?,o,?,k,?,p,e
?,?,?,t,?,f,c,b,w,?,?,?,?,?,?,?,o,p,k,?,g,e
x,?,?,?,a,?,?,?,?,e,?,?,s,w,w,?,?,?,n,n,m,e
?,?,w,t,p,f,c,n,n,e,e,?,s,?,w,?,?,p,?,?,?,?
f,f,w,?,?,f,?,?,?,?,b,s,s,?,?,w,?,?,?,v,?,e
x,s,?,t,?,?,c,b,w,e,c,s,s,?,?,w,o,p,n,s,?,e
x,s,w,?,?,f,w,?,p,t,b,s,?,w,w,?,o,p,u,v,d,e
x,?,w,t,a,?,c,b,n,e,?,?,s,w,w,?,?,p,?,s,?,?
f,y,y,?,l,?,c,b,?,?,r,?,?,?,w,?,o,p,k,?,p,?
x,?,n,?,n,?,w,b,p,?,?,f,s,w,?,w,?,e,k,s,?,e
f,?,?,t,a,f,?,b,w,e,r,?,?,w,?,?,?,?,?,y,?,e
?,?,?,t,p,?,?,n,?,e,e,?,?,w,w,w,?,p,n,?,g,p
s,?,n,f,n,?,c,n,?,?,e,s,s,w,?,?,?,?,n,v,?,e
b,y,y,t,l,f,?,b,?,?,c,?,?,w,w,?,o,?,n,s,?,?
?,s,?,t,l,f,c,b,n,?,?,s,?,w,w,w,?,p,n,?,g,?
?,y,w,?,l,f,c,?,?,e,?,?,?,?,w,?,o,p,?,n,?,e
f,?,n,f,n,f,?,n,k,?,?,s,?,w,?,w,o,?,n,?,?,e
?,s,?,t,?,?,?,?,w,e,?,?,s,?,w,w,?,?,k,n,m,?
b,y,w,t,?,f,?,b,?,e,c,s,s,?,w,w,o,p,?,?,?,e
b,y,w,?,a,f,c,?,g,e,c,s,?,?,?,w,?,p,n,n,m,?
f,y,?,t,?,?,c,?,w,e,?,s,y,w,?,w,o,?,n,?,?,?
x,y,w,t,p,f,c,n,?,e,e,s,s,w,?,?,?,p,k,v,g,p
x,s,w,t,a,?,?,?,?,e,c,?,s,w,?,w,o,?,n,?,g,?
?,y,?,t,a,f,?,b,n,?,?,s,s,?,?,w,o,?,?,?,m,?
?,f,w,t,?,?,w,n,?,t,b,?,?,w,w,w,o,p,?,v,d,e
?,f,?,?,n,f,c,n,g,e,e,s,s,?,w,w,o,?,k,v,?,e
f,?,?,?,?,?,?,b,?,t,e,?,s,w,?,w,o,?,k,a,g,?
x,y,y,?,a,f,?,b,g,e,c,s,s,w,?,w,o,p,n,?,?,?
b,s,w,?,a,?,?,b,?,?,c,s,?,?,w,w,?,?,n,?,m,e
?,?,?,t,?,f,c,n,w,?,e,?,?,w,w,?,o,p,?,?,?,p
x,?,w,t,l,f,c,b,?,?,c,s,s,w,w,?,o,p,k,n,?,?
f,s,n,t,p,f,c,n,w,e,e,?,s,?,w,w,?,p,k,?,?,p
x,y,?,t,?,?,?,b,?,e,?,s,s,w,?,w,?,p,?,?,?,e
?,y,?,?,?,f,?,b,k,e,c,s,?,w,w,?,?,p,n,n,m,e
f,?,y,t,?,f,c,b,n,e,?,s,?,w,w,w,o,p,n,?,p,e
?,?,?,t,?,f,?,b,w,e,?,?,y,w,?,?,o,?,n,s,p,e
f,y,n,?,?,?,c,?,?,e,r,s,y,w,w,w,?,p,?,y,g,e
x,?,w,?,a,f,c,b,w,e,c,?,s,w,w,w,?,p,?,?,?,e
f,f,?,f,?,f,?,?,?,t,e,?,?,w,w,w,o,e,?,?,g,e
?,s,y,t,?,f,c,b,?,?,?,?,s,?,?,w,o,?,n,n,?,?
x,y,w,?,p,f,?,n,w,e,?,?,s,w,?,w,?,p,?,?,g,p
?,?,y,?,?,f,c,?,?,?,c,s,s,w,w,w,?,p,n,?,?,e
?,?,?,?,n,f,?,n,p,e,?,s,?,w,?,w,o,?,n,?,u,?
?,s,y,t,l,f,c,b,?,?,c,s,s,w,w,w,?,p,k,?,m,e
?,y,w,t,?,?,c,?,?,e,c,s,?,?,?,w,?,?,?,n,m,e
?,y,?,t,a,?,?,b,?,e,r,s,?,w,w,w,o,p,k,?,?,e
b,y,?,t,?,f,c,?,g,e,?,s,?,?,w,?,?,p,k,s,m,e
b,?,w,t,a,?,?,?,g,e,c,s,?,w,w,w,o,?,k,s,g,e
x,y,n,t,l,f,c,?,n,?,?,s,?,w,w,w,o,p,?,y,p,e
f,?,?,f,n,?,?,n,p,?,e,s,s,?,w,?,?,p,?,y,?,?
x,f,g,?,n,f,?,n,g,?,?,?,s,w,w,?,?,p,?,?,?,e
?,y,?,?,?,?,c,b,?,e,?,s,?,?,?,?,?,?,?,?,?,?
?,s,y,?,?,?,c,b,?,e,c,?,s,w,w,w,o,p,k,?,?,?
?,y,?,?,l,f,c,b,?,e,?,s,s,?,w,?,?,p,n,s,g,e
?,s,?,t,a,f,c,b,?,e,c,s,s,w,?,w,?,?,?,s,?,e
b,?,?,?,a,f,c,?,g,?,?,s,s,w,w,w,o,p,n,?,m,e
x,s,y,?,?,?,c,?,?,e,?,s,s,w,w,w,o,p,k,s,m,?
