@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,?,4000.0,?,?,?,16.0,?
nas,72.0,?,8000.0,16.0,6.0,?,48.0
?,?,8000.0,16000.0,32.0,?,16.0,?
?,?,?,?,64.0,?,24.0,266.0
nas,35.0,8000.0,32000.0,?,?,?,?
?,?,16000.0,32000.0,?,16.0,?,426.0
nas,48.0,4000.0,24000.0,32.0,8.0,?,151.0
?,38.0,8000.0,32000.0,?,8.0,?,267.0
?,?,16000.0,32000.0,256.0,16.0,?,603.0
ncr,?,?,?,0.0,?,?,19.0
ncr,?,1000.0,2000.0,0.0,?,6.0,?
?,?,?,?,?,?,?,?
?,56.0,2000.0,?,0.0,1.0,?,?
ncr,56.0,?,?,?,1.0,?,41.0
?,56.0,?,8000.0,?,?,8.0,47.0
ncr,56.0,4000.0,?,?,1.0,?,62.0
?,?,?,16000.0,?,?,8.0,?
ncr,38.0,4000.0,?,?,16.0,32.0,80.0
?,?,?,?,32.0,?,32.0,80.0
ncr,38.0,8000.0,16000.0,64.0,4.0,?,?
?,38.0,?,?,?,?,?,?
?,38.0,4000.0,16000.0,?,?,?,?
nixdorf,200.0,1000.0,?,0.0,?,?,?
nixdorf,200.0,1000.0,4000.0,?,?,?,25.0
nixdorf,?,2000.0,?,?,?,5.0,?
?,?,512.0,4000.0,?,?,7.0,?
perkin-elmer,250.0,?,4000.0,0.0,?,7.0,?
?,?,1000.0,?,?,?,?,?
prime,160.0,?,4000.0,?,1.0,5.0,25.0
?,160.0,?,?,2.0,3.0,8.0,?
prime,?,1000.0,?,?,?,?,?
?,?,1000.0,8000.0,16.0,?,?,43.0
prime,160.0,2000.0,8000.0,32.0,?,?,53.0
?,240.0,?,1000.0,?,1.0,?,19.0
?,?,?,?,?,1.0,?,22.0
siemens,105.0,2000.0,4000.0,8.0,3.0,8.0,31.0
?,105.0,?,6000.0,?,?,?,?
siemens,105.0,?,8000.0,16.0,4.0,?,?
siemens,?,?,16000.0,32.0,?,?,99.0
?,?,4000.0,?,8.0,?,8.0,67.0
?,?,?,?,32.0,6.0,?,81.0
siemens,?,?,?,64.0,?,24.0,?
siemens,?,?,24000.0,?,8.0,?,?
siemens,?,8000.0,?,?,12.0,?,275.0
?,?,8000.0,?,128.0,24.0,32.0,382.0
?,?,?,8000.0,32.0,5.0,28.0,56.0
sperry,50.0,2000.0,?,24.0,6.0,?,?
sperry,?,?,?,?,26.0,?,?
?,?,?,32000.0,?,?,?,?
sperry,50.0,?,32000.0,?,52.0,104.0,?
sperry,30.0,?,64000.0,?,?,176.0,?
?,?,?,64000.0,128.0,?,?,?
?,180.0,262.0,4000.0,0.0,1.0,?,24.0
sperry,?,?,?,?,?,3.0,?
?,180.0,262.0,4000.0,0.0,1.0,?,24.0
sperry,?,512.0,?,?,?,?,24.0
sperry,?,1000.0,?,0.0,1.0,?,?
sperry,98.0,?,?,32.0,?,?,?
?,125.0,2000.0,?,?,2.0,14.0,41.0
?,480.0,?,?,32.0,?,0.0,?
?,?,?,4000.0,0.0,0.0,?,25.0
