@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
ibm,900.0,1000.0,?,?,?,2.0,26.0
?,?,?,?,?,1.0,2.0,?
ibm,900.0,2000.0,4000.0,0.0,?,6.0,28.0
ibm,?,?,?,8.0,?,?,?
?,?,2000.0,4000.0,8.0,3.0,6.0,?
?,?,2000.0,8000.0,8.0,1.0,6.0,42.0
?,?,?,?,16.0,?,?,?
?,180.0,2000.0,?,16.0,?,6.0,?
ibm,225.0,?,?,2.0,3.0,6.0,26.0
ibm,?,2000.0,12000.0,8.0,1.0,4.0,59.0
?,25.0,?,12000.0,16.0,3.0,5.0,65.0
?,?,4000.0,16000.0,?,6.0,?,?
?,17.0,?,16000.0,?,6.0,12.0,116.0
?,1500.0,768.0,?,0.0,?,0.0,?
?,1500.0,768.0,2000.0,0.0,0.0,?,20.0
ibm,800.0,?,?,?,?,?,?
ipl,?,?,4000.0,0.0,3.0,6.0,?
ipl,50.0,?,?,?,?,?,44.0
ipl,50.0,2000.0,8000.0,?,1.0,6.0,44.0
ipl,50.0,?,16000.0,?,?,6.0,?
ipl,50.0,?,16000.0,24.0,?,6.0,82.0
ipl,?,?,16000.0,48.0,?,?,?
?,?,?,?,?,?,6.0,37.0
magnuson,100.0,?,?,?,?,?,46.0
?,?,?,?,?,?,6.0,?
magnuson,50.0,?,16000.0,?,3.0,?,?
magnuson,?,?,16000.0,?,6.0,?,88.0
magnuson,?,2000.0,?,?,?,16.0,?
?,150.0,?,?,0.0,?,?,33.0
nas,115.0,2000.0,8000.0,?,1.0,?,?
nas,?,2000.0,?,?,?,5.0,?
?,?,2000.0,?,32.0,?,?,?
?,?,2000.0,8000.0,32.0,1.0,6.0,53.0
?,92.0,2000.0,?,4.0,1.0,?,?
?,75.0,?,?,?,?,6.0,86.0
?,60.0,?,?,32.0,?,6.0,95.0
nas,?,2000.0,16000.0,64.0,?,8.0,107.0
?,60.0,4000.0,?,?,5.0,8.0,117.0
?,50.0,?,16000.0,?,?,?,119.0
nas,?,?,?,?,?,16.0,120.0
nas,?,?,8000.0,?,6.0,8.0,?
nas,?,8000.0,?,?,8.0,?,?
?,40.0,8000.0,?,64.0,?,24.0,?
?,?,8000.0,32000.0,64.0,8.0,?,270.0
nas,?,16000.0,32000.0,?,?,32.0,?
?,48.0,?,?,?,?,24.0,151.0
?,?,?,32000.0,64.0,8.0,24.0,267.0
?,?,?,32000.0,?,16.0,24.0,603.0
ncr,?,?,1000.0,?,?,?,19.0
?,?,1000.0,?,?,?,6.0,21.0
ncr,?,1000.0,4000.0,?,1.0,?,26.0
?,?,2000.0,6000.0,0.0,?,8.0,?
ncr,?,?,8000.0,?,1.0,?,?
?,?,4000.0,?,?,1.0,8.0,47.0
ncr,56.0,4000.0,?,?,1.0,8.0,?
ncr,?,4000.0,16000.0,0.0,1.0,8.0,?
ncr,38.0,4000.0,8000.0,32.0,16.0,32.0,?
ncr,?,?,8000.0,?,16.0,?,80.0
?,?,?,?,?,4.0,8.0,?
ncr,?,?,?,160.0,?,?,?
ncr,?,?,?,?,?,?,190.0
?,200.0,1000.0,2000.0,0.0,?,2.0,21.0
nixdorf,?,?,?,?,?,?,?
?,200.0,?,?,?,1.0,?,67.0
perkin-elmer,250.0,512.0,?,?,1.0,?,24.0
perkin-elmer,250.0,?,4000.0,?,?,?,?
?,?,1000.0,16000.0,1.0,1.0,?,64.0
?,160.0,512.0,?,?,1.0,?,25.0
prime,160.0,512.0,?,2.0,?,8.0,?
?,160.0,?,4000.0,?,1.0,14.0,?
?,160.0,1000.0,?,?,?,?,?
?,?,?,8000.0,?,?,13.0,53.0
?,?,512.0,1000.0,8.0,?,?,?
?,?,512.0,?,8.0,?,?,22.0
?,?,2000.0,4000.0,?,?,8.0,?
siemens,105.0,2000.0,?,?,?,?,41.0
siemens,?,2000.0,?,?,4.0,14.0,?
siemens,?,4000.0,16000.0,?,4.0,?,99.0
siemens,70.0,?,?,?,6.0,8.0,67.0
?,59.0,?,?,32.0,?,12.0,?
?,59.0,?,?,64.0,12.0,24.0,149.0
?,?,?,?,32.0,?,?,?
?,26.0,?,32000.0,64.0,12.0,16.0,275.0
siemens,?,?,?,128.0,24.0,32.0,?
sperry,?,2000.0,8000.0,?,5.0,?,56.0
sperry,?,2000.0,32000.0,24.0,?,?,?
sperry,?,2000.0,32000.0,48.0,?,52.0,227.0
?,50.0,?,32000.0,112.0,52.0,?,?
sperry,50.0,?,32000.0,?,52.0,?,360.0
?,30.0,8000.0,?,?,?,176.0,?
sperry,?,8000.0,?,?,12.0,176.0,978.0
sperry,?,262.0,?,?,1.0,?,?
?,180.0,?,?,0.0,?,?,24.0
sperry,?,262.0,?,?,1.0,?,?
?,?,?,?,?,?,?,24.0
?,124.0,?,8000.0,0.0,1.0,8.0,?
sperry,98.0,?,?,32.0,2.0,?,50.0
sratus,?,?,8000.0,0.0,2.0,?,41.0
wang,480.0,512.0,?,32.0,0.0,0.0,?
?,?,1000.0,?,0.0,0.0,?,25.0
