@relation dataset

@attribute vendor {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,?,256.0,?,?,?,?,?
11,?,256.0,?,0.0,1.0,4.0,?
?,125.0,?,1000.0,?,8.0,?,?
?,?,?,8000.0,?,1.0,?,75.0
?,75.0,?,?,64.0,1.0,38.0,?
13,?,2000.0,16000.0,?,1.0,38.0,?
?,?,?,?,?,?,10.0,18.0
14,105.0,256.0,2000.0,?,?,?,?
14,105.0,?,4000.0,?,3.0,?,?
14,?,2000.0,4000.0,?,3.0,19.0,33.0
14,75.0,?,8000.0,8.0,?,?,47.0
14,75.0,3000.0,?,?,3.0,48.0,54.0
14,?,256.0,?,0.0,?,24.0,20.0
?,300.0,768.0,?,0.0,6.0,?,?
?,?,?,?,6.0,?,24.0,?
?,?,768.0,12000.0,6.0,?,24.0,52.0
15,300.0,?,?,0.0,?,?,?
15,?,?,?,?,?,?,50.0
15,300.0,192.0,768.0,6.0,?,24.0,18.0
15,180.0,768.0,?,?,1.0,?,53.0
?,330.0,1000.0,?,0.0,2.0,4.0,?
16,?,1000.0,?,?,3.0,?,?
?,300.0,1000.0,16000.0,8.0,?,112.0,?
?,?,?,?,?,?,2.0,20.0
16,330.0,?,?,0.0,?,6.0,?
?,?,2000.0,?,0.0,3.0,?,?
?,140.0,?,4000.0,0.0,?,8.0,?
?,?,2000.0,?,8.0,?,20.0,32.0
16,140.0,2000.0,?,?,?,20.0,175.0
?,140.0,2000.0,?,?,?,54.0,?
16,?,?,?,?,1.0,54.0,?
?,140.0,?,32000.0,?,?,54.0,181.0
16,140.0,2000.0,4000.0,?,?,?,32.0
?,57.0,4000.0,?,1.0,?,12.0,?
17,57.0,?,?,64.0,12.0,16.0,171.0
?,26.0,?,?,?,?,24.0,?
?,?,?,?,64.0,8.0,24.0,350.0
17,?,8000.0,?,?,?,24.0,220.0
17,?,?,?,0.0,?,16.0,113.0
?,?,96.0,?,0.0,1.0,1.0,?
17,203.0,1000.0,?,?,?,5.0,?
17,115.0,512.0,6000.0,?,1.0,6.0,?
?,1100.0,?,1500.0,?,?,?,18.0
17,1100.0,768.0,?,?,?,1.0,?
17,?,?,?,?,?,1.0,?
?,?,2000.0,4000.0,0.0,1.0,1.0,28.0
?,400.0,?,?,0.0,1.0,?,45.0
17,?,1000.0,?,?,?,2.0,18.0
17,?,?,1000.0,0.0,?,?,17.0
?,900.0,?,?,?,?,?,?
?,900.0,1000.0,?,8.0,?,2.0,28.0
?,?,2000.0,4000.0,0.0,?,6.0,?
?,?,2000.0,?,?,?,6.0,?
?,225.0,2000.0,?,?,3.0,6.0,?
17,180.0,?,?,?,?,?,42.0
?,185.0,?,16000.0,?,?,6.0,?
17,?,2000.0,?,?,?,6.0,76.0
17,225.0,1000.0,4000.0,?,3.0,6.0,26.0
?,?,2000.0,12000.0,8.0,?,4.0,?
17,?,2000.0,?,?,3.0,?,?
?,?,?,?,8.0,6.0,?,?
17,17.0,?,?,32.0,6.0,?,?
?,1500.0,768.0,1000.0,?,?,0.0,18.0
17,?,768.0,2000.0,0.0,?,?,?
17,?,768.0,2000.0,0.0,0.0,0.0,?
?,?,2000.0,4000.0,0.0,3.0,6.0,?
?,50.0,2000.0,?,8.0,?,6.0,?
18,50.0,?,8000.0,8.0,1.0,6.0,44.0
?,50.0,2000.0,16000.0,24.0,1.0,6.0,82.0
?,?,?,16000.0,?,1.0,6.0,?
?,?,?,?,?,1.0,?,128.0
19,100.0,?,?,0.0,?,?,37.0
?,?,1000.0,8000.0,?,2.0,?,46.0
19,?,1000.0,?,?,?,6.0,?
?,50.0,?,?,12.0,?,?,80.0
19,?,2000.0,?,?,?,?,88.0
19,?,2000.0,16000.0,?,?,?,?
?,150.0,512.0,4000.0,0.0,8.0,?,33.0
21,115.0,2000.0,8000.0,?,1.0,?,46.0
?,115.0,2000.0,4000.0,?,1.0,5.0,29.0
21,92.0,?,?,32.0,?,?,53.0
21,92.0,?,?,32.0,1.0,?,?
?,?,?,?,?,1.0,?,?
21,75.0,4000.0,?,16.0,?,6.0,?
?,?,4000.0,?,?,1.0,?,?
21,?,2000.0,16000.0,?,?,?,107.0
21,60.0,?,16000.0,64.0,5.0,8.0,?
?,?,?,16000.0,?,5.0,?,?
21,72.0,4000.0,?,64.0,8.0,?,120.0
?,72.0,2000.0,?,16.0,?,?,?
?,40.0,?,16000.0,?,?,?,?
?,?,8000.0,32000.0,64.0,8.0,24.0,?
21,?,8000.0,32000.0,?,?,?,?
21,?,16000.0,32000.0,?,?,32.0,?
21,48.0,4000.0,24000.0,32.0,?,?,151.0
?,?,8000.0,32000.0,?,8.0,?,267.0
21,?,16000.0,?,256.0,?,?,603.0
22,?,1000.0,1000.0,?,?,?,?
22,?,1000.0,?,0.0,1.0,6.0,?
22,?,1000.0,?,0.0,?,6.0,26.0
?,56.0,?,6000.0,0.0,?,?,35.0
22,?,?,?,0.0,?,8.0,41.0
?,?,?,8000.0,0.0,?,8.0,47.0
?,?,4000.0,?,?,1.0,?,62.0
22,?,?,?,0.0,?,?,78.0
?,38.0,?,8000.0,?,16.0,?,?
22,?,4000.0,?,?,16.0,?,80.0
?,38.0,?,?,64.0,?,8.0,?
22,38.0,8000.0,24000.0,160.0,?,?,?
22,?,?,16000.0,128.0,16.0,?,190.0
?,?,1000.0,2000.0,0.0,1.0,2.0,?
23,200.0,?,?,0.0,1.0,?,?
?,200.0,2000.0,?,64.0,1.0,5.0,67.0
?,?,?,?,?,1.0,?,?
?,250.0,?,?,?,4.0,7.0,?
24,250.0,?,16000.0,1.0,?,8.0,64.0
?,?,?,?,?,?,5.0,25.0
25,160.0,512.0,?,?,?,8.0,?
?,160.0,1000.0,4000.0,8.0,1.0,14.0,?
25,?,1000.0,?,16.0,1.0,14.0,43.0
?,160.0,2000.0,8000.0,?,1.0,?,53.0
?,240.0,?,?,?,?,?,?
26,?,?,?,8.0,1.0,?,?
?,?,?,?,?,3.0,?,31.0
26,105.0,2000.0,?,?,?,16.0,?
?,105.0,2000.0,?,?,?,14.0,?
26,52.0,4000.0,?,32.0,?,?,?
26,70.0,4000.0,?,8.0,6.0,?,?
?,?,?,12000.0,32.0,?,?,81.0
26,59.0,?,?,64.0,?,24.0,?
?,26.0,8000.0,24000.0,32.0,8.0,?,?
?,26.0,8000.0,32000.0,64.0,12.0,?,275.0
?,?,?,32000.0,128.0,24.0,32.0,382.0
?,?,2000.0,8000.0,32.0,?,?,56.0
27,50.0,?,32000.0,24.0,?,26.0,?
?,?,2000.0,32000.0,48.0,?,52.0,227.0
27,?,?,32000.0,112.0,?,104.0,?
?,50.0,4000.0,?,?,?,?,?
27,30.0,8000.0,64000.0,?,12.0,176.0,?
27,?,?,64000.0,128.0,12.0,176.0,?
?,?,262.0,?,0.0,?,?,24.0
?,180.0,?,?,0.0,?,?,?
27,180.0,?,4000.0,0.0,?,3.0,24.0
?,180.0,512.0,4000.0,0.0,1.0,3.0,24.0
?,124.0,1000.0,8000.0,0.0,?,?,37.0
?,98.0,?,?,32.0,?,?,?
28,?,2000.0,?,?,?,?,41.0
?,?,512.0,8000.0,?,?,?,?
?,?,?,4000.0,0.0,0.0,0.0,?
