@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
?,?,?,227.0,?,?,224.0,30.0,?,186.0,225.0,?,218.0,70.0,?,?,186.0,?,?
92.0,?,?,?,?,?,?,37.0,21.0,?,?,?,151.0,?,?,?,?,?,opel
?,?,?,?,?,6.0,?,55.0,?,?,?,?,147.0,?,1.0,15.0,?,184.0,?
89.0,42.0,?,?,61.0,11.0,?,44.0,?,?,?,?,?,?,11.0,?,?,199.0,van
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.0,191.0,?,?
?,39.0,83.0,170.0,60.0,?,172.0,38.0,?,?,197.0,?,152.0,?,?,?,?,194.0,saab
?,?,62.0,?,?,7.0,150.0,?,19.0,?,?,330.0,?,?,?,?,?,?,saab
?,?,94.0,?,?,5.0,?,31.0,?,?,?,?,218.0,?,?,?,193.0,191.0,?
89.0,?,?,?,?,?,?,?,?,147.0,?,?,?,?,?,?,179.0,182.0,bus
87.0,?,?,?,66.0,6.0,?,?,19.0,?,?,343.0,?,?,2.0,?,?,?,bus
?,?,92.0,?,65.0,?,209.0,?,?,?,?,671.0,?,78.0,?,11.0,191.0,?,bus
94.0,?,?,?,?,7.0,?,52.0,?,?,?,242.0,116.0,?,?,2.0,?,?,van
79.0,40.0,80.0,?,?,?,147.0,?,?,?,172.0,?,144.0,?,8.0,30.0,181.0,?,?
?,?,76.0,188.0,76.0,?,150.0,44.0,19.0,?,?,?,?,?,?,8.0,193.0,?,?
?,58.0,?,?,?,?,261.0,26.0,?,?,?,998.0,257.0,83.0,9.0,?,?,182.0,?
?,?,?,141.0,58.0,?,?,45.0,?,?,172.0,330.0,?,72.0,?,18.0,?,?,?
?,37.0,?,?,54.0,5.0,119.0,?,?,132.0,?,?,?,72.0,2.0,8.0,?,190.0,?
91.0,?,84.0,?,75.0,?,171.0,?,?,?,?,?,?,69.0,?,12.0,196.0,201.0,?
?,?,?,?,?,?,?,?,?,125.0,142.0,229.0,?,?,8.0,?,?,184.0,?
?,?,107.0,222.0,?,?,?,31.0,?,?,232.0,?,?,?,3.0,?,?,?,?
94.0,?,84.0,?,55.0,?,?,?,20.0,130.0,196.0,?,?,?,9.0,?,190.0,195.0,?
?,?,100.0,?,59.0,9.0,?,?,23.0,?,?,583.0,234.0,70.0,?,10.0,?,198.0,?
?,?,?,?,?,?,?,?,?,?,179.0,363.0,?,75.0,?,15.0,?,195.0,?
?,?,?,?,?,?,?,46.0,?,144.0,?,?,?,73.0,?,?,?,188.0,?
97.0,50.0,108.0,211.0,?,?,214.0,31.0,?,?,?,683.0,?,?,?,29.0,?,?,?
?,42.0,?,?,?,6.0,?,?,19.0,?,?,?,?,74.0,?,?,?,?,saab
?,43.0,?,?,?,?,?,?,19.0,?,?,?,?,75.0,?,9.0,?,192.0,bus
95.0,?,105.0,?,68.0,?,201.0,?,23.0,148.0,223.0,?,201.0,?,5.0,?,?,202.0,opel
?,?,65.0,124.0,56.0,6.0,149.0,?,?,?,?,?,171.0,?,4.0,12.0,179.0,?,bus
?,?,66.0,252.0,126.0,?,?,45.0,?,144.0,237.0,326.0,?,?,1.0,1.0,181.0,?,?
95.0,?,?,174.0,66.0,?,?,?,?,?,168.0,?,?,?,11.0,5.0,?,?,van
?,?,?,?,?,7.0,128.0,?,?,?,?,?,159.0,?,?,?,192.0,196.0,?
?,?,60.0,130.0,?,?,114.0,?,?,?,?,194.0,?,72.0,?,?,?,?,?
102.0,?,83.0,198.0,?,5.0,?,?,?,146.0,225.0,?,?,79.0,?,?,193.0,191.0,bus
108.0,53.0,?,202.0,64.0,10.0,?,30.0,?,?,?,?,?,?,11.0,?,?,199.0,?
99.0,46.0,105.0,?,?,?,197.0,?,?,?,?,?,?,65.0,?,33.0,194.0,?,?
?,?,77.0,?,59.0,8.0,150.0,45.0,?,?,?,331.0,?,?,0.0,?,184.0,?,?
?,?,?,?,59.0,?,?,45.0,?,?,?,329.0,?,?,7.0,12.0,?,?,?
?,?,79.0,199.0,?,?,?,?,22.0,?,202.0,524.0,?,74.0,5.0,8.0,195.0,?,bus
?,?,?,159.0,?,?,144.0,?,19.0,?,168.0,?,?,70.0,?,5.0,190.0,?,?
?,?,83.0,162.0,64.0,?,156.0,43.0,?,?,?,357.0,?,?,?,14.0,185.0,196.0,?
?,38.0,?,144.0,?,6.0,147.0,46.0,?,132.0,?,?,?,?,?,20.0,181.0,?,?
?,?,?,?,?,5.0,?,?,17.0,122.0,?,?,138.0,?,?,?,?,?,?
?,43.0,?,?,?,10.0,?,44.0,?,?,?,?,165.0,?,?,?,184.0,196.0,?
95.0,?,88.0,?,64.0,?,159.0,43.0,?,?,?,?,185.0,?,12.0,?,?,?,?
?,45.0,?,209.0,?,8.0,?,?,23.0,?,231.0,?,?,?,?,?,189.0,195.0,?
?,53.0,109.0,221.0,?,?,?,31.0,?,?,?,?,?,?,13.0,28.0,?,?,saab
85.0,?,?,128.0,56.0,?,150.0,?,19.0,144.0,?,324.0,?,82.0,9.0,14.0,180.0,?,?
93.0,?,79.0,?,65.0,?,?,37.0,21.0,?,?,?,?,?,?,10.0,?,?,bus
?,?,?,119.0,?,?,?,50.0,18.0,?,151.0,266.0,?,?,?,14.0,184.0,185.0,saab
90.0,?,78.0,142.0,59.0,?,?,?,?,?,?,?,?,76.0,10.0,?,?,?,?
?,?,?,?,?,?,?,?,19.0,140.0,165.0,319.0,?,64.0,9.0,?,?,206.0,?
90.0,?,?,?,?,?,?,56.0,?,127.0,?,?,?,68.0,?,?,?,?,?
85.0,?,?,?,?,8.0,?,?,?,?,?,?,?,72.0,2.0,3.0,?,196.0,?
?,46.0,80.0,143.0,?,?,?,43.0,?,156.0,?,366.0,?,?,?,?,185.0,?,?
?,42.0,?,?,?,7.0,147.0,45.0,19.0,143.0,176.0,?,153.0,?,2.0,?,?,189.0,?
85.0,41.0,66.0,155.0,?,22.0,?,45.0,19.0,?,?,?,155.0,?,?,?,?,?,?
?,?,88.0,?,?,?,?,43.0,?,?,173.0,365.0,157.0,?,8.0,?,?,?,?
100.0,48.0,95.0,209.0,?,7.0,199.0,?,?,?,?,605.0,?,?,?,?,?,?,?
?,46.0,104.0,184.0,?,?,?,?,23.0,147.0,?,?,?,?,13.0,?,?,197.0,?
?,?,?,?,60.0,7.0,150.0,45.0,?,?,?,?,131.0,?,?,?,196.0,203.0,saab
97.0,42.0,?,?,59.0,9.0,?,?,?,?,?,511.0,168.0,67.0,?,41.0,194.0,?,?
98.0,39.0,?,?,49.0,?,134.0,?,?,142.0,?,?,134.0,?,?,?,186.0,186.0,?
?,54.0,?,?,?,?,?,?,24.0,?,219.0,669.0,201.0,76.0,12.0,?,187.0,?,?
?,?,83.0,322.0,?,?,158.0,?,20.0,?,?,?,?,?,?,?,?,?,van
86.0,?,75.0,?,?,?,161.0,43.0,20.0,?,170.0,?,185.0,75.0,3.0,?,?,?,?
87.0,42.0,64.0,150.0,?,10.0,?,50.0,?,142.0,157.0,?,?,?,7.0,1.0,?,?,?
?,?,63.0,?,58.0,?,?,?,?,130.0,141.0,?,?,?,14.0,?,184.0,188.0,saab
91.0,?,?,?,?,?,148.0,44.0,?,?,171.0,331.0,?,?,?,?,?,?,van
?,37.0,?,171.0,58.0,9.0,157.0,42.0,?,?,172.0,373.0,115.0,?,?,18.0,?,?,?
81.0,?,?,?,55.0,?,?,?,19.0,145.0,166.0,?,172.0,?,7.0,7.0,?,182.0,?
106.0,49.0,107.0,194.0,57.0,?,?,?,?,?,224.0,?,?,?,?,39.0,192.0,?,?
80.0,?,68.0,?,?,8.0,150.0,?,?,145.0,?,?,?,?,?,?,?,?,bus
95.0,?,80.0,?,62.0,?,?,40.0,?,145.0,?,?,178.0,?,11.0,18.0,199.0,204.0,?
?,?,?,?,?,?,?,?,25.0,?,221.0,?,?,67.0,?,?,?,200.0,opel
?,46.0,?,?,?,?,163.0,42.0,?,?,176.0,?,?,?,18.0,?,189.0,?,van
?,?,?,?,67.0,7.0,149.0,44.0,?,?,?,?,?,?,4.0,17.0,?,200.0,?
?,?,?,172.0,?,8.0,?,?,19.0,?,?,?,?,61.0,?,?,?,?,?
93.0,?,64.0,?,?,?,136.0,49.0,18.0,?,?,?,127.0,67.0,?,?,193.0,204.0,?
?,50.0,96.0,?,65.0,?,?,35.0,?,?,?,?,?,65.0,3.0,?,195.0,206.0,saab
?,44.0,?,?,74.0,?,184.0,?,?,?,?,525.0,154.0,?,4.0,?,196.0,?,?
93.0,35.0,?,?,?,7.0,?,44.0,?,124.0,169.0,?,?,?,?,?,203.0,?,opel
106.0,?,?,?,?,?,208.0,?,?,158.0,224.0,?,?,?,1.0,?,190.0,?,?
89.0,?,?,?,64.0,?,?,?,19.0,?,?,311.0,?,71.0,?,?,?,?,?
110.0,?,103.0,?,?,5.0,250.0,26.0,?,?,?,928.0,239.0,?,?,6.0,?,?,?
85.0,36.0,?,?,55.0,?,?,?,?,?,168.0,321.0,?,64.0,10.0,24.0,?,203.0,?
93.0,?,?,?,56.0,?,127.0,?,?,?,?,?,152.0,?,?,?,189.0,190.0,van
87.0,39.0,74.0,?,?,6.0,?,?,?,136.0,?,?,?,?,?,33.0,?,196.0,saab
?,?,75.0,154.0,?,?,?,44.0,?,?,?,335.0,?,66.0,16.0,?,?,?,?
?,38.0,?,?,?,?,133.0,?,?,?,152.0,?,146.0,87.0,?,?,177.0,183.0,?
?,52.0,?,?,64.0,?,?,?,?,164.0,?,?,192.0,?,17.0,?,?,?,opel
98.0,39.0,?,?,?,?,?,?,20.0,?,184.0,?,131.0,?,8.0,19.0,197.0,?,?
?,?,72.0,?,59.0,5.0,?,?,?,?,159.0,260.0,150.0,?,?,?,191.0,?,?
?,?,104.0,?,59.0,10.0,?,?,?,172.0,?,?,217.0,?,?,26.0,186.0,195.0,?
103.0,?,91.0,179.0,?,?,?,?,?,170.0,220.0,707.0,?,?,1.0,32.0,186.0,?,?
?,?,?,?,?,8.0,?,43.0,?,?,169.0,?,124.0,60.0,4.0,19.0,?,?,?
110.0,?,?,?,?,?,213.0,31.0,24.0,162.0,?,674.0,190.0,?,?,?,191.0,?,saab
82.0,?,?,139.0,64.0,6.0,?,46.0,?,?,?,320.0,184.0,?,?,?,181.0,?,?
?,?,?,125.0,?,8.0,130.0,?,?,139.0,157.0,243.0,?,?,?,?,186.0,?,?
?,?,103.0,?,?,?,?,31.0,?,160.0,?,661.0,187.0,?,7.0,3.0,190.0,200.0,opel
106.0,54.0,?,?,?,?,247.0,?,?,?,?,?,?,?,?,11.0,?,?,?
?,45.0,?,?,67.0,?,145.0,?,?,?,?,?,?,?,?,?,?,202.0,?
96.0,49.0,98.0,?,59.0,?,?,?,24.0,152.0,?,?,?,?,8.0,28.0,?,?,?
?,48.0,?,?,63.0,11.0,?,44.0,20.0,?,171.0,?,188.0,73.0,?,?,?,?,?
88.0,40.0,?,?,?,6.0,?,?,?,134.0,?,?,?,?,?,?,193.0,197.0,?
84.0,?,90.0,180.0,?,?,177.0,37.0,21.0,131.0,?,?,?,?,?,?,?,?,?
?,?,72.0,160.0,?,?,?,?,?,?,166.0,312.0,?,?,?,1.0,?,?,bus
93.0,?,73.0,?,?,?,151.0,?,?,?,?,347.0,?,68.0,?,?,196.0,?,bus
?,?,70.0,?,?,6.0,?,?,?,?,?,273.0,?,?,?,?,186.0,187.0,van
102.0,?,106.0,?,?,?,?,32.0,24.0,?,228.0,?,238.0,?,0.0,26.0,?,?,?
78.0,36.0,?,?,56.0,?,123.0,55.0,?,124.0,?,?,121.0,?,?,16.0,178.0,185.0,?
?,?,66.0,169.0,66.0,7.0,?,44.0,?,140.0,?,325.0,?,?,?,0.0,?,?,bus
84.0,35.0,?,?,?,?,?,59.0,17.0,?,?,196.0,?,76.0,10.0,?,183.0,?,saab
103.0,?,106.0,?,66.0,10.0,203.0,33.0,?,?,217.0,?,?,?,?,?,?,?,?
100.0,?,75.0,205.0,71.0,?,176.0,36.0,21.0,?,?,479.0,?,72.0,?,?,?,?,bus
91.0,42.0,81.0,?,?,?,?,?,20.0,?,?,?,156.0,68.0,?,23.0,198.0,204.0,?
?,?,76.0,?,60.0,?,157.0,?,?,?,?,?,?,69.0,?,10.0,?,?,?
?,51.0,105.0,212.0,68.0,10.0,?,32.0,24.0,?,222.0,?,?,73.0,?,?,186.0,195.0,opel
90.0,?,78.0,179.0,?,8.0,?,?,19.0,126.0,?,367.0,?,?,?,?,?,198.0,opel
97.0,?,94.0,?,?,9.0,?,?,21.0,?,200.0,?,189.0,?,?,11.0,?,203.0,opel
87.0,?,?,162.0,68.0,10.0,?,?,?,?,?,?,?,?,0.0,?,?,?,?
?,43.0,76.0,?,?,?,?,44.0,19.0,?,172.0,?,?,?,14.0,?,189.0,?,?
107.0,?,?,?,59.0,?,?,?,26.0,?,?,?,?,?,?,1.0,?,?,bus
?,?,?,?,60.0,?,158.0,?,20.0,?,?,373.0,?,?,9.0,21.0,?,?,?
86.0,?,?,?,?,?,152.0,?,?,142.0,177.0,340.0,?,?,?,?,?,185.0,?
?,56.0,104.0,?,71.0,11.0,219.0,?,?,?,226.0,?,?,?,?,?,?,?,?
82.0,?,72.0,150.0,64.0,?,?,?,?,144.0,?,?,?,80.0,?,?,183.0,187.0,bus
?,?,?,130.0,?,?,?,44.0,?,?,?,342.0,191.0,81.0,?,14.0,?,186.0,?
82.0,44.0,?,136.0,61.0,?,?,46.0,19.0,?,?,317.0,?,81.0,6.0,?,181.0,?,?
93.0,?,85.0,163.0,66.0,11.0,?,44.0,20.0,158.0,172.0,?,178.0,74.0,?,15.0,183.0,?,?
?,?,?,171.0,60.0,?,?,42.0,?,?,?,?,123.0,61.0,6.0,21.0,197.0,204.0,?
?,?,103.0,171.0,?,11.0,221.0,?,?,172.0,?,?,201.0,?,15.0,?,?,?,?
103.0,?,?,?,?,?,?,?,24.0,?,?,?,?,?,?,?,187.0,?,?
89.0,40.0,?,?,58.0,?,?,?,?,?,146.0,?,150.0,63.0,?,?,199.0,?,?
?,?,?,?,62.0,9.0,147.0,45.0,?,152.0,171.0,325.0,?,?,0.0,?,?,?,van
92.0,46.0,?,?,64.0,?,?,?,?,?,?,?,?,?,2.0,?,?,198.0,opel
?,42.0,?,121.0,?,7.0,?,?,?,?,?,323.0,?,85.0,1.0,6.0,?,?,bus
?,46.0,?,149.0,65.0,8.0,149.0,45.0,?,?,170.0,331.0,185.0,?,?,?,?,?,?
?,?,?,168.0,?,?,214.0,31.0,?,?,?,681.0,224.0,?,?,?,?,?,opel
?,?,?,194.0,62.0,9.0,172.0,?,?,?,?,?,?,?,?,?,?,?,opel
?,?,69.0,?,63.0,8.0,?,48.0,?,134.0,?,284.0,124.0,71.0,?,?,189.0,?,?
?,41.0,?,169.0,68.0,?,150.0,?,?,?,?,?,157.0,?,3.0,?,?,197.0,?
?,?,89.0,168.0,?,?,?,?,24.0,153.0,238.0,?,198.0,?,?,?,190.0,?,?
?,?,72.0,141.0,?,?,138.0,?,18.0,?,?,?,?,72.0,1.0,?,187.0,?,?
?,39.0,86.0,?,?,?,?,?,?,?,?,?,?,?,?,22.0,?,?,?
?,?,?,150.0,59.0,?,?,?,19.0,?,?,344.0,177.0,77.0,8.0,2.0,183.0,187.0,saab
104.0,57.0,103.0,?,?,?,?,?,?,?,?,708.0,219.0,?,?,3.0,?,?,?
?,?,?,?,?,?,?,45.0,19.0,?,?,?,?,74.0,1.0,?,?,191.0,?
85.0,?,?,126.0,?,6.0,?,58.0,17.0,?,?,?,?,64.0,17.0,7.0,197.0,?,?
99.0,55.0,101.0,?,62.0,?,?,?,?,?,225.0,722.0,213.0,?,?,?,186.0,196.0,?
?,44.0,?,139.0,?,?,157.0,43.0,?,155.0,?,?,175.0,76.0,5.0,?,?,?,van
?,50.0,?,197.0,?,6.0,186.0,?,?,?,?,?,?,?,?,?,197.0,198.0,bus
?,?,?,139.0,?,6.0,?,44.0,19.0,146.0,?,347.0,?,?,?,?,?,?,bus
86.0,?,?,133.0,56.0,?,?,49.0,?,136.0,155.0,274.0,?,74.0,?,?,?,?,?
?,?,?,?,63.0,?,?,46.0,?,?,?,?,134.0,67.0,?,?,?,203.0,?
?,?,?,?,?,?,218.0,?,?,169.0,221.0,704.0,?,71.0,?,?,?,197.0,saab
94.0,?,?,?,?,?,131.0,?,?,?,159.0,?,115.0,?,?,?,?,?,?
?,?,?,?,68.0,?,?,?,24.0,166.0,?,?,218.0,?,?,?,189.0,?,saab
86.0,?,64.0,?,?,?,?,?,19.0,?,165.0,333.0,?,?,?,8.0,?,?,?
?,35.0,?,110.0,55.0,?,?,?,17.0,?,136.0,?,?,89.0,5.0,9.0,180.0,184.0,van
?,?,40.0,115.0,?,?,?,?,17.0,?,?,?,?,?,12.0,21.0,?,?,saab
81.0,44.0,68.0,?,?,6.0,151.0,45.0,19.0,147.0,170.0,?,?,86.0,?,?,179.0,?,?
100.0,52.0,104.0,189.0,?,10.0,?,32.0,24.0,163.0,?,642.0,?,?,?,?,?,?,saab
?,?,?,?,?,?,?,?,18.0,?,163.0,268.0,170.0,?,?,?,192.0,?,?
90.0,48.0,?,?,?,11.0,160.0,?,20.0,?,?,?,185.0,76.0,?,14.0,?,?,?
?,?,?,?,?,5.0,165.0,?,?,128.0,?,?,136.0,72.0,?,?,196.0,?,bus
85.0,?,?,?,?,8.0,?,?,19.0,?,?,?,?,?,1.0,?,?,184.0,bus
100.0,?,101.0,?,?,?,222.0,?,25.0,?,225.0,?,211.0,?,7.0,17.0,188.0,197.0,?
?,?,74.0,?,61.0,?,?,?,19.0,?,175.0,?,?,?,6.0,?,183.0,?,?
?,?,?,?,?,8.0,157.0,?,?,?,?,?,?,63.0,5.0,?,?,205.0,opel
?,45.0,?,164.0,?,?,159.0,?,?,?,?,?,?,65.0,?,?,?,?,?
85.0,?,?,132.0,58.0,?,149.0,46.0,?,?,?,320.0,172.0,?,?,4.0,179.0,?,?
?,55.0,?,228.0,69.0,?,215.0,?,24.0,?,?,?,?,?,2.0,?,?,199.0,?
85.0,?,?,?,?,9.0,?,44.0,?,?,168.0,?,?,?,?,7.0,?,?,?
?,?,?,124.0,?,?,?,?,18.0,?,164.0,?,149.0,?,?,?,?,?,?
95.0,?,?,?,?,6.0,?,?,?,126.0,?,?,124.0,?,2.0,19.0,?,204.0,bus
?,?,83.0,176.0,?,7.0,?,39.0,?,132.0,190.0,426.0,?,67.0,?,?,192.0,?,?
?,?,?,?,65.0,11.0,212.0,31.0,?,165.0,229.0,673.0,?,?,?,16.0,?,?,?
?,?,?,?,58.0,6.0,?,?,?,121.0,?,?,?,?,3.0,?,?,?,?
