@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
77.0,38.0,?,?,59.0,5.0,?,52.0,?,130.0,145.0,247.0,?,79.0,?,?,?,187.0,?
96.0,?,?,?,50.0,?,?,?,18.0,?,?,?,?,?,?,?,?,183.0,?
83.0,42.0,?,156.0,67.0,?,?,45.0,?,?,?,?,159.0,?,?,?,?,?,?
?,45.0,86.0,?,69.0,?,?,?,?,?,?,523.0,?,72.0,?,4.0,?,197.0,bus
?,?,?,?,?,?,?,?,19.0,?,?,?,156.0,?,18.0,?,184.0,188.0,?
81.0,?,?,125.0,57.0,?,?,?,?,?,169.0,323.0,172.0,?,6.0,18.0,?,184.0,bus
?,55.0,?,?,?,11.0,?,30.0,25.0,178.0,?,?,216.0,?,6.0,?,?,?,opel
?,?,?,?,68.0,9.0,?,46.0,?,147.0,?,?,171.0,?,?,11.0,?,?,?
?,49.0,84.0,?,?,?,?,?,22.0,154.0,?,558.0,?,?,?,?,195.0,?,bus
?,?,?,?,?,10.0,?,31.0,?,175.0,226.0,?,?,?,3.0,6.0,185.0,193.0,opel
97.0,59.0,?,227.0,?,?,224.0,?,25.0,?,?,?,?,?,10.0,?,?,?,opel
92.0,?,91.0,?,?,?,176.0,?,21.0,?,196.0,?,?,?,?,23.0,192.0,?,?
?,37.0,53.0,111.0,54.0,?,?,?,18.0,?,?,227.0,147.0,82.0,?,?,176.0,?,?
?,?,89.0,147.0,?,11.0,?,44.0,?,?,?,338.0,163.0,?,?,23.0,?,199.0,?
101.0,?,?,203.0,?,?,195.0,34.0,?,?,?,571.0,210.0,?,5.0,5.0,?,198.0,opel
?,?,?,?,?,?,?,38.0,?,?,?,?,152.0,?,0.0,10.0,?,?,?
?,40.0,62.0,140.0,?,7.0,150.0,?,?,?,?,?,?,82.0,?,3.0,?,?,?
104.0,52.0,?,?,66.0,5.0,?,31.0,24.0,?,227.0,666.0,?,?,?,?,193.0,?,bus
?,?,?,113.0,50.0,?,?,45.0,19.0,147.0,?,?,189.0,?,?,?,179.0,182.0,?
87.0,?,?,?,66.0,?,?,?,?,?,?,?,189.0,?,?,0.0,186.0,190.0,bus
?,?,92.0,?,65.0,?,?,?,?,?,?,?,214.0,?,5.0,?,?,?,?
?,?,?,?,?,?,?,?,18.0,?,155.0,?,?,?,1.0,?,?,?,van
?,?,?,?,?,?,?,?,?,135.0,172.0,?,?,76.0,?,30.0,?,193.0,?
?,40.0,?,?,?,?,?,44.0,19.0,136.0,?,342.0,?,72.0,?,?,193.0,197.0,?
110.0,58.0,106.0,?,?,?,?,?,?,171.0,?,?,?,?,9.0,?,181.0,182.0,?
?,41.0,84.0,141.0,58.0,9.0,149.0,?,?,145.0,172.0,330.0,162.0,?,?,?,?,200.0,van
?,?,60.0,?,?,5.0,119.0,?,?,?,?,?,?,72.0,2.0,?,?,?,van
?,?,?,209.0,75.0,?,?,?,?,138.0,189.0,?,?,69.0,3.0,12.0,?,201.0,?
?,37.0,57.0,116.0,?,6.0,125.0,?,?,125.0,142.0,229.0,?,?,?,5.0,?,184.0,?
?,55.0,?,222.0,?,?,?,31.0,24.0,?,?,?,229.0,?,3.0,?,188.0,199.0,?
94.0,38.0,84.0,?,55.0,?,?,?,?,?,196.0,?,?,69.0,9.0,15.0,?,?,opel
?,52.0,?,191.0,59.0,9.0,197.0,33.0,23.0,?,?,?,?,?,10.0,10.0,?,198.0,saab
?,48.0,87.0,?,?,?,?,?,?,?,?,363.0,?,?,?,?,184.0,?,?
?,?,66.0,154.0,?,?,?,?,19.0,144.0,168.0,?,177.0,?,2.0,?,?,?,?
97.0,50.0,?,?,?,?,214.0,?,?,?,?,683.0,218.0,72.0,?,?,188.0,?,?
89.0,42.0,80.0,151.0,?,?,?,?,?,?,?,?,?,?,?,?,?,189.0,?
?,43.0,68.0,?,62.0,?,150.0,44.0,19.0,?,?,?,164.0,75.0,4.0,9.0,?,192.0,?
?,46.0,?,?,?,?,201.0,?,23.0,?,?,602.0,?,69.0,5.0,?,191.0,?,?
87.0,?,?,?,?,6.0,?,?,?,144.0,170.0,?,?,?,?,12.0,?,?,?
?,45.0,?,?,126.0,?,148.0,45.0,?,?,237.0,?,?,?,1.0,?,181.0,?,bus
?,42.0,?,174.0,66.0,9.0,?,?,?,?,168.0,?,?,?,11.0,5.0,?,?,van
?,?,?,150.0,64.0,7.0,128.0,?,?,?,?,246.0,?,69.0,?,?,?,196.0,van
92.0,?,?,?,?,?,114.0,?,17.0,132.0,?,194.0,?,?,?,5.0,190.0,?,?
102.0,45.0,?,?,65.0,5.0,?,33.0,?,?,225.0,576.0,?,?,0.0,?,?,?,?
108.0,?,103.0,?,64.0,10.0,?,?,25.0,?,?,711.0,214.0,73.0,11.0,10.0,188.0,199.0,saab
?,?,?,209.0,64.0,?,?,34.0,23.0,?,212.0,?,?,65.0,?,?,?,?,opel
?,?,?,?,59.0,?,150.0,45.0,?,?,176.0,?,133.0,?,?,16.0,?,?,?
80.0,44.0,?,135.0,?,?,?,?,19.0,?,170.0,329.0,?,?,7.0,12.0,180.0,?,bus
?,48.0,?,?,68.0,6.0,?,35.0,?,153.0,?,?,?,?,?,?,195.0,195.0,?
89.0,40.0,?,159.0,65.0,?,144.0,?,?,?,168.0,?,143.0,?,0.0,?,190.0,200.0,?
94.0,?,?,?,64.0,?,156.0,43.0,?,?,?,?,?,?,4.0,14.0,?,?,?
77.0,38.0,75.0,?,59.0,?,147.0,?,19.0,132.0,167.0,?,136.0,80.0,?,?,?,187.0,?
88.0,?,?,121.0,58.0,?,?,59.0,?,?,?,192.0,138.0,?,?,4.0,182.0,187.0,?
93.0,43.0,?,133.0,?,?,?,?,?,?,174.0,?,165.0,?,12.0,13.0,?,196.0,?
95.0,?,88.0,?,?,11.0,?,?,20.0,?,176.0,371.0,?,?,12.0,?,?,?,van
?,45.0,?,?,?,8.0,?,?,?,?,231.0,611.0,189.0,?,?,?,189.0,?,opel
109.0,?,?,?,?,12.0,?,31.0,25.0,169.0,?,712.0,212.0,72.0,13.0,?,188.0,?,saab
85.0,?,?,128.0,?,?,?,?,19.0,?,168.0,324.0,173.0,82.0,?,14.0,?,184.0,?
?,?,79.0,?,?,?,?,37.0,21.0,158.0,189.0,?,194.0,70.0,?,10.0,197.0,202.0,?
89.0,?,?,?,?,?,134.0,?,18.0,?,151.0,266.0,?,79.0,?,14.0,?,185.0,?
90.0,?,?,142.0,?,11.0,160.0,43.0,20.0,?,?,370.0,?,76.0,?,11.0,183.0,192.0,?
92.0,?,?,?,?,?,?,?,?,?,?,?,?,?,9.0,?,?,?,?
90.0,?,?,?,?,6.0,?,?,?,?,?,?,132.0,68.0,22.0,?,?,195.0,?
85.0,?,?,?,?,8.0,?,46.0,?,147.0,?,?,179.0,?,2.0,?,187.0,196.0,?
90.0,46.0,?,?,62.0,11.0,?,?,20.0,?,?,?,186.0,74.0,?,?,185.0,?,van
89.0,?,?,148.0,62.0,?,?,?,?,?,?,323.0,?,?,?,?,?,189.0,?
?,?,66.0,?,?,22.0,?,?,?,?,?,?,?,?,6.0,16.0,184.0,191.0,?
97.0,?,?,?,?,10.0,?,?,?,?,?,?,157.0,67.0,?,?,?,?,?
?,?,95.0,?,?,7.0,?,?,?,150.0,?,?,?,73.0,?,?,?,?,bus
100.0,?,?,?,60.0,?,?,?,?,147.0,?,578.0,?,73.0,?,?,189.0,?,?
?,36.0,77.0,165.0,?,7.0,?,45.0,19.0,?,?,?,?,?,?,?,?,203.0,saab
97.0,?,?,186.0,?,?,?,36.0,22.0,?,208.0,511.0,168.0,?,?,?,?,?,saab
98.0,39.0,?,121.0,?,7.0,134.0,?,?,142.0,?,261.0,?,75.0,?,1.0,?,?,van
?,?,100.0,163.0,?,10.0,213.0,31.0,?,173.0,?,?,?,?,?,?,187.0,195.0,opel
?,47.0,83.0,322.0,133.0,48.0,?,43.0,20.0,?,?,?,?,?,0.0,14.0,184.0,?,?
86.0,?,?,?,?,?,?,?,?,163.0,?,?,?,75.0,3.0,?,?,192.0,?
?,?,64.0,?,?,?,133.0,?,?,?,?,?,159.0,67.0,?,?,?,201.0,?
88.0,37.0,63.0,?,58.0,?,125.0,?,?,?,141.0,?,?,74.0,?,20.0,184.0,188.0,?
91.0,?,?,?,66.0,?,?,?,19.0,145.0,171.0,331.0,?,70.0,?,5.0,?,199.0,?
?,37.0,80.0,?,58.0,?,?,?,?,132.0,?,373.0,?,60.0,?,?,201.0,209.0,saab
81.0,?,?,125.0,?,?,?,46.0,?,?,?,?,172.0,86.0,7.0,?,?,?,?
106.0,49.0,107.0,?,?,11.0,214.0,31.0,?,161.0,?,670.0,?,?,0.0,39.0,?,206.0,?
?,?,?,?,?,?,?,?,?,?,171.0,329.0,?,85.0,?,?,179.0,?,?
?,?,80.0,186.0,62.0,7.0,?,?,20.0,?,?,406.0,?,?,?,?,?,?,opel
103.0,?,?,218.0,64.0,12.0,222.0,30.0,?,?,?,?,?,?,?,?,?,?,?
100.0,?,?,?,64.0,?,163.0,?,20.0,?,?,?,?,?,?,0.0,189.0,?,?
?,40.0,76.0,171.0,?,?,?,44.0,?,135.0,?,?,144.0,?,?,17.0,192.0,200.0,?
90.0,?,?,172.0,59.0,?,?,42.0,19.0,?,?,360.0,158.0,61.0,?,?,?,?,?
?,36.0,64.0,?,?,?,?,49.0,?,?,161.0,?,?,67.0,?,29.0,?,204.0,?
104.0,?,?,?,?,10.0,?,?,22.0,?,?,?,?,?,?,?,195.0,?,?
?,?,?,?,74.0,6.0,184.0,?,?,?,208.0,525.0,?,?,4.0,22.0,196.0,?,bus
?,?,72.0,?,62.0,?,?,?,?,124.0,?,334.0,125.0,?,?,?,?,210.0,?
106.0,49.0,106.0,?,?,?,208.0,32.0,?,?,?,?,184.0,?,1.0,24.0,?,202.0,saab
?,40.0,?,154.0,?,?,144.0,?,?,?,168.0,311.0,?,?,?,?,?,?,?
110.0,?,?,?,?,?,?,?,?,169.0,280.0,?,?,85.0,?,?,184.0,?,?
?,?,?,149.0,?,?,?,?,?,?,168.0,?,?,?,10.0,?,197.0,?,?
?,?,?,131.0,56.0,?,?,?,18.0,145.0,156.0,?,152.0,74.0,5.0,4.0,189.0,?,?
?,39.0,?,152.0,?,?,?,?,?,136.0,?,?,?,?,1.0,33.0,?,?,saab
?,?,?,?,?,?,?,44.0,?,?,?,?,?,?,?,?,?,198.0,?
82.0,?,53.0,?,59.0,?,?,51.0,18.0,128.0,152.0,?,?,?,?,0.0,177.0,183.0,?
?,52.0,?,?,?,11.0,?,33.0,23.0,164.0,?,?,192.0,65.0,?,?,?,?,?
98.0,?,?,191.0,64.0,9.0,?,40.0,?,?,?,415.0,?,62.0,?,?,?,?,saab
85.0,40.0,?,?,?,?,?,50.0,?,?,?,?,150.0,68.0,?,?,191.0,?,?
98.0,?,?,?,?,?,213.0,?,?,?,?,?,217.0,?,1.0,26.0,?,?,?
?,?,91.0,?,?,11.0,?,?,?,?,?,?,198.0,?,1.0,?,?,198.0,opel
?,?,?,?,57.0,?,?,43.0,?,128.0,?,349.0,124.0,?,?,?,?,?,?
?,?,?,191.0,?,12.0,213.0,?,?,162.0,?,674.0,?,?,?,2.0,191.0,199.0,saab
?,?,68.0,139.0,64.0,6.0,147.0,?,?,?,?,320.0,?,80.0,0.0,1.0,?,?,?
?,38.0,?,?,52.0,?,?,?,?,139.0,157.0,243.0,132.0,?,0.0,?,?,?,van
?,51.0,?,197.0,?,?,211.0,31.0,?,?,222.0,661.0,?,?,7.0,3.0,?,?,?
?,?,103.0,?,?,?,?,27.0,27.0,166.0,266.0,?,?,?,?,11.0,181.0,?,?
?,45.0,81.0,?,?,9.0,?,46.0,19.0,?,164.0,313.0,?,?,?,14.0,?,?,van
?,?,98.0,?,?,6.0,?,?,24.0,?,?,680.0,?,?,8.0,?,?,189.0,bus
?,?,?,150.0,?,11.0,156.0,?,20.0,?,171.0,?,?,?,?,?,185.0,?,?
?,40.0,?,?,73.0,?,?,41.0,?,?,?,?,148.0,73.0,1.0,?,193.0,?,bus
?,?,?,?,?,?,?,?,?,131.0,?,469.0,?,71.0,?,?,190.0,198.0,?
89.0,44.0,?,?,66.0,?,?,?,?,147.0,166.0,312.0,?,?,?,?,?,?,bus
93.0,37.0,?,174.0,?,?,151.0,?,?,?,?,?,?,68.0,?,?,196.0,?,?
?,?,?,137.0,?,?,?,49.0,18.0,146.0,?,?,?,?,10.0,3.0,?,?,?
?,?,?,?,68.0,?,?,32.0,24.0,?,?,?,?,?,?,?,189.0,?,?
?,?,?,116.0,56.0,?,123.0,?,17.0,?,?,?,?,78.0,3.0,?,?,?,opel
?,?,?,?,66.0,7.0,?,44.0,?,?,?,?,?,67.0,4.0,?,?,207.0,?
84.0,?,?,122.0,?,?,?,59.0,?,?,?,196.0,?,?,?,?,?,?,?
103.0,?,?,?,66.0,?,203.0,33.0,?,?,217.0,612.0,210.0,?,9.0,?,?,199.0,?
100.0,?,?,?,?,?,176.0,36.0,21.0,138.0,?,?,151.0,72.0,7.0,?,?,?,bus
91.0,42.0,81.0,?,?,?,?,?,?,?,?,434.0,156.0,?,?,23.0,?,204.0,bus
?,?,?,?,?,?,157.0,?,20.0,?,184.0,?,186.0,69.0,13.0,?,?,?,opel
101.0,?,?,?,?,?,?,?,?,?,222.0,653.0,224.0,?,?,?,?,195.0,?
90.0,?,?,?,64.0,8.0,?,?,?,126.0,?,?,?,66.0,?,20.0,?,?,opel
?,?,?,?,?,9.0,?,?,?,155.0,?,?,189.0,?,20.0,11.0,?,?,?
?,40.0,81.0,?,68.0,10.0,146.0,?,19.0,139.0,?,?,?,70.0,0.0,13.0,189.0,?,?
?,43.0,76.0,?,?,7.0,149.0,?,?,?,?,335.0,?,?,?,0.0,189.0,?,?
?,?,?,199.0,59.0,?,?,27.0,?,168.0,258.0,866.0,245.0,?,?,?,?,184.0,?
?,?,86.0,167.0,60.0,7.0,158.0,42.0,?,131.0,181.0,?,144.0,?,?,21.0,?,?,saab
?,43.0,66.0,130.0,?,?,152.0,44.0,?,?,?,?,?,?,6.0,?,?,185.0,bus
107.0,?,104.0,231.0,?,?,219.0,31.0,?,?,?,?,?,?,?,?,?,196.0,?
?,?,72.0,?,?,?,?,44.0,?,144.0,?,?,?,?,?,?,183.0,?,?
?,46.0,71.0,130.0,?,?,?,44.0,?,149.0,?,342.0,191.0,?,?,?,180.0,186.0,?
?,44.0,?,?,?,?,147.0,46.0,19.0,143.0,173.0,317.0,183.0,?,?,17.0,181.0,?,bus
93.0,?,?,163.0,?,?,156.0,44.0,?,?,?,355.0,?,?,7.0,15.0,?,?,van
90.0,?,?,171.0,?,8.0,?,42.0,?,?,?,?,?,?,?,?,?,204.0,saab
?,54.0,?,?,?,?,221.0,?,25.0,?,227.0,?,?,69.0,15.0,?,190.0,?,opel
?,55.0,100.0,?,62.0,?,212.0,?,?,175.0,217.0,?,?,73.0,?,?,?,?,?
89.0,40.0,58.0,137.0,?,?,122.0,?,?,?,146.0,?,?,?,?,?,199.0,206.0,van
?,47.0,?,149.0,62.0,?,147.0,?,?,152.0,171.0,?,181.0,72.0,?,?,188.0,?,?
92.0,?,79.0,176.0,?,?,162.0,?,?,?,183.0,?,178.0,?,?,?,191.0,198.0,?
?,?,?,121.0,55.0,7.0,149.0,?,?,?,167.0,?,172.0,85.0,?,?,?,182.0,?
?,?,?,?,?,?,?,?,?,?,170.0,331.0,185.0,77.0,?,6.0,?,188.0,?
?,56.0,?,?,55.0,?,?,?,24.0,?,?,?,?,?,2.0,3.0,?,?,?
?,39.0,?,194.0,62.0,?,172.0,38.0,?,135.0,?,?,?,?,?,?,201.0,209.0,?
?,37.0,?,150.0,?,?,?,?,?,134.0,163.0,?,?,?,?,6.0,189.0,?,?
?,?,?,?,68.0,7.0,?,?,?,?,175.0,?,?,?,?,?,?,197.0,?
104.0,49.0,89.0,?,?,?,212.0,31.0,?,153.0,?,682.0,?,78.0,?,?,190.0,189.0,?
?,36.0,?,?,56.0,?,138.0,48.0,18.0,126.0,?,?,130.0,?,1.0,?,?,?,opel
90.0,39.0,?,169.0,62.0,?,162.0,?,?,?,?,?,?,?,1.0,22.0,?,?,opel
?,?,?,150.0,?,5.0,152.0,?,?,143.0,?,?,177.0,77.0,8.0,?,183.0,?,?
?,57.0,103.0,?,69.0,?,?,?,?,?,?,?,?,73.0,?,?,?,?,opel
?,?,?,?,61.0,?,?,45.0,19.0,?,?,?,180.0,74.0,?,?,185.0,191.0,bus
85.0,?,57.0,?,?,?,?,58.0,17.0,135.0,134.0,?,145.0,?,?,?,197.0,202.0,van
99.0,?,101.0,?,62.0,?,222.0,?,25.0,?,?,722.0,213.0,?,?,?,?,?,opel
?,44.0,85.0,?,?,?,?,?,20.0,?,176.0,?,?,?,5.0,16.0,184.0,?,?
?,?,?,?,?,?,?,34.0,22.0,?,?,531.0,?,74.0,6.0,?,197.0,198.0,bus
?,44.0,?,?,60.0,?,153.0,?,?,146.0,?,?,178.0,?,?,15.0,182.0,186.0,?
86.0,?,?,?,?,?,?,49.0,?,136.0,?,274.0,162.0,74.0,?,14.0,?,?,?
?,?,?,159.0,63.0,?,?,46.0,?,150.0,?,309.0,?,67.0,4.0,?,?,203.0,?
107.0,54.0,?,210.0,66.0,?,218.0,31.0,24.0,169.0,?,?,216.0,71.0,14.0,?,?,?,?
94.0,?,66.0,?,62.0,9.0,?,?,18.0,?,?,258.0,?,?,?,7.0,?,201.0,?
105.0,54.0,?,215.0,?,10.0,?,?,24.0,166.0,?,?,218.0,?,14.0,?,189.0,?,saab
?,?,?,148.0,?,5.0,150.0,?,?,?,165.0,?,?,?,5.0,?,?,?,saab
85.0,?,47.0,110.0,55.0,?,?,57.0,?,122.0,136.0,?,139.0,89.0,5.0,?,180.0,184.0,?
?,33.0,?,115.0,57.0,3.0,112.0,61.0,?,?,130.0,?,127.0,?,?,21.0,?,183.0,saab
81.0,44.0,?,?,53.0,6.0,151.0,?,19.0,?,?,333.0,178.0,86.0,4.0,?,?,?,?
?,?,104.0,189.0,59.0,?,208.0,?,?,163.0,?,642.0,?,70.0,1.0,?,?,?,?
93.0,42.0,64.0,158.0,?,?,134.0,?,?,?,?,?,?,?,7.0,?,?,201.0,van
?,?,?,?,?,11.0,160.0,?,?,?,?,?,?,?,1.0,14.0,?,192.0,van
?,37.0,?,?,74.0,5.0,?,?,?,?,?,?,136.0,?,?,?,?,?,?
?,?,65.0,?,?,?,151.0,45.0,19.0,?,170.0,332.0,?,?,1.0,10.0,179.0,184.0,?
?,?,?,?,?,10.0,?,?,25.0,177.0,?,?,?,?,?,17.0,?,?,opel
?,?,?,?,61.0,?,153.0,?,19.0,?,?,349.0,199.0,77.0,?,?,183.0,?,?
?,?,?,?,?,8.0,?,42.0,?,125.0,?,?,?,?,?,22.0,198.0,205.0,?
?,45.0,?,164.0,59.0,?,?,42.0,20.0,?,?,?,?,?,?,?,?,201.0,opel
?,?,?,?,58.0,?,?,?,19.0,?,?,?,?,83.0,8.0,?,?,?,bus
101.0,55.0,108.0,?,?,?,215.0,?,?,?,229.0,?,214.0,?,?,?,?,?,?
85.0,47.0,?,?,?,9.0,157.0,?,20.0,165.0,168.0,358.0,176.0,77.0,?,7.0,?,?,van
?,?,75.0,?,51.0,?,140.0,?,18.0,141.0,164.0,?,149.0,?,?,?,?,?,?
95.0,36.0,?,?,?,?,?,?,?,126.0,184.0,?,124.0,?,?,?,199.0,204.0,?
?,?,?,176.0,?,7.0,?,39.0,20.0,132.0,190.0,?,?,67.0,?,24.0,192.0,?,?
103.0,?,103.0,?,?,11.0,?,31.0,?,?,?,673.0,249.0,72.0,?,?,?,196.0,?
