@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
?,46.0,?,172.0,?,?,157.0,43.0,20.0,?,?,363.0,?,?,?,?,192.0,?,?
82.0,44.0,?,118.0,52.0,7.0,152.0,44.0,?,147.0,174.0,?,177.0,?,2.0,?,?,?,bus
?,48.0,?,?,?,?,?,?,?,156.0,?,?,200.0,118.0,?,15.0,?,194.0,van
106.0,53.0,98.0,176.0,?,10.0,216.0,31.0,24.0,171.0,?,?,?,?,1.0,?,187.0,197.0,?
81.0,?,68.0,169.0,73.0,6.0,151.0,44.0,19.0,?,173.0,336.0,?,75.0,?,?,?,?,?
95.0,?,?,?,?,?,?,?,23.0,151.0,227.0,?,?,?,5.0,?,?,?,?
88.0,?,?,?,52.0,?,119.0,?,?,128.0,?,207.0,?,?,8.0,?,179.0,?,?
94.0,?,?,137.0,?,11.0,?,?,?,162.0,178.0,366.0,?,?,5.0,?,?,?,?
93.0,?,76.0,?,?,?,?,?,?,134.0,?,?,?,?,?,?,192.0,?,?
?,?,?,220.0,?,?,?,?,24.0,?,?,?,232.0,66.0,?,?,192.0,202.0,?
93.0,46.0,82.0,145.0,?,?,?,43.0,?,?,?,?,?,?,?,?,?,?,?
?,43.0,?,133.0,?,?,130.0,?,18.0,?,159.0,?,?,70.0,1.0,?,190.0,?,?
?,?,?,?,?,6.0,?,?,19.0,?,?,?,174.0,88.0,?,14.0,?,182.0,bus
?,47.0,?,147.0,64.0,?,?,?,20.0,?,170.0,?,?,?,6.0,13.0,184.0,193.0,?
?,?,?,176.0,?,9.0,163.0,?,20.0,?,184.0,?,?,62.0,0.0,10.0,?,?,?
?,?,?,?,51.0,6.0,142.0,?,?,130.0,?,299.0,?,77.0,?,4.0,181.0,?,?
?,38.0,71.0,?,?,7.0,?,43.0,?,?,?,355.0,?,70.0,4.0,24.0,189.0,?,?
98.0,55.0,?,228.0,70.0,?,?,?,?,?,?,661.0,?,72.0,?,6.0,?,?,opel
?,42.0,?,?,67.0,6.0,?,?,?,139.0,169.0,?,?,?,7.0,?,?,?,?
?,56.0,104.0,185.0,53.0,?,?,?,?,?,?,?,230.0,?,?,?,180.0,?,bus
94.0,36.0,?,?,61.0,8.0,?,?,?,135.0,?,?,?,?,9.0,3.0,201.0,?,van
?,?,?,195.0,?,?,?,36.0,?,144.0,?,512.0,165.0,?,?,?,?,?,?
?,?,?,?,55.0,?,157.0,44.0,?,160.0,?,354.0,176.0,?,?,?,182.0,?,van
?,?,103.0,221.0,?,?,?,?,24.0,?,222.0,?,?,?,0.0,1.0,191.0,?,opel
?,39.0,?,119.0,52.0,5.0,128.0,53.0,?,?,?,?,?,?,?,8.0,?,?,?
?,?,?,?,63.0,9.0,?,34.0,?,?,214.0,567.0,185.0,?,?,?,?,204.0,?
?,?,?,?,?,5.0,130.0,52.0,18.0,?,?,?,?,79.0,?,21.0,183.0,?,?
?,?,70.0,?,?,8.0,?,50.0,?,?,?,?,139.0,?,10.0,13.0,183.0,183.0,?
83.0,?,66.0,?,67.0,?,?,45.0,19.0,?,?,?,?,?,4.0,?,?,?,bus
?,?,86.0,201.0,?,?,184.0,?,?,?,?,523.0,?,72.0,?,4.0,?,197.0,?
?,?,75.0,?,?,?,?,46.0,19.0,137.0,170.0,317.0,?,?,18.0,?,184.0,188.0,?
81.0,?,68.0,125.0,?,8.0,?,?,?,?,?,323.0,172.0,83.0,6.0,?,?,?,?
?,?,101.0,?,69.0,?,?,30.0,?,178.0,231.0,?,?,74.0,6.0,14.0,187.0,?,opel
86.0,?,?,164.0,?,?,?,46.0,18.0,?,168.0,?,?,?,1.0,11.0,?,?,?
98.0,?,?,?,?,7.0,?,?,?,154.0,?,?,?,?,4.0,?,?,?,?
?,?,98.0,161.0,54.0,10.0,215.0,31.0,?,?,226.0,?,?,76.0,?,?,185.0,?,?
?,59.0,?,?,70.0,?,224.0,30.0,25.0,?,?,?,?,70.0,?,?,?,?,?
92.0,?,?,?,?,?,?,?,?,?,196.0,466.0,?,67.0,?,?,?,200.0,opel
?,?,53.0,111.0,?,?,?,?,18.0,?,?,?,?,82.0,?,?,?,184.0,opel
?,?,89.0,?,61.0,?,?,?,?,?,?,338.0,163.0,?,?,?,187.0,?,?
101.0,?,103.0,?,?,?,?,?,?,162.0,?,?,210.0,?,?,?,?,?,?
91.0,39.0,83.0,?,60.0,8.0,?,?,21.0,?,197.0,?,?,72.0,0.0,?,?,194.0,saab
86.0,40.0,?,?,?,?,?,?,?,?,?,?,173.0,82.0,2.0,?,?,?,saab
?,?,94.0,?,?,5.0,208.0,?,24.0,161.0,?,666.0,?,76.0,11.0,4.0,?,?,?
?,?,?,?,50.0,?,?,45.0,19.0,147.0,171.0,?,?,?,?,?,179.0,?,bus
87.0,?,?,159.0,66.0,6.0,?,44.0,?,?,175.0,343.0,?,?,?,0.0,?,190.0,?
?,?,?,203.0,?,?,?,31.0,?,?,232.0,?,?,78.0,?,?,?,189.0,?
?,?,68.0,127.0,?,7.0,?,?,?,?,?,?,116.0,?,?,?,?,?,?
79.0,40.0,?,133.0,?,7.0,147.0,?,?,135.0,?,?,?,?,8.0,30.0,?,?,?
?,?,76.0,?,?,?,?,44.0,19.0,?,174.0,?,148.0,72.0,?,8.0,193.0,?,bus
?,?,?,?,?,6.0,?,?,?,171.0,278.0,?,257.0,83.0,?,?,?,?,?
89.0,41.0,84.0,?,58.0,9.0,149.0,45.0,19.0,?,172.0,330.0,162.0,?,4.0,18.0,?,200.0,van
?,37.0,?,?,?,?,119.0,56.0,?,132.0,141.0,?,129.0,72.0,?,?,186.0,190.0,van
91.0,?,84.0,209.0,?,?,171.0,?,20.0,138.0,189.0,446.0,?,69.0,?,12.0,?,201.0,?
?,?,57.0,116.0,55.0,6.0,?,?,?,125.0,?,229.0,132.0,81.0,?,?,178.0,184.0,opel
?,55.0,?,?,68.0,?,?,31.0,?,?,?,?,229.0,?,3.0,?,188.0,199.0,saab
94.0,38.0,?,?,?,9.0,?,39.0,?,130.0,?,430.0,?,69.0,?,15.0,?,195.0,?
?,?,?,191.0,59.0,9.0,?,33.0,?,?,218.0,?,234.0,70.0,10.0,?,191.0,198.0,?
?,?,?,162.0,?,?,?,?,?,161.0,179.0,?,186.0,?,?,15.0,184.0,?,?
84.0,45.0,?,?,?,?,?,46.0,19.0,144.0,?,?,?,73.0,2.0,3.0,?,?,bus
97.0,50.0,?,211.0,?,?,214.0,31.0,?,?,?,?,?,72.0,7.0,29.0,?,?,opel
89.0,?,80.0,?,62.0,?,?,46.0,?,139.0,166.0,?,170.0,74.0,?,?,?,?,saab
86.0,?,68.0,152.0,62.0,?,?,?,19.0,142.0,?,?,?,?,?,?,?,?,?
?,46.0,105.0,?,?,?,?,33.0,?,148.0,?,?,?,69.0,?,?,191.0,?,?
87.0,?,?,124.0,?,?,149.0,?,19.0,?,?,?,?,?,4.0,12.0,179.0,182.0,?
?,45.0,?,252.0,?,?,148.0,?,?,?,?,?,?,119.0,?,1.0,181.0,?,?
?,?,?,?,?,?,?,?,?,?,?,?,150.0,?,?,5.0,?,?,?
?,42.0,68.0,150.0,64.0,7.0,128.0,?,?,143.0,?,?,159.0,69.0,14.0,5.0,?,196.0,?
?,38.0,?,?,?,?,?,?,?,?,135.0,?,137.0,?,?,?,190.0,?,van
?,?,83.0,?,?,5.0,194.0,33.0,22.0,146.0,225.0,576.0,?,?,?,27.0,193.0,191.0,?
108.0,53.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,199.0,?
99.0,46.0,105.0,?,?,11.0,197.0,34.0,?,?,212.0,?,159.0,?,?,?,?,?,?
?,39.0,77.0,?,?,?,150.0,45.0,?,?,176.0,?,?,?,?,?,?,?,?
80.0,?,68.0,135.0,?,?,?,?,?,?,170.0,?,?,?,?,?,180.0,185.0,?
99.0,?,79.0,199.0,?,6.0,?,35.0,?,153.0,?,?,171.0,74.0,?,8.0,?,195.0,bus
89.0,?,77.0,?,65.0,?,144.0,?,?,141.0,168.0,?,?,70.0,?,?,?,200.0,van
94.0,48.0,83.0,?,?,?,?,?,?,153.0,?,?,?,74.0,?,?,185.0,?,van
?,?,?,144.0,59.0,?,147.0,?,19.0,?,?,315.0,?,?,?,20.0,?,?,?
?,?,50.0,?,?,?,114.0,59.0,?,122.0,?,192.0,?,?,21.0,?,182.0,187.0,?
?,?,?,133.0,?,10.0,?,44.0,?,?,?,351.0,165.0,?,12.0,13.0,184.0,196.0,?
95.0,47.0,88.0,?,?,11.0,?,?,20.0,157.0,?,371.0,?,?,12.0,13.0,189.0,?,?
?,?,?,?,?,8.0,?,32.0,?,?,?,611.0,?,?,?,?,189.0,195.0,?
?,?,?,?,?,?,?,?,25.0,169.0,?,?,?,72.0,13.0,?,?,201.0,saab
?,43.0,64.0,?,56.0,8.0,?,?,?,144.0,?,?,?,?,?,?,?,184.0,?
93.0,?,79.0,?,?,7.0,173.0,?,?,?,189.0,?,194.0,?,5.0,?,?,202.0,bus
89.0,?,54.0,?,?,?,134.0,50.0,?,127.0,151.0,?,146.0,?,16.0,14.0,184.0,?,saab
90.0,48.0,78.0,142.0,59.0,?,?,43.0,20.0,?,173.0,?,?,76.0,10.0,?,183.0,192.0,?
?,?,?,163.0,?,9.0,?,45.0,19.0,140.0,?,?,137.0,?,?,0.0,?,206.0,van
?,36.0,?,?,?,6.0,?,56.0,?,127.0,?,?,132.0,68.0,?,?,?,195.0,?
85.0,45.0,?,?,63.0,?,?,46.0,?,?,171.0,?,179.0,?,2.0,?,187.0,?,?
?,46.0,?,143.0,?,?,159.0,43.0,?,?,169.0,?,?,?,?,?,185.0,193.0,?
89.0,?,?,?,?,7.0,?,45.0,19.0,143.0,?,?,153.0,76.0,2.0,6.0,?,?,bus
?,41.0,66.0,?,?,22.0,149.0,?,?,?,173.0,?,?,?,?,?,?,?,bus
97.0,?,?,?,?,10.0,157.0,?,20.0,157.0,?,?,157.0,67.0,?,12.0,?,?,?
?,?,95.0,?,?,7.0,?,?,23.0,?,?,605.0,?,?,7.0,?,?,?,?
?,?,104.0,?,60.0,?,?,?,?,147.0,?,?,198.0,?,13.0,?,?,197.0,?
?,?,77.0,?,?,7.0,?,45.0,?,128.0,174.0,?,131.0,?,0.0,32.0,196.0,?,saab
97.0,42.0,?,?,?,9.0,186.0,?,22.0,?,?,?,?,?,7.0,?,194.0,206.0,?
98.0,?,?,121.0,?,?,134.0,?,?,142.0,?,?,?,?,4.0,?,?,?,?
?,?,100.0,163.0,53.0,10.0,213.0,?,?,?,?,669.0,?,?,?,?,187.0,?,?
?,?,?,322.0,?,?,158.0,43.0,20.0,?,229.0,364.0,176.0,?,?,14.0,184.0,?,?
86.0,?,75.0,136.0,?,?,?,43.0,?,?,?,?,?,75.0,?,1.0,?,192.0,van
?,?,?,150.0,?,10.0,?,?,?,?,157.0,?,?,67.0,?,?,193.0,?,?
?,?,?,?,58.0,?,125.0,54.0,18.0,130.0,?,?,?,74.0,?,20.0,?,?,saab
?,42.0,80.0,?,66.0,?,148.0,44.0,?,?,?,?,?,70.0,3.0,?,189.0,199.0,?
90.0,37.0,?,?,?,?,?,?,?,?,172.0,?,115.0,?,3.0,?,201.0,209.0,?
81.0,?,63.0,?,?,?,149.0,?,?,145.0,166.0,?,?,?,7.0,7.0,?,?,?
?,49.0,107.0,?,?,?,?,?,?,?,?,670.0,172.0,?,?,39.0,192.0,206.0,?
?,43.0,68.0,?,54.0,?,150.0,45.0,19.0,?,171.0,?,176.0,?,?,?,?,183.0,?
?,45.0,?,186.0,62.0,?,164.0,?,?,?,?,?,?,65.0,11.0,?,?,?,opel
?,?,?,218.0,64.0,?,?,30.0,?,?,?,?,?,?,0.0,18.0,189.0,200.0,?
100.0,?,?,?,64.0,?,163.0,?,20.0,?,?,?,?,?,?,0.0,?,196.0,?
?,?,?,171.0,67.0,7.0,149.0,?,19.0,?,169.0,?,?,68.0,4.0,?,?,?,bus
90.0,?,?,172.0,?,?,154.0,42.0,?,144.0,?,360.0,158.0,?,?,?,203.0,?,saab
?,36.0,64.0,?,?,8.0,136.0,?,?,136.0,?,279.0,?,67.0,?,29.0,193.0,204.0,?
104.0,50.0,?,211.0,?,?,187.0,35.0,22.0,?,?,?,?,?,?,?,?,?,?
?,?,84.0,?,74.0,6.0,?,?,?,?,208.0,?,?,?,4.0,?,?,?,bus
?,35.0,?,?,62.0,?,?,44.0,?,?,169.0,?,?,?,5.0,30.0,?,?,?
?,49.0,106.0,?,64.0,?,?,?,24.0,?,?,?,?,?,1.0,?,?,?,?
89.0,?,?,?,?,9.0,?,?,?,?,168.0,?,149.0,?,8.0,7.0,?,197.0,?
110.0,?,?,?,64.0,?,250.0,?,?,?,?,?,?,?,4.0,?,?,?,?
85.0,?,78.0,?,55.0,?,?,?,?,128.0,?,321.0,?,64.0,?,?,?,203.0,opel
93.0,?,?,?,?,?,?,?,?,?,?,240.0,?,?,?,?,?,190.0,?
?,39.0,?,152.0,?,?,151.0,?,19.0,?,?,337.0,140.0,70.0,?,?,187.0,?,saab
91.0,45.0,?,154.0,57.0,6.0,150.0,?,?,?,?,?,?,?,?,?,?,?,opel
?,?,?,?,?,5.0,?,51.0,?,?,152.0,?,?,?,0.0,?,?,183.0,?
?,?,?,?,?,?,202.0,?,23.0,164.0,?,?,192.0,65.0,17.0,?,?,206.0,?
98.0,?,?,191.0,?,?,?,?,20.0,?,?,?,131.0,?,?,?,?,205.0,?
?,?,72.0,139.0,?,5.0,132.0,?,?,?,?,?,150.0,68.0,3.0,?,?,195.0,?
?,?,104.0,186.0,?,?,213.0,?,24.0,?,223.0,665.0,?,?,?,26.0,186.0,195.0,?
?,?,91.0,179.0,?,11.0,?,?,25.0,?,?,707.0,?,72.0,?,?,186.0,?,?
92.0,?,78.0,?,?,?,153.0,43.0,?,?,169.0,349.0,?,60.0,?,19.0,?,?,saab
?,?,104.0,191.0,57.0,12.0,213.0,?,?,162.0,?,674.0,?,?,18.0,2.0,?,199.0,saab
82.0,?,?,139.0,?,6.0,?,?,?,?,?,320.0,?,?,?,?,?,184.0,?
98.0,?,?,125.0,52.0,8.0,?,53.0,?,?,157.0,243.0,132.0,74.0,0.0,13.0,186.0,?,?
?,51.0,?,197.0,?,11.0,?,?,24.0,?,222.0,661.0,?,67.0,?,?,190.0,?,opel
?,?,?,?,?,4.0,?,?,?,?,266.0,?,242.0,?,?,?,?,?,bus
?,?,?,?,?,?,145.0,46.0,19.0,?,164.0,?,?,?,11.0,?,?,202.0,?
96.0,49.0,?,?,?,6.0,213.0,?,?,152.0,228.0,?,?,?,?,28.0,?,?,?
?,48.0,?,?,63.0,11.0,?,44.0,20.0,?,?,354.0,?,73.0,?,?,185.0,?,?
?,?,78.0,186.0,?,?,?,?,?,?,?,379.0,?,73.0,?,?,193.0,197.0,bus
84.0,39.0,90.0,?,?,?,?,?,21.0,?,?,469.0,?,71.0,4.0,?,?,198.0,opel
?,44.0,?,160.0,?,7.0,144.0,46.0,?,?,166.0,312.0,?,69.0,?,1.0,191.0,?,?
93.0,?,?,174.0,?,?,?,?,19.0,131.0,175.0,?,?,68.0,?,?,?,?,?
?,?,?,?,?,6.0,?,?,?,?,?,?,166.0,?,10.0,3.0,?,?,?
?,54.0,?,?,?,?,207.0,?,?,?,?,638.0,?,?,0.0,26.0,189.0,200.0,?
78.0,36.0,60.0,?,?,?,123.0,55.0,?,?,141.0,?,?,78.0,?,?,?,?,?
91.0,?,66.0,169.0,66.0,?,?,44.0,19.0,?,?,?,159.0,?,4.0,?,201.0,?,bus
?,?,?,122.0,?,?,116.0,?,?,123.0,?,?,128.0,?,?,27.0,?,?,?
?,?,?,209.0,66.0,?,?,?,?,149.0,?,612.0,?,70.0,9.0,?,?,?,?
100.0,?,75.0,?,?,?,176.0,?,21.0,?,204.0,479.0,151.0,72.0,?,?,?,?,?
?,42.0,?,?,?,5.0,?,?,20.0,?,184.0,?,156.0,?,?,23.0,?,?,?
?,?,76.0,166.0,60.0,7.0,?,42.0,20.0,?,184.0,?,?,69.0,13.0,?,?,?,?
?,51.0,105.0,?,?,?,209.0,?,?,162.0,?,653.0,224.0,73.0,5.0,23.0,?,195.0,opel
?,36.0,?,179.0,?,?,?,42.0,?,?,?,?,?,?,1.0,?,192.0,?,?
?,?,?,198.0,?,?,?,36.0,21.0,?,200.0,494.0,?,?,?,11.0,199.0,?,?
?,?,?,162.0,68.0,?,146.0,46.0,?,?,?,?,157.0,?,0.0,13.0,?,?,van
?,?,76.0,149.0,?,?,149.0,?,?,?,?,?,176.0,69.0,?,?,189.0,?,saab
107.0,?,?,199.0,59.0,?,?,?,26.0,?,258.0,866.0,?,?,?,1.0,?,184.0,?
92.0,?,86.0,167.0,?,?,?,42.0,?,?,?,373.0,144.0,68.0,?,?,190.0,?,?
?,?,?,?,?,7.0,?,?,19.0,142.0,?,340.0,?,81.0,?,?,181.0,?,?
?,?,104.0,231.0,?,11.0,?,31.0,25.0,?,226.0,705.0,?,71.0,19.0,11.0,189.0,?,?
?,?,?,?,64.0,?,154.0,?,?,?,?,?,177.0,80.0,?,?,183.0,187.0,?
?,?,71.0,?,?,7.0,153.0,?,19.0,?,?,342.0,191.0,?,3.0,14.0,?,186.0,bus
?,?,72.0,136.0,?,7.0,147.0,?,19.0,?,?,317.0,?,?,?,?,?,?,bus
93.0,47.0,?,?,?,?,?,44.0,20.0,158.0,?,355.0,178.0,74.0,?,?,183.0,?,?
?,?,74.0,171.0,?,?,?,42.0,?,128.0,?,?,?,?,?,21.0,?,?,?
?,?,?,?,50.0,?,221.0,?,?,172.0,227.0,727.0,?,?,15.0,?,190.0,?,?
?,?,?,?,?,11.0,?,?,?,?,?,?,?,?,?,?,187.0,?,opel
?,40.0,?,137.0,?,7.0,122.0,54.0,17.0,140.0,146.0,?,?,?,?,?,?,?,van
?,47.0,81.0,149.0,?,?,?,45.0,19.0,152.0,171.0,325.0,?,?,0.0,6.0,188.0,?,van
?,46.0,?,176.0,?,8.0,?,?,20.0,?,183.0,396.0,?,?,?,?,?,?,opel
?,?,?,?,55.0,7.0,?,46.0,?,?,?,323.0,?,?,?,?,?,?,?
?,46.0,70.0,149.0,?,?,?,45.0,?,?,170.0,?,?,?,?,?,?,188.0,bus
101.0,?,?,?,?,11.0,214.0,?,24.0,?,?,?,224.0,74.0,2.0,?,?,?,?
?,?,?,?,62.0,9.0,?,?,?,?,?,?,?,?,?,?,?,209.0,?
86.0,?,69.0,?,?,8.0,?,?,18.0,134.0,?,284.0,?,71.0,?,?,?,195.0,?
?,?,?,?,68.0,?,150.0,?,?,138.0,?,336.0,157.0,71.0,3.0,?,192.0,?,?
104.0,?,?,?,?,?,212.0,?,24.0,?,?,?,?,?,?,?,190.0,?,?
?,36.0,?,?,?,?,?,48.0,?,126.0,?,?,130.0,72.0,?,?,187.0,192.0,?
?,?,?,?,62.0,7.0,?,41.0,?,?,?,388.0,?,74.0,1.0,22.0,185.0,191.0,?
?,?,77.0,150.0,?,5.0,?,?,?,143.0,?,?,177.0,?,?,?,183.0,187.0,?
104.0,57.0,?,?,69.0,?,?,?,25.0,?,228.0,708.0,?,73.0,?,3.0,186.0,?,?
83.0,?,?,?,61.0,?,?,?,19.0,?,170.0,?,?,?,1.0,1.0,?,?,?
85.0,?,?,126.0,?,?,?,?,?,?,?,?,?,?,17.0,?,?,?,?
?,?,101.0,?,?,13.0,?,30.0,?,180.0,?,722.0,213.0,71.0,2.0,?,186.0,?,?
?,?,85.0,?,?,?,?,43.0,?,155.0,176.0,363.0,?,?,?,16.0,?,195.0,?
?,50.0,81.0,?,67.0,6.0,?,?,?,158.0,?,?,198.0,?,?,1.0,?,?,?
81.0,?,?,?,?,6.0,?,?,?,?,180.0,347.0,?,?,?,15.0,?,?,?
?,?,66.0,?,?,?,136.0,?,18.0,?,155.0,?,?,?,?,?,?,189.0,?
?,?,?,?,63.0,8.0,144.0,?,?,150.0,165.0,?,134.0,?,4.0,?,?,203.0,van
107.0,?,?,?,?,11.0,?,31.0,24.0,169.0,?,?,216.0,71.0,14.0,?,?,?,saab
?,?,?,?,?,?,?,?,?,127.0,?,258.0,?,?,?,?,?,201.0,van
105.0,54.0,106.0,?,?,10.0,208.0,32.0,?,166.0,?,?,?,69.0,14.0,?,189.0,?,saab
?,?,64.0,?,61.0,5.0,?,45.0,19.0,?,165.0,?,173.0,80.0,5.0,8.0,182.0,185.0,saab
85.0,35.0,?,?,55.0,3.0,117.0,?,?,122.0,136.0,203.0,139.0,?,?,9.0,180.0,?,van
85.0,33.0,40.0,115.0,57.0,?,?,?,?,?,?,?,?,86.0,12.0,21.0,?,?,saab
?,?,68.0,?,?,6.0,151.0,?,?,147.0,?,333.0,?,86.0,?,5.0,?,?,?
100.0,?,104.0,?,59.0,?,?,32.0,?,?,?,642.0,?,?,1.0,22.0,?,198.0,?
93.0,?,?,158.0,?,?,134.0,49.0,?,142.0,163.0,?,170.0,?,?,13.0,192.0,?,?
?,48.0,78.0,134.0,?,?,?,?,20.0,?,169.0,?,185.0,76.0,1.0,14.0,182.0,?,?
96.0,37.0,74.0,199.0,?,5.0,165.0,?,?,128.0,188.0,419.0,136.0,?,?,?,?,?,bus
85.0,45.0,65.0,?,?,?,?,?,19.0,?,?,?,?,81.0,?,?,179.0,184.0,bus
100.0,?,?,189.0,?,?,?,?,?,177.0,225.0,?,?,?,?,17.0,188.0,?,opel
?,?,?,?,61.0,?,?,43.0,19.0,149.0,175.0,?,199.0,?,6.0,10.0,183.0,?,bus
89.0,36.0,?,?,?,?,?,42.0,19.0,125.0,174.0,367.0,?,63.0,?,?,?,?,opel
93.0,45.0,?,?,?,7.0,?,42.0,?,?,?,?,?,?,11.0,?,?,?,?
85.0,42.0,59.0,?,?,?,?,46.0,19.0,?,?,320.0,172.0,83.0,?,?,?,182.0,bus
101.0,?,?,228.0,69.0,?,?,31.0,24.0,?,229.0,?,214.0,?,2.0,16.0,?,199.0,saab
?,?,75.0,?,?,?,157.0,?,20.0,?,?,358.0,176.0,77.0,?,7.0,?,191.0,?
?,41.0,75.0,?,?,7.0,?,?,?,?,?,?,149.0,?,5.0,15.0,184.0,?,van
95.0,?,?,?,?,?,?,?,19.0,?,?,374.0,?,?,2.0,19.0,?,?,?
91.0,39.0,?,?,?,?,?,39.0,20.0,132.0,190.0,426.0,142.0,?,?,?,?,199.0,saab
