@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
94.0,49.0,79.0,203.0,?,5.0,?,?,21.0,154.0,196.0,465.0,?,71.0,?,2.0,197.0,?,bus
96.0,55.0,103.0,?,65.0,9.0,204.0,32.0,23.0,166.0,227.0,624.0,?,74.0,?,?,186.0,?,?
89.0,?,?,?,52.0,6.0,118.0,?,17.0,129.0,137.0,?,125.0,80.0,?,?,181.0,185.0,van
?,41.0,?,?,?,?,?,?,21.0,?,202.0,?,151.0,72.0,4.0,10.0,?,?,bus
104.0,54.0,100.0,?,?,10.0,?,31.0,24.0,173.0,225.0,686.0,?,74.0,5.0,11.0,?,?,?
?,?,?,?,?,?,208.0,?,?,169.0,227.0,651.0,223.0,74.0,?,5.0,?,?,?
84.0,?,?,?,?,6.0,154.0,?,19.0,145.0,175.0,?,?,75.0,?,?,185.0,?,?
84.0,37.0,?,121.0,59.0,5.0,123.0,55.0,?,?,?,?,133.0,82.0,?,?,?,183.0,van
?,?,64.0,173.0,69.0,?,?,43.0,?,?,169.0,?,?,68.0,?,?,?,206.0,?
?,?,70.0,?,61.0,?,143.0,?,18.0,136.0,?,307.0,?,?,?,?,192.0,199.0,bus
?,?,?,?,?,11.0,?,?,?,165.0,?,?,224.0,68.0,?,6.0,?,?,?
?,45.0,?,?,?,?,147.0,45.0,?,?,169.0,324.0,174.0,?,?,?,?,?,?
?,36.0,?,?,57.0,?,128.0,?,?,?,?,238.0,?,?,?,3.0,?,?,?
107.0,54.0,?,?,65.0,?,?,31.0,?,?,?,?,?,72.0,?,?,?,?,?
?,45.0,?,?,?,?,?,?,?,146.0,?,570.0,?,76.0,?,7.0,195.0,?,bus
?,?,63.0,129.0,?,?,146.0,?,?,130.0,?,?,158.0,83.0,?,?,?,185.0,saab
89.0,?,85.0,?,?,?,?,43.0,?,151.0,173.0,?,174.0,?,5.0,?,185.0,196.0,van
88.0,?,?,?,58.0,?,?,?,18.0,?,?,?,?,?,?,?,?,205.0,saab
93.0,?,?,?,59.0,?,?,?,?,128.0,162.0,304.0,?,64.0,?,13.0,?,?,?
?,48.0,?,?,68.0,10.0,208.0,?,?,154.0,232.0,641.0,204.0,?,5.0,?,190.0,?,?
87.0,?,85.0,177.0,61.0,?,?,?,?,?,186.0,?,?,?,1.0,?,?,?,?
100.0,46.0,?,?,67.0,?,157.0,?,?,?,?,?,?,67.0,17.0,?,192.0,?,?
82.0,?,72.0,?,?,?,152.0,?,?,?,174.0,340.0,177.0,?,?,?,?,185.0,bus
?,?,86.0,306.0,?,49.0,?,?,?,?,?,346.0,?,?,?,15.0,185.0,?,?
106.0,?,98.0,?,?,10.0,?,31.0,?,?,?,?,?,?,?,?,187.0,?,?
81.0,?,?,169.0,?,?,151.0,?,19.0,?,?,336.0,?,?,?,0.0,?,189.0,bus
95.0,?,104.0,?,67.0,9.0,205.0,?,23.0,151.0,?,?,202.0,?,?,9.0,?,?,?
88.0,?,?,105.0,?,5.0,?,?,17.0,128.0,?,207.0,?,86.0,8.0,?,?,?,van
94.0,49.0,87.0,137.0,?,?,?,?,?,?,?,?,?,75.0,5.0,?,183.0,?,?
?,37.0,?,183.0,63.0,?,164.0,40.0,?,?,?,405.0,139.0,?,?,7.0,?,197.0,?
?,?,?,?,65.0,12.0,?,31.0,24.0,?,223.0,?,?,?,?,1.0,192.0,202.0,saab
93.0,46.0,?,?,?,11.0,?,43.0,20.0,160.0,?,371.0,189.0,77.0,?,4.0,?,?,?
?,43.0,?,?,55.0,?,130.0,51.0,?,?,159.0,?,?,?,1.0,8.0,190.0,?,?
85.0,42.0,?,?,?,6.0,148.0,46.0,19.0,?,172.0,317.0,?,?,?,14.0,?,182.0,bus
89.0,?,81.0,147.0,?,?,156.0,?,20.0,163.0,?,352.0,188.0,?,?,?,?,?,van
91.0,?,?,?,?,9.0,?,?,?,148.0,?,404.0,179.0,?,?,10.0,?,?,?
?,38.0,63.0,115.0,?,6.0,142.0,?,19.0,130.0,?,?,?,?,2.0,?,181.0,?,saab
92.0,?,71.0,?,?,7.0,154.0,43.0,?,?,181.0,355.0,130.0,70.0,?,?,?,?,saab
?,55.0,?,?,?,?,210.0,?,?,?,236.0,661.0,245.0,?,?,6.0,188.0,197.0,?
101.0,42.0,?,?,?,?,?,43.0,?,?,?,?,?,65.0,?,11.0,?,?,?
?,?,?,?,?,?,?,?,28.0,168.0,?,?,230.0,83.0,5.0,26.0,?,?,bus
?,36.0,?,151.0,?,?,?,50.0,18.0,?,?,265.0,?,62.0,?,?,?,208.0,van
97.0,?,?,?,?,?,?,36.0,?,144.0,202.0,512.0,?,66.0,?,8.0,191.0,?,saab
89.0,47.0,84.0,?,55.0,?,?,?,?,?,?,?,?,74.0,5.0,?,?,192.0,van
107.0,?,?,?,?,?,?,32.0,24.0,163.0,?,653.0,212.0,?,?,?,?,?,?
85.0,39.0,?,?,?,?,?,?,18.0,?,?,?,142.0,?,8.0,?,?,?,van
103.0,?,?,?,?,?,?,?,?,?,214.0,?,?,64.0,?,?,?,?,opel
77.0,38.0,63.0,?,59.0,?,130.0,52.0,?,130.0,?,247.0,?,79.0,?,?,?,?,?
?,?,70.0,120.0,?,8.0,?,?,?,141.0,?,269.0,139.0,?,?,13.0,183.0,?,van
?,?,?,156.0,67.0,?,150.0,45.0,?,144.0,?,?,159.0,78.0,4.0,2.0,?,?,bus
93.0,?,?,?,69.0,7.0,184.0,35.0,?,145.0,?,?,?,?,0.0,?,?,?,?
?,?,?,143.0,?,7.0,?,?,?,?,?,?,156.0,?,18.0,?,?,?,?
?,?,?,?,?,?,149.0,?,19.0,?,169.0,323.0,?,?,6.0,18.0,179.0,184.0,?
?,?,101.0,219.0,?,11.0,?,?,?,?,?,748.0,?,?,6.0,?,?,195.0,opel
?,?,?,?,68.0,?,142.0,?,18.0,147.0,168.0,?,?,?,?,?,190.0,?,van
?,?,84.0,219.0,?,?,190.0,?,?,?,?,558.0,?,74.0,?,7.0,195.0,195.0,?
96.0,?,98.0,?,?,?,?,?,?,175.0,226.0,?,221.0,?,3.0,6.0,?,?,?
97.0,59.0,?,?,70.0,?,?,30.0,?,?,225.0,?,?,70.0,10.0,25.0,?,198.0,?
92.0,?,?,?,62.0,?,?,?,?,137.0,196.0,?,?,?,?,23.0,192.0,?,?
73.0,37.0,?,111.0,?,?,?,55.0,?,?,?,227.0,?,?,1.0,?,?,?,?
?,42.0,89.0,?,61.0,11.0,?,44.0,?,145.0,?,338.0,163.0,72.0,11.0,23.0,?,?,van
?,53.0,?,?,?,9.0,195.0,?,?,?,?,?,210.0,?,?,5.0,?,198.0,opel
91.0,?,?,170.0,?,8.0,?,38.0,?,?,?,?,152.0,72.0,?,?,188.0,?,saab
?,?,62.0,140.0,62.0,?,?,?,?,?,?,330.0,173.0,?,?,?,?,?,saab
?,52.0,94.0,?,?,?,208.0,?,24.0,161.0,?,?,218.0,?,?,?,193.0,?,?
89.0,?,?,?,?,7.0,?,?,?,147.0,?,?,189.0,?,?,?,?,182.0,?
87.0,?,?,159.0,66.0,6.0,151.0,?,?,146.0,?,343.0,189.0,73.0,2.0,0.0,?,?,?
?,51.0,?,?,?,?,?,31.0,?,?,232.0,671.0,?,?,5.0,?,191.0,?,bus
94.0,?,68.0,?,54.0,?,127.0,?,?,?,155.0,242.0,?,?,1.0,?,195.0,?,?
?,40.0,80.0,?,55.0,7.0,?,47.0,?,?,172.0,311.0,?,?,?,30.0,?,?,?
89.0,40.0,?,?,?,?,?,44.0,19.0,136.0,?,?,148.0,?,?,?,?,?,bus
110.0,?,?,?,51.0,6.0,261.0,?,28.0,?,278.0,?,257.0,?,?,?,181.0,?,bus
?,?,84.0,141.0,58.0,?,?,?,?,145.0,?,330.0,?,72.0,4.0,18.0,188.0,200.0,?
?,?,?,?,?,5.0,119.0,56.0,?,132.0,?,?,?,72.0,?,8.0,?,?,?
?,42.0,?,209.0,75.0,?,171.0,38.0,20.0,?,?,?,?,?,?,?,?,?,?
80.0,?,57.0,116.0,55.0,?,?,?,?,?,?,?,132.0,?,?,5.0,178.0,?,?
?,55.0,107.0,222.0,68.0,?,218.0,?,?,?,232.0,703.0,?,?,?,10.0,188.0,199.0,?
94.0,?,?,158.0,?,9.0,?,?,?,?,?,?,?,?,?,?,?,195.0,opel
?,?,?,191.0,?,?,?,33.0,?,158.0,?,?,234.0,?,?,?,191.0,?,?
94.0,?,87.0,?,64.0,10.0,?,?,20.0,161.0,?,363.0,?,75.0,4.0,?,?,195.0,van
84.0,?,?,154.0,?,?,145.0,46.0,?,144.0,168.0,312.0,177.0,?,?,3.0,?,188.0,?
97.0,50.0,?,?,?,?,?,?,?,156.0,232.0,683.0,?,?,7.0,?,188.0,197.0,opel
?,42.0,?,151.0,?,?,?,?,?,?,?,?,170.0,74.0,?,13.0,?,?,?
?,?,?,152.0,62.0,7.0,?,?,19.0,?,179.0,337.0,?,75.0,?,9.0,?,192.0,bus
95.0,?,?,?,68.0,?,201.0,?,?,?,?,?,201.0,?,5.0,?,191.0,?,opel
87.0,44.0,65.0,?,56.0,?,?,?,?,?,170.0,?,171.0,?,4.0,12.0,?,?,?
?,?,?,?,?,52.0,148.0,?,?,144.0,?,?,?,119.0,1.0,?,?,?,?
95.0,?,85.0,?,66.0,?,?,?,?,144.0,168.0,?,150.0,?,?,5.0,196.0,?,?
?,42.0,?,?,64.0,?,?,?,?,143.0,154.0,246.0,159.0,69.0,?,?,192.0,196.0,?
92.0,?,?,?,62.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,198.0,?,5.0,?,33.0,22.0,146.0,225.0,?,167.0,79.0,?,?,193.0,?,?
108.0,?,?,202.0,64.0,?,220.0,30.0,?,?,224.0,?,?,?,11.0,?,?,?,saab
?,?,105.0,?,?,11.0,197.0,?,?,?,?,?,?,?,?,?,?,205.0,opel
?,?,77.0,151.0,?,?,?,45.0,19.0,134.0,?,331.0,?,73.0,?,?,184.0,?,opel
80.0,?,?,?,?,?,?,?,19.0,145.0,?,?,173.0,?,7.0,?,180.0,185.0,?
?,?,79.0,?,68.0,?,?,?,?,153.0,?,524.0,171.0,74.0,?,8.0,?,?,?
89.0,40.0,?,159.0,65.0,9.0,?,?,19.0,?,?,?,?,?,0.0,5.0,?,200.0,van
?,48.0,?,?,64.0,10.0,156.0,43.0,19.0,?,?,?,187.0,74.0,4.0,14.0,?,196.0,?
77.0,?,?,?,?,?,?,46.0,?,132.0,167.0,?,?,?,16.0,?,181.0,187.0,opel
88.0,35.0,?,121.0,58.0,?,?,?,?,?,132.0,192.0,138.0,?,21.0,?,182.0,?,opel
?,?,?,?,?,10.0,?,?,19.0,153.0,174.0,351.0,165.0,75.0,12.0,?,184.0,?,?
95.0,?,88.0,?,?,11.0,159.0,?,20.0,?,176.0,?,?,71.0,12.0,13.0,?,198.0,van
?,45.0,?,?,?,?,?,32.0,23.0,147.0,?,?,?,72.0,5.0,?,?,?,opel
?,?,109.0,221.0,69.0,?,?,31.0,25.0,169.0,?,?,?,?,?,?,188.0,?,?
?,43.0,?,128.0,56.0,?,?,46.0,?,?,168.0,?,?,82.0,9.0,14.0,180.0,?,?
?,?,?,180.0,?,7.0,?,37.0,21.0,?,189.0,?,194.0,70.0,5.0,10.0,?,202.0,?
89.0,?,?,119.0,?,5.0,?,?,?,127.0,?,?,146.0,?,?,?,?,185.0,saab
?,?,78.0,?,?,?,?,?,?,160.0,?,370.0,?,76.0,?,11.0,?,?,?
92.0,?,?,163.0,?,9.0,?,?,?,?,165.0,319.0,?,64.0,9.0,?,?,?,?
?,?,57.0,?,57.0,?,121.0,?,17.0,127.0,137.0,216.0,132.0,68.0,22.0,23.0,?,?,?
?,?,71.0,?,?,?,143.0,?,?,?,?,?,179.0,?,?,?,187.0,?,?
?,46.0,?,143.0,62.0,11.0,159.0,43.0,?,?,?,366.0,?,?,17.0,7.0,?,?,?
?,?,?,?,62.0,?,?,?,?,143.0,?,323.0,153.0,76.0,?,?,?,?,?
?,?,?,155.0,65.0,?,?,45.0,?,?,173.0,?,155.0,?,?,16.0,?,191.0,?
97.0,?,?,?,67.0,?,?,43.0,20.0,?,?,?,157.0,?,?,?,?,?,?
?,?,95.0,?,?,7.0,?,32.0,23.0,150.0,216.0,?,200.0,?,?,11.0,192.0,194.0,?
?,?,104.0,184.0,60.0,9.0,?,34.0,23.0,147.0,?,578.0,?,73.0,?,?,?,?,saab
86.0,?,77.0,?,60.0,?,?,?,?,?,?,331.0,?,66.0,?,32.0,?,?,?
97.0,?,101.0,?,59.0,9.0,?,?,22.0,138.0,?,511.0,168.0,?,?,?,?,206.0,saab
98.0,39.0,68.0,121.0,?,?,134.0,51.0,18.0,?,?,261.0,?,75.0,?,1.0,186.0,?,van
102.0,?,?,?,53.0,?,?,?,24.0,?,?,669.0,201.0,?,?,27.0,187.0,?,opel
?,47.0,?,322.0,?,?,?,?,20.0,?,229.0,?,176.0,?,?,?,?,194.0,?
?,48.0,?,?,58.0,10.0,?,?,?,163.0,?,?,?,?,3.0,?,183.0,?,van
87.0,?,64.0,?,64.0,10.0,133.0,50.0,18.0,142.0,?,?,?,67.0,7.0,?,?,?,?
?,?,?,130.0,58.0,5.0,125.0,?,18.0,?,?,?,?,74.0,?,?,184.0,?,?
91.0,?,?,162.0,?,8.0,?,44.0,?,145.0,?,?,?,70.0,3.0,?,?,199.0,?
?,37.0,?,171.0,?,9.0,157.0,42.0,?,?,?,?,?,60.0,3.0,18.0,?,?,?
?,?,?,?,?,?,?,?,?,145.0,?,?,?,?,7.0,?,179.0,?,bus
?,?,?,?,?,?,?,31.0,24.0,161.0,224.0,670.0,172.0,?,0.0,?,?,?,opel
80.0,?,?,?,?,?,150.0,45.0,?,?,?,329.0,?,?,?,?,?,183.0,bus
95.0,?,80.0,186.0,62.0,?,?,40.0,20.0,?,?,406.0,178.0,?,?,18.0,?,?,opel
?,?,?,218.0,64.0,12.0,222.0,30.0,?,?,?,728.0,199.0,?,?,?,189.0,200.0,?
?,?,85.0,?,64.0,?,?,?,20.0,?,?,?,?,?,18.0,?,189.0,?,?
?,?,?,?,67.0,?,149.0,44.0,?,135.0,?,?,?,?,?,?,?,?,bus
90.0,43.0,72.0,172.0,?,?,?,?,?,?,174.0,360.0,158.0,?,?,9.0,?,209.0,saab
93.0,?,64.0,165.0,?,?,136.0,49.0,?,136.0,161.0,?,?,67.0,2.0,29.0,193.0,?,?
104.0,50.0,?,?,?,?,?,?,22.0,?,?,?,195.0,?,?,?,195.0,?,?
?,44.0,?,?,?,6.0,?,35.0,?,?,?,525.0,?,73.0,4.0,22.0,?,197.0,bus
93.0,35.0,72.0,?,62.0,?,?,?,?,?,169.0,?,?,62.0,?,?,203.0,?,opel
106.0,49.0,106.0,?,?,?,208.0,32.0,?,?,?,?,?,?,1.0,24.0,?,202.0,?
?,40.0,79.0,?,?,?,?,?,?,?,?,?,?,?,?,?,188.0,?,?
?,?,?,?,?,5.0,250.0,?,?,?,?,928.0,?,?,4.0,6.0,184.0,?,?
?,?,78.0,?,?,?,?,45.0,?,128.0,168.0,?,?,?,10.0,24.0,197.0,?,?
?,42.0,?,?,56.0,?,127.0,?,?,?,?,?,152.0,?,5.0,?,189.0,190.0,?
?,?,?,?,58.0,6.0,?,?,?,136.0,?,?,?,?,?,33.0,?,196.0,?
91.0,?,?,?,?,6.0,?,?,?,146.0,170.0,335.0,180.0,?,?,2.0,?,?,?
82.0,38.0,53.0,?,59.0,?,133.0,51.0,?,128.0,152.0,259.0,?,?,?,?,?,?,opel
?,?,101.0,?,64.0,?,?,?,?,164.0,?,?,192.0,65.0,?,2.0,?,?,?
98.0,39.0,81.0,?,64.0,?,?,40.0,?,138.0,?,?,131.0,?,?,19.0,197.0,?,?
85.0,?,72.0,?,?,5.0,?,?,?,?,159.0,?,150.0,?,3.0,?,?,?,saab
?,?,?,186.0,?,?,213.0,32.0,?,172.0,223.0,?,217.0,?,1.0,?,186.0,195.0,opel
?,54.0,91.0,?,?,11.0,?,31.0,25.0,?,220.0,?,?,72.0,1.0,?,?,?,opel
92.0,?,?,165.0,57.0,8.0,?,43.0,?,128.0,?,?,124.0,60.0,?,?,203.0,?,saab
?,?,104.0,?,?,?,?,31.0,?,?,?,?,?,?,18.0,2.0,191.0,?,?
82.0,45.0,68.0,139.0,64.0,?,147.0,?,19.0,?,?,320.0,?,80.0,?,1.0,?,?,?
98.0,38.0,?,?,?,8.0,?,53.0,?,139.0,157.0,?,132.0,74.0,?,?,?,?,?
108.0,51.0,?,197.0,60.0,?,?,?,24.0,?,?,661.0,?,?,7.0,3.0,?,200.0,opel
?,54.0,?,?,?,?,?,?,27.0,166.0,266.0,892.0,?,?,?,?,181.0,183.0,?
94.0,?,?,?,?,?,?,46.0,?,147.0,?,?,?,66.0,?,?,?,?,van
?,49.0,98.0,?,59.0,6.0,?,31.0,24.0,?,?,?,?,?,?,28.0,188.0,?,?
?,48.0,?,150.0,63.0,?,?,?,?,?,?,?,?,?,8.0,?,?,?,?
?,?,78.0,?,?,6.0,?,?,?,?,?,?,?,?,?,?,?,197.0,?
84.0,39.0,90.0,?,?,?,?,?,21.0,?,209.0,469.0,?,?,?,38.0,190.0,?,opel
89.0,44.0,?,?,?,7.0,?,?,?,?,?,?,169.0,69.0,?,?,?,?,bus
?,?,?,174.0,?,7.0,?,?,?,?,175.0,347.0,135.0,?,?,?,?,?,?
?,?,70.0,137.0,58.0,6.0,?,?,18.0,?,?,?,166.0,?,?,?,186.0,187.0,?
?,?,106.0,?,68.0,11.0,?,?,?,?,?,?,238.0,?,0.0,?,?,?,saab
?,36.0,?,?,?,?,?,55.0,17.0,124.0,141.0,?,121.0,?,?,?,?,?,?
?,42.0,?,169.0,?,?,?,?,?,?,?,?,?,67.0,?,0.0,201.0,207.0,?
?,35.0,53.0,?,?,4.0,?,59.0,?,?,135.0,?,128.0,?,?,?,183.0,190.0,saab
?,46.0,?,?,?,10.0,?,33.0,?,149.0,?,612.0,210.0,?,9.0,10.0,?,199.0,?
?,41.0,?,205.0,?,?,176.0,36.0,21.0,?,?,?,?,72.0,?,?,?,?,bus
91.0,42.0,?,?,?,5.0,?,?,20.0,?,?,?,?,68.0,3.0,23.0,?,?,bus
98.0,?,76.0,166.0,?,7.0,?,?,?,?,?,371.0,?,?,?,10.0,190.0,?,opel
?,?,105.0,?,?,?,?,?,?,162.0,?,?,?,?,5.0,23.0,186.0,?,opel
90.0,?,78.0,?,64.0,8.0,?,42.0,?,?,?,367.0,142.0,66.0,?,20.0,?,?,?
97.0,48.0,94.0,?,?,9.0,?,36.0,?,?,?,?,?,64.0,20.0,?,199.0,?,opel
87.0,?,81.0,162.0,?,?,?,?,19.0,139.0,?,317.0,157.0,70.0,?,13.0,?,?,?
?,?,76.0,?,57.0,7.0,?,44.0,?,?,?,335.0,?,?,?,?,189.0,194.0,saab
107.0,55.0,?,?,?,?,240.0,?,26.0,?,?,?,?,?,?,?,186.0,?,bus
?,37.0,?,167.0,60.0,7.0,?,?,20.0,?,181.0,?,?,?,?,21.0,?,?,?
86.0,?,?,?,?,?,?,?,19.0,?,177.0,340.0,?,81.0,6.0,?,?,?,bus
107.0,?,?,231.0,?,11.0,?,?,25.0,172.0,?,705.0,?,?,?,?,189.0,?,?
?,44.0,72.0,150.0,64.0,?,154.0,44.0,19.0,?,181.0,350.0,?,80.0,?,?,?,187.0,?
81.0,?,?,130.0,56.0,?,153.0,?,19.0,149.0,?,?,191.0,81.0,?,?,180.0,186.0,?
?,44.0,72.0,?,61.0,?,?,?,?,143.0,?,317.0,183.0,?,?,?,181.0,?,?
?,?,?,163.0,66.0,11.0,?,?,20.0,158.0,?,?,?,?,?,?,?,195.0,?
90.0,?,?,?,60.0,?,157.0,?,19.0,?,?,?,123.0,61.0,6.0,21.0,197.0,204.0,?
?,?,?,171.0,?,11.0,?,30.0,?,?,227.0,727.0,201.0,?,?,?,?,198.0,?
?,?,100.0,?,62.0,?,?,31.0,24.0,?,?,666.0,?,73.0,?,?,?,194.0,opel
89.0,?,?,137.0,?,?,?,?,?,?,?,225.0,?,63.0,?,?,199.0,?,?
?,47.0,81.0,?,?,9.0,?,?,19.0,152.0,171.0,325.0,?,72.0,?,6.0,?,?,?
92.0,46.0,?,?,?,?,162.0,?,?,?,183.0,?,178.0,?,2.0,?,?,?,opel
?,42.0,?,?,55.0,?,?,?,?,146.0,167.0,?,?,85.0,1.0,?,?,?,bus
?,?,70.0,?,?,8.0,?,45.0,19.0,146.0,?,331.0,185.0,?,6.0,?,183.0,188.0,?
101.0,?,100.0,?,?,?,?,31.0,24.0,175.0,?,?,224.0,?,?,?,185.0,192.0,opel
?,?,89.0,194.0,?,9.0,?,?,?,?,?,?,?,63.0,4.0,?,?,?,opel
?,37.0,?,150.0,?,?,138.0,?,?,?,?,?,124.0,71.0,?,?,?,?,van
?,41.0,71.0,169.0,?,7.0,150.0,?,?,?,175.0,?,157.0,?,?,?,?,?,?
?,?,89.0,168.0,54.0,?,?,31.0,?,?,?,682.0,198.0,?,?,?,190.0,?,?
89.0,?,?,?,?,?,?,48.0,18.0,?,?,286.0,130.0,72.0,?,1.0,?,?,?
?,?,86.0,169.0,?,?,?,?,?,?,?,?,147.0,?,?,22.0,?,?,opel
?,?,77.0,?,?,5.0,152.0,?,19.0,?,?,?,177.0,77.0,?,?,183.0,187.0,?
?,?,103.0,216.0,69.0,11.0,?,?,25.0,176.0,?,708.0,?,?,?,?,186.0,?,opel
?,44.0,68.0,?,61.0,8.0,147.0,45.0,19.0,?,?,?,?,74.0,?,?,185.0,191.0,?
?,39.0,57.0,?,?,6.0,?,?,?,?,134.0,?,145.0,64.0,17.0,7.0,?,?,?
?,55.0,101.0,206.0,?,?,?,30.0,?,180.0,225.0,?,?,?,2.0,3.0,?,196.0,opel
88.0,44.0,?,?,56.0,?,157.0,?,20.0,?,?,363.0,?,76.0,?,?,?,?,van
100.0,50.0,?,197.0,?,?,186.0,34.0,22.0,?,?,531.0,198.0,?,?,?,197.0,198.0,bus
?,?,72.0,?,?,6.0,?,?,?,?,180.0,?,178.0,?,?,15.0,182.0,?,?
?,41.0,?,?,56.0,?,136.0,?,18.0,136.0,?,?,162.0,?,5.0,?,183.0,?,?
?,?,?,?,63.0,?,?,?,?,?,?,309.0,?,?,4.0,9.0,?,?,?
?,?,?,?,66.0,?,?,31.0,?,169.0,?,704.0,?,?,?,0.0,188.0,197.0,?
94.0,?,?,?,?,?,131.0,50.0,18.0,?,?,258.0,?,?,8.0,?,196.0,?,van
105.0,54.0,106.0,?,68.0,?,208.0,32.0,?,?,217.0,640.0,218.0,69.0,14.0,23.0,?,199.0,saab
?,?,?,148.0,?,?,?,?,19.0,?,?,333.0,?,80.0,?,8.0,182.0,?,saab
?,35.0,?,?,?,?,?,?,17.0,122.0,?,?,?,89.0,?,?,180.0,184.0,van
?,?,?,115.0,?,?,?,61.0,17.0,?,?,184.0,?,?,12.0,21.0,181.0,183.0,?
?,?,68.0,120.0,?,6.0,?,?,?,?,170.0,333.0,?,86.0,?,?,?,?,?
100.0,?,?,189.0,?,10.0,208.0,?,?,163.0,?,?,197.0,70.0,1.0,22.0,?,198.0,?
?,42.0,64.0,?,?,9.0,134.0,?,18.0,?,?,?,170.0,71.0,?,?,?,?,?
90.0,48.0,?,?,56.0,11.0,?,?,?,?,?,366.0,185.0,?,?,?,182.0,?,?
?,?,?,199.0,74.0,5.0,?,39.0,20.0,?,188.0,419.0,136.0,?,?,?,?,?,bus
?,45.0,?,128.0,?,?,151.0,?,19.0,145.0,?,332.0,?,?,?,10.0,?,?,?
?,55.0,?,?,57.0,?,222.0,?,?,?,?,731.0,?,71.0,?,17.0,?,?,opel
?,?,74.0,141.0,?,?,153.0,43.0,?,149.0,?,349.0,?,77.0,?,?,183.0,?,bus
?,?,?,172.0,?,8.0,?,?,19.0,125.0,?,?,?,63.0,?,?,?,?,?
93.0,?,?,?,?,7.0,159.0,?,?,?,?,?,?,65.0,?,?,?,201.0,?
?,42.0,?,132.0,?,7.0,?,?,?,144.0,166.0,320.0,?,?,8.0,4.0,?,182.0,bus
?,55.0,?,228.0,?,12.0,215.0,?,?,168.0,?,?,?,?,?,?,188.0,?,?
85.0,47.0,?,?,?,9.0,?,?,?,165.0,?,358.0,?,?,1.0,7.0,?,191.0,?
93.0,41.0,?,?,?,?,?,49.0,?,?,?,?,149.0,77.0,5.0,?,?,?,?
?,?,73.0,191.0,73.0,6.0,156.0,?,?,126.0,?,?,?,71.0,?,?,199.0,?,?
