@relation dataset

@attribute mcg real
@attribute gvh real
@attribute lip real
@attribute chg real
@attribute aac real
@attribute alm1 real
@attribute alm2 real
@attribute class {cp, im, imL, imS, imU, om, omL, pp}


@data
?,?,0.48,?,?,?,0.88,imU
0.87,0.49,?,0.5,?,?,?,imU
0.47,?,?,?,0.62,0.74,?,imU
0.76,?,0.48,?,?,0.59,?,imU
0.7,?,0.48,0.5,0.7,0.86,?,imU
?,0.45,0.48,?,?,0.61,0.66,?
0.81,?,0.48,?,?,0.78,?,imU
0.73,?,?,?,?,0.75,?,imU
0.49,?,?,?,0.56,0.71,?,imU
0.88,?,0.48,0.5,?,?,0.75,?
?,?,?,?,?,?,0.7,imU
0.63,0.51,0.48,?,?,?,?,imU
0.86,?,0.48,0.5,?,0.81,?,imU
?,?,0.48,0.5,?,0.66,?,imU
?,0.38,?,0.5,0.06,?,0.33,imU
0.78,?,?,0.5,0.45,0.73,0.68,imU
0.78,?,0.48,0.5,0.83,0.4,0.29,?
?,?,?,?,?,?,0.28,om
0.67,?,?,?,?,0.5,0.25,om
?,?,?,0.5,?,?,?,?
0.67,?,?,0.5,?,0.54,?,om
0.74,0.9,0.48,?,0.57,?,?,?
?,0.84,0.48,?,?,0.58,?,om
?,0.76,?,?,?,?,0.3,om
0.77,0.57,?,0.5,0.88,?,?,?
0.74,0.78,0.48,?,?,0.54,0.15,?
?,0.76,0.48,?,0.84,0.45,?,?
?,?,?,0.5,0.77,?,0.45,om
0.65,0.51,0.48,?,0.66,0.54,0.33,om
?,?,0.48,?,0.72,0.38,0.38,om
?,0.57,0.48,0.5,?,?,?,?
0.6,?,?,0.5,0.77,0.59,0.52,om
?,0.59,?,0.5,?,?,?,?
?,0.49,?,0.5,0.79,0.45,?,om
?,0.71,?,?,0.68,0.43,?,?
0.68,?,?,0.5,0.73,0.4,0.3,?
?,0.57,?,0.5,0.37,?,?,omL
?,?,?,0.5,?,0.56,?,omL
0.71,0.46,1.0,0.5,?,?,?,omL
?,?,1.0,0.5,?,0.58,0.16,omL
0.68,0.49,1.0,?,0.62,?,?,?
?,?,?,?,?,0.54,0.36,pp
?,?,?,?,?,?,?,?
?,0.86,?,0.5,0.34,?,?,?
0.73,0.78,0.48,?,0.58,?,0.31,?
?,?,0.48,0.5,0.47,?,?,pp
?,0.86,?,?,?,?,0.21,pp
?,0.7,?,?,0.46,0.45,0.33,pp
?,0.81,0.48,?,?,?,0.23,pp
?,0.61,?,0.5,?,?,?,?
0.63,?,0.48,?,?,0.51,?,?
0.57,?,0.48,0.5,0.39,?,0.33,?
?,0.71,?,?,0.4,0.54,0.39,?
0.66,0.74,0.48,?,0.31,?,?,?
?,0.81,0.48,0.5,?,?,0.25,?
?,?,0.48,?,0.49,?,?,pp
?,0.82,0.48,0.5,0.38,?,0.56,pp
?,?,?,?,0.53,0.28,?,pp
0.7,0.64,0.48,?,0.47,0.51,?,?
0.63,0.57,0.48,?,0.49,0.7,?,pp
0.74,0.82,?,0.5,0.49,?,?,pp
?,?,0.48,0.5,?,0.47,?,?
0.63,0.83,?,?,0.4,?,?,pp
0.63,0.71,?,?,0.6,0.4,?,?
0.71,0.86,0.48,?,0.4,?,?,pp
?,0.78,0.48,0.5,0.43,0.44,0.42,?
?,0.84,0.48,0.5,?,?,?,pp
?,0.47,0.48,?,0.5,?,0.42,?
?,0.84,0.48,0.5,?,0.52,0.33,pp
0.63,?,?,?,0.39,0.44,?,pp
0.69,?,?,0.5,?,0.39,?,pp
0.7,0.71,?,?,?,?,0.85,pp
?,?,?,0.5,?,?,?,pp
?,0.66,0.48,?,?,0.39,0.2,pp
0.63,0.8,0.48,0.5,0.46,0.31,?,pp
0.66,0.71,0.48,?,0.41,?,0.35,?
?,?,0.48,0.5,0.46,0.44,0.52,pp
0.68,?,0.48,0.5,?,?,?,?
0.64,?,0.48,?,0.5,0.36,?,?
0.62,0.78,0.48,0.5,?,?,?,?
0.76,?,?,?,0.44,0.39,0.39,pp
?,0.81,?,0.5,0.37,0.39,?,?
0.29,0.39,0.48,0.5,0.52,?,0.48,pp
?,?,?,?,?,?,?,?
0.56,0.54,?,?,0.43,0.37,0.3,?
0.69,?,?,0.5,0.41,0.5,0.25,pp
0.69,?,0.48,?,0.63,?,?,pp
0.43,0.59,?,0.5,0.52,0.49,?,?
0.74,?,0.48,0.5,0.47,0.68,?,pp
0.71,0.57,?,?,?,?,?,?
0.61,?,?,0.5,?,?,0.38,pp
0.59,0.61,0.48,?,0.42,?,0.37,pp
?,?,0.48,0.5,?,?,0.52,?
