@relation dataset

@attribute mcg real
@attribute gvh real
@attribute lip real
@attribute aac real
@attribute alm1 real
@attribute alm2 real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7}


@data
?,0.57,?,?,0.47,?,?
?,0.37,?,?,0.26,?,?
?,?,?,?,?,0.48,?
?,?,0.48,0.34,?,?,?
?,0.51,?,?,?,?,?
?,?,?,?,?,0.45,?
0.44,0.42,?,?,?,0.2,?
?,0.43,0.48,0.37,0.28,0.38,0
0.42,0.3,?,0.48,0.26,0.36,?
?,0.42,?,?,?,?,0
0.41,0.48,0.48,0.51,?,0.51,?
0.44,0.28,0.48,0.43,0.27,0.37,0
?,?,?,0.48,0.38,?,0
0.34,0.28,0.48,0.41,0.35,0.44,0
?,0.43,0.48,?,0.31,0.41,0
0.29,?,?,0.41,?,0.34,?
?,?,0.48,0.58,?,0.41,?
?,0.56,?,?,0.45,?,0
0.4,?,0.48,?,0.49,?,?
0.5,0.49,0.48,?,0.46,0.53,?
?,?,?,?,?,0.42,?
0.5,?,0.48,0.27,?,?,?
0.53,?,?,0.16,0.29,0.39,0
0.34,0.46,0.48,?,?,0.44,0
?,?,?,0.37,0.27,0.27,?
?,0.43,?,0.5,?,?,0
?,0.45,0.48,?,0.21,?,?
0.31,?,0.48,0.29,0.28,?,?
0.64,?,0.48,0.45,0.35,0.38,0
0.35,?,?,?,?,0.43,?
?,?,0.48,?,0.28,0.33,?
0.65,0.55,?,0.34,0.37,?,0
?,?,0.48,?,?,0.41,?
?,0.4,0.48,0.63,0.25,0.35,0
?,0.57,?,0.63,0.34,?,?
0.38,?,?,0.54,0.16,?,?
0.33,?,0.48,?,0.18,0.29,0
0.24,?,0.48,0.38,0.3,?,?
?,?,?,0.44,?,0.41,?
?,0.49,0.48,?,0.38,0.4,?
?,0.32,?,0.33,0.45,?,0
0.49,?,?,0.49,?,?,?
0.47,0.28,?,?,?,?,?
0.32,?,?,?,?,?,?
0.34,?,0.48,0.51,0.49,?,0
?,?,?,0.46,0.3,0.27,0
?,?,?,?,0.29,?,?
?,?,0.48,?,?,?,0
?,?,?,?,?,?,?
?,?,0.48,?,?,?,0
?,0.49,0.48,?,0.14,0.26,?
0.25,?,0.48,?,0.42,0.5,0
?,0.28,?,0.5,0.42,?,?
?,0.26,?,?,?,?,?
0.24,0.41,?,?,?,0.34,?
0.17,?,0.48,?,?,?,?
0.04,0.31,0.48,0.41,0.29,?,0
?,?,?,0.49,?,0.44,0
?,0.51,?,0.44,?,?,?
?,?,0.48,0.45,0.22,?,?
0.4,0.46,0.48,0.42,0.35,0.44,?
?,0.34,0.48,?,0.26,?,0
0.37,?,0.48,?,0.39,0.47,?
?,0.38,0.48,0.42,0.48,0.55,?
?,0.31,?,?,0.34,?,0
0.3,0.44,0.48,0.49,?,?,?
?,0.3,0.48,0.71,0.28,0.39,?
?,0.52,?,?,0.37,?,?
0.36,0.42,0.48,0.53,0.32,0.41,0
0.3,0.37,0.48,?,0.18,0.3,0
?,?,0.48,?,?,0.37,?
0.4,0.41,0.48,?,0.22,0.33,0
0.22,?,?,0.42,0.29,0.39,0
?,0.35,?,?,0.52,0.59,?
0.27,?,?,?,?,?,0
?,0.43,0.48,0.54,?,?,?
?,0.61,0.48,?,0.92,?,1
0.44,0.52,0.48,0.43,0.47,?,?
0.63,?,?,0.51,?,0.84,1
?,0.48,0.48,?,0.88,?,?
?,0.49,0.48,?,0.85,0.8,?
?,0.4,0.48,0.58,?,?,?
0.46,?,0.48,?,?,0.87,1
?,?,0.48,?,?,?,1
0.52,?,?,0.65,?,0.73,1
?,?,0.48,?,0.65,?,?
?,?,?,0.57,?,0.8,?
?,?,?,0.74,0.58,0.63,?
?,?,0.48,0.65,0.82,0.84,1
?,0.36,0.48,?,0.91,?,?
?,?,0.48,?,?,0.74,?
?,?,?,0.6,0.78,?,?
?,0.49,0.48,0.4,0.87,0.88,1
0.48,0.41,?,0.51,?,0.88,?
0.5,0.66,0.48,?,0.92,?,1
0.72,?,?,0.51,?,0.7,?
0.47,?,0.48,0.58,0.71,0.75,1
?,?,?,?,?,0.8,?
?,?,?,0.48,0.78,0.73,1
0.54,0.57,?,?,0.81,?,?
0.47,?,0.48,?,0.76,0.79,?
?,?,?,0.59,?,?,?
0.49,0.42,?,0.53,0.79,?,1
0.31,?,0.48,0.57,?,0.85,1
0.74,0.44,0.48,0.55,?,0.89,?
0.33,0.45,0.48,0.45,0.88,?,1
?,0.4,0.48,?,?,0.77,1
0.71,0.4,?,?,?,0.74,?
?,?,?,0.66,?,?,1
?,0.53,?,0.59,?,0.66,?
0.6,?,0.48,?,0.67,0.71,1
?,?,?,?,?,?,?
?,0.51,0.48,?,?,?,?
?,?,?,0.65,0.79,0.81,1
0.7,?,?,0.56,0.86,?,1
?,0.5,?,?,?,0.8,1
0.16,0.51,?,0.33,0.39,?,?
?,?,?,?,0.65,?,?
?,?,?,0.57,?,0.81,?
?,?,0.48,?,0.72,?,?
?,?,?,0.56,0.78,0.73,?
?,0.43,?,?,?,?,?
0.61,?,0.48,0.54,0.67,?,?
0.33,?,0.48,0.46,0.65,?,1
?,0.65,?,0.66,0.67,0.71,?
?,0.51,0.48,?,?,?,1
?,0.67,0.48,0.52,0.76,0.79,1
0.58,0.34,?,0.56,0.87,?,?
?,?,?,?,?,0.82,1
0.51,?,0.48,?,?,0.67,?
?,?,?,?,0.61,?,1
0.6,?,?,?,0.81,0.83,?
0.37,?,0.48,0.39,?,?,?
?,?,?,?,?,?,?
0.36,0.47,?,?,0.69,0.72,?
?,?,?,0.52,0.72,?,?
0.35,0.51,0.48,0.61,?,?,?
?,?,?,0.5,?,0.82,?
0.61,0.66,0.48,?,?,0.88,1
?,0.49,?,?,?,0.71,1
0.11,?,?,0.58,?,?,?
?,0.36,?,0.58,0.94,?,1
?,?,?,?,?,?,?
?,0.39,0.48,0.57,0.76,0.79,?
?,0.54,?,0.62,0.76,0.79,?
?,?,0.48,?,0.76,?,1
?,?,0.48,?,?,?,?
0.0,?,0.48,?,0.67,?,?
?,0.49,?,0.41,?,0.21,?
0.3,0.51,?,0.42,?,?,1
?,?,?,?,0.8,0.32,1
0.63,?,0.48,0.64,0.73,0.66,1
0.71,0.52,?,0.64,?,0.99,?
0.85,?,0.48,0.53,0.52,0.35,3
0.63,0.49,0.48,?,0.76,?,3
0.75,0.55,1.0,?,?,0.3,?
?,0.39,1.0,0.51,?,?,?
0.72,0.42,?,?,?,?,?
0.79,0.41,?,?,?,?,4
0.83,0.48,?,?,?,0.79,4
0.69,0.43,?,0.59,?,?,4
0.79,?,?,0.46,0.82,0.7,4
0.78,?,?,0.57,0.77,?,4
?,0.37,?,?,?,?,?
0.59,0.29,0.48,?,?,?,4
0.67,0.37,?,?,?,0.68,?
?,0.48,?,0.54,?,0.74,4
?,0.46,?,0.48,?,?,?
0.76,?,0.48,?,0.71,?,4
?,?,0.48,0.55,?,?,?
?,0.55,0.48,0.51,0.78,0.74,?
?,?,0.48,0.42,0.67,0.68,?
0.58,0.6,0.48,?,0.73,?,4
?,0.42,?,0.48,?,?,?
?,?,?,?,?,0.81,?
?,0.39,?,?,?,0.9,4
0.81,0.53,?,?,0.87,?,4
0.87,0.49,?,0.61,0.76,0.79,4
?,0.46,?,?,0.74,?,?
?,?,0.48,?,0.59,0.62,4
?,0.53,?,0.7,0.86,0.87,4
0.64,?,?,0.67,?,?,4
?,0.52,?,0.57,0.78,0.8,?
?,?,0.48,?,0.75,?,4
0.49,0.61,1.0,0.56,?,0.74,4
0.88,?,?,?,?,?,?
?,?,0.48,0.75,0.92,?,4
?,0.51,?,?,?,0.76,4
0.86,0.55,?,?,0.81,0.83,4
0.79,0.54,0.48,0.5,?,?,4
0.57,?,0.48,?,?,0.33,4
0.78,0.44,0.48,?,0.73,0.68,4
?,?,0.48,0.83,?,0.29,5
?,0.69,0.48,?,?,0.28,5
0.67,0.88,0.48,?,?,0.25,5
?,0.75,0.48,0.51,?,0.33,5
?,0.84,0.48,?,?,0.37,5
0.74,?,0.48,?,?,0.29,5
?,?,0.48,0.86,?,0.29,5
?,?,0.48,?,?,?,?
?,0.57,?,?,0.53,?,?
?,0.78,?,0.75,?,?,5
?,0.76,?,?,0.45,0.27,?
?,?,0.48,0.77,0.36,?,?
0.65,?,?,0.66,?,?,5
?,0.81,?,0.72,0.38,?,?
?,0.57,?,0.7,0.33,?,5
?,0.76,?,0.77,?,0.52,5
?,0.59,?,0.77,0.39,0.21,5
?,0.49,?,?,?,?,?
?,?,?,0.68,?,?,5
0.68,0.63,?,?,?,?,?
?,0.57,1.0,0.37,0.54,0.01,?
0.66,?,?,0.54,?,0.36,6
?,0.46,1.0,0.52,?,0.3,?
0.67,0.55,1.0,0.66,0.58,0.16,?
0.68,?,?,0.62,0.55,?,6
?,?,?,?,?,?,?
?,?,0.48,?,?,?,7
?,0.86,0.48,?,0.41,?,?
?,?,?,0.58,?,?,7
?,0.57,0.48,0.47,0.47,0.51,7
?,0.86,?,?,?,?,?
0.67,0.7,0.48,?,?,0.33,7
0.67,?,?,?,0.49,0.23,7
?,0.61,0.48,0.51,0.37,0.38,7
0.63,1.0,0.48,0.35,0.51,0.49,7
?,0.59,0.48,0.39,?,0.33,7
0.71,?,?,?,0.54,0.39,7
0.66,0.74,0.48,0.31,?,0.43,?
?,0.81,?,?,0.42,?,?
?,?,?,0.49,?,?,?
?,?,0.48,0.38,0.65,0.56,?
0.32,?,0.48,0.53,0.28,?,7
0.7,0.64,0.48,0.47,0.51,?,?
0.63,?,0.48,0.49,?,0.2,7
?,?,?,0.49,?,0.41,?
?,0.86,0.48,0.39,0.47,0.34,?
0.63,0.83,0.48,?,0.39,0.19,?
?,?,0.48,?,0.4,0.39,7
0.71,?,0.48,0.4,?,?,7
?,?,0.48,?,?,?,?
?,0.84,0.48,?,?,?,?
?,0.47,?,0.5,?,0.42,7
0.75,?,?,?,?,0.33,7
0.63,0.65,0.48,?,0.44,0.35,?
0.69,?,0.48,?,?,0.24,?
0.7,?,?,?,?,?,7
0.69,?,?,0.46,0.57,?,?
0.64,?,?,0.41,0.39,0.2,7
?,0.8,?,?,?,?,7
?,?,0.48,0.41,?,?,?
?,?,?,0.46,0.44,0.52,7
?,?,?,?,0.4,0.34,?
?,0.78,?,0.5,?,0.38,?
?,0.78,0.48,0.47,0.49,0.54,?
?,?,?,?,?,?,7
?,0.81,?,0.37,0.39,?,7
?,0.39,?,0.52,0.4,?,7
?,?,0.48,?,0.36,0.4,?
?,?,0.48,?,0.37,0.3,?
0.69,?,?,?,?,?,7
0.69,?,?,?,?,?,?
?,?,0.48,?,?,0.56,?
?,?,0.48,?,0.68,0.3,?
?,?,?,0.48,?,0.32,?
?,?,?,?,0.39,0.38,7
?,0.61,?,0.42,?,0.37,?
0.74,?,?,0.31,?,?,?
