@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
1.0,3030.0,930.0,515.1,170.0,?,3.0,1500.0,?,51.3,56.13,5.97,249110.7,2562.3,52.8,217.0,?,?,733.8,815.5,1755.0,?,60.74,54.26,2978.26,?,601988.1,5275.0,50.9,57.62,?,225500.9,2684.3,50.3,162.75,?,?,742.7,812.7,1755.0,8102.0,58.66,51.86,2850.2,31055.25,?,4691.0,?,59.29,3.53,212073.3,?,47.5,108.5,5222.8,15.0,?,717.9,?,8231.0,56.99,48.4,?,?,605688.7,4072.0,47.8,?,3.39,198459.6,?,45.0,?,2611.4,15.0,645.9,744.5,1755.0,?,56.37,?,2424.37,10351.75,626960.3,3670.0,46.3,?,3.25,?,1979.0,40.1,258.2,?,15.0,629.9,?,1755.0,?,?,44.79,2206.19,40234.0,?,1700.0,?
1.0,?,200.0,90.0,120.0,846.15,?,1100.0,3213.0,?,49.8,2.48,176542.9,?,?,129.1,4726.35,15.0,611.8,670.1,1755.0,9048.0,?,41.8,?,?,566492.3,?,43.4,46.94,1.72,166267.2,?,34.7,?,?,?,641.5,652.2,1755.0,?,49.92,40.26,?,?,540680.6,1627.0,41.0,?,?,160401.5,1217.5,34.4,285.8,?,15.0,614.0,?,?,7773.0,?,?,1537.96,39066.0,?,?,40.3,40.84,1.15,150266.8,1149.5,?,214.35,?,15.0,573.7265312999999,680.29,?,?,?,36.45,?,29299.5,466212.2,2628.0,?,40.21,?,143737.7,1284.5,?,142.9,?,15.0,554.0819663,?,1755.0,5827.0,41.79,?,1527.55,19533.0,409677.9,1500.0,?
?,4080.0,790.0,530.4,130.0,759.17,?,1800.0,6788.0,54.2,59.4,?,?,?,?,?,6228.3,15.0,?,818.5,1755.0,8001.0,?,58.55,3347.72,21293.5,?,?,52.4,57.65,?,262789.0,2931.4,?,59.88,3114.15,15.0,746.8,815.5,?,?,62.78,56.45,3387.72,10646.75,?,7196.0,51.3,?,5.97,249110.7,2562.3,52.8,217.0,?,15.0,733.8,?,1755.0,8002.0,?,54.26,?,41407.0,?,5275.0,50.9,57.62,?,?,2684.3,50.3,?,?,15.0,742.7,?,?,8102.0,58.66,51.86,2850.2,?,588020.5,4691.0,49.1,?,?,212073.3,2103.5,47.5,108.5,5222.8,?,?,?,1755.0,?,56.99,48.4,?,20703.5,?,2500.0,190.0
1.0,5030.0,?,?,50.0,667.88,?,600.0,2309.0,24.3,?,3.51,?,?,23.92,?,1872.6,15.0,?,409.3,1750.0,4063.0,27.84,18.37,?,35763.0,420700.5,?,?,25.34,2.3,73530.1,754.3,22.99,100.73,1404.45,15.0,277.8,437.0,1750.0,?,25.69,17.34,1232.42,?,?,?,21.4,23.81,?,?,?,22.05,67.15,936.3,?,284.1,346.1,?,3739.0,24.05,?,?,17881.5,428725.0,1785.0,?,22.28,?,64539.9,544.5,?,33.58,468.15,15.0,226.9,?,?,4527.0,23.28,?,897.88,?,519679.8,?,17.4,?,2.46,61843.9,504.5,20.17,107.3,989.3,15.0,210.1,345.3,1750.0,2818.0,?,14.2,?,34738.0,?,780.0,130.0
1.0,4040.0,890.0,1212.0,300.0,?,?,3800.0,?,?,108.42,2.75,921019.4,?,110.3,299.4,43446.8,15.0,1821.6,1963.7,9114.22,9131.0,116.56,119.13,?,47096.0,1391757.1,?,120.2,?,2.29,832123.7,5136.1,?,224.55,32585.1,15.0,?,?,9063.61,?,112.15,115.7,10304.2,35322.0,1181856.2,?,116.3,104.71,?,784948.5,4858.1,109.1,149.7,?,?,1534.6,?,9000.91,9022.0,109.02,112.0,10411.45,23548.0,1167697.4,?,111.4,104.33,?,704586.3,6622.6,107.5,74.85,?,15.0,1836.6,1932.5,?,?,110.51,108.51,12423.86,11774.0,?,3152.0,106.0,?,?,?,?,?,208.8,17584.3,15.0,?,?,?,?,105.52,105.32,12113.01,45966.0,?,5000.0,450.0
?,4880.0,1070.0,1854.4,380.0,?,?,4100.0,6370.0,?,154.36,5.33,?,12930.0,?,?,?,11.0,2595.2,3000.0,9329.64,9396.0,?,?,?,37179.0,?,5909.0,177.6,147.44,6.88,?,8146.1,188.9,?,34722.4,11.0,?,2627.5,9297.06,?,140.9,146.2,10149.0,24786.0,1681849.3,7045.0,160.0,141.34,?,?,8245.0,?,98.33,17361.2,?,?,2526.4,?,?,?,138.8,9291.0,12393.0,?,5606.0,?,134.8,?,?,?,147.6,432.4,73143.5,14.0,2220.6,2244.1,9231.76,?,136.6,?,9821.0,48260.0,?,4079.0,143.4,?,?,1137397.7,?,?,?,54857.63,?,?,2143.3,9216.19,?,129.24,134.46,10078.4,36195.0,1654038.4,?,520.0
1.0,?,480.0,539.4,290.0,?,4.0,?,?,?,?,2.5,704586.3,?,107.5,?,?,15.0,1836.6,1932.5,8920.04,?,?,108.51,12423.86,?,?,3152.0,106.0,103.03,3.15,?,3526.1,105.5,208.8,?,15.0,1408.4,1473.5,8842.18,?,105.52,105.32,12113.01,45966.0,?,2700.0,?,101.84,2.65,625829.2,4386.9,?,156.6,?,15.0,1424.1,1584.3,?,?,?,101.89,13571.8,34474.5,1067772.0,3561.0,98.2,?,?,602224.7,?,97.2,104.4,?,15.0,1298.8,1389.6,8699.73,8735.0,98.12,98.45,13596.37,22983.0,973523.7,3157.0,92.8,96.49,3.05,?,3896.7,96.9,52.2,4396.08,?,?,?,?,8585.0,95.35,?,12063.5,?,954628.6,?,380.0
1.0,1460.0,?,627.8,430.0,733.24,?,4700.0,5909.0,177.6,147.44,6.88,1451175.9,8146.1,188.9,196.65,?,11.0,2284.4,2627.5,?,?,140.9,?,?,24786.0,1681849.3,7045.0,?,?,4.72,?,?,?,?,?,11.0,2451.2,?,?,9306.0,136.56,138.8,9291.0,12393.0,1732937.5,5606.0,149.1,134.8,4.09,?,6622.5,147.6,432.4,?,14.0,2220.6,2244.1,9231.76,9286.0,136.6,140.2,9821.0,48260.0,?,4079.0,?,?,3.44,1137397.7,8758.2,132.6,324.3,54857.63,?,2014.5,2143.3,?,?,?,134.46,?,36195.0,1654038.4,3629.0,?,125.83,3.45,1059966.2,6232.8,117.4,?,36571.75,14.0,?,2025.0,9185.48,9208.0,123.37,?,?,?,1660444.0,?,590.0
?,15670.0,3440.0,7208.2,?,1010.5,5.0,3000.0,3629.0,137.4,?,?,1059966.2,?,?,?,36571.75,?,1994.6,2025.0,9185.48,9208.0,123.37,127.33,9501.3,?,?,3882.0,130.5,117.05,2.45,961139.2,4586.1,112.8,108.1,?,?,1763.9,?,9153.66,?,?,?,9576.9,?,1673301.4,3052.0,124.4,108.42,2.75,?,4602.1,?,?,43446.8,15.0,1821.6,1963.7,9114.22,?,116.56,119.13,9459.4,?,1391757.1,2918.0,120.2,107.2,?,?,5136.1,109.6,?,32585.1,15.0,1757.7,1817.6,9063.61,9078.0,112.15,115.7,10304.2,?,1181856.2,2264.0,116.3,104.71,2.47,784948.5,4858.1,109.1,149.7,21723.4,?,1534.6,1795.3,9000.91,9022.0,?,112.0,10411.45,23548.0,1167697.4,?,630.0
1.0,2620.0,670.0,?,470.0,724.38,5.0,3900.0,6790.0,?,162.84,6.46,1640293.0,10855.3,229.3,393.3,?,11.0,?,3148.0,?,9380.0,?,169.5,10082.0,?,2318397.0,6370.0,?,?,5.33,1523166.6,12930.0,?,294.98,?,11.0,2595.2,?,9329.64,9396.0,148.76,159.0,?,37179.0,1908975.7,5909.0,?,147.44,6.88,1451175.9,8146.1,188.9,?,?,?,2284.4,2627.5,9297.06,?,140.9,?,10149.0,?,?,7045.0,160.0,141.34,4.72,?,8245.0,173.8,98.33,17361.2,11.0,?,?,9254.28,9306.0,136.56,138.8,9291.0,12393.0,1732937.5,5606.0,149.1,?,4.09,1284199.4,6622.5,147.6,432.4,?,?,2220.6,2244.1,9231.76,?,136.6,140.2,9821.0,48260.0,1734973.5,4800.0,?
1.0,5020.0,1110.0,?,?,853.01,5.0,?,?,?,108.42,2.75,?,?,110.3,299.4,43446.8,15.0,1821.6,1963.7,9114.22,?,?,?,9459.4,?,?,?,?,107.2,2.29,832123.7,?,109.6,224.55,32585.1,15.0,1757.7,1817.6,?,9078.0,112.15,115.7,10304.2,35322.0,1181856.2,?,116.3,?,?,784948.5,4858.1,109.1,?,?,?,?,?,?,9022.0,109.02,?,10411.45,23548.0,1167697.4,?,111.4,104.33,2.5,704586.3,6622.6,107.5,?,10861.7,?,1836.6,?,?,?,110.51,?,12423.86,11774.0,1181572.6,3152.0,?,?,3.15,685697.5,3526.1,105.5,?,17584.3,?,1408.4,1473.5,8842.18,8864.0,105.52,105.32,?,45966.0,1188995.8,4000.0,?
?,1830.0,410.0,?,270.0,?,6.0,3700.0,3152.0,?,?,3.15,?,3526.1,105.5,?,17584.3,?,1408.4,1473.5,8842.18,?,105.52,?,?,45966.0,1188995.8,?,103.0,101.84,2.65,625829.2,?,100.4,156.6,13188.23,?,1424.1,?,8776.71,8799.0,101.0,?,?,34474.5,1067772.0,3561.0,98.2,?,2.76,?,3819.0,97.2,104.4,?,15.0,1298.8,?,8699.73,8735.0,98.12,98.45,13596.37,22983.0,?,3157.0,92.8,96.49,3.05,552124.4,?,96.9,52.2,4396.08,15.0,?,?,8555.54,8585.0,?,94.34,12063.5,11491.5,954628.6,?,86.2,83.21,?,526596.4,2790.6,?,?,14488.6,15.0,1143.8,1316.3,8364.78,8393.0,90.95,89.79,?,?,929027.1,?,300.0
1.0,?,690.0,?,260.0,?,?,?,3157.0,92.8,?,3.05,552124.4,?,?,52.2,4396.08,?,1294.2,1288.0,8555.54,8585.0,95.35,94.34,12063.5,11491.5,954628.6,3678.0,86.2,?,3.25,526596.4,?,?,?,14488.6,15.0,1143.8,1316.3,8364.78,8393.0,90.95,89.79,11379.37,?,929027.1,2734.0,81.9,81.05,2.44,486347.8,3157.3,?,251.1,?,?,1082.5,?,8343.6,8382.0,87.27,85.56,?,?,865878.9,2247.0,76.9,79.93,?,463829.0,?,88.2,167.4,?,15.0,1032.5,?,8271.46,?,?,82.89,?,22417.5,?,2217.0,72.9,?,?,427087.7,4521.3,85.9,?,?,?,?,1104.7,8148.33,8186.0,?,?,6703.06,11208.75,?,?,360.0
1.0,1590.0,350.0,667.8,?,678.64,?,?,?,?,154.36,5.33,?,?,210.7,294.98,?,?,2595.2,3000.0,9329.64,9396.0,148.76,159.0,9700.0,37179.0,?,?,177.6,?,6.88,?,8146.1,188.9,?,34722.4,11.0,2284.4,2627.5,9297.06,?,140.9,146.2,10149.0,24786.0,1681849.3,?,160.0,141.34,?,1341072.8,8245.0,173.8,?,17361.2,11.0,2451.2,2526.4,9254.28,9306.0,?,138.8,9291.0,12393.0,1732937.5,5606.0,?,134.8,?,1284199.4,6622.5,147.6,432.4,73143.5,14.0,?,2244.1,?,9286.0,136.6,?,9821.0,48260.0,?,4079.0,?,131.56,?,?,8758.2,132.6,?,?,14.0,2014.5,2143.3,9216.19,?,129.24,134.46,?,36195.0,1654038.4,6300.0,620.0
1.0,3700.0,?,?,260.0,?,?,2600.0,?,?,?,2.5,?,?,107.5,?,10861.7,15.0,?,1932.5,8920.04,8938.0,?,108.51,12423.86,11774.0,?,?,106.0,?,3.15,685697.5,?,?,208.8,?,15.0,1408.4,?,8842.18,8864.0,105.52,105.32,?,45966.0,1188995.8,2700.0,?,101.84,?,625829.2,?,100.4,156.6,?,15.0,?,1584.3,8776.71,8799.0,101.0,101.89,13571.8,34474.5,1067772.0,?,98.2,?,2.76,602224.7,?,97.2,104.4,8792.15,15.0,1298.8,?,8699.73,8735.0,98.12,?,?,?,?,3157.0,?,?,3.05,552124.4,?,96.9,52.2,?,15.0,1294.2,?,?,8585.0,?,94.34,?,?,?,3300.0,?
1.0,1450.0,?,?,280.0,?,?,3800.0,3052.0,?,108.42,2.75,921019.4,4602.1,110.3,299.4,43446.8,15.0,?,?,9114.22,9131.0,116.56,119.13,?,47096.0,1391757.1,?,?,107.2,2.29,?,?,109.6,224.55,32585.1,?,?,?,9063.61,9078.0,112.15,?,?,35322.0,?,2264.0,116.3,?,?,?,4858.1,109.1,?,21723.4,?,1534.6,1795.3,?,9022.0,?,112.0,10411.45,23548.0,?,2859.0,?,104.33,?,704586.3,6622.6,107.5,74.85,10861.7,15.0,?,1932.5,8920.04,8938.0,110.51,?,?,?,?,3152.0,?,103.03,3.15,685697.5,3526.1,105.5,208.8,?,15.0,1408.4,?,8842.18,8864.0,105.52,105.32,?,?,?,4600.0,370.0
1.0,1480.0,380.0,222.0,150.0,?,5.0,1700.0,6796.0,62.6,70.75,3.72,?,4730.8,?,186.0,?,14.0,886.4,909.2,?,?,73.57,?,?,?,669640.3,?,59.1,65.61,5.65,?,3878.4,?,93.0,3937.2,?,831.8,?,7924.48,?,71.56,?,4294.06,?,648845.6,6713.0,56.2,61.52,?,?,3485.8,?,239.5,12456.6,?,?,809.8,1755.0,?,?,?,3758.77,42587.0,628132.9,4986.0,55.5,60.78,3.94,297210.1,3663.5,61.5,179.63,9342.45,15.0,757.8,?,1755.0,?,?,60.53,3538.71,31940.25,?,6788.0,54.2,59.4,5.41,280451.7,3755.8,58.1,119.75,6228.3,15.0,795.0,818.5,1755.0,8001.0,63.69,?,3347.72,21293.5,589389.6,2100.0,190.0
1.0,6930.0,1780.0,485.1,70.0,?,?,?,?,?,?,3.31,85347.6,?,24.86,36.98,720.7,15.0,331.3,467.1,1751.67,?,29.95,19.7,2000.42,?,420359.6,?,24.3,26.87,3.51,85072.2,867.4,23.92,134.3,?,15.0,?,?,?,4063.0,?,18.37,1549.44,35763.0,?,2028.0,23.1,25.34,2.3,73530.1,?,?,?,?,?,277.8,437.0,1750.0,3875.0,?,?,1232.42,?,405541.8,2422.0,21.4,?,?,70232.2,724.1,?,67.15,936.3,15.0,284.1,346.1,?,3739.0,24.05,16.21,1013.4,?,?,?,19.9,22.28,2.06,?,544.5,?,33.58,468.15,?,?,?,?,4527.0,23.28,15.27,?,?,?,830.0,?
?,?,?,357.5,?,916.66,?,1300.0,3213.0,44.5,49.8,2.48,176542.9,1563.4,?,?,?,?,?,670.1,1755.0,9048.0,50.28,41.8,1766.35,20117.0,566492.3,2272.0,?,46.94,1.72,?,1179.5,34.7,?,2363.18,15.0,641.5,652.2,1755.0,8315.0,49.92,?,1718.9,?,540680.6,?,?,?,1.74,?,1217.5,?,285.8,?,?,614.0,?,?,7773.0,?,38.34,?,?,524764.8,1580.0,40.3,40.84,?,?,1149.5,34.1,214.35,4866.83,?,573.7265312999999,?,?,6714.0,?,?,?,29299.5,?,2628.0,?,40.21,1.52,143737.7,1284.5,33.5,?,3244.55,15.0,554.0819663,663.97,1755.0,5827.0,41.79,34.76,1527.55,?,?,1700.0,160.0
1.0,3040.0,670.0,881.6,290.0,561.79,5.0,4900.0,?,160.0,?,?,1341072.8,8245.0,?,?,17361.2,?,2451.2,2526.4,9254.28,9306.0,136.56,138.8,9291.0,12393.0,?,5606.0,?,134.8,4.09,1284199.4,6622.5,147.6,?,73143.5,14.0,2220.6,2244.1,9231.76,9286.0,136.6,140.2,?,48260.0,?,?,143.4,131.56,?,1137397.7,8758.2,132.6,?,54857.63,?,2014.5,?,?,?,129.24,134.46,10078.4,?,1654038.4,3629.0,?,125.83,3.45,1059966.2,?,117.4,216.2,?,14.0,1994.6,2025.0,9185.48,9208.0,123.37,127.33,9501.3,?,?,3882.0,?,?,?,961139.2,4586.1,112.8,108.1,?,14.0,1763.9,?,9153.66,9168.0,120.24,121.94,9576.9,12065.0,1673301.4,6800.0,440.0
1.0,?,880.0,547.2,160.0,890.64,4.0,2000.0,5728.0,?,?,?,262789.0,2931.4,54.2,59.88,3114.15,15.0,746.8,?,1755.0,8013.0,62.78,56.45,?,10646.75,606524.2,7196.0,?,?,5.97,249110.7,?,?,217.0,10445.6,15.0,?,?,1755.0,?,60.74,54.26,2978.26,41407.0,601988.1,5275.0,50.9,57.62,4.3,225500.9,2684.3,50.3,162.75,7834.2,?,742.7,812.7,?,8102.0,58.66,51.86,2850.2,31055.25,588020.5,4691.0,?,?,3.53,?,2103.5,?,108.5,5222.8,15.0,769.6,?,1755.0,8231.0,?,48.4,?,?,?,4072.0,47.8,?,3.39,?,?,45.0,?,2611.4,15.0,?,744.5,?,?,56.37,46.45,2424.37,?,?,?,180.0
