@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
?,3030.0,?,?,?,?,3.0,1500.0,7196.0,?,56.13,5.97,249110.7,?,?,217.0,?,15.0,?,?,1755.0,8002.0,?,54.26,2978.26,41407.0,601988.1,5275.0,?,57.62,?,225500.9,2684.3,50.3,162.75,?,15.0,?,?,1755.0,?,58.66,51.86,2850.2,31055.25,588020.5,?,49.1,59.29,3.53,212073.3,2103.5,?,108.5,?,?,769.6,?,?,8231.0,56.99,?,2556.96,?,?,4072.0,47.8,?,3.39,198459.6,2034.8,45.0,54.25,2611.4,?,?,744.5,1755.0,?,56.37,46.45,?,?,626960.3,3670.0,?,?,?,192689.2,1979.0,40.1,?,9452.7,15.0,?,?,?,8420.0,?,44.79,?,40234.0,629797.2,1700.0,190.0
1.0,750.0,?,?,120.0,846.15,6.0,1100.0,3213.0,?,?,2.48,?,?,35.0,?,4726.35,15.0,?,670.1,1755.0,9048.0,?,41.8,?,20117.0,?,?,43.4,46.94,1.72,166267.2,1179.5,?,?,?,?,?,652.2,?,?,49.92,40.26,1718.9,10058.5,540680.6,1627.0,41.0,?,?,160401.5,1217.5,34.4,?,6489.1,15.0,614.0,?,1755.0,7773.0,45.91,38.34,1537.96,?,524764.8,1580.0,40.3,40.84,?,150266.8,?,34.1,214.35,?,?,?,680.29,1755.0,6714.0,43.4,?,?,?,466212.2,2628.0,?,?,?,143737.7,1284.5,33.5,?,3244.55,15.0,?,?,?,5827.0,41.79,34.76,1527.55,19533.0,409677.9,?,150.0
1.0,4080.0,?,?,130.0,759.17,7.0,1800.0,?,54.2,59.4,5.41,280451.7,?,58.1,119.75,6228.3,15.0,795.0,818.5,1755.0,?,63.69,?,?,21293.5,589389.6,?,?,?,5.4,262789.0,?,54.2,?,?,?,746.8,?,1755.0,8013.0,62.78,56.45,3387.72,10646.75,606524.2,7196.0,?,56.13,?,249110.7,2562.3,52.8,217.0,10445.6,15.0,733.8,815.5,?,8002.0,60.74,54.26,2978.26,?,?,5275.0,?,57.62,4.3,?,?,50.3,162.75,7834.2,15.0,742.7,812.7,1755.0,8102.0,58.66,51.86,?,31055.25,?,4691.0,49.1,59.29,?,?,2103.5,47.5,108.5,5222.8,15.0,?,717.9,1755.0,8231.0,56.99,48.4,2556.96,20703.5,?,2500.0,190.0
1.0,5030.0,?,251.5,50.0,667.88,?,600.0,2309.0,?,26.87,3.51,85072.2,?,23.92,?,1872.6,15.0,225.7,409.3,1750.0,4063.0,?,18.37,?,?,420700.5,2028.0,?,25.34,2.3,73530.1,754.3,?,?,?,?,277.8,437.0,?,?,25.69,17.34,1232.42,26822.25,?,?,?,?,2.51,70232.2,724.1,22.05,67.15,936.3,15.0,284.1,346.1,1750.0,?,24.05,16.21,1013.4,17881.5,428725.0,1785.0,19.9,?,2.06,64539.9,544.5,21.11,33.58,?,?,226.9,?,1750.0,4527.0,23.28,?,897.88,?,?,?,17.4,20.75,2.46,61843.9,504.5,?,107.3,?,?,210.1,345.3,?,?,19.49,14.2,?,34738.0,410490.1,780.0,130.0
?,?,?,1212.0,300.0,?,6.0,3800.0,3052.0,124.4,108.42,2.75,921019.4,4602.1,110.3,299.4,?,15.0,?,?,9114.22,9131.0,116.56,119.13,9459.4,?,1391757.1,2918.0,?,107.2,2.29,?,5136.1,?,224.55,?,15.0,1757.7,1817.6,9063.61,9078.0,112.15,115.7,10304.2,?,1181856.2,2264.0,116.3,?,2.47,784948.5,?,?,?,21723.4,?,?,?,9000.91,?,?,?,?,?,1167697.4,2859.0,111.4,104.33,?,704586.3,6622.6,107.5,74.85,?,15.0,1836.6,?,8920.04,8938.0,110.51,108.51,12423.86,?,1181572.6,3152.0,?,103.03,3.15,?,3526.1,?,208.8,17584.3,15.0,?,?,8842.18,8864.0,?,?,12113.01,?,?,5000.0,450.0
1.0,4880.0,1070.0,1854.4,380.0,?,5.0,?,?,190.3,?,5.33,?,?,210.7,294.98,52083.6,?,?,3000.0,?,9396.0,?,?,?,37179.0,?,5909.0,177.6,?,6.88,1451175.9,8146.1,?,?,34722.4,11.0,2284.4,2627.5,?,?,140.9,?,10149.0,?,1681849.3,?,160.0,141.34,4.72,1341072.8,8245.0,173.8,?,?,11.0,2451.2,?,?,9306.0,?,138.8,?,12393.0,1732937.5,5606.0,?,?,?,1284199.4,6622.5,?,?,73143.5,14.0,2220.6,2244.1,?,?,136.6,140.2,9821.0,48260.0,1734973.5,4079.0,?,131.56,3.44,?,8758.2,132.6,324.3,54857.63,?,2014.5,?,9216.19,9244.0,129.24,134.46,10078.4,36195.0,1654038.4,5200.0,?
1.0,?,480.0,539.4,290.0,836.28,?,?,?,?,104.33,?,704586.3,6622.6,?,?,10861.7,15.0,1836.6,?,8920.04,8938.0,110.51,108.51,12423.86,11774.0,1181572.6,3152.0,?,103.03,?,685697.5,3526.1,105.5,?,?,15.0,?,1473.5,8842.18,8864.0,105.52,?,12113.01,45966.0,?,2700.0,?,?,2.65,?,?,100.4,156.6,13188.23,?,1424.1,1584.3,8776.71,8799.0,?,101.89,?,?,1067772.0,3561.0,98.2,98.64,2.76,602224.7,3819.0,97.2,104.4,8792.15,?,1298.8,1389.6,8699.73,?,98.12,98.45,?,?,973523.7,3157.0,?,96.49,3.05,?,3896.7,96.9,?,4396.08,15.0,?,1288.0,?,8585.0,95.35,?,?,11491.5,954628.6,3800.0,?
1.0,1460.0,380.0,627.8,430.0,733.24,5.0,4700.0,5909.0,177.6,147.44,6.88,?,8146.1,?,?,34722.4,11.0,?,2627.5,9297.06,9347.0,140.9,146.2,10149.0,?,1681849.3,?,160.0,141.34,4.72,1341072.8,8245.0,?,?,?,11.0,2451.2,2526.4,9254.28,9306.0,?,138.8,9291.0,12393.0,1732937.5,5606.0,149.1,134.8,4.09,1284199.4,6622.5,147.6,?,?,14.0,?,2244.1,?,9286.0,136.6,140.2,9821.0,48260.0,1734973.5,4079.0,143.4,131.56,3.44,1137397.7,?,132.6,324.3,54857.63,14.0,?,2143.3,9216.19,9244.0,129.24,134.46,10078.4,36195.0,?,3629.0,137.4,125.83,?,1059966.2,6232.8,?,?,?,?,?,?,9185.48,9208.0,?,127.33,9501.3,24130.0,1660444.0,6300.0,590.0
1.0,15670.0,3440.0,?,460.0,1010.5,5.0,3000.0,3629.0,?,?,?,1059966.2,6232.8,117.4,216.2,?,?,1994.6,2025.0,?,9208.0,123.37,?,9501.3,?,1660444.0,3882.0,130.5,?,?,961139.2,4586.1,?,?,18285.88,14.0,1763.9,?,9153.66,9168.0,120.24,?,9576.9,12065.0,?,3052.0,124.4,108.42,2.75,921019.4,4602.1,?,299.4,?,15.0,1821.6,1963.7,9114.22,?,116.56,119.13,?,?,1391757.1,?,120.2,107.2,2.29,?,5136.1,109.6,?,32585.1,15.0,1757.7,?,9063.61,9078.0,112.15,115.7,10304.2,35322.0,1181856.2,?,?,104.71,2.47,?,4858.1,109.1,149.7,21723.4,15.0,1534.6,1795.3,9000.91,9022.0,109.02,112.0,10411.45,23548.0,1167697.4,?,630.0
1.0,?,670.0,1231.4,?,724.38,5.0,?,6790.0,203.8,162.84,?,?,10855.3,229.3,?,69444.8,?,?,?,9248.4,9380.0,158.63,?,?,?,2318397.0,6370.0,?,?,5.33,1523166.6,12930.0,?,294.98,52083.6,11.0,2595.2,3000.0,?,?,148.76,?,?,37179.0,1908975.7,5909.0,177.6,?,?,1451175.9,8146.1,?,196.65,34722.4,?,2284.4,2627.5,?,9347.0,?,146.2,?,24786.0,1681849.3,?,160.0,?,?,1341072.8,8245.0,173.8,?,17361.2,11.0,2451.2,?,9254.28,9306.0,136.56,?,9291.0,?,1732937.5,5606.0,149.1,?,4.09,1284199.4,?,?,432.4,?,14.0,2220.6,2244.1,9231.76,?,136.6,140.2,9821.0,?,?,4800.0,650.0
?,5020.0,?,?,?,853.01,?,?,?,124.4,?,2.75,921019.4,4602.1,?,299.4,?,15.0,1821.6,?,9114.22,?,116.56,?,9459.4,?,1391757.1,2918.0,120.2,107.2,?,832123.7,?,109.6,224.55,?,?,1757.7,?,9063.61,9078.0,?,115.7,10304.2,35322.0,1181856.2,2264.0,116.3,?,?,?,4858.1,?,149.7,21723.4,15.0,?,?,9000.91,9022.0,?,112.0,10411.45,23548.0,1167697.4,2859.0,111.4,?,?,704586.3,6622.6,107.5,74.85,10861.7,?,?,?,?,8938.0,110.51,108.51,12423.86,?,1181572.6,3152.0,106.0,?,3.15,?,3526.1,?,?,17584.3,15.0,1408.4,1473.5,?,8864.0,?,105.32,?,?,1188995.8,?,?
1.0,1830.0,410.0,494.1,270.0,650.57,6.0,3700.0,3152.0,?,103.03,3.15,?,?,105.5,208.8,?,15.0,?,?,8842.18,8864.0,105.52,105.32,12113.01,?,?,2700.0,103.0,101.84,2.65,625829.2,?,?,?,13188.23,?,?,1584.3,?,?,101.0,?,?,34474.5,1067772.0,3561.0,98.2,98.64,?,?,3819.0,?,104.4,8792.15,?,1298.8,1389.6,?,8735.0,98.12,98.45,13596.37,22983.0,?,?,?,?,3.05,552124.4,3896.7,96.9,52.2,4396.08,15.0,1294.2,1288.0,8555.54,8585.0,?,94.34,12063.5,?,954628.6,?,86.2,83.21,?,526596.4,2790.6,?,334.8,14488.6,15.0,1143.8,?,8364.78,8393.0,90.95,89.79,11379.37,?,929027.1,4600.0,?
?,3560.0,690.0,925.6,?,885.89,7.0,2500.0,3157.0,?,?,3.05,552124.4,3896.7,?,?,4396.08,?,1294.2,1288.0,8555.54,8585.0,?,94.34,12063.5,11491.5,954628.6,3678.0,86.2,83.21,3.25,526596.4,?,94.1,334.8,14488.6,15.0,1143.8,?,8364.78,8393.0,?,?,11379.37,?,?,?,?,?,2.44,?,3157.3,90.4,251.1,10866.45,15.0,1082.5,?,?,?,87.27,85.56,10555.47,?,?,?,?,?,2.04,?,4107.4,88.2,167.4,?,?,1032.5,?,8271.46,?,?,?,?,22417.5,?,?,72.9,78.63,1.81,427087.7,?,85.9,?,?,?,1014.9,?,?,?,?,80.05,6703.06,11208.75,817526.9,3100.0,360.0
1.0,?,350.0,?,420.0,678.64,?,4900.0,6370.0,190.3,154.36,5.33,1523166.6,12930.0,210.7,?,52083.6,11.0,?,3000.0,?,9396.0,?,159.0,9700.0,37179.0,1908975.7,5909.0,177.6,?,6.88,?,?,?,196.65,34722.4,11.0,2284.4,2627.5,?,9347.0,?,146.2,10149.0,24786.0,?,?,160.0,?,4.72,1341072.8,8245.0,173.8,98.33,17361.2,11.0,?,2526.4,9254.28,9306.0,?,138.8,9291.0,12393.0,1732937.5,5606.0,149.1,?,?,1284199.4,6622.5,?,?,73143.5,14.0,?,2244.1,9231.76,9286.0,136.6,?,?,?,1734973.5,4079.0,?,131.56,3.44,?,8758.2,132.6,?,54857.63,14.0,?,2143.3,?,9244.0,?,134.46,?,?,?,?,?
1.0,3700.0,820.0,962.0,?,?,6.0,?,2859.0,111.4,104.33,2.5,?,?,107.5,74.85,10861.7,15.0,1836.6,1932.5,?,?,?,108.51,12423.86,11774.0,1181572.6,3152.0,106.0,?,3.15,685697.5,?,105.5,?,?,15.0,1408.4,?,8842.18,8864.0,105.52,?,12113.01,45966.0,1188995.8,2700.0,?,?,2.65,625829.2,4386.9,100.4,156.6,13188.23,15.0,?,1584.3,?,8799.0,101.0,101.89,13571.8,?,1067772.0,3561.0,98.2,?,?,602224.7,3819.0,97.2,?,?,15.0,?,?,8699.73,8735.0,98.12,?,13596.37,22983.0,973523.7,?,92.8,?,3.05,?,3896.7,96.9,52.2,4396.08,?,?,1288.0,8555.54,?,95.35,?,12063.5,?,954628.6,?,?
1.0,?,370.0,406.0,?,702.48,?,?,3052.0,?,108.42,2.75,921019.4,?,110.3,299.4,?,15.0,1821.6,1963.7,?,?,116.56,119.13,?,47096.0,1391757.1,2918.0,120.2,107.2,2.29,832123.7,?,?,224.55,?,15.0,1757.7,1817.6,?,9078.0,112.15,115.7,10304.2,35322.0,?,?,116.3,?,?,784948.5,?,?,?,21723.4,15.0,1534.6,1795.3,?,9022.0,109.02,112.0,?,?,?,2859.0,?,?,2.5,704586.3,6622.6,107.5,74.85,10861.7,?,1836.6,?,?,?,?,?,12423.86,?,1181572.6,?,106.0,103.03,3.15,685697.5,3526.1,105.5,?,17584.3,15.0,1408.4,1473.5,8842.18,8864.0,105.52,105.32,12113.01,?,?,4600.0,370.0
1.0,1480.0,380.0,222.0,?,731.79,?,1700.0,?,?,?,3.72,365186.2,4730.8,74.3,?,7874.4,14.0,886.4,909.2,7930.66,?,?,?,?,?,669640.3,6713.0,?,65.61,?,?,?,70.2,93.0,3937.2,?,?,938.4,7924.48,7994.0,71.56,65.65,4294.06,10927.5,?,6713.0,56.2,?,?,?,3485.8,64.5,?,12456.6,15.0,?,809.8,1755.0,8003.0,67.81,?,3758.77,42587.0,628132.9,4986.0,?,60.78,?,297210.1,3663.5,61.5,179.63,9342.45,15.0,?,861.8,1755.0,8018.0,?,60.53,?,?,?,6788.0,54.2,59.4,?,280451.7,?,58.1,119.75,?,?,795.0,818.5,1755.0,?,63.69,58.55,?,?,?,?,?
1.0,?,1780.0,485.1,?,718.57,?,590.0,2507.0,26.9,28.4,?,85347.6,1163.3,24.86,36.98,?,15.0,?,467.1,1751.67,?,29.95,?,?,9204.5,?,2309.0,24.3,26.87,3.51,85072.2,867.4,23.92,?,1872.6,15.0,?,409.3,1750.0,4063.0,27.84,18.37,1549.44,?,420700.5,2028.0,?,25.34,2.3,?,754.3,22.99,100.73,1404.45,15.0,277.8,437.0,?,3875.0,?,17.34,1232.42,?,405541.8,2422.0,21.4,?,2.51,70232.2,724.1,22.05,67.15,936.3,15.0,?,346.1,1750.0,3739.0,24.05,16.21,1013.4,?,428725.0,1785.0,19.9,?,?,64539.9,544.5,21.11,33.58,?,15.0,?,347.5,?,4527.0,23.28,15.27,897.88,8940.75,519679.8,?,90.0
1.0,2750.0,610.0,?,?,916.66,?,1300.0,?,44.5,49.8,2.48,?,?,?,?,4726.35,?,?,670.1,?,?,?,?,?,?,?,2272.0,43.4,46.94,?,166267.2,?,34.7,64.55,2363.18,?,641.5,?,1755.0,?,49.92,40.26,1718.9,10058.5,540680.6,1627.0,41.0,?,1.74,160401.5,1217.5,?,?,6489.1,15.0,614.0,?,1755.0,7773.0,45.91,?,?,?,524764.8,1580.0,40.3,40.84,?,150266.8,1149.5,34.1,?,4866.83,15.0,573.7265312999999,680.29,?,6714.0,43.4,36.45,?,29299.5,?,?,?,40.21,1.52,?,?,?,?,3244.55,15.0,554.0819663,?,?,?,41.79,34.76,?,?,?,?,160.0
1.0,?,?,?,290.0,561.79,5.0,4900.0,7045.0,160.0,141.34,4.72,1341072.8,8245.0,173.8,98.33,17361.2,11.0,2451.2,2526.4,9254.28,?,136.56,?,?,12393.0,?,5606.0,149.1,134.8,?,?,6622.5,147.6,432.4,73143.5,14.0,2220.6,2244.1,9231.76,?,136.6,140.2,9821.0,?,1734973.5,4079.0,?,131.56,3.44,1137397.7,8758.2,132.6,?,?,?,?,2143.3,9216.19,9244.0,129.24,134.46,10078.4,36195.0,?,?,?,?,3.45,1059966.2,6232.8,117.4,?,36571.75,14.0,1994.6,2025.0,?,?,123.37,?,9501.3,?,1660444.0,3882.0,130.5,117.05,2.45,961139.2,4586.1,112.8,108.1,?,?,1763.9,?,9153.66,?,120.24,?,9576.9,12065.0,1673301.4,6800.0,440.0
?,?,880.0,?,?,890.64,4.0,2000.0,5728.0,?,?,5.4,262789.0,2931.4,54.2,59.88,?,15.0,746.8,815.5,?,?,62.78,56.45,3387.72,10646.75,?,7196.0,?,56.13,5.97,?,2562.3,52.8,?,?,15.0,733.8,815.5,?,8002.0,60.74,54.26,?,41407.0,601988.1,?,?,?,4.3,?,2684.3,?,162.75,?,?,742.7,812.7,1755.0,?,?,?,?,31055.25,588020.5,?,?,59.29,?,212073.3,2103.5,47.5,?,?,15.0,?,717.9,1755.0,8231.0,56.99,?,?,?,605688.7,4072.0,?,?,3.39,198459.6,?,45.0,54.25,2611.4,?,?,744.5,?,8418.0,56.37,?,2424.37,?,626960.3,?,?
