@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
?,9.0,?,?,59.0
?,3.0,?,?,40.8
?,8.0,?,?,?
?,0.0,?,?,20.0
379.5575,?,?,?,?
1360.139,?,?,121.54842,?
?,?,24.97723,?,?
?,3.0,?,?,?
552.4371,?,?,?,?
?,?,24.95182,121.54887,26.5
533.4762,?,24.97445,121.54765,?
?,6.0,?,121.53964,?
?,?,24.96725,121.54252,?
2707.392,?,?,?,17.7
?,?,24.96735,121.54464,43.7
?,9.0,?,121.54413,?
?,?,?,?,?
?,0.0,24.94297,?,18.3
?,?,?,?,48.0
3947.945,0.0,?,121.50243,?
274.0144,1.0,24.9748,?,45.4
?,0.0,24.98569,?,43.2
?,?,24.96108,?,?
1146.329,?,?,?,?
?,?,?,?,?
?,?,?,121.54067,51.8
?,9.0,?,?,59.5
?,3.0,24.97746,?,?
289.3248,?,24.98203,?,?
?,?,?,?,?
964.7496,?,24.98872,?,?
?,1.0,24.97371,?,?
?,?,?,121.54089,?
?,6.0,?,?,45.7
?,?,?,121.5425,30.5
292.9978,6.0,24.97744,?,?
189.5181,?,?,?,?
1360.139,?,24.95204,?,26.6
592.5006,?,?,121.53561,34.1
2147.376,?,24.96299,?,?
?,?,24.96674,?,51.6
?,?,?,121.54224,39.4
?,?,24.96044,?,?
?,6.0,24.96172,121.53812,7.6
?,?,?,?,53.3
?,?,?,?,46.4
?,1.0,?,?,?
4197.349,?,?,?,?
?,?,?,121.51709,?
?,5.0,?,?,?
492.2313,?,?,121.53737,?
?,?,?,?,48.0
?,4.0,?,121.54464,32.5
?,?,24.9711,?,?
279.1726,7.0,?,?,57.4
?,6.0,?,?,?
?,?,24.97838,?,?
?,?,24.98085,?,?
?,?,?,?,60.7
?,7.0,?,?,?
535.527,8.0,?,?,?
?,?,?,?,30.7
482.7581,?,?,121.53863,?
373.3937,?,?,?,?
186.9686,6.0,?,?,42.2
1009.235,0.0,24.96357,?,?
?,5.0,?,?,?
319.0708,?,24.96495,121.54277,47.4
?,0.0,?,121.52406,43.5
?,?,24.96515,?,?
289.3248,5.0,?,?,?
1559.827,?,?,121.51627,?
?,?,?,121.54647,?
?,?,?,121.53737,?
1360.139,?,?,121.54842,28.4
451.2438,?,?,?,?
?,?,24.9711,121.5317,52.2
489.8821,?,24.97017,?,43.2
?,?,24.93293,?,?
?,?,?,121.54245,?
?,7.0,24.96719,121.54269,48.5
?,?,?,?,44.7
1360.139,?,24.95204,121.54842,?
376.1709,?,?,121.53713,?
?,?,?,121.50342,?
?,?,?,?,?
?,0.0,?,121.52954,?
815.9314,4.0,24.97886,121.53464,35.6
390.5684,?,?,?,?
?,4.0,24.97886,121.53464,?
49.66105,8.0,?,?,?
?,?,24.97723,121.53767,?
?,?,?,?,?
?,5.0,24.96674,?,?
185.4296,?,24.9711,121.5317,?
?,?,?,?,?
?,?,?,121.54458,?
?,?,24.97408,?,?
?,5.0,?,?,?
1962.628,?,24.95468,?,?
4527.687,0.0,?,?,14.4
383.8624,?,?,?,?
?,?,?,?,58.1
401.8807,4.0,24.98326,121.5446,35.1
432.0385,?,24.9805,?,?
?,?,?,?,?
?,?,?,?,?
181.0766,?,24.97697,?,?
?,4.0,24.99176,?,?
?,?,24.97493,121.5273,42.6
?,0.0,24.94898,?,?
?,?,24.98489,?,?
2147.376,3.0,?,?,?
4082.015,?,?,121.50381,18.8
?,0.0,24.95495,?,?
?,?,?,?,?
?,?,24.96322,?,25.7
3078.176,?,?,121.56627,?
?,8.0,?,?,?
4066.587,0.0,?,?,20.5
616.5735,?,?,?,?
?,2.0,24.97371,?,37.8
?,7.0,?,?,42.7
421.479,5.0,?,121.54477,?
?,?,24.93363,?,?
461.1016,?,24.95425,?,?
?,2.0,?,?,?
?,?,24.96881,121.54089,?
?,7.0,?,?,?
?,?,?,?,?
?,0.0,24.96305,?,?
561.9845,?,?,?,?
?,?,?,121.53713,31.5
?,?,24.98203,121.54348,46.1
1414.837,1.0,24.95182,121.54887,?
?,?,?,?,?
379.5575,?,?,?,44.0
?,?,24.97503,121.53692,34.2
?,?,?,?,26.2
?,?,24.97347,?,?
?,?,24.97937,?,?
?,?,24.9748,?,43.5
?,2.0,?,121.52091,31.1
?,9.0,24.97433,?,58.0
?,3.0,?,121.51486,?
383.7129,?,?,121.54477,?
590.9292,?,?,?,?
?,6.0,24.97838,?,40.8
492.2313,?,24.96515,?,43.8
?,8.0,24.98102,?,?
186.5101,?,24.97703,?,?
1402.016,?,?,121.5276,38.5
431.1114,?,24.98123,121.53743,?
?,0.0,24.98569,?,?
324.9419,?,24.97814,?,46.0
193.5845,6.0,?,?,49.0
?,?,24.94155,?,?
?,?,?,121.53986,?
?,?,25.00115,?,46.6
1156.412,?,?,121.53095,?
2147.376,?,24.96299,121.51284,33.4
4074.736,0.0,24.94235,?,14.7
4412.765,1.0,24.95032,121.49587,?
333.3679,9.0,24.98016,?,32.4
?,4.0,?,?,23.9
250.631,?,?,?,39.3
373.8389,?,?,121.53765,?
?,?,?,?,?
?,0.0,?,?,40.6
?,?,?,121.54767,?
?,2.0,24.96412,121.5167,?
?,?,?,121.54297,?
?,?,24.96357,?,?
?,?,?,?,48.2
?,?,?,121.51627,?
639.6198,?,24.97258,121.54814,40.8
?,6.0,?,121.54273,40.6
1055.067,?,24.96211,?,?
?,0.0,24.96357,?,?
6306.153,?,?,?,15.0
?,?,24.97429,121.53917,30.0
?,?,?,121.53018,?
90.45606,?,24.97433,?,?
?,?,?,?,25.9
?,?,24.98254,?,?
5512.038,?,?,?,17.4
339.2289,?,?,?,26.5
444.1334,1.0,?,?,?
292.9978,?,24.97744,?,?
?,?,?,?,28.8
?,?,24.97073,?,?
?,?,24.95885,?,?
?,?,?,121.54348,?
?,3.0,?,?,?
?,?,24.96968,?,?
?,?,?,?,38.1
?,?,?,?,23.7
?,5.0,?,?,41.1
?,5.0,?,?,40.1
?,?,24.96334,?,23.0
?,1.0,?,?,117.5
?,?,?,?,?
492.2313,?,24.96515,?,40.5
170.1289,1.0,?,121.52984,?
?,7.0,24.97305,121.53994,?
?,7.0,?,?,49.7
?,?,?,121.5399,34.0
2185.128,?,?,?,27.7
208.3905,?,24.95618,?,44.0
1554.25,?,?,?,?
?,?,24.96581,121.54086,?
?,?,?,121.53788,?
1455.798,?,?,121.549,25.6
?,2.0,24.98674,?,?
?,7.0,24.96735,121.54464,?
?,?,?,?,?
?,9.0,?,121.5431,?
461.1016,?,24.95425,?,?
?,?,?,121.5428,?
289.3248,?,24.98203,121.54348,?
490.3446,0.0,?,121.53471,?
56.47425,?,?,121.53711,?
?,?,24.95674,?,24.5
?,?,?,?,?
335.5273,6.0,24.9796,?,?
2179.59,?,24.96299,?,?
1144.436,4.0,?,?,?
567.0349,?,24.97003,?,28.5
?,0.0,?,?,16.7
121.7262,10.0,?,?,?
?,?,?,?,36.9
?,?,?,?,35.7
2288.011,?,24.95885,?,?
439.7105,0.0,24.97161,?,38.4
?,3.0,?,121.51668,?
289.3248,5.0,24.98203,121.54348,?
169.9803,?,?,?,?
?,?,?,?,?
289.3248,?,?,121.54348,53.0
1264.73,?,24.94883,?,19.1
1643.499,?,24.95394,121.55174,?
537.7971,4.0,?,121.53814,?
318.5292,9.0,?,?,?
104.8101,?,?,121.54067,42.8
?,6.0,24.97201,121.54722,?
?,2.0,24.9832,121.51812,?
?,?,24.96606,?,?
752.7669,2.0,?,121.53451,?
379.5575,?,?,?,?
272.6783,5.0,?,121.53872,?
4197.349,?,24.93885,121.50383,18.6
964.7496,?,?,121.53411,37.7
?,?,24.97388,121.52981,33.1
197.1338,6.0,24.97631,?,?
?,?,?,?,31.3
488.8193,?,24.97015,?,?
?,?,24.95744,?,?
757.3377,?,24.97538,121.54971,?
?,3.0,?,121.51696,?
?,?,24.93885,?,?
1156.777,?,?,?,?
?,?,24.94826,?,?
?,?,24.97577,?,?
?,?,?,?,?
?,?,24.99006,?,?
?,?,24.96431,121.54063,?
?,2.0,?,?,?
?,5.0,?,?,?
258.186,9.0,24.96867,?,36.3
?,5.0,?,?,50.4
?,?,?,121.53265,?
750.0704,?,24.97371,121.54951,?
?,9.0,?,121.5431,53.5
563.2854,8.0,?,?,?
?,?,?,?,?
?,?,?,121.5317,?
1712.632,?,24.96412,?,30.8
6488.021,?,?,121.47353,11.2
259.6607,6.0,?,?,?
?,5.0,24.96674,?,47.0
?,?,?,?,42.3
?,3.0,?,?,28.6
?,3.0,24.96143,121.50827,25.7
2147.376,3.0,?,?,?
1360.139,1.0,?,?,?
?,?,24.98085,?,?
?,?,24.97417,121.52999,45.3
338.9679,9.0,?,?,44.9
?,6.0,?,?,45.1
2408.993,?,?,?,24.7
?,10.0,?,121.54022,47.1
281.205,?,?,121.54093,?
967.4,?,24.98872,121.53408,40.0
?,10.0,24.98182,121.54086,48.0
?,?,?,?,33.1
2261.432,4.0,24.96182,?,?
?,1.0,?,121.55254,?
?,?,24.96464,?,?
350.8515,?,24.97544,121.53119,43.1
?,3.0,?,?,?
?,5.0,24.98203,?,?
?,?,24.95591,121.53956,51.7
157.6052,?,?,121.54196,41.5
?,?,?,?,52.2
?,5.0,24.97937,121.54245,49.5
?,0.0,24.96165,121.55011,?
?,2.0,?,?,30.5
?,?,?,121.53756,56.8
?,8.0,24.97077,121.54634,37.4
?,?,?,121.54458,69.7
?,5.0,24.98203,?,?
?,?,24.98298,121.53981,47.3
?,?,?,?,29.3
506.1144,?,?,?,?
4066.587,0.0,?,?,?
?,?,24.983,?,?
?,0.0,?,121.5317,?
2103.555,3.0,24.96042,121.51462,?
?,?,?,?,?
?,8.0,24.96756,121.5423,?
?,9.0,?,121.5435,?
?,?,?,?,31.3
443.802,6.0,?,121.53874,35.3
967.4,?,24.98872,121.53408,?
4136.271,?,?,121.4963,24.7
?,?,24.974,?,42.5
?,1.0,24.97198,?,31.9
1164.838,?,?,121.53406,32.2
?,2.0,24.96447,?,23.0
170.1289,?,?,121.52984,?
482.7581,5.0,?,?,?
?,?,24.96305,?,?
?,?,24.97388,121.52981,?
161.942,?,?,?,?
?,?,?,121.54348,?
?,?,?,?,37.2
372.1386,?,?,?,40.5
?,?,?,?,22.3
?,?,?,121.51243,?
4082.015,0.0,24.94155,121.50381,15.4
90.45606,?,?,121.5431,?
?,?,24.97923,?,?
?,5.0,24.96674,?,?
90.45606,9.0,?,?,63.9
