@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
1360.139,?,?,?,30.1
?,?,?,?,60.7
211.4473,?,24.97417,121.52999,?
?,9.0,24.96853,?,?
?,?,?,121.54089,?
?,?,?,?,24.7
?,?,?,121.54022,?
?,?,?,?,?
?,?,?,?,40.0
109.9455,?,?,?,48.0
?,?,24.97913,121.53666,?
2261.432,?,?,121.51222,29.5
?,1.0,?,?,?
1828.319,2.0,?,121.51531,?
350.8515,?,?,121.53119,?
2185.128,?,24.96322,?,22.8
?,5.0,?,?,?
?,?,24.95591,?,?
?,?,24.96628,?,?
?,1.0,?,121.53059,?
390.5684,5.0,24.97937,?,?
?,?,?,121.55011,?
1717.193,2.0,?,?,?
?,8.0,24.95836,?,56.8
?,?,?,?,?
292.9978,?,?,121.54458,?
?,?,?,?,?
?,9.0,24.98298,?,?
?,0.0,?,121.51597,29.3
?,?,24.97845,121.53889,?
4066.587,?,?,?,?
?,10.0,24.983,121.54026,?
185.4296,0.0,?,?,?
?,?,?,?,25.6
2251.938,?,?,121.51353,27.3
?,8.0,?,121.5423,?
?,?,?,121.5435,38.6
?,?,?,?,31.3
443.802,6.0,?,?,35.3
967.4,?,?,?,?
4136.271,1.0,24.95544,121.4963,24.7
?,?,?,?,42.5
?,?,24.97198,121.55063,?
1164.838,?,?,121.53406,?
?,?,24.96447,?,23.0
170.1289,1.0,?,?,37.3
?,?,?,121.53863,35.5
?,3.0,24.96305,?,?
?,1.0,?,121.52981,28.5
161.942,9.0,?,?,39.7
?,5.0,24.98203,121.54348,41.2
?,?,?,?,37.2
?,7.0,24.97293,?,?
?,?,?,?,?
?,3.0,24.9633,?,?
?,0.0,24.94155,?,15.4
?,9.0,?,?,50.0
?,?,24.97923,121.53986,?
?,?,?,?,52.5
?,?,24.97433,?,?
