@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
?,?,24.98246,?,?
?,?,24.93363,?,29.3
?,5.0,24.95425,?,34.6
?,?,24.981,?,36.6
?,8.0,?,121.54089,?
?,7.0,24.96628,?,?
?,?,?,?,?
995.7554,?,24.96305,?,?
?,?,24.98746,?,45.9
642.6985,?,?,121.53713,?
289.3248,?,24.98203,?,?
1414.837,1.0,?,121.54887,26.6
?,?,?,?,?
379.5575,?,24.98343,?,44.0
665.0636,?,?,?,34.2
?,?,24.95204,121.54842,?
175.6294,8.0,?,?,40.9
?,?,24.97937,121.54245,?
274.0144,?,?,?,?
?,?,?,?,?
90.45606,?,24.97433,121.5431,58.0
1783.18,?,?,?,?
?,?,24.972,?,48.1
?,?,24.97153,121.53559,39.7
372.6242,6.0,?,?,40.8
?,?,24.96515,?,?
529.7771,?,24.98102,121.53655,?
186.5101,9.0,24.97703,?,?
?,?,?,121.5276,?
431.1114,10.0,?,?,?
?,?,?,?,42.3
324.9419,6.0,24.97814,?,?
?,?,24.96571,121.54089,49.0
?,0.0,?,121.50381,?
?,?,24.98059,121.53986,?
3171.329,?,25.00115,?,?
1156.412,0.0,?,?,19.0
?,3.0,?,121.51284,?
4074.736,0.0,?,?,?
4412.765,1.0,24.95032,?,17.4
333.3679,9.0,?,?,32.4
?,4.0,24.96007,?,?
?,?,?,?,?
373.8389,10.0,?,121.53765,?
?,?,24.97668,?,39.0
?,?,?,?,40.6
?,0.0,24.96334,?,?
?,?,24.96412,?,28.8
250.631,?,?,?,?
2077.39,3.0,24.96357,?,33.4
?,8.0,24.98236,?,?
1559.827,3.0,?,?,?
?,?,?,?,?
389.8219,?,?,?,?
?,?,?,121.54928,23.1
1009.235,?,24.96357,121.54951,?
?,1.0,?,?,15.0
?,?,?,?,30.0
1159.454,0.0,24.9496,?,13.8
?,?,24.97433,?,52.7
?,2.0,24.96464,121.51623,?
329.9747,?,?,?,?
?,1.0,?,?,?
?,1.0,?,121.53151,?
?,?,?,121.5273,?
292.9978,?,?,?,63.3
?,?,24.96334,?,28.8
?,?,24.97073,?,?
?,?,?,?,?
289.3248,5.0,?,121.54348,?
2147.376,?,?,121.51284,?
493.657,?,?,?,?
?,?,?,121.53464,38.1
1783.18,?,24.96731,121.51486,?
?,?,?,121.53863,?
390.5684,5.0,?,?,?
?,0.0,24.96334,?,23.0
?,?,?,?,117.5
?,?,?,121.5449,?
?,5.0,?,?,?
170.1289,1.0,?,121.52984,?
?,7.0,24.97305,?,?
?,?,24.96772,121.54102,?
?,5.0,24.95425,?,?
?,3.0,?,?,27.7
?,6.0,24.95618,?,?
1554.25,?,24.97026,121.51642,31.1
?,6.0,24.96581,?,?
387.7721,9.0,?,?,?
?,?,24.9512,121.549,?
?,?,24.98674,121.51844,?
?,?,?,?,?
718.2937,?,24.97509,?,?
?,9.0,24.97433,121.5431,?
?,?,?,?,?
323.6912,6.0,24.97841,121.5428,?
?,?,?,121.54348,?
490.3446,0.0,24.97217,?,37.0
?,7.0,?,?,?
?,5.0,?,121.534,?
383.2805,?,24.96735,?,42.5
335.5273,?,24.9796,121.5414,?
?,?,?,?,?
?,?,?,121.53456,?
?,?,?,121.5458,28.5
4082.015,?,24.94155,121.50381,?
?,10.0,?,?,?
156.2442,4.0,?,121.53992,36.9
?,?,?,121.53445,35.7
?,?,?,?,?
?,0.0,?,?,?
1626.083,3.0,?,?,29.4
289.3248,?,?,121.54348,?
?,?,?,121.52979,50.2
?,0.0,?,121.56627,?
?,?,?,?,?
1264.73,?,?,?,19.1
?,?,24.95394,121.55174,?
?,?,?,?,?
?,?,24.97071,?,78.0
104.8101,?,?,?,?
?,6.0,?,?,41.6
?,?,?,?,27.3
250.631,?,24.96606,121.54297,42.0
?,2.0,?,121.53451,?
379.5575,10.0,?,121.53762,?
?,?,24.95562,121.53872,?
?,?,?,?,18.6
?,?,?,?,?
187.4823,?,?,?,?
197.1338,?,24.97631,?,?
?,?,?,121.5167,31.3
488.8193,?,?,?,?
56.47425,7.0,?,121.53711,?
757.3377,?,?,?,36.7
?,?,24.97003,?,23.6
?,0.0,24.93885,?,19.2
?,?,?,?,?
?,0.0,?,121.49587,?
?,?,?,121.53475,39.6
?,?,?,?,?
?,5.0,?,?,?
337.6016,?,?,?,?
?,?,24.98407,121.51748,35.6
600.8604,?,?,?,30.9
?,?,24.96867,?,?
?,?,24.98254,121.54395,?
?,0.0,?,?,42.9
750.0704,?,24.97371,121.54951,37.0
90.45606,9.0,24.97433,121.5431,?
?,?,?,121.53597,?
?,?,24.998,121.5155,41.2
185.4296,?,24.9711,?,37.9
?,?,?,121.5167,?
?,?,?,?,?
?,?,?,121.54516,53.7
?,?,?,?,?
492.2313,?,24.96515,?,?
?,?,24.96324,121.51241,?
?,?,?,?,?
2147.376,?,24.96299,121.51284,?
?,?,?,?,?
383.8624,5.0,?,?,?
?,?,24.97417,?,?
?,?,24.96853,?,?
193.5845,6.0,?,121.54089,45.1
?,0.0,24.95505,121.55964,24.7
?,?,24.983,121.54022,?
281.205,8.0,24.97345,?,?
?,4.0,?,121.53408,?
?,10.0,?,121.54086,?
?,?,24.97913,121.53666,?
2261.432,4.0,?,?,29.5
1801.544,1.0,?,121.55254,?
?,?,?,121.51531,?
?,1.0,24.97544,121.53119,?
?,3.0,?,?,?
?,?,?,?,?
?,5.0,?,?,?
?,7.0,?,121.54196,41.5
274.0144,1.0,?,121.53059,?
390.5684,5.0,?,?,?
?,0.0,?,?,?
?,2.0,24.96447,121.51649,?
49.66105,8.0,?,121.53756,56.8
587.8877,?,24.97077,?,?
?,?,?,121.54458,?
289.3248,5.0,24.98203,?,53.3
132.5469,9.0,24.98298,?,?
?,?,24.93207,121.51597,?
?,?,24.97845,121.53889,40.3
?,0.0,24.94297,?,?
?,?,?,121.54026,46.6
?,?,?,?,55.3
?,3.0,?,?,?
?,4.0,?,121.51353,?
122.3619,?,?,?,?
377.8302,?,?,?,?
?,1.0,?,121.55387,31.3
?,6.0,?,?,?
?,?,?,121.53408,40.3
4136.271,?,?,121.4963,?
512.5487,?,24.974,?,?
918.6357,1.0,?,?,31.9
1164.838,4.0,24.99156,?,?
1717.193,?,?,121.51649,?
?,?,?,?,?
482.7581,?,24.97433,?,?
2175.03,?,24.96305,121.51254,27.7
?,?,24.97388,?,?
161.942,?,?,?,?
?,5.0,24.98203,?,?
130.9945,6.0,24.95663,121.53765,?
372.1386,7.0,?,121.54026,?
2408.993,0.0,?,?,?
?,3.0,?,121.51243,28.1
4082.015,?,24.94155,?,15.4
?,?,24.97433,121.5431,?
?,7.0,?,?,40.6
104.8101,?,24.96674,?,?
90.45606,?,?,?,?
