@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,0.59,?,?,?,?,?,?,15
?,?,?,?,1.1185,0.469,?,0.335,?
?,0.635,0.515,?,?,0.5065,0.305,0.45,?
F,0.605,0.485,0.16,?,?,0.2355,0.355,10
F,?,?,?,?,0.387,?,0.31,?
?,?,0.405,0.13,?,?,?,?,10
F,0.575,0.46,?,?,0.392,?,0.34,?
?,?,0.485,?,1.514,0.546,0.2615,?,16
?,0.58,0.455,?,?,?,0.2135,?,?
?,0.575,0.46,0.165,?,0.2985,?,?,13
?,?,?,?,1.056,?,0.2475,?,13
?,0.605,?,0.16,?,0.53,0.2575,0.28,?
?,?,?,?,1.2445,?,0.297,?,?
F,0.725,0.56,?,?,0.65,0.398,1.005,18
?,0.65,?,0.23,?,?,0.2895,0.815,16
M,0.725,0.57,?,2.55,?,0.483,?,?
F,?,?,0.175,?,?,?,?,20
?,?,0.57,?,?,0.625,?,?,20
M,0.705,0.56,?,1.981,?,0.3085,0.76,?
F,0.68,0.515,0.175,1.6185,0.5125,0.409,?,12
?,?,?,?,1.9565,0.7125,?,0.59,14
F,?,?,?,0.775,?,?,0.255,7
M,0.525,?,0.155,1.065,?,0.233,0.285,8
?,0.52,?,0.115,?,?,?,?,?
I,0.235,0.16,0.04,0.048,?,?,?,5
I,0.36,0.26,0.09,0.1785,?,?,0.075,?
I,0.315,0.21,?,?,0.06,0.0375,?,5
I,0.315,0.245,0.085,?,?,0.0475,0.05,8
?,0.225,?,0.045,?,?,?,?,?
M,0.58,?,0.15,?,0.385,0.2165,?,?
?,0.57,?,0.18,0.9395,?,0.2,0.295,14
?,?,0.51,?,1.368,?,0.266,0.57,?
?,?,?,?,1.0235,0.429,0.268,0.3,10
F,0.62,0.475,?,1.0165,0.4355,0.214,0.325,?
F,?,?,0.2,1.5675,0.621,?,?,12
?,?,?,?,1.218,?,?,?,?
F,?,?,0.15,1.0525,0.392,0.336,?,12
?,0.63,0.5,?,1.383,0.54,0.3315,0.38,?
?,0.63,?,?,1.199,?,0.335,0.315,?
?,0.585,0.46,0.17,0.9325,?,?,?,9
?,0.615,0.48,0.18,?,0.4845,0.2165,0.325,?
M,0.61,?,?,1.0225,0.419,?,0.36,?
?,?,?,?,?,?,?,0.36,14
?,0.355,?,0.085,0.22,?,?,0.15,8
F,0.51,0.4,?,?,0.459,0.1965,0.195,10
?,0.5,?,0.155,0.772,0.346,?,0.245,12
?,0.505,0.41,0.15,0.644,?,0.145,?,?
?,?,0.5,?,1.3035,?,?,0.465,16
M,0.56,?,0.16,?,?,0.178,0.26,15
M,0.585,0.46,?,0.922,0.3635,?,?,10
F,?,?,0.12,?,?,?,0.135,9
?,0.5,?,?,0.825,0.254,0.205,0.285,?
F,0.5,0.4,0.145,0.63,?,0.1465,?,?
?,0.53,0.435,?,?,?,?,?,?
M,0.42,?,?,0.369,?,0.071,0.12,?
F,?,?,0.14,0.482,?,?,0.16,?
I,0.4,?,?,0.315,?,0.067,0.12,9
?,0.435,?,?,0.3795,?,?,?,8
F,?,0.415,0.17,?,0.2755,?,?,?
I,?,0.28,0.095,0.2655,?,0.052,0.08,?
F,0.49,?,0.145,0.6345,?,?,0.22,10
?,0.335,?,0.09,0.181,?,0.0415,0.06,?
?,0.415,0.325,0.105,?,?,0.0785,0.12,12
M,0.5,?,?,0.6155,0.241,0.1355,0.205,?
F,?,0.395,?,?,?,0.128,?,14
M,0.55,0.405,?,0.8025,?,0.1635,?,?
M,?,0.35,0.13,0.46,0.174,?,?,?
?,0.405,?,?,?,?,0.07,?,?
?,0.47,0.36,0.135,0.501,?,0.115,?,?
F,?,0.305,0.13,?,?,?,0.105,8
F,0.445,?,?,0.455,0.1785,0.1125,0.14,?
F,0.47,0.35,0.145,?,0.187,0.1235,0.18,11
F,0.49,0.375,0.15,?,0.22,0.144,?,?
F,?,0.355,?,?,0.181,?,0.155,?
?,0.425,?,0.105,0.3265,?,?,0.1,10
F,?,?,?,?,?,0.1055,?,?
F,?,?,0.125,0.3055,?,0.082,0.09,7
I,0.365,0.27,0.085,?,?,0.0485,0.07,?
?,?,0.465,0.165,1.1015,?,?,0.35,11
F,?,?,0.16,?,0.2935,0.158,?,15
?,0.555,?,?,0.836,0.336,0.1625,0.275,?
M,0.565,0.44,?,0.9025,0.31,0.193,0.325,14
?,?,?,?,1.4455,0.496,?,0.435,22
I,0.275,?,?,0.1155,?,0.029,?,?
?,0.44,0.35,?,?,?,?,?,?
?,0.295,?,0.08,?,?,?,0.04,?
I,?,?,0.01,?,0.001,?,0.0015,1
?,0.13,?,0.03,?,?,?,?,?
I,0.11,0.09,0.03,?,?,0.002,?,3
I,0.16,?,0.035,0.021,?,?,?,5
?,0.565,0.425,?,0.9425,?,0.2185,0.275,17
I,?,0.2,?,?,?,0.0245,0.035,?
I,?,0.175,?,0.0645,?,0.0105,0.02,5
I,?,0.23,0.08,0.1275,0.0435,0.0265,?,?
I,0.33,0.255,0.085,?,0.063,?,0.06,8
?,?,0.26,0.085,?,?,?,0.06,?
?,?,?,?,?,0.0635,0.0325,0.05,?
I,?,?,?,?,?,0.0415,0.07,9
?,?,?,0.075,0.156,?,0.038,?,7
?,?,?,0.11,?,?,0.0545,?,?
I,0.33,?,?,?,0.0655,?,?,?
M,?,?,?,1.1235,0.4205,?,?,?
?,0.595,?,0.155,1.0605,0.5135,?,?,?
?,?,0.46,0.185,?,?,0.217,?,15
?,0.6,0.495,0.165,?,?,0.2775,0.34,15
?,0.56,0.45,0.175,1.011,?,?,?,?
M,0.56,?,0.185,?,0.3805,0.175,0.41,?
M,0.545,0.46,?,?,?,0.1655,?,10
?,?,0.505,?,?,?,?,0.365,?
F,?,?,?,1.1015,0.4775,?,?,13
?,0.54,0.475,0.155,?,0.394,0.194,?,?
?,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
?,?,?,0.165,?,?,?,0.245,11
I,0.245,?,?,0.095,0.0445,0.0245,?,4
M,?,?,?,?,?,0.028,?,6
?,0.46,?,?,0.639,0.3,0.1525,0.16,?
M,?,0.45,0.15,?,?,?,?,14
?,0.35,0.275,0.11,0.2925,?,0.0635,?,?
M,?,0.39,0.15,?,0.2185,?,0.255,9
?,0.45,0.36,0.125,0.4995,?,0.1,0.17,13
F,0.64,0.525,0.215,?,?,?,0.55,22
?,?,?,0.2,1.187,?,0.2705,?,?
?,?,?,?,1.219,?,?,?,14
M,?,0.505,?,1.525,?,0.3335,?,15
?,0.63,0.515,0.155,1.259,?,0.197,?,13
M,?,0.54,0.215,?,0.7425,0.327,?,22
F,0.66,?,0.185,?,?,?,0.49,?
M,?,?,?,?,0.532,?,?,?
M,?,0.525,0.205,?,?,?,?,20
F,?,?,?,0.712,?,?,0.25,?
F,0.535,?,0.185,0.8415,0.314,0.1585,0.3,?
?,0.36,0.285,?,?,?,0.057,?,?
F,?,0.355,?,?,?,?,0.15,?
M,0.485,?,0.14,0.6295,0.2285,?,0.225,?
?,?,?,0.175,0.9565,?,?,0.31,?
?,0.535,0.415,0.17,?,?,0.1965,0.285,10
?,0.53,0.435,?,?,0.288,0.1595,0.205,?
F,?,0.4,?,?,0.242,?,0.205,17
?,0.44,?,?,?,0.132,0.0815,0.19,9
F,?,?,?,0.8105,0.3155,0.1795,0.24,?
?,?,?,?,0.996,0.3835,0.226,0.325,17
?,?,?,?,1.2765,?,?,0.355,?
M,0.61,0.475,?,?,?,0.2205,?,?
F,?,0.455,0.175,?,?,?,?,19
?,?,0.495,0.195,?,0.384,?,0.375,26
I,?,?,?,0.128,0.049,?,?,6
?,?,?,?,?,?,0.0285,0.035,?
I,0.28,?,0.085,0.1065,0.039,0.0295,0.03,?
M,?,0.395,0.14,0.549,0.2215,?,0.15,?
?,?,?,?,?,?,0.0585,0.075,9
?,?,?,?,0.3485,0.1455,0.0895,0.1,9
?,0.54,0.435,?,0.892,?,?,?,?
?,?,?,0.1,0.252,0.1065,0.0595,0.074,8
M,?,?,?,?,?,?,0.0715,6
?,0.47,?,?,?,0.182,?,?,10
I,?,0.145,?,0.037,?,0.0095,0.011,?
I,0.165,?,?,?,?,?,?,?
M,0.645,0.515,?,1.5415,?,?,?,13
?,0.55,?,0.125,?,0.2505,0.1635,0.195,14
?,0.57,?,?,0.9055,0.3925,0.2355,0.275,10
?,?,?,0.19,?,0.4635,?,?,?
?,?,?,0.14,0.971,0.443,?,?,?
?,0.595,0.455,?,?,?,?,0.345,19
?,?,?,?,?,0.381,0.27,?,23
?,0.63,?,0.175,?,0.4335,?,0.46,?
I,0.45,?,?,?,?,?,0.14,8
?,0.635,?,?,1.242,0.576,0.2475,0.39,14
M,0.45,0.35,0.1,0.3675,0.1465,?,0.12,?
F,0.58,?,0.155,0.8365,?,?,0.32,18
I,?,0.255,?,?,0.066,0.0255,?,6
?,0.265,?,0.06,0.0965,?,?,?,?
?,0.19,?,?,?,?,?,0.015,4
M,?,0.31,?,?,0.1065,0.075,?,11
?,?,?,?,?,?,0.041,0.035,5
M,0.335,?,0.105,0.222,?,?,0.075,?
?,?,0.275,?,0.251,?,?,0.08,?
?,?,?,?,?,?,?,?,7
M,0.51,0.4,0.13,0.6435,0.27,?,?,?
?,?,0.295,?,?,?,0.053,?,8
I,?,0.28,?,?,0.0885,?,?,?
?,?,?,0.155,0.5955,0.2135,?,0.2,?
F,0.4,0.325,0.12,?,?,?,0.095,8
I,?,0.22,?,0.121,0.0475,?,?,?
I,?,0.175,?,0.0705,0.0335,?,?,?
F,?,0.6,0.195,1.974,?,0.4085,?,16
?,?,0.465,0.19,?,0.5705,?,?,11
?,?,0.475,0.19,1.0875,0.403,0.2655,?,?
?,0.59,0.45,?,?,0.473,0.276,0.425,?
?,0.62,?,0.185,1.325,?,0.325,?,?
F,0.565,?,?,?,0.406,?,?,15
M,0.575,?,0.145,1.165,0.581,0.2275,0.3,?
?,0.62,0.51,0.205,1.3475,0.4775,0.2565,?,14
?,?,0.465,?,?,?,0.3065,?,?
F,?,0.375,?,0.568,0.2325,?,0.17,?
?,?,?,0.155,0.746,?,0.152,0.24,8
M,?,0.39,0.14,0.707,?,?,?,13
?,0.525,0.42,?,?,0.2745,?,?,9
?,?,0.26,?,0.2,0.08,0.0555,?,?
I,?,0.305,0.115,?,0.092,0.074,?,?
?,0.61,0.48,0.15,?,?,0.2455,0.28,14
?,?,0.495,?,1.153,?,?,?,8
?,?,0.45,0.17,?,?,0.1635,0.27,?
?,0.57,?,0.14,0.9535,0.4465,0.2065,?,?
?,0.58,?,0.17,0.93,?,0.259,0.22,?
M,0.635,0.515,?,1.275,?,?,0.34,?
?,?,?,0.205,?,?,?,0.58,20
?,?,?,0.185,?,0.6935,?,0.395,?
F,0.645,0.525,?,?,0.7035,?,?,?
?,?,0.585,?,?,?,0.472,0.7,?
?,?,?,?,1.768,?,?,?,16
?,0.605,0.49,?,?,0.48,0.287,0.35,18
?,?,0.465,?,0.997,0.392,?,0.34,?
?,?,0.525,?,?,0.61,0.2995,?,20
?,?,0.48,0.15,1.029,?,?,?,16
?,0.62,?,?,?,0.4985,?,0.35,?
?,0.63,?,?,1.016,?,0.244,0.355,?
M,0.58,0.465,0.145,?,?,0.1655,0.265,?
?,0.58,?,0.12,?,?,0.2735,?,10
M,?,0.49,0.18,1.13,0.458,?,?,12
?,0.69,?,?,?,0.68,?,?,?
F,?,?,0.165,1.566,?,0.3455,?,?
?,?,0.565,?,1.7605,?,0.3265,0.5,16
F,?,0.58,?,1.787,0.585,?,0.6,19
F,0.7,0.575,?,?,0.5095,?,0.42,?
M,0.685,0.52,0.15,1.343,0.4635,0.292,?,?
F,0.675,?,?,?,0.6845,?,?,20
?,0.63,?,0.19,1.1775,0.4935,0.3365,?,11
?,0.585,?,?,?,?,0.2875,?,?
?,0.565,0.465,?,?,0.3895,?,?,15
F,?,?,0.185,1.1085,?,?,0.33,?
?,?,0.47,?,?,0.3755,?,?,?
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
M,?,?,?,?,0.313,?,?,?
M,0.47,?,?,0.5565,?,0.122,?,12
?,?,?,0.135,?,0.373,0.21,?,?
?,0.455,0.37,?,?,0.216,?,0.135,9
?,?,0.42,0.155,0.7385,0.3515,0.152,?,?
M,0.46,?,0.135,0.482,?,?,?,?
M,?,?,0.125,0.609,?,0.1435,0.22,14
?,0.465,0.375,0.12,?,?,0.119,0.14,?
I,?,0.325,?,?,?,?,?,10
M,?,?,?,?,0.277,0.115,?,?
?,?,0.375,?,0.5615,?,0.137,?,10
?,0.365,0.295,?,?,0.1075,?,0.08,?
?,?,?,0.095,?,0.0755,0.0535,?,6
?,?,?,?,?,0.116,0.064,?,11
?,0.5,?,?,0.7155,0.3165,0.176,0.24,10
M,0.47,?,?,?,?,?,0.185,?
M,?,?,0.15,?,?,0.139,0.26,?
?,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,?
F,?,?,0.12,?,0.27,0.131,0.175,9
?,0.515,0.455,?,0.7225,0.295,?,0.235,9
?,?,?,0.11,0.4335,?,0.0985,?,7
F,0.515,?,0.14,0.6935,?,?,?,10
?,0.44,?,0.12,?,?,?,0.11,7
?,?,?,0.15,?,?,?,0.24,12
M,0.45,0.355,0.115,?,0.2125,?,0.15,8
M,?,?,?,?,?,0.182,?,16
M,0.555,0.45,?,0.915,0.4,0.246,0.285,11
?,0.57,?,0.095,?,0.3395,?,0.235,?
M,?,?,0.165,1.1045,?,?,0.34,?
?,?,?,?,0.945,0.41,?,?,?
F,?,0.46,?,0.9935,0.4625,?,0.28,11
?,?,0.44,0.12,0.8565,?,?,?,12
?,0.605,0.495,0.17,1.2385,?,0.2465,?,14
F,?,?,?,1.0325,0.3605,0.224,?,15
F,0.63,?,0.17,1.3135,?,?,?,?
?,?,0.515,?,?,0.488,?,0.45,20
?,?,0.5,0.155,?,0.367,0.199,0.36,16
?,?,?,0.14,0.625,?,?,0.235,13
F,?,0.54,?,1.5015,?,0.358,?,?
?,?,?,0.12,0.529,0.2165,?,0.155,11
F,?,?,?,0.5785,0.2465,?,0.2,?
I,0.29,0.225,0.07,?,0.036,0.0235,?,8
?,0.26,?,?,0.092,0.037,0.02,0.03,?
?,?,?,0.175,1.068,0.425,?,?,?
?,?,0.485,?,1.0915,0.3935,0.2435,0.33,18
?,?,0.5,0.16,?,?,0.1735,?,?
F,?,0.455,0.125,?,?,?,?,21
F,?,0.45,0.17,1.0475,?,?,?,?
?,0.57,0.45,0.175,0.9555,?,0.1665,0.295,?
M,0.6,?,0.155,1.036,0.4375,0.196,0.325,?
M,?,?,?,?,?,0.156,?,?
M,?,?,?,0.7505,0.2475,?,?,22
I,?,?,0.1,?,0.122,0.0905,0.12,13
M,?,0.41,?,0.662,0.2815,0.137,0.22,11
?,0.36,?,0.095,0.217,?,0.0435,0.09,?
I,0.385,?,0.095,?,0.0915,?,0.09,?
M,?,?,0.09,0.3055,0.143,?,?,9
M,0.5,?,?,0.6885,0.249,?,0.25,13
?,?,?,?,?,0.095,?,?,10
?,0.335,?,?,0.192,0.0785,?,?,8
?,0.505,?,0.14,0.85,?,0.1625,0.285,19
?,?,0.295,0.1,?,?,?,?,?
?,?,?,?,0.3635,0.159,?,?,10
?,?,?,?,0.714,0.283,0.129,0.275,?
M,0.565,?,0.185,0.9815,0.329,?,0.39,?
?,0.565,?,0.185,0.9265,0.354,?,0.375,16
?,0.605,?,?,?,0.4765,0.232,?,?
F,?,0.455,?,0.8205,0.365,?,0.26,18
M,0.725,?,0.215,1.891,?,?,0.58,16
F,0.675,0.535,0.16,?,?,0.3175,0.42,?
?,?,0.555,?,?,?,?,0.36,17
?,0.565,?,?,?,?,?,?,?
F,0.645,?,0.175,1.2915,0.57,?,0.33,?
M,0.575,0.47,?,?,?,0.1735,0.24,11
F,0.64,?,0.175,?,?,0.259,?,15
I,?,?,0.105,?,?,?,0.08,9
?,?,?,0.11,?,0.123,0.057,?,?
?,0.525,0.41,0.135,0.7085,0.293,0.1525,?,?
M,0.38,0.285,0.1,0.2665,?,0.061,0.075,?
?,?,0.465,?,?,?,0.224,?,12
I,?,?,0.07,?,0.026,?,?,?
I,?,0.165,0.055,0.0545,0.0215,?,0.02,?
I,0.255,?,?,0.0735,?,0.02,0.025,6
?,0.175,0.125,?,?,0.008,0.0035,?,?
?,?,?,?,?,?,?,0.4,12
?,?,0.53,?,?,0.567,?,0.41,?
F,0.68,?,0.21,1.7445,0.5975,?,0.625,17
M,?,?,?,1.4385,?,0.2665,0.465,?
?,?,0.44,?,0.7835,?,0.1715,0.2185,?
?,?,0.405,?,0.646,0.2895,?,?,?
?,?,0.34,?,?,?,0.0645,?,9
?,0.52,0.405,0.12,?,?,?,0.181,?
?,?,?,?,0.7715,?,0.1455,0.2765,10
?,0.53,0.415,?,0.7395,?,0.1395,0.2645,?
?,0.465,0.35,0.115,0.421,0.1565,?,0.1345,9
M,?,?,?,?,0.4955,0.254,?,?
M,?,?,?,1.756,?,?,?,?
M,0.66,?,0.185,1.32,0.5305,?,0.455,?
?,0.7,0.585,0.185,?,?,?,0.475,?
M,?,?,0.155,?,0.3605,0.2445,0.3,?
?,0.57,0.465,0.125,?,0.3785,0.1765,?,15
F,0.58,?,0.15,0.9955,?,?,0.26,19
M,0.63,?,0.145,?,0.4235,0.237,?,12
F,0.585,0.465,0.14,?,?,?,?,13
?,0.55,0.45,0.13,?,?,?,?,11
F,?,0.515,?,?,0.5235,0.3065,0.36,?
M,?,?,0.135,0.8075,0.3485,0.1795,0.235,11
?,?,0.455,?,?,0.44,?,?,?
?,0.59,0.455,?,?,?,0.19,0.285,?
M,?,?,?,?,0.357,?,0.29,13
F,?,0.51,?,1.2895,0.5345,0.2855,?,11
M,0.655,0.53,0.175,?,0.486,0.2635,0.415,15
?,?,0.5,0.195,?,?,?,?,?
?,?,0.5,?,?,0.3445,?,0.305,?
F,0.64,0.52,0.175,?,?,?,?,?
F,0.605,?,0.165,?,?,?,0.3,19
?,?,?,0.155,?,0.427,?,0.345,11
?,?,?,0.175,0.874,?,?,0.305,?
F,?,0.44,?,?,?,?,?,12
F,0.62,?,0.225,1.1835,?,?,0.395,23
F,?,?,?,1.115,?,0.2145,?,?
?,0.6,0.505,0.19,?,0.4385,0.256,?,?
F,0.625,?,0.19,?,?,?,0.42,17
M,?,0.47,?,1.105,?,?,0.315,15
?,0.56,?,0.235,?,0.3325,0.157,0.305,?
M,?,0.455,0.225,?,0.3815,?,0.365,15
M,0.56,0.435,?,?,?,0.204,0.25,11
I,?,0.445,?,?,0.3005,?,?,16
I,0.68,?,0.185,1.1095,?,0.245,0.34,?
?,?,0.35,0.14,0.5185,0.221,?,0.135,10
F,0.49,?,?,0.6725,0.249,?,0.21,?
?,0.31,?,?,?,0.061,?,0.045,?
F,?,0.195,?,?,?,?,0.025,5
?,?,0.195,?,0.1,?,0.0195,?,?
?,0.4,?,0.115,0.2795,0.1115,?,?,?
?,?,0.2,0.08,?,0.033,0.0215,0.03,?
?,?,?,?,0.147,0.06,?,?,4
?,0.345,?,?,0.203,0.078,0.059,?,6
?,0.21,0.15,?,0.0385,?,?,0.01,?
F,?,?,0.09,?,?,0.0385,?,5
?,0.365,?,?,?,0.0935,?,0.07,?
M,?,0.14,0.055,?,0.0145,0.008,?,5
M,?,0.16,0.06,?,0.0265,0.0095,0.015,?
?,?,?,0.04,?,0.0095,?,0.005,4
