@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,?,0.415,?,0.724,0.3105,0.1675,0.205,10
M,?,?,?,1.1735,?,?,0.345,?
F,?,0.41,?,?,0.291,?,0.235,12
?,0.545,?,?,?,0.2935,?,?,?
F,0.5,?,0.125,?,?,?,?,?
F,?,?,0.135,?,?,0.179,0.2,9
?,?,0.395,0.105,0.3635,0.136,?,0.13,9
?,?,?,0.125,?,0.2375,0.1345,?,?
M,0.465,?,?,?,?,?,?,9
I,?,0.32,0.08,?,0.1485,?,0.105,?
M,0.425,0.35,?,?,0.13,?,0.165,?
F,?,?,?,?,?,0.146,0.21,?
F,0.53,0.415,0.115,0.5915,0.233,?,0.18,11
F,?,?,0.135,?,0.2555,0.102,?,?
?,?,0.34,?,?,?,?,0.165,10
F,?,0.43,?,0.8825,0.3465,?,0.31,9
?,0.405,?,?,?,?,?,?,?
?,?,?,?,0.4205,0.163,0.1035,?,9
?,?,0.295,?,?,?,0.0575,0.085,?
?,0.515,?,?,?,?,?,?,?
?,0.37,?,?,?,?,?,?,?
?,?,?,0.08,?,0.081,0.0505,0.07,?
I,?,?,?,?,0.0285,?,0.03,?
I,?,?,?,?,0.1075,0.0545,0.07,6
I,?,?,?,?,?,?,?,?
M,?,0.535,0.16,1.7255,?,?,0.54,?
M,?,?,?,?,0.7665,0.261,?,18
?,?,0.48,?,?,?,?,0.41,17
F,0.44,?,?,0.4035,0.175,0.063,0.129,9
?,?,?,0.09,?,0.085,?,?,7
I,?,0.26,0.095,0.211,?,0.056,0.068,7
?,?,0.2,?,0.0975,?,0.0205,?,?
F,0.425,?,0.115,?,?,0.081,?,8
?,?,0.23,?,?,0.0675,0.0345,0.048,7
?,?,0.255,?,0.2005,0.094,?,?,9
?,?,?,?,0.3555,?,0.063,?,?
?,0.375,?,?,?,?,?,0.0925,?
F,?,?,0.155,?,0.341,?,0.2475,?
F,?,?,0.145,0.741,?,?,0.2665,?
M,?,0.52,0.19,1.3445,0.519,0.306,0.4465,?
M,?,?,?,0.797,0.34,0.19,?,?
?,?,?,?,0.5175,?,?,0.17,?
F,0.49,?,0.125,0.549,?,0.1075,?,?
?,?,0.35,0.12,0.515,0.224,?,0.1565,10
?,0.28,0.205,?,?,0.052,?,?,?
?,?,0.13,?,0.0315,0.0105,?,0.0125,?
?,0.17,?,?,?,0.013,?,0.01,?
?,0.59,?,?,1.053,?,?,?,15
F,?,?,?,?,0.469,?,?,9
F,?,0.515,0.19,1.3715,0.5065,0.305,?,10
F,?,?,?,?,0.37,0.2355,0.355,?
F,?,0.45,0.135,?,0.387,?,?,12
?,?,0.405,?,?,0.32,?,0.21,?
?,?,0.46,0.19,0.994,0.392,?,0.34,13
?,?,?,0.215,?,?,0.2615,?,16
F,?,?,0.17,0.9075,0.374,0.2135,?,13
?,0.575,0.46,?,1.124,?,?,?,?
?,0.605,?,0.165,?,?,?,0.34,13
F,0.605,?,?,?,0.53,0.2575,0.28,13
?,?,?,0.175,?,?,?,0.345,?
?,?,0.56,0.21,?,0.65,0.398,?,?
?,0.65,?,?,?,?,0.2895,0.815,16
M,?,0.57,0.19,2.55,?,?,?,?
F,?,?,?,2.124,?,?,0.85,20
F,?,0.57,?,1.842,0.625,0.408,0.65,20
?,0.705,0.56,0.22,1.981,0.8175,0.3085,?,?
F,0.68,?,?,?,0.5125,0.409,0.62,?
M,0.695,?,?,1.9565,0.7125,0.541,0.59,?
F,0.53,?,?,0.775,?,0.169,?,7
?,0.525,0.435,?,1.065,?,0.233,0.285,8
F,?,?,?,0.776,0.32,0.1845,?,?
I,?,0.16,0.04,0.048,0.0185,?,?,?
I,?,?,?,0.1785,?,?,0.075,7
?,0.315,0.21,0.06,0.125,?,?,?,5
?,?,0.245,?,?,0.053,0.0475,?,8
I,0.225,0.16,?,?,0.025,?,?,4
?,0.58,0.475,0.15,0.97,0.385,0.2165,?,?
?,?,?,?,0.9395,0.399,?,0.295,14
?,?,?,0.175,?,?,?,?,?
?,0.56,0.45,?,?,?,0.268,?,?
F,0.62,?,0.175,1.0165,?,?,0.325,10
F,?,0.51,?,?,?,0.367,?,12
?,0.62,?,?,?,0.5455,0.2965,?,?
F,?,0.48,?,1.0525,0.392,0.336,0.285,12
F,0.63,?,?,?,0.54,0.3315,?,10
?,?,0.48,0.16,1.199,?,?,?,11
F,0.585,0.46,0.17,0.9325,0.365,?,0.29,?
?,?,0.48,?,?,0.4845,?,0.325,?
M,0.61,0.485,?,1.0225,0.419,0.2405,?,?
M,0.58,0.45,0.15,?,0.276,0.1815,?,?
?,?,0.275,?,?,0.092,?,0.15,?
F,0.51,?,?,?,0.459,?,?,10
M,0.5,0.405,0.155,0.772,?,0.1535,0.245,?
F,?,?,0.15,0.644,?,0.145,?,?
?,0.64,0.5,0.185,1.3035,?,0.2635,0.465,16
?,?,0.45,0.16,0.922,0.432,?,0.26,?
?,0.585,0.46,0.185,?,0.3635,0.213,?,?
F,?,0.345,0.12,0.4165,?,?,?,?
M,?,0.4,0.165,?,0.254,0.205,0.285,?
?,?,0.4,?,0.63,?,?,0.23,?
F,0.53,0.435,0.17,?,0.2985,?,0.275,13
M,0.42,?,0.115,?,0.171,?,0.12,8
F,?,?,?,?,0.186,0.1085,0.16,9
I,0.4,?,0.11,?,?,?,?,?
?,?,?,0.11,0.3795,?,?,?,?
F,0.525,0.415,?,?,?,0.1685,?,?
I,?,0.28,?,0.2655,0.122,?,0.08,7
F,?,0.365,?,?,0.1995,?,?,10
M,?,?,?,0.181,0.0755,?,?,7
F,0.415,0.325,0.105,?,?,0.0785,0.12,12
M,0.5,0.405,?,?,?,?,?,?
F,?,?,0.16,?,0.2475,0.128,?,?
M,?,0.405,0.14,?,0.244,0.1635,?,10
M,?,?,?,?,0.174,?,?,?
I,?,?,0.12,0.324,0.1265,0.07,0.11,?
M,?,0.36,0.135,0.501,?,0.115,?,?
?,0.415,?,0.13,0.32,0.1305,0.0755,?,?
?,0.445,?,?,?,0.1785,0.1125,?,9
F,?,?,0.145,0.5175,?,?,0.18,?
?,?,0.375,?,0.5755,?,0.144,0.19,9
F,?,?,?,0.485,0.181,0.125,0.155,?
I,?,0.38,?,0.3265,?,0.0785,0.1,10
F,?,?,?,0.45,0.1715,?,?,9
F,0.39,?,?,0.3055,0.121,0.082,0.09,?
I,0.365,?,0.085,0.205,0.078,?,0.07,7
F,0.58,?,?,1.1015,0.404,0.2095,?,11
F,?,0.415,?,?,0.2935,0.158,?,?
M,0.555,?,?,0.836,0.336,?,0.275,?
?,?,0.44,?,0.9025,?,0.193,0.325,?
M,0.625,?,?,?,0.496,?,0.435,?
?,?,0.215,?,?,?,0.029,0.035,7
?,?,0.35,0.135,0.435,?,0.083,0.125,?
I,0.295,?,0.08,?,0.0485,?,0.04,9
?,0.075,?,?,0.002,0.001,5.0E-4,0.0015,1
?,?,0.1,?,0.013,0.0045,?,0.004,?
I,0.11,0.09,?,?,?,?,0.003,3
?,0.16,?,?,?,?,0.0045,?,5
M,0.565,0.425,?,0.9425,0.3495,0.2185,0.275,17
?,?,0.2,?,?,0.034,?,?,5
I,0.23,0.175,?,0.0645,?,0.0105,?,5
I,0.3,0.23,0.08,0.1275,?,?,?,?
I,0.33,0.255,?,?,0.063,?,?,8
I,?,?,?,?,?,0.0345,?,10
I,?,0.245,0.08,0.1585,?,0.0325,0.05,13
?,?,?,?,?,?,?,0.07,?
I,?,0.245,?,?,?,?,0.045,7
I,0.345,0.27,0.11,0.2135,0.082,?,0.07,?
?,0.33,0.25,0.105,0.1715,0.0655,0.035,?,?
M,?,?,0.18,?,0.4205,?,0.36,13
?,0.595,?,0.155,?,?,?,?,12
?,?,?,?,1.094,0.4485,0.217,0.345,?
M,?,?,?,?,?,0.2775,?,?
M,0.56,0.45,?,1.011,?,?,?,15
?,?,?,0.185,1.07,0.3805,0.175,0.41,19
M,?,0.46,?,0.8975,0.341,?,0.345,?
?,?,?,?,1.415,?,0.297,?,?
F,?,0.475,?,1.1015,0.4775,0.2555,?,13
F,0.54,0.475,?,?,0.394,?,?,11
?,0.57,?,?,0.865,0.3675,0.1725,0.27,?
M,?,?,0.165,?,0.319,0.239,0.245,?
I,0.245,0.195,?,0.095,0.0445,?,?,4
?,?,?,?,?,0.0465,0.028,?,?
F,0.46,?,?,?,0.3,?,?,?
M,?,0.45,0.15,?,?,0.186,?,?
M,0.35,?,?,0.2925,0.1225,0.0635,?,?
?,?,0.39,?,0.6355,?,?,?,?
F,?,?,?,?,0.2035,?,0.17,13
?,0.64,0.525,?,?,?,?,0.55,?
?,0.59,?,?,?,0.412,?,?,16
?,0.62,?,?,1.219,?,0.2505,0.385,14
?,?,?,?,1.525,?,0.3335,?,?
M,0.63,?,0.155,?,?,0.197,0.41,13
?,0.655,?,0.215,?,?,?,?,?
?,0.66,0.53,?,?,0.493,0.245,0.49,?
M,0.61,?,?,?,0.532,0.3345,0.69,18
M,?,0.525,0.205,?,0.55,?,?,20
?,?,?,?,0.712,0.2665,?,?,11
F,0.535,0.415,?,?,0.314,0.1585,?,?
I,0.36,?,?,?,0.0915,?,0.075,?
?,0.455,?,0.12,0.4495,?,0.104,0.15,?
M,?,0.395,?,?,?,0.127,?,14
M,?,0.38,?,?,?,0.158,0.31,?
?,0.535,?,?,0.879,0.295,0.1965,?,10
?,?,0.435,?,0.699,0.288,?,0.205,?
F,?,?,0.155,?,0.242,?,?,?
?,?,0.355,0.125,?,?,0.0815,0.19,9
?,0.535,0.435,0.16,?,0.3155,0.1795,0.24,?
M,0.54,?,0.18,?,0.3835,0.226,0.325,17
?,0.565,0.505,?,?,0.501,0.279,?,?
M,0.61,?,?,?,?,?,0.315,?
?,?,?,?,?,0.342,?,?,19
?,0.6,?,0.195,?,?,0.19,?,?
?,0.295,0.215,?,?,?,?,?,?
?,?,?,?,?,0.045,?,?,6
I,0.28,0.21,0.085,?,?,?,?,4
M,?,0.395,0.14,?,?,0.1275,0.15,?
M,0.37,0.28,?,0.234,0.0905,0.0585,?,?
F,?,0.305,?,0.3485,0.1455,0.0895,0.1,9
?,?,0.435,?,?,?,0.174,?,13
?,0.37,0.28,?,0.252,0.1065,?,?,?
?,?,?,?,0.217,0.0885,0.0495,?,6
F,0.47,0.36,0.13,?,?,?,?,10
I,?,?,0.06,?,?,0.0095,?,4
?,?,?,?,0.0215,0.007,?,0.005,3
?,0.645,?,0.24,1.5415,?,?,0.535,13
M,?,0.41,?,0.7605,0.2505,0.1635,0.195,14
M,0.57,?,0.145,?,0.3925,0.2355,0.275,10
?,?,0.485,0.19,?,0.4635,0.3055,0.39,?
M,?,?,?,0.971,?,0.2045,?,14
M,0.595,?,0.195,1.3305,0.4595,0.3235,0.345,19
?,?,0.47,?,?,0.381,0.27,?,23
M,0.63,?,?,?,?,?,?,23
I,0.45,0.355,0.11,?,?,0.067,0.14,?
?,0.635,?,?,?,?,0.2475,?,?
?,?,?,?,0.3675,0.1465,0.1015,0.12,?
F,0.58,?,0.155,0.8365,?,?,0.32,18
I,0.33,?,?,?,?,0.0255,0.06,6
?,0.265,?,?,?,?,0.022,0.03,5
?,0.19,0.145,0.04,0.038,?,?,0.015,?
M,0.385,0.31,?,?,?,?,0.1,?
?,0.265,0.205,0.07,?,?,?,?,?
M,?,0.265,0.105,0.222,0.0935,0.056,?,?
I,?,?,?,?,?,?,0.08,?
I,0.32,0.255,0.1,0.1755,0.073,0.0415,?,7
M,?,0.4,0.13,0.6435,?,0.1665,?,12
?,?,?,0.105,0.241,0.0865,?,0.095,8
?,0.36,0.28,0.09,0.2255,?,0.04,0.09,?
?,?,?,0.155,?,?,0.161,?,12
F,0.4,0.325,?,?,0.134,?,?,8
?,?,?,0.08,0.121,0.0475,0.042,0.035,5
I,?,?,0.04,0.0705,?,0.015,0.02,5
?,?,0.6,0.195,1.974,0.598,?,0.71,16
?,?,0.465,?,?,0.5705,0.3175,0.355,11
?,0.6,0.475,0.19,1.0875,0.403,0.2655,?,?
M,0.59,0.45,?,?,?,?,0.425,?
?,0.62,?,?,1.325,0.6045,?,0.33,?
?,0.565,0.45,0.195,1.0035,0.406,?,?,15
M,0.575,?,0.145,1.165,0.581,0.2275,0.3,?
F,0.62,0.51,0.205,?,0.4775,?,0.48,14
M,0.62,?,?,1.274,0.579,0.3065,?,?
F,0.505,?,0.18,0.568,?,0.1495,?,12
?,?,?,?,?,?,0.152,0.24,8
?,?,?,?,0.707,0.2795,0.2185,?,13
F,?,?,0.16,0.756,?,0.173,0.275,?
I,0.34,?,?,?,?,0.0555,?,?
?,?,0.305,?,?,?,?,?,8
?,0.61,0.48,?,1.2,0.56,?,0.28,14
F,0.61,0.495,0.185,?,0.536,?,?,?
?,0.585,?,?,?,?,0.1635,0.27,?
M,?,?,0.14,?,0.4465,0.2065,0.245,?
?,?,?,0.17,0.93,?,0.259,0.22,9
?,?,?,?,1.275,0.509,?,?,?
?,?,?,?,2.13,0.7415,?,0.58,?
?,0.675,0.525,0.185,?,?,0.336,?,13
?,?,0.525,0.19,?,0.7035,0.3885,0.395,18
?,?,?,0.215,?,?,0.472,?,?
?,0.685,0.545,?,1.768,?,?,0.485,?
?,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
?,?,0.465,?,0.997,0.392,?,0.34,?
F,0.65,0.525,?,?,?,0.2995,?,20
F,?,?,0.15,?,?,?,0.295,?
F,0.62,0.5,0.175,1.186,0.4985,?,0.35,12
?,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,?
?,0.58,0.465,?,?,0.4405,0.1655,?,11
?,?,?,?,1.0735,0.479,?,0.265,10
M,0.63,?,?,?,?,?,0.315,?
F,0.69,?,0.215,1.719,0.68,?,0.47,?
?,?,0.545,0.165,?,?,?,0.415,?
?,0.66,0.565,?,1.7605,0.692,0.3265,?,?
F,0.68,?,?,?,?,0.453,?,?
?,0.7,?,?,1.31,?,0.314,?,?
M,?,?,?,?,0.4635,?,?,13
F,?,0.545,?,1.7345,0.6845,0.3695,0.605,?
?,0.63,?,0.19,?,?,0.3365,?,11
F,0.585,0.45,?,?,?,0.2875,?,?
?,0.565,?,?,0.995,0.3895,?,0.37,?
?,0.61,0.495,?,1.1085,?,?,?,12
?,?,?,?,?,0.3755,0.2805,?,?
M,0.535,0.42,?,0.791,0.33,?,?,10
M,?,0.4,0.135,?,?,0.137,0.2,?
?,0.47,?,0.12,?,?,?,0.195,?
M,0.545,0.425,0.135,0.8445,0.373,?,0.235,10
F,?,?,?,0.4925,0.216,0.1245,0.135,9
M,0.54,0.42,?,0.7385,0.3515,?,?,?
M,?,0.38,0.135,?,?,0.1225,?,?
M,?,?,?,0.609,0.239,?,?,14
I,0.465,0.375,?,0.471,?,?,0.14,9
?,0.415,0.325,?,?,?,?,?,10
M,0.475,0.375,?,0.593,0.277,0.115,?,10
F,0.47,0.375,0.125,0.5615,?,?,0.18,10
?,?,0.295,?,?,0.1075,0.0545,?,?
I,0.345,?,?,?,?,0.0535,?,?
?,?,0.31,0.1,?,?,0.064,?,?
F,?,?,?,?,0.3165,?,?,?
M,0.47,?,0.145,?,0.2385,0.144,?,?
M,0.535,?,0.15,0.6765,?,0.139,0.26,12
M,0.585,?,?,0.987,0.4355,?,?,?
?,0.485,?,?,0.5885,?,?,?,?
?,0.515,?,?,0.7225,0.295,?,?,9
F,?,?,?,?,0.178,?,0.155,7
?,?,0.415,0.14,0.6935,0.3115,?,?,?
?,0.44,0.345,?,?,0.1655,?,?,?
?,0.525,?,0.15,0.8425,?,0.1985,?,12
?,0.45,?,0.115,0.479,0.2125,0.1045,?,8
?,0.59,?,?,0.911,0.39,0.182,0.29,?
M,0.555,?,0.145,0.915,?,?,0.285,?
?,0.57,0.44,0.095,0.827,0.3395,?,?,?
?,?,0.5,0.165,?,0.4565,0.2425,?,?
M,?,?,?,0.945,?,0.2115,?,?
F,?,0.46,0.12,0.9935,?,?,0.28,11
?,0.545,0.44,?,?,0.3475,?,0.24,?
?,0.605,0.495,?,?,?,?,0.39,14
?,?,?,?,?,0.3605,0.224,0.36,15
F,0.63,0.5,0.17,1.3135,?,0.267,0.4,20
?,0.63,?,?,?,?,0.349,0.45,20
F,0.63,?,?,1.005,?,?,?,16
?,?,0.41,?,0.625,?,0.16,?,13
F,?,0.54,?,?,?,0.358,0.505,?
I,0.49,0.38,?,?,0.2165,?,?,?
?,?,0.39,0.135,0.5785,0.2465,?,0.2,?
I,?,?,0.07,0.101,0.036,0.0235,?,?
I,?,?,?,?,0.037,0.02,0.03,?
?,?,?,?,1.068,0.425,?,0.32,13
?,0.61,0.485,?,1.0915,0.3935,?,?,?
M,0.6,0.5,?,1.015,0.3995,0.1735,0.33,19
?,?,?,0.125,?,0.344,0.129,0.375,?
F,?,0.45,0.17,1.0475,?,?,?,?
?,?,0.45,?,0.9555,?,0.1665,0.295,?
?,?,0.47,0.155,1.036,0.4375,0.196,0.325,20
M,?,0.455,?,?,?,0.156,?,?
?,?,?,0.14,?,?,?,?,22
?,?,?,0.1,0.366,?,?,0.12,13
?,?,0.41,0.15,0.662,0.2815,?,0.22,11
?,?,?,0.095,0.217,?,?,?,?
I,0.385,0.305,?,0.252,0.0915,0.055,?,?
M,?,?,0.09,0.3055,0.143,0.0645,?,9
?,0.5,?,0.165,?,0.249,?,?,13
I,?,?,0.11,0.2335,?,0.0525,?,?
?,0.335,?,0.1,0.192,?,?,0.07,8
?,0.505,?,0.14,?,?,?,?,19
I,?,0.295,?,?,?,?,0.085,10
?,?,?,?,0.3635,?,?,?,?
?,0.56,0.455,0.19,?,0.283,?,?,?
M,0.565,?,0.185,?,0.329,?,?,13
M,?,?,0.185,?,?,0.1575,0.375,?
M,0.605,?,0.175,1.098,0.4765,?,0.375,12
F,0.565,0.455,?,0.8205,0.365,0.159,?,18
M,0.725,?,?,1.891,0.6975,?,0.58,?
?,?,0.535,0.16,1.41,?,0.3175,?,16
?,0.665,0.555,0.195,?,0.581,?,?,?
F,0.565,0.49,0.155,0.9245,0.405,?,0.255,?
?,?,?,?,1.2915,?,?,0.33,14
M,0.575,0.47,0.14,0.8375,0.3485,?,?,11
?,?,?,?,1.221,0.51,?,0.39,15
I,0.36,0.28,0.105,?,0.0695,0.045,0.08,9
I,0.415,0.31,0.11,?,?,?,0.0995,10
F,0.525,?,0.135,?,?,0.1525,0.235,11
?,?,?,0.1,0.2665,?,?,?,?
F,0.585,0.465,?,?,0.3865,0.224,0.265,?
I,0.24,0.185,0.07,0.0715,0.026,0.018,?,?
?,?,0.165,0.055,?,0.0215,0.012,?,5
I,?,?,0.07,0.0735,0.0255,?,?,?
?,?,?,0.05,0.0235,?,0.0035,?,5
F,0.67,?,0.19,?,0.5425,0.3035,?,?
?,?,?,0.195,?,0.567,?,?,?
F,0.68,?,?,?,?,?,?,17
?,?,0.555,0.2,?,0.545,?,0.465,21
?,0.53,?,0.135,0.7835,0.313,0.1715,?,9
?,0.515,0.405,?,0.646,?,0.1405,0.177,10
?,?,?,0.12,?,?,0.0645,0.1045,9
F,?,?,0.12,0.627,0.2645,0.1415,0.181,11
F,0.545,0.415,0.16,?,0.272,?,?,?
?,?,0.415,?,?,0.261,?,0.2645,?
?,?,0.35,?,?,0.1565,0.091,0.1345,9
?,?,0.54,?,1.347,0.4955,0.254,?,?
?,0.735,?,?,?,?,0.3405,?,21
?,0.66,?,0.185,?,?,?,0.455,?
F,?,0.585,?,1.8075,?,0.3215,?,?
?,?,?,?,?,0.3605,?,0.3,17
M,0.57,0.465,0.125,0.849,0.3785,0.1765,?,?
F,0.58,0.46,?,0.9955,0.429,?,?,?
M,0.63,?,?,?,?,0.237,0.305,12
?,0.585,0.465,0.14,0.908,0.381,0.1615,?,?
M,0.55,0.45,0.13,0.92,0.378,?,0.29,?
?,?,?,0.15,1.2415,0.5235,0.3065,0.36,15
?,0.54,0.42,0.135,0.8075,?,?,0.235,11
?,?,0.455,0.165,?,?,0.2195,0.285,14
M,0.59,0.455,0.145,1.073,?,?,0.285,?
?,?,0.46,0.13,?,0.357,0.181,0.29,?
?,0.655,?,0.155,?,?,0.2855,?,?
?,0.655,0.53,0.175,1.2635,?,?,?,15
?,0.625,0.5,?,?,0.5875,0.2185,0.37,?
F,?,?,?,?,0.3445,0.2235,0.305,15
?,?,0.52,0.175,?,?,?,?,?
F,?,?,0.165,?,0.435,0.209,?,19
F,0.615,0.525,0.155,1.0385,?,?,0.345,11
M,?,0.45,?,0.874,0.3275,?,?,?
?,0.58,?,0.18,0.854,0.3665,?,0.245,?
F,0.62,?,0.225,1.1835,0.378,0.27,?,?
F,0.62,?,?,1.115,?,0.2145,0.36,15
F,0.6,0.505,?,1.129,?,?,?,?
?,0.625,?,0.19,?,0.4385,?,?,17
M,0.6,0.47,?,1.105,?,?,?,?
M,?,0.46,0.235,?,?,?,?,12
M,?,?,0.225,1.055,0.3815,?,?,?
M,0.56,0.435,0.18,?,0.36,?,?,?
I,?,0.445,?,?,0.3005,?,0.275,16
?,?,?,?,1.1095,?,0.245,0.34,10
?,?,0.35,?,?,0.221,?,?,10
F,?,?,0.145,0.6725,?,?,?,10
?,0.31,?,?,?,0.061,0.0365,0.045,?
?,0.275,0.195,0.07,0.08,0.031,?,?,5
?,?,0.195,0.08,?,0.0385,?,?,6
M,?,?,?,?,?,0.0575,?,?
?,0.28,0.2,?,?,?,0.0215,0.03,?
M,0.325,?,0.09,0.147,0.06,0.034,0.045,?
F,?,?,0.09,0.203,0.078,0.059,0.055,?
M,?,0.15,?,?,?,0.0085,?,?
?,0.36,?,?,0.1885,?,0.0385,?,?
I,0.365,0.26,0.115,0.218,0.0935,0.0445,?,9
?,?,0.14,?,?,?,?,0.01,5
?,0.235,0.16,0.06,?,?,0.0095,0.015,4
M,0.175,0.125,?,0.024,0.0095,0.006,?,4
?,?,?,0.04,?,?,0.003,0.005,3
