@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,0.245,?,0.06,0.086,0.042,0.014,0.025,4
?,?,?,0.125,0.583,0.246,0.13,?,?
?,0.45,?,0.105,?,0.18,?,?,7
M,?,?,0.11,?,?,?,?,9
?,?,?,?,0.6965,?,?,?,10
M,0.425,0.325,0.095,0.3785,?,0.08,?,7
?,0.52,?,0.12,?,0.234,0.1315,?,8
M,0.475,?,?,?,0.234,?,0.135,?
F,0.565,0.44,?,0.915,0.354,?,0.32,?
F,?,?,?,?,0.416,0.224,0.485,?
?,?,?,?,?,0.2135,?,0.17,10
I,?,0.235,?,0.151,0.063,?,0.045,?
?,?,?,0.13,0.7665,0.264,0.168,?,13
F,?,0.32,0.11,?,0.1405,0.0985,?,?
F,?,?,?,?,0.48,0.225,?,?
M,0.57,0.48,?,1.185,0.474,?,0.38,?
F,0.605,?,?,1.098,0.481,?,?,13
F,?,?,0.15,?,0.4425,?,0.28,15
M,0.595,0.475,?,?,0.3625,0.189,?,?
?,0.6,?,0.15,0.922,0.363,?,?,10
F,?,?,0.14,0.788,?,0.1595,?,?
?,?,?,0.17,?,0.4695,0.2355,?,?
?,0.575,0.445,0.14,?,?,0.252,?,9
M,?,0.51,?,1.615,0.5105,?,0.675,12
?,?,0.425,?,?,?,0.225,?,?
?,0.595,?,?,1.3175,0.408,0.234,0.58,21
M,0.58,?,?,1.013,0.38,?,0.36,14
F,0.57,0.465,0.18,?,?,?,0.44,12
?,0.625,0.465,?,1.195,0.4825,0.205,?,13
M,?,?,0.16,?,0.3305,0.2075,0.26,10
F,0.46,?,0.13,?,?,0.114,0.165,?
F,0.575,0.45,?,0.9775,0.3135,?,?,12
M,0.565,0.425,0.135,?,?,?,?,15
M,0.555,?,?,?,?,?,0.26,12
M,0.595,0.465,0.175,1.115,0.4015,0.254,?,?
?,?,0.495,?,1.262,0.507,0.318,?,10
?,0.695,?,0.19,1.494,?,?,0.485,?
?,0.665,?,?,1.606,0.5755,?,0.48,14
M,0.535,0.435,?,0.725,?,0.1385,?,9
?,?,?,?,?,0.214,0.132,?,8
?,0.47,0.37,0.13,?,0.201,0.133,0.165,7
F,?,0.375,0.125,?,?,?,?,?
I,?,0.265,0.095,0.2315,?,0.046,?,?
?,0.55,0.435,?,0.843,?,0.1915,?,15
M,0.53,?,?,0.883,0.316,0.164,0.335,15
?,0.53,?,?,0.724,?,0.1675,0.205,10
M,?,0.47,?,1.1735,0.4975,?,0.345,12
?,0.52,?,?,0.727,0.291,0.1835,0.235,12
?,?,?,?,?,0.2935,0.183,0.28,11
F,0.5,0.4,0.125,?,?,?,?,10
?,?,?,0.135,0.6335,?,?,0.2,?
?,?,0.395,0.105,0.3635,?,?,0.13,9
M,?,?,0.125,0.5415,?,0.1345,?,9
?,?,?,0.105,?,0.172,?,?,?
?,?,0.32,?,0.3325,?,0.0635,?,9
?,?,0.35,?,?,?,0.063,?,9
F,?,0.41,0.125,0.6935,?,0.146,?,?
F,0.53,?,0.115,0.5915,0.233,0.1585,0.18,11
?,?,0.375,?,0.6125,?,0.102,0.22,11
?,0.44,?,0.105,?,0.1305,?,0.165,?
F,?,0.43,0.15,0.8825,0.3465,0.172,?,9
?,0.405,0.305,?,0.2605,?,0.0595,?,8
F,?,0.365,0.105,?,0.163,0.1035,?,9
?,?,0.295,0.085,?,?,?,0.085,?
?,?,0.425,?,0.766,?,?,?,?
M,?,?,0.075,?,0.09,?,0.07,?
I,?,0.28,0.08,?,?,0.0505,?,?
?,0.27,?,0.06,0.073,?,?,0.03,5
I,0.375,?,0.09,0.238,0.1075,0.0545,0.07,6
I,?,0.29,0.085,0.2505,0.112,0.061,?,?
M,?,?,?,1.7255,0.63,?,?,19
?,?,0.54,0.165,1.959,0.7665,0.261,0.78,18
?,0.595,0.48,?,1.262,?,?,?,?
F,0.44,?,0.125,0.4035,0.175,0.063,0.129,9
?,0.325,0.26,0.09,?,?,?,?,7
I,?,?,0.095,0.211,0.086,?,?,7
?,?,0.2,?,?,?,?,?,7
F,0.425,?,?,?,?,0.081,?,?
F,?,0.23,0.08,0.156,?,0.0345,0.048,7
M,?,0.255,?,0.2005,0.094,0.0295,0.063,9
F,0.405,0.325,0.11,?,0.151,0.063,0.117,?
?,?,0.285,0.095,?,?,0.0575,?,?
?,0.565,0.445,0.155,?,0.341,0.2055,?,?
F,0.55,?,0.145,?,?,0.1435,0.2665,?
?,0.65,?,?,1.3445,?,?,0.4465,?
M,0.56,0.455,0.155,0.797,0.34,0.19,?,?
?,?,0.375,?,?,?,0.1165,?,10
F,0.49,0.38,0.125,0.549,?,?,?,10
M,?,0.35,?,0.515,?,0.108,0.1565,10
?,?,?,0.08,0.127,?,?,?,?
?,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
?,0.17,?,0.095,?,?,0.008,0.01,4
?,0.59,?,0.145,1.053,0.4415,?,?,?
F,?,0.5,?,?,0.469,?,?,?
F,0.635,?,0.19,?,?,?,?,10
F,0.605,?,0.16,?,0.37,0.2355,?,10
F,0.565,0.45,0.135,0.9885,?,?,?,12
M,?,?,0.13,0.722,?,0.131,?,?
F,0.575,0.46,0.19,?,0.392,0.2425,?,?
?,0.645,0.485,0.215,?,?,?,?,16
F,?,0.455,?,?,?,0.2135,?,?
?,0.575,?,0.165,1.124,?,0.1785,?,?
M,0.605,?,0.165,1.056,0.4215,?,?,13
F,?,0.485,0.16,1.222,0.53,?,0.28,13
M,?,0.485,0.175,1.2445,?,0.297,?,?
?,0.725,0.56,0.21,?,0.65,0.398,?,18
?,0.65,0.545,0.23,?,0.5605,0.2895,?,16
?,0.725,?,0.19,2.55,?,?,0.725,14
F,0.725,?,?,?,?,?,?,20
?,?,0.57,0.205,?,?,?,0.65,20
?,0.705,0.56,0.22,?,?,?,?,?
F,0.68,?,?,1.6185,?,0.409,0.62,12
?,0.695,?,0.215,?,?,?,0.59,14
F,0.53,?,0.145,0.775,0.308,0.169,?,7
M,0.525,0.435,0.155,?,0.486,?,?,?
?,?,0.405,?,0.776,?,0.1845,?,?
?,0.235,0.16,0.04,0.048,?,?,0.015,5
I,?,0.26,?,?,?,0.037,?,7
I,?,?,?,0.125,?,?,0.035,?
I,0.315,0.245,0.085,?,0.053,0.0475,0.05,8
I,0.225,?,0.045,?,0.025,?,0.015,4
M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,?
M,?,?,?,0.9395,?,?,?,14
?,0.64,?,?,1.368,?,0.266,?,?
F,?,?,0.16,?,?,0.268,0.3,10
?,0.62,?,?,?,0.4355,?,0.325,10
F,0.645,0.51,0.2,?,?,?,?,?
M,?,0.49,0.19,1.218,0.5455,?,?,13
F,?,0.48,?,1.0525,?,?,0.285,?
?,0.63,0.5,?,1.383,0.54,?,?,10
?,0.63,0.48,?,1.199,0.5265,0.335,?,?
?,0.585,0.46,?,?,?,?,?,9
?,0.615,0.48,?,?,?,0.2165,?,13
?,?,?,?,1.0225,?,0.2405,?,12
M,?,0.45,0.15,0.927,0.276,?,0.36,14
?,?,0.275,0.085,0.22,?,?,0.15,8
?,0.51,0.4,0.14,0.8145,0.459,?,0.195,10
M,0.5,0.405,0.155,0.772,?,?,?,12
F,0.505,?,?,?,?,0.145,?,11
M,?,?,?,1.3035,?,0.2635,?,16
M,?,0.45,0.16,0.922,0.432,0.178,?,15
?,?,?,?,?,?,0.213,?,10
F,0.45,0.345,?,0.4165,0.1655,0.095,?,?
M,?,?,?,?,0.254,?,?,13
F,0.5,?,0.145,?,0.234,?,?,?
F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,?
?,0.42,?,0.115,0.369,0.171,?,?,8
F,?,0.34,0.14,?,?,?,0.16,9
I,0.4,0.3,?,?,0.109,0.067,0.12,9
?,0.435,0.34,?,?,?,0.085,?,?
F,?,?,0.17,?,?,?,0.31,13
I,?,0.28,0.095,?,0.122,?,0.08,7
F,?,0.365,?,0.6345,?,0.1625,0.22,10
?,?,0.25,?,0.181,0.0755,?,0.06,7
F,0.415,0.325,0.105,?,0.1595,0.0785,0.12,12
M,?,?,0.14,0.6155,?,?,0.205,9
F,?,?,?,0.66,0.2475,0.128,0.235,14
M,?,0.405,0.14,?,?,0.1635,0.255,10
?,0.45,?,?,0.46,0.174,?,?,?
?,0.405,?,?,0.324,?,0.07,0.11,7
M,?,?,0.135,0.501,0.1665,0.115,0.165,?
F,0.415,?,?,?,?,?,0.105,8
?,0.445,0.325,?,?,?,0.1125,?,?
?,?,0.35,?,0.5175,?,?,?,11
F,0.49,?,?,?,0.22,?,?,9
F,0.445,0.355,?,0.485,0.181,0.125,?,11
I,?,?,0.105,0.3265,?,?,0.1,?
?,0.5,?,?,0.45,?,0.1055,0.155,?
F,0.39,0.29,0.125,0.3055,0.121,?,0.09,7
?,0.365,0.27,?,0.205,0.078,?,?,7
?,?,?,?,1.1015,0.404,?,0.35,?
F,0.53,0.415,?,0.783,0.2935,0.158,?,15
M,?,0.445,0.135,0.836,?,?,0.275,?
?,0.565,0.44,0.175,0.9025,?,0.193,0.325,14
?,?,0.505,0.215,1.4455,?,?,?,22
?,?,?,?,?,0.0485,0.029,?,?
I,?,?,0.135,?,0.1815,0.083,0.125,?
?,?,?,0.08,0.124,0.0485,?,0.04,?
?,?,?,?,0.002,0.001,?,?,?
I,0.13,0.1,?,?,?,?,?,?
I,?,0.09,0.03,?,0.0025,0.002,0.003,?
?,?,?,0.035,?,?,?,?,?
M,0.565,0.425,0.16,?,0.3495,?,?,17
?,?,0.2,0.07,?,0.034,0.0245,?,5
I,?,?,0.065,0.0645,?,0.0105,?,?
?,0.3,0.23,?,?,0.0435,?,0.04,?
?,0.33,?,?,?,0.063,?,0.06,?
I,0.35,?,?,?,0.0705,0.0345,0.06,10
I,?,0.245,?,?,?,?,0.05,?
?,?,0.275,0.085,0.1975,0.0745,?,?,9
?,?,0.245,?,?,?,?,?,7
I,0.345,0.27,0.11,?,?,0.0545,?,?
?,?,?,?,?,0.0655,0.035,?,?
?,0.59,0.47,0.18,?,?,?,0.36,?
?,?,?,0.155,1.0605,0.5135,0.2165,0.3,12
F,?,0.46,?,1.094,0.4485,0.217,0.345,15
?,0.6,0.495,0.165,?,0.485,0.2775,?,?
?,?,?,0.175,1.011,0.3835,0.2065,?,15
?,0.56,0.45,?,?,?,?,?,19
M,0.545,0.46,?,0.8975,0.341,?,0.345,10
F,?,?,0.17,1.415,?,0.297,0.365,?
F,?,0.475,0.16,?,0.4775,0.2555,0.295,13
F,?,0.475,?,0.928,?,?,0.26,11
?,?,?,0.125,?,0.3675,?,0.27,?
?,?,0.42,?,0.8945,0.319,?,0.245,?
I,?,0.195,?,?,?,?,0.026,4
?,?,0.2,?,?,?,0.028,?,6
F,?,?,?,0.639,0.3,0.1525,?,11
?,?,?,0.15,?,0.3615,?,?,14
M,?,0.275,0.11,0.2925,?,0.0635,?,8
?,?,0.39,?,?,0.2185,0.0885,?,?
F,0.45,0.36,0.125,0.4995,0.2035,?,0.17,13
F,?,0.525,?,1.779,0.4535,?,?,?
M,?,?,0.2,1.187,0.412,0.2705,0.37,?
M,0.62,0.485,0.205,?,0.3875,?,?,14
?,?,?,0.225,?,?,?,0.45,?
?,0.63,0.515,?,?,?,?,0.41,?
?,0.655,?,0.215,?,0.7425,0.327,0.585,22
F,0.66,0.53,?,?,?,0.245,?,12
M,?,0.5,0.24,1.642,?,0.3345,0.69,18
M,?,0.525,?,1.484,?,0.3115,?,?
F,?,?,?,0.712,0.2665,?,0.25,?
?,?,?,?,?,?,0.1585,?,?
?,?,?,0.105,0.2415,?,?,?,?
?,0.455,0.355,0.12,0.4495,?,0.104,0.15,?
?,0.485,0.395,?,?,0.2285,0.127,?,?
M,0.515,0.38,?,?,?,?,0.31,14
F,0.535,?,?,0.879,0.295,?,?,?
M,?,0.435,0.155,0.699,?,?,0.205,?
F,0.495,0.4,?,?,0.242,?,0.205,?
M,?,?,0.125,?,0.132,?,?,9
?,0.535,?,?,?,0.3155,0.1795,?,?
M,?,?,?,?,?,?,?,17
F,0.565,?,0.21,?,?,?,?,12
?,?,?,?,1.116,?,?,0.315,?
?,0.565,0.455,0.175,?,0.342,0.207,0.35,?
?,0.6,?,?,1.0575,0.384,?,?,?
?,0.295,?,?,?,0.049,?,?,?
I,?,?,?,?,0.045,?,?,?
I,?,0.21,0.085,?,0.039,0.0295,0.03,4
?,?,?,?,0.549,0.2215,?,0.15,?
?,?,0.28,0.105,?,?,?,?,9
F,0.405,?,?,0.3485,0.1455,0.0895,?,9
F,0.54,?,?,0.892,0.322,?,0.335,13
?,?,0.28,0.1,?,0.1065,0.0595,?,8
?,?,?,0.1,?,0.0885,?,0.0715,6
F,0.47,?,?,0.472,?,0.114,0.15,?
?,0.2,?,?,?,0.0125,?,0.011,4
?,?,0.12,?,0.0215,0.007,?,?,3
?,0.645,?,0.24,1.5415,0.471,?,0.535,13
?,0.55,0.41,?,0.7605,0.2505,0.1635,0.195,?
M,?,?,?,0.9055,?,?,0.275,10
F,?,0.485,0.19,1.2435,0.4635,0.3055,0.39,?
?,0.56,?,0.14,?,?,0.2045,?,?
M,?,?,?,1.3305,?,?,?,?
F,?,?,?,1.2255,?,0.27,?,23
?,?,0.485,0.175,1.3,0.4335,0.2945,0.46,?
I,?,0.355,?,0.4585,?,0.067,?,?
F,?,?,0.19,?,?,?,0.39,14
?,0.45,?,0.1,?,0.1465,?,?,?
?,0.58,0.455,?,?,?,0.1385,?,18
I,0.33,0.255,?,?,?,?,?,6
?,?,0.21,?,0.0965,?,?,?,5
?,?,0.145,0.04,0.038,?,0.0065,0.015,?
?,0.385,?,?,0.2845,0.1065,?,0.1,11
?,0.265,0.205,0.07,?,?,?,0.035,?
M,0.335,?,0.105,?,?,0.056,?,?
?,0.355,0.275,?,?,0.097,?,0.08,7
?,?,?,0.1,?,?,0.0415,?,?
M,0.51,0.4,0.13,0.6435,?,?,?,?
?,0.36,0.295,?,?,0.0865,?,?,?
?,?,0.28,?,?,0.0885,0.04,0.09,?
M,0.5,0.38,?,0.5955,0.2135,?,0.2,12
F,?,0.325,?,0.3185,?,?,?,?
?,0.3,?,0.08,0.121,0.0475,0.042,?,5
I,0.235,0.175,0.04,?,?,?,?,?
F,0.74,?,?,?,?,0.4085,?,?
?,?,?,?,?,0.5705,0.3175,0.355,11
?,0.6,?,?,1.0875,0.403,?,?,14
?,0.59,?,?,1.283,?,0.276,?,16
?,0.62,0.475,?,1.325,?,?,0.33,?
?,0.565,0.45,?,?,0.406,0.2505,?,15
?,0.575,?,0.145,1.165,?,?,0.3,14
F,?,?,0.205,?,?,?,0.48,?
?,?,?,?,1.274,0.579,?,?,?
F,?,0.375,0.18,0.568,0.2325,0.1495,0.17,12
F,0.46,0.425,0.155,?,0.3005,?,0.24,8
M,0.49,?,0.14,0.707,0.2795,?,?,13
F,?,0.42,0.16,?,0.2745,?,?,?
?,0.34,0.26,0.08,?,0.08,?,?,?
I,?,?,?,?,0.092,?,?,?
?,0.61,0.48,0.15,1.2,?,0.2455,?,14
F,?,?,?,?,0.536,0.2905,0.245,?
F,?,?,?,0.8685,?,?,0.27,22
?,?,0.46,0.14,?,?,?,0.245,?
?,?,?,0.17,?,?,0.259,?,9
M,0.635,0.515,?,?,?,0.286,0.34,?
?,0.7,0.58,0.205,?,0.7415,?,0.58,?
?,?,?,?,?,?,?,?,13
?,?,?,?,?,?,?,0.395,18
M,?,?,?,2.499,?,0.472,?,17
?,0.685,?,?,1.768,0.7495,0.392,?,?
?,0.605,0.49,?,1.227,0.48,0.287,0.35,?
F,0.59,?,0.15,0.997,0.392,?,?,?
?,0.65,0.525,0.175,1.4225,0.61,?,0.445,?
?,?,?,?,?,?,?,?,?
?,0.62,0.5,?,1.186,?,?,?,12
M,?,?,?,1.016,?,0.244,?,19
?,0.58,?,0.145,0.887,?,0.1655,?,11
F,?,0.455,?,?,?,0.2735,?,10
M,0.63,0.49,?,?,?,?,?,?
?,0.69,?,0.215,?,?,0.299,0.47,?
F,0.65,0.545,?,1.566,0.6645,?,?,16
F,?,?,0.195,1.7605,?,0.3265,?,16
F,?,?,?,1.787,0.585,0.453,?,?
?,0.7,?,?,1.31,0.5095,?,0.42,14
?,?,?,?,1.343,?,?,?,?
F,?,0.545,0.195,?,0.6845,0.3695,?,20
?,?,0.49,0.19,1.1775,?,?,0.285,?
?,0.585,0.45,?,1.077,?,?,?,10
?,?,0.465,?,?,?,0.183,0.37,15
?,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
?,0.605,0.47,?,1.1405,0.3755,?,0.385,?
M,?,?,?,?,?,?,?,?
M,0.485,0.4,0.135,?,0.313,?,?,10
?,0.47,?,0.12,?,?,?,0.195,12
?,0.545,?,0.135,?,0.373,?,0.235,10
?,0.455,0.37,?,?,0.216,?,?,?
M,?,?,?,?,0.3515,?,0.215,12
?,0.46,0.38,0.135,0.482,?,0.1225,0.145,?
?,0.49,0.42,0.125,0.609,?,?,0.22,14
?,?,?,?,0.471,?,0.119,0.14,?
?,0.415,?,?,0.3215,0.1535,0.0595,0.105,10
?,?,0.375,?,?,?,?,0.18,10
F,?,?,?,?,0.252,0.137,?,?
I,?,?,?,?,?,?,?,?
I,0.345,0.275,?,0.1995,?,?,0.07,?
I,0.39,0.31,?,?,0.116,?,0.115,?
F,0.5,?,0.14,0.7155,0.3165,?,0.24,10
M,?,?,?,0.5865,?,?,0.185,?
M,0.535,0.44,?,?,0.256,0.139,0.26,?
?,0.585,0.455,?,0.987,0.4355,0.2075,0.31,11
F,?,?,0.12,0.5885,?,0.131,0.175,?
?,?,?,0.135,0.7225,?,?,0.235,9
?,0.435,?,0.11,?,?,?,0.155,?
F,0.515,?,?,?,0.3115,0.152,?,10
I,0.44,0.345,?,?,?,?,?,7
?,?,?,?,?,0.3685,0.1985,?,?
M,?,?,?,?,0.2125,?,0.15,8
?,?,0.485,0.12,0.911,0.39,?,0.29,16
M,0.555,0.45,?,0.915,0.4,0.246,0.285,?
M,?,?,0.095,0.827,?,?,0.235,?
?,?,0.5,0.165,?,?,0.2425,0.34,15
M,?,?,0.12,0.945,0.41,?,?,14
?,?,?,?,?,0.4625,0.2385,0.28,11
M,?,0.44,?,?,?,0.1715,0.24,?
F,0.605,0.495,?,1.2385,?,0.2465,0.39,14
?,0.62,?,?,1.0325,0.3605,0.224,?,15
?,0.63,?,0.17,?,?,0.267,?,20
M,?,?,0.165,1.352,?,0.349,?,20
F,0.63,?,0.155,?,?,0.199,?,16
?,0.545,?,?,?,0.223,?,?,13
F,?,?,?,1.5015,?,0.358,0.505,?
I,?,?,?,?,0.2165,0.139,?,11
?,0.49,0.39,?,0.5785,0.2465,0.123,?,?
?,0.29,?,0.07,0.101,?,0.0235,0.035,?
I,?,?,?,0.092,?,0.02,?,6
?,?,?,?,1.068,?,0.203,0.32,?
?,?,0.485,0.165,1.0915,?,0.2435,?,18
?,?,0.5,0.16,1.015,?,?,?,?
?,?,?,0.125,0.943,?,0.129,0.375,21
F,?,?,?,?,0.3775,0.1705,0.385,?
F,0.57,?,0.175,0.9555,?,0.1665,0.295,?
M,0.6,?,?,1.036,0.4375,?,0.325,?
M,?,0.455,0.17,0.9065,?,?,0.32,18
M,0.545,0.42,?,0.7505,0.2475,?,?,22
?,?,?,?,0.366,0.122,?,?,13
?,0.5,?,0.15,0.662,?,?,0.22,?
I,0.36,?,?,?,0.084,?,?,?
I,?,0.305,0.095,?,0.0915,?,0.09,14
M,?,?,0.09,0.3055,?,0.0645,?,?
?,?,?,0.165,?,0.249,0.138,?,?
?,?,?,?,0.2335,?,?,?,10
I,0.335,0.26,0.1,?,?,?,0.07,?
?,?,?,0.14,0.85,0.275,?,0.285,?
?,?,0.295,0.1,?,?,0.0325,?,10
F,?,?,?,0.3635,?,0.077,?,10
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,?
M,?,0.435,?,0.9815,?,?,?,?
?,?,0.455,?,?,?,?,0.375,?
M,0.605,?,0.175,1.098,0.4765,0.232,?,12
F,0.565,0.455,0.15,0.8205,0.365,?,0.26,?
M,?,?,0.215,?,0.6975,?,?,?
?,0.675,0.535,0.16,1.41,?,0.3175,0.42,?
?,?,0.555,0.195,1.4385,?,0.354,?,?
?,?,0.49,0.155,0.9245,0.405,0.2195,0.255,11
?,?,?,?,?,?,?,?,?
?,0.575,?,0.14,?,?,?,0.24,11
?,0.64,?,?,?,?,?,0.39,15
?,?,0.28,0.105,?,?,?,?,?
I,?,0.31,0.11,0.2965,?,?,?,10
F,?,0.41,0.135,0.7085,?,?,0.235,11
M,0.38,0.285,?,0.2665,?,?,0.075,?
F,0.585,?,0.17,?,?,0.224,0.265,?
I,0.24,0.185,0.07,0.0715,0.026,0.018,?,6
?,0.22,?,0.055,?,0.0215,0.012,?,5
I,0.255,0.195,?,0.0735,0.0255,?,0.025,?
?,0.175,0.125,?,0.0235,0.008,?,?,?
F,0.67,?,0.19,?,0.5425,0.3035,0.4,?
M,0.655,0.53,0.195,?,?,?,?,?
?,?,?,?,1.7445,0.5975,?,?,17
M,0.675,?,?,1.4385,?,0.2665,0.465,?
F,0.53,0.44,0.135,?,?,?,?,?
?,0.515,?,?,?,?,?,0.177,10
I,0.43,?,0.12,?,?,0.0645,?,9
?,0.52,?,?,0.627,?,?,?,11
F,?,0.415,0.16,?,0.272,0.1455,?,?
?,0.53,0.415,?,0.7395,0.261,?,0.2645,17
?,0.465,?,0.115,0.421,?,0.091,0.1345,?
M,?,?,0.175,?,?,0.254,0.415,17
M,?,?,?,?,0.637,0.3405,0.58,?
?,?,?,0.185,?,?,?,?,?
F,?,0.585,0.185,1.8075,?,?,?,29
M,0.575,?,0.155,?,?,0.2445,?,?
M,?,0.465,?,0.849,0.3785,?,?,?
F,?,?,0.15,?,0.429,?,?,?
?,?,0.48,?,?,?,?,?,12
F,?,0.465,?,?,?,?,?,?
M,?,?,?,?,0.378,0.2385,?,?
?,0.625,?,0.15,1.2415,?,0.3065,0.36,?
?,?,?,0.135,0.8075,0.3485,0.1795,?,?
F,?,?,?,?,0.44,0.2195,?,?
?,0.59,?,?,1.073,?,?,?,14
M,?,?,?,0.921,?,0.181,0.29,?
?,?,0.51,0.155,1.2895,?,?,0.41,11
?,0.655,0.53,?,1.2635,0.486,?,0.415,?
M,0.625,0.5,0.195,?,?,?,?,?
F,0.625,?,?,0.953,?,0.2235,0.305,15
?,?,0.52,0.175,1.248,0.4245,0.2595,?,12
?,0.605,0.485,0.165,1.0105,0.435,0.209,?,?
?,0.615,0.525,0.155,?,?,?,0.345,?
?,0.555,?,0.175,?,0.3275,0.202,?,10
?,?,0.44,0.18,?,0.3665,?,?,?
F,0.62,?,0.225,?,0.378,0.27,0.395,?
F,0.62,0.47,0.225,1.115,0.378,0.2145,?,?
?,?,0.505,0.19,1.129,0.4385,?,?,?
F,?,0.485,0.19,?,0.4385,0.2305,0.42,?
M,?,?,?,?,0.4865,?,?,?
?,0.56,0.46,0.235,?,?,?,0.305,?
M,0.585,0.455,0.225,1.055,?,?,0.365,15
M,?,?,?,0.889,?,0.204,0.25,?
?,?,0.445,?,?,0.3005,?,0.275,?
I,?,?,0.185,?,?,?,?,?
F,?,0.35,0.14,?,?,?,0.135,10
F,0.49,0.38,?,0.6725,0.249,?,?,?
M,?,?,0.085,?,?,0.0365,?,6
F,0.275,?,?,?,?,?,?,?
M,?,0.195,0.08,0.1,?,?,0.03,6
M,0.4,?,0.115,0.2795,?,?,0.075,9
?,0.28,?,?,0.0915,0.033,0.0215,0.03,?
?,?,0.23,?,0.147,?,?,0.045,?
?,0.345,?,0.09,0.203,?,0.059,?,?
?,?,0.15,?,?,?,?,0.01,3
?,0.36,?,?,0.1885,?,0.0385,0.055,?
I,?,?,0.115,?,?,0.0445,?,?
?,0.2,?,?,0.035,0.0145,0.008,0.01,5
?,0.235,?,?,?,?,?,0.015,?
M,0.175,?,0.04,?,?,?,?,4
?,?,0.11,0.04,0.0155,0.0065,0.003,?,?
F,0.57,0.445,?,0.733,0.282,0.159,?,14
