@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
I,0.325,0.245,?,0.161,0.0755,?,?,?
F,0.525,0.425,?,0.8355,?,0.2135,0.245,9
I,0.52,0.41,?,?,?,?,?,?
M,?,?,0.095,0.303,0.1335,?,?,?
M,0.485,?,0.13,?,?,0.096,?,10
F,0.47,0.36,0.12,0.4775,0.2105,?,?,10
?,?,0.31,?,0.385,?,0.0915,0.11,7
?,?,0.4,0.14,0.6615,0.2565,?,0.22,8
?,?,0.35,0.12,?,?,?,0.135,8
M,0.47,?,0.135,0.5895,?,?,0.17,8
?,?,?,0.06,0.086,0.042,0.014,?,4
?,?,?,?,0.583,?,?,0.175,?
M,?,?,?,?,?,?,0.135,7
?,0.505,?,?,0.625,0.305,0.16,0.175,9
?,?,?,0.13,?,?,?,0.2,10
?,?,?,?,?,?,?,?,7
?,?,0.4,0.12,?,?,?,?,?
M,?,?,?,0.48,0.234,0.1015,?,?
F,?,0.44,0.16,?,?,0.1935,?,?
F,?,0.495,0.185,?,0.416,?,0.485,?
F,0.475,?,?,0.5305,0.2135,?,?,?
I,0.31,0.235,0.07,?,0.063,0.0405,0.045,6
M,?,0.425,?,0.7665,0.264,?,0.275,13
?,?,0.32,0.11,?,?,0.0985,0.1,?
F,0.595,?,?,?,0.48,?,?,20
?,?,0.48,?,1.185,0.474,0.261,?,?
?,0.605,0.45,?,1.098,0.481,0.2895,0.315,13
F,?,?,?,?,0.4425,?,?,15
M,0.595,?,?,?,0.3625,?,0.315,9
?,?,?,?,?,0.363,0.194,0.305,?
F,0.555,0.425,0.14,?,?,?,?,11
F,0.615,0.475,0.17,1.1025,?,0.2355,?,14
?,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,?
M,0.62,?,?,1.615,0.5105,?,?,?
?,0.52,0.425,0.165,0.9885,?,?,?,?
?,?,?,0.16,?,?,?,0.58,?
?,0.58,?,0.14,1.013,?,0.216,0.36,14
F,?,0.465,?,?,0.339,?,0.44,?
M,?,0.465,?,1.195,0.4825,?,?,13
?,?,0.44,?,0.8645,0.3305,?,?,10
F,0.46,0.355,?,0.517,?,0.114,0.165,9
?,?,0.45,?,?,?,0.231,?,?
?,0.565,0.425,?,0.8115,?,?,0.255,15
M,?,?,?,0.755,?,0.1525,?,12
M,?,?,?,1.115,0.4015,0.254,?,?
?,0.625,?,0.165,1.262,?,0.318,?,?
M,0.695,?,0.19,?,0.588,0.3425,0.485,15
M,?,?,?,?,0.5755,?,0.48,14
?,?,?,?,0.725,?,0.1385,?,?
?,?,0.375,0.13,0.523,0.214,?,?,?
?,0.47,?,0.13,?,?,?,0.165,?
F,?,?,0.125,?,0.2775,?,?,?
I,?,0.265,0.095,?,0.105,?,?,?
?,?,?,?,?,?,?,0.255,?
M,?,?,?,0.883,?,?,?,15
?,?,0.415,?,?,0.3105,?,?,?
M,?,0.47,?,?,?,?,?,12
?,?,0.41,0.155,?,?,?,?,?
F,?,0.43,0.165,?,0.2935,?,0.28,11
?,0.5,0.4,?,?,0.261,0.1315,?,10
?,0.51,?,?,0.6335,0.231,?,0.2,?
F,?,0.395,?,0.3635,0.136,?,0.13,9
?,?,0.395,0.125,0.5415,0.2375,0.1345,?,?
?,0.465,0.36,0.105,?,0.172,0.107,0.175,?
I,0.435,?,?,?,0.1485,?,?,9
?,0.425,?,?,?,0.13,0.063,0.165,?
F,0.545,?,0.125,?,?,?,?,?
?,?,0.415,?,0.5915,0.233,0.1585,0.18,11
?,0.49,0.375,0.135,0.6125,?,0.102,?,11
?,?,0.34,0.105,?,0.1305,?,0.165,10
?,0.56,0.43,?,0.8825,0.3465,?,0.31,?
?,0.405,0.305,?,0.2605,?,?,0.085,?
?,0.47,?,?,0.4205,0.163,0.1035,?,9
I,?,0.295,0.085,0.2535,0.103,?,0.085,7
F,0.515,?,0.14,0.766,0.304,0.1725,0.255,14
?,?,?,0.075,0.214,0.09,0.051,?,?
?,0.36,0.28,?,?,?,0.0505,?,6
?,0.27,0.195,?,0.073,?,?,?,5
?,0.375,?,0.09,0.238,?,0.0545,0.07,6
I,0.385,0.29,0.085,?,?,0.061,0.08,8
M,?,0.535,0.16,?,?,0.2635,?,?
M,0.71,0.54,?,1.959,0.7665,0.261,0.78,18
?,0.595,0.48,0.165,?,0.4835,?,?,?
F,0.44,?,?,?,0.175,?,?,?
?,?,0.26,?,0.1915,?,?,0.062,7
?,?,0.26,?,?,?,0.056,0.068,7
I,?,0.2,?,0.0975,?,?,?,?
?,0.425,0.33,0.115,0.406,0.1635,?,?,?
?,?,0.23,?,?,0.0675,?,0.048,7
?,?,?,?,0.2005,0.094,0.0295,?,?
?,?,0.325,0.11,?,0.151,0.063,0.117,9
M,0.375,?,0.095,?,?,0.0575,?,?
F,?,0.445,?,0.826,0.341,0.2055,?,?
F,?,0.45,0.145,0.741,0.295,0.1435,0.2665,?
M,0.65,0.52,0.19,1.3445,?,?,0.4465,?
?,0.56,?,?,?,?,0.19,0.2425,?
M,?,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
?,?,?,0.125,0.549,?,0.1075,?,10
?,?,0.35,?,0.515,0.224,?,?,?
I,0.28,0.205,0.08,?,0.052,?,?,?
?,0.175,?,0.055,0.0315,0.0105,?,?,?
I,?,?,0.095,?,0.013,?,?,?
M,?,0.475,0.145,?,0.4415,?,0.325,?
?,?,?,?,?,0.469,?,?,9
F,?,0.515,?,1.3715,?,0.305,?,?
F,0.605,?,0.16,1.0565,?,0.2355,0.355,?
F,0.565,?,?,0.9885,?,0.1495,0.31,?
?,0.515,?,?,0.722,?,?,0.21,10
F,0.575,0.46,0.19,0.994,?,?,?,13
M,0.645,?,?,?,?,0.2615,?,?
F,0.58,?,0.17,0.9075,0.374,0.2135,0.285,13
?,?,?,?,1.124,?,?,0.44,13
?,0.605,?,0.165,?,?,0.2475,0.34,13
?,?,?,?,1.222,0.53,?,?,13
?,0.61,?,?,?,?,0.297,0.345,?
?,?,0.56,?,2.141,0.65,0.398,1.005,18
F,0.65,?,?,1.752,?,0.2895,0.815,16
M,0.725,0.57,0.19,2.55,1.0705,?,0.725,14
F,?,0.575,?,?,?,0.4515,?,20
?,?,?,?,1.842,0.625,0.408,0.65,?
?,0.705,0.56,?,1.981,?,0.3085,0.76,14
?,0.68,?,0.175,1.6185,0.5125,0.409,?,?
M,?,?,?,1.9565,0.7125,0.541,?,14
?,0.53,?,0.145,0.775,?,?,0.255,7
M,?,?,?,?,?,0.233,?,?
F,0.52,0.405,?,?,?,0.1845,?,8
I,0.235,0.16,?,?,0.0185,?,?,?
?,?,0.26,0.09,0.1785,?,0.037,?,7
?,0.315,?,?,?,?,0.0375,?,?
?,?,?,?,?,?,0.0475,?,?
?,?,?,?,0.0465,0.025,0.015,?,?
M,0.58,?,0.15,?,?,0.2165,?,11
?,?,?,?,?,?,?,0.295,?
M,?,0.51,0.175,1.368,0.515,?,?,?
F,0.56,?,?,1.0235,0.429,?,0.3,10
F,0.62,0.475,?,?,0.4355,0.214,0.325,?
?,0.645,?,?,?,0.621,?,?,?
?,0.62,0.49,0.19,1.218,?,0.2965,0.355,13
F,?,?,0.15,?,?,0.336,0.285,?
?,?,?,?,?,?,0.3315,0.38,?
F,0.63,?,0.16,?,0.5265,?,0.315,?
?,0.585,?,0.17,?,0.365,0.271,?,9
?,?,0.48,0.18,1.1595,0.4845,?,0.325,13
M,0.61,0.485,0.17,1.0225,?,0.2405,0.36,?
?,?,?,?,0.927,0.276,0.1815,?,14
?,?,?,?,?,?,?,0.15,8
F,0.51,0.4,0.14,0.8145,0.459,?,0.195,?
M,0.5,0.405,0.155,?,?,?,0.245,?
?,?,0.41,0.15,?,?,0.145,0.21,?
?,?,0.5,0.185,?,0.4445,0.2635,0.465,?
?,?,0.45,0.16,?,0.432,0.178,0.26,15
?,0.585,0.46,0.185,?,0.3635,0.213,0.285,10
F,?,0.345,0.12,?,?,?,?,?
M,0.5,?,0.165,?,?,0.205,?,13
?,?,?,?,0.63,?,?,0.23,12
F,?,0.435,0.17,?,0.2985,?,0.275,13
?,0.42,0.335,?,?,0.171,?,?,?
F,0.44,0.34,0.14,0.482,0.186,?,0.16,?
?,?,0.3,?,?,0.109,?,?,9
?,?,?,0.11,?,?,?,0.12,8
?,?,0.415,0.17,0.8325,0.2755,?,0.31,13
I,0.37,?,0.095,0.2655,?,?,0.08,7
?,?,?,?,0.6345,?,0.1625,?,?
?,0.335,?,0.09,?,0.0755,?,0.06,7
?,0.415,0.325,0.105,?,0.1595,?,?,12
?,0.5,0.405,?,?,?,0.1355,?,9
F,?,?,?,?,0.2475,?,?,?
?,?,0.405,0.14,?,?,?,0.255,?
M,0.45,?,0.13,0.46,0.174,0.111,?,?
?,0.405,?,?,?,0.1265,0.07,0.11,7
M,0.47,0.36,0.135,?,?,?,?,10
?,0.415,?,0.13,?,0.1305,0.0755,?,?
F,?,0.325,?,?,?,0.1125,0.14,?
F,0.47,?,?,?,0.187,?,0.18,?
?,0.49,?,?,?,0.22,?,0.19,?
F,?,0.355,0.15,0.485,?,?,?,11
I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
?,?,?,?,0.45,0.1715,0.1055,?,9
F,?,0.29,?,0.3055,?,?,?,7
I,0.365,?,?,0.205,?,0.0485,0.07,?
F,?,?,0.165,?,?,0.2095,?,11
F,0.53,?,0.16,?,0.2935,?,0.245,?
?,0.555,?,0.135,?,0.336,?,?,13
M,0.565,?,?,?,0.31,0.193,?,14
?,?,0.505,?,?,0.496,0.287,0.435,22
I,?,?,?,?,0.0485,0.029,?,?
?,0.44,?,0.135,0.435,0.1815,0.083,?,12
I,?,?,?,?,0.0485,?,?,?
?,?,0.055,?,0.002,0.001,?,?,?
?,0.13,0.1,0.03,0.013,0.0045,?,?,?
?,?,?,0.03,?,0.0025,?,?,?
?,?,?,0.035,?,?,0.0045,0.005,?
M,?,?,0.16,?,0.3495,0.2185,0.275,?
I,0.27,?,?,0.1,?,0.0245,0.035,?
?,?,0.175,0.065,?,0.026,?,?,5
I,?,0.23,?,0.1275,0.0435,0.0265,?,?
?,0.33,0.255,0.085,?,0.063,0.039,?,8
I,?,0.26,0.085,?,?,0.0345,0.06,?
I,0.32,?,?,?,?,?,0.05,?
?,?,0.275,0.085,0.1975,0.0745,?,0.07,?
?,0.305,?,?,?,0.0675,?,?,?
I,?,0.27,?,?,0.082,0.0545,?,7
?,0.33,0.25,0.105,0.1715,0.0655,?,0.06,?
?,?,?,?,?,?,?,?,13
F,0.595,0.455,0.155,1.0605,?,?,0.3,12
?,0.575,?,?,1.094,0.4485,0.217,?,15
M,?,0.495,?,1.2415,0.485,0.2775,0.34,15
M,0.56,?,?,?,0.3835,?,0.37,?
?,?,?,?,1.07,0.3805,?,0.41,?
?,0.545,0.46,?,?,0.341,0.1655,?,10
F,0.635,0.505,?,?,0.605,?,?,?
?,0.59,0.475,?,?,?,0.2555,?,13
F,?,?,0.155,0.928,?,0.194,0.26,?
F,?,0.44,0.125,0.865,?,0.1725,0.27,?
M,?,0.42,?,0.8945,?,0.239,?,?
?,?,0.195,?,?,?,?,?,?
?,0.27,0.2,0.08,0.1205,0.0465,0.028,?,?
F,?,0.38,0.13,0.639,?,?,0.16,?
M,?,0.45,?,0.895,?,?,0.235,14
?,?,?,?,0.2925,?,?,?,8
?,0.47,0.39,?,?,?,0.0885,?,9
?,0.45,?,0.125,0.4995,0.2035,?,?,?
F,0.64,?,0.215,1.779,?,0.2855,?,?
?,0.59,0.5,?,1.187,?,0.2705,?,16
?,0.62,0.485,0.205,1.219,?,?,?,14
?,0.63,0.505,?,1.525,?,?,0.45,15
M,0.63,0.515,0.155,?,0.4105,?,0.41,?
M,?,?,0.215,1.844,0.7425,0.327,?,22
F,?,0.53,?,1.3485,?,0.245,?,12
?,0.61,?,?,?,?,0.3345,0.69,?
M,?,?,?,1.484,0.55,0.3115,?,?
?,?,?,?,?,?,0.1605,0.25,11
?,0.535,0.415,?,?,0.314,?,?,15
?,0.36,0.285,?,0.2415,?,0.057,0.075,7
?,?,0.355,?,0.4495,?,0.104,?,9
?,?,0.395,?,?,?,0.127,0.225,14
M,?,?,0.175,?,0.325,?,0.31,14
?,0.535,?,0.17,?,?,0.1965,0.285,?
?,?,?,0.155,?,?,0.1595,0.205,10
F,0.495,0.4,0.155,?,?,0.1325,0.205,17
M,0.44,0.355,?,0.4775,0.132,0.0815,0.19,?
?,0.535,0.435,0.16,?,0.3155,?,?,10
M,0.54,0.435,?,0.996,0.3835,?,0.325,?
F,?,0.505,?,1.2765,?,?,?,?
?,0.61,0.475,0.165,1.116,?,?,0.315,15
F,?,0.455,0.175,1.013,?,?,?,19
?,?,0.495,?,?,0.384,0.19,?,?
I,?,0.215,0.085,?,?,0.034,?,?
I,0.275,?,?,?,?,0.0285,?,?
I,?,0.21,?,0.1065,0.039,0.0295,0.03,4
M,0.49,0.395,?,?,?,?,0.15,?
M,?,?,?,?,?,?,?,9
?,0.405,?,0.095,0.3485,?,0.0895,?,?
F,?,0.435,?,0.892,?,0.174,0.335,?
M,0.37,0.28,?,?,0.1065,0.0595,0.074,?
?,0.36,?,0.1,0.217,0.0885,0.0495,?,6
?,?,0.36,0.13,0.472,0.182,0.114,?,10
?,?,?,0.06,0.037,?,?,0.011,4
I,0.165,?,?,0.0215,?,0.005,?,3
M,?,0.515,?,1.5415,?,?,?,?
M,0.55,0.41,0.125,0.7605,?,0.1635,?,14
M,0.57,?,0.145,?,?,?,0.275,?
F,0.63,0.485,0.19,1.2435,0.4635,?,0.39,?
M,?,0.44,?,?,0.443,?,0.265,?
?,0.595,0.455,?,1.3305,0.4595,0.3235,0.345,19
?,0.62,0.47,0.2,?,0.381,0.27,0.435,23
M,?,0.485,0.175,?,0.4335,0.2945,0.46,?
I,?,?,0.11,0.4585,?,0.067,?,?
?,0.635,?,0.19,?,0.576,0.2475,0.39,?
?,?,?,0.1,0.3675,?,?,0.12,10
?,?,?,0.155,?,0.315,0.1385,0.32,?
?,0.33,0.255,0.095,?,0.066,0.0255,0.06,?
I,0.265,?,0.06,?,?,0.022,?,5
?,?,?,0.04,0.038,0.0165,?,?,4
?,0.385,?,0.1,0.2845,?,0.075,?,11
?,0.265,?,0.07,0.1055,?,0.041,?,5
M,0.335,?,?,0.222,0.0935,0.056,?,?
I,0.355,0.275,?,?,?,0.053,0.08,?
I,0.32,?,0.1,0.1755,?,0.0415,?,7
?,0.51,0.4,?,0.6435,?,?,0.205,?
M,?,0.295,0.105,0.241,0.0865,0.053,0.095,8
I,?,0.28,?,?,?,?,?,?
M,?,?,?,?,?,?,?,?
F,?,0.325,?,0.3185,0.134,0.0565,0.095,?
?,0.3,?,?,0.121,0.0475,?,0.035,?
I,?,?,?,?,0.0335,0.015,?,?
F,0.74,0.6,0.195,1.974,?,0.4085,?,16
M,?,0.465,?,1.3415,0.5705,?,?,?
?,?,0.475,?,1.0875,?,0.2655,?,?
?,0.59,?,?,?,0.473,0.276,?,16
?,?,0.475,?,1.325,?,?,?,?
F,0.565,?,?,?,0.406,0.2505,?,15
?,?,0.455,0.145,?,?,0.2275,?,?
F,0.62,0.51,0.205,1.3475,0.4775,0.2565,?,?
M,0.62,0.465,0.185,1.274,?,?,?,12
F,0.505,0.375,?,0.568,?,?,0.17,?
F,0.46,?,?,?,0.3005,0.152,0.24,?
M,0.49,0.39,0.14,0.707,?,0.2185,?,?
?,0.525,?,?,?,0.2745,0.173,0.275,?
I,?,?,?,0.2,0.08,?,?,6
I,0.375,0.305,?,?,?,?,0.09,?
?,0.61,0.48,?,1.2,?,0.2455,0.28,14
F,0.61,?,?,?,0.536,?,0.245,?
?,?,0.45,?,0.8685,?,0.1635,?,?
?,0.57,0.46,?,?,?,?,0.245,?
M,?,?,0.17,0.93,?,?,?,9
?,?,?,0.17,?,?,?,?,16
M,0.7,0.58,?,?,?,0.49,0.58,20
?,?,?,?,?,?,?,0.395,?
F,?,0.525,0.19,?,?,0.3885,?,?
M,0.745,0.585,?,?,0.9265,?,0.7,?
?,?,?,?,?,0.7495,0.392,0.485,?
M,0.605,0.49,0.18,1.227,?,?,0.35,18
F,0.59,0.465,?,0.997,?,?,0.34,?
?,?,?,?,?,?,0.2995,?,?
F,?,0.48,?,1.029,?,?,?,16
F,0.62,0.5,0.175,1.186,?,0.3015,0.35,?
?,0.63,0.515,?,1.016,?,?,?,?
M,?,0.465,0.145,?,?,?,?,?
?,?,?,0.12,1.0735,?,0.2735,?,10
M,0.63,?,0.18,1.13,0.458,?,0.315,?
F,0.69,0.56,?,1.719,?,?,?,17
?,0.65,0.545,0.165,?,?,0.3455,?,16
?,?,?,0.195,1.7605,?,?,0.5,?
F,?,?,0.2,?,0.585,?,?,?
?,?,0.575,?,?,0.5095,?,0.42,?
M,?,0.52,?,?,0.4635,?,0.4,13
F,0.675,0.545,?,1.7345,?,?,?,?
?,0.63,0.49,0.19,?,0.4935,0.3365,?,?
?,0.585,0.45,0.16,?,0.4995,0.2875,?,?
M,0.565,0.465,0.175,?,?,?,0.37,?
?,?,0.495,0.185,1.1085,?,0.3135,0.33,12
M,0.605,0.47,0.18,?,?,0.2805,?,?
?,?,0.42,0.145,0.791,?,0.189,?,10
M,0.485,?,0.135,0.663,?,?,?,10
M,?,0.375,0.12,0.5565,0.226,0.122,?,12
?,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,?
?,0.455,?,0.105,0.4925,?,?,?,9
M,0.54,0.42,0.155,?,?,?,0.215,12
M,?,?,?,0.482,?,0.1225,?,10
M,?,?,0.125,?,?,0.1435,?,?
I,0.465,?,0.12,?,0.222,?,?,?
?,0.415,?,?,0.3215,?,?,?,10
M,?,0.375,?,0.593,0.277,?,0.18,10
F,?,?,?,0.5615,0.252,?,?,?
I,0.365,0.295,?,0.25,?,0.0545,?,9
?,?,?,0.095,0.1995,?,0.0535,0.07,?
I,?,?,?,0.302,0.116,?,0.115,11
F,0.5,0.395,?,0.7155,?,0.176,?,10
?,?,?,?,0.5865,?,?,?,8
M,0.535,0.44,?,?,0.256,0.139,?,12
?,?,0.455,?,?,0.4355,?,?,?
F,0.485,?,?,?,?,?,0.175,?
M,0.515,0.455,0.135,0.7225,0.295,?,0.235,?
F,?,0.325,0.11,?,?,?,?,?
F,0.515,0.415,?,0.6935,0.3115,?,0.2,?
I,0.44,0.345,0.12,?,?,?,0.11,?
F,?,?,0.15,0.8425,?,?,?,?
?,?,0.355,?,?,0.2125,?,?,8
M,?,?,?,0.911,0.39,?,0.29,?
?,?,0.45,?,?,0.4,?,?,?
M,0.57,?,0.095,?,?,0.2215,0.235,8
?,?,?,0.165,1.1045,0.4565,0.2425,?,?
?,?,?,0.12,?,?,0.2115,0.28,14
F,0.58,?,?,0.9935,0.4625,0.2385,?,11
?,0.545,0.44,0.12,?,0.3475,?,?,12
?,0.605,?,?,?,?,0.2465,?,14
F,0.62,0.47,?,?,?,0.224,?,15
F,0.63,0.5,?,1.3135,0.5595,?,0.4,?
M,?,?,?,1.352,?,0.349,?,20
F,0.63,?,?,?,0.367,0.199,?,16
?,?,0.41,0.14,?,0.223,0.16,0.235,13
F,0.67,?,?,1.5015,?,?,?,?
?,0.49,?,?,?,0.2165,0.139,?,11
F,?,0.39,0.135,0.5785,?,?,?,13
?,?,0.225,0.07,?,0.036,?,0.035,?
I,0.26,0.2,?,0.092,0.037,0.02,0.03,?
M,?,?,0.175,1.068,0.425,0.203,0.32,13
F,?,?,?,1.0915,0.3935,?,?,?
M,0.6,0.5,?,?,?,?,?,19
?,0.56,?,0.125,?,0.344,0.129,0.375,?
F,0.575,?,?,1.0475,?,?,0.385,18
F,0.57,?,?,?,0.38,0.1665,?,18
?,0.6,0.47,?,1.036,?,?,0.325,20
M,?,?,0.17,0.9065,0.342,?,0.32,18
M,0.545,0.42,?,0.7505,?,?,0.255,?
I,?,0.345,0.1,0.366,0.122,0.0905,0.12,?
?,?,0.41,0.15,0.662,0.2815,0.137,0.22,?
?,0.36,?,0.095,0.217,0.084,?,?,?
I,?,0.305,?,?,0.0915,0.055,?,?
M,0.39,?,0.09,?,0.143,0.0645,?,?
M,?,?,0.165,?,?,0.138,0.25,13
?,?,0.275,0.11,0.2335,0.095,?,?,10
I,?,0.26,0.1,?,?,0.0585,0.07,?
?,0.505,?,?,?,?,?,?,?
I,0.395,?,?,?,?,?,0.085,10
F,?,0.325,?,0.3635,0.159,?,0.12,10
?,?,0.455,?,?,0.283,?,?,?
M,0.565,0.435,0.185,?,0.329,?,?,?
M,?,?,0.185,?,0.354,0.1575,?,?
M,?,?,0.175,1.098,?,?,?,12
?,0.565,0.455,?,?,0.365,?,0.26,?
?,?,?,?,1.891,?,?,0.58,16
F,?,?,?,1.41,?,0.3175,0.42,16
?,?,0.555,0.195,?,0.581,?,0.36,17
F,?,?,0.155,0.9245,?,0.2195,?,11
F,?,0.55,?,?,?,?,0.33,?
M,0.575,?,?,0.8375,0.3485,?,?,?
F,?,?,0.175,1.221,?,0.259,?,15
?,0.36,0.28,?,?,0.0695,?,0.08,9
?,0.415,?,?,?,0.123,0.057,?,10
F,?,?,?,0.7085,?,?,0.235,11
?,0.38,0.285,0.1,0.2665,?,?,?,?
F,?,?,?,?,?,0.224,?,?
I,0.24,?,0.07,?,?,0.018,0.025,?
?,?,?,?,0.0545,?,0.012,?,5
?,?,0.195,0.07,?,0.0255,?,?,?
I,0.175,?,0.05,0.0235,?,?,0.008,?
F,?,0.55,?,1.3905,0.5425,0.3035,?,?
M,?,0.53,?,?,0.567,?,?,?
F,0.68,0.55,?,1.7445,?,0.305,0.625,?
M,?,0.555,?,1.4385,0.545,?,?,?
?,0.53,?,?,0.7835,0.313,?,0.2185,?
?,0.515,0.405,0.12,?,0.2895,?,0.177,10
?,?,0.34,0.12,?,0.151,0.0645,0.1045,?
?,0.52,0.405,0.12,?,?,0.1415,?,?
?,0.545,0.415,?,?,0.272,?,0.2765,10
?,0.53,0.415,?,?,0.261,?,?,?
F,0.465,?,0.115,0.421,0.1565,?,0.1345,9
M,?,0.54,0.175,1.347,?,0.254,0.415,?
M,0.735,?,?,?,?,?,0.58,21
?,0.66,0.545,?,?,0.5305,0.2635,0.455,16
F,0.7,?,?,?,0.7055,0.3215,0.475,?
M,?,0.4,?,0.9325,0.3605,0.2445,?,?
?,0.57,?,?,?,0.3785,0.1765,?,15
?,?,?,0.15,?,0.429,?,?,19
?,0.63,0.48,0.145,1.0115,0.4235,?,0.305,12
?,?,0.465,?,0.908,?,0.1615,?,?
M,0.55,0.45,0.13,?,?,0.2385,0.29,?
F,?,0.515,?,?,?,0.3065,0.36,15
?,?,?,0.135,0.8075,0.3485,?,?,?
F,?,?,0.165,?,?,?,0.285,?
?,?,?,0.145,1.073,0.475,0.19,?,14
M,?,0.46,?,?,?,0.181,?,13
F,?,0.51,?,?,0.5345,?,0.41,?
M,0.655,?,?,1.2635,?,0.2635,?,?
?,0.625,?,?,1.369,0.5875,?,?,17
F,?,0.5,0.15,?,0.3445,0.2235,?,15
F,0.64,0.52,?,1.248,?,?,0.48,12
F,0.605,0.485,?,1.0105,?,0.209,?,?
F,?,0.525,?,1.0385,0.427,?,0.345,?
?,0.555,?,0.175,?,0.3275,0.202,?,?
?,?,?,0.18,?,?,0.1635,0.245,12
?,?,?,0.225,?,?,0.27,?,23
F,?,0.47,?,1.115,0.378,?,?,15
F,0.6,?,0.19,?,0.4385,0.256,?,13
?,0.625,?,?,1.1745,0.4385,0.2305,?,17
?,?,0.47,?,?,?,0.247,0.315,?
M,0.56,?,?,0.8395,0.3325,?,?,12
M,?,?,0.225,?,0.3815,?,?,?
?,?,0.435,?,?,?,?,?,11
?,0.56,0.445,0.155,?,?,?,?,16
?,?,0.53,0.185,?,?,?,0.34,?
?,?,0.35,0.14,0.5185,0.221,?,?,?
F,0.49,?,?,0.6725,0.249,?,?,10
M,0.31,0.22,0.085,0.146,?,0.0365,0.045,6
?,0.275,0.195,0.07,?,0.031,?,0.025,5
?,?,0.195,0.08,0.1,?,0.0195,0.03,?
M,?,?,0.115,0.2795,?,?,0.075,9
M,?,?,0.08,?,?,0.0215,0.03,?
?,0.325,?,?,0.147,0.06,?,?,4
F,?,?,?,0.203,?,0.059,?,6
M,0.21,?,0.05,?,?,0.0085,0.01,?
F,0.36,?,?,?,?,?,0.055,5
I,0.365,0.26,0.115,0.218,?,?,?,9
?,?,0.14,0.055,0.035,?,?,?,5
?,0.235,?,0.06,0.0545,0.0265,0.0095,0.015,?
?,?,0.125,0.04,0.024,?,0.006,?,4
