@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,?,0.395,0.105,0.3635,?,0.098,0.13,?
?,0.495,0.395,?,?,0.2375,?,0.155,?
?,?,?,?,0.431,?,0.107,?,?
?,?,?,0.08,?,?,0.0635,?,?
?,?,?,0.105,0.393,0.13,0.063,?,?
?,0.545,0.41,0.125,?,?,0.146,0.21,11
F,?,?,?,0.5915,?,0.1585,?,11
F,?,?,?,?,0.2555,0.102,0.22,11
M,0.44,?,0.105,?,?,?,?,10
?,?,?,0.15,?,?,?,?,?
M,?,0.305,0.085,?,?,?,?,?
F,0.47,0.365,0.105,0.4205,0.163,?,0.14,9
?,?,?,0.085,?,?,0.0575,0.085,?
?,0.515,?,0.14,0.766,0.304,0.1725,?,14
?,0.37,0.265,?,0.214,0.09,0.051,?,?
?,0.36,0.28,?,?,0.081,0.0505,?,6
I,?,0.195,0.06,?,0.0285,?,?,?
?,?,?,?,?,0.1075,?,?,?
?,?,?,?,?,?,?,0.08,?
M,0.7,?,0.16,1.7255,?,0.2635,0.54,?
M,0.71,0.54,0.165,1.959,?,?,0.78,?
M,?,?,?,1.262,0.4835,?,0.41,17
?,?,?,?,?,?,0.063,0.129,?
?,?,0.26,?,?,?,?,?,7
?,0.35,0.26,0.095,0.211,?,0.056,?,?
?,0.265,0.2,?,0.0975,?,0.0205,?,?
?,?,?,0.115,?,0.1635,?,0.1355,8
F,0.305,0.23,?,0.156,?,0.0345,0.048,?
M,?,0.255,?,?,0.094,0.0295,?,?
?,0.405,0.325,?,0.3555,?,0.063,?,9
M,?,0.285,?,?,?,?,0.0925,?
F,?,0.445,?,?,0.341,0.2055,?,?
?,0.55,?,0.145,?,0.295,0.1435,0.2665,?
?,0.65,?,?,1.3445,?,0.306,?,16
M,0.56,0.455,0.155,?,?,?,?,11
M,?,?,0.13,?,0.2075,0.1165,?,?
?,0.49,0.38,?,?,?,?,0.174,10
?,?,0.35,0.12,0.515,0.224,?,0.1565,?
I,0.28,0.205,0.08,?,0.052,?,0.042,?
I,?,0.13,?,?,0.0105,?,0.0125,5
I,?,?,?,0.03,?,0.008,0.01,4
M,?,?,?,?,?,?,0.325,15
?,?,?,0.185,?,?,0.2585,0.335,?
?,0.635,?,?,1.3715,0.5065,0.305,0.45,?
F,0.605,?,?,?,?,?,?,10
F,0.565,?,?,?,?,0.1495,0.31,?
?,?,?,0.13,?,0.32,0.131,0.21,?
?,0.575,?,0.19,?,?,?,0.34,?
M,?,?,?,?,?,?,?,16
?,0.58,?,?,?,0.374,?,?,13
F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,?
?,0.605,?,?,1.056,0.4215,?,?,?
?,0.605,?,?,1.222,0.53,?,0.28,?
?,0.61,0.485,?,1.2445,?,0.297,?,?
F,?,?,0.21,2.141,0.65,0.398,1.005,18
F,?,?,?,1.752,?,0.2895,?,?
?,?,?,0.19,2.55,1.0705,0.483,0.725,14
?,?,?,?,2.124,?,0.4515,0.85,20
F,?,0.57,0.205,1.842,?,0.408,0.65,?
?,?,0.56,0.22,1.981,?,?,0.76,14
?,?,0.515,0.175,1.6185,?,?,?,?
?,0.695,?,0.215,?,0.7125,?,?,?
F,0.53,0.395,0.145,?,?,0.169,0.255,7
?,0.525,?,?,?,?,0.233,0.285,?
?,?,?,?,?,0.32,?,0.22,?
I,?,0.16,?,0.048,?,?,0.015,?
I,?,?,0.09,?,?,?,0.075,?
?,?,0.21,?,0.125,0.06,?,?,?
I,0.315,?,0.085,0.1435,0.053,0.0475,0.05,?
I,?,0.16,0.045,?,?,?,?,4
M,?,?,0.15,0.97,?,0.2165,?,11
?,0.57,?,?,?,0.399,0.2,0.295,?
M,0.64,?,?,1.368,0.515,?,0.57,?
F,?,?,?,?,?,0.268,?,10
F,0.62,0.475,0.175,1.0165,?,?,0.325,?
F,0.645,?,?,?,?,?,0.46,12
M,?,?,?,?,0.5455,0.2965,0.355,?
F,?,0.48,0.15,?,0.392,0.336,?,?
F,?,?,0.185,?,?,?,0.38,10
F,0.63,0.48,?,?,?,?,0.315,?
F,?,0.46,0.17,0.9325,?,0.271,?,?
M,?,?,0.18,1.1595,0.4845,0.2165,0.325,?
?,0.61,?,0.17,1.0225,0.419,0.2405,?,12
?,0.58,?,0.15,?,?,0.1815,0.36,?
I,?,?,?,?,0.092,?,0.15,?
?,?,0.4,0.14,0.8145,0.459,?,?,?
?,?,?,?,?,0.346,0.1535,0.245,?
F,?,0.41,0.15,0.644,?,0.145,0.21,11
M,?,0.5,?,?,?,?,?,?
M,0.56,?,0.16,0.922,?,0.178,0.26,15
?,0.585,0.46,0.185,0.922,0.3635,?,?,10
F,0.45,?,?,0.4165,?,?,0.135,?
?,?,0.4,0.165,?,0.254,?,?,?
?,0.5,0.4,0.145,?,?,?,?,?
F,0.53,?,0.17,0.8155,0.2985,?,?,13
M,0.42,0.335,?,0.369,?,0.071,?,?
F,?,?,0.14,0.482,0.186,?,?,?
I,0.4,?,?,0.315,?,0.067,?,?
?,0.435,?,?,?,0.1495,?,?,8
F,0.525,?,?,?,?,?,0.31,13
I,?,0.28,?,0.2655,0.122,?,?,?
?,?,?,0.145,0.6345,?,?,?,10
?,0.335,0.25,0.09,0.181,?,0.0415,?,?
F,?,?,?,?,?,0.0785,?,?
M,?,0.405,0.14,0.6155,0.241,0.1355,0.205,9
F,0.485,0.395,?,?,?,?,?,?
?,0.55,?,?,?,0.244,?,?,10
?,0.45,?,?,?,?,0.111,0.135,?
?,?,?,0.12,?,?,?,0.11,7
?,0.47,?,?,?,0.1665,0.115,?,10
?,?,?,?,0.32,0.1305,0.0755,0.105,?
F,?,?,?,?,0.1785,0.1125,0.14,?
F,?,?,0.145,0.5175,?,?,?,11
?,0.49,?,?,0.5755,?,?,0.19,9
?,0.445,?,?,?,0.181,0.125,?,11
?,0.425,?,0.105,0.3265,?,?,0.1,10
?,?,0.37,?,0.45,?,?,?,9
F,0.39,0.29,?,0.3055,?,0.082,0.09,?
I,0.365,0.27,0.085,?,?,0.0485,0.07,7
F,0.58,?,?,?,?,?,0.35,11
F,?,?,?,0.783,0.2935,?,0.245,?
M,0.555,0.445,0.135,?,0.336,?,0.275,?
M,0.565,?,0.175,?,0.31,0.193,?,14
?,0.625,?,0.215,?,0.496,?,?,?
I,?,?,0.075,?,?,0.029,0.035,?
I,?,0.35,?,0.435,0.1815,?,0.125,?
?,?,?,?,0.124,?,0.032,?,?
I,0.075,0.055,?,?,0.001,?,?,1
I,?,0.1,?,0.013,?,?,0.004,?
I,0.11,0.09,0.03,0.008,?,0.002,0.003,?
I,0.16,0.12,?,0.021,0.0075,?,?,?
M,?,?,0.16,0.9425,0.3495,?,?,17
?,?,?,?,0.1,?,?,0.035,?
?,0.23,?,?,0.0645,?,?,?,?
?,0.3,?,?,?,0.0435,?,0.04,8
I,0.33,?,?,?,0.063,?,0.06,?
?,?,0.26,0.085,?,0.0705,?,0.06,10
I,0.32,0.245,?,0.1585,0.0635,?,?,?
?,?,0.275,0.085,?,0.0745,0.0415,0.07,?
I,?,?,?,0.156,?,?,?,?
?,0.345,0.27,0.11,?,?,?,0.07,7
?,?,0.25,0.105,0.1715,0.0655,0.035,?,7
M,0.59,?,0.18,1.1235,0.4205,?,0.36,?
F,0.595,?,0.155,?,?,0.2165,0.3,12
?,?,?,0.185,?,?,?,?,?
M,0.6,?,0.165,?,?,0.2775,?,15
?,0.56,0.45,0.175,?,0.3835,0.2065,?,?
M,?,?,0.185,?,?,?,?,?
M,0.545,0.46,?,0.8975,0.341,?,?,10
?,?,?,?,?,0.605,?,?,15
F,0.59,?,?,?,0.4775,?,0.295,?
F,?,?,?,?,?,?,0.26,?
F,?,?,0.125,?,0.3675,?,0.27,12
M,?,0.42,0.165,?,0.319,?,?,?
I,0.245,?,?,?,?,?,0.026,4
?,0.27,0.2,0.08,?,0.0465,?,0.04,?
F,0.46,0.38,?,0.639,0.3,?,?,11
?,?,?,0.15,0.895,0.3615,0.186,?,?
?,?,?,0.11,0.2925,0.1225,?,?,8
M,?,0.39,?,0.6355,?,?,0.255,?
F,?,0.36,0.125,0.4995,0.2035,0.1,?,13
?,?,?,?,1.779,0.4535,0.2855,?,?
?,0.59,0.5,0.2,1.187,?,0.2705,?,?
M,0.62,0.485,0.205,1.219,?,0.2505,?,14
?,?,0.505,0.225,?,?,?,0.45,?
M,0.63,?,0.155,1.259,?,?,?,13
M,?,0.54,0.215,1.844,?,?,0.585,?
F,0.66,?,?,?,0.493,?,?,?
?,0.61,?,0.24,1.642,?,?,0.69,18
M,0.635,?,?,?,?,0.3115,0.43,?
?,?,?,?,0.712,?,0.1605,?,11
?,0.535,?,?,0.8415,0.314,0.1585,?,?
?,?,0.285,?,?,0.0915,?,0.075,7
?,?,0.355,?,?,?,?,?,?
M,0.485,?,?,0.6295,?,?,0.225,14
M,?,0.38,?,?,0.325,?,?,14
?,0.535,?,0.17,0.879,?,0.1965,0.285,?
?,0.53,?,0.155,0.699,0.288,0.1595,?,10
F,?,?,?,0.6445,0.242,0.1325,?,17
M,?,0.355,0.125,0.4775,?,0.0815,?,9
F,0.535,?,0.16,0.8105,0.3155,?,?,10
?,0.54,?,?,?,?,?,?,?
F,?,0.505,?,1.2765,0.501,?,0.355,?
?,?,0.475,0.165,?,0.428,0.2205,?,15
F,?,?,0.175,1.013,0.342,?,0.35,?
M,?,?,?,1.0575,?,?,?,26
I,?,?,0.085,0.128,0.049,?,?,6
?,0.275,0.205,?,0.1105,0.045,0.0285,?,6
?,?,?,?,?,0.039,?,0.03,?
?,?,?,0.14,0.549,0.2215,0.1275,?,11
M,?,0.28,?,?,?,?,?,?
?,0.405,0.305,0.095,0.3485,?,?,?,?
?,0.54,?,?,0.892,?,?,?,13
?,0.37,?,0.1,?,0.1065,?,?,?
M,0.36,?,0.1,?,?,?,?,?
F,0.47,0.36,?,?,0.182,0.114,0.15,?
?,?,0.145,?,0.037,0.0125,0.0095,0.011,?
I,?,0.12,?,0.0215,0.007,?,0.005,?
M,0.645,?,?,1.5415,0.471,0.369,0.535,?
?,0.55,?,0.125,?,?,0.1635,?,?
M,0.57,?,0.145,?,?,?,0.275,?
F,0.63,0.485,0.19,?,?,0.3055,0.39,21
M,0.56,?,?,?,?,0.2045,0.265,?
M,?,?,0.195,?,?,0.3235,?,?
?,0.62,0.47,?,?,0.381,0.27,?,?
?,?,0.485,?,1.3,?,0.2945,0.46,23
?,?,?,0.11,0.4585,?,0.067,?,?
F,?,?,0.19,?,0.576,?,?,14
?,0.45,0.35,?,?,?,0.1015,0.12,?
F,0.58,?,?,0.8365,0.315,0.1385,0.32,18
?,0.33,?,?,0.172,0.066,0.0255,?,?
I,?,?,?,0.0965,?,0.022,0.03,5
I,?,?,?,?,?,0.0065,0.015,?
M,?,0.31,0.1,?,?,0.075,0.1,?
I,?,0.205,0.07,0.1055,?,0.041,0.035,?
M,?,?,?,?,?,0.056,?,?
?,?,0.275,?,?,?,0.053,0.08,?
?,0.32,0.255,?,0.1755,0.073,0.0415,0.065,?
M,?,?,0.13,?,?,?,0.205,?
?,0.36,?,?,0.241,0.0865,?,0.095,8
?,?,0.28,?,?,?,0.04,0.09,?
?,0.5,0.38,0.155,?,0.2135,?,0.2,12
F,0.4,?,?,?,?,0.0565,0.095,?
I,?,0.22,?,?,?,?,0.035,5
?,0.235,0.175,0.04,?,?,?,0.02,?
?,0.74,0.6,0.195,?,0.598,?,0.71,16
M,0.62,0.465,?,?,?,0.3175,0.355,?
?,0.6,?,0.19,?,0.403,?,?,14
M,?,?,0.185,?,?,?,0.425,?
M,0.62,0.475,0.185,?,?,?,0.33,?
F,0.565,?,0.195,?,0.406,0.2505,?,?
M,0.575,?,?,?,?,?,?,14
?,0.62,?,0.205,1.3475,0.4775,?,0.48,14
?,0.62,0.465,0.185,1.274,0.579,?,?,?
F,?,0.375,?,?,0.2325,0.1495,?,12
?,?,?,0.155,?,0.3005,0.152,0.24,8
?,0.49,?,?,?,?,?,?,?
F,0.525,?,?,0.756,?,?,?,?
?,0.34,0.26,?,?,?,0.0555,0.055,?
I,?,?,?,0.2715,0.092,?,0.09,?
M,?,0.48,0.15,?,0.56,0.2455,?,14
?,0.61,?,?,1.153,0.536,0.2905,0.245,8
F,0.585,?,0.17,0.8685,?,0.1635,?,22
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,?,?
?,0.58,?,0.17,0.93,?,?,0.22,?
M,0.635,?,?,1.275,0.509,0.286,?,?
?,0.7,0.58,0.205,?,0.7415,?,0.58,20
M,?,?,?,1.587,?,?,0.395,13
F,0.645,0.525,0.19,?,?,0.3885,?,18
M,?,?,0.215,?,?,?,0.7,17
?,0.685,0.545,0.18,?,0.7495,0.392,0.485,?
M,0.605,0.49,0.18,?,0.48,0.287,?,?
F,?,?,?,?,?,?,?,?
?,0.65,0.525,?,1.4225,0.61,?,0.445,20
F,?,0.48,?,1.029,0.4085,0.2705,?,?
?,?,?,0.175,1.186,0.4985,?,?,12
M,0.63,?,?,?,?,0.244,0.355,19
?,?,?,?,?,0.4405,0.1655,?,?
F,?,0.455,0.12,1.0735,?,?,?,?
?,0.63,?,?,?,?,0.2765,?,12
F,0.69,?,0.215,?,0.68,?,0.47,17
?,?,0.545,0.165,?,?,?,0.415,16
F,0.66,0.565,?,1.7605,0.692,?,?,?
F,0.68,0.58,0.2,1.787,0.585,?,0.6,?
F,?,?,0.17,1.31,?,0.314,0.42,?
M,0.685,?,0.15,?,0.4635,?,?,13
F,?,0.545,0.195,?,0.6845,?,0.605,?
M,0.63,?,?,1.1775,?,0.3365,0.285,11
F,?,?,0.16,?,0.4995,?,?,?
?,0.565,0.465,?,?,?,0.183,?,?
F,0.61,0.495,0.185,1.1085,?,?,?,?
?,?,0.47,?,1.1405,0.3755,?,?,?
M,0.535,?,?,0.791,0.33,?,?,10
M,?,?,0.135,0.663,0.313,0.137,0.2,10
?,0.47,?,?,?,0.226,?,?,12
?,?,0.425,?,?,?,0.21,?,?
?,0.455,0.37,?,0.4925,0.216,?,0.135,?
?,?,0.42,?,?,?,0.152,?,?
M,0.46,0.38,?,?,?,0.1225,?,10
M,0.49,?,0.125,?,0.239,0.1435,0.22,?
?,?,0.375,0.12,0.471,0.222,?,?,9
I,0.415,0.325,0.1,?,0.1535,0.0595,?,?
M,?,0.375,0.125,0.593,0.277,0.115,?,?
F,?,?,0.125,?,0.252,0.137,0.18,?
I,?,?,0.095,0.25,0.1075,?,0.08,?
I,?,0.275,0.095,?,0.0755,0.0535,?,?
?,0.39,?,0.1,0.302,?,0.064,?,11
F,?,?,0.14,?,?,?,?,?
?,?,0.38,0.145,0.5865,0.2385,0.144,?,8
?,0.535,0.44,0.15,?,?,?,0.26,?
M,0.585,?,?,0.987,0.4355,0.2075,?,?
F,0.485,0.365,?,0.5885,?,0.131,?,?
?,0.515,?,0.135,0.7225,?,0.1625,?,9
F,0.435,?,?,?,?,?,?,7
?,?,0.415,?,0.6935,0.3115,0.152,?,10
I,0.44,0.345,0.12,?,?,?,0.11,7
?,?,0.44,0.15,0.8425,0.3685,0.1985,0.24,?
?,?,?,0.115,?,?,?,0.15,?
M,0.59,0.485,?,0.911,?,0.182,0.29,?
M,0.555,?,0.145,0.915,?,0.246,0.285,11
M,0.57,?,0.095,0.827,?,0.2215,0.235,?
M,0.59,?,0.165,1.1045,?,0.2425,0.34,?
?,?,0.475,0.12,0.945,0.41,0.2115,?,?
F,0.58,?,0.12,0.9935,?,?,0.28,11
M,0.545,?,0.12,0.8565,0.3475,?,0.24,12
?,?,?,0.17,1.2385,?,?,?,14
F,?,0.47,?,1.0325,0.3605,?,0.36,?
?,?,0.5,?,1.3135,?,0.267,?,20
?,0.63,0.515,0.165,?,?,0.349,?,?
?,0.63,0.5,?,?,0.367,0.199,?,16
M,0.545,0.41,?,0.625,?,0.16,0.235,?
F,?,?,?,?,0.518,?,?,14
?,0.49,0.38,?,?,0.2165,?,?,11
F,?,0.39,?,?,0.2465,?,?,?
I,?,?,0.07,?,?,0.0235,?,8
?,0.26,0.2,?,?,0.037,?,?,6
?,0.58,?,0.175,?,?,?,?,?
?,?,?,?,1.0915,0.3935,0.2435,?,18
M,0.6,0.5,?,?,0.3995,?,?,19
?,?,?,0.125,?,0.344,?,0.375,21
F,0.575,0.45,0.17,?,?,?,?,?
?,?,0.45,0.175,?,?,0.1665,0.295,?
?,?,0.47,?,1.036,0.4375,0.196,0.325,20
M,?,?,?,0.9065,0.342,0.156,0.32,?
M,0.545,0.42,?,0.7505,0.2475,?,0.255,22
?,?,0.345,?,0.366,?,?,0.12,?
?,?,?,0.15,0.662,?,0.137,0.22,?
I,?,?,?,?,?,?,0.09,?
?,?,?,0.095,0.252,0.0915,?,0.09,14
M,?,?,0.09,?,0.143,?,?,?
M,0.5,?,?,0.6885,0.249,0.138,0.25,13
?,0.36,?,?,0.2335,?,0.0525,?,10
I,0.335,0.26,?,?,0.0785,0.0585,0.07,8
F,?,0.425,0.14,?,0.275,?,?,?
?,0.395,0.295,0.1,0.2715,?,0.0325,0.085,10
?,0.41,?,0.105,?,?,?,?,?
?,?,?,0.19,?,0.283,?,0.275,9
M,0.565,0.435,0.185,0.9815,0.329,?,0.39,13
?,0.565,?,?,?,0.354,0.1575,?,16
M,?,?,?,1.098,?,?,0.375,12
F,?,?,0.15,0.8205,?,?,?,?
?,0.725,0.565,?,1.891,0.6975,0.4725,0.58,16
?,0.675,?,?,?,0.592,?,0.42,?
?,0.665,0.555,0.195,1.4385,?,?,0.36,?
F,?,0.49,0.155,0.9245,0.405,0.2195,0.255,?
F,?,?,0.175,?,0.57,0.3045,?,14
?,?,?,0.14,0.8375,0.3485,?,0.24,11
?,0.64,0.54,0.175,?,?,?,0.39,15
?,0.36,0.28,?,0.199,0.0695,?,0.08,9
?,0.415,?,?,0.2965,?,?,0.0995,10
F,0.525,?,?,?,?,0.1525,?,?
?,?,?,0.1,0.2665,?,0.061,0.075,11
F,?,0.465,0.17,?,?,0.224,0.265,12
?,0.24,0.185,0.07,?,?,0.018,0.025,6
I,0.22,?,0.055,?,?,0.012,?,?
I,0.255,0.195,0.07,?,0.0255,?,?,6
I,?,?,0.05,0.0235,0.008,?,?,?
?,?,0.55,?,1.3905,0.5425,?,?,12
?,0.655,0.53,0.195,?,?,0.2735,?,?
F,?,?,0.21,?,0.5975,0.305,?,?
M,?,0.555,0.2,1.4385,0.545,?,?,?
F,?,0.44,?,0.7835,?,0.1715,?,?
?,0.515,0.405,?,0.646,0.2895,?,0.177,10
?,0.43,?,?,?,?,?,?,?
F,?,?,?,0.627,?,0.1415,?,11
?,?,0.415,0.16,0.7715,0.272,0.1455,?,10
?,0.53,0.415,0.175,0.7395,?,?,0.2645,17
F,0.465,?,0.115,?,0.1565,0.091,?,?
?,?,0.54,0.175,1.347,0.4955,?,?,17
M,0.735,?,0.225,?,0.637,?,0.58,?
M,?,?,?,1.32,0.5305,?,?,16
?,0.7,0.585,0.185,?,0.7055,0.3215,?,?
?,0.575,?,?,?,0.3605,?,?,17
M,0.57,?,?,0.849,?,0.1765,?,?
F,?,0.46,?,0.9955,0.429,0.212,0.26,19
?,?,0.48,0.145,1.0115,?,0.237,?,12
F,?,?,?,?,0.381,?,0.315,?
?,?,?,0.13,?,0.378,0.2385,0.29,11
?,0.625,?,?,1.2415,?,?,?,15
M,?,?,?,0.8075,0.3485,?,?,?
?,?,?,?,1.0595,0.44,0.2195,0.285,?
M,0.59,0.455,?,?,?,?,?,14
M,0.58,0.46,0.13,0.921,0.357,?,?,?
?,?,0.51,?,?,?,?,?,11
?,0.655,0.53,?,1.2635,?,0.2635,0.415,?
M,0.625,0.5,?,?,?,?,0.37,17
F,?,0.5,?,0.953,0.3445,0.2235,?,15
F,0.64,0.52,0.175,1.248,?,0.2595,0.48,?
F,0.605,?,?,1.0105,?,?,0.3,19
F,0.615,?,0.155,1.0385,0.427,?,?,11
?,0.555,0.45,0.175,?,0.3275,?,0.305,?
F,0.58,?,0.18,?,?,?,0.245,12
?,0.62,?,0.225,1.1835,?,?,?,?
F,?,?,0.225,?,?,0.2145,?,15
?,?,0.505,0.19,?,?,?,0.36,?
?,0.625,0.485,?,1.1745,?,?,?,?
M,0.6,0.47,?,1.105,?,?,?,15
M,?,0.46,?,0.8395,0.3325,?,?,12
M,?,0.455,0.225,?,0.3815,?,0.365,?
M,?,0.435,?,?,0.36,0.204,0.25,?
I,0.56,?,0.155,0.8735,0.3005,?,?,16
I,?,0.53,?,?,0.439,0.245,0.34,10
F,0.455,?,0.14,0.5185,?,?,0.135,10
F,0.49,?,0.145,?,0.249,?,?,?
M,0.31,?,?,0.146,0.061,?,?,?
?,0.275,?,0.07,?,0.031,0.0215,0.025,?
?,0.27,?,0.08,0.1,?,0.0195,?,?
M,0.4,?,?,0.2795,0.1115,0.0575,?,?
?,0.28,?,0.08,?,?,0.0215,?,5
M,0.325,?,?,?,0.06,0.034,?,?
F,0.345,0.25,?,?,0.078,?,0.055,?
M,?,?,?,0.0385,?,?,0.01,3
?,0.36,?,0.09,?,0.0845,0.0385,?,?
?,0.365,0.26,?,?,0.0935,0.0445,0.07,9
?,?,?,0.055,0.035,?,0.008,?,5
?,0.235,0.16,?,?,0.0265,?,?,4
?,0.175,?,?,0.024,0.0095,?,0.005,?
M,?,?,?,0.0155,0.0065,?,?,3
F,?,?,?,?,?,?,?,14
?,0.57,0.45,0.16,?,?,?,0.26,?
