@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data
?,y,n,t,?,f,?,n,n,?,e,s,?,w,w,w,o,p,?,?,g,?
b,y,y,t,?,f,c,b,?,?,?,s,?,w,w,?,o,?,?,s,?,e
b,?,?,?,a,f,c,?,w,?,c,?,?,w,?,?,?,p,n,?,m,e
?,s,?,?,l,?,?,b,?,e,c,?,?,w,?,w,o,p,k,?,?,e
f,s,w,?,p,f,c,?,?,e,e,s,?,?,w,w,o,p,?,v,g,p
x,y,y,t,?,?,?,?,n,e,c,?,?,?,?,w,o,?,n,?,?,?
?,y,?,?,l,f,c,?,?,?,?,?,s,w,?,?,?,?,?,n,m,e
f,?,?,?,n,f,c,n,?,?,?,?,?,w,?,w,o,?,?,?,?,?
x,?,y,?,a,?,w,?,n,?,?,?,?,?,w,?,o,?,?,?,d,?
?,s,?,t,?,f,?,b,g,e,?,s,?,?,w,?,o,?,n,?,m,e
?,?,?,t,?,f,c,?,k,?,e,s,?,w,?,?,o,?,?,s,?,?
?,?,y,?,l,f,c,?,?,?,?,?,?,?,w,w,?,p,n,n,?,?
?,?,n,t,l,?,c,?,p,e,?,s,?,w,?,?,o,p,?,?,p,e
b,?,y,?,?,f,c,?,n,e,c,?,s,w,w,w,o,?,n,s,m,?
x,f,y,t,l,f,w,n,?,t,?,?,s,?,w,?,o,p,?,?,?,e
s,f,?,f,?,f,c,n,k,?,e,s,s,w,?,?,o,p,k,?,?,?
x,y,n,t,p,f,c,n,?,e,e,?,s,w,?,?,?,p,?,s,?,?
x,f,?,?,a,f,w,n,p,?,?,?,s,?,w,?,o,p,?,v,d,?
?,?,y,t,?,?,c,b,k,?,?,?,?,w,?,?,?,?,k,?,m,e
?,y,?,?,a,?,c,b,n,e,c,s,?,?,?,w,?,p,n,s,g,e
?,?,y,?,l,?,?,?,?,e,?,s,?,?,?,?,o,p,?,?,?,?
?,?,n,f,n,?,?,?,?,?,?,?,s,w,?,?,?,p,?,?,u,e
?,?,?,?,?,f,?,?,p,?,e,?,s,w,w,w,?,?,n,?,?,?
?,?,y,?,a,f,c,b,?,e,?,?,?,?,?,w,o,?,k,?,m,e
?,?,w,?,a,?,?,b,?,e,c,?,s,?,?,?,?,?,?,?,g,?
x,?,?,t,?,f,?,?,k,e,?,?,?,w,?,w,o,p,k,s,m,e
?,?,w,t,l,f,c,?,w,e,c,s,?,w,w,?,o,?,?,?,?,e
?,?,?,t,?,?,c,b,n,e,?,s,?,w,w,w,o,p,?,?,p,?
?,?,?,?,?,?,c,b,?,e,?,s,y,w,?,?,o,?,?,s,p,e
x,y,?,t,?,f,?,?,w,?,r,?,y,?,w,w,?,?,k,s,?,?
x,?,w,?,l,f,c,b,?,e,?,?,?,?,w,?,o,?,?,?,?,e
?,s,?,t,l,?,?,?,?,e,c,s,?,?,?,w,?,p,n,n,m,e
?,?,n,?,p,f,c,?,?,e,?,s,s,?,w,w,?,?,?,v,u,?
x,?,w,t,?,f,?,?,?,e,?,s,s,?,w,w,o,p,?,?,?,?
?,?,?,t,?,f,?,b,w,?,?,s,?,w,?,w,?,p,?,?,?,e
?,?,?,f,n,?,?,?,n,?,e,s,s,w,?,?,o,e,n,?,g,?
b,?,w,t,?,?,?,b,w,e,?,?,?,?,?,w,?,?,?,n,g,e
x,s,?,?,l,f,c,?,?,e,c,s,?,w,w,w,o,?,?,n,g,e
?,?,n,t,?,f,?,?,?,e,?,s,y,w,?,?,o,p,k,y,?,e
s,?,g,?,n,f,c,?,?,?,?,s,s,?,?,w,o,p,n,v,?,e
b,?,y,?,?,?,?,b,?,e,c,?,s,?,?,?,?,?,?,s,?,e
b,?,y,?,l,?,?,b,?,?,?,s,?,?,w,?,?,?,n,s,m,?
b,?,?,?,l,?,?,b,g,e,c,?,?,w,w,?,o,p,?,?,m,?
?,y,w,?,?,f,c,b,n,?,c,s,s,?,w,?,o,p,?,?,g,?
?,?,n,f,?,f,?,?,?,?,e,?,s,w,w,?,o,e,k,a,g,?
x,?,?,t,?,f,?,?,n,?,?,s,?,?,?,w,o,?,k,?,?,?
f,y,y,t,?,f,c,?,w,?,r,?,y,w,w,w,o,p,?,?,?,e
x,y,?,?,?,?,?,b,?,?,c,s,s,?,?,w,o,p,?,?,?,e
?,?,g,?,?,?,c,?,p,e,e,s,?,w,?,w,?,p,?,v,u,e
?,f,?,t,?,f,?,?,?,?,b,?,?,?,w,?,?,p,?,v,?,e
?,y,?,?,?,?,?,?,?,e,?,s,?,?,w,w,?,p,n,?,?,e
f,?,y,?,l,f,w,?,?,?,b,?,s,?,?,w,o,p,n,?,d,e
?,?,n,t,a,f,?,?,?,e,?,s,y,w,w,w,o,?,k,?,p,e
?,?,?,t,?,f,c,?,?,?,?,?,s,?,w,?,?,?,k,?,g,e
?,?,?,t,l,f,w,n,p,?,b,?,?,w,?,w,?,p,n,?,?,e
?,s,?,t,?,f,w,?,?,?,b,s,s,?,w,w,o,?,?,v,d,e
?,?,?,?,l,?,?,b,?,e,r,s,y,w,?,?,?,p,n,y,?,?
?,y,n,t,?,?,c,n,?,?,e,?,?,w,w,w,o,p,n,v,?,p
f,?,n,?,a,f,?,?,?,?,?,?,y,w,w,?,o,?,n,y,g,e
x,s,n,f,?,f,?,?,k,t,?,?,?,w,?,w,?,e,n,?,g,e
x,?,w,?,p,?,c,?,?,e,?,?,?,?,?,?,o,?,?,s,g,?
f,?,g,?,?,?,c,n,?,e,e,s,s,w,w,?,?,?,?,y,u,e
x,f,g,?,?,?,?,b,n,?,e,?,s,w,w,?,o,e,n,s,?,?
x,?,?,t,?,f,c,b,w,e,r,s,y,?,?,?,?,p,k,s,g,e
?,s,n,?,?,?,?,?,?,?,e,?,?,?,?,w,o,?,?,?,g,e
b,s,?,?,a,?,c,?,?,e,c,s,s,?,w,w,o,?,?,s,?,e
?,s,?,?,l,f,?,b,?,e,?,s,?,?,?,?,o,p,?,?,?,e
?,?,?,?,l,f,?,?,w,e,r,s,y,?,?,?,?,p,k,y,?,?
s,?,n,?,n,f,?,n,?,?,e,s,?,w,w,w,?,?,?,?,?,e
x,f,?,?,n,?,c,?,n,e,e,s,s,w,w,?,?,p,n,y,u,?
b,s,w,t,?,?,?,?,?,?,c,s,?,?,?,w,?,?,?,?,?,?
x,?,?,t,a,f,c,?,?,e,?,?,s,?,w,w,?,p,k,?,?,?
x,y,y,t,?,?,?,?,?,e,c,?,?,?,?,?,?,?,?,?,m,?
x,s,?,f,n,?,w,b,?,?,?,s,s,w,w,w,o,e,?,?,?,?
x,s,w,?,a,?,?,b,?,?,c,?,s,w,w,w,?,p,?,?,?,e
?,y,?,?,l,?,?,?,?,?,?,s,y,w,w,?,?,?,n,?,?,e
?,s,y,t,?,f,c,?,n,?,c,?,s,?,w,?,o,?,?,?,g,e
?,?,?,t,?,?,c,?,g,?,?,?,s,w,w,w,o,p,?,?,g,?
x,?,?,t,?,f,c,b,?,e,?,?,s,?,?,w,o,p,k,s,g,?
x,?,?,?,?,f,?,?,p,?,e,?,s,?,?,w,o,?,?,?,?,e
?,s,?,t,?,?,c,?,n,?,c,s,?,?,w,?,o,p,k,?,?,?
f,y,y,?,?,f,c,?,?,e,?,?,?,w,w,?,o,p,?,s,g,e
?,?,y,?,a,f,?,?,n,?,?,?,y,w,w,?,?,p,?,y,p,?
?,?,w,?,?,?,?,?,g,?,c,s,?,w,?,?,?,?,?,n,?,?
?,?,?,t,?,?,?,b,n,?,?,?,s,?,w,?,?,?,?,?,m,e
x,?,?,?,?,?,c,b,?,?,?,?,y,?,w,w,?,?,n,y,?,?
b,y,w,t,l,f,?,?,n,e,c,?,?,w,?,w,?,p,?,?,?,e
b,?,w,?,a,?,?,b,g,?,c,?,s,w,w,?,?,?,n,?,?,e
x,?,y,t,a,?,c,b,?,?,?,s,s,?,w,w,o,?,?,n,?,?
x,s,?,?,?,f,c,?,w,e,c,s,s,?,w,w,o,?,?,?,g,?
?,?,g,f,?,?,c,n,g,?,?,s,?,?,w,w,?,?,?,?,?,?
x,?,?,t,a,f,w,n,?,?,?,s,?,?,w,?,?,p,?,?,?,e
?,?,y,t,?,?,?,b,?,e,c,?,s,w,w,w,?,p,k,?,?,e
x,y,w,?,p,?,?,n,n,e,?,s,?,w,w,?,o,?,?,?,?,?
?,?,?,?,?,f,c,?,p,?,?,?,y,w,?,w,?,?,n,s,g,?
s,?,?,?,?,f,?,?,?,e,e,s,s,?,w,?,?,p,n,y,?,e
?,?,?,?,l,?,c,b,?,?,r,s,?,?,?,?,?,p,k,y,?,e
?,s,?,?,?,f,?,?,?,?,?,s,?,?,w,?,?,p,u,?,?,?
?,f,?,f,?,f,?,?,k,?,e,s,s,w,?,w,o,p,n,?,u,e
x,s,?,t,p,f,?,?,k,?,e,s,?,w,?,?,?,p,k,?,g,?
?,?,?,t,a,f,?,?,g,e,?,s,?,w,?,w,o,p,n,?,?,e
?,y,?,t,?,f,c,n,?,?,e,?,?,?,?,?,o,?,k,v,?,p
?,s,g,f,?,?,w,b,k,?,?,s,?,w,w,?,?,e,n,?,?,e
x,?,?,t,l,?,c,?,g,?,c,?,s,w,w,w,o,p,?,?,?,?
?,?,w,f,?,f,w,?,n,?,e,?,?,w,?,w,o,e,k,s,g,e
?,s,?,?,a,?,?,b,w,?,c,?,s,w,?,?,?,?,?,n,g,?
?,f,?,?,n,?,?,b,h,t,?,?,?,?,w,?,o,e,?,a,?,?
?,?,?,?,?,f,c,b,n,e,c,?,?,?,w,?,o,p,k,n,g,e
?,?,?,t,?,?,c,?,?,?,c,?,s,w,?,?,o,?,?,?,m,?
?,s,?,?,?,f,?,?,?,e,c,?,?,w,?,w,?,p,n,?,g,e
b,?,w,?,?,f,?,b,w,?,?,?,s,w,?,w,o,?,n,s,?,e
?,s,w,?,l,?,?,?,w,t,?,?,?,w,w,?,o,p,?,v,?,e
?,?,y,t,?,f,c,b,?,?,?,?,s,w,w,w,o,p,?,?,?,e
f,?,w,t,?,?,w,?,p,?,?,?,s,w,?,?,o,?,?,v,d,?
x,?,w,t,?,f,?,?,w,?,e,s,s,w,?,?,o,p,?,?,u,p
?,f,w,t,l,f,w,n,w,?,b,?,s,w,?,?,?,?,n,v,d,e
x,?,?,t,?,?,?,b,?,?,c,?,s,w,?,?,o,p,?,s,g,e
?,s,n,t,p,f,?,?,p,?,?,?,?,?,?,?,?,p,n,v,g,p
?,s,y,?,?,f,?,?,?,?,?,s,?,w,w,w,o,?,?,?,g,?
?,?,?,?,a,?,?,b,?,?,r,s,?,?,w,?,o,p,k,y,?,e
?,y,y,t,l,f,c,b,g,e,c,s,?,w,w,?,?,p,?,n,m,e
?,?,?,?,n,f,c,n,k,e,e,?,?,w,w,w,o,?,?,v,?,e
f,y,n,?,?,?,?,b,?,?,?,?,y,w,?,?,o,?,?,y,p,?
x,?,?,?,?,f,c,?,?,?,?,s,s,w,?,w,o,?,?,n,g,?
x,?,?,?,n,?,?,b,?,?,?,?,?,w,w,w,o,?,?,?,g,?
?,f,w,?,n,f,?,?,k,t,e,?,?,w,?,?,o,?,?,a,g,?
x,y,y,t,?,?,?,?,?,e,c,s,?,?,?,w,o,p,n,?,m,e
?,?,y,t,l,?,c,b,k,?,c,?,s,w,w,?,o,?,k,n,?,?
b,?,?,t,?,f,?,b,?,?,?,s,s,w,?,?,?,p,?,n,?,?
x,?,?,?,?,f,?,?,w,?,?,?,?,?,w,?,?,?,?,s,?,e
x,?,?,f,?,f,w,?,?,?,e,?,?,?,?,?,?,?,?,?,?,?
?,y,?,t,l,?,c,?,?,e,c,s,s,?,w,?,o,p,?,s,?,e
?,f,n,f,n,?,c,n,?,e,?,s,s,w,w,?,o,?,?,?,?,?
x,s,w,?,?,?,w,?,w,t,b,s,?,w,w,?,?,?,?,v,?,?
?,?,n,?,l,?,c,?,?,?,r,s,y,?,?,?,?,p,?,?,?,e
b,y,y,t,?,f,?,?,k,?,c,s,?,w,?,w,?,?,?,?,g,e
?,y,?,?,?,?,c,?,k,e,?,?,?,w,?,w,?,p,?,n,?,e
b,?,?,t,a,?,c,?,?,e,c,?,?,w,w,w,o,?,?,?,?,?
b,s,y,?,a,?,c,b,?,?,c,?,?,w,w,w,?,p,?,?,g,?
?,s,y,?,l,f,c,b,g,e,c,?,?,?,?,w,?,?,?,?,m,e
b,?,?,t,?,f,?,?,?,?,?,?,s,w,w,?,?,p,k,?,?,?
?,f,n,?,n,f,c,n,k,?,?,?,s,w,?,w,o,?,n,y,u,e
f,y,n,t,?,f,c,b,n,e,r,?,y,?,?,w,o,p,?,y,g,e
?,y,?,?,a,?,?,?,?,?,c,s,?,?,?,w,?,?,n,s,g,?
f,y,y,?,l,f,c,?,?,?,r,s,y,?,w,?,?,p,n,?,?,?
?,s,w,?,?,?,c,b,w,?,c,s,s,w,?,?,?,p,?,s,g,?
?,?,?,t,?,?,?,b,w,?,c,s,s,?,w,?,?,?,?,?,?,e
?,?,?,t,?,?,c,b,w,e,?,s,y,?,?,?,?,?,?,?,g,?
?,s,w,?,?,f,c,b,k,e,?,?,s,w,?,w,?,?,k,s,g,e
?,f,?,f,?,f,?,?,?,?,?,?,s,?,w,?,o,?,?,?,u,?
b,s,?,t,l,f,c,b,?,e,c,?,?,?,w,?,?,?,?,?,?,e
x,f,y,?,l,?,w,n,n,t,b,s,s,w,?,?,?,p,u,v,d,e
b,?,?,t,a,?,c,b,?,e,?,s,s,?,w,?,?,p,?,s,?,e
?,y,y,?,?,f,?,b,p,e,?,?,?,w,?,?,?,p,n,?,?,?
?,?,?,?,?,f,?,b,?,e,c,?,?,w,?,?,o,p,k,?,m,e
b,y,?,?,a,f,?,?,k,?,c,s,?,?,?,w,o,?,k,?,?,e
?,y,y,?,a,?,?,?,?,e,c,s,?,?,?,?,o,?,n,s,g,e
?,y,y,t,l,?,?,b,g,e,c,?,s,w,w,?,?,?,?,n,m,?
?,s,y,?,?,f,c,?,g,?,?,s,?,w,?,?,?,?,n,?,g,?
x,y,w,?,?,?,c,n,?,?,e,?,?,w,w,?,?,p,?,v,u,p
s,?,n,?,?,f,?,n,g,e,e,s,s,?,w,w,?,?,n,y,?,e
?,?,?,?,?,?,c,?,g,e,e,s,?,?,?,w,?,p,k,?,?,e
?,s,?,t,a,?,?,?,g,e,c,s,?,w,?,?,o,p,?,?,m,?
?,y,?,t,?,?,?,?,?,e,?,s,y,?,?,w,?,?,k,?,?,e
x,?,w,?,?,f,?,?,k,?,?,s,s,w,?,?,?,?,k,?,?,?
?,s,?,t,l,f,?,b,g,?,c,?,?,w,?,?,o,p,n,?,?,?
?,f,g,f,n,?,c,n,p,e,e,s,?,?,w,w,o,?,k,v,?,e
b,y,?,?,?,f,c,b,?,?,?,?,?,w,w,w,?,?,n,?,?,e
?,y,n,?,a,?,?,?,w,e,?,?,y,w,?,w,?,?,?,?,p,?
?,?,w,?,n,?,w,?,?,t,e,?,f,w,w,?,o,e,k,?,g,e
?,s,w,?,l,f,w,?,w,t,?,s,s,w,w,w,o,?,n,?,?,?
?,?,?,?,l,f,c,?,w,?,c,s,s,w,?,?,?,?,?,?,m,?
f,s,y,?,a,?,?,n,?,?,?,?,s,w,w,w,?,p,?,?,?,e
?,?,y,?,a,f,?,b,?,e,c,?,?,w,?,w,?,p,?,?,m,e
f,?,g,f,?,?,c,n,?,?,?,s,s,w,w,?,?,p,?,?,?,?
b,s,?,?,a,?,c,b,?,?,?,s,s,?,?,?,o,p,?,?,?,?
x,?,w,t,l,f,?,?,g,?,?,?,?,w,w,w,?,p,n,?,?,e
x,?,w,t,l,f,c,?,?,e,c,s,s,w,?,?,?,?,?,s,?,?
f,?,w,t,a,f,w,n,n,?,?,s,?,?,?,w,o,?,n,?,?,e
x,?,y,?,?,?,?,?,w,e,?,?,s,?,w,w,o,?,n,s,g,?
?,s,w,t,?,f,c,?,w,e,c,s,s,w,w,?,o,?,k,?,g,?
?,s,?,t,?,f,c,b,?,e,?,?,?,?,w,?,o,p,k,n,?,e
x,f,w,?,n,?,w,?,?,t,?,f,s,?,w,?,o,e,?,s,?,?
?,y,?,?,?,f,c,?,n,?,?,?,?,?,w,?,?,p,?,y,?,?
x,?,w,?,?,f,?,n,?,e,e,?,?,?,w,w,?,p,?,v,u,p
b,s,w,?,a,?,c,b,?,?,?,?,?,w,?,w,o,?,?,?,g,e
?,s,w,?,a,?,?,b,k,e,?,s,s,w,?,w,o,p,?,?,m,?
b,y,w,t,l,?,c,?,?,?,?,s,s,?,w,w,o,?,?,?,?,e
?,?,w,?,a,f,?,b,w,e,?,s,s,?,?,?,?,p,k,?,g,?
x,s,y,?,?,?,?,?,w,?,c,s,s,w,?,?,?,p,?,?,?,?
b,s,?,t,?,f,c,?,?,e,c,s,s,?,?,w,o,?,?,n,m,?
x,f,?,?,?,?,w,?,?,t,?,s,?,?,?,w,o,p,n,v,d,e
?,?,?,?,n,f,c,n,?,?,?,?,s,?,?,w,?,?,?,y,u,e
?,?,y,?,a,f,c,?,?,?,?,s,?,w,?,?,?,?,?,?,?,?
b,s,w,?,l,f,c,b,?,e,c,?,?,w,w,?,?,p,?,?,m,?
x,s,?,t,?,f,?,?,?,?,c,?,?,w,?,w,?,p,k,s,?,?
x,y,?,t,a,f,c,b,k,e,c,?,?,?,w,w,?,p,k,?,g,e
?,?,w,?,l,f,?,?,?,?,c,?,?,w,w,w,o,?,n,?,?,?
?,f,g,?,n,?,c,?,?,?,?,s,s,?,w,w,?,?,?,v,?,?
x,?,w,?,?,?,c,b,n,e,c,s,s,?,?,w,?,p,?,?,m,?
?,s,?,?,p,f,c,n,?,?,?,?,?,?,?,?,o,?,?,s,g,p
x,y,y,?,a,f,c,?,?,?,?,?,y,w,w,w,o,?,?,?,g,?
f,f,?,?,?,?,?,?,?,t,b,s,s,w,?,w,o,p,?,v,d,e
?,y,?,?,l,?,c,?,g,e,c,s,?,w,w,w,?,?,k,?,m,?
?,?,?,t,?,?,c,?,?,?,c,?,?,w,w,?,?,p,?,?,?,e
x,s,?,t,?,f,c,b,g,?,?,?,?,w,?,?,?,?,n,n,?,e
x,?,y,t,?,f,?,?,?,?,c,s,?,w,?,?,?,p,?,?,g,e
x,?,?,?,?,?,?,?,p,e,e,?,?,w,w,?,?,?,k,v,u,?
?,s,?,t,a,f,?,b,?,?,?,s,?,?,w,?,o,?,?,?,g,?
x,f,g,?,n,f,c,?,n,e,e,s,s,w,?,w,o,?,k,?,?,?
x,y,w,t,p,?,c,?,k,e,?,s,?,w,w,?,o,?,k,s,?,p
?,?,?,t,?,?,c,?,?,?,?,s,y,w,w,?,o,?,n,y,p,?
f,f,n,f,?,f,?,?,k,e,?,s,s,?,w,w,?,?,?,?,u,?
?,?,w,?,?,?,?,?,k,e,?,s,s,w,w,?,o,p,?,n,?,e
?,f,?,t,?,f,w,n,?,?,b,?,s,?,w,w,o,p,?,v,?,e
?,y,w,t,?,f,c,?,?,?,c,s,s,?,?,w,?,?,k,?,?,e
b,?,?,?,?,?,?,b,n,?,c,s,s,w,?,?,?,?,?,?,g,?
x,y,?,?,?,?,c,b,n,e,?,s,y,?,w,?,o,p,?,?,?,?
f,y,y,t,a,?,?,b,p,?,?,s,?,?,w,?,o,p,k,s,?,e
?,y,?,t,a,f,?,?,w,e,?,?,y,?,w,?,o,p,k,?,p,?
?,?,w,t,?,f,c,?,?,e,c,?,s,w,?,w,?,?,?,?,g,?
x,s,w,t,a,f,c,?,w,?,c,s,?,?,w,?,o,p,?,?,m,?
x,?,?,t,p,?,?,?,?,?,?,?,s,w,w,w,o,?,?,?,?,p
f,?,?,t,?,?,w,?,?,t,?,?,s,w,?,w,o,?,?,v,?,e
x,s,?,t,l,f,?,?,w,e,?,s,s,?,?,w,?,?,?,s,?,?
x,?,w,t,l,f,w,n,p,t,?,s,?,?,?,w,?,?,u,v,d,e
?,?,w,?,a,?,c,b,?,e,c,s,?,?,?,w,?,?,k,?,?,?
f,y,?,t,?,?,c,?,w,e,r,?,y,?,?,w,o,?,?,?,?,e
x,s,?,f,?,?,?,?,p,t,e,f,s,w,?,?,o,e,?,s,?,?
f,y,?,t,a,f,c,b,?,e,?,s,y,w,w,?,?,p,n,?,g,?
?,?,?,t,?,?,c,?,p,e,e,s,s,w,w,?,?,?,?,?,?,p
s,?,?,f,n,?,?,?,?,e,e,s,s,w,w,?,?,?,n,?,?,?
b,y,?,?,?,f,?,b,w,e,c,?,s,?,?,?,o,p,n,s,m,?
?,?,?,?,l,?,?,b,n,?,c,?,s,?,?,w,?,?,n,s,?,e
b,?,w,?,?,f,?,?,k,e,?,?,s,w,w,w,?,p,?,?,?,e
f,?,n,?,?,?,c,n,?,e,e,?,s,?,?,?,?,p,?,?,?,?
x,?,?,t,?,?,?,b,?,?,?,s,s,?,?,w,?,?,?,n,?,e
b,?,w,?,?,?,c,b,g,?,?,s,?,w,w,w,o,p,?,n,?,?
?,y,w,?,?,f,c,?,g,?,?,s,?,w,w,w,?,?,?,n,?,?
?,y,n,?,l,f,c,?,w,e,?,s,y,w,w,?,o,?,n,?,g,?
x,?,w,t,p,?,?,n,k,?,e,?,?,?,?,w,?,?,?,v,g,?
x,?,w,t,?,f,?,b,?,e,?,?,?,?,w,w,?,p,n,?,g,e
?,?,w,?,a,f,c,?,n,e,c,s,?,?,w,w,?,p,?,?,m,?
?,f,w,t,?,?,?,?,w,?,?,s,?,?,w,?,?,p,u,v,?,?
?,?,?,?,?,?,c,?,?,e,?,?,s,?,w,?,o,?,?,?,u,e
?,s,?,f,n,?,?,b,?,t,e,s,s,w,?,?,?,?,?,?,g,?
x,?,?,t,?,f,c,?,g,?,c,?,?,w,w,?,?,p,n,?,?,e
?,?,w,t,?,f,?,?,?,e,?,s,s,w,?,?,?,?,n,?,m,e
?,y,?,?,?,?,c,?,?,?,e,s,?,?,w,w,o,p,?,s,?,?
?,s,w,t,l,f,c,?,?,?,c,s,?,?,?,?,?,?,?,n,?,e
?,?,n,t,?,?,?,?,w,e,?,?,?,?,w,?,?,?,?,v,?,p
?,y,w,?,l,?,?,b,?,?,?,s,s,?,w,w,?,?,n,?,?,e
?,y,?,?,?,f,?,b,?,?,?,?,?,w,w,?,?,?,n,?,m,e
f,?,y,t,a,f,c,?,?,e,?,?,y,w,?,w,?,?,?,?,p,e
x,?,?,?,?,?,?,?,?,e,?,s,?,?,w,?,?,?,n,s,?,?
?,?,?,?,?,?,c,b,w,e,?,?,?,?,?,w,?,p,?,?,?,e
?,y,w,?,?,f,c,b,?,e,c,s,s,?,w,?,o,p,?,?,?,?
f,?,n,?,?,?,?,?,?,?,e,s,s,?,w,?,o,e,k,s,?,e
?,?,?,t,?,f,c,b,k,e,c,?,?,?,?,w,?,p,?,?,?,?
?,?,?,t,?,f,?,?,w,e,?,?,?,w,?,?,o,?,?,?,g,?
?,y,y,?,a,?,c,?,?,e,?,s,?,?,?,?,?,p,?,n,m,?
s,?,n,f,n,?,?,?,p,e,?,?,s,w,w,w,o,?,n,v,u,e
x,s,?,t,?,?,?,b,?,?,?,?,s,?,w,w,?,?,?,s,?,?
b,?,?,?,?,f,?,b,?,e,c,s,?,?,w,?,?,?,k,?,?,?
?,y,?,?,?,?,?,b,n,?,?,?,?,w,?,w,o,?,k,s,?,e
b,y,?,?,a,f,c,b,g,?,c,s,s,?,w,?,o,?,k,s,?,?
?,?,?,t,?,?,?,b,g,?,?,?,s,w,?,?,?,?,k,?,g,e
x,y,?,?,?,f,c,?,?,e,?,?,?,w,?,w,o,p,?,y,?,e
?,f,?,f,n,?,c,?,p,e,?,?,s,?,w,w,o,p,n,y,u,?
x,f,?,f,?,f,?,?,?,?,e,s,?,w,w,?,?,?,k,y,u,?
?,y,y,t,l,f,c,b,?,?,?,s,?,?,w,?,o,?,k,s,?,?
?,s,?,?,l,f,c,b,?,?,?,s,s,w,w,?,?,?,k,?,m,e
b,y,?,?,l,?,c,?,k,e,?,s,?,w,?,w,o,p,?,?,?,?
?,s,?,?,a,f,?,?,?,?,?,?,?,w,?,?,?,?,k,?,?,e
?,s,?,?,a,?,?,b,?,?,c,s,?,?,w,?,o,?,?,n,?,e
x,?,y,?,a,?,c,b,k,e,c,s,s,?,w,w,o,?,?,s,m,e
