@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
?,?,-1.0,-1.0,?,?,?,?,-1.0,?,?,?,?,0.88683,?,?,?,?,1.0,?,-1.0,?,-1.0,?,1.0,1.0,?,-1.0,?,?,?,?,0.33611,?
1.0,?,?,?,?,?,-0.08484,?,?,?,0.01279,?,?,?,?,0.9963,?,?,?,?,-0.27316,?,?,0.99899,-0.40747,?,-0.34586,0.92059,-0.30619,0.83951,?,0.82166,?,?
?,0.08333,?,?,1.0,?,?,?,?,-0.82143,-0.62723,?,?,?,?,?,0.59152,-0.42113,?,-0.74628,?,?,-0.46801,-1.0,?,?,-1.0,?,?,-1.0,?,?,?,0
1.0,?,-0.02259,?,-0.04494,?,?,?,-0.08799,?,0.56173,?,?,?,?,?,0.32407,1.0,?,0.99484,?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,-1.0,1.0,1.0,?,-1.0,1.0,?,0.0,?,?,-1.0,-0.1875,?,?,?,-1.0,?,?,?,?,1.0,1.0,1.0,?,?,?,1.0,?,?,0.0,-1.0,?,0
?,?,?,?,0.07418,0.99952,0.13231,1.0,?,0.94846,?,0.95713,0.14644,?,?,?,?,?,0.16265,0.99695,?,?,?,0.91667,0.22431,?,0.23571,?,0.22511,?,0.29576,?,0.31166,?
1.0,?,?,?,?,?,0.0,0.0,?,?,?,0.0,0.0,-0.61354,?,?,?,?,0.14375,?,?,?,-0.27083,?,?,?,?,?,?,0.0,?,?,0.0,?
?,?,?,?,?,?,0.22574,?,?,0.9493,?,0.92992,?,0.89241,?,?,?,?,0.33129,0.83393,?,0.74829,?,0.76193,?,0.68452,?,0.62764,?,0.56791,0.47033,0.54252,?,?
?,0.01667,-0.35625,?,0.0,?,?,?,0.0,0.0,0.0,?,0.0,0.12292,?,0.22813,?,1.0,?,?,0.0,0.08333,?,-0.10625,?,?,?,-1.0,?,?,?,1.0,?,?
?,1.0,0.16801,?,?,0.94616,?,?,0.2261,?,?,?,0.46899,0.81011,0.49225,?,?,?,0.56977,?,?,?,0.6472,?,0.55236,0.43317,?,?,?,0.33921,?,?,?,?
1.0,0.63816,?,0.20833,-1.0,?,?,?,?,?,1.0,?,?,0.01754,0.05044,?,?,?,?,?,-0.4386,-1.0,?,0.80921,-1.0,?,?,1.0,1.0,?,?,?,?,0
1.0,?,?,?,?,0.8706,?,?,?,?,?,?,-0.1608,?,?,?,?,0.80025,?,?,?,?,-0.12312,?,0.10678,0.9289,?,?,?,0.4397,?,?,?,?
?,0.84783,0.10598,1.0,?,?,-1.0,0.66938,?,?,?,1.0,?,?,0.35507,?,?,?,?,?,?,0.8913,?,?,?,?,?,0.37681,-0.01947,1.0,0.22464,?,0.37409,?
1.0,?,0.28046,?,0.02477,1.0,0.07764,?,0.04317,0.98762,0.33266,1.0,?,1.0,?,0.9575,-0.24598,?,-0.08668,?,?,?,?,?,?,?,-0.02174,?,?,?,-0.22021,0.80355,-0.07329,?
?,?,-1.0,1.0,?,?,-1.0,1.0,?,?,1.0,1.0,?,1.0,?,?,1.0,1.0,1.0,?,1.0,1.0,?,?,?,?,-1.0,?,?,?,?,?,-1.0,0
1.0,1.0,?,0.81309,?,?,1.0,0.20619,?,-0.43872,1.0,?,0.77092,-1.0,?,-0.39046,-0.58634,?,?,?,?,?,-0.97491,?,-1.0,0.41778,-0.93296,?,-1.0,0.9357,-0.35222,0.98816,0.03446,1
?,?,?,?,?,?,-1.0,1.0,1.0,1.0,1.0,?,?,1.0,?,1.0,?,?,?,1.0,1.0,?,1.0,?,1.0,?,?,0.0,?,?,-1.0,?,-1.0,0
1.0,?,0.03529,?,?,?,?,?,0.25068,?,?,1.0,?,?,?,?,0.65701,1.0,?,1.0,0.61267,1.0,0.59457,0.89593,?,0.89502,0.71374,0.85611,?,0.74389,?,?,0.75837,?
0.0,1.0,-1.0,?,?,?,?,?,-1.0,?,0.0,0.0,?,?,?,1.0,?,1.0,?,?,?,?,?,?,?,?,-1.0,-1.0,-1.0,0.0,?,?,-1.0,?
?,0.96087,?,0.9676,0.19279,?,?,?,?,0.92867,?,?,?,0.8282,?,?,?,0.69003,?,?,?,?,?,?,0.74689,0.33401,0.83796,?,0.86061,?,?,?,?,?
?,?,0.38889,?,0.0,-0.32937,?,?,0.0,?,?,?,?,0.20635,?,0.21032,?,?,?,0.0,?,?,?,?,0.27381,?,?,?,0.0,?,0.0,0.0,?,0
?,?,?,?,?,1.0,?,?,0.28453,?,?,?,0.38261,0.94575,?,?,?,?,?,?,?,0.79578,0.62758,0.66643,?,0.59417,?,?,?,?,?,?,?,?
?,?,?,?,?,1.0,?,1.0,?,1.0,?,?,1.0,?,-1.0,1.0,1.0,?,?,1.0,-1.0,-1.0,-1.0,?,-1.0,?,?,?,1.0,?,?,?,-1.0,0
?,?,?,?,?,?,?,1.0,?,0.98703,?,?,?,0.91118,?,0.81939,0.46059,?,?,0.794,?,?,0.58129,0.67077,0.59723,?,0.6099,0.53952,?,?,0.63636,?,0.62658,1
?,1.0,?,?,-1.0,?,?,1.0,?,?,?,1.0,1.0,?,?,?,?,-1.0,?,?,?,?,1.0,?,?,?,?,?,?,?,-1.0,-1.0,1.0,?
?,?,0.24168,1.0,?,?,0.72973,1.0,?,?,?,?,1.0,1.0,?,?,?,1.0,?,0.74468,?,0.89647,?,?,?,?,1.0,?,?,-0.1737,1.0,-0.81383,1.0,?
?,?,?,1.0,-1.0,?,1.0,-1.0,?,?,?,?,1.0,?,0.0,?,?,-1.0,?,?,1.0,?,?,?,?,1.0,1.0,?,?,1.0,?,?,1.0,?
?,1.0,-0.06604,?,?,?,?,1.0,?,1.0,?,?,?,1.0,?,?,?,1.0,-0.61538,1.0,?,1.0,-1.0,?,?,1.0,?,1.0,-1.0,?,?,?,?,?
0.0,?,?,1.0,?,1.0,1.0,?,1.0,1.0,1.0,?,-1.0,1.0,?,1.0,?,1.0,?,?,?,1.0,1.0,?,-1.0,1.0,?,?,?,?,?,?,-1.0,?
1.0,?,0.07804,?,0.16251,?,?,?,?,0.78801,0.42196,0.70716,?,?,?,?,0.642,?,?,0.39903,0.66975,?,0.68343,0.23693,?,?,?,?,?,?,?,-0.04023,?,1
?,?,?,?,?,0.46643,?,?,?,1.0,-0.15194,0.0106,?,?,0.38869,0.18681,?,0.10567,0.36353,?,?,-8.3E-4,?,?,0.19405,?,?,?,?,?,?,-0.04013,?,?
1.0,?,?,?,?,?,?,0.85947,?,?,?,?,?,?,?,0.7855,?,?,?,?,0.06953,?,-0.18639,0.65385,0.02811,?,-0.06637,?,-0.21154,0.59024,-0.14053,?,?,?
?,0.39179,?,0.97464,0.04328,?,?,?,?,0.54478,?,0.61567,?,0.57836,?,0.66791,?,0.46642,-0.11567,?,?,?,0.45522,?,0.16418,0.49309,?,?,?,0.39118,?,0.34411,?,?
?,?,?,0.76981,?,?,?,?,-0.04528,0.64528,?,?,-0.13962,?,-0.02264,?,?,?,?,0.75849,?,?,?,0.84906,?,0.73886,-0.05801,?,0.02264,0.86415,?,?,?,?
1.0,?,-0.05,0.89241,?,?,0.72727,0.66364,-0.05909,?,?,0.81809,?,?,?,?,?,0.66818,0.1,?,-0.3,?,?,?,?,?,0.14673,?,?,?,?,?,?,0
1.0,?,?,?,0.0,?,0.12941,0.4,-0.05882,?,0.14118,?,?,?,-0.0549,0.58039,?,?,?,?,?,?,0.08235,?,0.00392,?,0.10039,?,?,?,?,?,0.17255,?
1.0,?,0.12482,0.35,0.125,0.23182,?,?,?,0.04517,0.36194,?,?,-0.1335,?,?,?,?,0.12727,?,0.05078,-0.18636,?,?,-0.04802,?,?,?,?,?,-0.07464,?,?,0
1.0,0.88305,-0.21996,1.0,?,?,0.19206,?,0.05901,?,-0.04292,?,?,?,?,0.69206,0.5794,0.7103,?,?,?,?,?,0.5676,0.52039,0.69811,?,?,?,?,0.70923,?,0.54185,?
?,0.84557,-0.0858,?,-0.80553,?,?,?,?,?,-0.00763,?,?,-0.20019,?,?,?,0.77979,?,?,0.5081,?,0.80934,0.78932,?,?,-0.25288,0.77884,-0.14109,?,?,?,-0.59867,?
?,?,?,?,0.04348,?,?,?,?,0.5,0.26957,0.57826,-0.23043,?,0.37826,?,-0.42609,?,-0.26087,?,0.11739,?,?,?,-0.12174,0.4993,-0.04264,?,?,0.64348,?,0.50435,0.14783,?
?,?,0.14861,-0.33746,?,?,?,0.31889,-0.06811,?,?,0.47368,0.08978,?,-0.1548,0.16409,?,0.33746,0.03406,?,?,-0.63777,-0.6161,?,?,0.41348,?,?,?,0.02399,0.5582,?,-0.08978,?
1.0,0.29202,?,0.45331,0.16808,0.51783,-0.00509,?,?,?,?,?,?,0.55518,0.03905,0.81664,-0.22411,?,-0.04244,?,0.06621,?,?,?,?,?,-0.03351,?,?,?,-0.01868,?,?,1
1.0,0.79157,?,0.0,?,?,?,?,?,0.38359,?,?,0.53215,?,?,?,0.95122,?,?,?,?,?,0.23725,-0.91574,?,-0.34146,?,?,?,?,0.1286,0.0,?,0
?,?,0.16607,0.79299,?,?,?,?,?,0.44303,?,?,0.87493,?,?,?,?,-0.28739,?,?,0.65924,-0.57135,0.53805,-0.68159,?,?,?,?,0.11218,?,?,?,?,?
1.0,?,?,0.82683,?,?,?,?,?,?,?,?,0.93945,-0.13254,?,?,?,-0.52145,?,?,0.49508,?,0.33537,?,?,?,?,-0.82366,?,-0.67289,?,?,?,?
?,-1.0,-1.0,?,0.0,0.50814,?,?,?,?,-0.41368,?,0.0,?,0.0,1.0,-0.2671,?,?,0.97068,-1.0,?,?,1.0,-0.59609,?,-1.0,?,-1.0,?,?,0.0,?,0
?,0.74084,0.04974,?,0.02543,?,0.03793,0.6623,0.09948,?,?,0.75934,?,?,?,?,?,0.63613,?,0.70021,?,?,0.12185,?,?,?,0.13608,0.65707,0.17539,?,0.14697,0.57455,?,?
1.0,1.0,-1.0,?,?,?,-0.99265,0.80882,0.55147,?,-0.94853,0.0,?,?,?,0.72059,?,0.73529,?,?,0.0,?,-1.0,?,?,?,?,?,-1.0,?,?,?,?,?
1.0,?,?,?,?,?,?,?,?,?,-0.07092,?,?,?,-0.15727,1.0,?,?,?,?,-0.18519,?,?,?,-0.22083,?,?,0.94599,?,0.96436,?,?,?,?
0.0,?,0.0,0.0,?,0.0,0.0,?,0.0,?,?,?,?,?,?,?,?,0.0,?,0.0,?,?,?,?,?,?,?,0.0,0.0,?,?,0.0,?,0
1.0,?,?,?,-0.1269,?,?,0.97026,0.0846,?,?,?,?,?,?,0.99273,-0.21216,0.98678,?,?,?,0.93126,?,1.0,?,0.88793,-0.31565,0.81428,?,?,?,0.69531,?,?
?,?,-0.31818,0.0,0.0,?,?,?,0.95833,?,?,?,?,?,?,0.59091,-0.35985,?,?,0.0,?,0.0,?,0.24242,0.17803,?,-0.23864,?,-0.48485,?,?,0.0,?,?
?,?,?,?,-0.03692,?,-0.87052,0.90083,0.66942,?,-0.10104,?,?,?,?,1.0,?,1.0,?,?,-0.23452,1.0,?,?,-0.29852,1.0,?,1.0,-0.36931,?,?,1.0,-0.44739,?
1.0,0.0,?,?,0.0,0.0,0.0,?,0.0,?,1.0,0.0,?,?,?,?,?,0.56098,?,?,0.0,?,?,?,?,1.0,?,?,0.0,?,?,?,?,?
1.0,0.99449,?,0.84082,?,?,-0.16431,?,-0.06257,?,?,0.85221,0.02966,?,?,0.93881,?,0.98298,-0.08935,0.89876,7.5E-4,?,?,0.93368,-0.19872,0.87579,-0.17806,?,?,0.80253,?,0.76586,?,?
1.0,0.10135,?,0.0,?,?,?,?,?,?,?,?,0.0,?,0.0,?,?,0.33108,-1.0,?,0.0,?,?,-0.42568,-1.0,?,?,?,?,?,?,0.0,0.0,0
1.0,?,?,?,?,0.89518,?,?,-0.35818,?,-0.23229,?,-0.86402,?,-0.57535,?,?,?,?,?,?,?,?,?,?,0.53777,?,?,?,?,-1.0,?,-0.76112,1
1.0,?,-0.62879,?,?,0.0,?,?,?,?,?,0.0,?,0.0,?,?,?,?,?,?,?,0.0,?,?,0.0,1.0,?,?,-0.93182,?,?,?,0.0,0
1.0,?,0.1931,?,?,0.67203,0.55785,?,0.69962,0.36705,0.81533,?,?,?,?,?,?,?,?,?,?,?,?,-0.59234,?,?,?,-0.57241,?,?,?,?,?,?
1.0,0.42,?,?,?,?,-1.0,0.9,1.0,?,0.64,?,0.0,?,?,?,?,?,?,?,?,?,?,0.21,0.68,?,?,?,0.0,?,?,?,0.0,?
?,?,0.23395,?,?,?,?,0.4766,0.84222,?,?,0.09467,0.88248,?,0.91404,?,0.75517,?,?,?,?,?,0.29162,?,?,?,-0.11943,-0.64962,-0.28183,-0.51251,?,?,?,1
?,?,0.81586,?,1.0,?,?,?,0.2973,-0.18599,?,?,-0.0897,?,-0.03403,0.01108,?,?,9.7E-4,?,7.5E-4,-3.0E-5,?,?,?,?,?,?,?,0.0,?,?,?,0
?,?,?,?,?,?,?,0.2381,0.09524,?,0.02381,?,-0.04762,?,?,0.28571,-0.11905,0.33333,0.04762,0.30952,?,?,?,?,?,?,?,0.19048,?,?,?,0.14694,-0.01877,?
1.0,?,-0.14754,?,?,0.57377,?,0.65574,0.01639,0.85246,-0.03279,0.72131,?,0.68852,?,?,-0.14754,?,-0.17176,?,0.03279,1.0,?,?,-0.34426,0.52385,-0.20325,?,-0.03279,0.27869,?,0.4918,?,?
?,?,?,?,?,0.86249,?,?,?,?,0.04545,0.79343,?,?,?,?,?,0.68182,?,0.70674,0.12608,?,?,0.74545,?,?,?,?,0.02727,0.60715,0.16465,?,0.17077,1
?,0.39286,?,?,0.11342,?,-0.76378,?,0.0119,0.82143,0.40476,?,?,-0.34797,-0.63668,0.46429,?,0.54762,?,?,0.44961,?,?,0.32143,?,?,?,0.57143,?,-0.54891,?,0.25441,?,?
?,?,-0.07111,1.0,?,1.0,?,?,?,?,?,?,?,1.0,?,?,?,?,?,?,?,?,?,?,?,1.0,-0.14162,?,?,1.0,-0.15609,?,?,1
1.0,?,?,0.58182,-0.14545,?,?,?,-0.03636,0.29091,?,?,?,?,?,0.2,?,?,0.05455,?,?,0.61818,?,0.32727,?,0.41098,?,0.34545,?,0.12727,-0.36364,?,-0.29091,?
