@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {b, g}


@data
1.0,?,?,?,?,?,0.0,0.1147,-0.2681,?,-0.38172,?,?,?,0.38602,?,?,?,0.22115,?,?,?,0.0,-0.14803,?,0.20645,-0.02294,?,0.0,0.16595,0.24086,-0.08208,?,?
?,1.0,?,?,-0.18388,1.0,-0.2732,?,-0.43107,?,?,0.96232,-0.51874,?,?,?,?,0.69876,-0.70997,0.70645,-0.7632,0.63081,?,0.55867,-0.89128,0.47211,-0.865,?,?,?,?,?,-0.89158,?
1.0,?,-0.5421,?,-1.0,?,?,?,0.36217,1.0,?,?,1.0,1.0,-1.0,1.0,-0.29354,?,?,?,1.0,?,1.0,1.0,?,1.0,?,?,-1.0,1.0,?,1.0,-1.0,b
1.0,?,-0.16316,1.0,-0.10169,0.99999,?,?,-0.19277,0.94055,?,0.95735,?,0.93719,?,0.94486,?,0.90137,?,0.86043,-0.47308,0.82987,-0.5122,0.8408,-0.47137,0.76224,-0.5837,0.65723,?,0.68714,?,0.64727,-0.67226,?
1.0,1.0,-0.86701,1.0,?,0.85492,?,1.0,-0.1209,1.0,0.35147,1.0,?,?,?,?,?,?,?,?,?,?,0.62349,?,-0.17012,?,?,?,-0.66494,1.0,?,1.0,-0.18826,b
1.0,?,0.0738,1.0,0.0342,1.0,?,1.0,0.08764,?,0.19651,?,0.20328,1.0,0.12785,?,0.10561,1.0,?,1.0,?,?,?,1.0,0.20033,1.0,0.36743,0.95603,0.48641,?,?,?,?,g
1.0,?,?,1.0,?,?,-1.0,?,?,0.43685,-1.0,0.0,?,-1.0,-0.34265,-0.37681,0.03623,1.0,-1.0,?,0.0,0.0,0.0,-0.16253,0.92236,0.39752,?,?,0.0,1.0,0.23188,?,?,b
?,?,?,1.0,-0.01236,0.97811,0.02498,0.96112,?,0.99274,0.07808,?,0.10346,0.94212,?,?,?,0.86104,?,?,?,0.83668,?,0.81329,0.13412,?,0.13638,0.7911,0.15379,0.77122,?,?,0.12015,g
0.0,0.0,?,-1.0,?,?,1.0,-1.0,?,-1.0,1.0,1.0,?,1.0,1.0,?,?,-1.0,?,?,?,-1.0,1.0,?,?,?,-1.0,?,1.0,-1.0,-1.0,?,?,b
?,?,?,?,0.05031,?,0.18761,?,0.34081,?,?,0.62099,0.14285,0.78637,0.10976,0.58373,0.18151,0.14395,0.41224,0.53888,0.21326,0.5142,0.22625,?,0.23724,?,?,0.43433,0.25306,0.40663,0.25792,?,0.33036,g
?,1.0,?,0.0,0.0,0.0,0.0,1.0,?,1.0,-1.0,-0.71875,?,0.0,?,-1.0,1.0,1.0,?,?,?,?,?,?,?,?,1.0,1.0,-1.0,1.0,?,?,?,b
?,?,-0.00612,1.0,?,1.0,-0.07649,?,-0.10605,1.0,?,?,-0.39489,1.0,-0.15616,?,-0.31884,0.86473,?,0.91693,-0.44072,0.9606,-0.46866,0.81874,-0.40372,?,?,0.75784,-0.38231,?,-0.40575,?,-0.45039,g
?,?,1.0,?,?,0.0,0.0,-1.0,-1.0,0.0,?,0.0,?,-1.0,-1.0,?,-1.0,?,?,-1.0,?,?,?,0.0,?,1.0,?,-1.0,1.0,?,1.0,?,?,b
1.0,0.96071,0.07088,1.0,?,1.0,0.09313,?,-0.05144,?,0.0258,?,?,?,0.09831,?,0.0028,?,?,0.65961,?,0.64158,-0.05929,?,?,0.58051,?,0.49664,?,?,?,0.52099,-0.00182,?
0.0,-1.0,?,0.0,0.0,0.0,0.0,?,1.0,?,1.0,?,?,0.0,?,?,?,-1.0,1.0,1.0,?,?,0.0,-1.0,-1.0,1.0,-1.0,?,1.0,-1.0,1.0,0.0,?,b
1.0,1.0,?,?,?,?,-0.05131,?,?,1.0,?,0.84493,?,0.93392,?,0.6917,?,0.65731,?,0.9491,?,0.80852,-0.31654,?,?,0.72529,?,0.73094,-0.38576,0.54356,-0.26284,?,-0.39487,?
?,1.0,?,?,-1.0,1.0,-1.0,?,?,?,?,1.0,-1.0,1.0,?,?,-1.0,1.0,-1.0,1.0,-0.62796,?,?,?,-1.0,1.0,-1.0,?,-1.0,?,-1.0,1.0,-1.0,b
?,?,?,1.0,?,?,-0.81779,0.94817,?,0.95473,?,0.88486,?,0.87937,-0.23433,0.81051,?,?,-1.0,?,0.11053,0.62357,-0.78547,?,-0.82868,?,?,0.4065,?,?,-0.92128,?,-1.0,?
0.0,-1.0,-1.0,?,?,?,1.0,?,-0.375,0.0,0.0,0.0,?,0.0,?,1.0,?,-1.0,?,?,?,?,?,1.0,?,-1.0,1.0,-1.0,-1.0,?,?,-1.0,?,b
1.0,?,0.0838,1.0,?,?,-0.13308,0.98172,?,1.0,0.47904,?,0.59113,?,?,1.0,?,?,?,?,1.0,0.98042,1.0,?,?,0.83899,1.0,?,?,0.64358,1.0,?,?,g
0.0,?,-1.0,?,1.0,1.0,?,-1.0,?,?,-1.0,?,?,?,0.0,?,1.0,?,?,?,-1.0,1.0,-1.0,?,?,1.0,-1.0,1.0,-1.0,?,1.0,1.0,?,?
?,?,-0.14236,1.0,-0.16256,?,-0.23656,1.0,?,1.0,-0.2501,1.0,-0.26161,1.0,-0.21975,?,-0.38606,?,?,1.0,?,1.0,-0.59661,?,-0.47643,?,?,1.0,?,?,?,1.0,?,g
1.0,1.0,-1.0,?,1.0,?,?,1.0,-1.0,?,-1.0,?,?,?,-1.0,1.0,1.0,1.0,-0.85583,1.0,1.0,1.0,?,?,0.0,?,1.0,1.0,-0.79141,?,?,?,1.0,b
1.0,0.88208,-0.14639,0.93408,-0.11057,0.921,-0.1645,0.88307,?,0.88462,?,?,?,?,-0.35924,0.80681,?,0.75243,?,0.70555,?,0.6615,-0.50085,0.61297,?,?,-0.54629,0.50179,-0.59854,0.47075,-0.57377,?,?,g
1.0,0.71253,-0.02595,0.41287,?,0.98019,?,0.99709,?,1.0,-0.10951,0.58965,1.0,?,?,?,?,?,?,?,?,?,0.05456,?,-0.20392,?,-0.41307,?,?,0.86136,-0.87354,?,?,?
?,1.0,?,0.72314,?,0.83443,?,?,?,?,?,0.79962,-0.12527,?,0.14638,1.0,0.39337,?,?,?,-0.01891,0.92599,-0.91338,?,0.14803,1.0,-0.11582,1.0,-0.11129,?,?,?,-0.57758,?
?,?,-1.0,1.0,1.0,?,?,?,?,1.0,-1.0,1.0,-0.89375,1.0,?,0.17589,0.70982,?,?,1.0,?,?,?,?,?,1.0,?,0.95982,?,1.0,?,?,0.34732,?
?,?,0.00433,1.0,-0.01209,?,?,?,?,?,-0.06256,?,-0.06544,?,-0.07917,?,-0.13665,?,-0.14327,?,?,?,-0.13565,?,-0.20851,0.89067,?,0.85644,?,0.83777,-0.20101,?,-0.20766,?
0.0,?,1.0,1.0,-1.0,0.0,?,?,0.0,-1.0,?,?,0.0,?,?,?,?,1.0,?,?,1.0,?,?,?,?,1.0,?,?,?,?,?,?,?,?
?,?,?,0.94191,?,0.94705,0.05345,0.93582,?,?,?,0.92766,?,0.92048,0.06211,?,?,?,?,?,?,?,?,0.75755,?,?,?,?,?,?,?,?,?,?
?,1.0,?,?,?,0.97545,?,?,?,0.91036,?,?,0.5364,?,?,?,?,?,?,0.6585,?,0.60138,?,?,?,?,?,?,?,?,0.14677,?,?,?
?,?,0.06538,?,?,?,?,0.93051,?,0.86773,?,?,?,?,?,0.65954,?,?,?,?,?,?,0.6884,?,?,0.27712,0.72386,0.19296,0.70682,?,0.72688,0.0699,0.71444,g
?,?,?,?,?,?,-0.14375,0.0,0.0,-1.0,1.0,1.0,?,?,-1.0,?,-1.0,?,-1.0,1.0,-1.0,?,1.0,?,?,?,-1.0,-1.0,?,?,?,?,?,?
1.0,0.90932,0.08791,?,?,1.0,0.16598,?,?,?,0.36719,0.16286,?,?,0.46086,?,0.49618,?,?,?,?,0.31274,0.55826,?,?,?,?,?,?,?,?,0.12137,?,?
1.0,?,?,?,0.82857,?,?,?,-0.23393,?,0.96161,?,?,1.0,-1.0,?,0.13839,1.0,?,1.0,-0.03393,?,1.0,?,?,?,?,?,?,?,-1.0,?,-1.0,b
?,?,?,?,?,?,?,0.99374,?,0.92738,?,?,-0.37965,?,?,0.84922,?,?,?,?,?,?,?,0.68282,-0.68479,0.65247,-0.73174,?,-0.75353,?,-0.80278,0.49195,-0.83245,?
?,?,0.0,?,0.0,?,0.0,?,1.0,?,?,0.0,?,0.0,?,?,?,-1.0,-1.0,0.0,?,?,0.0,?,?,?,?,-1.0,?,?,0.0,?,?,b
1.0,?,-0.0373,?,?,?,-0.11039,?,?,?,?,?,?,?,?,?,-0.344,?,?,0.89991,-0.34691,0.87874,?,?,?,0.83172,-0.43122,0.81433,-0.42593,?,?,?,?,?
?,0.94598,-0.02685,-1.0,0.26131,?,0.35639,?,?,?,?,?,?,?,?,?,-0.4627,?,?,?,?,?,0.37361,?,?,?,?,?,?,?,?,?,0.41913,?
?,0.98166,?,?,-0.03818,?,?,?,-0.06971,?,?,0.94713,?,0.93369,-0.1279,?,-0.11583,?,-0.192,?,-0.17387,0.86257,-0.18739,?,?,?,-0.21136,0.78546,?,?,-0.23095,?,?,g
?,?,0.0,?,0.51724,?,?,?,?,0.0,0.0,?,?,?,?,?,?,0.7694,?,?,?,0.53448,?,-0.90302,?,?,?,-1.0,0.81573,0.0,?,0.0,?,b
?,?,?,?,0.02919,0.93421,?,?,?,?,-0.01789,?,?,?,?,?,?,?,?,?,?,?,-0.1629,?,?,?,-0.01158,?,?,?,?,?,?,?
?,?,?,1.0,?,0.0,0.0,0.0,0.0,?,1.0,1.0,?,?,?,1.0,?,-1.0,?,?,?,?,-1.0,?,?,1.0,1.0,?,-1.0,?,?,?,0.0,?
?,?,?,?,1.0,?,?,-0.2697,?,?,?,?,?,?,?,-1.0,-0.57779,?,-0.42052,?,?,?,?,?,?,?,-1.0,1.0,?,1.0,-0.34686,1.0,?,?
?,?,?,?,?,?,0.63317,0.03515,-1.0,?,-1.0,1.0,1.0,0.88683,?,?,1.0,?,?,?,-1.0,?,?,?,1.0,1.0,?,?,?,?,?,?,?,?
?,0.95659,?,?,?,0.97165,?,?,-0.06561,0.94717,?,?,-0.16795,?,-0.19497,?,-0.32268,?,?,0.91428,?,0.9014,-0.29807,?,-0.40747,0.87244,?,0.92059,?,?,-0.39061,?,?,g
1.0,?,?,?,1.0,?,1.0,?,0.47173,?,-0.62723,?,?,?,?,?,?,?,-0.42113,-0.74628,-1.0,?,?,?,?,1.0,?,?,?,-1.0,?,?,?,?
?,1.0,-0.02259,1.0,?,?,-0.06682,?,?,?,?,?,?,1.0,?,?,?,?,?,0.99484,?,?,?,?,?,?,?,0.8292,?,?,-0.22765,?,-0.22981,?
0.0,?,1.0,?,?,?,?,?,0.0,?,?,?,?,?,?,?,?,?,-1.0,-1.0,-1.0,?,1.0,?,?,1.0,?,?,?,?,?,?,?,b
1.0,?,0.05812,?,?,0.99952,?,?,-0.01911,?,?,0.95713,?,0.94862,0.11224,?,0.20119,0.96741,?,0.99695,?,?,0.1641,?,?,0.88423,0.23571,0.88568,0.22511,0.78324,?,?,0.31166,?
1.0,?,-1.0,-1.0,?,?,?,?,0.0,-1.0,?,?,?,-0.61354,?,?,0.36146,0.51979,?,?,?,?,?,-0.84792,?,?,1.0,?,?,?,?,?,?,b
?,?,?,1.0,0.12197,?,?,0.98602,0.09237,?,?,?,0.24288,0.89241,?,0.85529,?,?,?,0.83393,?,?,0.39597,?,0.34658,?,?,0.62764,?,?,?,0.54252,0.50903,g
1.0,0.01667,?,0.0,?,?,?,?,0.0,?,?,0.0,?,?,?,?,?,?,-0.42292,0.0,?,?,?,?,-0.16667,1.0,?,-1.0,0.18854,?,?,1.0,?,?
?,1.0,?,?,0.16334,?,?,?,?,?,?,?,0.46899,0.81011,?,?,0.48311,?,?,?,0.58071,?,?,?,?,?,?,?,?,?,0.66844,0.22101,0.78685,g
1.0,?,1.0,?,-1.0,?,1.0,0.87719,?,?,?,?,0.58772,?,?,?,-1.0,?,?,?,?,-1.0,?,?,-1.0,?,?,?,?,?,?,1.0,?,b
?,1.0,-0.41457,1.0,?,?,?,1.0,?,0.93844,0.4799,?,?,?,?,0.97613,?,?,?,?,-0.19095,1.0,-0.12312,?,0.10678,?,?,1.0,?,?,?,0.51382,-0.05402,g
?,0.84783,?,1.0,0.3913,1.0,?,0.66938,0.08424,1.0,?,?,0.60598,?,0.35507,1.0,0.02672,?,-0.43025,?,0.63496,?,?,0.91033,?,?,0.15942,?,?,?,?,?,0.37409,b
1.0,?,?,?,0.02477,?,0.07764,?,?,0.98762,0.33266,1.0,?,1.0,0.04384,?,?,?,-0.08668,?,0.0415,?,?,?,?,0.96414,-0.02174,?,?,?,?,0.80355,-0.07329,g
?,1.0,?,1.0,?,?,?,1.0,?,?,?,?,?,1.0,?,?,1.0,1.0,1.0,1.0,?,1.0,?,1.0,?,?,?,?,0.65625,?,?,1.0,-1.0,b
?,?,?,0.81309,?,?,1.0,?,?,?,1.0,-0.79135,?,?,0.40268,-0.39046,-0.58634,?,-0.42822,-0.73083,?,?,-0.97491,?,?,?,?,?,?,0.9357,?,?,?,g
1.0,1.0,?,?,-1.0,1.0,-1.0,1.0,?,?,?,?,1.0,?,?,?,?,?,?,?,?,?,1.0,?,?,?,0.5,0.0,0.0,1.0,-1.0,?,-1.0,?
?,1.0,0.03529,?,0.18281,1.0,?,?,0.25068,1.0,?,?,?,?,?,1.0,0.65701,?,?,1.0,0.61267,?,0.59457,?,?,0.89502,?,?,?,?,?,?,?,?
?,?,?,1.0,1.0,-1.0,-1.0,1.0,?,0.0,0.0,?,0.0,?,?,?,?,?,?,-0.75,1.0,?,?,1.0,-1.0,1.0,?,?,?,?,?,1.0,?,?
?,0.96087,0.0862,0.9676,?,?,0.27451,?,0.35052,?,?,?,?,?,?,0.73242,0.69065,?,?,?,0.6882,?,0.76197,0.40615,?,0.33401,?,0.24944,?,0.13756,0.86835,?,?,g
?,?,0.38889,0.0,?,?,?,0.0,?,0.0,0.0,?,?,0.20635,?,0.21032,0.19444,?,0.78175,?,0.0,0.0,0.0,?,0.27381,0.7619,?,?,?,0.0,?,?,0.0,b
1.0,?,0.0507,?,?,1.0,0.19498,?,0.28453,?,0.34826,?,?,0.94575,?,?,?,?,0.58801,?,?,?,?,?,?,?,0.69435,?,0.72684,?,0.71689,0.33381,0.75243,?
?,1.0,1.0,?,0.0,?,?,1.0,?,?,?,?,1.0,1.0,?,1.0,1.0,1.0,?,?,-1.0,?,?,?,?,1.0,?,?,?,?,?,1.0,?,b
?,1.0,?,?,0.11982,1.0,?,?,?,?,?,?,0.37639,?,?,0.81939,?,?,0.46994,?,?,0.70331,?,?,?,0.58903,0.6099,0.53952,0.60932,?,0.63636,?,0.62658,?
?,1.0,1.0,?,-1.0,1.0,1.0,1.0,?,?,?,1.0,?,?,?,?,-1.0,-1.0,?,-1.0,?,-1.0,?,?,?,?,1.0,?,?,-1.0,?,?,?,b
?,?,0.24168,1.0,0.4859,?,?,1.0,1.0,1.0,?,?,?,?,?,?,?,?,1.0,?,1.0,0.89647,?,0.64628,?,0.38255,?,?,?,-0.1737,1.0,?,1.0,?
?,?,?,?,?,1.0,?,-1.0,?,0.0,?,?,1.0,0.0,?,?,0.0,-1.0,?,-1.0,?,1.0,1.0,1.0,-1.0,1.0,?,?,?,?,?,-1.0,1.0,?
?,1.0,-0.06604,1.0,?,?,?,?,?,1.0,-1.0,1.0,-0.40559,?,?,1.0,?,?,-0.61538,?,-0.26573,?,-1.0,?,-0.58042,?,-0.81372,?,?,?,?,?,-0.48252,?
?,?,?,1.0,?,?,1.0,1.0,?,1.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,-1.0,?,1.0,?,?,b
?,0.92277,0.07804,0.92679,0.16251,?,?,?,0.35197,?,?,?,?,?,?,?,0.642,?,0.64924,0.39903,?,?,?,?,0.76146,?,0.73885,?,0.71038,?,0.77072,?,0.69509,?
?,0.68198,-0.17314,?,0.21908,?,?,?,0.58304,?,?,?,0.44523,?,0.38869,?,?,?,?,?,?,-8.3E-4,?,?,?,-0.04314,?,-0.04779,?,-0.04585,?,-0.04013,0.04586,b
?,?,-0.02811,0.6568,-0.05178,?,?,?,?,?,?,?,?,0.73077,?,?,?,0.65976,-0.01479,0.78698,?,0.34615,?,?,?,?,?,?,?,?,?,?,?,g
1.0,?,-0.06343,0.97464,0.04328,?,?,?,0.15299,?,?,?,?,0.57836,0.6791,?,?,?,-0.11567,0.65574,0.14792,?,0.45522,?,0.16418,?,?,?,?,?,0.13521,?,?,b
?,?,0.04528,?,-0.10566,?,?,?,-0.04528,0.64528,?,?,?,?,?,0.76981,0.08679,?,-0.07925,?,-0.23774,0.73962,-0.14717,0.84906,?,?,-0.05801,0.66792,?,0.86415,0.03774,?,?,?
?,?,?,0.89241,?,?,?,?,-0.05909,?,?,?,0.09559,?,?,?,?,?,?,?,-0.3,?,-1.0,0.57273,0.32727,?,0.14673,?,?,0.48927,0.14643,?,?,?
?,?,-0.01569,?,0.0,?,0.12941,?,?,?,?,?,?,0.52549,?,?,0.01569,0.50196,0.0,0.45882,0.06667,0.58039,?,?,?,0.48601,?,?,?,?,?,?,?,g
?,0.41932,0.12482,0.35,?,?,?,?,?,0.04517,?,?,?,?,?,0.02727,?,?,?,-0.20028,?,-0.18636,?,-0.14003,?,?,-0.07114,?,-1.0,?,?,?,?,b
?,0.88305,?,?,0.36373,0.82403,?,?,0.05901,0.90558,?,?,?,0.77897,?,0.69206,0.5794,?,?,?,0.27575,1.0,?,?,?,?,0.53235,?,?,?,?,?,?,?
1.0,?,?,-0.31745,?,-0.08961,-0.56435,?,?,0.89514,-0.00763,?,0.63966,-0.20019,-0.68065,0.85701,?,0.77979,?,-0.06959,0.5081,?,0.80934,?,?,?,?,?,-0.14109,-0.21354,?,?,-0.59867,?
?,0.7087,-0.24783,0.64348,?,0.45217,?,0.65217,?,?,0.26957,0.57826,-0.23043,?,?,?,-0.42609,?,-0.26087,?,?,0.53246,?,?,?,?,?,?,-0.04448,?,?,0.50435,0.14783,?
1.0,?,?,-0.33746,0.73375,?,-0.13932,?,-0.06811,?,?,0.47368,?,?,?,?,0.45201,?,?,?,?,?,?,1.0,0.65635,?,?,?,?,?,?,0.52632,?,?
1.0,0.29202,?,?,?,0.51783,-0.00509,?,0.20883,?,?,?,-0.04754,?,?,?,-0.22411,?,?,0.34975,0.06621,?,?,0.51731,?,?,?,?,0.09847,0.70798,?,?,?,g
?,0.79157,0.16851,?,?,0.56541,0.06874,0.39468,?,0.38359,0.99557,-0.02439,0.53215,?,0.1286,?,0.95122,?,?,?,?,-0.42572,0.23725,?,?,?,?,?,0.69401,?,0.1286,0.0,?,?
1.0,?,?,0.79299,0.37379,?,?,?,?,0.44303,?,?,?,?,0.85038,-0.12611,0.87396,?,?,?,0.65924,-0.57135,0.53805,?,?,?,0.25835,-0.72369,?,-0.71475,?,-0.67699,?,?
1.0,?,?,0.82683,?,0.71771,0.58732,0.47968,?,0.31409,?,?,0.93945,-0.13254,?,?,0.91624,?,0.79525,?,0.49508,?,?,-0.85376,0.17849,?,-0.01358,-0.82366,?,?,-0.33662,?,?,?
?,?,?,0.0,0.0,0.50814,?,?,0.32899,-1.0,?,0.0,?,?,0.0,?,?,?,?,?,-1.0,-1.0,?,?,?,-1.0,?,-1.0,?,1.0,?,0.0,?,?
1.0,0.74084,?,0.79074,0.02543,?,?,?,0.09948,0.67801,?,?,?,?,?,?,-0.07853,?,0.0,0.70021,?,?,?,0.67016,?,?,?,?,0.17539,?,?,?,0.15114,?
1.0,?,?,0.0,?,?,?,?,?,?,?,?,0.0,?,?,0.72059,-0.77206,?,?,0.0,?,0.18382,?,?,-1.0,?,-1.0,?,-1.0,?,?,?,?,?
?,?,0.01709,?,-0.03142,?,?,?,?,?,-0.07092,?,-0.09002,?,?,1.0,-0.14257,?,?,?,?,1.0,-0.19272,?,-0.22083,?,?,?,-0.17123,0.96436,-0.22561,?,?,?
0.0,0.0,0.0,?,0.0,?,0.0,0.0,?,0.0,?,0.0,?,?,?,?,?,?,0.0,?,0.0,?,?,0.0,?,1.0,-1.0,0.0,?,0.0,0.0,?,0.0,?
?,?,?,?,-0.1269,0.96365,?,0.97026,?,?,-0.01124,?,?,?,?,?,?,?,?,?,-0.27165,0.93126,?,1.0,?,0.88793,?,?,?,?,-0.31857,?,?,?
1.0,0.28409,?,?,?,?,-1.0,?,?,?,?,0.34848,?,0.0,0.0,?,?,0.45076,-0.80682,?,?,0.0,?,0.24242,?,1.0,-0.23864,?,-0.48485,?,?,?,0.0,?
1.0,?,-0.49311,1.0,?,?,-0.87052,?,0.66942,?,?,?,-0.12493,?,-0.15017,1.0,?,1.0,?,?,?,?,?,?,?,?,-0.33304,?,?,1.0,?,?,?,?
1.0,0.0,?,?,?,?,0.0,0.0,?,?,1.0,0.0,?,?,0.0,?,?,0.56098,-1.0,?,0.0,0.0,?,?,?,1.0,0.10976,?,?,?,0.0,?,0.0,b
1.0,0.99449,0.00526,?,?,?,?,?,?,0.96484,?,?,?,0.87161,-0.20848,0.93881,?,0.98298,?,0.89876,7.5E-4,0.87836,?,?,?,?,?,?,-0.16581,?,?,?,?,g
?,0.10135,0.10811,0.0,?,?,?,0.5473,?,0.31081,1.0,0.0,0.0,?,?,0.37162,?,0.33108,?,0.0,0.0,?,?,-0.42568,?,?,-1.0,?,-0.23649,?,0.0,?,?,?
?,1.0,-0.57224,?,-0.73371,?,-0.9745,?,?,?,?,?,?,?,-0.57535,1.0,?,?,?,0.96601,-1.0,?,?,?,-0.76904,0.53777,?,?,?,1.0,?,0.30445,-0.76112,g
?,?,?,0.0,?,?,?,0.77273,?,1.0,-0.2803,0.0,0.0,?,?,0.62121,-0.22727,0.84091,-1.0,?,-1.0,?,?,?,?,1.0,-0.93939,?,-0.93182,0.0,0.0,?,0.0,b
1.0,?,?,0.8092,?,?,?,?,0.69962,0.36705,0.81533,0.19617,?,-0.04061,0.86284,?,?,?,?,?,?,-0.6023,0.40996,?,0.25747,?,?,?,-0.07816,?,-0.19923,-0.42912,-0.31954,g
?,?,?,?,?,?,?,?,1.0,?,?,0.0,0.0,0.0,0.0,?,-0.29,?,?,0.0,0.0,?,?,0.21,?,?,?,0.0,?,0.0,?,0.0,?,b
?,1.0,?,0.91404,?,?,?,?,0.84222,?,?,0.09467,?,-0.2198,?,?,?,?,0.64527,-0.64527,0.44614,?,0.29162,-0.70838,?,-0.71731,?,?,-0.28183,-0.51251,-0.44505,?,-0.53319,g
?,?,?,-0.72973,?,-0.39466,?,?,?,?,-0.10241,?,?,?,-0.03403,0.01108,?,?,?,4.8E-4,7.5E-4,-3.0E-5,?,-3.0E-5,?,?,?,?,?,?,0.0,?,?,?
1.0,?,?,?,0.07143,0.19048,0.19048,?,0.09524,0.40476,0.02381,0.30952,?,0.30952,?,0.28571,-0.11905,0.33333,?,0.30952,?,0.21429,?,?,?,0.22109,-0.0229,0.19048,0.0,?,?,0.14694,?,?
1.0,?,?,1.0,?,?,?,0.65574,0.01639,?,-0.03279,?,?,0.68852,-0.16393,0.19672,?,?,?,?,?,1.0,?,?,-0.34426,?,?,0.32787,-0.03279,?,-0.44262,0.4918,?,b
?,?,?,?,?,?,?,0.8,?,?,?,0.79343,?,0.77118,0.09579,0.62727,0.25455,0.68182,?,0.70674,0.12608,?,?,0.74545,0.22727,?,0.15088,?,?,0.60715,0.16465,?,?,g
?,?,?,-0.78824,?,-0.16628,-0.76378,?,0.0119,?,?,?,?,?,?,0.46429,?,?,?,?,0.44961,?,?,0.32143,?,?,0.38848,?,0.39286,-0.54891,?,?,-0.55837,?
?,0.86889,?,?,?,1.0,?,?,0.00222,?,-0.06444,?,?,?,?,?,?,0.88,?,1.0,?,?,-0.18667,0.84444,?,?,?,?,?,1.0,?,?,?,g
1.0,?,?,?,?,0.18182,?,?,?,?,-0.05455,0.29091,?,0.36364,?,?,?,0.36364,0.05455,?,?,?,?,?,0.16364,0.41098,?,?,?,?,?,0.29091,?,b
?,?,-0.92453,1.0,?,?,?,0.62264,0.0,?,-5.4E-4,0.45283,0.07547,?,-0.0566,?,?,?,0.0,?,0.07547,?,?,?,?,?,?,0.9434,-1.0,?,0.43396,0.43396,-0.11321,g
