@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {b, g}


@data
1.0,?,?,?,?,1.0,?,?,-0.43107,1.0,-0.41349,0.96232,?,0.90711,?,0.8923,?,?,-0.70997,0.70645,?,0.63081,?,?,?,?,?,?,-0.83675,?,-0.89093,?,-0.89158,?
1.0,?,?,?,-1.0,?,-1.0,?,0.36217,1.0,-0.41119,?,1.0,?,-1.0,1.0,-0.29354,?,?,1.0,?,1.0,1.0,1.0,?,1.0,-0.62745,1.0,?,?,-1.0,1.0,-1.0,?
1.0,1.0,?,1.0,-0.10169,0.99999,?,?,?,?,-0.35151,?,-0.29785,0.93719,?,0.94486,?,0.90137,-0.43383,?,-0.47308,?,-0.5122,?,-0.47137,0.76224,?,0.65723,-0.68794,?,?,0.64727,-0.67226,?
?,?,?,1.0,?,?,-0.39896,1.0,-0.1209,?,?,1.0,0.07772,?,?,1.0,-1.0,?,-1.0,?,0.15803,1.0,?,1.0,-0.17012,1.0,0.35924,1.0,?,1.0,0.88428,1.0,?,b
?,1.0,?,?,0.0342,1.0,-0.05563,?,?,1.0,0.19651,?,0.20328,1.0,?,?,?,1.0,0.27087,?,0.44758,?,?,1.0,?,1.0,0.36743,?,?,1.0,?,1.0,0.46712,?
1.0,?,-0.93996,1.0,?,-0.0352,-1.0,?,?,?,?,?,?,?,-0.34265,?,0.03623,?,-1.0,?,0.0,?,0.0,-0.16253,0.92236,0.39752,?,0.0,0.0,1.0,0.23188,0.0,0.0,?
1.0,?,?,1.0,?,0.97811,0.02498,0.96112,0.02312,0.99274,0.07808,?,0.10346,?,0.05269,?,?,?,?,0.81633,?,?,?,?,?,?,0.13638,0.7911,?,?,?,?,0.12015,?
0.0,?,?,-1.0,-1.0,?,1.0,-1.0,1.0,-1.0,1.0,1.0,?,1.0,?,-1.0,-1.0,-1.0,?,1.0,-1.0,-1.0,1.0,-1.0,?,?,-1.0,?,1.0,-1.0,?,1.0,?,?
1.0,0.67065,0.02528,0.66626,0.05031,0.57197,0.18761,0.08776,?,?,0.12131,0.62099,?,?,0.10976,0.58373,0.18151,0.14395,0.41224,0.53888,0.21326,0.5142,0.22625,0.48838,?,?,0.24618,0.43433,0.25306,0.40663,0.25792,1.0,0.33036,?
?,?,-1.0,?,?,?,0.0,?,?,1.0,?,?,1.0,0.0,0.0,-1.0,?,?,?,-1.0,1.0,?,0.5625,-1.0,1.0,?,?,?,-1.0,1.0,?,1.0,?,?
?,1.0,?,1.0,-0.09834,?,?,?,-0.10605,?,-0.11073,1.0,?,?,?,?,-0.31884,?,?,?,-0.44072,?,-0.46866,0.81874,?,?,-0.42231,?,?,?,?,0.74354,-0.45039,?
?,1.0,?,?,?,?,?,?,-1.0,0.0,?,?,0.0,?,-1.0,-1.0,-1.0,?,?,-1.0,1.0,?,0.0,0.0,0.0,?,?,?,?,?,?,-1.0,1.0,?
1.0,?,0.07088,1.0,0.04296,?,0.09313,0.90169,-0.05144,?,0.0258,?,?,0.87534,0.09831,?,0.0028,?,?,?,-0.07905,?,-0.05929,0.55677,-0.07705,0.58051,-0.02205,0.49664,-0.01251,0.5131,?,0.52099,?,?
0.0,?,?,?,?,0.0,0.0,-1.0,?,1.0,1.0,?,0.0,?,?,?,-1.0,?,1.0,?,?,?,?,?,-1.0,1.0,-1.0,1.0,?,?,?,?,0.0,?
1.0,1.0,-0.06182,1.0,0.02942,?,-0.05131,1.0,?,1.0,-0.11726,0.84493,-0.05202,?,-0.06598,0.6917,-0.07379,0.65731,-0.20367,?,-0.31558,?,-0.31654,?,?,?,?,0.73094,-0.38576,0.54356,-0.26284,0.64207,?,g
1.0,?,?,1.0,?,?,-1.0,?,?,?,-1.0,?,?,1.0,?,?,-1.0,1.0,-1.0,1.0,-0.62796,1.0,-1.0,?,-1.0,?,?,?,-1.0,?,?,1.0,?,?
1.0,1.0,-0.08714,1.0,-0.17263,0.86635,?,0.94817,0.61053,?,-0.41382,?,-0.31736,?,?,0.81051,-0.6218,?,-1.0,0.90284,?,0.62357,?,?,-0.82868,0.48136,-0.86583,0.4065,?,?,?,-0.13341,-1.0,?
?,?,?,?,?,-1.0,?,?,?,?,0.0,?,?,?,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,?,?,?,-1.0,?,?,-1.0,0.0,0.0,?,?,?
?,?,0.0838,1.0,?,1.0,-0.13308,?,?,?,?,1.0,0.59113,1.0,0.70758,?,0.82777,?,?,?,1.0,0.98042,?,0.91624,?,?,1.0,?,1.0,?,1.0,0.52479,1.0,?
0.0,-1.0,?,1.0,1.0,?,-1.0,?,1.0,?,-1.0,-1.0,-1.0,?,?,1.0,1.0,?,?,1.0,-1.0,1.0,-1.0,1.0,?,1.0,-1.0,?,-1.0,-1.0,1.0,1.0,-1.0,b
?,?,-0.14236,?,-0.16256,?,?,?,-0.07514,1.0,?,?,-0.26161,?,-0.21975,1.0,-0.38606,1.0,?,1.0,-0.35519,1.0,-0.59661,1.0,?,0.9882,-0.49687,?,-0.7582,?,?,1.0,?,?
?,?,?,1.0,?,?,-1.0,1.0,-1.0,1.0,-1.0,?,-0.0184,?,?,?,1.0,?,?,?,1.0,1.0,?,0.0,?,1.0,?,1.0,?,?,1.0,1.0,?,b
1.0,0.88208,-0.14639,?,-0.11057,0.921,-0.1645,?,?,0.88462,?,?,-0.31463,0.82116,?,0.80681,?,0.75243,-0.47022,0.70555,-0.47153,?,-0.50085,?,-0.48086,0.56804,?,0.50179,?,?,-0.57377,0.42189,-0.58086,g
1.0,0.71253,?,0.41287,?,?,?,0.99709,-0.10236,?,-0.10951,0.58965,1.0,?,-1.0,0.8227,-0.17863,0.8076,-0.28257,-0.25914,0.9273,0.51933,0.05456,0.65493,?,0.93124,-0.41307,0.63811,-0.21901,?,-0.87354,-0.23186,?,?
?,?,?,0.72314,?,0.83443,-0.58388,?,?,1.0,?,?,?,?,?,?,0.39337,?,0.2659,0.96354,-0.01891,?,?,?,?,?,?,?,-0.11129,1.0,?,1.0,-0.57758,g
1.0,?,?,1.0,?,1.0,?,?,?,?,?,?,?,1.0,?,?,?,?,?,?,?,1.0,-1.0,?,?,?,?,?,-0.3625,?,?,1.0,0.34732,b
?,1.0,0.00433,1.0,-0.01209,1.0,?,?,?,?,?,1.0,?,?,-0.07917,?,?,?,-0.14327,0.99589,?,0.94815,?,?,?,0.89067,?,?,?,?,?,0.83867,?,?
?,?,?,?,-1.0,0.0,0.0,?,0.0,?,?,?,?,0.0,?,?,?,?,1.0,?,?,?,?,?,?,?,?,?,1.0,?,1.0,?,?,?
?,?,?,0.94191,0.0228,?,?,?,0.01321,?,?,0.92766,0.12067,?,?,0.88899,0.12722,?,?,0.80983,?,0.77041,0.14222,0.75755,?,?,?,?,?,?,0.10754,0.65258,?,?
?,1.0,?,0.99672,0.04861,?,0.07143,?,-1.0,?,0.11147,?,?,0.82077,?,?,?,?,0.41003,?,0.16371,0.60138,0.16516,0.54446,?,0.48867,0.16019,0.43481,0.15436,?,0.14677,1.0,?,?
?,?,?,?,?,?,?,0.93051,?,0.86773,0.39039,0.75474,?,0.79555,0.52321,?,?,0.57619,0.62999,0.47807,?,?,?,?,?,?,?,0.19296,?,?,0.72688,?,?,?
1.0,?,?,?,?,?,-0.14375,?,?,-1.0,1.0,?,?,0.17917,-1.0,?,?,?,?,1.0,?,?,?,?,?,?,?,-1.0,?,?,1.0,0.0,0.0,b
?,?,0.08791,?,0.16888,1.0,0.16598,?,0.68154,?,?,?,?,?,?,0.51067,?,?,?,?,?,?,?,0.24856,0.56527,?,?,0.12635,?,0.06927,0.55061,0.12137,0.67739,g
?,-0.64286,?,?,?,?,-1.0,1.0,?,?,?,?,?,?,?,?,0.13839,1.0,?,?,-0.03393,-0.84286,?,0.5375,?,?,?,?,?,1.0,?,?,?,?
?,?,?,0.99793,?,?,?,?,?,?,?,?,-0.37965,0.89812,?,?,?,0.87433,?,?,-0.59839,0.74725,-0.64615,?,?,?,?,?,?,0.54752,?,?,?,?
0.0,?,?,?,?,0.0,?,?,?,?,?,0.0,?,?,0.0,?,?,-1.0,?,?,0.0,?,0.0,?,-1.0,-1.0,?,?,?,?,?,?,0.0,b
1.0,?,-0.0373,?,?,?,-0.11039,?,?,?,?,0.96674,-0.21695,0.95288,?,?,-0.344,?,?,0.89991,?,0.87874,?,?,-0.4299,?,-0.43122,?,?,0.77919,-0.47977,0.75115,?,?
1.0,?,?,?,?,-0.36393,?,?,-0.63427,?,?,-0.2902,?,?,?,?,-0.4627,1.0,?,?,-0.31454,?,?,0.83872,?,0.52208,-0.5813,?,-0.61393,?,?,?,?,?
?,?,?,?,?,0.97565,?,?,-0.06971,0.99004,?,?,?,?,?,?,-0.11583,0.79682,?,?,-0.17387,?,?,0.88487,?,0.81813,-0.21136,0.78546,?,?,?,?,-0.23902,g
?,?,0.0,?,0.51724,0.0,?,?,?,?,?,?,?,-1.0,?,-0.55711,?,0.7694,?,?,0.0,0.53448,0.35668,?,?,1.0,-1.0,-1.0,0.81573,?,0.0,?,0.0,?
?,?,-0.18362,?,?,0.93421,?,?,0.13795,0.81121,?,?,?,?,?,0.75,?,?,?,?,?,?,-0.1629,?,?,?,?,0.61582,?,?,?,?,-0.01425,?
?,?,1.0,?,?,?,?,0.0,?,1.0,?,?,?,?,?,1.0,?,?,1.0,?,?,?,?,?,?,1.0,?,?,?,?,?,?,?,b
1.0,1.0,?,1.0,1.0,?,?,?,?,?,?,-1.0,1.0,?,?,?,-0.57779,?,-0.42052,?,-1.0,?,?,?,?,?,?,?,-1.0,?,?,1.0,0.34845,?
?,?,?,?,1.0,?,?,0.03515,?,-1.0,-1.0,?,1.0,?,-1.0,?,1.0,0.8384,1.0,?,?,-1.0,-1.0,-0.18856,?,?,?,-1.0,-1.0,?,?,1.0,0.33611,b
1.0,0.95659,?,?,-0.05667,?,?,?,-0.06561,0.94717,0.01279,?,?,?,-0.19497,0.9963,?,0.90343,?,?,?,0.9014,?,0.99899,-0.40747,?,?,?,?,?,?,?,?,?
1.0,?,?,-1.0,?,?,1.0,0.71875,?,-0.82143,?,-1.0,-1.0,?,1.0,-0.02753,0.59152,?,?,?,-1.0,-1.0,?,-1.0,?,1.0,?,?,-0.38914,-1.0,-1.0,?,0.61458,?
1.0,1.0,-0.02259,?,-0.04494,?,?,?,?,?,0.56173,?,-0.12738,?,-0.14522,?,?,1.0,?,?,?,0.95601,?,?,?,0.8728,?,?,-0.2237,?,-0.22765,?,-0.22981,?
?,?,?,?,?,-1.0,?,?,?,?,?,?,-0.1875,1.0,?,?,?,1.0,?,?,?,1.0,?,?,-1.0,1.0,1.0,1.0,?,?,0.0,-1.0,?,b
1.0,1.0,?,?,?,0.99952,?,?,?,?,?,?,0.14644,0.94862,0.11224,0.90896,?,?,0.16265,?,?,?,0.1641,0.91667,0.22431,?,0.23571,0.88568,?,?,?,?,?,?
?,?,?,-1.0,?,0.0,?,?,0.0,?,1.0,?,0.0,?,?,0.80521,0.36146,0.51979,?,?,0.0,?,-0.27083,-0.84792,?,?,?,-1.0,0.67708,0.0,0.0,0.0,?,?
?,?,?,?,0.12197,?,?,0.98602,?,?,?,0.92992,?,0.89241,?,?,?,?,0.33129,0.83393,?,0.74829,0.39597,?,?,0.68452,?,?,?,?,0.47033,?,0.50903,g
1.0,0.01667,-0.35625,?,?,0.0,0.0,0.0,0.0,0.0,?,0.0,?,?,?,?,?,1.0,?,?,0.0,?,?,?,?,?,-0.76667,-1.0,0.18854,?,0.0,1.0,?,?
?,?,?,?,?,?,?,?,0.2261,0.91408,?,0.8425,?,?,?,0.78473,?,?,?,0.56553,0.58071,?,?,?,0.55236,?,0.69129,?,0.76147,?,?,0.22101,?,?
?,0.63816,1.0,?,?,1.0,?,?,0.30921,?,?,-0.05921,?,?,0.05044,?,-1.0,0.14254,-0.03289,?,?,?,?,?,?,?,?,1.0,1.0,0.20614,-1.0,?,?,?
?,?,-0.41457,?,?,0.8706,?,?,?,?,?,0.65452,-0.1608,?,?,0.97613,?,?,?,?,-0.19095,?,?,?,?,?,-0.07249,1.0,?,0.4397,0.19849,0.51382,-0.05402,?
?,0.84783,0.10598,?,?,1.0,?,?,?,1.0,0.27038,1.0,?,?,?,1.0,?,?,?,?,?,0.8913,0.26585,0.91033,-0.33333,?,?,?,?,?,0.22464,1.0,?,?
?,?,?,1.0,?,?,0.07764,?,0.04317,?,?,?,?,1.0,?,?,-0.24598,?,?,1.0,0.0415,0.99933,?,1.0,?,0.96414,-0.02174,?,?,0.94578,?,?,?,g
?,?,-1.0,1.0,?,1.0,?,1.0,-1.0,1.0,1.0,?,?,1.0,?,1.0,?,1.0,1.0,?,?,?,-1.0,?,?,?,?,?,?,?,0.0,?,-1.0,b
?,1.0,?,?,0.82021,?,?,?,?,?,?,-0.79135,?,-1.0,?,-0.39046,-0.58634,-0.97907,?,-0.73083,?,-0.37671,-0.97491,?,-1.0,?,?,0.25773,?,?,?,?,0.03446,g
1.0,?,1.0,1.0,-1.0,?,-1.0,1.0,1.0,1.0,?,?,1.0,1.0,?,?,?,1.0,1.0,1.0,1.0,?,1.0,?,1.0,1.0,0.5,?,?,?,?,1.0,?,b
1.0,?,?,?,?,?,0.26968,?,?,?,?,1.0,0.38643,?,0.31674,?,0.65701,1.0,?,?,0.61267,1.0,0.59457,?,?,?,?,0.85611,?,0.74389,?,0.71493,0.75837,g
0.0,1.0,?,1.0,?,?,?,?,?,0.0,?,?,0.0,-1.0,1.0,?,-1.0,1.0,?,-0.75,?,?,?,?,?,?,-1.0,-1.0,?,?,?,?,?,b
1.0,?,?,0.9676,?,?,0.27451,0.98044,?,?,0.46281,0.86265,?,?,0.58794,?,?,0.69003,?,0.54473,?,?,?,0.40615,?,0.33401,0.83796,?,?,0.13756,?,0.09048,0.86285,?
1.0,0.69444,?,?,0.0,-0.32937,?,?,?,?,?,?,0.0,0.20635,?,?,?,0.46429,0.78175,?,0.0,0.0,0.0,?,0.27381,?,0.63492,?,?,0.0,?,?,?,?
1.0,?,?,?,?,?,0.19498,?,0.28453,?,0.34826,?,0.38261,?,?,0.89126,0.50391,?,?,0.80644,0.59962,0.79578,?,?,?,?,?,?,0.72684,?,?,?,?,g
0.0,1.0,?,0.0,0.0,1.0,-1.0,1.0,?,?,?,?,?,?,?,1.0,1.0,?,?,?,-1.0,-1.0,?,?,-1.0,?,?,?,1.0,0.0,0.0,?,-1.0,?
?,?,0.04078,?,0.11982,1.0,0.16159,?,?,?,0.30889,?,?,?,?,?,?,0.78619,0.46994,0.794,?,0.70331,0.58129,?,?,0.58903,?,0.53952,?,0.45312,0.63636,?,?,?
?,?,?,1.0,-1.0,1.0,?,1.0,1.0,?,1.0,?,?,?,1.0,?,?,?,1.0,?,1.0,?,1.0,1.0,-1.0,?,1.0,?,?,?,-1.0,?,1.0,?
?,1.0,?,?,?,1.0,0.72973,1.0,?,?,?,1.0,?,?,?,1.0,?,?,1.0,?,1.0,?,?,?,?,0.38255,1.0,?,?,?,1.0,-0.81383,1.0,?
?,1.0,?,?,-1.0,?,?,?,?,0.0,0.0,1.0,?,?,?,0.0,?,?,?,-1.0,?,1.0,1.0,1.0,?,?,?,?,?,?,-1.0,?,?,?
?,?,?,?,0.62937,1.0,?,?,?,?,-1.0,1.0,-0.40559,1.0,?,?,0.04895,?,-0.61538,?,?,?,-1.0,1.0,-0.58042,?,-0.81372,?,?,1.0,-0.78555,1.0,-0.48252,?
?,?,?,1.0,?,1.0,?,?,?,?,?,1.0,?,?,?,?,1.0,?,?,?,?,1.0,1.0,1.0,-1.0,1.0,1.0,?,?,?,?,?,-1.0,b
?,?,0.07804,?,?,?,?,0.84111,?,?,0.42196,0.70716,0.46983,?,?,0.60459,?,0.51247,?,?,?,?,?,0.23693,0.76146,?,0.73885,0.09694,0.71038,?,0.77072,?,?,?
1.0,?,-0.17314,0.82332,?,?,?,0.25795,?,?,-0.15194,?,?,0.0106,0.38869,0.18681,?,0.10567,0.36353,0.04325,?,?,?,-0.02862,?,?,?,?,?,?,0.07064,?,?,b
1.0,0.74852,?,?,?,0.80621,0.02811,?,?,0.63462,0.08728,?,?,?,0.05178,0.7855,?,?,?,0.78698,0.06953,0.34615,-0.18639,?,0.02811,0.61009,?,?,?,0.59024,?,?,0.02959,g
1.0,?,?,?,0.04328,1.0,?,?,?,?,?,0.61567,-0.8209,0.57836,0.6791,0.66791,-0.10448,0.46642,?,0.65574,?,?,0.45522,?,?,?,0.1463,0.32463,?,?,?,?,?,?
1.0,0.67547,0.04528,0.76981,?,?,?,0.66038,-0.04528,?,0.01132,0.66792,?,?,?,0.76981,0.08679,0.61887,-0.07925,0.75849,-0.23774,0.73962,-0.14717,?,?,?,?,?,?,0.86415,?,?,?,?
1.0,0.72727,?,?,0.03462,?,?,0.66364,?,?,-0.16818,?,?,0.56818,1.0,?,?,0.66818,0.1,?,?,?,-1.0,0.57273,?,0.56982,?,0.42273,?,0.48927,0.14643,1.0,1.0,?
?,?,?,?,?,?,0.12941,?,?,?,0.14118,0.46667,0.08235,?,?,?,?,?,0.0,?,0.06667,0.58039,0.08235,0.49804,?,?,0.10039,?,?,?,?,?,?,?
1.0,?,0.12482,0.35,?,?,?,-0.03636,0.44318,?,?,-0.19091,0.33636,?,?,?,0.40455,-0.34773,0.12727,-0.20028,0.05078,?,?,?,-0.04802,?,?,?,?,?,-0.07464,-0.00526,-0.06314,?
1.0,?,?,1.0,?,?,?,0.85086,0.05901,?,?,0.85193,0.25,0.77897,0.25322,?,0.5794,?,0.39056,?,0.27575,?,?,?,?,?,0.53235,?,?,0.43026,?,?,?,?
?,0.84557,?,?,-0.80553,?,?,?,0.04576,0.89514,?,?,0.63966,-0.20019,?,?,?,0.77979,?,?,0.5081,?,?,0.78932,?,?,?,0.77884,?,-0.21354,?,-0.18494,?,?
1.0,0.7087,-0.24783,0.64348,0.04348,?,?,0.65217,0.18261,0.5,?,0.57826,-0.23043,?,?,?,?,?,?,?,?,?,-0.03845,?,-0.12174,0.4993,?,?,?,0.64348,-0.25217,?,0.14783,?
1.0,?,?,-0.33746,0.73375,?,?,?,?,0.20743,-0.1517,?,?,?,-0.1548,0.16409,?,0.33746,?,?,?,-0.63777,?,1.0,?,?,?,?,?,0.02399,?,0.52632,?,?
?,?,?,0.45331,0.16808,0.51783,?,?,?,0.52462,-0.16638,?,-0.04754,?,0.03905,?,-0.22411,0.42445,-0.04244,?,?,0.28183,-0.20883,?,-0.03176,?,?,0.34635,?,?,?,?,?,?
1.0,?,?,0.0,0.0,?,?,0.39468,?,?,?,?,?,?,?,?,?,?,0.84922,-0.102,?,?,0.23725,?,?,?,?,?,?,-1.0,?,?,0.0,b
1.0,?,?,?,0.37379,0.7299,0.50515,?,0.72997,?,0.81152,0.24412,?,?,0.85038,?,0.87396,-0.28739,0.79617,-0.46635,?,?,0.53805,?,?,-0.71844,?,?,0.11218,?,?,?,?,?
?,?,0.19049,0.82683,?,?,?,0.47968,?,?,0.92643,?,0.93945,?,0.8429,-0.3202,0.91624,?,?,-0.68274,?,?,0.33537,-0.85376,?,?,?,-0.82366,-0.19321,?,?,?,?,?
1.0,-1.0,?,0.0,0.0,0.50814,-0.78502,?,0.32899,-1.0,-0.41368,0.0,?,0.0,?,?,-0.2671,?,?,0.97068,?,?,?,1.0,-0.59609,-1.0,?,-1.0,-1.0,?,?,?,?,?
1.0,?,0.04974,0.79074,0.02543,0.78575,?,?,?,?,?,0.75934,?,0.74695,?,?,?,0.63613,?,?,0.11355,0.68183,?,?,0.15445,?,?,?,?,?,?,?,0.15114,g
?,?,?,0.0,?,?,-0.99265,0.80882,0.55147,?,-0.94853,?,0.0,0.0,?,0.72059,-0.77206,?,?,0.0,?,0.18382,?,?,-1.0,?,-1.0,1.0,?,?,?,?,0.0,b
?,?,?,?,?,?,-0.03436,?,?,?,?,?,?,1.0,?,1.0,-0.14257,?,-0.11813,?,?,?,-0.19272,0.98971,?,0.9649,-0.20243,0.94599,-0.17123,?,?,?,?,?
?,0.0,0.0,0.0,?,?,?,0.0,0.0,?,?,0.0,?,?,0.0,?,0.0,?,0.0,0.0,?,0.0,?,?,?,1.0,?,?,?,?,0.0,0.0,?,?
?,?,-0.12095,?,-0.1269,?,-0.18242,?,?,?,-0.01124,?,?,?,?,?,?,?,?,?,?,?,-0.39458,?,-0.19233,?,-0.31565,?,?,0.89095,?,?,-0.41573,?
1.0,?,?,0.0,?,0.68182,?,?,?,0.64394,?,0.34848,-0.84848,0.0,0.0,?,-0.35985,?,-0.80682,?,0.0,0.0,?,0.24242,?,?,?,?,-0.48485,?,-0.70076,?,?,b
?,?,?,1.0,?,0.98898,-0.87052,0.90083,?,1.0,-0.10104,?,-0.12493,1.0,?,?,-0.17681,1.0,-0.20491,?,-0.23452,?,?,1.0,?,?,-0.33304,?,-0.36931,?,-0.4074,?,-0.44739,?
?,?,?,?,?,?,0.0,?,0.0,0.62195,1.0,0.0,?,?,0.0,?,-0.71951,0.56098,?,0.0,?,?,0.0,?,?,?,?,0.0,0.0,?,0.0,0.0,?,?
1.0,?,?,?,-0.11313,?,?,0.99061,?,?,?,0.85221,0.02966,?,?,0.93881,?,0.98298,?,?,?,?,?,?,-0.19872,?,?,?,-0.16581,0.80253,?,0.76586,-0.27794,g
1.0,?,?,0.0,?,?,?,0.5473,0.82432,0.31081,1.0,?,?,0.0,0.0,?,?,?,?,?,0.0,?,0.0,-0.42568,?,1.0,?,0.55405,-0.23649,?,0.0,0.0,?,?
?,?,?,0.9915,-0.73371,0.89518,?,?,-0.35818,1.0,-0.23229,?,?,?,-0.57535,?,?,?,?,?,?,?,-0.74896,?,-0.76904,?,-0.77986,?,-1.0,1.0,-1.0,?,-0.76112,?
?,0.65909,?,?,0.0,?,0.0,?,?,1.0,?,?,?,?,?,?,-0.22727,?,?,?,?,0.0,0.0,?,?,?,?,?,-0.93182,?,?,?,0.0,b
?,?,?,0.8092,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.65747,-0.48199,0.56092,-0.6023,?,?,0.25747,?,?,?,-0.07816,-0.54866,?,-0.42912,?,g
?,?,?,0.0,?,1.0,?,?,1.0,?,?,?,?,0.0,?,?,?,0.84,-1.0,?,?,?,0.0,0.21,?,1.0,?,?,?,?,?,?,?,?
?,1.0,?,0.91404,0.52013,0.7802,?,0.4766,?,0.27639,?,0.09467,0.88248,-0.2198,?,?,0.75517,?,?,-0.64527,0.44614,?,?,?,0.03591,?,-0.11943,?,-0.28183,?,?,?,?,g
1.0,?,?,?,?,?,0.55735,0.05405,?,-0.18599,?,?,?,?,?,?,-0.00537,0.00342,9.7E-4,4.8E-4,?,-3.0E-5,?,?,?,-1.0E-5,?,?,?,?,?,0.0,?,?
1.0,0.21429,-0.09524,?,0.07143,?,?,?,?,0.40476,?,?,?,0.30952,?,?,?,0.33333,?,0.30952,0.0,0.21429,?,?,-0.04762,?,-0.0229,0.19048,0.0,0.16997,?,?,?,g
?,?,-0.14754,1.0,?,?,-0.01639,0.65574,?,0.85246,?,0.72131,?,?,?,0.19672,?,?,?,?,?,?,?,?,?,?,-0.20325,?,?,0.27869,?,?,?,?
1.0,?,0.0,?,0.03131,0.86249,0.04572,0.8,0.0,0.69091,?,?,?,?,?,?,0.25455,0.68182,?,?,?,?,0.13493,?,?,?,?,0.67273,?,0.60715,?,0.5884,0.17077,g
1.0,0.39286,?,?,0.11342,?,-0.76378,0.66667,?,?,?,?,?,?,?,?,?,0.54762,?,?,0.44961,?,?,?,0.70238,0.51971,?,?,?,?,?,?,-0.55837,?
?,0.86889,-0.07111,1.0,?,?,?,0.87778,?,?,?,?,-0.07287,1.0,-0.2,0.86889,?,0.88,-0.03778,?,-0.11526,?,-0.18667,0.84444,0.03556,?,-0.14162,0.82222,?,?,?,1.0,-0.44222,?
?,0.43636,?,?,-0.14545,0.18182,?,?,?,?,-0.05455,0.29091,?,?,?,0.2,-0.01818,?,0.05455,0.12727,?,?,0.16364,0.32727,0.16364,0.41098,?,?,-0.05455,?,-0.36364,0.29091,?,?
