@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
?,0.0,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,-0.22414,?,?,0.7694,0.63147,0.0,?,?,?,-0.90302,?,?,?,?,?,?,?,?,?,?
?,?,-0.18362,?,?,?,-0.00267,0.87947,0.13795,?,-0.01789,?,?,0.91714,-0.57486,0.75,?,?,?,1.0,?,?,?,0.90066,-0.02778,?,?,?,-0.32298,0.84463,?,0.93323,-0.01425,?
0.0,?,1.0,?,?,?,0.0,?,0.0,?,?,1.0,1.0,?,?,?,-1.0,?,?,?,0.0,1.0,?,?,?,1.0,?,?,-1.0,?,?,?,?,?
?,?,?,?,1.0,?,?,-0.2697,?,-0.83152,?,?,?,?,0.72526,-1.0,?,?,-0.42052,-1.0,?,-0.52838,?,0.90014,?,1.0,?,?,?,?,-0.34686,1.0,0.34845,1
?,?,?,-1.0,?,?,?,?,?,-1.0,-1.0,?,?,0.88683,?,?,1.0,0.8384,?,?,?,?,?,?,1.0,?,?,?,?,?,1.0,?,?,?
?,0.95659,?,?,?,0.97165,?,0.96097,-0.06561,?,?,0.95436,-0.16795,?,?,?,?,?,-0.35902,?,?,?,?,?,?,?,-0.34586,?,?,?,-0.39061,?,-0.41173,?
?,0.08333,?,?,1.0,?,?,?,?,-0.82143,?,?,?,-1.0,?,?,?,?,?,?,?,?,?,-1.0,?,?,-1.0,?,?,?,?,-1.0,?,?
1.0,?,?,?,?,?,-0.06682,1.0,-0.08799,?,?,1.0,-0.12738,?,-0.14522,1.0,0.32407,?,-0.17639,?,?,?,-0.20081,1.0,?,?,-0.21793,?,-0.2237,?,?,?,-0.22981,1
0.0,?,?,1.0,-1.0,-1.0,1.0,0.0,0.0,?,1.0,?,-0.1875,1.0,1.0,?,?,?,?,?,-1.0,?,1.0,?,?,1.0,?,1.0,?,0.0,?,-1.0,?,?
?,1.0,0.05812,?,?,0.99952,0.13231,?,-0.01911,0.94846,0.07033,0.95713,0.14644,0.94862,?,?,0.20119,?,?,0.99695,0.14258,?,0.1641,?,?,0.88423,?,?,?,?,0.29576,?,?,?
?,0.17188,-1.0,-1.0,1.0,?,?,0.0,?,?,?,?,?,-0.61354,?,?,0.36146,?,?,?,0.0,?,-0.27083,-0.84792,?,1.0,?,?,0.67708,?,0.0,0.0,?,?
?,1.0,?,?,0.12197,1.0,?,?,?,0.9493,?,?,0.24288,0.89241,?,0.85529,0.26721,?,?,?,?,?,?,0.76193,?,0.68452,0.42746,?,?,0.56791,?,?,?,1
?,0.01667,-0.35625,?,?,0.0,0.0,?,0.0,?,?,0.0,0.0,0.12292,?,0.22813,0.82813,?,?,?,0.0,?,-1.0,?,?,1.0,-0.76667,-1.0,?,0.0,?,?,?,0
1.0,?,?,?,?,?,?,0.91759,?,?,?,?,?,?,0.49225,0.78473,?,?,0.56977,?,?,?,?,?,?,0.43317,?,?,0.76147,?,0.66844,0.22101,0.78685,?
?,?,1.0,0.20833,?,?,?,0.87719,?,?,?,?,?,0.01754,0.05044,?,?,0.14254,-0.03289,?,-0.4386,?,?,?,-1.0,?,-0.0614,?,?,0.20614,-1.0,?,?,0
1.0,?,?,?,?,0.8706,0.18593,?,?,?,0.4799,?,?,?,0.00879,?,?,?,?,0.88065,?,1.0,-0.12312,?,?,0.9289,?,?,?,0.4397,?,?,?,?
1.0,0.84783,?,1.0,?,1.0,?,?,?,?,?,1.0,0.60598,1.0,?,1.0,?,0.58424,?,?,?,0.8913,0.26585,0.91033,-0.33333,1.0,?,?,?,?,?,?,0.37409,?
1.0,?,?,1.0,?,?,0.07764,1.0,0.04317,0.98762,?,1.0,?,?,?,?,?,?,?,?,0.0415,?,0.27376,?,-0.39056,0.96414,-0.02174,?,?,0.94578,?,0.80355,?,?
?,?,?,1.0,?,1.0,?,1.0,-1.0,1.0,?,1.0,?,?,?,?,1.0,1.0,?,1.0,1.0,?,?,?,-1.0,?,?,?,?,?,?,?,?,?
?,?,?,?,0.82021,?,1.0,?,0.80541,-0.43872,1.0,?,?,?,0.40268,?,?,?,?,?,-0.76339,?,-0.97491,0.41366,?,?,-0.93296,?,-1.0,?,-0.35222,?,?,?
?,1.0,1.0,?,?,?,?,1.0,?,1.0,?,1.0,?,?,?,1.0,?,?,1.0,1.0,1.0,?,1.0,?,1.0,1.0,0.5,?,0.0,1.0,?,?,?,0
1.0,?,0.03529,1.0,0.18281,?,?,1.0,?,?,0.28778,?,0.38643,?,?,?,?,1.0,?,?,0.61267,?,?,?,?,?,?,?,?,?,0.85611,?,?,?
0.0,1.0,?,?,1.0,-1.0,?,?,?,?,0.0,?,0.0,?,?,?,?,?,?,?,1.0,1.0,-1.0,?,?,1.0,?,?,-1.0,0.0,0.0,?,?,0
?,?,?,0.9676,?,?,0.27451,?,?,?,?,?,?,0.8282,0.58794,?,?,0.69003,0.7314,0.54473,0.6882,0.48339,?,?,0.74689,?,0.83796,?,0.86061,?,0.86835,0.09048,0.86285,1
?,?,0.38889,?,0.0,?,?,0.0,?,0.0,?,?,?,?,-0.24206,?,0.19444,0.46429,?,0.0,?,0.0,0.0,?,0.27381,?,?,?,?,?,?,?,?,?
1.0,?,0.0507,1.0,0.10827,?,?,?,0.28453,?,?,?,?,0.94575,0.42881,?,?,0.75906,0.58801,?,0.59962,0.79578,0.62758,0.66643,?,?,?,0.49538,?,?,0.71689,?,?,1
0.0,?,?,0.0,?,?,?,?,-1.0,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,-1.0,?,?,?,-1.0,1.0,-1.0,1.0,?,0.0,0.0,?,-1.0,0
1.0,?,?,1.0,?,?,?,1.0,?,0.98703,?,?,0.37639,0.91118,?,0.81939,?,0.78619,0.46994,?,0.56282,?,?,?,?,?,?,?,0.60932,0.45312,?,?,?,?
?,?,?,?,?,?,?,?,?,1.0,1.0,?,1.0,?,?,1.0,?,-1.0,?,?,?,?,1.0,1.0,?,1.0,1.0,?,?,?,?,-1.0,?,?
1.0,?,?,?,0.4859,1.0,?,?,1.0,1.0,?,1.0,?,?,?,1.0,1.0,?,?,?,1.0,0.89647,?,?,?,?,?,?,?,?,1.0,?,1.0,?
0.0,1.0,1.0,?,-1.0,1.0,?,?,1.0,0.0,?,1.0,?,?,?,0.0,?,-1.0,?,?,1.0,1.0,1.0,1.0,-1.0,?,?,1.0,1.0,?,-1.0,?,?,0
?,?,?,?,0.62937,?,?,1.0,?,?,?,?,?,?,?,1.0,0.04895,?,?,?,?,?,-1.0,?,?,?,?,1.0,-1.0,1.0,?,?,-0.48252,1
?,?,-1.0,?,?,?,?,1.0,?,1.0,?,?,?,?,-1.0,1.0,?,1.0,-1.0,?,?,?,?,?,-1.0,1.0,?,1.0,-1.0,1.0,?,?,?,0
1.0,0.92277,0.07804,?,0.16251,0.89702,0.24618,?,?,?,?,?,?,?,?,0.60459,?,0.51247,0.64924,?,0.66975,?,0.68343,?,?,?,?,?,?,?,?,-0.04023,?,?
?,0.68198,?,?,0.21908,?,0.32862,?,?,?,-0.15194,0.0106,?,0.0106,0.38869,0.18681,0.41168,0.10567,0.36353,?,?,?,?,-0.02862,0.19405,?,?,?,?,-0.04585,?,?,?,?
1.0,?,?,?,?,0.80621,?,0.85947,?,?,?,?,0.0784,?,?,0.7855,?,?,?,?,?,0.34615,?,0.65385,0.02811,0.61009,?,?,?,?,?,0.56361,0.02959,?
1.0,0.39179,-0.06343,?,0.04328,?,1.0,?,0.15299,?,?,?,?,?,0.6791,0.66791,?,?,?,?,?,0.83209,0.45522,0.47015,0.16418,0.49309,0.1463,?,-0.02612,0.39118,?,?,?,?
?,0.67547,?,?,?,?,?,0.66038,?,?,0.01132,0.66792,?,0.72075,-0.02264,?,0.08679,0.61887,-0.07925,?,-0.23774,?,-0.14717,?,?,0.73886,?,?,?,?,0.03774,?,?,?
?,?,?,?,0.03462,1.0,?,?,?,0.48182,?,0.81809,0.09559,0.56818,1.0,0.50455,?,?,?,1.0,?,0.98636,?,?,?,0.56982,?,0.42273,0.08182,0.48927,?,?,1.0,?
1.0,?,?,?,0.0,?,?,0.4,-0.05882,0.56471,?,?,?,?,-0.0549,?,?,0.50196,?,0.45882,0.06667,?,?,?,0.00392,0.48601,?,?,?,?,?,?,0.17255,?
?,?,?,0.35,?,?,0.27955,-0.03636,?,?,0.36194,-0.19091,?,?,?,?,?,?,0.12727,?,0.05078,?,?,-0.14003,-0.04802,-0.09971,?,?,?,?,?,-0.00526,?,?
1.0,?,-0.21996,?,0.36373,0.82403,0.19206,?,?,?,?,0.85193,0.25,?,0.25322,?,?,0.7103,?,?,?,?,0.34871,0.5676,0.52039,?,?,?,?,?,?,?,?,?
?,0.84557,-0.0858,?,?,?,?,?,0.04576,?,?,-0.18494,?,-0.20019,-0.68065,?,?,0.77979,-0.15729,?,?,-0.34128,0.80934,?,?,?,-0.25288,?,?,?,?,-0.18494,-0.59867,0
1.0,0.7087,?,0.64348,0.04348,0.45217,?,0.65217,?,?,?,?,?,?,0.37826,?,?,0.36087,-0.26087,0.26957,?,?,-0.03845,?,-0.12174,?,?,?,-0.04448,0.64348,?,?,?,?
?,-0.5418,0.14861,?,0.73375,0.52012,-0.13932,?,?,?,?,0.47368,0.08978,?,?,?,0.45201,?,?,?,?,-0.63777,?,?,0.65635,?,?,?,?,?,?,?,?,0
1.0,?,0.13582,0.45331,0.16808,0.51783,-0.00509,?,?,?,?,?,-0.04754,?,?,?,-0.22411,0.42445,-0.04244,?,0.06621,?,?,?,?,0.50369,?,?,0.09847,0.70798,-0.01868,0.39559,?,1
?,?,0.16851,0.0,?,?,0.06874,?,1.0,?,?,?,?,?,?,-0.02661,?,?,?,?,0.38803,-0.42572,0.23725,-0.91574,?,-0.34146,0.88248,?,0.69401,?,?,?,0.0,0
?,?,?,0.79299,0.37379,?,?,0.59784,?,0.44303,0.81152,?,?,?,?,-0.12611,0.87396,?,0.79617,?,?,?,?,?,?,?,0.25835,?,?,?,?,-0.67699,?,?
?,?,?,0.82683,0.46259,0.71771,?,?,0.84278,?,0.92643,?,?,-0.13254,?,?,?,-0.52145,?,?,0.49508,-0.77408,0.33537,?,0.17849,?,-0.01358,-0.82366,?,?,-0.33662,?,-0.497,?
?,-1.0,?,0.0,0.0,0.50814,-0.78502,?,0.32899,?,?,?,0.0,?,?,1.0,-0.2671,0.36482,?,0.97068,-1.0,-1.0,-1.0,?,-0.59609,-1.0,-1.0,-1.0,?,?,-1.0,?,0.0,0
?,?,?,?,?,?,?,0.6623,0.09948,?,0.31152,0.75934,?,0.74695,0.08442,?,-0.07853,?,?,?,0.11355,?,0.12185,0.67016,?,0.64158,?,?,0.17539,?,0.14697,0.57455,?,1
?,?,-1.0,?,?,?,-0.99265,?,?,?,?,?,?,0.0,?,0.72059,?,?,-0.60294,0.0,?,?,?,?,?,-1.0,?,1.0,-1.0,?,-1.0,?,0.0,?
?,?,?,?,-0.03142,1.0,?,?,?,?,-0.07092,0.99173,-0.09002,1.0,?,?,?,?,?,?,?,?,?,0.98971,-0.22083,?,?,?,-0.17123,?,-0.22561,0.87011,-0.23296,?
0.0,?,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,?,0.0,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,?,1.0,?,0.0,0.0,?,?,?,0.0,?
1.0,0.95704,-0.12095,?,-0.1269,?,?,?,?,?,?,0.83543,?,?,-0.31395,0.99273,?,?,?,1.0,-0.27165,?,?,?,-0.19233,?,-0.31565,0.81428,?,?,-0.31857,?,?,?
1.0,?,-0.31818,0.0,?,?,?,?,?,?,?,0.34848,-0.84848,0.0,0.0,0.59091,-0.35985,?,-0.80682,?,?,?,?,0.24242,0.17803,?,?,?,?,0.16288,?,?,?,0
1.0,?,-0.49311,?,?,0.98898,?,0.90083,0.66942,1.0,?,1.0,?,?,-0.15017,?,-0.17681,?,?,1.0,?,?,-0.26571,?,?,1.0,?,1.0,-0.36931,?,-0.4074,?,?,?
1.0,?,?,?,0.0,?,?,0.0,0.0,?,?,0.0,?,?,?,?,?,?,-1.0,?,0.0,?,?,?,?,1.0,?,?,0.0,?,?,?,?,0
1.0,?,0.00526,0.84082,?,?,?,0.99061,?,0.96484,-0.07496,?,?,0.87161,-0.20848,?,?,?,-0.08935,0.89876,7.5E-4,?,?,?,?,0.87579,-0.17806,?,?,?,?,0.76586,-0.27794,1
?,0.10135,?,?,?,?,?,?,?,0.31081,?,?,0.0,?,0.0,?,?,?,-1.0,?,?,?,?,-0.42568,?,?,-1.0,?,?,0.0,?,0.0,?,0
1.0,?,?,0.9915,?,0.89518,-0.9745,1.0,?,?,-0.23229,?,?,?,-0.57535,?,?,0.76771,?,?,?,?,?,?,?,?,?,?,-1.0,?,-1.0,0.30445,?,?
?,?,?,?,?,0.0,?,?,?,1.0,-0.2803,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?,-0.93939,?,-0.93182,0.0,?,?,?,0
?,?,?,0.8092,0.41149,0.67203,?,?,?,0.36705,0.81533,0.19617,0.85671,?,?,-0.17241,?,?,?,?,0.56092,?,0.40996,-0.59234,?,-0.63038,?,?,?,?,-0.19923,?,?,?
?,0.42,?,0.0,0.0,1.0,-1.0,?,?,0.43,0.64,?,0.0,?,?,0.67,?,0.84,?,?,0.0,0.0,?,0.21,?,?,?,?,?,?,?,0.0,?,0
?,?,?,0.91404,?,?,0.72144,?,0.84222,?,?,?,0.88248,?,0.91404,-0.34168,?,-0.5136,0.64527,-0.64527,0.44614,?,?,?,?,?,?,?,-0.28183,-0.51251,?,?,?,?
?,?,?,-0.72973,?,?,?,?,?,-0.18599,?,-0.03158,?,?,?,?,-0.00537,0.00342,?,?,7.5E-4,-3.0E-5,1.9E-4,?,2.0E-5,-1.0E-5,0.0,?,?,?,?,?,0.0,?
1.0,?,-0.09524,0.33333,?,0.19048,?,0.2381,0.09524,?,?,0.30952,?,?,?,0.28571,-0.11905,?,0.04762,?,?,0.21429,?,0.35714,-0.04762,?,?,0.19048,?,?,?,?,?,?
1.0,1.0,-0.14754,?,?,0.57377,?,?,0.01639,0.85246,?,0.72131,?,0.68852,?,?,?,?,?,0.67213,0.03279,?,?,?,?,?,-0.20325,0.32787,-0.03279,0.27869,-0.44262,0.4918,-0.06557,0
?,0.98182,?,0.88627,?,?,0.04572,?,0.0,0.69091,0.04545,?,?,?,0.09579,?,0.25455,?,?,?,?,?,?,0.74545,?,0.64581,?,?,?,?,?,?,?,1
?,?,?,?,0.11342,?,?,?,?,?,0.40476,?,?,?,-0.63668,?,?,?,0.05952,?,?,?,?,?,?,0.51971,?,0.57143,0.39286,-0.54891,?,?,-0.55837,0
?,?,-0.07111,?,?,?,-0.06889,?,?,?,-0.06444,1.0,?,?,-0.2,?,0.05333,0.88,?,?,-0.11526,1.0,?,?,0.03556,1.0,?,?,?,?,?,1.0,-0.44222,1
?,0.43636,?,0.58182,?,?,-0.67273,0.34545,-0.03636,0.29091,?,?,?,?,?,?,-0.01818,0.36364,0.05455,0.12727,0.49091,?,0.16364,0.32727,?,?,?,?,?,0.12727,-0.36364,0.29091,?,0
