@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
1.0,1.0,?,1.0,?,1.0,-0.23656,?,?,1.0,-0.2501,?,?,1.0,?,?,-0.38606,1.0,-0.46162,1.0,?,1.0,-0.59661,1.0,-0.47643,?,?,1.0,-0.7582,1.0,-0.75761,1.0,-0.84437,?
?,1.0,?,1.0,1.0,?,?,?,-1.0,?,-1.0,1.0,-0.0184,1.0,?,1.0,?,1.0,-0.85583,1.0,1.0,?,?,?,0.0,?,1.0,1.0,-0.79141,1.0,?,1.0,1.0,0
1.0,0.88208,-0.14639,0.93408,-0.11057,0.921,?,0.88307,-0.17036,?,?,?,-0.31463,?,?,?,-0.33632,0.75243,?,?,?,0.6615,?,0.61297,?,?,-0.54629,0.50179,?,?,-0.57377,0.42189,?,1
?,0.71253,?,0.41287,?,?,-0.09473,?,?,1.0,-0.10951,0.58965,1.0,?,-1.0,0.8227,-0.17863,0.8076,-0.28257,?,?,0.51933,0.05456,0.65493,?,0.93124,?,?,-0.21901,?,-0.87354,?,?,0
?,1.0,-0.15899,0.72314,0.27686,?,?,1.0,?,?,-0.49863,?,-0.12527,0.76837,0.14638,?,?,?,?,?,-0.01891,0.92599,?,?,?,?,-0.11582,?,-0.11129,1.0,0.53372,?,?,?
?,0.66161,-1.0,?,1.0,?,?,0.80893,-0.40446,1.0,?,?,-0.89375,?,0.73393,?,?,1.0,?,1.0,?,1.0,-1.0,?,?,1.0,?,0.95982,-0.3625,1.0,?,?,0.34732,0
1.0,?,0.00433,?,?,?,?,?,?,0.97839,?,1.0,-0.06544,?,-0.07917,?,-0.13665,?,?,?,-0.14248,0.94815,?,?,?,0.89067,?,?,-0.18552,0.83777,-0.20101,0.83867,-0.20766,?
?,1.0,1.0,1.0,?,0.0,?,0.0,?,-1.0,?,0.0,?,?,?,-1.0,1.0,?,?,-1.0,1.0,?,1.0,1.0,?,?,?,?,1.0,?,1.0,?,0.0,?
?,?,?,0.94191,?,?,?,0.93582,?,?,?,?,?,0.92048,?,?,?,0.83744,0.14439,?,?,?,0.14222,?,0.11299,?,?,?,0.153,0.70925,?,0.65258,0.11447,?
?,1.0,?,0.99672,?,?,0.07143,?,?,?,?,?,?,?,?,0.76929,?,?,?,0.6585,?,?,?,?,?,?,?,0.43481,?,?,?,1.0,?,?
?,1.0,?,1.0,0.20746,?,?,?,?,?,?,0.75474,?,0.79555,?,0.65954,?,?,0.62999,0.47807,0.67135,0.40553,?,?,?,?,?,?,0.70682,?,?,0.0699,?,1
?,-1.0,-1.0,?,?,?,?,?,?,-1.0,?,?,?,0.17917,-1.0,?,-1.0,?,-1.0,?,-1.0,?,?,?,?,1.0,?,-1.0,?,?,1.0,0.0,?,0
?,?,0.08791,?,?,?,0.16598,?,?,0.70207,?,?,0.42739,?,?,?,?,0.31639,0.12967,?,?,?,0.55826,?,0.56527,0.18626,?,0.12635,?,?,0.55061,?,?,?
?,-0.64286,?,?,?,1.0,-1.0,?,-0.23393,?,?,?,-0.37679,1.0,?,?,0.13839,?,-1.0,?,?,?,?,?,?,?,1.0,1.0,?,1.0,?,1.0,?,?
?,?,?,?,?,0.98663,?,?,?,0.92738,-0.3013,?,-0.37965,0.89812,-0.43796,0.84922,?,0.87433,-0.57075,0.79016,-0.59839,0.74725,-0.64615,0.68282,?,?,-0.73174,?,?,?,-0.80278,?,?,1
?,?,?,?,?,?,?,1.0,1.0,?,1.0,0.0,?,?,0.0,?,?,?,?,0.0,0.0,?,?,-1.0,-1.0,?,-1.0,?,?,?,0.0,?,0.0,?
?,1.0,?,1.0,-0.07383,?,-0.11039,0.99838,?,?,?,?,?,0.95288,-0.25099,?,?,0.90581,-0.32152,?,-0.34691,?,-0.37643,?,?,?,?,?,-0.42593,?,-0.47977,0.75115,-0.50152,?
1.0,?,?,?,?,?,0.35639,?,-0.63427,?,?,-0.2902,?,?,0.15452,?,?,1.0,?,?,-0.31454,?,?,?,-0.46734,?,?,?,?,?,?,?,?,0
1.0,?,?,?,?,?,-0.05699,0.95947,?,?,?,0.94713,?,0.93369,?,0.94217,-0.11583,?,?,?,?,0.86257,-0.18739,?,?,?,?,0.78546,?,?,-0.23095,?,?,1
?,?,0.0,1.0,0.51724,?,?,?,?,0.0,?,0.0,0.0,?,?,-0.55711,?,?,0.63147,?,0.0,?,0.35668,-0.90302,0.44828,1.0,?,-1.0,?,?,0.0,0.0,?,0
?,0.84134,?,0.43644,?,0.93421,?,?,?,0.81121,?,?,?,?,?,0.75,?,?,?,?,?,0.4661,?,0.90066,-0.02778,0.93358,?,?,?,0.84463,-0.25706,0.93323,-0.01425,1
?,?,?,?,-1.0,?,?,?,?,?,?,1.0,?,-1.0,?,?,-1.0,-1.0,?,0.0,?,1.0,-1.0,1.0,-1.0,1.0,?,?,?,0.0,?,?,?,?
?,1.0,?,1.0,1.0,?,?,?,?,?,1.0,-1.0,?,-1.0,?,?,?,?,?,-1.0,?,?,-1.0,0.90014,-1.0,?,-1.0,1.0,-1.0,1.0,?,?,?,?
1.0,-0.67935,?,?,?,?,0.63317,0.03515,-1.0,?,-1.0,?,1.0,0.88683,?,-1.0,1.0,0.8384,?,1.0,?,?,-1.0,-0.18856,?,?,?,?,?,?,?,?,?,?
1.0,0.95659,?,?,-0.05667,?,?,?,?,?,?,0.95436,-0.16795,?,?,?,-0.32268,?,-0.35902,?,?,0.9014,?,0.99899,?,0.87244,-0.34586,0.92059,-0.30619,0.83951,?,0.82166,?,1
1.0,?,-0.20685,-1.0,?,?,?,0.71875,0.47173,?,?,?,-1.0,?,1.0,?,?,?,?,?,-1.0,-1.0,?,?,?,1.0,-1.0,?,?,?,?,?,0.61458,?
?,1.0,-0.02259,1.0,?,1.0,?,?,?,?,0.56173,?,?,1.0,?,1.0,?,?,-0.17639,0.99484,-0.18949,0.95601,?,?,-0.92284,0.8728,?,0.8292,-0.2237,?,-0.22765,?,-0.22981,?
?,-1.0,?,?,-1.0,?,1.0,0.0,?,?,?,?,-0.1875,1.0,1.0,-1.0,?,?,-1.0,?,?,?,?,?,-1.0,1.0,?,?,?,?,?,?,?,0
?,?,?,?,?,?,0.13231,?,-0.01911,?,?,?,?,?,0.11224,?,?,?,?,?,?,?,0.1641,0.91667,?,0.88423,?,0.88568,?,?,0.29576,0.83574,0.31166,1
?,?,?,-1.0,1.0,?,?,?,?,?,1.0,?,?,?,-0.67708,0.80521,?,?,0.14375,0.0,0.0,?,-0.27083,?,?,?,?,?,?,?,0.0,0.0,?,0
?,?,?,1.0,?,?,0.22574,?,?,?,?,0.92992,?,?,?,?,?,0.83656,?,?,?,?,?,?,?,?,0.42746,?,?,0.56791,0.47033,?,0.50903,?
?,?,-0.35625,?,?,0.0,?,?,?,?,?,?,?,?,?,0.22813,?,?,?,?,?,0.08333,?,?,-0.16667,?,?,?,0.18854,?,?,1.0,?,?
?,1.0,0.16801,0.99352,0.16334,?,?,0.91759,?,?,?,?,0.46899,?,0.49225,?,?,?,0.56977,0.56553,?,?,?,?,?,?,?,?,?,?,?,?,0.78685,?
?,?,1.0,0.20833,-1.0,?,1.0,?,?,-0.66886,?,-0.05921,?,0.01754,?,?,?,?,?,?,?,?,?,0.80921,?,?,?,?,?,0.20614,?,1.0,?,0
?,?,?,?,0.76131,0.8706,?,1.0,-0.09925,?,0.4799,0.65452,?,?,0.00879,?,?,0.80025,-0.24497,?,?,1.0,?,0.93593,?,0.9289,-0.07249,?,?,?,0.19849,?,?,1
?,?,?,?,?,1.0,?,?,0.08424,?,?,?,?,1.0,0.35507,?,?,?,?,1.0,?,?,?,0.91033,?,?,0.15942,?,-0.01947,?,?,?,0.37409,?
1.0,1.0,?,?,?,?,?,?,0.04317,?,?,?,?,1.0,0.04384,0.9575,-0.24598,?,-0.08668,1.0,?,0.99933,?,?,?,?,-0.02174,?,0.2336,0.94578,-0.22021,?,?,?
0.0,1.0,-1.0,?,?,1.0,-1.0,?,?,?,?,?,?,?,?,?,1.0,?,?,1.0,1.0,1.0,?,?,-1.0,1.0,?,?,?,0.0,?,1.0,?,0
?,?,?,0.81309,?,?,1.0,?,?,?,?,-0.79135,?,?,0.40268,-0.39046,-0.58634,?,?,?,?,?,?,?,-1.0,?,?,0.25773,?,?,?,?,0.03446,1
?,?,1.0,?,?,?,?,1.0,1.0,1.0,1.0,?,?,?,-1.0,?,?,1.0,1.0,?,?,?,1.0,?,?,?,0.5,0.0,?,?,?,?,?,0
?,?,0.03529,?,?,1.0,0.26968,?,0.25068,?,?,?,0.38643,?,0.31674,?,0.65701,?,?,?,?,?,0.59457,?,?,?,0.71374,0.85611,?,0.74389,?,?,?,1
0.0,?,-1.0,?,1.0,-1.0,-1.0,?,?,?,?,?,?,?,?,1.0,-1.0,1.0,?,-0.75,1.0,?,-1.0,?,?,?,?,?,-1.0,0.0,?,?,?,?
?,?,0.0862,?,?,0.96026,?,?,?,?,0.46281,?,?,?,?,?,?,0.69003,?,0.54473,0.6882,?,?,?,?,?,?,?,0.86061,?,?,0.09048,?,?
?,0.69444,?,?,?,?,0.69841,?,?,?,?,?,?,0.20635,?,0.21032,?,?,0.78175,?,?,?,0.0,0.73413,?,?,?,?,?,0.0,0.0,?,0.0,?
?,?,0.0507,1.0,0.10827,1.0,0.19498,1.0,?,?,?,?,0.38261,0.94575,0.42881,0.89126,0.50391,?,0.58801,?,0.59962,?,0.62758,?,0.63942,?,0.69435,0.49538,?,0.47027,?,?,0.75243,1
0.0,1.0,1.0,?,0.0,?,?,1.0,-1.0,?,1.0,?,1.0,1.0,?,1.0,?,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?
1.0,?,0.04078,1.0,0.11982,?,0.16159,1.0,?,0.98703,0.30889,0.92745,?,?,?,?,0.46059,0.78619,0.46994,?,0.56282,0.70331,?,?,?,?,?,?,?,?,0.63636,?,?,1
?,?,1.0,1.0,?,?,?,?,1.0,?,?,?,?,1.0,1.0,1.0,-1.0,-1.0,?,?,?,?,?,?,?,1.0,1.0,?,1.0,-1.0,-1.0,?,?,?
?,1.0,?,?,0.4859,?,?,?,?,1.0,?,?,1.0,?,0.77128,?,1.0,1.0,?,?,?,?,1.0,?,1.0,?,1.0,?,?,?,1.0,?,1.0,?
0.0,?,?,?,?,?,?,?,?,?,?,?,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,?,1.0,1.0,?,-1.0,?,?
?,?,-0.06604,1.0,?,?,0.09557,1.0,?,1.0,-1.0,1.0,-0.40559,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,-1.0,?,-0.78555,?,?,1
?,?,-1.0,?,?,1.0,1.0,1.0,?,?,1.0,?,?,1.0,?,?,?,1.0,-1.0,?,?,?,?,?,?,?,?,1.0,?,?,?,1.0,?,?
1.0,?,?,0.92679,?,?,0.24618,?,?,?,?,?,?,0.70796,0.56476,0.60459,0.642,0.51247,?,?,?,?,?,0.23693,?,?,0.73885,0.09694,?,0.02735,0.77072,?,?,1
1.0,?,?,?,?,?,0.32862,?,0.58304,?,-0.15194,?,0.44523,?,?,?,?,?,?,?,?,-8.3E-4,0.24936,?,?,?,?,?,?,-0.04585,?,-0.04013,0.04586,?
?,?,-0.02811,0.6568,?,?,?,0.85947,?,0.63462,?,0.71598,0.0784,?,0.05178,0.7855,?,?,-0.01479,0.78698,?,0.34615,-0.18639,?,0.02811,?,?,0.5355,-0.21154,?,?,?,?,?
1.0,?,?,?,?,1.0,?,0.35821,0.15299,?,0.1306,?,-0.8209,?,?,0.66791,?,?,-0.11567,0.65574,?,0.83209,?,?,0.16418,0.49309,?,?,?,?,0.13521,?,?,0
1.0,?,?,?,-0.10566,0.77358,?,0.66038,?,?,?,0.66792,-0.13962,0.72075,-0.02264,0.76981,?,?,?,0.75849,?,0.73962,?,0.84906,?,0.73886,-0.05801,0.66792,0.02264,?,0.03774,?,?,?
1.0,0.72727,?,0.89241,?,?,?,?,-0.05909,?,-0.16818,0.81809,?,0.56818,?,0.50455,?,0.66818,?,?,-0.3,?,-1.0,?,0.32727,?,?,?,?,?,?,?,?,0
1.0,?,?,0.40392,?,?,?,0.4,?,0.56471,?,0.46667,?,?,-0.0549,0.58039,0.01569,0.50196,?,0.45882,?,?,?,?,0.00392,?,0.10039,0.46275,0.08235,?,?,?,0.17255,1
1.0,0.41932,?,?,0.125,0.23182,0.27955,?,0.44318,?,?,?,?,?,?,?,0.40455,?,?,-0.20028,0.05078,?,?,-0.14003,?,?,?,-1.0,-1.0,-0.02916,?,?,?,?
?,0.88305,-0.21996,?,0.36373,0.82403,0.19206,?,?,?,-0.04292,?,0.25,0.77897,?,?,?,?,?,0.73176,?,?,0.34871,0.5676,0.52039,?,?,0.80901,?,?,0.70923,?,?,?
1.0,0.84557,?,?,?,-0.08961,?,0.80648,?,0.89514,?,?,0.63966,?,?,0.85701,?,?,?,-0.06959,?,-0.34128,0.80934,?,?,0.70882,?,?,?,?,-0.7817,?,?,?
?,0.7087,-0.24783,?,0.04348,?,?,0.65217,0.18261,0.5,?,?,-0.23043,0.50435,?,0.38696,-0.42609,?,-0.26087,?,?,0.53246,?,0.31304,-0.12174,?,?,?,?,?,?,?,?,1
?,-0.5418,?,-0.33746,?,0.52012,-0.13932,?,-0.06811,0.20743,?,?,0.08978,0.56347,-0.1548,0.16409,0.45201,?,?,?,0.07121,?,?,?,0.65635,0.41348,-0.40116,?,?,?,?,?,?,?
1.0,?,?,0.45331,?,0.51783,?,0.52632,?,0.52462,?,0.47368,?,?,0.03905,?,?,0.42445,-0.04244,?,?,0.28183,?,0.51731,-0.03176,0.50369,?,0.34635,0.09847,?,-0.01868,?,?,1
?,0.79157,?,?,0.0,?,0.06874,?,1.0,?,?,?,?,0.23725,0.1286,?,?,?,0.84922,?,?,-0.42572,0.23725,-0.91574,0.8071,?,?,?,0.69401,?,?,?,?,?
1.0,0.90116,?,0.79299,?,0.7299,?,0.59784,?,?,0.81152,?,?,?,?,?,?,-0.28739,?,-0.46635,0.65924,?,?,?,0.39951,-0.71844,0.25835,?,0.11218,-0.71475,-0.05525,-0.67699,?,1
?,?,?,0.82683,?,?,0.58732,0.47968,?,?,0.92643,?,0.93945,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.01358,-0.82366,?,-0.67289,-0.33662,?,?,1
1.0,?,-1.0,?,0.0,0.50814,?,0.60586,?,?,?,?,0.0,?,?,?,?,0.36482,-0.63518,?,?,-1.0,-1.0,?,-0.59609,-1.0,-1.0,?,?,?,-1.0,0.0,?,0
1.0,?,0.04974,?,?,0.78575,?,?,?,?,?,?,0.07348,?,?,?,-0.07853,?,?,0.70021,0.11355,0.68183,0.12185,?,0.15445,?,0.13608,?,?,0.59759,?,?,?,?
?,1.0,-1.0,0.0,0.0,?,-0.99265,0.80882,?,?,-0.94853,0.0,0.0,?,?,0.72059,?,?,-0.60294,?,0.0,0.18382,-1.0,-1.0,?,-1.0,?,1.0,?,1.0,?,0.0,0.0,0
?,?,0.01709,?,?,1.0,?,?,?,?,-0.07092,0.99173,-0.09002,?,-0.15727,1.0,?,0.9831,?,?,?,?,?,0.98971,?,0.9649,?,?,?,?,?,0.87011,?,?
?,?,0.0,0.0,?,?,?,?,0.0,?,?,?,0.0,0.0,0.0,?,0.0,0.0,?,0.0,0.0,0.0,?,?,?,?,-1.0,?,?,0.0,?,?,0.0,0
1.0,?,-0.12095,?,?,0.96365,-0.18242,0.97026,0.0846,?,?,0.83543,-0.24719,?,-0.31395,?,-0.21216,?,?,?,?,?,-0.39458,?,?,0.88793,-0.31565,0.81428,-0.23728,0.89095,?,?,?,1
1.0,?,-0.31818,?,?,0.68182,?,0.30682,?,?,?,?,?,?,?,0.59091,?,?,-0.80682,?,0.0,?,?,?,0.17803,?,-0.23864,0.06061,?,0.16288,-0.70076,?,0.0,?
?,?,?,?,-0.03692,?,?,?,?,?,?,1.0,-0.12493,1.0,?,1.0,?,1.0,?,?,-0.23452,?,-0.26571,?,-0.29852,1.0,-0.33304,1.0,-0.36931,1.0,?,?,?,?
?,0.0,?,?,0.0,?,0.0,?,0.0,0.62195,1.0,0.0,0.0,?,0.0,?,-0.71951,?,?,?,?,?,?,?,0.0,1.0,?,?,?,0.0,?,?,?,?
1.0,?,?,0.84082,-0.11313,?,-0.16431,0.99061,?,?,?,?,0.02966,?,?,?,?,0.98298,-0.08935,?,?,?,-0.05882,?,-0.19872,0.87579,?,?,-0.16581,?,?,0.76586,?,?
?,?,?,?,0.0,?,?,?,?,0.31081,1.0,0.0,?,?,0.0,0.37162,?,?,?,?,0.0,?,?,-0.42568,?,?,?,0.55405,?,0.0,?,?,?,0
?,1.0,-0.57224,?,?,?,?,?,-0.35818,?,?,?,?,?,?,1.0,?,0.76771,?,0.96601,?,0.7012,?,0.61946,-0.76904,?,?,?,?,1.0,?,0.30445,-0.76112,?
?,0.65909,-0.62879,0.0,?,0.0,?,0.77273,1.0,?,-0.2803,?,?,?,?,?,?,?,?,1.0,?,?,0.0,0.0,?,?,?,?,-0.93182,?,?,?,?,0
1.0,0.86284,0.1931,0.8092,?,?,?,0.54559,0.69962,?,?,0.19617,?,?,0.86284,?,?,-0.341,0.65747,?,?,?,0.40996,?,0.25747,?,?,-0.57241,?,?,?,?,?,?
1.0,?,-0.61,0.0,0.0,?,-1.0,0.9,?,0.43,0.64,?,?,?,0.0,?,?,?,?,0.0,0.0,0.0,?,?,0.68,1.0,?,0.0,?,0.0,0.0,?,0.0,?
?,?,0.23395,?,?,?,?,0.4766,0.84222,?,0.9173,0.09467,?,-0.2198,0.91404,-0.34168,?,-0.5136,0.64527,-0.64527,0.44614,?,0.29162,?,0.03591,?,-0.11943,?,?,-0.51251,?,?,-0.53319,?
?,0.91353,?,?,1.0,-0.39466,?,?,?,-0.18599,-0.10241,-0.03158,?,?,-0.03403,0.01108,-0.00537,0.00342,?,4.8E-4,?,?,?,-3.0E-5,2.0E-5,-1.0E-5,?,0.0,?,0.0,?,?,?,?
?,?,?,?,0.07143,?,?,0.2381,?,0.40476,?,?,?,0.30952,-0.04762,0.28571,?,?,?,0.30952,?,0.21429,?,?,?,?,?,?,0.0,0.16997,-0.02034,?,?,1
?,?,?,?,?,0.57377,?,?,?,?,?,?,?,0.68852,?,0.19672,?,0.65558,?,?,?,?,-0.29508,0.31148,-0.34426,?,?,0.32787,?,0.27869,-0.44262,?,-0.06557,0
?,?,0.0,0.88627,?,?,?,0.8,?,?,0.04545,0.79343,?,0.77118,?,0.62727,?,0.68182,?,0.70674,?,?,0.13493,0.74545,?,?,0.15088,0.67273,?,?,?,0.5884,?,?
?,0.39286,?,?,0.11342,?,?,0.66667,?,?,?,?,?,-0.34797,?,0.46429,?,0.54762,?,?,?,?,-0.47594,?,0.70238,0.51971,?,?,0.39286,?,-0.29915,?,?,0
?,?,-0.07111,?,-0.02494,?,?,0.87778,0.00222,?,?,?,-0.07287,?,-0.2,?,?,0.88,?,1.0,?,?,?,0.84444,?,1.0,?,?,-0.14667,?,-0.15609,?,-0.44222,?
?,0.43636,?,0.58182,-0.14545,0.18182,-0.67273,?,?,?,?,?,?,0.36364,?,?,?,?,?,?,?,?,?,0.32727,?,0.41098,?,?,?,0.12727,-0.36364,0.29091,?,0
