@relation dataset

@attribute cap.shape {b, c, f, k, s, x}
@attribute cap.surface {f, g, s, y}
@attribute cap.color {b, c, e, g, n, p, w, y}
@attribute bruises.3f {f, t}
@attribute odor {a, c, f, l, m, n, p}
@attribute gill.attachment {a, f}
@attribute gill.spacing {c, w}
@attribute gill.size {b, n}
@attribute gill.color {g, h, k, n, p, r, u, w, y}
@attribute stalk.shape {e, t}
@attribute stalk.root {b, c, e, r}
@attribute stalk.surface.above.ring {f, k, s, y}
@attribute stalk.surface.below.ring {f, k, s, y}
@attribute stalk.color.above.ring {b, c, g, n, p, w, y}
@attribute stalk.color.below.ring {b, c, g, n, p, w, y}
@attribute veil.color {w, y}
@attribute ring.number {n, o, t}
@attribute ring.type {e, l, n, p}
@attribute spore.print.color {h, k, n, r, u, w}
@attribute population {a, c, n, s, v, y}
@attribute habitat {d, g, l, m, p, u}
@attribute class {e, p}


@data
x,y,n,?,p,f,?,n,?,e,?,?,s,?,?,?,o,?,n,v,u,?
x,?,w,?,p,?,?,n,?,e,e,?,s,?,?,?,?,?,?,v,u,p
b,y,y,t,a,?,c,b,?,?,c,?,s,?,?,w,?,?,?,s,?,?
?,?,g,f,?,?,?,b,?,?,e,?,?,?,?,?,?,?,?,?,?,e
?,s,?,t,?,f,?,b,?,?,c,?,s,?,?,?,?,p,n,?,g,e
x,?,?,?,?,f,?,?,k,?,c,?,?,w,w,?,?,p,?,?,?,e
?,?,?,?,a,?,c,b,?,?,?,s,?,w,?,?,?,?,?,?,?,?
s,f,g,?,?,?,?,n,?,?,?,?,s,?,?,w,o,?,?,?,u,e
?,?,?,?,?,?,c,b,?,?,c,s,s,w,?,?,o,?,n,?,?,e
?,?,?,t,l,?,?,b,?,e,?,s,s,?,w,?,o,p,?,?,?,?
?,y,?,?,?,f,c,?,g,e,c,s,?,?,w,w,o,?,?,?,?,e
?,?,?,t,l,f,?,b,?,e,c,s,s,?,?,w,?,p,?,?,g,e
?,?,?,f,?,f,?,b,k,?,e,s,?,?,?,?,?,e,k,?,?,e
x,?,?,?,l,?,?,?,n,?,?,s,?,?,w,?,o,?,k,?,?,e
?,y,?,?,?,?,?,b,?,?,?,?,?,?,?,?,?,p,?,s,?,e
?,?,y,?,a,?,?,?,?,?,c,?,s,?,?,?,o,p,?,n,?,e
x,f,g,f,?,?,?,n,p,?,?,?,?,w,?,?,?,?,n,?,?,?
f,f,?,t,l,?,?,?,?,t,b,?,?,w,w,?,?,?,?,?,d,?
?,?,w,t,l,?,c,b,?,e,?,?,?,?,w,?,?,p,?,?,?,?
?,?,y,?,l,?,?,n,?,?,?,?,s,?,?,?,o,p,?,?,?,?
x,?,?,?,?,?,?,b,p,e,r,?,y,w,w,?,?,p,?,?,?,?
b,?,y,?,?,?,?,?,?,e,c,?,?,?,?,?,?,?,?,s,?,e
?,?,y,t,l,f,w,n,p,?,b,s,s,w,w,?,o,?,?,v,d,?
x,s,w,?,?,?,?,?,n,t,?,s,?,?,?,?,o,p,?,v,d,?
?,?,?,?,l,?,c,?,p,e,r,s,?,?,?,?,o,p,?,y,p,?
?,y,?,t,?,f,?,?,w,e,e,s,?,?,?,?,?,?,?,?,?,p
?,?,?,?,?,?,?,?,n,?,r,?,?,?,w,?,?,?,?,?,?,e
?,?,?,f,?,f,?,?,?,t,?,f,?,?,?,w,o,?,?,?,g,?
?,y,?,?,?,?,?,?,w,?,e,s,s,w,w,?,o,?,?,s,?,?
f,f,?,?,n,f,c,?,?,e,?,s,?,w,?,w,?,p,?,?,?,?
?,?,?,?,n,?,?,?,?,t,e,?,s,?,?,?,o,e,n,?,?,?
x,y,?,?,?,f,?,?,?,?,?,s,?,?,w,w,o,p,?,?,?,e
?,s,?,?,?,f,w,?,k,?,?,?,?,w,?,?,?,?,?,?,?,?
b,s,?,?,?,f,?,?,w,?,c,?,?,?,?,w,?,?,k,?,?,?
x,?,w,?,l,?,c,?,?,?,c,s,?,?,w,?,o,p,n,?,?,?
?,y,?,?,l,f,?,?,?,?,r,s,y,w,w,?,o,?,?,?,g,?
?,f,n,?,n,f,c,n,?,?,?,?,s,w,w,?,?,p,?,?,?,?
x,?,n,?,n,?,c,?,?,?,?,s,s,?,?,?,?,p,n,?,u,?
?,?,?,?,l,?,c,b,k,?,c,?,?,?,?,?,?,p,k,?,?,e
x,y,?,t,?,?,c,?,?,e,c,?,?,?,w,?,o,?,k,?,?,?
?,?,y,t,l,f,?,b,?,?,?,?,?,w,?,?,?,?,?,n,m,?
?,?,?,?,?,f,?,?,n,t,?,?,s,?,?,?,?,?,n,a,?,?
x,?,?,?,?,?,?,?,g,e,c,?,?,?,?,w,o,?,n,s,?,?
?,?,?,?,l,f,?,b,?,?,?,s,y,?,?,w,?,?,?,?,?,?
?,?,?,?,a,?,?,?,?,e,c,?,?,w,w,?,o,p,k,?,g,?
?,?,?,t,a,?,?,?,g,?,?,?,s,?,?,w,?,p,n,?,?,e
x,y,?,t,a,?,?,b,g,?,c,s,?,w,?,?,?,p,k,s,?,?
?,?,?,f,n,?,w,?,p,?,?,?,?,?,?,w,?,?,?,?,?,?
?,s,y,?,l,?,c,b,?,?,?,?,?,w,?,w,o,?,k,?,g,?
f,?,y,t,?,f,?,?,?,?,?,s,?,?,w,?,o,?,n,?,?,e
x,?,?,t,?,?,?,?,?,e,?,?,y,?,?,?,?,p,?,?,p,e
b,y,w,?,l,?,?,?,?,?,?,?,s,?,?,?,?,p,n,?,?,e
?,y,?,?,?,?,c,b,n,?,c,?,?,w,?,?,o,?,?,n,m,?
x,?,y,?,?,f,c,b,?,?,?,?,?,w,w,w,o,?,?,y,g,?
?,?,?,?,l,?,?,?,n,e,?,s,?,?,w,?,?,?,k,s,?,e
b,y,w,t,?,?,?,?,?,e,?,?,?,?,?,?,?,p,?,s,?,?
?,?,y,?,?,?,?,?,?,?,c,?,s,w,w,?,?,?,?,?,m,?
x,s,?,?,l,f,?,b,?,e,c,s,s,?,w,?,?,?,k,?,g,?
?,f,?,?,?,?,?,?,g,e,e,s,?,?,?,?,?,p,k,y,?,?
?,f,?,?,?,?,w,?,?,t,b,s,?,?,?,w,?,?,u,v,d,?
x,?,y,?,a,f,?,?,n,e,?,s,?,?,?,w,?,p,k,?,?,?
?,?,w,t,p,?,c,?,n,e,e,s,s,w,?,?,o,p,n,v,u,p
?,?,y,t,l,?,?,b,?,?,?,?,?,?,?,w,o,p,n,?,g,?
?,f,?,?,?,?,c,n,?,e,?,s,?,?,?,?,o,p,n,?,u,?
?,y,?,?,?,f,c,?,w,?,r,?,y,?,?,w,o,?,k,?,g,?
x,s,?,?,?,?,?,?,?,t,b,?,?,?,w,w,?,?,?,?,d,e
?,f,?,?,?,f,c,?,?,e,e,?,?,w,?,?,?,p,n,?,?,?
?,s,?,?,?,f,?,n,?,?,e,?,?,?,?,?,o,p,?,v,g,?
?,?,?,t,a,?,?,?,?,e,?,?,s,w,w,?,?,?,?,n,?,?
?,y,n,t,p,?,c,n,p,?,?,?,s,w,?,?,?,p,k,?,?,?
?,s,?,?,?,?,w,b,?,t,e,s,s,?,?,?,?,?,?,?,?,?
x,s,?,?,l,?,?,?,g,e,?,?,s,?,?,w,?,p,?,?,?,e
x,?,?,?,n,f,?,b,?,t,e,?,?,?,w,?,?,?,?,s,g,?
?,?,y,?,?,f,?,b,?,?,?,s,s,?,?,?,?,?,n,?,g,?
f,?,?,?,n,f,w,b,?,t,e,?,s,?,w,w,o,e,?,?,g,?
x,?,?,?,?,f,?,?,n,e,?,?,?,?,w,?,?,p,?,n,?,?
b,s,w,t,l,?,c,?,?,?,?,?,?,w,w,w,?,p,?,?,?,?
?,?,?,t,?,?,?,?,?,?,?,?,?,?,?,?,?,p,n,?,?,?
?,?,?,?,l,?,c,?,?,?,?,s,s,?,?,w,o,p,n,?,m,?
f,s,w,?,?,f,?,n,?,t,b,?,s,?,?,?,?,p,?,?,d,?
?,?,?,?,?,?,c,?,?,e,c,s,?,w,?,w,o,?,?,s,m,?
?,?,w,?,a,?,?,n,?,?,b,?,?,w,w,?,o,p,n,?,d,?
x,?,w,?,?,?,?,n,w,e,e,?,?,?,?,w,?,p,n,?,u,p
?,?,?,t,l,?,?,n,?,?,b,?,?,?,?,w,o,?,?,?,?,e
?,y,?,t,a,?,?,?,?,?,c,s,?,?,?,?,o,p,?,?,?,e
?,?,?,t,?,?,?,?,p,e,e,s,s,w,w,?,?,?,?,?,g,?
?,s,y,?,l,?,?,?,?,?,c,s,?,?,?,?,?,?,?,?,g,?
?,y,n,?,a,?,c,b,w,e,r,s,?,?,?,?,?,?,k,?,p,?
?,?,y,?,?,f,c,?,?,e,?,?,?,w,?,?,?,?,?,n,m,e
s,f,?,?,?,f,?,n,?,e,?,s,?,?,?,?,o,?,?,v,?,?
f,?,n,t,?,?,?,b,w,?,?,?,?,?,?,?,?,?,?,?,?,e
?,y,y,?,?,f,c,b,k,e,c,s,?,w,w,?,?,p,?,n,?,e
x,?,g,?,n,?,w,?,?,?,?,f,f,w,w,w,?,e,?,?,?,?
?,?,w,?,?,f,w,?,k,?,?,s,f,?,w,?,o,?,?,?,g,?
?,?,?,?,l,?,?,?,w,?,c,?,?,?,w,w,o,?,n,n,m,e
?,?,y,t,?,?,c,?,k,?,?,s,s,?,?,?,?,?,k,?,?,e
?,?,w,t,a,f,c,?,g,e,c,?,s,w,?,w,o,p,k,?,?,e
?,?,?,t,a,f,?,?,w,e,?,?,?,w,w,?,?,?,?,s,g,?
x,?,?,f,n,?,w,?,p,?,?,?,?,?,w,?,?,e,?,?,?,?
?,?,?,t,?,?,?,b,g,e,?,?,?,?,w,?,o,?,n,?,g,e
?,?,?,?,?,f,c,?,k,?,?,?,?,w,w,w,?,?,?,v,?,e
x,?,?,?,?,?,?,n,?,?,?,?,?,w,?,w,o,p,u,v,?,?
x,?,?,t,l,f,?,?,?,e,r,s,?,w,w,w,o,p,k,s,g,e
?,?,?,t,?,?,c,b,?,e,?,s,?,?,?,?,?,?,?,?,?,?
x,y,?,?,a,?,?,b,k,e,?,s,?,?,?,?,?,?,n,n,?,e
?,y,?,t,?,?,?,?,n,e,c,?,?,?,w,?,?,p,k,s,m,e
b,s,y,t,a,f,c,b,?,?,?,?,?,w,w,w,?,?,?,?,g,?
?,s,?,t,l,?,c,?,?,e,?,?,s,?,w,?,o,?,k,s,?,e
b,?,y,t,?,?,c,b,n,e,c,?,?,w,?,w,?,?,?,?,?,e
x,f,?,?,?,?,?,?,?,e,?,?,?,?,?,w,?,?,?,y,?,?
f,?,?,?,l,f,c,b,?,?,r,?,?,w,w,?,o,?,?,y,?,e
?,?,w,?,?,f,?,b,k,e,c,?,?,w,w,?,o,?,n,s,?,?
?,y,y,?,?,?,?,?,?,e,r,?,y,?,w,?,?,p,?,?,p,e
?,?,w,t,a,?,c,?,?,e,?,s,?,?,w,w,?,?,n,?,?,e
?,?,?,?,a,f,c,?,?,?,?,?,?,?,?,w,?,?,?,s,?,e
x,y,?,t,?,?,c,?,w,e,?,?,y,w,w,w,?,?,?,?,?,?
?,?,?,?,a,?,?,?,?,e,?,s,?,?,w,w,?,?,?,?,g,?
?,?,g,?,n,f,?,?,g,?,?,s,s,?,?,?,o,p,?,?,u,?
?,s,y,?,?,f,c,?,k,?,?,s,?,w,?,w,o,?,n,s,?,e
x,?,?,?,?,?,?,?,?,?,b,?,s,w,?,?,?,p,u,?,?,?
?,y,y,t,a,f,?,?,?,?,?,?,s,?,w,w,?,?,k,s,?,?
?,y,?,t,l,f,?,?,p,e,r,?,?,?,?,w,o,?,n,?,?,?
b,?,?,t,?,?,?,?,?,?,?,s,?,?,w,w,?,?,?,?,m,?
b,y,?,t,?,f,?,b,k,?,?,s,s,w,?,w,?,?,k,?,?,e
?,y,?,t,a,?,?,b,g,e,?,s,?,w,?,?,?,?,?,s,?,e
?,y,y,?,?,?,?,?,?,?,?,s,?,w,w,w,?,?,?,n,?,e
b,s,y,?,l,f,?,?,?,?,?,?,?,?,w,?,?,p,?,n,?,e
x,y,?,t,?,?,?,?,p,e,e,?,?,w,?,?,o,?,n,?,u,?
?,?,n,f,?,f,?,n,g,e,?,?,?,w,w,?,o,?,n,?,?,e
f,f,n,?,?,?,?,n,g,e,e,s,?,?,?,?,?,p,k,v,u,?
?,s,y,t,a,f,?,?,g,?,?,?,?,?,?,w,o,?,?,s,m,?
?,?,?,?,a,?,?,?,p,e,?,s,?,w,?,w,?,?,k,?,p,e
x,y,?,t,?,?,?,n,?,e,?,s,s,w,?,w,?,?,?,?,?,p
b,s,w,t,?,?,c,b,g,e,?,?,?,?,w,?,?,p,?,?,m,e
f,f,g,?,?,?,c,?,p,?,e,?,s,w,?,w,?,?,k,?,?,e
?,y,?,t,l,f,?,b,?,e,c,s,?,w,?,?,o,p,?,?,g,?
?,y,?,?,?,?,?,b,w,?,?,?,y,?,?,?,o,p,?,?,?,?
x,f,w,f,?,f,?,b,?,?,e,?,?,?,w,w,?,?,?,s,g,e
?,?,?,?,l,?,w,n,?,t,?,?,?,?,w,w,?,p,?,v,?,e
b,?,w,?,l,f,c,b,?,e,c,?,s,?,?,?,?,?,n,s,m,e
?,?,y,?,a,?,?,n,?,t,?,?,?,?,?,w,o,?,n,?,d,?
?,?,?,?,?,f,c,b,k,?,?,?,?,w,?,w,?,?,n,?,?,?
?,?,?,?,?,?,?,?,?,?,?,s,?,w,?,w,?,?,?,?,?,e
b,?,?,t,?,f,c,?,?,?,c,?,s,?,?,?,?,p,?,?,?,e
x,?,w,t,?,f,c,?,?,?,?,s,?,w,?,?,?,?,?,?,?,?
?,?,?,t,l,f,?,?,n,?,c,s,?,w,w,?,o,?,?,s,m,e
?,?,w,t,a,f,w,n,?,?,b,s,?,?,w,?,?,p,?,v,d,?
?,y,y,?,?,?,?,?,w,?,?,?,?,?,?,?,?,?,?,?,g,?
?,?,w,t,?,?,?,b,?,?,?,?,?,?,w,?,o,p,?,?,?,e
x,?,?,t,?,?,c,b,g,e,?,?,s,?,w,?,?,?,k,?,?,?
?,f,w,?,?,?,w,?,?,t,?,?,?,?,?,?,?,?,?,s,?,?
?,y,?,t,l,f,?,?,n,?,r,?,y,?,?,?,o,?,?,?,p,?
x,s,?,t,?,?,?,n,k,?,?,?,s,?,w,?,?,?,?,?,?,?
b,?,?,?,a,?,c,b,?,?,?,s,?,?,?,?,?,p,n,?,?,?
?,?,w,?,?,?,c,b,k,?,?,?,?,?,w,w,?,?,k,?,m,?
?,y,?,t,?,?,c,?,?,e,?,?,?,?,?,w,o,p,?,n,?,?
b,y,?,?,a,?,c,?,?,?,?,s,s,?,w,?,?,p,k,n,?,e
?,s,y,t,a,?,?,b,w,?,c,s,s,w,?,w,?,?,?,s,?,e
?,s,?,?,l,f,?,b,w,e,?,?,s,w,w,?,?,?,?,n,?,?
x,?,?,?,?,?,?,?,?,t,?,s,?,w,?,?,o,?,n,?,d,?
?,?,?,f,?,f,c,?,?,e,?,?,?,?,?,?,o,?,?,y,u,e
f,?,?,?,a,f,?,?,?,?,?,?,y,?,?,w,?,p,n,s,?,?
b,?,w,?,?,?,?,b,?,?,c,?,s,?,w,w,o,?,?,?,m,e
?,?,y,?,?,f,c,?,g,e,?,?,?,w,?,w,o,?,k,s,?,?
x,?,y,t,?,f,?,?,?,?,c,?,?,w,?,?,?,p,k,s,?,e
x,?,?,?,?,?,c,?,w,e,c,?,s,w,w,w,o,?,?,s,?,?
?,f,g,?,n,?,c,?,?,e,e,s,?,?,w,w,o,?,?,v,u,?
?,?,w,?,a,?,c,b,n,e,c,?,?,?,?,w,?,?,?,?,?,e
x,s,?,?,p,?,?,?,?,e,?,?,?,?,w,w,?,p,?,s,?,p
x,?,?,t,?,f,c,b,?,?,?,?,?,?,w,?,?,?,?,s,?,e
f,f,?,?,?,?,?,?,p,t,?,s,?,?,?,?,o,p,n,v,?,e
?,y,?,?,?,?,?,?,g,?,c,?,?,?,?,w,?,?,?,n,?,?
b,?,w,?,?,?,?,b,?,e,c,?,s,w,?,w,o,p,?,?,g,?
x,?,?,t,a,?,?,?,?,?,?,?,s,?,w,?,?,?,n,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,s,w,w,w,?,?,n,s,?,?
?,y,n,?,?,?,?,n,p,e,e,?,s,?,?,w,o,?,?,?,u,p
b,?,?,?,?,f,c,?,?,?,?,s,?,?,?,?,o,?,?,?,g,e
x,f,?,f,?,?,c,?,?,?,?,s,?,w,?,w,o,?,?,?,u,e
?,?,?,?,p,?,c,?,?,?,?,s,s,w,w,w,o,?,?,?,u,p
?,?,y,?,?,?,c,b,?,?,r,?,?,?,w,w,?,p,?,?,?,?
f,?,?,?,?,f,c,n,?,?,?,?,s,w,w,w,?,?,?,v,?,e
?,?,w,?,l,?,?,?,k,?,c,?,s,w,?,w,?,?,n,?,?,e
?,?,w,t,l,?,w,n,?,?,b,s,?,?,w,?,?,?,?,?,d,e
?,?,?,?,?,f,c,b,w,e,?,?,s,w,?,?,?,?,?,s,?,?
?,?,y,?,l,f,?,?,?,e,c,?,?,w,w,w,o,?,?,?,g,?
?,y,?,t,?,?,?,b,n,e,r,?,y,?,?,w,?,p,k,s,?,?
f,?,?,?,?,?,?,b,?,?,?,?,y,w,?,w,o,?,?,s,p,e
f,y,y,?,a,?,?,b,w,e,r,?,?,?,w,w,o,p,k,?,p,e
?,?,w,?,l,f,c,b,?,?,c,s,?,w,?,?,?,?,?,s,?,e
?,?,w,t,a,?,c,b,?,?,c,s,s,?,w,w,o,?,n,n,?,?
?,s,w,t,p,?,?,?,?,e,e,?,s,?,?,?,o,?,?,?,?,?
?,?,?,t,?,?,?,n,?,t,?,s,s,?,w,w,?,?,?,v,d,?
?,?,?,t,?,f,?,b,?,?,c,?,s,w,?,?,o,?,?,s,g,?
?,?,?,t,?,?,?,n,?,?,?,s,?,?,w,?,?,?,?,v,?,?
?,y,?,?,?,f,c,b,n,e,c,?,?,?,w,w,o,?,?,?,?,?
?,?,y,t,?,?,?,?,?,?,?,?,y,?,?,?,?,?,?,y,p,e
x,s,n,f,?,?,?,b,?,?,e,f,s,w,?,w,o,?,?,s,?,?
f,?,?,t,a,?,c,b,?,?,?,s,?,?,w,?,?,?,?,?,?,?
?,?,?,?,p,f,c,?,p,e,e,?,s,?,w,w,?,p,?,?,?,?
?,?,?,?,?,f,?,?,?,e,?,?,?,?,w,?,?,p,n,?,?,e
b,?,y,?,l,f,?,b,w,?,?,s,s,?,w,?,o,?,?,s,m,?
?,?,?,?,?,f,?,?,n,?,?,s,s,?,?,w,?,p,?,?,?,?
?,?,w,?,l,?,c,?,?,?,?,?,?,?,?,w,o,?,n,?,?,?
f,f,?,?,?,?,c,?,?,e,e,?,s,w,w,?,o,p,?,?,?,e
?,?,?,?,?,f,?,b,w,e,?,s,s,w,?,w,o,?,?,?,?,e
b,?,?,?,?,?,c,b,?,e,?,s,?,w,?,w,?,p,k,n,?,?
?,?,?,t,?,f,?,?,?,e,c,?,?,w,?,?,?,p,?,?,m,e
?,y,?,t,?,f,c,?,w,?,r,s,?,?,w,w,o,?,?,s,?,?
?,y,w,t,p,f,?,?,?,e,e,?,?,w,w,?,o,?,?,?,?,p
x,s,w,?,a,f,?,b,n,e,?,s,?,?,?,?,o,?,n,?,g,e
?,y,?,?,a,f,c,?,?,e,c,s,s,?,?,?,?,?,?,s,?,?
?,f,?,?,?,?,w,?,?,?,b,?,s,w,?,w,o,p,?,v,?,?
f,?,?,?,?,?,c,n,g,e,?,?,?,?,?,?,?,?,?,?,?,?
?,s,g,?,?,?,w,b,?,?,?,?,s,?,?,w,o,e,?,?,?,?
x,?,y,?,?,f,c,?,g,e,?,?,?,w,?,w,o,p,n,?,m,e
b,?,w,?,a,f,?,b,?,e,c,?,s,?,?,?,o,?,n,?,m,e
?,?,n,?,?,?,c,?,w,e,?,?,?,?,w,w,o,?,k,?,u,?
x,s,w,?,?,f,c,b,?,?,c,?,?,?,?,?,?,p,k,?,m,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,w,?,o,p,?,?,?,?
?,?,?,t,l,?,?,?,k,?,c,?,?,?,w,w,o,?,?,?,g,e
x,?,?,t,a,?,c,?,k,?,?,?,?,?,?,?,o,p,?,?,m,?
f,y,?,?,a,?,c,?,n,?,r,?,y,w,w,?,o,p,?,s,p,e
?,?,n,?,a,f,c,b,w,e,r,?,?,?,w,?,?,p,n,?,p,?
f,?,?,?,?,?,c,?,?,?,?,?,y,?,?,w,o,?,?,y,?,?
x,y,?,?,a,?,c,?,w,e,c,s,s,w,w,?,o,p,?,?,m,?
f,f,?,f,?,?,?,b,h,?,?,?,?,w,w,?,?,?,k,?,g,?
?,?,?,?,l,?,?,b,?,e,?,?,?,?,?,w,o,?,?,?,?,e
?,?,w,?,p,?,?,n,w,e,?,?,?,?,?,w,o,?,?,?,?,?
b,y,?,t,?,?,?,b,?,?,c,?,s,?,?,?,?,?,?,?,?,e
s,?,n,?,?,f,c,?,p,?,e,s,s,w,?,?,?,p,?,v,?,e
x,?,?,t,?,f,?,?,k,?,c,?,?,?,w,w,o,?,k,s,?,e
b,y,?,?,?,?,?,?,n,?,?,?,s,?,w,w,o,?,?,?,?,?
?,y,n,?,?,?,?,b,n,?,?,?,y,?,?,?,?,p,?,s,g,?
b,y,?,?,a,f,c,?,?,?,?,s,?,w,?,?,?,?,k,?,?,e
b,y,?,t,?,?,?,?,g,?,c,s,s,w,?,?,?,?,?,?,?,e
x,y,?,t,?,f,?,?,?,?,?,s,y,?,?,w,?,p,?,?,?,?
?,?,g,f,n,?,?,?,p,?,?,?,?,?,?,w,o,p,?,?,?,e
x,?,?,?,?,?,?,?,g,e,e,?,?,?,w,w,?,p,?,?,?,?
?,y,y,?,l,?,c,?,n,?,c,s,s,?,?,w,?,?,k,?,g,?
?,?,?,?,?,f,c,?,?,?,c,s,?,?,w,?,?,?,?,s,?,e
b,y,?,?,?,?,?,?,k,?,c,s,s,?,w,w,?,?,?,s,?,e
x,?,?,?,a,?,?,b,?,?,?,s,?,?,?,w,o,p,k,?,?,?
b,?,y,?,a,?,?,b,g,?,?,?,s,w,?,?,?,p,?,n,m,?
x,?,y,?,a,?,?,?,?,?,?,?,s,?,w,?,o,?,k,?,?,e
