@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real


@data
0.408663,?,-0.348831,-0.036002,0.670316,-0.301304,-0.625013,?,?,-0.878057,?,0.099317,-0.152029,1.154452,?,1.038318,-0.074337,0.298926,?,-0.634768,?,0.584488,-0.322004,-0.603692,?,?,-0.283138,-0.6700689999999999,?,?,-0.166154,0.450834,?,?,1.004182,?,?,0.71713,?,?,-0.8917879999999999,-1.137722,?,-0.7966310000000001,-0.926801,?,-0.912343,?,?,-0.724091,?,?,2.302283,?,?,?,0.624866,?,-1.163757,-1.179969,?,?,?,-1.015261,-0.627195,-0.618322,?,?,33.66,?
?,-0.342826,-0.813587,0.48023599999999994,?,-0.8405299999999999,?,?,-5.281537,-5.593823,-0.25035300000000005,?,1.557309,1.169599,?,-1.2681959999999999,2.1897729999999997,-0.9760770000000001,-0.989452,-0.8937719999999999,0.21637800000000001,?,?,-0.808163,?,0.014141999999999998,0.659131,3.2024060000000003,?,?,?,1.576198,3.6757779999999998,?,-0.745945,-1.237239,-1.279794,?,?,?,-0.520347,1.5906120000000001,1.871461,4.1931199999999995,5.168508,?,2.0362139999999997,?,3.3077449999999997,?,1.064956,?,-1.04839,-0.8912190000000001,?,?,-1.2935450000000002,-0.8100510000000001,0.904192,2.324242,1.51928,5.010311,5.184758,?,3.4645639999999998,1.421777,4.7817739999999995,?,54.68,25.31
-0.289956,0.05392,-0.18263800000000002,-0.248795,?,-0.235852,-0.108221,?,?,0.122527,1.031463,1.858341,-0.06894700000000001,-3.29333,-2.7056009999999997,?,0.46975600000000006,-0.46394399999999997,-0.030395,-0.155666,0.238947,?,?,?,-0.629412,?,?,1.678163,?,?,2.534516,1.249474,?,?,?,0.724333,0.7158800000000001,0.756083,0.45099700000000004,-0.154278,?,?,-0.231031,?,0.19930499999999998,?,?,0.518204,?,1.207495,?,-0.651055,0.347036,?,-0.397794,?,0.92255,?,?,-0.751437,-0.685135,0.9293959999999999,0.646915,-0.096441,2.055288,?,0.255458,?,44.41,26.1
-0.653092,0.102789,?,?,?,0.63726,?,?,?,?,-1.1226209999999999,0.057079,0.437997,?,0.255395,?,?,?,-0.453322,?,?,2.143432,0.738241,?,-0.24192800000000003,3.31E-4,?,0.9664940000000001,0.287002,-0.013791999999999999,4.689995,3.705892,-0.379895,?,-0.308824,0.980389,?,?,?,?,0.33260100000000004,?,1.829722,?,1.957283,?,0.079183,2.920049,?,0.605915,0.71849,?,?,?,-0.018241,?,?,-0.28484499999999996,?,?,2.5362,2.738165,?,0.030095,2.904609,3.00524,?,?,44.41,?
?,1.221156,?,?,1.025566,-1.602165,-1.4129180000000001,0.032037,0.21879,?,?,0.9753850000000001,?,?,-1.70757,-2.653819,0.024189,?,-0.8872969999999999,?,?,?,-1.988273,-1.290292,-2.585651,-2.4784889999999997,?,-2.67485,-1.3730129999999998,-0.499953,1.513488,?,?,?,?,-0.93937,0.912236,1.080314,2.180155,-1.392069,?,?,-0.707608,0.793565,-0.142422,0.13557,1.375151,?,?,?,0.705976,-0.6455989999999999,-1.590751,-0.48377700000000007,-0.19728800000000002,?,?,0.207475,?,?,2.831832,0.395397,0.447366,?,3.4277599999999997,?,?,0.962016,?,?
-0.297982,?,?,-0.321797,0.570778,0.20030799999999999,?,?,-0.765954,?,-0.480574,0.550611,-0.643941,0.223954,?,?,-1.0206540000000002,-0.342808,-0.167989,-0.21191300000000002,0.36430500000000005,?,?,0.379544,?,?,?,?,-0.47059399999999996,?,?,?,-0.207812,?,-0.303374,0.629865,0.179917,0.08408,1.061294,1.636774,-0.079199,0.173546,?,?,0.041524,?,?,-0.173377,-0.28317800000000004,0.007334,0.901909,?,0.057464,0.453504,0.161477,?,?,?,0.7858470000000001,0.483962,?,0.7083109999999999,-0.149901,?,?,?,0.40378200000000003,?,44.41,?
?,-0.016307,-0.46986700000000003,-1.1646379999999998,?,-0.305824,-0.414179,?,?,-0.231573,?,-0.7091270000000001,-0.427116,-1.7624099999999998,?,?,-0.5616300000000001,-0.552741,?,-0.7569739999999999,?,?,?,-0.732902,?,?,-0.024776,?,?,-0.290173,0.6393270000000001,0.365651,0.592047,0.49505,-0.442978,0.5860989999999999,?,?,0.503166,0.093178,-0.27161599999999997,0.086896,-0.558365,-0.350713,-0.722,-0.337902,?,0.3077,?,0.460309,1.4789709999999998,?,0.11532200000000001,?,0.18729400000000002,?,?,?,-0.359577,-0.487349,?,-0.36397399999999996,?,?,?,1.354098,0.166626,1.35591,44.41,?
0.42320100000000005,?,0.039721,-0.176358,?,?,0.045498000000000004,-0.207033,0.20415999999999998,?,?,0.057739,-1.239894,-2.553978,?,?,1.3929770000000001,-0.106018,?,-0.45766899999999994,?,0.6547930000000001,-0.230594,-0.534771,?,?,?,0.266623,?,?,0.754884,0.75722,?,?,?,?,0.190495,?,2.929461,0.5821189999999999,-0.973168,-0.470246,?,?,-2.2999999999999998E-4,?,1.056889,1.211418,0.8042630000000001,0.936865,?,?,-1.7015509999999998,-0.36505,?,?,0.32567199999999996,?,?,0.585605,0.021848,0.766841,0.013443,0.261531,0.199648,1.0736809999999999,0.9528719999999999,1.348816,?,?
-0.162056,0.055434000000000004,0.261841,-0.9301,0.13513699999999998,-0.652575,?,-0.6007,?,0.310616,0.277425,?,0.8883629999999999,?,0.620991,-0.285095,?,-0.36717,-0.17638199999999998,0.736991,?,?,?,?,?,?,?,-0.797449,0.362531,0.789597,0.42235200000000006,0.020163999999999998,?,0.035067,0.053527,0.791624,?,-0.272939,0.755092,1.258332,?,?,0.055265999999999996,1.869674,?,1.515005,2.208237,2.392891,0.285096,1.328766,?,-0.543461,?,?,0.031718,?,0.167037,?,?,?,?,?,?,2.8993130000000003,3.0600099999999997,1.2105350000000001,1.1686860000000001,0.68652,44.41,26.1
-0.478641,-0.12085699999999999,?,?,?,?,-0.20502800000000002,?,?,0.53856,-0.778032,0.10144700000000001,?,?,-0.077129,-0.734427,0.047783,-0.745133,-0.339756,-0.705429,?,0.6699390000000001,-0.24471199999999999,?,?,-0.12358800000000002,?,-0.093096,0.105076,-0.97252,-0.163659,0.13256700000000002,-0.325354,?,?,0.555185,0.20289400000000002,-0.7513,0.47938100000000006,0.160403,-0.32206,1.0787799999999999,-0.7761279999999999,?,0.346666,?,0.929118,0.371515,-0.583016,0.139751,?,-0.839727,?,-0.101063,0.092071,0.8624430000000001,?,?,0.694575,0.34727399999999997,-0.627556,?,?,?,?,0.11686700000000001,-0.450768,-0.440622,44.41,26.1
-0.154697,0.151264,-0.37143000000000004,0.680462,1.141912,-0.07324,?,-0.44453100000000006,?,?,?,-0.48582600000000004,?,?,?,0.786355,0.5709420000000001,-0.389277,?,-0.6093109999999999,0.513184,0.203752,0.198541,-0.505862,-0.116862,0.056492999999999995,?,1.178407,?,2.297691,1.816125,2.8088330000000004,2.3708709999999997,2.15833,?,0.734269,0.29049400000000003,?,?,?,?,-0.5158119999999999,-0.204213,?,-0.804615,-0.651149,?,0.165915,-0.525471,-0.257711,?,?,0.029722000000000002,-0.341908,-0.560077,?,?,?,-0.395451,0.00856,?,?,0.9365760000000001,?,?,1.376957,0.582379,0.636692,44.41,26.1
-0.188648,?,-0.35573499999999997,?,1.556737,?,?,-0.966326,-0.012959,0.308683,?,?,?,-0.423867,-1.415257,-0.061581,0.49554899999999996,?,-0.138768,-0.608607,0.098906,-0.152828,-0.623747,-0.904584,-0.16613,-0.590807,?,?,?,?,-0.095485,?,1.0477299999999998,?,-0.577612,0.6761510000000001,?,-0.15467999999999998,0.198849,-0.6105729999999999,-1.2246549999999998,-0.945943,-1.191827,?,?,?,0.060767999999999996,-0.928108,?,?,0.002502,-0.8188409999999999,0.413709,-0.27531300000000003,?,?,?,?,?,-1.087842,-0.347709,-0.734596,0.019989,?,-0.530663,?,0.484809,?,44.41,26.1
?,0.092226,-0.511917,0.137678,0.090534,?,?,0.40058299999999997,1.104687,-0.969183,-0.567788,-0.22494499999999998,?,1.126844,?,-2.531357,?,?,-0.011437000000000001,-0.710657,0.237316,0.19572699999999998,?,-0.197489,-0.259883,?,1.986246,0.469909,?,2.92713,3.398337,?,?,0.671176,-0.315836,?,?,0.066705,?,?,?,?,-0.175539,?,-0.265631,0.180298,?,1.4334360000000002,0.412159,?,?,-0.470538,0.176005,?,0.161142,?,?,?,?,?,1.239535,-0.21914499999999998,?,0.914383,2.908218,?,0.966082,0.284445,44.41,26.1
0.7321529999999999,0.744112,0.567454,-0.018775,0.584802,-1.71528,1.6572930000000001,-0.073149,?,?,?,?,0.30233000000000004,?,0.255524,0.930615,0.183893,1.088227,1.199565,0.726692,0.202373,1.1431069999999999,0.380104,2.8019540000000003,-0.5434939999999999,?,?,0.280371,?,-0.058874,0.41766499999999995,-0.014488,-0.055716999999999996,?,?,?,?,0.449506,0.9027930000000001,-0.973633,0.36836599999999997,?,-0.536671,-0.518135,-0.8867450000000001,-0.26259099999999996,?,-0.6896180000000001,?,?,-0.896703,-0.445018,-0.11481,0.16780699999999998,0.149071,?,-0.853275,1.9794610000000001,?,-0.254682,-0.32716100000000004,-0.547229,-0.516127,-0.197659,-0.366526,-0.472495,-0.527366,?,?,?
?,0.437996,2.021175,1.1705780000000001,-0.560945,?,0.46635299999999996,?,?,?,?,?,0.380977,?,0.18868900000000002,?,0.028482,2.415728,2.731762,2.329782,?,?,?,1.986134,1.16246,?,?,?,-0.330921,?,-0.167952,?,7.740000000000001E-4,?,0.5728310000000001,?,?,?,1.05017,?,?,?,-0.727971,?,?,?,?,-0.656508,-0.6854,?,-0.921433,0.946141,?,-0.72288,-0.780365,0.423329,?,?,?,-0.744069,0.393803,-0.546477,?,?,-0.518748,?,-0.602913,?,36.7,3.21
-0.98164,0.444809,-0.303359,?,-1.1816,?,0.6165729999999999,?,0.25062399999999996,?,?,?,?,0.64936,0.556033,-0.345549,?,?,?,-0.8971629999999999,5.34026,?,?,0.449371,-0.91348,-0.529288,-0.673615,?,-1.018886,?,-0.817731,-0.742084,?,-1.3683889999999999,?,2.142736,1.799218,?,1.7905369999999998,3.60126,?,?,-0.10431900000000001,0.162113,?,-0.331067,-0.408012,?,?,-0.129922,?,-0.8506969999999999,?,-0.182807,?,?,1.591046,?,-0.39046,?,0.389687,-0.590746,?,-1.0174450000000002,0.373013,0.083369,-0.449183,?,?,38.74
4.701566000000001,?,3.3545089999999997,2.352447,0.131287,?,0.30235100000000004,-0.577926,?,?,?,?,0.21222,-0.092346,0.43236800000000003,0.46996899999999997,0.869984,8.617714999999999,8.610597,2.059031,2.308024,0.870001,?,?,1.523358,?,1.399781,1.148786,0.294403,?,?,?,-0.005761,-0.192583,1.046616,0.280869,?,-0.8631129999999999,?,?,?,?,?,-0.742631,-0.627745,-1.297572,?,?,-1.032605,?,-1.2091040000000002,?,?,?,-0.7310770000000001,?,-0.291618,-1.239534,?,-1.060059,-0.21416500000000002,-0.5525479999999999,?,-0.154881,-0.870775,?,?,?,39.91,?
?,-0.87045,-0.9856440000000001,-0.65659,0.32613600000000004,?,0.940682,-0.036177,0.560791,?,-0.016128,?,?,?,-0.185596,?,?,?,-0.784297,-0.914925,-0.656094,?,?,-1.370757,?,?,?,?,?,-1.058363,?,?,-0.927875,?,?,?,?,?,-1.524316,-1.502722,-1.172131,?,-1.127707,?,-0.644249,-1.024491,?,-0.630837,?,?,?,?,?,-1.176419,0.01093,-1.170628,-0.7327130000000001,?,?,?,-1.149386,-0.963975,-1.399127,?,-0.909115,?,-0.709339,-0.751254,?,32.83
1.211226,?,0.935591,0.746263,1.041137,?,?,0.503073,0.570819,-0.044764,0.30185700000000004,0.250023,0.342459,?,-0.135496,-0.36854000000000003,?,2.515304,2.036664,?,?,?,-0.383363,?,-0.231733,-0.11578800000000002,0.142982,-0.16053599999999998,0.45956499999999995,-0.185416,0.160129,0.025296000000000003,0.026052999999999996,?,0.188442,-0.6254770000000001,-0.499514,?,-1.384926,-1.108068,-0.857073,-1.0718370000000002,-1.1311870000000002,-1.175724,?,-1.036498,-1.2548270000000001,?,?,-0.9045059999999999,-0.529489,?,?,-0.476343,-0.220088,?,-0.677347,-0.46049700000000005,-0.740464,-0.576699,?,-0.743362,-1.149477,-1.041917,-0.9558840000000001,-0.681758,-0.572167,-0.954443,?,32.83
-0.757822,-1.005112,-1.042816,?,-0.160917,?,0.8134779999999999,?,0.307675,?,-0.26000100000000004,-0.5973510000000001,-0.44609499999999996,-2.592839,?,0.145925,?,-0.8131010000000001,?,?,-0.890901,-1.514713,?,?,?,-0.7503850000000001,-0.210632,?,-0.14136600000000002,?,?,?,?,?,?,?,-1.624806,0.24941799999999997,-1.342926,-0.903173,?,-0.7652359999999999,-0.6022390000000001,-0.17381,0.03241,?,-0.431122,0.135035,?,?,1.791298,-0.662143,?,-1.65167,?,-1.6284290000000001,?,-0.563752,?,?,-0.673517,?,0.051394,?,?,?,0.10691099999999999,?,?,32.83
0.6611319999999999,?,?,0.263772,0.550972,-0.149746,1.229439,-0.342453,?,-0.5744859999999999,-0.385696,1.134003,0.38705500000000004,-1.5122879999999999,-0.268065,-0.46803199999999995,-0.972561,1.806699,1.044039,?,0.211075,-1.2618479999999999,-0.442726,?,-1.140854,?,-1.061304,-0.9819469999999999,?,?,-1.1947459999999999,-0.397413,-0.24059,-0.498697,0.021912,-0.8679459999999999,?,-0.19055,?,?,-1.160203,-1.143314,-1.145856,-0.951535,-0.468038,-0.042259,-0.446351,-0.22666,-0.032246,0.388626,0.825984,0.0065969999999999996,-0.9973120000000001,?,-0.446412,-1.7036759999999997,?,?,?,?,-1.0652549999999998,?,?,-0.7955939999999999,-1.21987,?,0.118789,0.177522,39.91,?
0.011607,0.443591,?,?,?,-0.8897450000000001,-2.2637150000000004,0.495972,-1.1934879999999999,1.261249,-0.249052,?,1.010391,-2.865793,?,-4.171775,?,-0.39555,?,?,-0.31795500000000004,0.45062399999999997,-0.35996999999999996,1.230979,-0.058955999999999995,?,-1.132693,-1.3565049999999998,-1.730221,-0.776176,-0.644497,?,0.13179100000000002,?,?,0.286022,?,-0.8698389999999999,1.5151350000000001,?,3.13784,2.2486900000000003,?,?,?,?,1.1722290000000002,?,1.434208,?,?,?,0.175836,0.846483,0.12761199999999998,0.8217399999999999,?,4.952605999999999,?,0.8625510000000001,0.794114,0.7551869999999999,0.316405,?,?,1.1725940000000001,?,?,19.75,96.1
?,?,-0.941674,3.129064,?,?,1.466804,?,?,?,?,-0.257614,-0.996617,-1.437202,?,?,?,?,?,?,3.7890639999999998,?,?,-0.31045300000000003,-0.8609870000000001,-0.811632,-0.392585,1.407007,?,0.384835,-0.811696,?,1.6859419999999998,2.0870849999999996,?,?,?,2.064499,0.8739530000000001,0.37679,-0.584322,-0.463954,-0.637264,0.13935999999999998,0.832292,0.012614,?,?,-0.158604,1.0126540000000002,?,?,?,?,-0.525877,?,?,?,?,?,-0.176845,?,?,?,0.291604,0.8852260000000001,2.2365779999999997,?,19.75,?
?,-0.723282,-0.244419,?,-2.27506,?,?,0.988877,1.159074,?,?,?,?,-0.460528,?,-0.474887,-0.468017,?,-0.378577,-0.11275,?,2.610777,?,?,1.353745,2.050468,3.3978269999999995,3.009826,?,1.6533900000000001,2.07565,1.247536,?,1.884591,-0.7822479999999999,0.26461999999999997,1.569493,?,?,0.581308,1.031087,1.029384,0.743679,?,0.48858,0.166528,0.6331720000000001,0.829994,?,0.7539600000000001,1.2414020000000001,?,0.46958900000000003,?,-0.344147,0.534094,?,0.656442,1.6566169999999998,?,?,?,1.053641,1.588518,1.9311180000000001,?,?,0.9024780000000001,?,?
0.089049,?,-0.486493,-0.27350599999999997,?,-0.579015,?,?,-0.185079,?,?,-0.408814,?,?,-0.676057,?,1.234429,-0.025382,-0.049352999999999994,-0.38073,0.023311000000000002,-0.708225,?,0.327836,?,?,?,0.8918309999999999,1.0584129999999998,?,0.9539110000000001,1.601799,?,?,?,?,-0.9242819999999999,-1.054514,?,-0.43313,?,0.087576,?,1.002141,-0.13211900000000001,0.978274,2.565113,2.011917,?,?,?,?,0.007234,?,?,-0.11639100000000001,-0.359977,0.285149,?,0.038249,0.55555,0.9144180000000001,?,2.918729,?,?,1.101077,2.862979,13.75,100.48
