@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real


@data
1.4895,0.81688,2.1168,1.7895,1.5403,?,-1.2477,-0.14537,?,-0.23315999999999998,0.31218,-0.29103,-0.27518000000000004,?,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,-0.42527,-1.081,?,-0.4775,-0.37114,-0.71312,?,-0.11823,-0.26974000000000004,-0.44033,-0.67335,?,?,-0.22559,?,?,-0.41641000000000006,-0.65489,?,?,-0.41368999999999995,-0.16374,0.026975,1.8323,?,2.6676,1.6575,?,1.4401,0.34553,-1.5559
1.4895,0.81688,2.1168,?,1.5403,?,?,?,-0.5935600000000001,?,0.31218,?,?,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,?,-0.29911,-0.28811,?,-1.081,?,-0.4775,-0.37114,?,-0.6066,-0.11823,-0.26974000000000004,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,?,-0.41641000000000006,-0.65489,?,-0.26431,-0.41368999999999995,-0.16374,0.026975,1.8323,0.9774299999999999,2.6676,1.6575,-0.48278000000000004,?,?,?
?,0.81513,?,2.2091,1.949,?,?,-0.41777,?,-0.23315999999999998,0.67969,?,-0.30091999999999997,0.75143,-0.2462,?,-0.15847999999999998,-1.5374,0.19694,?,?,?,?,-0.4775,?,-0.52965,-0.5826,-0.11823,-0.26659,-0.44033,-0.67335,0.75143,0.050869,?,-0.42105,?,-0.41641000000000006,?,?,-0.26431,-0.41368999999999995,-0.16374,?,2.2568,0.97559,3.2338,?,-0.48176,1.8392,?,?
1.8824,0.8165,?,2.2514,?,?,?,-0.41777,?,-0.23315999999999998,0.56835,-0.34644,?,?,-0.24353000000000002,?,-0.15844,-1.5374,?,?,?,?,-1.6671,?,-0.31772,-0.52965,-0.51259,?,-0.27213000000000004,?,?,0.45319,?,?,?,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,2.2778,0.97703,2.9223,2.1027,-0.48256000000000004,1.8865,?,-2.0131
?,0.8222700000000001,2.342,2.086,1.8265,?,?,?,-0.63645,-0.23315999999999998,?,-0.29103,-0.33651,-0.093579,-0.22912,?,-0.15829000000000001,?,-0.073402,?,-0.45435,?,?,?,-0.42535,-0.75826,-0.49026000000000003,?,-0.28379,?,-0.67335,?,-0.09248200000000001,?,-0.42105,-0.35231999999999997,?,-0.65677,?,-0.26431,?,-0.16374,-0.11229000000000001,2.0611,0.98261,2.989,1.975,-0.4899,1.7559,0.060483,?
?,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,?,?,?,-0.9447399999999999,?,-1.7734,-0.29911,?,?,-1.081,-1.4324,-0.4775,-0.37114,?,-0.6078100000000001,?,?,?,?,0.75143,0.050869,?,-0.42105,?,-0.41641000000000006,-0.65489,-0.36906,?,?,?,0.026975,?,0.9774299999999999,2.6676,?,-0.48278000000000004,1.4401,0.34553,?
?,0.81688,?,?,?,-0.3185,-1.2477,?,?,?,?,-0.29103,-0.27526,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,-0.29911,?,?,?,-1.4324,-0.4775,?,-0.71312,?,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,?,-0.35231999999999997,?,?,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,?,0.9774299999999999,?,1.6575,-0.48278000000000004,?,?,-1.5559
1.4895,0.81688,?,?,?,-0.3185,-1.2477,?,-0.5935600000000001,?,?,?,-0.27526,?,-0.23431999999999997,?,?,-1.7734,?,-0.28811,?,?,-1.4324,?,-0.37114,-0.71312,-0.60902,-0.11823,-0.26966,-0.44033,-0.67335,0.75143,0.050869,?,?,?,?,?,?,?,-0.41368999999999995,-0.16374,0.026975,1.8323,?,2.6676,?,-0.48278000000000004,?,?,-1.5559
1.4895,0.81688,2.1109,1.7895,?,?,-1.2477,?,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,?,0.75143,?,-0.9796600000000001,-0.15832000000000002,-1.3014,?,-0.28811,?,?,-1.4349,-0.4775,-0.4067,-0.69055,-0.60624,?,-0.28001,-0.44033,-0.67335,?,0.050869,-0.22559,?,-0.35231999999999997,-0.38781,-0.62946,?,-0.26431,?,?,?,?,0.9780399999999999,?,1.7026,?,1.4851,0.30639,-1.5892
1.4895,0.81688,2.1109,1.7895,1.5403,-0.3185,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,?,?,-0.27526,?,?,?,-0.15843,-1.7734,?,-0.28811,?,-1.081,-1.4324,?,?,-0.71312,-0.60902,-0.11823,-0.26966,?,-0.67335,0.75143,0.050869,-0.22559,?,-0.35231999999999997,-0.41641000000000006,-0.65489,?,-0.26431,?,-0.16374,0.026975,1.8323,0.9774299999999999,2.6676,1.6575,?,1.4401,0.34553,-1.5559
1.4895,?,?,?,1.5403,-0.3185,-1.2477,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,-0.27529000000000003,0.75143,-0.23392,-0.9796600000000001,-0.15832000000000002,?,?,?,?,-1.081,?,?,?,-0.69055,-0.60624,-0.11823,-0.28001,-0.44033,-0.67335,0.75143,0.050869,-0.22559,?,-0.35231999999999997,-0.38781,-0.62946,-0.33784000000000003,-0.26431,-0.38506,?,0.026975,?,?,?,?,?,1.4851,0.30639,-1.5892
?,0.81688,?,1.7895,1.5403,?,?,-0.14537,?,?,0.31218,-0.29103,-0.27521999999999996,?,-0.23426,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,?,-1.081,-1.4324,-0.4775,-0.37114,?,?,-0.11823,-0.26969,?,-0.67335,0.75143,0.050869,-0.22559,?,-0.35231999999999997,-0.41641000000000006,?,-0.36906,?,?,-0.16374,?,1.8323,0.9774299999999999,?,?,-0.48278000000000004,?,?,-1.5559
1.4895,?,2.1109,1.7895,?,-0.3185,-1.2477,-0.14537,?,-0.23315999999999998,?,-0.29103,-0.27526,0.75143,?,-0.9447399999999999,-0.15843,-1.7734,?,?,?,?,?,?,?,?,-0.60902,-0.11823,?,?,-0.67335,?,0.050869,-0.22559,-0.42105,-0.35231999999999997,-0.41641000000000006,?,?,?,?,-0.16374,0.026975,?,0.9774299999999999,2.6676,1.6575,-0.48278000000000004,1.4401,0.34553,-1.5559
1.4895,?,2.1109,?,?,-0.3185,?,-0.14537,?,-0.23315999999999998,0.31218,-0.29103,?,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,?,?,-0.28811,-0.42527,-1.081,?,-0.4775,-0.37114,-0.71312,-0.60902,?,?,-0.44033,-0.67335,?,?,-0.22559,-0.42105,?,-0.41641000000000006,?,-0.36906,?,-0.41368999999999995,?,0.026975,?,0.9774299999999999,2.6676,1.6575,?,1.4401,0.34553,-1.5559
-0.92465,0.1644,-0.8222700000000001,-0.9038799999999999,-0.74475,-0.58268,0.89128,0.12703,?,?,?,?,-0.13738,0.75143,-0.18865,?,-0.15577,?,-0.16644,-0.28811,?,-1.2384,?,?,-0.13283,-0.70309,?,-0.11823,-0.26187,?,-0.67335,0.75143,?,?,?,-0.35231999999999997,?,-0.098276,-0.11819,-0.26431,-0.17085999999999998,-0.16374,?,-0.35819,-0.18057,?,-0.39204,-0.28435,?,-0.11510999999999999,0.029617
0.76357,?,?,0.4188,0.20162,0.76381,-0.4782,-0.55397,?,-0.5053300000000001,?,-0.31214000000000003,-0.19261,?,?,-1.4077,0.067424,?,0.8472299999999999,-0.28811,-0.55642,0.020912,?,?,1.5813,?,0.34393,?,0.094811,?,?,-2.5292,-0.09248200000000001,?,?,?,0.16712,0.24925,?,-0.26431,0.15575,-0.16374,1.0019,?,0.99018,-0.5454100000000001,?,?,0.56301,-0.46486000000000005,-0.42491999999999996
?,0.83152,-0.053546,?,1.4643,1.1749,?,-0.82637,?,-0.36924,0.79064,?,?,?,-0.20911,-1.5228,?,?,0.41921,-0.28811,-0.47803,0.020912,0.11534000000000001,?,0.6714100000000001,-0.023714,-0.10192999999999999,?,-0.08744400000000001,1.6351,2.737,?,?,-0.22559,0.38006,0.16218,0.58968,0.23983000000000002,0.27833,-0.26431,?,-0.16374,?,2.4111,0.99018,-0.5454100000000001,?,?,?,-0.46486000000000005,-2.1318
2.0094,0.83152,?,1.7173,?,1.1749,?,-0.82637,-0.70995,-0.64141,?,-0.36491,?,?,?,-1.5881,0.14201,0.58673,?,?,-0.47803,1.4901,0.69043,1.9269,?,?,?,-0.05064,-0.047594,2.3269,?,?,-0.09248200000000001,0.18591,-0.22077,-0.22369,0.4753,0.13812,?,?,?,?,-0.11229000000000001,?,0.99018,-0.5454100000000001,?,?,?,-0.46486000000000005,-2.1318
-1.0073,0.049866,-0.9138799999999999,-0.97185,-0.74229,-0.67373,0.9246700000000001,?,?,0.039015,?,?,-0.08129,0.75143,-0.18236,-0.52663,-0.15538,-0.47533000000000003,?,?,?,-1.3564,-0.42513,-0.4775,-0.14188,-0.7492300000000001,?,-0.11823,-0.29207,-0.44033,?,0.75143,?,-0.22559,?,?,?,?,-0.069641,-0.26431,-0.12844,?,?,-0.42933999999999994,-0.59573,?,-0.44328999999999996,?,0.25801999999999997,-0.24622,?
0.027384,-0.0054026000000000005,0.031049,0.28389000000000003,?,1.3618,?,?,?,?,?,-0.35963,?,?,0.20390999999999998,-0.071851,-0.13413,?,?,?,?,1.4901,0.62454,0.9651200000000001,?,?,?,?,0.49843000000000004,-0.44033,1.7265,?,?,?,0.17978,0.41943,-0.13153,?,-0.085825,8.0278,?,-0.16374,-0.11229000000000001,-0.57834,?,?,-0.55678,?,?,1.6836,?
-0.29486,?,2.7381,-0.46663000000000004,-0.52832,0.21886999999999998,?,1.7614,3.9866,?,?,?,3.719,0.10525,2.8747,-1.4503,?,?,-2.5769,?,-0.3924,-0.7136600000000001,-2.1512,-0.4775,-0.47702,?,?,?,-0.2751,?,?,0.10525,?,-0.22559,?,?,-0.40052,-0.59273,-0.35172,?,-0.40203,0.86159,-0.11229000000000001,0.09623999999999999,0.48399,3.4576,-0.12507000000000001,?,-0.21324,?,?
1.7808,0.49368,2.7381,?,1.1747,1.2315,-1.5279,-0.28157,-0.58499,-0.64141,?,?,-0.38314000000000004,?,-0.207,2.0155,?,0.020298,-0.026525999999999997,?,?,?,?,-0.4775,-0.46011,?,-0.16455999999999998,-0.11377000000000001,?,-0.44033,-0.67335,?,-0.09248200000000001,-0.22559,-0.42105,?,?,-0.52868,?,?,-0.39037,?,?,?,?,?,-0.14277,?,1.1516,-0.46486000000000005,-1.0176
-0.94919,-0.22744,?,-0.92063,-1.1009,-0.7280300000000001,?,9.5248,4.8909,-0.64141,?,3.1921,?,-2.6783,5.2741,?,?,-2.2087,?,-0.28811,?,-0.7136600000000001,-1.5852,?,-0.44785,-0.9771200000000001,-1.7232,?,-0.22329000000000002,?,1.5371,?,?,-0.22559,?,-0.35231999999999997,?,-0.65677,?,-0.26431,?,-0.16374,-0.11229000000000001,-0.57834,?,3.4576,-0.55678,-0.4899,-0.78459,-0.46486000000000005,0.93219
1.0871,0.36227,?,0.46562,0.61492,2.6317,?,-0.41777,-0.431,-0.5053300000000001,-0.37055,?,-0.20263,?,?,0.0345,-0.15812,?,?,?,?,?,-0.5139699999999999,-0.4775,-0.80514,-0.20154,?,-0.11823,-0.23305,-0.44033,?,0.75143,-0.09248200000000001,?,-0.42105,-0.35231999999999997,-0.30839,?,-0.26500999999999997,-0.26431,-0.31932,2.3996,?,0.36806,-0.20364000000000002,3.4576,?,?,?,2.7093,?
0.67266,0.61754,2.7381,?,0.09631,2.106,?,4.3492,1.5399,?,-0.12728,1.3239,1.5866,0.75143,0.8640899999999999,?,-0.15817,?,-2.3938,-0.28811,-0.40874,?,?,-0.4775,-0.46998,?,-1.6754,-0.11823,-0.27815,-0.44033,?,?,-0.09248200000000001,-0.22559,?,?,-0.41853,-0.65677,?,-0.26431,-0.41368999999999995,-0.16374,?,1.0555,0.8234899999999999,3.4576,0.42633999999999994,-0.4899,?,3.0051,-1.2709
1.6022,0.48181,2.7381,?,0.8301,?,-1.5935,1.0804,-0.51517,-0.36924,?,?,-0.23496999999999998,?,-0.11821,-0.9976299999999999,-0.15838,-1.1126,-0.29917,-0.28811,-0.2391,-0.8605799999999999,-0.7708699999999999,-0.4775,-0.6047600000000001,-0.82747,?,-0.11823,-0.25745,1.0421,-0.67335,0.0058338999999999995,?,-0.22559,-0.22077,-0.22369,-0.38993,-0.53904,-0.34362,-0.26431,-0.39143,?,-0.11229000000000001,1.8692,0.57545,3.4576,0.83449,-0.48218999999999995,0.95045,3.2312,?
-0.32655,0.83152,?,-0.44685,?,?,?,-0.55397,?,-0.64141,-0.47339,-0.36491,-0.31056999999999996,?,-0.027807,?,-0.13373,?,1.238,?,?,?,0.6480100000000001,?,0.20694,0.18967,?,-0.058439,0.34205,-0.44033,3.4949,-2.5292,-0.09248200000000001,-0.22559,?,-0.35231999999999997,?,0.22853,?,8.1355,?,?,-0.11229000000000001,-0.57834,?,-0.5454100000000001,?,-0.4899,?,-0.46486000000000005,0.93219
?,?,2.7381,?,?,-0.67001,1.1994,32.27,?,?,?,?,4.8909,-1.1871,3.1968,-1.3705,-0.15835,?,?,-0.28811,?,?,?,-0.4775,-0.4631,?,?,-0.11823,-0.24943,?,1.7897,-1.1871,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.41853,-0.65677,?,?,-0.41368999999999995,-0.16374,-0.11229000000000001,-0.57834,?,?,?,-0.4899,?,-0.46486000000000005,?
0.079813,?,2.7381,?,-0.33954,5.0932,-1.6885,-0.14537,0.32928,-0.36924,0.8112199999999999,-0.21714,0.61488,?,0.9947,-1.4284,-0.15789,0.58673,?,-0.28811,-0.44696,-0.8605799999999999,-2.1285,-0.4775,-0.5828399999999999,?,?,-0.11823,-0.30856,?,?,?,-0.09248200000000001,?,-0.42105,-0.35231999999999997,-0.20565999999999998,-0.12370999999999999,-0.17368,-0.26431,-0.21115,1.5451,-0.11229000000000001,0.35031999999999996,0.8220000000000001,?,-0.017837000000000002,-0.4899,?,6.7657,-1.9505
?,-0.035726999999999995,?,-0.86206,?,?,0.55486,1.7614,?,-0.64141,-0.07652,0.38976,?,0.05554,?,-1.4172,-0.15821,-1.679,-2.6074,?,-0.38073,-0.7136600000000001,?,?,-0.47663,?,-1.7214,?,-0.27203,-0.44033,0.21081,0.05554,-0.09248200000000001,-0.22559,?,-0.35231999999999997,-0.40158,-0.5965,?,-0.26431,?,0.86159,-0.11229000000000001,-0.24819000000000002,0.26397,3.4576,?,?,-0.40131999999999995,0.49538000000000004,0.25277
1.7808,0.49368,?,?,?,1.2315,-1.5279,?,-0.58499,-0.64141,?,?,?,0.75143,-0.207,?,-0.15958,0.020298,-0.026525999999999997,?,2.1873,0.020912,0.034498,?,-0.46011,0.022012,-0.16455999999999998,?,?,-0.44033,-0.67335,0.75143,?,?,-0.42105,?,-0.38251999999999997,?,-0.33205999999999997,?,-0.39037,?,-0.11229000000000001,?,?,?,?,?,?,-0.46486000000000005,-1.0176
-1.0414,?,2.7381,-1.0090000000000001,?,?,?,?,?,?,?,-0.18548,?,-2.8771,5.716,-1.6569,-0.15825999999999998,-1.8097,-2.2645,?,-0.42113,0.020912,?,-0.4775,?,-0.8819,-1.3955,-0.11823,-0.28363,?,2.6739,-2.8771,?,?,?,-0.35231999999999997,?,-0.65677,-0.37137,?,-0.41368999999999995,?,-0.11229000000000001,-0.57834,0.68195,3.4576,?,-0.4899,-0.78459,?,0.93219
0.28405,-0.79114,2.7381,-0.8516600000000001,?,3.9698,?,?,-0.076046,?,-0.6096199999999999,-0.33325,?,?,1.0694,0.19458,?,0.58673,?,1.3148,0.62742,?,-0.5226,?,?,0.05927,-0.1571,-0.097432,?,?,-0.67335,?,?,?,-0.42105,-0.35231999999999997,?,0.2841,?,-0.26431,-0.21645999999999999,?,?,-0.57834,?,3.4576,-0.55678,-0.4899,0.34549,?,-0.69611
0.15759,-0.18303,2.7381,-0.79766,-0.18615,?,-0.67061,?,?,?,-0.24361,0.8014,?,?,?,?,?,-1.7397,-2.3301,-0.28811,-0.32445,?,?,-0.4775,?,-0.9335899999999999,?,-0.11823,-0.26013000000000003,?,-0.42073999999999995,?,-0.09248200000000001,-0.22559,0.17978,?,?,?,?,?,?,1.2034,?,?,0.033593,3.4576,?,-0.4899,0.13227,?,?
?,-0.9832799999999999,?,-0.87702,?,?,-0.072214,?,?,-0.5053300000000001,-0.12030999999999999,?,?,?,1.5942,-1.3197,?,-1.7397,-2.2916,-0.28811,-0.37217,-1.081,-2.2784,?,-0.48951999999999996,?,-1.6339,?,?,?,-0.42073999999999995,0.5526,-0.09248200000000001,-0.22559,0.17978,?,-0.3857,?,-0.33553,-0.26431,?,1.2034,-0.11229000000000001,0.097873,?,3.4576,-0.49463,?,-0.16176,1.7826,-0.38185
?,?,?,-0.91404,-0.65081,0.83839,0.25206999999999996,?,1.5722,-0.5053300000000001,?,0.8014,?,0.60231,1.9611,-1.4114,-0.15817,-1.7397,-2.2858,-0.28811,?,?,?,?,-0.4882,?,?,-0.11823,-0.2779,-0.44033,-0.48389,0.60231,?,?,0.38006,0.67667,-0.38464,?,?,-0.26431,-0.39249,1.2034,-0.11229000000000001,-0.045383,?,3.4576,?,?,?,1.2576,-0.085832
?,?,2.7381,?,?,3.139,-1.4781,-0.28157,-0.05915499999999999,?,?,-0.32269000000000003,-0.12625,0.5029,?,-0.16682,-0.1584,0.58673,-0.94996,1.6354,0.017465,?,?,-1.1988,?,0.18967,-0.63447,-0.080794,-0.21929,-0.44033,-0.35758,?,?,?,2.1825,2.3488,-0.33486,-0.36575,-0.29275999999999996,-0.26431,-0.35219,?,?,?,-0.9969,3.4576,-0.52532,-0.45065,?,3.2755,-1.6714
-0.5092,?,?,?,-0.69029,?,?,-0.14537,?,-0.5053300000000001,-0.69497,-0.26992,?,?,1.9882,?,-0.15833,?,-1.9159,0.7804800000000001,-0.3152,-1.081,-0.58457,-0.83815,-0.49503,-0.20154,-1.1523,-0.11407,-0.26213000000000003,?,-0.6102,?,-0.09248200000000001,?,-0.22077,-0.09507,-0.37828,-0.46558,-0.34247,-0.26431,-0.38294,1.2034,-0.11229000000000001,-0.31794,-1.8538,3.4576,?,-0.4899,-0.31814000000000003,?,0.16352
-0.56429,-1.4313,?,?,?,1.837,-0.039755,-0.14537,0.51459,-0.5053300000000001,-1.1328,-0.32269000000000003,?,0.25437,?,?,?,0.1147,-1.6517,-0.28811,-0.35952,-1.081,-0.24856999999999999,?,-0.5058199999999999,-0.39714,-0.98116,-0.11823,-0.27521999999999996,-0.24266999999999997,-0.16812,?,-0.09248200000000001,-0.22559,?,?,?,?,-0.33553,-0.26431,?,0.51981,-0.11229000000000001,-0.29606,-0.9169,?,-0.55208,?,?,?,-0.4006
-0.55453,-2.3652,?,-0.9864700000000001,?,0.50332,?,-0.14537,0.7368399999999999,-0.5053300000000001,-0.9662700000000001,?,0.16633,?,1.7238,-1.1731,-0.15835,?,?,?,-0.33266,?,?,-0.83815,?,-0.13041,-1.1557,?,-0.26697,?,?,?,-0.09248200000000001,0.18591,?,0.16218,-0.39523,-0.57295,?,-0.26431,?,?,-0.11229000000000001,-0.33803,-1.6452,3.4576,?,-0.4899,?,?,0.22284
-0.20911999999999997,-0.044239,2.7381,?,-0.43788999999999995,3.6024,-1.0181,-0.28157,0.058418,-0.5053300000000001,-1.1196,-0.32269000000000003,-0.17232,0.60231,?,-0.76962,-0.1581,?,-0.90115,?,-0.23201999999999998,-1.081,?,?,-0.57117,?,?,?,?,-0.44033,-0.48389,0.60231,-0.09248200000000001,-0.22559,-0.42105,?,-0.3158,?,?,?,-0.31508,0.51981,-0.11229000000000001,-0.14417,?,3.4576,-0.54233,-0.4899,-0.11813,?,-1.4242
-0.18698,?,2.7381,?,-0.41612,?,-0.17954,-0.28157,0.42148,?,-0.78864,-0.31214000000000003,0.12039000000000001,0.40349,1.03,?,-0.15834,0.58673,-1.4747,1.6354,?,?,?,?,?,?,?,-0.089869,-0.23924,0.053826,?,0.40349,-0.09248200000000001,-0.22559,-0.42105,?,-0.34863,-0.30924,?,?,?,1.2034,-0.11229000000000001,-0.17869000000000002,?,3.4576,?,?,-0.011758,?,?
?,?,2.7381,?,?,3.4614,-0.89712,?,?,?,-1.1195,-0.32269000000000003,?,0.75143,?,?,?,?,?,-0.28811,?,?,-0.012969,-0.95837,?,-0.39714,?,?,?,?,?,?,?,?,?,?,?,-0.48441999999999996,?,-0.26431,?,?,-0.11229000000000001,-0.083851,?,3.4576,-0.54918,?,-0.12880999999999998,4.7619,?
?,?,?,?,?,?,?,-0.28157,?,?,?,-0.31214000000000003,?,0.6520199999999999,0.93965,?,?,0.58673,-1.5593,?,?,?,-0.28563,?,?,?,-0.9628200000000001,?,?,?,?,0.6520199999999999,?,?,1.5817,?,?,-0.45146000000000003,?,?,-0.35961,1.2034,-0.11229000000000001,?,?,3.4576,?,?,-0.14528,1.8196,-0.40976
