@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real


@data
1.4895,?,2.1168,1.7895,1.5403,-0.3185,?,-0.14537,?,?,?,-0.29103,-0.27518000000000004,?,?,?,?,?,?,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,-0.71312,-0.6066,?,-0.26974000000000004,?,-0.67335,?,?,?,-0.42105,?,?,?,-0.36906,-0.26431,-0.41368999999999995,?,0.026975,?,0.9774299999999999,?,?,-0.48278000000000004,?,0.34553,-1.5559
?,0.81688,2.1168,1.7895,1.5403,-0.3185,-1.2477,?,?,-0.23315999999999998,?,?,-0.27518000000000004,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,?,-0.28811,-0.42527,-1.081,-1.4324,-0.4775,-0.37114,?,-0.6066,-0.11823,-0.26974000000000004,-0.44033,-0.67335,?,0.050869,-0.22559,-0.42105,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,1.8323,?,2.6676,1.6575,?,?,0.34553,-1.5559
1.8653,0.81513,2.4798,2.2091,1.949,?,-1.6380000000000001,-0.41777,?,-0.23315999999999998,0.67969,-0.34644,-0.30091999999999997,?,-0.2462,-0.8436,?,?,?,-0.28811,?,-1.081,?,-0.4775,-0.28868,?,-0.5826,-0.11823,-0.26659,-0.44033,?,0.75143,0.050869,-0.22559,?,?,?,-0.65489,-0.36906,?,?,-0.16374,?,2.2568,?,?,2.0549,-0.48176,?,0.4623,?
1.8824,?,2.1916,?,1.9896,-0.30383000000000004,-1.6537,-0.41777,-0.68357,?,?,-0.34644,-0.31184,0.45319,?,-0.9683700000000001,?,-1.5374,?,-0.28811,-0.46736000000000005,?,?,-0.4775,-0.31772,?,?,?,-0.27213000000000004,0.15266,-0.67335,?,?,-0.22559,?,?,-0.41641000000000006,-0.65489,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,?,?,2.9223,2.1027,?,1.8865,0.37066,-2.0131
?,0.8222700000000001,2.342,2.086,1.8265,-0.48433999999999994,-1.4379,-0.14537,?,-0.23315999999999998,-0.037146,-0.29103,?,?,?,?,-0.15829000000000001,-1.7734,?,?,?,-1.081,?,-0.4775,?,?,-0.49026000000000003,-0.11823,?,1.2398,?,-0.093579,?,?,?,-0.35231999999999997,?,?,?,-0.26431,?,-0.16374,-0.11229000000000001,2.0611,?,?,?,?,1.7559,?,-1.7868
?,0.81688,2.1109,1.7895,1.5403,?,?,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,-0.29103,-0.27521999999999996,0.75143,-0.23426,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,?,?,?,?,-0.37114,-0.71312,-0.6078100000000001,-0.11823,?,?,-0.67335,0.75143,?,-0.22559,-0.42105,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,?,?,0.026975,?,0.9774299999999999,?,1.6575,?,1.4401,0.34553,-1.5559
1.4895,0.81688,2.1109,1.7895,1.5403,?,?,-0.14537,-0.5935600000000001,-0.23315999999999998,0.31218,?,?,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,-1.7734,-0.29911,-0.28811,?,-1.081,?,-0.4775,?,?,-0.60902,?,?,-0.44033,?,?,?,?,-0.42105,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,?,-0.16374,0.026975,?,0.9774299999999999,2.6676,?,?,?,0.34553,?
1.4895,0.81688,?,1.7895,1.5403,-0.3185,-1.2477,?,?,-0.23315999999999998,0.31218,-0.29103,-0.27526,?,?,-0.9447399999999999,?,?,?,-0.28811,?,?,-1.4324,?,?,?,-0.60902,-0.11823,-0.26966,-0.44033,?,0.75143,0.050869,?,?,-0.35231999999999997,?,-0.65489,-0.36906,-0.26431,-0.41368999999999995,?,?,1.8323,0.9774299999999999,2.6676,?,-0.48278000000000004,1.4401,?,-1.5559
1.4895,0.81688,2.1109,?,?,-0.3185,?,-0.14537,-0.5935600000000001,-0.23315999999999998,?,-0.29103,?,?,?,-0.9796600000000001,-0.15832000000000002,?,?,?,-0.44497,-1.081,-1.4349,-0.4775,?,?,-0.60624,-0.11823,-0.28001,-0.44033,?,0.75143,0.050869,-0.22559,?,-0.35231999999999997,?,?,-0.33784000000000003,?,?,-0.16374,?,1.8656,0.9780399999999999,2.7129,?,-0.30016,1.4851,0.30639,-1.5892
?,0.81688,?,1.7895,1.5403,-0.3185,?,-0.14537,?,-0.23315999999999998,0.31218,-0.29103,-0.27526,0.75143,-0.23431999999999997,?,-0.15843,-1.7734,?,-0.28811,?,-1.081,-1.4324,?,?,-0.71312,?,-0.11823,-0.26966,-0.44033,?,?,0.050869,-0.22559,-0.42105,-0.35231999999999997,-0.41641000000000006,?,-0.36906,-0.26431,-0.41368999999999995,-0.16374,0.026975,?,0.9774299999999999,2.6676,1.6575,?,1.4401,0.34553,-1.5559
1.4895,0.81688,?,?,1.5403,?,-1.2477,?,?,-0.23315999999999998,?,?,-0.27529000000000003,0.75143,?,-0.9796600000000001,?,-1.3014,?,?,-0.44497,-1.081,-1.4349,-0.4775,?,-0.69055,?,?,-0.28001,?,?,?,0.050869,-0.22559,?,-0.35231999999999997,?,?,-0.33784000000000003,-0.26431,-0.38506,-0.16374,0.026975,1.8656,0.9780399999999999,?,1.7026,?,1.4851,0.30639,-1.5892
1.4895,0.81688,?,1.7895,?,-0.3185,-1.2477,?,-0.5935600000000001,?,0.31218,-0.29103,-0.27521999999999996,0.75143,-0.23426,-0.9447399999999999,-0.15843,-1.7734,-0.29911,?,?,-1.081,-1.4324,?,-0.37114,?,?,-0.11823,?,-0.44033,-0.67335,?,?,?,-0.42105,?,?,-0.65489,?,-0.26431,?,?,0.026975,1.8323,0.9774299999999999,?,1.6575,?,1.4401,?,-1.5559
1.4895,0.81688,2.1109,?,1.5403,?,-1.2477,-0.14537,?,-0.23315999999999998,?,?,-0.27526,?,-0.23431999999999997,?,-0.15843,?,-0.29911,?,?,?,-1.4324,-0.4775,?,?,-0.60902,?,-0.26966,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.42105,-0.35231999999999997,?,?,?,?,-0.41368999999999995,-0.16374,0.026975,1.8323,0.9774299999999999,?,1.6575,-0.48278000000000004,1.4401,?,-1.5559
?,0.81688,2.1109,1.7895,1.5403,?,?,?,?,?,0.31218,-0.29103,-0.27526,0.75143,-0.23431999999999997,-0.9447399999999999,-0.15843,?,?,?,-0.42527,?,?,?,-0.37114,?,-0.60902,?,-0.26966,?,?,?,?,-0.22559,-0.42105,-0.35231999999999997,?,?,?,-0.26431,?,?,?,1.8323,0.9774299999999999,2.6676,1.6575,-0.48278000000000004,?,0.34553,?
-0.92465,0.1644,-0.8222700000000001,?,-0.74475,-0.58268,?,0.12703,-0.049863,-0.09707,-0.16710999999999998,-0.11950999999999999,?,?,-0.18865,?,-0.15577,?,-0.16644,?,-0.39185,?,-0.30182,-0.4775,-0.13283,-0.70309,-0.40018000000000004,?,?,-0.44033,-0.67335,0.75143,0.12254000000000001,-0.22559,-0.42105,?,-0.17282999999999998,-0.098276,?,-0.26431,-0.17085999999999998,?,0.09661,-0.35819,?,-0.39026,-0.39204,?,0.0055201,-0.11510999999999999,0.029617
0.76357,0.83152,0.50479,?,?,0.76381,-0.4782,-0.55397,?,?,?,?,-0.19261,-2.5292,?,-1.4077,0.067424,0.58673,0.8472299999999999,-0.28811,-0.55642,0.020912,?,?,1.5813,0.18967,?,-0.10121000000000001,0.094811,?,3.3686,-2.5292,?,-0.22559,-0.42105,?,?,?,0.24365,-0.26431,0.15575,-0.16374,1.0019,0.74573,0.99018,?,0.78796,-0.10935999999999998,0.56301,-0.46486000000000005,-0.42491999999999996
?,0.83152,-0.053546,1.7173,?,1.1749,?,?,-0.70995,?,0.79064,-0.31214000000000003,-0.15504,-2.9766,?,-1.5228,0.091245,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.11534000000000001,?,0.6714100000000001,?,?,-0.088451,-0.08744400000000001,?,2.737,?,?,?,0.38006,?,?,0.23983000000000002,0.27833,-0.26431,0.59158,-0.16374,?,2.4111,0.99018,-0.5454100000000001,2.4793,2.5641,?,?,-2.1318
2.0094,0.83152,-0.053546,1.7173,1.4643,1.1749,?,-0.82637,-0.70995,-0.64141,?,?,-0.29441,?,?,-1.5881,?,?,0.41921,-0.28811,-0.47803,1.4901,?,?,1.2097,0.18967,0.11813,-0.05064,?,?,?,-3.1754,?,0.18591,?,?,?,0.13812,0.32226,-0.26431,0.48023999999999994,?,-0.11229000000000001,?,0.99018,?,2.4793,?,?,-0.46486000000000005,-2.1318
?,0.049866,?,-0.97185,-0.74229,-0.67373,0.9246700000000001,0.12703,?,0.039015,-0.1405,?,-0.08129,0.75143,?,-0.52663,-0.15538,-0.47533000000000003,-0.20247,-0.28811,-0.44295,-1.3564,-0.42513,-0.4775,?,-0.7492300000000001,?,?,?,-0.44033,-0.67335,?,0.12254000000000001,?,?,-0.35231999999999997,-0.13047,-0.0097461,-0.069641,-0.26431,-0.12844,?,0.09661,?,-0.59573,-0.49553,?,-0.34829,0.25801999999999997,-0.24622,?
0.027384,?,?,0.28389000000000003,0.3984,1.3618,-0.8872700000000001,-0.41777,?,-0.64141,?,?,-0.3517,-1.1374,0.20390999999999998,-0.071851,-0.13413,?,?,?,1.6183,?,?,0.9651200000000001,0.30074,?,1.6534,-0.051039999999999995,0.49843000000000004,?,?,-1.1374,-0.09248200000000001,2.6549,0.17978,0.41943,?,0.44703999999999994,-0.085825,8.0278,?,-0.16374,?,?,?,-0.5454100000000001,?,?,?,?,?
-0.29486,0.23606,?,?,-0.52832,0.21886999999999998,?,1.7614,?,-0.64141,-0.066353,0.38976,?,?,2.8747,?,-0.15819,-1.679,-2.5769,-0.28811,?,?,-2.1512,?,-0.47702,-0.92338,-1.7151,?,-0.2751,?,0.14765999999999999,0.10525,?,?,-0.42105,-0.35231999999999997,-0.40052,?,-0.35172,?,-0.40203,0.86159,?,?,0.48399,3.4576,-0.12507000000000001,?,?,?,?
?,0.49368,2.7381,?,?,?,-1.5279,?,-0.58499,?,-0.7770199999999999,-0.35436,?,0.75143,?,2.0155,-0.15958,0.020298,-0.026525999999999997,-0.28811,?,?,0.034498,-0.4775,?,?,-0.16455999999999998,?,0.14537,?,?,0.75143,?,-0.22559,-0.42105,-0.35231999999999997,-0.38251999999999997,-0.52868,?,-0.26431,-0.39037,1.8869,?,-0.17069,?,3.4576,-0.14277,?,?,?,-1.0176
-0.94919,?,?,-0.92063,?,-0.7280300000000001,1.2654,9.5248,4.8909,-0.64141,-0.30209,?,4.141,?,5.2741,-1.442,?,?,-2.6897,-0.28811,-0.22285,?,-1.5852,-0.4775,?,-0.9771200000000001,?,-0.11823,?,?,?,-2.6783,-0.09248200000000001,-0.22559,?,?,-0.41853,-0.65677,-0.37137,?,-0.41368999999999995,-0.16374,?,-0.57834,?,3.4576,-0.55678,-0.4899,-0.78459,-0.46486000000000005,0.93219
1.0871,?,?,?,0.61492,?,-1.5766,-0.41777,-0.431,-0.5053300000000001,-0.37055,?,-0.20263,0.75143,-0.043512,0.0345,-0.15812,0.58673,-0.35399,?,0.36966,?,-0.5139699999999999,?,-0.80514,-0.20154,-0.42986,?,-0.23305,-0.44033,-0.67335,?,?,?,?,?,-0.30839,-0.33655999999999997,-0.26500999999999997,-0.26431,?,?,-0.11229000000000001,0.36806,-0.20364000000000002,3.4576,?,-0.4899,0.4844,?,-1.3158
?,?,?,0.13805,0.09631,2.106,-0.90907,4.3492,1.5399,-0.36924,-0.12728,?,?,0.75143,?,-1.4987,-0.15817,?,?,?,-0.40874,-0.8605799999999999,-2.3048,?,?,-0.9662799999999999,?,-0.11823,-0.27815,-0.44033,?,?,-0.09248200000000001,-0.22559,?,?,-0.41853,-0.65677,-0.37137,-0.26431,-0.41368999999999995,-0.16374,-0.11229000000000001,?,0.8234899999999999,3.4576,0.42633999999999994,-0.4899,?,?,?
?,?,?,0.7832399999999999,?,?,?,?,-0.51517,?,?,0.046729,-0.23496999999999998,0.0058338999999999995,-0.11821,?,-0.15838,-1.1126,?,-0.28811,?,?,-0.7708699999999999,?,?,?,-0.76332,-0.11823,-0.25745,1.0421,?,0.0058338999999999995,-0.09248200000000001,-0.22559,?,-0.22369,-0.38993,-0.53904,-0.34362,?,?,0.6907,-0.11229000000000001,?,0.57545,3.4576,?,?,0.95045,3.2312,-1.9446
?,0.83152,?,-0.44685,-0.64018,-0.19541,0.64673,-0.55397,?,-0.64141,?,-0.36491,-0.31056999999999996,?,-0.027807,-0.63679,?,0.58673,?,?,1.2489,?,0.6480100000000001,0.9651200000000001,0.20694,0.18967,0.93906,?,0.34205,-0.44033,?,-2.5292,-0.09248200000000001,-0.22559,-0.42105,?,-0.19083,0.22853,-0.12744,?,-0.1857,?,-0.11229000000000001,-0.57834,?,?,-0.55678,-0.4899,-0.78459,?,0.93219
?,0.83152,2.7381,-0.8706299999999999,?,-0.67001,1.1994,32.27,?,-0.64141,-0.22143000000000002,11.588,4.8909,-1.1871,3.1968,-1.3705,-0.15835,-2.2338,-2.7018,-0.28811,-0.30635,-0.7136600000000001,-1.6193,?,-0.4631,-0.9819,-1.7303,-0.11823,-0.24943,?,1.7897,?,-0.09248200000000001,-0.22559,-0.42105,?,-0.41853,?,-0.37137,-0.26431,-0.41368999999999995,-0.16374,?,?,0.99018,?,?,-0.4899,-0.78459,?,0.93219
0.079813,0.67688,?,-0.26232,-0.33954,?,-1.6885,?,?,-0.36924,?,-0.21714,?,0.60231,0.9947,-1.4284,?,0.58673,-1.5489,-0.28811,?,-0.8605799999999999,-2.1285,-0.4775,-0.5828399999999999,?,?,-0.11823,-0.30856,-0.14384,?,?,?,?,?,-0.35231999999999997,-0.20565999999999998,-0.12370999999999999,?,-0.26431,-0.21115,1.5451,-0.11229000000000001,?,?,?,?,-0.4899,?,6.7657,?
-0.6237199999999999,-0.035726999999999995,2.7381,-0.86206,?,0.25805,?,?,4.5427,?,?,?,4.1654,0.05554,?,-1.4172,-0.15821,-1.679,?,?,-0.38073,-0.7136600000000001,-2.1582,-0.4775,-0.47663,-0.92338,?,-0.11823,?,?,0.21081,0.05554,?,-0.22559,?,?,?,-0.5965,-0.35286999999999996,-0.26431,?,0.86159,-0.11229000000000001,?,?,3.4576,-0.47296000000000005,?,-0.40131999999999995,0.49538000000000004,0.25277
?,0.49368,2.7381,?,?,1.2315,-1.5279,?,-0.58499,-0.64141,?,-0.35436,-0.38314000000000004,0.75143,?,2.0155,-0.15958,0.020298,?,-0.28811,?,0.020912,?,?,?,?,?,?,?,-0.44033,-0.67335,0.75143,?,?,-0.42105,-0.35231999999999997,-0.38251999999999997,-0.52868,?,-0.26431,?,1.8869,-0.11229000000000001,-0.17069,-1.9409,3.4576,?,?,1.1516,?,?
-1.0414,?,2.7381,-1.0090000000000001,-1.1869,-0.7195,?,?,1.1,-0.7775,?,-0.18548,0.17126,-2.8771,5.716,-1.6569,-0.15825999999999998,-1.8097,-2.2645,?,-0.42113,0.020912,-0.12815,-0.4775,?,?,-1.3955,?,-0.28363,?,?,?,-0.09248200000000001,?,-0.42105,?,?,?,-0.37137,-0.048934,-0.41368999999999995,?,?,?,?,?,?,?,-0.78459,?,?
0.28405,-0.79114,2.7381,?,0.23795,3.9698,-1.7638,-0.41777,-0.076046,-0.5053300000000001,?,?,-0.098582,0.75143,1.0694,?,-0.15736,?,?,?,0.62742,?,-0.5226,-0.4775,?,?,-0.1571,-0.097432,?,?,?,0.75143,-0.09248200000000001,?,-0.42105,-0.35231999999999997,?,0.2841,?,?,-0.21645999999999999,?,-0.11229000000000001,-0.57834,-1.8607,?,?,-0.4899,?,?,?
0.15759,-0.18303,2.7381,-0.79766,?,2.1397,-0.67061,?,?,-0.5053300000000001,?,0.8014,1.6762,?,1.5043,-1.1263,-0.15827,-1.7397,?,?,?,?,-2.1642,?,-0.49141999999999997,-0.9335899999999999,?,?,-0.26013000000000003,-0.44033,-0.42073999999999995,0.5526,?,?,0.17978,0.41943,-0.3857,?,-0.33553,?,-0.39249,1.2034,?,0.41663999999999995,?,3.4576,-0.4612,?,0.13227,?,?
-0.21702,-0.9832799999999999,?,-0.87702,-0.49921000000000004,?,?,2.8510000000000004,1.5968,-0.5053300000000001,?,?,1.4166,?,1.5942,-1.3197,?,?,-2.2916,?,?,?,-2.2784,?,-0.48951999999999996,?,-1.6339,-0.11823,-0.27214,-0.44033,?,?,?,-0.22559,0.17978,0.41943,-0.3857,-0.51927,-0.33553,?,-0.39249,1.2034,?,0.097873,-0.53132,3.4576,-0.49463,-0.4899,?,1.7826,-0.38185
-0.39179,?,2.7381,?,?,?,0.25206999999999996,?,1.5722,?,-0.5831,0.8014,1.0467,0.60231,1.9611,-1.4114,?,-1.7397,-2.2858,?,?,?,?,-0.4775,?,-0.9335899999999999,?,-0.11823,-0.2779,-0.44033,-0.48389,0.60231,?,?,?,0.67667,-0.38464,-0.5173800000000001,-0.33437,?,-0.39249,?,-0.11229000000000001,?,-1.0065,?,-0.50758,?,-0.29641,?,-0.085832
0.6113,?,2.7381,?,?,?,-1.4781,?,-0.05915499999999999,-0.5053300000000001,?,-0.32269000000000003,-0.12625,0.5029,0.61335,?,-0.1584,0.58673,?,1.6354,0.017465,-1.081,?,?,-0.61864,?,-0.63447,?,-0.21929,?,-0.35758,0.5029,-0.09248200000000001,-0.22559,?,2.3488,-0.33486,-0.36575,-0.29275999999999996,?,-0.35219,1.2034,?,?,-0.9969,3.4576,-0.52532,?,0.66573,?,?
-0.5092,?,2.7381,?,-0.69029,0.59125,0.38385,?,0.76149,-0.5053300000000001,?,?,0.26413000000000003,-0.093579,?,-1.1128,-0.15833,0.1147,?,?,-0.3152,?,-0.58457,-0.83815,?,?,-1.1523,-0.11407,-0.26213000000000003,?,?,?,-0.09248200000000001,?,-0.22077,?,-0.37828,-0.46558,-0.34247,-0.26431,-0.38294,1.2034,?,-0.31794,-1.8538,?,-0.55678,-0.4899,-0.31814000000000003,0.51331,0.16352
-0.56429,?,2.7381,-0.9924299999999999,-0.76145,1.837,?,-0.14537,?,?,-1.1328,?,-0.010402,0.25437,2.4351,-1.1468,-0.15828,?,-1.6517,-0.28811,-0.35952,?,?,-0.4775,-0.5058199999999999,-0.39714,-0.98116,?,-0.27521999999999996,-0.24266999999999997,-0.16812,0.25437,?,-0.22559,0.17978,0.033554,?,-0.55035,-0.33553,-0.26431,-0.38718,?,-0.11229000000000001,-0.29606,-0.9169,3.4576,-0.55208,?,-0.36071,2.4996,?
-0.55453,?,2.7381,-0.9864700000000001,-0.7516,?,0.47284,?,?,-0.5053300000000001,-0.9662700000000001,-0.31214000000000003,0.16633,?,?,-1.1731,?,?,-2.0404,?,?,-0.5300199999999999,-0.15069000000000002,?,-0.50089,-0.13041,-1.1557,?,-0.26697,1.141,-0.6102,-0.093579,-0.09248200000000001,0.18591,-0.020493,?,-0.39523,-0.57295,?,-0.26431,?,0.51981,?,-0.33803,-1.6452,?,?,?,?,?,?
?,-0.044239,?,-0.9446700000000001,-0.43788999999999995,3.6024,-1.0181,-0.28157,0.058418,?,-1.1196,-0.32269000000000003,-0.17232,0.60231,?,-0.76962,-0.1581,?,?,?,-0.23201999999999998,-1.081,?,?,?,-0.39714,?,-0.11823,-0.25974,-0.44033,-0.48389,0.60231,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.3158,?,-0.26964,-0.26431,-0.31508,0.51981,-0.11229000000000001,-0.14417,0.2306,3.4576,-0.54233,?,-0.11813,?,?
-0.18698,-1.5786,?,?,-0.41612,?,-0.17954,-0.28157,?,?,-0.78864,-0.31214000000000003,0.12039000000000001,0.40349,1.03,-0.70702,-0.15834,?,-1.4747,1.6354,?,?,-0.25975,-0.83815,?,0.08298,-0.92376,-0.089869,-0.23924,0.053826,-0.54705,0.40349,?,-0.22559,?,?,?,-0.30924,-0.31472,-0.26431,-0.35219,1.2034,-0.11229000000000001,-0.17869000000000002,-1.2966,3.4576,?,-0.4899,-0.011758,1.09,-0.32126
-0.24431,0.035031,2.7381,?,-0.5118199999999999,3.4614,-0.89712,?,?,?,-1.1195,-0.32269000000000003,-0.18345999999999998,0.75143,?,-0.79904,-0.1583,?,?,?,?,-0.7136600000000001,-0.012969,-0.95837,-0.53423,-0.39714,?,-0.11823,?,-0.44033,?,0.75143,-0.09248200000000001,-0.22559,?,?,?,?,-0.30432,?,?,0.51981,?,-0.083851,?,3.4576,-0.54918,?,-0.12880999999999998,4.7619,?
?,?,2.7381,-0.9466,-0.49191999999999997,1.3345,-0.083415,?,0.38531,?,-0.79145,-0.31214000000000003,?,?,0.93965,-0.80014,?,0.58673,?,0.35305,?,0.020912,-0.28563,?,-0.52977,0.08298,-0.9628200000000001,-0.11823,-0.26313000000000003,-0.24266999999999997,?,0.6520199999999999,-0.09248200000000001,?,1.5817,?,-0.34545,-0.45146000000000003,-0.29623,-0.26431,?,?,-0.11229000000000001,?,-1.0204,3.4576,?,?,-0.14528,?,-0.40976
