@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data
?,?,?,0.0,1.33333,1.11555,?,1.84692,62.7037,54.7778,78.7778,54.5556,-23.7778,48.2222,-24.4444,?,0.310288,-2.08494,?
?,?,?,?,?,1.94074,2.16667,1.5,20.7407,16.2222,29.2222,16.7778,-13.5556,25.4444,-11.8889,?,0.441573,-2.13488,?
154.0,?,0.0,0.0,0.444444,?,?,?,5.96296,7.77778,6.77778,3.33333,?,?,?,7.77778,?,?,brickface
?,66.0,0.0,0.0,2.61111,?,2.94444,?,28.4074,?,?,21.6667,?,?,?,38.2222,?,?,?
46.0,?,0.0,0.0,1.05556,0.827759,2.16667,?,?,9.66667,?,?,-10.7778,-1.77778,?,17.4444,0.445509,?,grass
?,?,0.0,?,3.55556,?,14.8333,?,36.6296,31.3333,?,?,?,28.7778,-12.8889,?,?,-2.31687,?
?,14.0,0.0,?,0.888888,0.807371,1.22222,0.779361,113.815,100.111,132.111,109.222,-41.1111,?,-13.7778,132.111,?,-2.39111,sky
?,48.0,?,?,1.22222,?,1.27778,?,134.852,?,146.111,?,-21.8889,33.7778,?,?,?,?,sky
?,?,0.0,0.0,3.77778,?,7.16667,?,57.8519,50.7778,?,?,-21.2222,?,?,72.7778,0.312834,-2.05935,?
252.0,176.0,?,?,?,?,?,2.85514,52.9259,?,67.0,45.4444,-19.7778,42.2222,-22.4444,67.0,0.32042,-2.05164,?
?,218.0,?,0.0,1.16667,0.744444,1.16667,0.655555,13.7037,?,12.6667,?,?,?,12.2222,?,?,2.38268,grass
?,21.0,?,?,0.666662,?,?,?,126.778,115.778,?,?,-33.0,45.3333,?,?,0.184022,-2.37037,?
?,?,?,0.0,?,1.62963,2.66667,?,?,22.6667,35.1111,?,-9.22222,?,-18.8889,35.1111,?,-1.87303,brickface
?,?,0.0,?,?,?,?,?,136.296,129.778,?,?,-19.5556,?,?,146.333,?,?,?
14.0,?,0.0,?,?,?,?,?,?,?,?,1.0,-3.66667,9.33333,?,?,0.832275,-1.95855,window
?,?,0.111111,?,?,0.869228,1.55556,1.48574,43.1852,?,52.0,37.3333,?,26.4444,-17.5556,?,0.28154,?,?
191.0,?,0.0,?,0.444445,0.385188,?,0.38519,135.741,129.0,?,?,-20.2222,31.7778,-11.5556,146.333,?,-2.26255,?
?,128.0,?,?,0.222222,?,?,?,0.740741,0.0,?,0.0,-2.22222,?,?,2.22222,?,?,foliage
?,114.0,?,0.0,0.388889,0.062963,?,0.122222,5.88889,?,7.44444,3.22222,?,?,?,7.44444,?,?,?
14.0,?,?,?,?,?,1.05556,0.062963,19.3333,?,24.7778,?,?,16.3333,-15.0,24.7778,?,-1.62339,brickface
241.0,145.0,?,?,?,0.0,?,?,0.0,?,?,?,?,0.0,?,?,?,0.0,window
?,?,0.111111,0.0,?,?,?,0.182574,47.8148,?,?,43.3333,?,18.8889,?,?,?,?,?
228.0,90.0,0.0,?,?,?,?,2.46456,?,12.8889,?,13.2222,-11.8889,22.7778,-10.8889,?,?,-2.12273,?
151.0,?,0.0,?,?,0.740741,?,1.04074,11.6296,?,?,?,-6.88889,?,?,?,0.428363,2.15664,?
?,83.0,?,?,?,?,5.83333,20.9222,?,?,?,?,-11.6667,?,?,17.0,?,?,window
8.0,226.0,0.0,0.0,2.88889,1.98513,1.11111,?,?,14.0,15.7778,?,?,?,?,24.2222,0.424404,2.27303,?
37.0,?,0.0,0.0,?,?,?,0.462963,?,0.222222,4.44444,1.11111,?,?,?,?,?,-2.29808,?
?,?,0.0,0.111111,?,?,?,?,?,?,61.1111,?,?,33.8889,?,61.1111,?,?,foliage
?,219.0,0.0,?,?,1.00554,?,0.928957,13.3704,?,12.0,?,?,?,11.5556,17.2222,0.371914,?,?
44.0,?,?,0.0,0.833334,0.3,2.94444,?,24.2963,?,?,?,-15.2222,-0.222222,15.4444,?,?,2.6043,?
?,92.0,0.0,0.0,1.27778,?,?,?,?,12.8889,25.7778,?,?,?,-12.4444,?,0.499695,-2.11184,?
?,?,?,?,?,?,?,?,49.1852,?,59.7778,?,-12.8889,?,?,?,?,?,?
?,107.0,?,0.0,?,?,?,0.344444,2.22222,0.333333,5.33333,?,?,9.33333,-3.66667,5.33333,0.94709,?,?
168.0,187.0,?,0.0,?,?,2.83333,?,58.0,52.5556,?,?,-16.3333,40.3333,-24.0,71.4444,?,-1.96667,path
42.0,?,0.0,0.0,?,?,1.33333,1.6,22.7407,?,?,16.8889,?,22.4444,?,30.2222,?,-1.75941,brickface
98.0,?,0.0,?,?,?,?,0.327731,0.962963,0.0,2.77778,0.111111,-2.88889,5.44444,?,2.77778,?,-2.12325,?
196.0,?,0.0,?,1.72222,?,?,?,7.62963,?,10.7778,5.33333,-2.55556,9.44444,?,?,0.512566,-1.74926,?
?,?,?,?,?,0.433333,?,0.385185,?,?,6.22222,3.0,?,2.44444,?,7.0,?,-0.843732,?
?,?,?,0.0,0.722222,?,?,0.151852,?,?,?,3.0,?,2.55556,?,?,?,?,?
?,?,0.0,0.0,?,0.779364,1.38889,0.742867,?,13.4444,18.0,19.8889,-11.0,?,?,?,?,?,grass
?,51.0,0.0,0.0,?,?,0.833335,?,122.963,110.667,?,117.444,-36.8889,53.4444,?,140.778,?,?,sky
124.0,29.0,?,?,1.0,?,1.05555,?,?,?,?,123.222,?,?,?,?,0.165616,?,?
158.0,?,0.0,?,0.388889,0.389682,?,?,?,15.2222,?,?,-11.3333,-2.0,?,23.4444,?,?,?
?,?,?,?,?,?,0.833333,0.72265,27.7778,23.4444,?,?,-13.0,22.0,?,?,?,?,window
?,?,0.0,0.0,?,?,0.333333,0.177778,?,7.0,6.66667,3.0,4.33333,?,?,?,0.581349,-0.953435,?
?,?,?,?,0.944445,0.534027,0.666667,0.596285,58.8889,?,?,51.7778,?,?,-21.3333,72.6667,?,?,?
138.0,188.0,?,?,2.05556,?,1.11111,0.750309,60.3333,?,74.8889,52.5556,-20.3333,43.6667,?,74.8889,?,?,?
33.0,131.0,?,0.0,?,0.807373,1.0,?,?,?,?,0.222222,-1.55556,3.11111,-1.55556,1.77778,0.407407,-2.0944,?
?,105.0,?,?,6.27778,?,?,?,?,12.6667,?,13.1111,?,13.7778,-6.22222,19.7778,0.353768,?,?
?,?,?,0.0,?,0.75031,1.27778,0.928959,127.333,?,?,122.556,?,46.0,-14.3333,142.667,0.181475,?,sky
?,188.0,?,?,1.44444,?,5.11111,19.0074,?,?,?,?,?,19.4444,-10.2222,36.4444,0.275863,?,path
?,73.0,?,0.0,1.33333,0.966091,1.0,?,?,40.5556,?,38.8889,?,?,?,?,0.178226,-1.89349,cement
5.0,?,0.0,0.0,?,0.074074,0.333333,?,0.925926,?,2.55556,0.222222,-2.77778,4.88889,?,2.55556,?,-2.17128,foliage
?,?,0.0,0.0,1.11111,?,?,0.975629,49.6667,42.7778,?,?,?,39.6667,-19.0,?,?,?,?
?,?,0.0,?,0.111111,?,0.444444,?,0.703704,0.222222,?,?,-1.44444,3.55556,-2.11111,?,?,-2.01751,window
?,?,0.0,0.0,3.44444,?,3.44445,?,?,?,70.2222,48.6667,?,42.7778,-21.8889,70.2222,0.309826,-2.08021,?
104.0,?,?,?,?,?,0.333333,0.516398,0.666667,0.0,?,?,-2.0,3.33333,?,?,?,-2.15073,foliage
?,?,?,0.0,0.777778,?,0.277778,?,0.555556,0.111111,?,0.222222,?,?,?,?,0.416667,?,?
?,18.0,?,?,1.0,?,1.16667,?,137.889,?,?,?,?,?,-10.6667,?,?,?,sky
204.0,194.0,?,0.0,?,?,?,3.41673,?,37.0,49.7778,?,-12.1111,26.2222,-14.1111,?,?,-2.0452,path
29.0,?,0.111111,?,?,3.75185,2.72222,3.75185,?,20.1111,?,15.2222,?,?,?,26.1111,0.412662,?,?
?,116.0,0.0,0.0,?,?,1.55556,?,21.7037,?,27.5556,?,?,17.5556,?,?,?,?,?
112.0,120.0,?,0.0,1.33333,?,?,?,21.5556,?,?,18.4444,?,?,?,?,0.38675,-2.17742,window
?,194.0,?,?,1.72222,?,?,?,49.7407,?,61.6667,?,-15.8889,?,-19.8889,61.6667,?,?,?
?,72.0,0.0,0.0,2.5,?,?,?,26.4815,23.5556,35.7778,?,?,27.8889,-19.1111,?,?,-1.84616,?
188.0,?,?,?,?,0.928958,?,?,40.1852,35.6667,?,35.1111,?,?,?,49.7778,?,?,cement
86.0,?,?,0.0,?,0.611111,0.611109,0.196295,?,?,130.556,?,-39.3333,?,?,?,?,?,?
184.0,44.0,?,0.0,0.500001,?,?,?,99.0,85.0,121.444,?,-42.0,67.3333,?,?,?,?,sky
207.0,?,?,?,?,?,?,?,?,5.0,4.22222,9.66667,-3.88889,-6.22222,10.1111,9.66667,0.582612,1.97614,?
?,?,0.0,?,0.611111,?,1.27778,0.596296,2.18519,?,4.88889,1.33333,-5.55556,8.11111,-2.55556,?,?,-2.27407,foliage
138.0,?,0.0,0.0,?,?,1.77778,?,?,113.111,140.444,118.556,-32.7778,?,?,140.444,0.194622,-2.30341,sky
?,129.0,?,?,0.222222,0.02963,?,0.02963,0.518518,0.0,1.55556,?,?,3.11111,?,1.55556,?,-2.0944,foliage
4.0,?,?,?,?,?,?,0.760116,?,13.3333,14.0,?,?,-5.22222,12.4444,19.8889,?,?,?
?,?,?,0.0,?,0.507408,0.722222,0.285185,?,?,8.55556,2.11111,-6.88889,13.1111,?,?,0.786175,?,window
?,?,0.0,0.0,0.611111,?,?,?,109.074,95.1111,?,?,-41.8889,?,?,?,?,?,?
?,?,?,?,?,?,?,1.04881,?,?,138.111,119.889,?,?,?,138.111,?,?,sky
143.0,186.0,?,?,?,2.319,2.77778,?,54.963,49.1111,67.8889,?,?,?,-21.2222,67.8889,0.296251,-2.02862,path
?,?,?,?,2.5,?,?,0.266666,16.8148,?,23.7778,?,-10.1111,?,-10.7778,23.7778,?,?,?
?,?,0.0,0.0,?,0.0,?,0.0,0.0,?,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,?
?,?,?,0.0,?,?,?,?,122.852,?,?,?,-36.8889,51.4444,?,?,0.210174,-2.35936,sky
114.0,193.0,0.0,?,?,?,?,2.50111,?,?,72.5556,?,?,44.2222,?,?,0.314092,?,path
?,?,?,?,?,8.20741,3.94444,9.44074,?,20.4444,?,?,?,?,?,28.1111,?,-1.65988,?
?,124.0,?,0.0,0.611111,0.151852,?,?,?,?,7.33333,?,?,3.44444,-7.88889,7.88889,?,?,?
75.0,?,?,0.0,3.94444,45.8407,?,39.2889,?,?,?,?,-9.55556,14.7778,-5.22222,10.4444,?,?,foliage
116.0,?,0.0,0.0,?,0.722649,2.05555,?,?,?,?,?,-25.1111,46.5556,-21.4444,76.4444,0.317206,?,?
?,?,?,?,1.44444,0.918519,0.944444,?,?,?,?,?,-4.66667,-6.66667,?,11.5556,0.543201,1.98299,grass
?,?,0.0,0.0,?,5.5,1.22222,?,19.4074,15.5556,?,16.1111,-11.5556,21.4444,-9.88889,26.5556,?,-2.14718,?
167.0,189.0,?,?,?,?,?,?,?,51.3333,?,51.4444,?,42.1111,-20.8889,?,0.295523,-2.10133,?
?,61.0,?,?,1.05556,?,0.833333,0.388889,?,22.6667,?,?,-3.22222,?,?,?,0.415751,-1.70091,?
?,81.0,?,?,?,?,?,?,3.48148,?,7.44444,?,?,?,-4.44444,7.44444,0.881217,?,foliage
33.0,?,0.0,?,0.555555,0.074074,?,?,16.1111,?,24.1111,?,?,24.0,-11.0,24.1111,?,-2.14907,?
140.0,116.0,?,?,?,1.22323,0.555555,0.501848,46.8148,?,56.5556,?,?,29.2222,?,?,?,?,?
?,65.0,0.0,?,2.5,?,1.55556,?,57.7407,?,72.6667,?,-21.8889,?,?,72.6667,?,?,?
?,?,0.0,?,0.722222,?,0.888889,0.429629,?,7.0,?,?,2.88889,?,?,?,0.562919,?,brickface
214.0,?,0.0,?,0.5,?,?,1.36296,?,?,?,?,-11.1111,?,?,?,0.419597,?,?
?,?,0.0,?,?,?,2.0,2.88889,?,?,?,?,-11.3333,24.6667,?,?,?,-2.03798,?
58.0,?,0.0,0.0,?,?,2.55556,?,?,?,13.5556,?,?,-3.44444,?,19.3333,?,?,grass
121.0,107.0,?,0.0,?,0.874075,13.1667,5.5889,54.0,?,64.4444,48.1111,-13.6667,?,-17.6667,?,0.252669,-2.00361,cement
?,94.0,?,?,0.500001,0.077778,?,?,21.4444,?,30.4444,17.0,-13.6667,?,-13.3333,30.4444,?,-2.10097,?
?,?,0.111111,?,1.0,?,2.44444,?,?,?,25.8889,?,?,17.6667,-16.3333,25.8889,?,?,brickface
?,?,?,?,?,0.0,?,?,?,0.0,?,?,0.0,0.0,0.0,?,0.0,0.0,?
33.0,98.0,0.0,?,0.611111,0.611616,1.33333,0.918937,?,0.555556,?,2.0,-4.44444,?,?,?,0.883333,?,?
?,?,0.0,?,2.0,1.76383,?,?,?,49.7778,69.2222,48.6667,?,?,-21.6667,69.2222,0.29685,-2.03737,?
173.0,?,?,?,?,?,0.833333,0.344444,?,17.3333,?,18.7778,?,?,-14.2222,?,?,?,?
?,172.0,0.0,?,1.16667,?,9.77778,5.45554,42.037,?,50.3333,?,-12.1111,?,?,50.3333,?,?,path
?,?,0.0,?,0.5,0.077778,0.388889,?,0.518518,0.0,?,?,?,3.11111,?,?,?,-2.0944,foliage
48.0,139.0,0.0,?,?,?,1.83333,1.04881,48.2222,42.5556,?,41.6667,?,?,?,?,?,-2.04424,?
?,?,?,?,2.77778,2.02941,?,?,20.1481,14.2222,?,15.1111,-17.7778,32.8889,?,31.1111,?,?,foliage
130.0,32.0,0.0,0.0,1.11111,1.04704,?,?,?,54.2222,70.8889,53.3333,?,?,-18.4444,70.8889,?,?,cement
55.0,?,?,?,?,1.29529,?,0.998146,?,?,?,16.8889,?,-6.55556,?,16.8889,0.407904,2.09922,grass
79.0,?,?,?,?,3.7619,?,0.658281,62.4074,53.4444,?,?,?,50.1111,-23.2222,79.1111,?,?,cement
?,?,0.0,?,?,0.374074,?,0.222222,2.81481,0.555556,?,1.0,?,?,?,6.88889,0.926146,?,?
?,180.0,?,0.0,4.05556,2.98453,?,3.19722,?,?,?,53.7778,-21.5556,46.4444,-24.8889,?,?,-2.04418,?
?,?,?,?,0.5,?,?,?,5.11111,?,?,2.88889,1.66667,?,-6.66667,?,?,-1.25836,?
147.0,51.0,0.111111,0.0,?,?,1.5,1.94444,?,117.0,?,?,?,?,-13.6667,?,?,-2.30669,?
?,?,?,0.0,?,0.388882,1.0,?,137.63,?,147.889,?,?,30.7778,-14.2222,147.889,0.109655,-2.1462,?
?,?,0.0,?,1.27778,?,?,1.12382,?,44.7778,?,?,-14.1111,?,-19.4444,60.6667,?,?,path
?,?,0.0,0.0,?,?,?,?,?,?,72.6667,?,-19.1111,?,?,?,?,?,?
2.0,?,0.0,?,1.22222,1.76296,?,3.4963,?,18.7778,?,?,?,14.7778,?,?,?,-1.54421,brickface
?,163.0,0.0,0.0,?,?,?,41.9889,?,34.5556,48.0,?,?,?,?,48.1111,?,?,path
?,?,0.0,?,?,?,?,152.7,?,31.3333,46.2222,?,-15.8889,?,?,?,0.294845,?,?
?,?,?,0.0,?,?,?,?,20.1852,20.2222,24.8889,15.4444,0.111111,?,?,24.8889,0.380367,?,brickface
?,161.0,0.0,?,?,?,?,18.9222,40.4444,35.3333,?,?,-15.3333,27.6667,?,49.6667,0.298056,-2.19894,?
?,?,0.0,?,0.166667,?,0.611111,?,0.407407,?,0.777778,?,-0.555556,?,?,0.777778,?,-2.0944,window
?,207.0,0.222222,0.0,2.72222,?,0.888889,?,12.1481,?,?,16.5556,?,-5.44444,?,?,?,2.21726,?
191.0,165.0,?,0.0,0.333333,?,2.44444,?,?,12.0,14.1111,?,?,-0.555556,?,17.5556,0.318129,?,?
187.0,36.0,?,0.0,0.388889,?,0.5,0.278887,?,?,?,4.77778,?,16.4444,?,13.0,0.648657,?,?
?,183.0,?,0.0,?,1.18165,?,?,54.037,?,?,?,?,37.5556,-22.1111,?,0.298622,-1.97496,?
?,92.0,0.0,0.0,?,44.7741,?,?,15.4074,11.6667,22.6667,?,-11.2222,21.7778,?,?,0.53355,-2.11327,window
?,189.0,0.0,0.0,1.38889,0.462963,12.3889,84.5963,?,?,?,?,-7.44444,?,?,29.3333,?,?,?
122.0,?,?,0.0,1.0,0.311116,?,5.05185,?,136.889,150.889,?,?,?,-2.66667,150.889,?,-2.52165,?
?,169.0,?,0.0,?,0.505525,1.61111,?,12.8148,10.6667,?,?,?,?,?,18.0,0.463569,?,grass
8.0,?,0.111111,?,?,2.06296,?,0.133333,8.37037,?,12.0,6.44444,-5.11111,?,-5.77778,?,0.484805,?,?
?,92.0,0.0,0.0,0.833335,?,?,0.296297,90.3333,74.8889,?,?,?,?,?,?,?,?,?
169.0,?,?,?,?,0.062963,?,0.211111,2.07407,0.666667,4.88889,0.666667,?,?,?,4.88889,0.877513,-2.0944,window
?,?,0.0,0.0,1.0,0.760115,0.944445,0.952579,?,94.6667,?,101.889,-38.3333,?,-16.6667,125.778,0.247337,-2.3373,?
?,?,?,?,?,1.80741,?,2.07778,?,21.8889,?,?,-2.66667,?,-18.0,?,?,?,?
?,167.0,?,0.0,?,0.518518,2.05556,0.996296,14.5926,?,?,?,?,?,7.55556,17.1111,?,2.30573,grass
116.0,245.0,0.111111,?,?,0.551851,2.22222,?,14.2222,11.1111,?,?,-9.33333,?,12.6667,18.4444,?,2.39543,?
?,120.0,?,?,3.5,?,?,53.9556,39.3333,35.4444,47.7778,?,-11.6667,25.3333,?,47.7778,0.272752,-2.04675,?
121.0,62.0,?,?,?,?,?,0.562963,?,116.333,138.778,?,?,40.1111,-12.8889,138.778,?,-2.31596,sky
234.0,58.0,?,?,1.16667,0.388888,?,0.533334,93.1482,77.3333,?,?,-47.4444,76.8889,-29.4444,118.778,0.348863,?,sky
21.0,?,0.0,?,?,0.385186,?,?,19.2963,15.6667,?,15.8889,?,?,-10.2222,26.3333,?,-2.11573,?
?,29.0,?,?,1.22222,1.22964,?,1.57408,?,?,?,123.667,-28.4444,?,?,142.778,0.166484,-2.29776,?
?,?,0.0,?,3.88889,4.19347,2.11111,2.39134,?,?,?,?,-16.5556,?,-9.55556,20.8889,0.695755,-2.26899,?
204.0,?,0.0,0.0,?,?,?,?,127.444,115.556,?,?,?,?,-11.3333,143.111,0.19252,-2.40292,?
?,?,0.0,?,2.05556,?,18.1667,41.9889,40.0,34.5556,?,37.4444,?,?,?,48.1111,0.263846,?,?
250.0,?,0.0,?,0.722222,0.240741,?,0.374074,11.1481,6.66667,?,?,?,?,-11.7778,19.5556,0.659329,-2.13862,window
252.0,?,0.0,0.0,1.27778,?,?,0.577774,?,?,?,?,-17.8889,?,?,?,0.10447,?,?
170.0,88.0,0.0,?,0.722222,0.389681,0.833333,?,22.3333,?,29.3333,?,?,?,?,29.3333,?,-2.20829,?
?,246.0,0.0,?,3.16667,2.09497,5.83333,4.11366,25.8889,21.1111,22.4444,?,?,-10.3333,24.6667,?,0.388973,2.21401,grass
?,?,0.0,?,0.555555,0.251852,0.555555,?,?,?,?,?,?,47.2222,?,?,?,?,sky
137.0,163.0,?,?,1.44444,0.785186,18.8889,?,?,33.7778,47.5556,36.5556,-16.5556,24.7778,?,?,0.284813,?,?
?,141.0,?,0.0,2.11111,1.80741,0.777778,?,?,?,16.5556,7.0,?,?,-8.55556,16.5556,0.640224,-2.19166,window
?,31.0,?,?,0.555556,?,0.888889,?,?,?,143.111,?,?,?,?,143.111,0.192456,?,sky
?,131.0,?,?,0.222222,?,?,0.044444,?,0.0,?,0.0,?,3.11111,-1.55556,1.55556,?,?,foliage
173.0,93.0,0.0,?,0.0,0.0,?,?,?,?,0.0,?,?,?,?,0.0,?,0.0,window
?,132.0,0.0,?,?,?,?,0.32963,5.74074,?,?,3.55556,?,?,?,7.55556,0.529982,-0.726018,brickface
?,?,?,?,?,?,0.944444,?,55.1481,54.1111,61.0,?,-3.11111,17.5556,-14.4444,?,?,?,cement
?,192.0,0.0,0.0,?,?,7.44444,?,?,47.3333,?,?,-18.3333,34.6667,-16.3333,?,0.272721,-2.1642,path
?,91.0,?,?,0.5,?,0.555555,0.172133,6.0,?,9.77778,3.66667,?,?,-7.0,9.77778,0.620651,-1.93491,window
?,186.0,0.0,?,0.888889,?,?,1.81111,?,9.33333,10.7778,16.1111,-8.22222,-3.88889,?,16.1111,0.428864,?,grass
?,?,?,?,0.944445,?,?,?,65.2963,59.7778,78.0,?,-16.5556,38.1111,-21.5556,78.0,?,-2.00783,?
?,197.0,0.0,?,?,3.2552,4.55556,?,?,8.88889,9.55556,?,-9.22222,?,16.4444,17.4444,0.515187,?,?
225.0,90.0,?,?,?,0.250924,?,?,?,4.66667,11.2222,3.88889,-5.77778,13.8889,-8.11111,11.2222,?,-1.98747,?
131.0,?,?,?,?,?,?,?,?,0.0,?,?,?,?,-3.44444,3.88889,?,?,foliage
25.0,116.0,0.0,0.0,?,0.151852,4.77778,3.0963,?,?,?,?,?,?,-13.8889,21.2222,0.447187,-1.16284,?
170.0,?,?,0.0,?,1.83485,?,1.92546,?,?,?,?,-11.1111,24.5556,-13.4444,?,?,?,?
140.0,161.0,0.0,?,0.277778,0.327731,?,?,15.7407,12.4444,?,20.4444,-9.88889,-4.22222,14.1111,?,?,?,?
?,87.0,?,0.111111,11.1667,?,?,70.0296,17.1111,?,23.4444,?,-14.6667,19.0,-4.33333,23.4444,0.652043,-2.41807,foliage
209.0,249.0,?,0.0,?,?,2.77778,4.20741,?,7.55556,?,15.8889,-8.88889,?,?,15.8889,0.533307,?,?
?,176.0,?,?,0.777778,0.655461,?,?,?,19.0,19.7778,?,?,?,?,?,0.316041,?,grass
?,?,0.0,?,?,?,?,0.551851,?,?,?,?,?,15.7778,?,?,0.390436,?,?
59.0,99.0,0.0,?,0.777778,0.82963,?,0.355556,2.03704,0.111111,5.55556,0.444444,?,?,-4.77778,5.55556,0.986111,-2.14974,foliage
7.0,?,?,0.0,?,0.854184,2.44444,?,4.66667,?,?,5.66667,-6.33333,?,?,?,?,?,foliage
