@relation dataset

@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface, cement, foliage, grass, path, sky, window}


@data
217.0,?,?,0.0,2.5,2.16667,?,?,16.0741,12.6667,?,21.1111,-10.2222,-4.88889,15.1111,?,0.40213,2.31093,grass
?,187.0,?,0.0,1.22222,?,3.05556,?,?,44.1111,59.8889,?,?,?,-20.8889,59.8889,?,?,path
222.0,93.0,0.0,?,?,0.062963,?,?,?,1.0,?,0.888889,-4.33333,9.0,-4.66667,5.44444,0.878395,?,window
97.0,?,?,?,0.722222,?,1.05556,?,?,?,?,3.33333,?,?,?,7.66667,0.570106,?,brickface
?,?,?,0.0,?,?,20.2222,?,?,?,38.0,30.3333,-19.0,?,?,?,0.400746,?,foliage
96.0,193.0,0.0,0.0,1.33333,?,?,?,?,54.7778,78.7778,?,?,48.2222,?,?,0.310288,-2.08494,path
41.0,150.0,0.0,?,?,?,?,1.5,?,?,?,16.7778,-13.5556,25.4444,-11.8889,?,0.441573,?,?
154.0,120.0,0.0,?,0.444444,0.02963,0.444445,?,5.96296,?,?,3.33333,?,2.44444,-7.88889,?,?,?,?
?,?,0.0,?,?,3.04074,?,3.88518,?,?,?,21.6667,?,?,?,?,0.430558,?,?
46.0,238.0,0.0,?,1.05556,?,2.16667,?,13.2593,9.66667,?,?,-10.7778,-1.77778,?,?,?,?,grass
254.0,159.0,?,?,?,?,?,?,36.6296,31.3333,?,32.3333,-15.8889,28.7778,?,46.2222,?,?,path
175.0,?,?,0.0,?,0.807371,1.22222,?,113.815,?,132.111,109.222,?,?,-13.7778,?,?,-2.39111,?
243.0,?,?,?,1.22222,?,?,?,?,127.556,?,?,-21.8889,33.7778,-11.8889,146.111,?,-2.27843,?
223.0,?,0.0,0.0,3.77778,3.12457,?,?,57.8519,?,72.7778,?,-21.2222,44.7778,?,?,?,-2.05935,path
252.0,176.0,?,?,1.88889,1.14827,5.05556,?,52.9259,?,67.0,?,?,42.2222,?,67.0,0.32042,?,path
186.0,218.0,0.0,?,?,?,1.16667,?,13.7037,?,12.6667,17.7778,?,?,?,?,?,?,?
107.0,21.0,?,0.0,0.666662,0.516398,?,?,126.778,115.778,141.889,?,-33.0,?,?,141.889,?,-2.37037,?
84.0,?,?,?,1.77778,1.62963,?,?,25.7407,?,35.1111,19.4444,?,28.1111,?,35.1111,0.446118,?,?
156.0,?,?,0.0,?,0.162964,2.61111,1.04074,136.296,?,?,132.778,-19.5556,30.1111,-10.5556,?,?,?,sky
?,?,0.0,0.0,?,0.062963,?,0.062963,?,1.66667,?,?,?,?,?,?,0.832275,-1.95855,window
142.0,?,?,?,1.0,?,1.55556,?,?,40.2222,?,?,-8.88889,26.4444,?,52.0,0.28154,?,?
191.0,?,0.0,0.0,0.444445,?,1.11111,0.38519,135.741,?,?,?,-20.2222,31.7778,-11.5556,146.333,0.118399,?,sky
?,?,0.0,?,0.222222,?,?,?,?,?,?,?,-2.22222,?,?,?,?,-2.0944,?
228.0,114.0,0.0,0.0,0.388889,?,?,0.122222,5.88889,7.0,7.44444,?,3.33333,?,?,?,?,-1.15184,?
14.0,60.0,0.0,0.0,0.555555,?,?,0.062963,?,18.8889,24.7778,14.3333,?,?,-15.0,24.7778,0.419248,-1.62339,?
241.0,145.0,0.0,0.0,?,0.0,?,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,window
?,97.0,?,?,2.72222,1.25462,0.5,0.182574,?,?,?,?,?,18.8889,?,54.1111,0.199351,-1.83678,?
?,?,0.0,?,?,?,2.22222,2.46456,16.8519,12.8889,24.4444,?,?,22.7778,?,24.4444,0.475549,-2.12273,?
151.0,187.0,?,0.0,?,0.740741,?,1.04074,11.6296,9.33333,?,15.8889,?,-5.88889,12.7778,15.8889,?,2.15664,grass
237.0,83.0,?,0.0,0.722222,?,5.83333,20.9222,9.88889,6.0,17.0,6.66667,-11.6667,21.3333,?,17.0,?,?,window
?,226.0,?,?,?,1.98513,1.11111,0.45542,?,?,15.7778,?,?,-6.66667,?,24.2222,?,2.27303,?
37.0,120.0,0.0,?,0.833333,?,1.05556,0.462963,?,0.222222,4.44444,1.11111,?,?,?,4.44444,0.962963,-2.29808,?
45.0,?,?,0.111111,25.5,12.7954,27.2778,?,49.8148,?,?,46.5556,-24.1111,?,?,?,0.358975,-2.36049,?
23.0,219.0,0.0,?,1.5,?,1.72222,0.928957,13.3704,?,12.0,17.2222,?,-4.11111,11.5556,17.2222,?,2.25533,grass
?,157.0,0.0,0.0,0.833334,?,2.94444,?,?,19.2222,?,?,?,-0.222222,?,29.4444,?,?,grass
?,92.0,0.0,?,1.27778,?,0.555555,?,?,12.8889,25.7778,13.1111,-13.1111,?,?,25.7778,?,?,?
102.0,179.0,?,?,1.83333,?,?,1.88168,?,44.8889,?,?,-12.8889,?,?,59.7778,0.282687,-1.9704,?
?,107.0,0.0,?,?,0.211111,?,0.344444,?,0.333333,?,?,?,9.33333,-3.66667,5.33333,?,-2.22635,foliage
168.0,?,0.0,?,3.5,?,2.83333,?,?,52.5556,71.4444,?,?,40.3333,-24.0,71.4444,?,?,?
?,?,?,?,?,0.951851,1.33333,?,?,?,?,16.8889,?,?,?,30.2222,?,-1.75941,?
98.0,133.0,0.0,?,?,?,?,0.327731,0.962963,0.0,2.77778,?,-2.88889,5.44444,?,?,1.0,-2.12325,?
196.0,95.0,0.0,?,?,?,?,1.26491,7.62963,?,10.7778,?,?,?,?,10.7778,0.512566,?,?
?,?,?,?,0.5,?,0.777778,?,?,7.0,?,?,?,2.44444,?,7.0,0.574074,?,brickface
71.0,113.0,0.0,0.0,0.722222,0.240741,?,0.151852,?,7.11111,?,?,4.88889,2.55556,?,?,0.580026,?,brickface
144.0,169.0,0.0,0.0,?,?,?,0.742867,?,?,18.0,?,-11.0,2.66667,?,19.8889,?,?,?
?,?,0.0,0.0,?,?,?,0.722649,?,?,?,?,-36.8889,?,-16.5556,140.778,?,?,?
?,?,?,?,1.0,0.711108,?,0.907417,?,119.222,?,123.222,-27.6667,?,?,142.889,0.165616,-2.27113,sky
158.0,151.0,?,?,?,0.389682,?,4.04237,19.0,?,?,?,-11.3333,?,?,?,?,?,grass
189.0,?,0.0,?,2.66667,0.699206,0.833333,0.72265,27.7778,?,35.1111,?,-13.0,22.0,?,35.1111,0.332407,-2.2015,window
239.0,?,0.0,0.0,0.277778,0.062963,0.333333,0.177778,5.55556,?,?,3.0,4.33333,?,?,?,0.581349,?,brickface
104.0,?,0.111111,0.0,?,0.534027,?,?,?,52.2222,72.6667,51.7778,?,41.3333,-21.3333,?,?,-2.07113,?
138.0,?,?,0.0,?,?,1.11111,0.750309,?,53.5556,74.8889,?,?,?,-23.3333,?,?,-2.04721,?
33.0,131.0,0.0,0.0,0.444444,0.807373,?,1.09545,?,?,?,?,?,3.11111,?,1.77778,?,-2.0944,?
233.0,?,?,?,?,?,0.944445,?,15.1852,?,?,?,?,13.7778,-6.22222,?,0.353768,-2.16157,?
?,?,?,0.0,1.11112,0.75031,1.27778,0.928959,127.333,?,?,122.556,?,46.0,-14.3333,142.667,0.181475,-2.32692,?
?,188.0,?,?,1.44444,?,5.11111,19.0074,?,?,?,26.5556,?,19.4444,?,36.4444,0.275863,-2.08357,?
210.0,?,0.0,0.0,1.33333,?,1.0,0.816495,42.2593,?,47.3333,?,-5.11111,15.2222,-10.1111,47.3333,?,?,cement
?,118.0,0.0,?,?,0.074074,?,?,0.925926,?,?,0.222222,-2.77778,4.88889,?,?,1.0,-2.17128,?
228.0,?,?,?,1.11111,?,?,?,?,?,?,43.3333,?,39.6667,?,62.8889,?,?,cement
?,154.0,?,0.0,?,?,0.444444,?,?,?,1.88889,?,-1.44444,?,-2.11111,1.88889,?,?,window
?,200.0,0.0,0.0,?,?,3.44445,?,55.963,?,70.2222,?,?,?,?,?,0.309826,-2.08021,?
104.0,139.0,?,?,?,?,?,0.516398,?,0.0,1.77778,?,?,3.33333,-1.33333,?,?,-2.15073,foliage
18.0,?,?,?,0.777778,?,?,0.151852,?,0.111111,?,0.222222,?,?,-1.0,?,?,-2.15956,?
245.0,?,?,?,1.0,?,?,?,137.889,?,?,134.333,-19.3333,?,?,?,?,?,?
204.0,?,?,?,2.61111,1.92546,?,?,?,37.0,?,36.3333,?,?,-14.1111,49.7778,0.275415,?,path
?,81.0,?,?,?,3.75185,?,3.75185,?,?,?,?,-1.11111,16.8889,?,26.1111,0.412662,-1.56634,brickface
?,?,0.0,0.0,?,1.63333,1.55556,?,21.7037,?,?,16.3333,?,17.5556,-16.1111,?,0.407364,-1.63224,brickface
112.0,?,?,0.0,1.33333,?,?,1.70837,21.5556,?,?,18.4444,-12.0,?,-9.33333,28.6667,0.38675,?,window
244.0,194.0,?,0.0,?,1.14342,2.27778,?,?,?,61.6667,?,?,?,-19.8889,61.6667,0.300853,-2.02184,path
101.0,?,?,?,?,4.74444,?,6.29629,26.4815,?,35.7778,?,?,?,-19.1111,?,0.436895,-1.84616,?
188.0,?,?,0.0,?,?,?,?,40.1852,35.6667,?,35.1111,-13.5556,?,?,?,0.297096,?,cement
?,?,0.0,?,?,0.611111,0.611109,?,?,?,130.556,102.333,?,?,-22.6667,130.556,0.258604,-2.26623,?
184.0,44.0,0.0,?,0.500001,?,?,?,?,?,?,?,-42.0,67.3333,?,?,?,-2.25454,sky
207.0,217.0,?,0.0,?,?,?,0.907408,6.2963,5.0,4.22222,?,?,?,?,?,0.582612,1.97614,?
?,106.0,?,?,?,0.418518,1.27778,0.596296,?,0.333333,4.88889,1.33333,-5.55556,?,?,?,?,-2.27407,foliage
138.0,?,?,?,?,?,1.77778,?,124.037,113.111,?,?,?,?,?,140.444,0.194622,-2.30341,sky
?,?,0.0,?,0.222222,0.02963,?,0.02963,?,0.0,1.55556,0.0,?,?,?,1.55556,?,?,?
4.0,188.0,0.0,0.0,?,0.688531,?,?,15.7407,13.3333,14.0,19.8889,-7.22222,?,?,19.8889,0.342408,?,grass
170.0,139.0,0.0,?,?,0.507408,0.722222,0.285185,4.18518,?,?,?,?,?,?,8.55556,0.786175,-2.12759,window
37.0,?,0.0,?,0.611111,?,0.555556,0.272164,?,?,?,103.778,-41.8889,?,?,?,0.258869,?,?
92.0,44.0,0.111111,?,?,?,1.16667,1.04881,123.815,113.444,138.111,?,-31.1111,42.8889,-11.7778,138.111,0.178428,-2.36728,sky
143.0,?,0.0,?,?,2.319,?,2.52689,54.963,49.1111,67.8889,?,?,38.7778,?,?,0.296251,-2.02862,?
45.0,149.0,0.0,0.0,2.5,3.32222,?,?,16.8148,13.4444,23.7778,13.2222,-10.1111,20.8889,-10.7778,23.7778,0.453341,-2.06925,?
170.0,62.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,?,?,0.0,?,0.0,?,?,?
?,45.0,?,?,?,?,?,0.455419,?,110.556,140.0,118.0,?,?,-14.5556,?,0.210174,-2.35936,?
?,?,0.0,0.0,?,2.46532,?,?,?,?,72.5556,?,-20.1111,44.2222,-24.1111,?,0.314092,-2.0338,?
?,?,0.111111,?,?,8.20741,?,9.44074,21.4444,20.4444,?,15.7778,-3.0,?,-17.0,?,0.437404,-1.65988,?
?,?,0.0,0.0,0.611111,0.151852,?,?,?,?,7.33333,3.55556,?,3.44444,?,7.88889,?,-0.95784,?
?,?,0.0,?,3.94444,?,4.66667,39.2889,?,?,10.4444,3.77778,-9.55556,?,?,10.4444,?,?,foliage
?,?,?,0.0,?,0.722649,?,?,60.9259,?,76.4444,53.7778,-25.1111,?,-21.4444,76.4444,0.317206,?,?
?,?,0.0,0.0,1.44444,?,0.944444,?,7.77778,?,?,11.5556,?,-6.66667,11.3333,?,0.543201,?,?
?,118.0,0.0,0.0,2.83333,?,1.22222,0.874073,?,15.5556,?,16.1111,-11.5556,?,?,?,0.418712,?,window
167.0,189.0,?,?,3.77778,2.23772,3.77778,1.54441,58.4074,?,72.4444,?,?,?,-20.8889,?,?,-2.10133,path
67.0,?,?,?,1.05556,?,0.833333,0.388889,23.7407,?,30.6667,?,-3.22222,?,-17.5556,?,?,-1.70091,brickface
235.0,81.0,?,0.0,?,?,0.777778,0.296296,3.48148,?,7.44444,2.0,-7.44444,?,-4.44444,?,0.881217,-2.24813,?
33.0,?,0.0,0.0,0.555555,0.074074,?,?,?,11.7778,?,12.4444,?,24.0,-11.0,24.1111,?,-2.14907,window
?,?,0.111111,?,?,?,?,0.501848,?,?,?,?,-13.4444,29.2222,-15.7778,56.5556,0.264563,-2.03862,?
?,65.0,0.0,0.0,?,1.11056,1.55556,0.93492,57.7407,50.4444,72.6667,50.1111,?,44.7778,?,72.6667,0.314783,-2.07765,cement
?,?,?,?,0.722222,?,?,?,?,?,7.66667,?,?,?,?,7.88889,?,-1.17577,brickface
?,236.0,0.0,0.0,?,0.255556,?,?,?,?,14.6667,22.2222,?,?,?,?,?,2.30668,?
?,189.0,?,?,1.5,?,2.0,?,?,?,40.3333,?,?,?,?,?,0.315363,?,?
58.0,?,0.0,0.0,?,?,2.55556,0.829629,14.7037,?,13.5556,19.3333,-10.4444,?,?,19.3333,?,?,grass
121.0,107.0,?,?,1.55556,?,13.1667,?,54.0,?,64.4444,?,?,31.3333,?,64.4444,?,-2.00361,?
123.0,94.0,?,?,0.500001,0.077778,0.833333,0.033333,?,16.8889,30.4444,?,-13.6667,?,-13.3333,30.4444,?,?,window
?,67.0,0.111111,0.0,1.0,0.88889,?,3.18518,20.0,?,25.8889,?,-1.33333,17.6667,-16.3333,?,0.436939,-1.6232,?
?,?,?,0.0,?,?,0.0,?,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,window
?,98.0,?,?,0.611111,0.611616,?,?,2.03704,?,3.55556,2.0,-4.44444,4.55556,?,?,?,-2.5489,foliage
?,204.0,0.0,?,2.0,?,3.22222,2.08344,?,49.7778,?,48.6667,?,?,-21.6667,69.2222,?,-2.03737,?
?,?,0.0,0.0,?,0.266666,0.833333,0.344444,?,17.3333,?,18.7778,-18.5556,?,?,34.4444,0.496719,?,window
?,172.0,?,?,?,0.91287,?,?,42.037,38.0,?,?,-12.1111,?,-12.7778,50.3333,0.249836,-2.14372,?
?,?,?,0.0,?,?,?,0.151852,0.518518,?,1.55556,?,-1.55556,?,?,?,?,?,foliage
48.0,?,?,?,2.44444,?,1.83333,1.04881,?,42.5556,?,?,-17.0,?,?,60.4444,0.310818,-2.04424,?
68.0,122.0,?,0.0,?,?,1.55556,?,?,?,?,15.1111,?,32.8889,?,?,0.54583,-2.06017,foliage
130.0,32.0,0.0,0.0,?,1.04704,?,0.836659,?,54.2222,?,?,-15.7778,34.2222,-18.4444,?,?,?,cement
55.0,209.0,0.111111,0.0,1.83333,?,1.38889,?,12.5185,10.3333,10.3333,16.8889,?,-6.55556,?,16.8889,0.407904,?,grass
?,28.0,?,?,?,?,0.833333,?,?,53.4444,79.1111,?,?,50.1111,-23.2222,?,0.324556,-2.14451,cement
?,?,0.0,?,1.05556,?,0.666667,?,?,?,?,1.0,?,12.2222,?,?,0.926146,?,?
?,180.0,0.0,0.0,4.05556,?,?,3.19722,62.0741,54.8889,?,?,-21.5556,?,?,?,0.306906,?,path
38.0,146.0,?,0.0,0.5,0.122222,0.666667,0.266667,?,5.66667,6.77778,?,1.66667,5.0,?,6.88889,0.571429,-1.25836,brickface
147.0,51.0,0.111111,?,1.16667,1.1,?,1.94444,?,117.0,140.222,121.778,?,41.6667,?,140.222,0.165549,-2.30669,?
?,?,0.0,0.0,1.16667,0.388882,?,0.488884,?,?,147.889,?,-16.5556,30.7778,?,?,0.109655,-2.1462,?
?,?,0.0,0.0,1.27778,?,?,?,49.4815,?,?,?,?,?,-19.4444,?,0.290788,?,?
85.0,200.0,0.0,?,?,4.32435,?,?,58.5926,?,72.6667,?,-19.1111,?,-23.1111,72.6667,?,-2.02885,path
?,?,?,?,1.22222,?,2.55556,?,?,18.7778,23.8889,?,?,?,?,?,?,?,brickface
?,?,?,0.0,2.05556,?,18.1667,?,?,?,?,37.4444,?,?,-7.66667,48.1111,0.263846,-2.51749,path
?,?,0.0,0.0,?,7.54074,14.8333,?,?,?,46.2222,32.3333,?,28.7778,?,46.2222,?,-2.31687,path
33.0,104.0,?,0.0,1.55556,0.962963,?,5.04074,20.1852,20.2222,24.8889,?,?,14.1111,-14.2222,24.8889,?,?,brickface
214.0,?,0.0,0.0,?,0.729634,11.5,?,40.4444,35.3333,?,?,?,?,-12.3333,?,0.298056,-2.19894,?
?,?,?,?,?,?,?,?,?,?,?,0.222222,?,?,?,?,?,-2.0944,window
249.0,?,0.222222,?,?,0.928957,0.888889,?,?,?,10.3333,?,?,-5.44444,13.2222,?,0.432389,?,grass
?,?,0.0,?,?,?,?,1.14074,14.2963,12.0,14.1111,16.7778,?,-0.555556,?,17.5556,?,?,grass
?,?,0.0,?,0.388889,?,?,?,7.51852,4.77778,?,4.77778,?,16.4444,-8.22222,?,?,?,?
?,183.0,0.0,?,1.05555,1.18165,?,1.59745,54.037,?,66.5556,?,-15.4444,37.5556,?,66.5556,0.298622,-1.97496,path
136.0,92.0,?,?,?,?,1.0,0.177777,?,11.6667,?,11.8889,-11.2222,21.7778,-10.5556,22.6667,?,?,?
?,?,0.0,0.0,1.38889,?,12.3889,84.5963,23.5926,21.1111,29.3333,?,-7.44444,17.2222,?,29.3333,0.233097,-2.01975,?
122.0,?,0.0,0.0,1.0,?,?,5.05185,143.444,?,150.889,?,?,?,-2.66667,150.889,?,?,?
34.0,169.0,0.0,0.0,?,0.505525,?,0.879815,12.8148,?,?,?,-6.44444,?,15.5556,18.0,?,1.99318,?
?,?,?,0.0,1.61111,2.06296,?,0.133333,?,6.66667,?,6.44444,?,10.8889,?,12.0,0.484805,?,?
?,92.0,0.0,0.0,?,0.211111,0.77778,?,?,74.8889,115.444,?,-46.3333,?,-29.0,?,0.35122,?,sky
169.0,136.0,0.0,0.0,?,?,0.833333,0.211111,?,?,4.88889,?,-4.22222,8.44444,?,4.88889,0.877513,?,?
174.0,50.0,?,?,1.0,?,0.944445,0.952579,?,94.6667,125.778,?,?,55.0,-16.6667,125.778,0.247337,?,sky
?,?,?,?,2.11111,?,2.83333,?,22.7778,21.8889,?,16.7778,-2.66667,?,-18.0,?,?,-1.66796,?
?,167.0,0.111111,0.0,0.888889,0.518518,?,?,?,12.8889,?,17.1111,?,-2.44444,7.55556,17.1111,?,2.30573,?
?,?,?,0.0,1.38889,?,?,3.94074,14.2222,?,?,18.4444,?,-3.33333,?,18.4444,?,?,?
?,?,0.0,?,3.5,4.07778,8.33333,53.9556,39.3333,?,47.7778,34.7778,?,25.3333,-13.6667,?,?,?,cement
?,62.0,?,0.0,0.555556,0.207408,?,?,125.407,116.333,138.778,121.111,-27.2222,40.1111,-12.8889,?,0.161658,?,sky
?,?,0.0,?,1.16667,0.388888,1.0,?,93.1482,77.3333,?,?,?,76.8889,?,?,?,?,sky
21.0,123.0,?,0.0,?,0.385186,1.0,?,?,?,26.3333,15.8889,-10.8889,?,?,?,0.408913,?,cement
?,29.0,?,0.0,?,1.22964,?,1.57408,128.481,119.0,?,?,-28.4444,42.8889,-14.4444,?,0.166484,?,?
?,136.0,0.0,?,?,?,?,?,?,?,20.8889,9.0,-16.5556,?,?,?,?,?,?
?,?,?,?,?,?,?,0.785183,?,115.556,?,123.667,-35.6667,?,-11.3333,143.111,0.19252,-2.40292,?
?,?,0.0,?,?,?,18.1667,?,?,?,48.0,37.4444,-16.3333,24.0,?,?,0.263846,?,path
?,?,0.0,?,0.722222,0.240741,0.611111,0.374074,?,?,19.5556,?,-13.4444,25.2222,?,19.5556,?,?,window
252.0,?,?,0.0,1.27778,?,?,0.577774,?,130.333,145.556,133.0,?,27.7778,?,145.556,0.10447,-2.26413,?
170.0,88.0,?,0.0,?,0.389681,?,?,?,?,?,?,-12.3333,?,?,29.3333,0.378615,-2.20829,?
?,246.0,?,?,?,?,5.83333,4.11366,?,21.1111,?,?,?,?,24.6667,34.1111,0.388973,?,grass
212.0,?,0.0,?,?,?,0.555555,?,122.37,?,138.111,116.778,?,47.2222,?,138.111,?,?,?
?,163.0,?,0.0,1.44444,?,?,5.54076,?,?,?,36.5556,?,?,-8.22222,?,0.284813,-2.39521,path
?,?,0.111111,0.0,?,1.80741,?,?,9.85185,?,?,7.0,?,20.1111,-8.55556,?,?,-2.19166,window
73.0,31.0,0.0,0.0,?,?,0.888889,0.344265,126.852,115.556,143.111,121.889,-33.8889,?,?,143.111,0.192456,-2.33483,sky
?,?,?,0.0,0.222222,0.02963,0.333333,0.044444,?,0.0,1.55556,?,?,3.11111,-1.55556,1.55556,1.0,-2.0944,?
?,?,0.0,0.0,?,0.0,0.0,?,?,0.0,?,0.0,0.0,?,0.0,0.0,?,?,?
176.0,132.0,0.0,?,0.5,?,?,0.32963,?,7.44444,6.22222,?,?,?,?,?,0.529982,?,?
174.0,?,0.222222,0.0,2.22222,0.68853,?,?,?,54.1111,?,50.3333,-3.11111,17.5556,?,61.0,0.174579,?,?
153.0,192.0,?,?,?,?,?,?,53.4444,?,?,?,?,?,-16.3333,65.0,?,?,?
231.0,?,0.0,0.0,?,0.278887,?,0.172133,6.0,4.55556,?,?,?,?,?,?,0.620651,?,window
158.0,?,?,0.0,0.888889,0.340741,?,?,?,?,?,16.1111,-8.22222,?,?,16.1111,?,?,?
?,?,0.111111,0.0,?,0.374074,1.5,?,65.2963,?,?,58.1111,-16.5556,?,?,?,?,?,?
184.0,?,?,?,?,3.2552,4.55556,2.74604,?,8.88889,?,?,?,-7.22222,16.4444,17.4444,0.515187,?,?
?,?,?,?,?,0.250924,0.555556,?,6.59259,4.66667,11.2222,?,-5.77778,13.8889,-8.11111,11.2222,?,?,window
131.0,125.0,?,0.0,?,0.374074,?,0.3,?,?,?,?,-4.11111,?,?,?,1.0,?,?
?,116.0,?,?,?,0.151852,4.77778,?,16.1852,17.0,20.0,11.5556,2.44444,11.4444,?,?,?,?,brickface
170.0,?,?,?,2.16667,?,2.72222,1.92546,?,28.6667,40.5556,?,-11.1111,24.5556,?,40.5556,?,-2.02427,?
?,?,0.0,?,?,0.327731,0.777778,?,15.7407,?,14.3333,?,-9.88889,?,?,20.4444,?,2.34513,?
?,87.0,?,0.111111,11.1667,?,?,70.0296,?,?,?,?,-14.6667,19.0,?,?,0.652043,-2.41807,?
?,?,0.0,0.0,2.44444,3.62963,2.77778,?,10.5185,?,8.11111,15.8889,?,?,16.1111,15.8889,0.533307,?,grass
97.0,?,0.0,0.0,?,?,2.38889,1.30668,22.1852,19.0,?,27.7778,?,?,?,27.7778,0.316041,2.17984,?
