@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
false,?,true,false,false,false,true,false,true,true,?,false,2,true,?,true,bird
false,false,false,false,false,false,true,false,false,?,true,false,8,true,false,false,invertebrate
true,false,false,true,false,true,true,?,true,true,false,true,?,false,false,true,mammal
true,?,false,true,false,true,?,true,true,true,?,true,2,true,false,?,mammal
false,?,false,false,?,?,true,?,true,false,true,?,0,true,?,false,reptile
?,false,true,?,false,true,true,?,?,false,true,?,?,false,false,false,invertebrate
false,false,?,?,false,false,?,?,true,true,false,?,0,true,false,false,?
false,false,true,false,false,?,false,?,false,?,false,false,0,false,false,?,invertebrate
false,?,true,false,false,false,?,false,false,true,false,false,?,?,?,false,invertebrate
true,?,false,true,false,?,false,?,true,true,false,?,2,true,false,?,mammal
?,?,true,false,false,true,true,false,false,?,false,false,?,false,false,?,?
false,false,true,?,false,?,true,true,true,false,true,?,0,true,false,true,?
false,true,?,false,true,true,?,false,true,?,false,false,?,true,?,true,bird
false,false,true,false,false,true,?,true,?,true,?,false,4,false,?,false,amphibian
false,false,true,false,?,?,false,?,?,true,false,false,?,true,false,true,?
false,false,true,false,false,false,true,true,true,true,false,?,?,?,?,false,reptile
false,true,true,?,true,false,true,false,true,true,false,false,2,true,false,?,bird
true,?,false,true,false,false,false,?,?,true,false,false,2,true,false,?,?
?,false,true,?,?,false,?,?,false,true,true,false,6,?,?,?,insect
