@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
false,true,true,false,?,false,true,?,true,true,false,false,2,true,false,false,?
false,?,?,false,false,true,true,true,?,?,false,true,0,true,?,?,fish
false,false,true,?,false,?,?,?,true,false,?,true,0,?,false,true,fish
false,false,true,?,false,?,true,true,?,?,false,true,?,?,false,true,fish
false,?,false,true,?,true,true,true,true,?,false,?,0,true,?,true,?
false,?,false,true,false,true,?,true,?,?,false,true,0,true,false,?,mammal
false,?,true,false,true,?,false,?,true,true,?,?,?,true,false,false,?
false,true,true,false,true,false,?,false,true,true,false,false,2,?,?,true,bird
false,?,true,false,false,?,false,false,?,true,?,false,?,false,?,false,insect
false,?,?,?,false,false,false,false,false,true,false,false,?,false,?,?,insect
false,false,?,false,false,true,?,true,?,true,false,false,4,false,false,?,amphibian
false,false,true,false,?,true,?,true,true,?,?,?,?,false,false,?,amphibian
true,?,false,true,true,?,false,true,true,true,?,false,?,true,false,false,?
true,?,?,true,true,false,false,true,true,true,?,false,2,?,?,false,mammal
true,false,false,true,false,false,true,true,true,true,?,false,?,?,true,?,mammal
false,false,?,?,true,?,false,false,false,true,false,false,?,?,false,?,insect
true,false,false,true,false,false,?,?,?,?,?,?,2,false,false,?,mammal
false,?,true,false,?,true,true,false,true,true,false,false,2,?,false,false,bird
false,true,true,false,?,true,true,false,true,?,false,false,?,true,false,false,bird
false,true,true,?,?,?,true,false,true,true,false,false,?,true,?,false,?
false,false,true,false,?,true,?,true,?,false,false,true,0,true,false,false,fish
false,false,true,false,false,true,?,?,true,false,false,?,0,true,false,false,fish
false,false,?,?,false,?,false,?,true,?,false,true,0,true,false,false,fish
true,?,false,true,false,?,false,true,true,?,false,false,4,true,?,?,?
?,?,false,true,false,false,false,true,?,true,?,false,4,?,false,?,mammal
?,?,?,?,false,false,false,true,true,true,false,?,4,true,?,false,?
true,?,true,?,true,?,?,?,false,?,?,?,?,?,true,false,insect
true,false,?,false,true,false,false,false,?,?,false,?,6,false,?,false,insect
true,false,true,false,?,?,?,false,false,true,?,false,?,false,false,false,insect
?,true,?,?,false,false,true,false,true,?,false,false,2,true,?,false,?
false,?,true,false,true,?,?,false,false,?,false,?,6,false,false,false,?
false,true,?,?,true,?,false,false,true,true,false,false,2,?,?,false,?
?,true,true,false,true,?,false,false,?,true,false,false,?,true,false,false,bird
false,?,true,false,true,false,?,false,true,true,false,false,2,true,false,false,bird
false,true,?,false,true,false,false,false,true,?,?,?,2,true,?,false,bird
true,?,false,?,false,true,true,true,true,?,false,?,4,?,false,true,mammal
true,?,?,true,false,false,true,true,true,true,false,?,4,true,?,false,mammal
true,false,false,?,false,false,true,?,?,true,false,false,?,true,?,false,?
false,false,true,false,false,true,?,true,?,?,false,?,4,?,false,false,amphibian
false,?,true,false,false,?,?,false,false,false,?,?,8,false,false,?,invertebrate
false,true,true,?,false,false,?,false,?,true,false,false,2,?,?,?,?
false,true,true,false,?,?,true,false,true,true,false,false,?,?,false,true,bird
false,false,true,?,false,false,true,true,true,?,true,?,0,?,?,false,?
?,false,?,true,false,true,true,?,true,true,?,false,?,true,?,true,mammal
?,?,false,true,?,false,true,true,?,true,false,false,4,true,true,true,mammal
false,?,true,?,?,false,?,false,?,true,?,?,?,true,?,true,bird
false,?,false,?,false,false,true,?,false,true,true,false,?,true,?,false,invertebrate
true,false,false,true,?,?,true,true,true,true,false,true,0,false,false,true,mammal
true,?,?,?,?,true,true,true,true,true,?,true,2,true,false,?,mammal
false,false,?,false,false,true,?,true,true,false,true,?,0,true,false,false,?
false,false,true,?,false,true,true,false,false,false,true,?,?,?,?,?,invertebrate
?,false,?,?,false,false,true,?,true,true,false,false,0,true,?,false,reptile
?,?,?,false,false,false,?,false,false,?,false,false,0,false,?,false,invertebrate
false,false,true,false,false,false,?,false,false,?,false,false,0,false,false,false,invertebrate
true,false,false,?,false,?,false,?,true,?,?,false,2,true,false,false,mammal
false,false,?,?,false,true,?,false,false,false,false,?,5,?,false,?,invertebrate
?,?,true,false,false,true,true,true,true,false,?,?,0,true,?,?,?
false,true,true,false,?,true,?,false,?,true,?,false,2,true,false,true,bird
false,false,true,false,false,true,false,?,?,true,false,?,?,false,false,false,amphibian
?,false,?,false,false,false,?,?,true,true,?,?,4,?,?,true,reptile
false,?,?,?,false,false,?,true,true,?,false,false,?,?,false,?,?
false,true,true,false,?,false,?,false,true,true,false,false,2,true,?,true,bird
true,false,false,true,?,?,false,true,true,true,false,?,?,true,false,?,?
true,?,true,false,true,?,false,?,false,true,true,?,6,false,?,?,?
