@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
?,false,?,?,?,?,false,true,?,?,?,?,2,true,false,?,?
?,?,false,true,true,false,false,true,true,true,false,false,2,true,false,false,mammal
?,false,false,?,false,?,?,true,true,true,false,?,2,false,true,true,mammal
false,?,true,false,true,?,false,false,false,true,false,?,6,?,false,false,insect
true,?,?,?,false,?,?,true,true,true,?,false,?,false,false,?,mammal
false,true,?,false,true,true,?,false,true,true,?,false,2,?,false,false,bird
false,true,true,?,true,true,true,?,true,true,false,false,2,?,false,false,bird
false,?,true,false,true,true,?,false,?,true,?,false,2,?,false,?,bird
?,false,?,false,false,?,false,?,true,false,false,true,0,?,false,?,?
?,?,true,false,false,?,false,true,?,?,false,?,0,true,false,false,fish
false,false,true,false,false,?,?,?,true,false,false,true,0,?,?,?,fish
true,false,false,?,false,false,false,true,true,true,false,false,4,true,true,false,mammal
?,false,false,true,?,false,false,true,?,true,false,false,4,true,false,false,?
true,false,false,true,false,?,false,true,true,true,false,false,4,?,false,?,mammal
true,?,true,false,?,false,false,?,?,true,true,?,6,false,true,?,insect
true,false,?,false,true,false,?,false,?,?,false,?,6,?,false,false,?
true,?,true,?,true,false,?,false,?,true,?,?,6,false,?,?,?
false,true,true,false,?,?,true,?,true,true,false,false,2,?,?,?,?
false,false,?,?,?,false,true,false,false,?,?,false,6,false,false,false,insect
false,?,true,false,?,false,false,false,?,true,false,false,?,?,false,false,?
false,true,true,false,true,false,false,false,?,?,?,false,2,true,?,false,?
false,?,?,?,true,false,?,false,true,true,false,false,2,?,?,false,?
false,true,true,false,true,false,false,false,true,true,false,?,2,true,false,false,?
true,?,false,true,false,?,true,true,true,true,false,false,?,?,false,true,mammal
true,false,?,?,false,false,?,?,true,?,false,false,?,true,false,?,mammal
true,?,false,?,?,?,?,true,?,true,false,false,?,true,?,?,?
false,false,true,false,?,true,true,true,true,true,false,false,4,?,false,false,amphibian
false,?,?,false,?,true,true,?,false,false,false,false,8,false,false,true,invertebrate
false,true,?,false,false,false,?,false,true,?,false,?,2,true,?,?,?
?,true,true,?,false,?,true,false,true,?,false,false,2,true,false,?,bird
false,false,true,?,false,?,?,true,?,true,true,false,?,?,?,false,reptile
true,?,true,true,?,true,?,false,true,true,false,?,?,true,false,true,?
true,false,false,?,false,false,true,?,true,true,false,false,4,true,true,?,mammal
false,true,true,?,?,false,true,false,true,?,false,?,2,true,false,true,bird
?,false,?,false,?,false,true,false,false,true,true,false,?,?,false,false,invertebrate
true,false,false,true,false,?,?,true,true,?,false,true,?,false,false,?,mammal
true,?,false,?,?,?,true,true,true,true,false,?,2,?,?,?,mammal
?,false,false,false,false,true,true,true,?,false,?,false,0,true,?,false,reptile
false,false,true,false,false,true,?,?,false,?,?,?,0,false,false,false,invertebrate
?,false,?,false,false,false,true,true,true,true,false,false,?,true,false,false,reptile
false,?,true,false,?,false,false,false,false,?,false,?,0,false,?,false,?
false,false,true,false,?,false,false,false,false,true,false,false,0,?,false,false,?
?,false,false,true,false,?,false,true,?,true,?,false,2,true,false,false,mammal
false,?,true,false,false,true,true,?,false,?,false,?,5,false,false,false,?
false,false,true,?,false,true,?,?,?,false,true,true,0,true,false,?,fish
?,true,true,false,true,true,false,?,true,?,?,false,?,true,false,true,bird
?,false,true,?,false,true,false,?,?,true,false,false,4,false,false,false,amphibian
?,false,true,false,false,?,?,false,true,?,false,false,4,true,?,?,reptile
false,?,true,false,false,false,?,?,?,?,false,false,4,true,false,false,reptile
false,true,true,false,?,false,true,false,true,true,false,?,2,?,false,?,bird
true,false,false,?,?,false,false,?,true,true,?,false,?,?,false,true,mammal
true,false,true,?,true,false,false,?,?,true,true,?,6,false,?,false,?
