@relation dataset

@attribute mcg real
@attribute gvh real
@attribute lip real
@attribute aac real
@attribute alm1 real
@attribute alm2 real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7}


@data
?,?,?,?,0.71,?,1
?,0.47,?,0.71,0.65,0.69,1
?,?,0.48,0.57,0.78,?,1
?,0.67,0.48,?,?,0.63,1
?,0.5,0.48,0.65,?,?,1
?,0.36,?,0.53,0.91,0.92,?
?,0.44,0.48,0.48,0.71,0.74,?
?,?,0.48,0.6,?,0.8,?
0.54,0.49,?,?,0.87,0.88,?
0.48,0.41,0.48,0.51,0.9,0.88,1
0.5,0.66,?,?,0.92,0.92,1
0.72,0.46,0.48,0.51,0.66,0.7,1
?,0.55,0.48,0.58,?,0.75,?
0.33,?,?,0.33,0.78,0.8,?
0.64,0.58,?,?,0.78,0.73,?
0.54,0.57,?,?,?,0.83,1
0.47,0.59,0.48,0.52,0.76,?,?
0.63,?,0.48,?,?,?,1
0.49,0.42,?,?,?,0.81,1
?,0.5,0.48,0.57,0.84,0.85,?
?,0.44,0.48,0.55,0.88,?,?
?,0.45,0.48,?,0.88,?,1
0.45,0.4,0.48,0.61,?,0.77,1
?,0.4,?,?,?,?,1
0.5,?,?,0.66,?,0.69,1
?,?,?,0.59,0.66,0.66,1
0.6,?,0.48,0.54,0.67,0.71,?
0.83,0.37,?,0.61,0.71,?,1
?,?,0.48,?,0.9,0.9,?
0.63,0.54,0.48,?,0.79,0.81,1
?,?,0.48,0.56,?,?,?
0.6,0.5,1.0,?,0.77,0.8,1
0.16,0.51,?,0.33,0.39,0.48,1
?,0.7,0.48,?,?,0.69,1
?,0.46,0.48,0.57,0.78,?,1
0.89,0.55,?,?,0.72,0.76,1
?,0.46,0.48,0.56,0.78,0.73,1
0.12,0.43,?,?,0.7,0.74,1
?,?,?,?,?,0.52,1
0.33,?,?,?,0.65,0.69,?
?,0.65,0.48,0.66,?,?,1
0.41,?,0.48,?,0.75,0.78,1
0.34,0.67,0.48,0.52,0.76,0.79,1
?,0.34,0.48,?,0.87,0.81,?
?,?,0.48,0.55,0.8,?,1
0.51,0.4,?,0.57,0.62,0.67,1
0.5,0.57,0.48,?,0.61,0.66,1
0.6,0.46,?,0.45,0.81,0.83,1
0.37,0.47,0.48,0.39,?,0.79,?
0.58,0.55,0.48,0.57,0.7,0.74,1
?,0.47,0.48,0.51,?,0.72,1
0.39,0.41,0.48,?,0.72,0.75,1
0.35,0.51,?,0.61,0.71,0.74,?
0.31,0.44,0.48,0.5,0.79,0.82,?
0.61,?,0.48,0.46,0.87,0.88,1
0.48,?,0.48,?,0.77,0.71,?
0.11,0.5,0.48,?,0.72,?,1
0.31,?,0.48,0.58,0.94,0.94,1
0.68,?,?,0.71,0.75,?,1
?,0.39,?,0.57,0.76,0.79,1
0.52,0.54,0.48,0.62,?,0.79,1
0.46,?,0.48,0.36,0.76,0.23,?
?,0.45,?,?,?,0.17,1
?,0.51,0.48,?,0.67,?,?
0.1,?,0.48,0.41,0.67,0.21,1
0.3,0.51,0.48,0.42,?,0.34,?
0.61,0.47,0.48,0.0,0.8,?,?
0.63,?,0.48,0.64,0.73,0.66,1
0.71,0.52,?,0.64,1.0,?,1
0.85,?,0.48,0.53,0.52,?,3
?,0.49,?,0.54,0.76,0.79,3
0.75,?,1.0,0.4,0.47,0.3,2
?,0.39,1.0,0.51,?,0.84,?
0.72,0.42,0.48,0.65,0.77,0.79,4
0.79,0.41,?,0.66,0.81,0.83,4
0.83,?,?,?,?,0.79,4
0.69,0.43,?,?,0.74,0.77,4
?,0.36,0.48,0.46,?,?,?
0.78,0.33,0.48,0.57,0.77,0.79,?
?,0.37,?,?,0.7,0.74,4
?,0.29,0.48,0.64,0.75,0.77,4
0.67,?,?,0.54,0.64,0.68,4
0.66,0.48,0.48,0.54,0.7,0.74,4
0.64,?,0.48,0.48,?,0.76,4
?,?,?,0.5,0.71,?,?
0.84,0.49,0.48,0.55,0.78,?,?
?,0.55,0.48,0.51,?,0.74,4
?,0.44,0.48,0.42,0.67,?,4
?,0.6,0.48,?,?,0.76,4
0.63,?,0.48,?,0.77,0.8,?
?,?,0.48,0.58,0.79,0.81,?
0.86,0.39,0.48,0.59,0.89,0.9,?
?,0.53,0.48,?,0.87,0.88,4
?,?,0.48,?,?,?,4
?,0.46,0.48,0.62,0.74,?,4
0.76,0.41,0.48,?,0.59,?,4
?,0.53,0.48,0.7,0.86,0.87,4
0.64,0.45,0.48,0.67,0.61,?,?
0.81,0.52,0.48,?,0.78,0.8,4
0.73,0.26,0.48,0.57,?,?,?
?,?,?,0.56,0.71,0.74,4
?,?,0.48,0.52,0.73,0.75,?
0.84,0.54,?,?,0.92,0.7,?
?,0.51,?,0.64,0.72,0.76,4
?,0.55,?,?,0.81,0.83,?
0.79,0.54,0.48,0.5,?,0.68,4
0.57,0.38,0.48,0.06,?,0.33,?
?,0.44,0.48,0.45,0.73,0.68,4
0.78,?,0.48,0.83,0.4,?,5
0.63,0.69,?,0.65,?,?,5
0.67,0.88,0.48,0.73,0.5,0.25,?
0.61,0.75,0.48,0.51,0.33,0.33,?
0.67,?,?,0.74,0.54,0.37,5
0.74,0.9,?,0.57,0.53,0.29,5
0.73,0.84,0.48,0.86,?,?,5
?,0.76,0.48,?,?,?,?
?,0.57,?,0.88,0.53,?,5
0.74,0.78,0.48,0.75,0.54,0.15,5
?,?,0.48,0.84,0.45,0.27,5
0.56,0.68,0.48,?,0.36,0.45,5
0.65,0.51,?,?,0.54,0.33,5
0.52,0.81,0.48,?,?,?,5
?,0.57,0.48,?,0.33,0.26,5
0.6,?,?,0.77,0.59,0.52,?
0.69,0.59,0.48,?,0.39,0.21,5
0.63,0.49,0.48,?,?,?,?
0.71,?,0.48,?,0.43,0.36,5
0.68,?,?,0.73,0.4,?,?
?,?,1.0,0.37,0.54,0.01,6
?,?,1.0,0.54,0.56,0.36,6
0.71,?,1.0,0.52,0.59,?,6
0.67,0.55,1.0,0.66,?,0.16,6
0.68,?,1.0,0.62,0.55,?,?
0.74,0.49,0.48,0.42,0.54,0.36,7
0.7,?,0.48,0.56,?,0.43,?
0.66,0.86,0.48,0.34,?,?,7
0.73,?,0.48,0.58,0.51,0.31,7
0.65,?,0.48,0.47,0.47,0.51,7
0.72,?,0.48,?,0.55,0.21,7
0.67,?,0.48,0.46,0.45,0.33,?
0.67,?,0.48,0.54,0.49,0.23,7
0.67,?,?,0.51,0.37,0.38,?
0.63,1.0,0.48,0.35,0.51,0.49,?
0.57,?,0.48,?,?,0.33,?
0.71,?,?,0.4,0.54,0.39,7
?,0.74,?,0.31,?,0.43,7
0.67,?,0.48,0.25,0.42,0.25,7
0.64,0.72,0.48,?,0.42,0.19,?
0.68,0.82,0.48,?,0.65,0.56,7
0.32,?,0.48,0.53,0.28,0.38,7
?,0.64,0.48,0.47,0.51,0.47,7
?,0.57,0.48,0.49,0.7,0.2,?
0.74,0.82,?,0.49,?,0.41,?
0.63,?,?,0.39,0.47,?,?
?,0.83,?,?,0.39,0.19,?
0.63,?,0.48,0.6,?,?,7
0.71,0.86,?,?,?,?,7
0.68,0.78,0.48,0.43,0.44,0.42,?
0.64,?,0.48,0.37,0.45,0.4,?
0.74,?,0.48,0.5,?,?,?
?,?,0.48,0.35,0.52,?,7
?,0.65,0.48,?,?,0.35,7
0.69,0.67,0.48,0.3,?,?,7
0.7,0.71,0.48,0.42,0.84,?,7
0.69,?,0.48,0.46,?,0.26,7
?,?,?,0.41,0.39,0.2,7
0.63,0.8,0.48,0.46,0.31,?,7
0.66,0.71,?,?,0.5,0.35,7
0.69,0.59,0.48,0.46,0.44,?,7
?,?,0.48,0.49,?,0.34,?
0.64,?,0.48,0.5,0.36,0.38,?
0.62,?,0.48,?,0.49,0.54,?
0.76,0.73,0.48,0.44,0.39,0.39,?
0.64,0.81,0.48,0.37,?,0.44,7
0.29,0.39,0.48,0.52,0.4,?,7
0.62,?,0.48,0.46,0.36,0.4,7
?,0.54,0.48,0.43,0.37,0.3,7
0.69,?,0.48,0.41,?,?,7
0.69,0.65,?,0.63,0.48,?,7
?,?,?,0.52,0.49,0.56,7
0.74,0.56,0.48,?,0.68,0.3,?
?,0.57,0.48,?,0.35,0.32,7
0.61,0.6,0.48,0.44,0.39,0.38,7
0.59,0.61,0.48,?,?,0.37,7
?,0.74,?,?,0.53,0.52,?
