@relation dataset

@attribute class {1, 2, 3}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
2,?,1.35,?,20.0,?,2.74,2.92,?,?,?,?,?,?
?,11.46,?,1.82,?,?,?,?,0.24,?,?,0.75,?,?
?,?,2.43,?,21.0,?,2.55,?,0.26,?,?,0.9,?,?
?,?,?,2.92,?,?,?,?,?,1.05,3.8,?,?,?
?,11.41,?,2.5,21.0,88.0,2.48,?,?,1.44,3.08,?,2.31,?
2,12.08,1.39,2.5,22.5,84.0,2.56,2.29,?,?,?,0.93,?,385.0
?,?,?,2.2,?,85.0,?,?,?,?,?,?,?,?
?,11.82,?,1.99,20.8,?,?,1.6,?,1.53,1.95,0.95,?,495.0
2,12.42,1.61,2.19,?,108.0,2.0,?,0.34,1.61,2.06,1.06,2.96,?
2,12.77,3.43,?,?,80.0,?,?,?,?,?,?,2.12,372.0
2,12.0,3.43,2.0,19.0,87.0,2.0,?,0.37,?,1.28,?,?,564.0
?,11.45,2.4,2.42,20.0,?,2.9,2.79,?,?,?,0.8,?,?
2,11.56,?,?,28.5,?,3.18,?,0.47,1.87,?,?,3.69,465.0
2,?,?,?,26.5,102.0,2.2,?,?,1.71,2.08,0.92,3.12,365.0
?,?,?,2.13,?,?,2.62,2.65,0.3,?,2.6,?,3.1,?
?,11.87,?,?,?,82.0,?,?,0.21,?,2.8,0.75,?,?
?,?,?,?,21.0,?,?,2.65,0.37,1.35,?,0.86,3.28,378.0
?,12.43,1.53,2.29,21.5,86.0,2.74,3.15,?,1.77,?,?,?,?
?,?,?,2.78,28.5,92.0,?,2.24,?,?,3.0,?,2.44,?
?,?,1.63,?,?,?,?,2.45,?,?,?,?,2.78,342.0
?,12.04,4.3,?,22.0,?,2.1,?,?,?,?,?,2.57,580.0
?,?,?,?,?,122.0,1.51,?,0.21,0.94,4.1,0.76,1.29,630.0
?,12.88,?,?,?,?,1.3,?,0.24,0.83,?,?,?,?
?,?,?,2.4,24.0,98.0,?,?,?,?,5.7,?,1.36,560.0
3,12.7,?,2.36,21.5,?,?,1.2,?,0.84,5.0,0.78,?,?
3,12.51,?,2.25,17.5,85.0,?,0.58,0.6,?,?,?,1.51,?
?,12.6,?,?,18.5,?,?,?,0.63,0.94,7.1,?,?,?
?,12.25,4.72,?,?,89.0,?,?,0.53,?,?,0.75,1.27,720.0
3,?,5.51,2.64,25.0,?,1.79,0.6,?,?,?,?,?,?
?,13.49,3.59,2.19,19.5,88.0,?,?,0.58,0.88,?,?,?,580.0
3,?,2.96,2.61,24.0,101.0,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590.0
?,12.93,2.81,2.7,?,?,?,0.5,0.53,0.75,4.6,?,2.31,600.0
?,13.36,?,?,20.0,89.0,?,0.5,0.37,0.64,5.6,?,2.47,?
3,13.52,3.17,2.72,23.5,97.0,1.55,?,0.5,0.55,?,0.89,?,520.0
?,13.62,4.95,2.35,20.0,?,?,0.8,?,1.02,4.4,0.91,?,?
3,12.25,?,?,?,112.0,?,0.78,0.29,1.14,8.21,0.65,?,?
3,13.16,?,2.15,?,102.0,?,0.55,?,?,4.0,0.6,1.68,830.0
?,13.88,5.04,?,20.0,?,?,?,0.4,?,4.9,?,1.33,415.0
3,12.87,?,2.48,21.5,86.0,1.7,?,0.47,?,?,?,?,?
3,?,3.24,?,?,?,?,0.76,0.45,?,?,?,1.62,650.0
?,13.08,?,2.36,21.5,113.0,1.41,1.39,?,?,?,0.57,1.33,?
3,13.5,3.12,2.62,24.0,123.0,?,?,?,1.25,8.6,0.59,1.3,500.0
?,?,?,2.48,?,112.0,1.48,1.36,?,?,?,0.48,?,480.0
?,13.11,?,?,25.5,?,2.2,1.28,?,1.56,?,?,?,425.0
3,13.23,3.3,?,?,?,1.8,?,?,?,10.52,0.56,1.51,675.0
?,12.58,1.29,2.1,?,?,?,0.58,?,?,?,?,?,640.0
?,13.17,?,2.32,22.0,93.0,?,0.63,?,?,7.9,0.6,?,725.0
?,13.84,?,2.38,?,?,?,?,0.48,1.56,?,0.57,?,480.0
3,?,?,2.64,?,?,?,0.58,0.63,?,?,0.67,1.73,?
?,14.34,?,?,25.0,98.0,2.8,1.31,?,?,?,0.57,1.96,?
?,?,?,?,?,?,?,1.1,0.52,?,?,0.57,1.78,620.0
?,12.36,?,2.38,?,88.0,2.3,?,0.5,?,7.65,0.56,?,?
3,13.69,3.26,?,20.0,?,1.83,0.56,0.5,?,?,?,1.82,?
3,12.85,?,?,22.0,?,?,0.6,?,?,5.58,?,2.11,?
?,?,3.45,2.35,18.5,106.0,1.39,?,?,?,5.28,0.68,?,?
3,13.78,?,2.3,?,?,1.35,?,?,?,?,0.7,?,615.0
?,?,4.36,?,?,?,?,0.47,0.52,?,6.62,0.78,1.75,520.0
3,13.45,3.7,?,23.0,?,1.7,0.92,0.43,1.46,?,0.85,1.56,?
?,12.82,?,2.3,?,88.0,?,?,0.4,?,?,?,?,?
?,?,?,2.69,?,105.0,?,?,0.39,1.54,?,?,1.8,?
3,13.4,?,2.86,25.0,?,?,?,0.27,1.11,?,0.67,?,?
3,?,3.03,2.32,?,?,1.25,?,?,0.73,5.5,?,1.83,?
?,?,2.39,?,?,86.0,?,0.51,0.48,0.64,9.899999,?,1.63,470.0
?,14.16,2.51,?,?,?,?,?,?,?,?,0.62,1.71,?
?,13.71,5.65,?,20.5,?,1.68,?,0.52,?,?,0.64,?,?
3,13.4,?,2.48,?,102.0,?,0.75,0.43,?,7.3,0.7,1.56,?
?,?,?,2.26,20.0,?,?,0.69,0.43,1.35,?,0.59,1.56,?
3,13.17,2.59,?,?,120.0,1.65,0.68,?,1.46,?,?,1.62,?
3,?,4.1,?,?,96.0,?,0.76,0.56,1.35,9.2,0.61,?,560.0
