@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
0,?,?,2.12,?,90.0,2.45,2.68,0.27,1.48,4.28,?,?,1035.0
?,13.88,1.89,2.59,?,?,?,3.56,?,1.7,?,0.88,?,1095.0
0,?,?,?,?,103.0,?,2.63,?,?,4.36,0.82,?,?
?,13.05,1.77,?,?,?,3.0,?,?,2.03,5.04,0.88,?,885.0
?,?,4.04,2.44,?,?,?,2.65,?,1.25,?,0.87,3.33,?
?,14.38,3.59,?,?,?,3.25,3.17,?,?,?,?,?,1065.0
0,?,?,?,?,101.0,3.1,3.39,0.21,2.14,?,0.91,?,985.0
0,14.1,2.02,?,18.8,?,?,?,?,2.38,6.2,?,2.75,1060.0
?,?,1.73,2.27,17.4,?,2.88,?,?,?,8.9,?,3.1,?
?,13.05,1.73,?,?,?,?,3.27,?,?,?,1.12,?,1150.0
?,13.83,?,?,17.2,?,?,2.99,0.22,2.29,5.6,?,3.37,?
?,?,?,?,14.0,?,?,3.74,?,?,?,?,?,1190.0
?,13.77,?,?,17.1,?,?,?,0.39,?,?,?,?,1375.0
0,13.74,?,2.25,?,118.0,?,?,0.21,1.62,5.85,0.92,3.2,?
0,?,?,2.46,?,116.0,2.96,?,0.2,?,6.25,?,?,?
0,14.22,?,?,?,?,?,3.0,0.26,?,?,?,?,970.0
0,?,1.97,2.68,16.8,102.0,3.0,3.23,0.31,1.66,6.0,?,?,1270.0
0,13.72,?,?,?,108.0,?,3.67,?,?,?,?,2.87,?
1,?,?,1.36,10.6,88.0,1.98,?,?,?,?,1.05,1.82,520.0
1,?,1.1,?,?,101.0,2.05,1.09,0.63,?,?,?,1.67,680.0
?,12.64,1.36,?,16.8,100.0,?,1.41,?,0.62,?,?,1.59,?
?,?,1.25,?,18.0,?,2.1,?,0.32,?,3.8,?,?,?
1,?,?,2.16,19.0,87.0,3.5,3.1,?,1.87,4.45,1.22,?,?
?,?,?,?,19.0,104.0,1.89,?,?,1.03,2.95,1.45,?,?
1,?,1.21,?,18.1,?,2.42,2.65,0.37,?,?,?,2.3,?
?,13.11,?,?,?,?,?,3.18,0.26,2.28,?,1.12,?,?
?,12.37,?,1.92,?,?,2.11,?,?,1.04,?,?,?,510.0
1,?,0.94,?,17.0,?,2.53,?,?,0.42,3.17,1.02,?,750.0
1,?,1.19,1.75,?,?,?,?,?,2.5,?,?,?,?
?,?,?,2.21,?,103.0,?,?,0.37,1.46,?,?,?,870.0
?,13.86,1.51,2.67,25.0,?,2.95,2.86,?,1.87,3.38,1.36,3.16,410.0
1,?,1.66,2.24,24.0,?,?,1.84,0.27,1.03,?,?,2.78,472.0
?,?,?,2.6,30.0,?,?,?,0.21,?,3.35,1.31,?,985.0
1,11.96,?,2.3,?,101.0,?,?,0.13,?,?,0.99,?,886.0
?,11.66,1.88,?,?,97.0,?,?,?,1.15,?,?,?,428.0
1,?,0.9,1.71,?,86.0,?,?,0.24,1.46,?,1.19,2.48,?
1,11.84,2.89,2.23,?,?,1.72,?,?,?,?,0.96,2.52,?
?,12.33,0.99,1.95,14.8,?,1.9,?,?,2.76,3.4,?,?,750.0
?,?,?,2.4,?,?,?,2.55,?,?,2.57,1.19,?,?
?,12.0,0.92,?,?,?,2.42,2.26,0.3,?,?,1.38,3.12,278.0
1,12.72,1.81,2.2,?,86.0,2.2,?,0.26,?,?,?,?,?
?,?,?,2.51,24.0,78.0,?,1.58,?,?,2.2,?,2.72,630.0
1,?,?,?,22.5,85.0,?,1.59,0.61,1.62,?,0.84,?,515.0
?,?,0.89,2.58,?,?,?,?,0.22,2.35,3.05,0.79,?,?
?,12.67,?,?,18.0,99.0,2.2,1.94,0.3,?,?,1.23,3.16,?
1,?,1.61,?,22.8,90.0,1.78,?,0.43,?,2.45,1.33,?,495.0
?,11.65,1.67,2.62,26.0,88.0,1.92,?,?,?,?,1.36,3.21,?
?,?,?,?,?,84.0,1.95,1.69,0.48,?,?,1.0,2.75,?
1,?,1.33,?,23.6,70.0,?,?,?,?,?,?,3.21,625.0
1,?,1.83,?,?,?,?,1.5,?,?,?,1.08,2.27,480.0
?,?,?,2.42,?,86.0,1.45,1.25,?,?,3.6,?,2.65,450.0
1,12.69,?,?,20.7,80.0,?,?,0.58,1.62,?,?,?,?
?,12.29,2.83,?,?,88.0,?,?,0.25,1.99,2.15,?,3.3,290.0
?,11.62,?,?,18.0,98.0,?,2.26,?,?,3.25,1.16,?,?
1,12.47,?,2.2,?,?,?,2.27,?,?,2.6,?,2.63,937.0
1,11.81,?,?,21.5,134.0,1.6,0.99,?,1.56,2.5,0.95,2.26,625.0
?,?,1.41,1.98,?,?,?,2.5,?,1.77,?,?,?,?
?,12.37,1.07,?,?,?,?,?,0.24,1.95,4.5,1.04,2.77,660.0
1,12.29,?,2.21,?,88.0,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406.0
?,12.08,?,1.7,?,?,?,?,0.26,1.4,?,1.27,?,?
1,12.6,?,1.9,?,?,?,1.36,?,?,?,1.04,?,562.0
?,?,2.45,?,?,98.0,?,?,0.34,1.31,?,0.8,3.38,?
?,?,1.72,?,19.5,?,2.5,1.64,0.37,1.42,?,?,?,415.0
?,12.51,1.73,1.98,?,?,2.2,?,?,?,2.94,?,3.57,672.0
1,?,?,?,22.0,?,?,1.84,0.66,?,2.7,?,3.3,315.0
1,?,?,2.12,19.0,80.0,?,2.03,0.37,?,3.4,1.0,?,510.0
?,12.72,1.75,?,?,84.0,1.38,1.76,0.48,?,?,?,2.42,488.0
?,?,1.29,1.94,19.0,92.0,?,2.04,0.39,2.08,2.7,0.86,?,?
?,?,?,2.7,20.0,?,?,2.92,0.29,2.49,?,0.96,?,?
1,?,?,?,?,107.0,3.18,?,0.24,?,2.9,0.75,2.81,?
1,?,?,2.17,?,88.0,?,?,?,?,?,0.9,2.78,325.0
?,11.76,?,?,?,103.0,1.75,?,?,?,?,1.23,?,?
?,11.41,?,?,21.0,?,2.48,?,?,?,3.08,?,?,434.0
?,?,1.39,?,?,84.0,?,2.29,?,1.04,?,?,3.19,?
1,11.03,1.51,?,21.5,85.0,2.46,?,?,2.01,1.9,?,?,407.0
1,11.82,1.47,?,20.8,?,?,1.6,?,?,?,?,3.33,?
?,12.42,?,?,22.5,108.0,?,?,0.34,1.61,2.06,?,2.96,345.0
?,?,3.43,1.98,16.0,80.0,1.63,?,?,0.83,?,0.7,?,372.0
1,?,?,2.0,19.0,?,2.0,?,0.37,1.87,1.28,0.93,?,564.0
1,?,?,2.42,?,96.0,2.9,2.79,0.32,?,?,0.8,3.39,?
?,?,2.05,3.23,?,?,3.18,?,0.47,1.87,?,?,?,?
1,?,?,2.73,26.5,102.0,?,2.13,0.43,1.71,2.08,?,?,365.0
1,?,?,?,?,?,?,2.65,?,?,?,?,3.1,380.0
?,11.87,4.31,?,?,82.0,?,3.03,0.21,2.91,?,0.75,3.64,380.0
?,12.07,?,?,?,85.0,?,2.65,?,1.35,?,0.86,?,378.0
?,?,1.53,2.29,?,86.0,2.74,3.15,0.39,1.77,?,0.69,?,352.0
?,?,2.13,?,28.5,?,?,?,?,?,3.0,0.97,?,466.0
1,12.37,1.63,?,?,88.0,?,?,?,1.9,2.12,?,2.78,342.0
1,12.04,4.3,2.38,?,?,?,1.75,0.42,1.35,2.6,?,2.57,580.0
2,12.86,?,?,18.0,122.0,1.51,?,?,0.94,4.1,?,1.29,630.0
2,12.88,?,?,20.0,104.0,?,?,?,0.83,?,0.74,?,530.0
2,?,2.31,?,24.0,?,?,1.09,?,0.83,?,?,?,?
2,?,?,?,21.5,?,?,?,?,0.84,?,?,?,?
2,?,1.24,2.25,?,85.0,?,?,?,1.25,?,0.75,?,650.0
2,?,2.46,?,?,?,1.62,0.66,0.63,?,7.1,?,1.58,695.0
?,12.25,?,?,?,?,1.38,0.47,0.53,?,3.85,?,1.27,?
?,12.53,?,?,?,?,?,?,?,1.1,?,0.82,?,?
2,13.49,3.59,2.19,?,88.0,?,0.48,?,0.88,?,0.81,1.82,?
?,12.84,2.96,2.61,?,101.0,2.32,0.6,0.53,?,4.92,?,2.15,?
?,12.93,2.81,?,21.0,?,?,?,?,0.75,4.6,?,?,?
?,?,2.56,?,20.0,89.0,?,?,?,?,5.6,0.7,?,780.0
?,13.52,?,2.72,23.5,97.0,1.55,?,0.5,?,4.35,0.89,?,520.0
?,13.62,4.95,2.35,20.0,?,2.0,?,0.47,?,4.4,0.91,?,550.0
2,12.25,3.88,2.2,18.5,?,?,0.78,?,1.14,?,?,2.0,855.0
2,13.16,3.57,?,21.0,102.0,?,0.55,?,?,?,0.6,?,?
2,13.88,?,?,?,?,0.98,?,0.4,?,4.9,?,?,?
2,?,4.61,2.48,21.5,?,?,0.65,?,0.86,?,?,?,625.0
?,13.32,?,2.38,21.5,92.0,?,?,0.45,1.25,?,?,?,?
2,?,3.9,?,21.5,?,?,?,?,1.14,9.4,0.57,1.33,550.0
?,13.5,3.12,?,24.0,?,?,1.57,0.22,?,?,?,1.3,500.0
?,?,2.67,?,22.0,112.0,?,?,?,1.26,10.8,0.48,1.47,480.0
?,?,?,2.75,25.5,?,?,?,?,1.56,?,0.61,?,?
2,?,3.3,2.28,?,98.0,?,?,0.61,1.87,?,0.56,?,675.0
?,12.58,?,2.1,?,?,?,0.58,0.53,1.4,?,?,?,?
?,?,?,?,22.0,?,1.74,0.63,?,1.55,?,0.6,1.48,?
?,?,?,?,19.5,89.0,1.8,?,?,1.56,9.01,?,1.64,480.0
2,?,3.03,2.64,27.0,?,?,?,?,?,?,0.67,?,880.0
?,14.34,1.68,?,?,98.0,2.8,1.31,?,?,13.0,0.57,1.96,?
2,?,?,2.64,?,89.0,?,1.1,?,?,?,?,?,620.0
2,?,3.83,?,?,88.0,2.3,?,?,1.04,7.65,0.56,1.58,?
2,?,3.26,2.54,20.0,107.0,1.83,?,0.5,?,5.88,?,?,680.0
2,?,3.27,2.58,?,106.0,1.65,0.6,?,0.96,?,0.87,?,?
2,?,3.45,2.35,18.5,106.0,?,0.7,?,?,5.28,0.68,1.75,675.0
?,13.78,?,?,?,?,?,0.68,?,?,9.58,0.7,1.68,?
?,13.73,?,?,22.5,?,1.28,?,?,1.15,6.62,0.78,1.75,520.0
?,13.45,3.7,2.6,?,?,1.7,?,?,?,10.68,0.85,1.56,?
2,12.82,?,2.3,?,88.0,1.48,?,0.4,0.97,?,?,1.75,?
2,13.58,?,?,24.5,105.0,?,?,0.39,?,?,0.74,?,750.0
2,?,?,2.86,25.0,?,1.98,0.96,?,?,8.5,0.67,?,?
2,12.2,?,2.32,19.0,?,?,?,0.4,?,5.5,0.66,1.83,510.0
2,12.77,2.39,?,19.5,?,1.39,0.51,?,?,9.899999,?,1.63,470.0
?,?,?,?,?,91.0,?,?,?,?,9.7,0.62,1.71,660.0
2,13.71,5.65,?,20.5,95.0,1.68,?,0.52,?,?,?,?,740.0
?,?,3.91,?,23.0,102.0,1.8,?,?,?,?,?,?,?
2,13.27,4.28,2.26,20.0,?,1.59,?,0.43,?,?,?,?,?
?,?,?,2.37,?,120.0,1.65,?,0.53,1.46,?,?,?,840.0
?,14.13,4.1,?,?,?,2.05,?,0.56,1.35,?,0.61,1.6,?
