@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
0,?,1.53,?,19.5,132.0,2.95,?,?,?,5.4,1.25,?,1235.0
?,?,1.8,2.65,19.0,110.0,2.35,2.53,?,?,?,?,?,?
0,13.48,1.81,2.41,?,100.0,2.7,?,?,?,?,1.04,?,?
0,13.28,1.64,?,15.5,110.0,?,?,?,?,?,1.09,2.78,?
0,?,1.65,2.55,18.0,?,2.45,?,0.29,1.44,?,?,?,?
?,13.07,1.5,2.1,?,98.0,?,2.64,0.28,?,3.7,1.18,?,?
?,?,?,2.51,13.2,128.0,3.0,3.04,0.2,2.08,?,0.89,?,?
?,?,?,2.31,?,117.0,?,?,?,?,6.13,?,3.38,?
0,13.41,?,2.12,?,?,2.45,?,?,1.48,?,?,3.0,?
0,13.88,?,2.59,?,101.0,?,?,0.17,1.7,5.43,0.88,?,?
?,?,3.98,?,?,103.0,2.64,?,0.32,1.66,4.36,?,?,?
0,?,1.77,?,?,?,3.0,?,?,?,5.04,?,3.35,?
?,?,?,2.44,18.9,111.0,2.85,2.65,?,?,?,?,?,1080.0
?,?,3.59,?,?,102.0,3.25,?,?,2.19,4.9,?,?,?
0,13.9,?,?,16.0,?,?,3.39,0.21,?,?,?,?,?
?,14.1,?,?,18.8,103.0,?,2.92,0.32,?,6.2,1.07,2.75,1060.0
?,?,1.73,2.27,?,108.0,2.88,?,0.32,?,?,1.12,?,?
?,?,?,2.04,12.4,?,?,3.27,0.17,?,?,1.12,2.91,?
0,?,?,?,17.2,94.0,2.45,2.99,?,2.29,?,1.24,3.37,?
?,13.82,?,?,?,?,?,?,0.32,1.87,?,?,3.26,?
0,?,1.9,?,?,115.0,3.0,?,0.39,1.68,?,1.13,?,?
?,13.74,1.67,2.25,16.4,118.0,?,?,?,1.62,5.85,0.92,?,?
0,13.56,?,2.46,20.5,?,?,?,0.2,?,?,0.98,3.03,?
0,?,1.7,2.3,16.3,?,3.2,3.0,?,2.03,6.38,0.94,?,970.0
?,13.29,1.97,?,?,?,3.0,?,?,1.66,6.0,1.07,2.84,?
?,13.72,?,2.5,16.7,?,3.4,?,0.19,?,?,?,?,1285.0
1,12.37,0.94,?,?,88.0,?,?,?,0.42,?,1.05,?,?
?,12.33,?,?,16.0,?,2.05,?,0.63,?,?,?,1.67,680.0
?,?,1.36,?,?,100.0,?,1.41,?,?,?,0.98,1.59,?
1,13.67,1.25,1.92,18.0,?,2.1,?,?,?,?,?,2.46,?
1,?,?,?,19.0,?,3.5,?,0.19,1.87,4.45,?,2.87,420.0
1,12.17,?,?,19.0,?,?,1.75,?,1.03,?,1.45,?,?
?,12.37,?,?,?,?,?,2.65,?,2.08,?,1.19,2.3,?
?,?,1.01,?,15.0,78.0,?,3.18,?,?,5.3,1.12,3.18,502.0
1,12.37,?,?,?,?,?,?,?,?,?,1.12,3.48,?
1,13.34,0.94,?,?,?,?,?,?,0.42,3.17,?,?,?
1,12.21,1.19,1.75,16.8,151.0,?,?,0.14,2.5,2.85,1.28,?,718.0
1,12.29,?,?,20.4,103.0,?,1.02,0.37,?,3.05,?,?,?
?,?,1.51,?,25.0,86.0,2.95,?,0.21,?,3.38,1.36,3.16,410.0
1,13.49,1.66,?,?,?,?,1.84,?,?,?,0.98,2.78,?
?,?,?,?,?,139.0,3.3,?,0.21,1.96,3.35,?,3.5,?
?,11.96,1.09,2.3,?,?,?,?,?,1.65,?,0.99,?,?
1,11.66,1.88,?,?,97.0,1.61,1.57,0.34,1.15,?,?,2.14,?
1,?,?,1.71,?,?,?,2.03,?,1.46,4.6,1.19,2.48,?
1,11.84,2.89,?,18.0,?,1.72,?,?,0.95,2.65,?,2.52,500.0
?,12.33,?,?,?,136.0,1.9,1.85,0.35,?,3.4,?,?,?
?,12.7,3.87,?,?,?,2.83,?,0.43,1.95,?,1.19,3.13,463.0
1,12.0,0.92,2.0,19.0,?,?,?,0.3,?,2.5,?,?,278.0
?,12.72,?,?,?,?,2.2,2.53,?,?,?,?,?,714.0
1,12.08,?,?,?,78.0,2.0,?,?,1.4,?,?,?,630.0
?,?,3.86,2.32,?,85.0,?,1.59,0.61,?,?,0.84,2.01,515.0
1,11.84,?,2.58,18.0,94.0,?,2.21,0.22,?,3.05,?,3.08,520.0
1,?,?,2.24,18.0,?,?,1.94,?,1.46,2.62,1.23,3.16,?
1,12.16,?,?,?,?,1.78,?,?,?,2.45,1.33,2.26,?
?,?,1.67,?,?,88.0,1.92,?,?,1.34,2.6,1.36,?,?
?,?,2.06,2.46,?,?,?,1.69,?,1.35,2.8,?,2.75,680.0
1,?,?,2.3,23.6,70.0,2.2,?,0.42,?,?,1.07,?,?
?,?,?,2.32,?,81.0,?,1.5,?,?,2.4,1.08,2.27,480.0
1,?,1.51,?,?,?,?,?,?,1.63,?,1.05,?,?
1,?,1.53,?,20.7,80.0,?,1.46,?,1.62,?,?,2.06,495.0
?,12.29,?,?,18.0,?,?,2.25,0.25,1.99,?,?,3.3,?
1,?,1.99,2.28,18.0,98.0,3.02,2.26,?,1.35,3.25,?,?,?
?,12.47,?,2.2,19.0,162.0,?,?,0.32,?,?,1.16,?,937.0
1,11.81,2.12,?,?,134.0,?,?,0.14,1.56,?,0.95,?,?
?,12.29,?,1.98,?,85.0,2.55,?,0.29,1.77,2.9,1.23,?,?
1,?,1.07,2.1,?,?,3.52,?,0.24,?,4.5,?,2.77,660.0
?,12.29,?,?,?,88.0,?,2.99,0.45,?,2.3,1.42,2.83,406.0
1,12.08,2.08,1.7,17.5,?,2.23,?,?,1.4,?,1.27,?,710.0
1,12.6,1.34,1.9,18.5,?,?,1.36,?,1.35,2.45,1.04,2.77,562.0
?,?,2.45,?,21.0,?,?,?,0.34,1.31,2.8,?,3.38,438.0
1,?,1.72,1.88,19.5,86.0,?,?,0.37,1.42,?,?,?,?
?,?,?,?,?,85.0,?,1.92,?,?,2.94,1.04,?,?
1,12.42,?,2.27,22.0,?,1.68,1.84,?,1.42,2.7,0.86,3.3,?
1,?,1.73,2.12,19.0,?,1.65,?,?,?,?,?,3.17,510.0
?,?,1.75,?,?,?,?,1.76,0.48,1.63,3.3,0.88,2.42,488.0
?,12.22,?,?,19.0,?,?,?,?,2.08,2.7,?,3.02,?
?,?,1.35,?,20.0,?,?,2.92,?,?,?,?,?,?
?,11.46,?,?,19.5,107.0,3.18,?,?,?,2.9,?,2.81,562.0
?,12.52,2.43,2.17,?,?,2.55,?,?,?,?,?,2.78,?
?,?,2.68,?,?,103.0,1.75,2.03,?,?,3.8,1.23,2.5,607.0
1,?,?,2.5,?,?,2.48,2.01,?,?,?,?,2.31,?
?,?,1.39,2.5,22.5,?,?,2.29,?,1.04,?,0.93,?,?
1,?,?,2.2,21.5,?,?,?,0.52,?,?,?,2.87,407.0
?,?,1.47,?,?,86.0,?,1.6,?,1.53,1.95,0.95,3.33,495.0
?,?,1.61,2.19,22.5,?,?,2.09,0.34,1.61,2.06,?,?,?
?,12.77,?,1.98,16.0,80.0,?,1.25,?,0.83,3.4,?,?,372.0
1,?,?,2.0,19.0,?,?,?,0.37,?,?,0.93,?,564.0
1,?,?,?,20.0,96.0,2.9,2.79,?,1.83,?,0.8,3.39,625.0
?,11.56,2.05,3.23,28.5,?,3.18,5.08,0.47,1.87,6.0,0.93,3.69,?
1,?,4.43,2.73,26.5,102.0,2.2,2.13,?,?,2.08,0.92,3.12,365.0
?,13.05,?,2.13,?,?,?,2.65,0.3,?,2.6,?,?,?
1,?,?,2.39,?,82.0,2.86,?,?,2.91,?,?,3.64,380.0
?,?,2.16,2.17,?,85.0,2.6,2.65,0.37,?,?,?,?,?
1,?,1.53,?,?,?,?,3.15,?,?,?,?,?,352.0
1,?,?,2.78,28.5,?,?,2.24,?,1.76,?,?,?,?
?,12.37,?,?,?,?,2.22,?,?,1.9,2.12,?,?,?
1,12.04,?,2.38,?,80.0,?,?,?,1.35,2.6,0.79,?,580.0
?,12.86,?,2.32,?,122.0,?,?,0.21,?,?,0.76,1.29,?
?,12.88,?,?,?,104.0,?,?,0.24,0.83,?,?,1.42,?
2,12.81,?,2.4,?,98.0,?,?,0.27,0.83,?,0.66,?,?
?,?,3.55,?,21.5,106.0,1.7,?,?,?,5.0,?,?,?
2,?,1.24,2.25,17.5,85.0,2.0,?,?,1.25,5.45,0.75,?,?
?,?,?,?,?,?,1.62,0.66,?,?,?,0.73,?,695.0
2,?,?,2.54,21.0,89.0,1.38,0.47,?,?,?,0.75,?,?
?,12.53,?,2.64,?,96.0,1.79,?,0.63,?,?,?,1.69,515.0
?,13.49,?,2.19,?,?,1.62,?,?,0.88,?,?,1.82,580.0
?,12.84,?,2.61,24.0,101.0,2.32,0.6,0.53,?,4.92,0.89,?,?
?,12.93,?,?,21.0,?,1.54,0.5,0.53,0.75,?,?,?,?
?,?,?,2.35,20.0,89.0,?,0.5,0.37,0.64,5.6,?,2.47,?
?,13.52,3.17,?,?,?,1.55,?,?,0.55,4.35,0.89,?,520.0
?,?,4.95,?,20.0,?,?,0.8,?,?,?,0.91,?,?
?,?,?,?,18.5,112.0,?,0.78,0.29,?,?,?,?,855.0
2,13.16,3.57,2.15,21.0,?,?,?,0.43,?,?,0.6,1.68,?
2,13.88,5.04,?,20.0,80.0,?,0.34,?,?,4.9,0.58,?,?
2,12.87,?,?,21.5,86.0,?,?,0.47,0.86,7.65,?,1.86,?
2,13.32,?,2.38,?,92.0,1.93,0.76,?,?,?,0.55,?,650.0
?,13.08,3.9,2.36,?,113.0,?,1.39,?,?,9.4,?,1.33,?
2,13.5,3.12,?,24.0,123.0,1.4,1.57,?,?,?,0.59,1.3,?
2,12.79,?,2.48,22.0,112.0,1.48,1.36,0.24,?,10.8,0.48,1.47,?
2,?,?,?,25.5,116.0,2.2,?,0.26,1.56,7.1,0.61,?,425.0
2,13.23,3.3,?,?,98.0,?,0.83,0.61,1.87,?,0.56,?,?
?,12.58,?,2.1,?,103.0,?,?,0.53,1.4,?,?,?,?
2,13.17,?,?,22.0,?,?,?,?,?,7.9,0.6,?,?
?,?,?,2.38,19.5,?,1.8,0.83,0.48,1.56,?,?,1.64,480.0
2,?,3.03,?,27.0,?,?,0.58,?,?,7.5,0.67,?,880.0
?,14.34,?,2.7,?,?,2.8,?,0.53,?,13.0,0.57,1.96,?
?,?,1.67,?,?,89.0,?,1.1,0.52,?,?,?,?,?
2,?,3.83,2.38,?,?,2.3,?,0.5,1.04,?,0.56,1.58,?
2,13.69,?,2.54,?,?,1.83,0.56,?,?,?,?,?,?
2,?,3.27,2.58,?,106.0,1.65,0.6,0.6,?,?,?,?,?
2,12.96,?,2.35,18.5,?,1.39,0.7,?,0.94,?,0.68,1.75,675.0
?,13.78,?,2.3,22.0,?,1.35,?,?,1.03,?,0.7,1.68,615.0
2,13.73,?,2.26,?,88.0,1.28,?,0.52,?,?,0.78,?,?
?,13.45,?,2.6,23.0,111.0,1.7,0.92,0.43,1.46,10.68,?,1.56,?
2,12.82,3.37,2.3,19.5,?,1.48,0.66,?,?,10.26,0.72,1.75,685.0
?,?,2.58,2.69,24.5,105.0,1.55,0.84,?,1.54,8.66,?,?,750.0
?,13.4,4.6,2.86,25.0,?,?,?,?,?,?,0.67,?,?
2,12.2,?,?,?,?,?,?,?,?,?,0.66,?,?
?,?,2.39,?,19.5,86.0,1.39,?,?,0.64,9.899999,0.57,1.63,?
2,?,2.51,2.48,20.0,?,?,0.7,?,?,?,0.62,?,660.0
?,?,?,2.45,20.5,?,1.68,0.61,?,?,?,?,1.74,740.0
?,?,3.91,?,?,102.0,?,?,0.43,?,?,0.7,?,750.0
2,13.27,?,?,20.0,120.0,?,0.69,?,1.35,10.2,0.59,1.56,835.0
?,13.17,2.59,?,?,120.0,1.65,?,0.53,1.46,?,?,?,?
?,?,?,2.74,?,?,?,?,?,1.35,9.2,0.61,?,?
