@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
0.50964,1.2067,0.70618,?,?,0.21009,0.11264,2.3093,?,0.080306,?,?,6.5828E-5,0.73274
?,?,0.60663,0.77037,?,?,?,2.8155,?,?,?,?,5.1566E-5,0.75194
0.71847,1.2291,0.693,0.75574,0.66667,0.26004,0.098823,?,0.021217,?,?,0.0013612,1.2452E-4,0.79862
?,1.1032,0.52998,0.81654,?,?,0.11547,2.4268,?,0.042071,?,?,1.4404E-5,0.30832
0.84886,1.7011,?,?,0.97018,?,0.035424,0.22838,0.038846,0.1192,?,?,?,1.2269
?,1.5634,0.53329,?,0.95088,0.27825,?,0.28528,?,0.087838,0.0076564,?,5.6309E-5,?
0.84315,1.8134,0.54611,0.84406,?,?,0.038509,?,?,0.14411,0.020345,0.0082654,1.6275E-4,?
0.82602,1.6637,?,0.8862,0.99298,?,?,?,0.034444,?,0.010138,?,?,1.1047
?,1.7986,0.55606,?,0.97018,0.52669,0.029555,0.15898,0.027883,0.092866,0.0085504,0.0031577,?,0.9961
?,1.7418,?,?,?,?,0.014708,?,?,0.077667,0.0059959,0.002105,2.9619E-4,1.1899
?,?,?,?,?,0.60231,0.031671,?,0.049706,0.1344,?,0.0066921,1.6133E-4,1.4016
?,1.9999,?,0.97215,0.99474,?,?,0.015726,?,0.073946,0.0054383,?,?,?
0.82373,?,?,?,?,?,0.020049,?,?,?,0.005678,?,?,0.7658
0.84285,1.8572,0.51931,0.91339,0.97544,?,0.028734,0.15027,0.038283,0.1156,0.013186,?,?,1.1185
?,6.0596,0.83612,0.97628,?,0.31546,0.02322,?,0.03683,0.10661,0.011238,?,2.2206E-4,1.0185
0.98487,6.0229,0.83628,0.96522,1.0,0.29509,0.024667,0.11074,?,0.097095,?,?,?,?
0.98853,?,0.84928,0.96861,0.97719,0.27717,?,0.1534,0.032722,0.10283,0.010462,0.0033387,?,0.94985
?,?,?,0.96489,?,?,0.014672,0.039178,?,0.073118,?,0.0014657,?,?
?,6.0269,0.83884,0.96027,0.96842,?,0.025004,?,0.021226,?,?,0.001957,9.1646E-5,?
0.98695,6.2904,0.84124,0.97085,?,0.29288,0.023221,?,?,?,?,?,?,0.8112
?,6.5173,0.84726,?,?,?,?,?,0.042124,0.11842,?,0.0043818,?,?
0.98361,5.8719,0.82847,?,?,?,0.040164,0.29359,?,0.11622,0.013327,?,1.9465E-4,?
0.98643,6.1273,0.84737,?,0.89649,0.29982,0.019421,0.068643,0.028986,0.095642,0.0090645,0.0027526,1.4425E-4,?
0.986,6.1763,0.83942,0.97837,0.99298,?,0.011769,?,0.051048,0.13524,?,0.0060176,3.128E-4,?
0.98824,?,?,?,0.99474,?,?,?,0.024361,0.087108,0.0075307,0.0023055,9.7934E-5,0.7396
0.47821,?,0.34976,0.90378,0.99649,0.51298,?,0.16561,0.082509,0.17347,0.029213,?,6.7871E-4,1.5956
?,?,0.32286,0.91793,0.97368,0.63545,?,0.22147,0.060967,0.15124,?,?,?,?
0.54833,?,?,0.93409,?,0.59707,?,?,?,?,0.015397,0.0051037,?,?
?,?,0.40145,0.89009,?,0.43977,?,0.4177,0.11488,?,?,0.0091838,0.0015424,?
0.64803,?,0.41362,0.89752,0.96316,0.50892,0.026737,0.1301,0.058284,0.15033,?,?,3.6426E-4,?
0.54029,1.2759,0.36992,?,0.97719,?,0.028138,0.1441,0.051554,0.14256,0.019917,?,?,?
0.4309,1.2825,0.38769,?,0.96667,0.46204,?,?,0.067688,0.16198,?,0.0091042,4.3085E-4,?
0.4659,1.2195,0.27095,0.94433,1.0,0.66599,0.013322,0.032299,0.024332,?,0.01071,?,4.6307E-5,0.56447
0.4867,?,0.37691,0.90161,0.99474,?,?,0.18848,0.098716,0.18377,?,0.009529,9.5661E-4,1.9018
0.46098,1.2199,0.32967,?,1.0,0.56329,?,0.13328,0.092156,0.18249,0.03223,0.010076,?,1.7156
?,1.5285,0.46455,0.87291,?,0.4865,0.034289,0.21399,0.02898,?,?,0.0035859,1.0051E-4,0.76676
?,1.2902,0.32454,?,?,?,?,?,?,0.12228,0.014732,?,5.6945E-4,1.1232
0.59837,?,?,?,?,?,0.019818,?,0.045326,?,?,0.0059817,?,?
?,1.2821,0.39683,0.88375,0.99649,0.49492,0.030576,?,0.062015,0.14621,?,0.0063685,6.7747E-4,?
0.44941,?,0.38458,?,0.97368,0.54595,?,0.41601,0.11385,0.18608,0.033467,0.0082395,0.0012682,?
0.46727,1.1876,0.36748,?,0.97719,?,0.051335,0.47962,0.13764,?,0.033899,0.0061636,0.0029358,?
?,1.2438,0.39517,?,0.97193,0.51113,0.046323,0.39055,?,0.17465,0.0296,?,7.4607E-4,1.5807
0.32175,1.1782,0.32151,0.91803,0.97544,0.58719,0.045933,0.384,0.076818,?,0.020931,0.0048174,?,1.6749
0.64414,?,?,?,?,?,?,?,?,0.19149,0.035373,0.0084315,0.0018137,2.2137
0.55977,?,?,?,?,?,0.053564,0.52218,0.14905,0.25543,0.061249,0.02381,5.9701E-4,?
?,1.2499,0.30101,0.94477,0.9807,0.6743,0.0494,?,0.096252,?,?,0.025877,?,?
?,1.1294,?,?,0.97368,0.6084,?,?,0.10957,?,0.052636,0.02418,?,1.6648
0.46094,?,0.22905,0.95565,?,?,0.038286,0.26678,?,?,?,0.016554,6.4766E-4,?
?,1.2769,?,0.93889,0.99123,0.5933,0.041539,?,?,?,?,0.02379,8.43E-4,2.203
?,1.1127,0.27055,?,0.99298,0.70006,?,?,?,?,0.044212,?,6.1195E-4,?
?,1.0471,?,0.95176,?,0.67107,0.050832,?,?,0.24744,0.057693,?,8.6835E-4,1.9757
0.36127,1.0573,0.26213,0.93923,?,0.59302,?,?,0.19067,0.28081,?,?,0.0012501,2.6604
0.51247,?,?,0.57724,?,0.16867,0.11187,2.2776,0.016001,?,0.0037361,?,?,?
?,1.1111,0.63983,0.56623,0.6,?,?,3.1143,0.021231,0.079722,?,0.0019123,7.3919E-5,0.71949
0.43425,1.095,?,0.52398,?,?,0.13761,3.4462,0.021147,0.073202,0.0053299,0.00134,?,0.75496
0.38501,?,0.63042,?,?,0.13705,0.12292,2.7498,0.033373,0.098907,0.0096879,0.0027872,?,1.0015
0.26758,1.1316,0.60128,0.54301,?,?,?,4.2904,0.017945,0.07145,0.0050792,?,7.2478E-5,0.63273
0.24465,1.047,0.60511,?,?,?,?,2.854,?,?,?,0.006587,1.0798E-4,0.8331
?,1.087,?,?,0.6614,?,?,?,0.028638,0.089135,0.0078824,?,2.1044E-4,0.90082
0.4042,1.0965,0.65899,0.52833,0.68421,0.1771,0.13017,3.0837,0.029057,?,0.0092902,0.0028927,1.265E-4,?
0.50692,1.127,0.67203,0.53024,0.75263,?,0.13006,3.0788,?,0.057592,0.0033059,?,1.0983E-4,0.67289
0.47565,1.0656,0.69172,0.5233,0.49649,?,?,3.0697,?,?,0.0070397,0.0020845,?,0.77399
0.52382,1.1117,?,0.54701,0.62982,0.15157,?,3.4028,?,0.085792,0.0073064,0.0021373,?,0.90513
0.36462,1.0811,0.67755,0.49042,0.68772,0.14118,0.1243,?,0.037866,?,0.013485,0.0046475,?,0.9229
0.52212,1.1191,0.70988,0.50678,?,0.1412,0.13192,?,?,?,?,?,1.485E-4,0.82809
?,?,0.6901,0.48549,?,?,?,2.5565,0.027997,?,?,0.0026591,?,0.84994
?,1.096,0.68075,?,?,0.13088,0.12815,2.9887,?,?,0.0052838,?,2.2058E-4,?
?,?,?,0.57134,?,0.16187,0.11115,?,?,0.088889,0.0078393,0.0022734,1.7545E-4,0.86
0.88374,2.4765,0.61389,0.8581,0.98246,0.40448,?,0.54081,0.06489,0.14657,0.021032,?,3.7204E-4,1.6461
?,?,?,0.94977,1.0,0.4976,?,0.10839,0.067044,0.1528,?,0.0075708,3.1405E-4,1.6221
?,1.9848,?,0.9418,?,0.55942,0.025524,?,?,0.16692,0.027107,0.0086548,?,1.8038
0.87863,?,?,0.87869,0.99123,?,?,?,0.076471,0.16369,0.026095,?,3.4348E-4,?
?,?,0.66081,?,?,0.43699,0.046152,?,0.050806,0.13408,0.017661,?,?,1.4027
0.91093,2.6184,?,0.92868,0.99123,0.51584,?,0.080956,0.05094,?,0.015815,0.0047138,3.1804E-4,?
0.92479,2.5638,0.62255,?,?,0.57504,0.0097927,0.017453,?,0.10029,0.009958,?,4.4661E-5,0.77718
0.90037,?,0.60125,0.93713,0.98421,0.46172,?,?,0.096235,0.18081,0.031658,0.0105,?,?
?,2.3151,?,?,?,?,0.058029,?,0.07597,0.17378,0.029313,?,2.5642E-4,1.6895
0.93377,?,?,?,0.96316,0.43032,0.03571,?,?,?,0.016412,?,?,1.321
?,2.1732,?,0.93013,0.99825,?,0.049062,0.43809,?,?,0.02682,0.010288,2.503E-4,?
0.87259,2.1845,0.56922,?,0.99474,0.52611,0.044598,0.36199,0.060388,?,?,0.0062705,?,?
0.71763,1.5041,?,?,?,0.82342,0.0040421,?,0.050064,?,0.015486,?,?,1.3598
?,1.5437,?,0.98616,1.0,0.79359,0.0052593,?,?,0.1203,?,?,2.6442E-4,1.2681
0.75285,?,0.38474,?,0.99649,?,?,0.0038695,0.046705,0.11723,0.013556,?,2.8371E-4,1.3539
0.73935,?,0.34987,0.98479,1.0,?,?,0.011095,0.027888,?,?,0.0060166,5.0098E-5,0.59895
0.63969,?,0.28845,0.98738,?,0.82125,?,0.0032593,0.080446,?,?,0.0066506,6.7629E-4,?
?,?,?,?,1.0,0.82478,?,0.0045311,0.070042,0.14655,0.021025,0.0058018,?,?
0.64536,?,0.28162,?,?,0.84494,?,?,0.026853,?,0.007333,?,?,0.94296
0.70115,1.4925,0.34048,?,?,?,0.0061511,0.0068862,0.08405,?,0.028418,?,5.2855E-4,1.7782
?,?,?,?,0.99825,0.80848,0.0037534,?,0.055512,0.12613,?,0.004022,?,?
?,1.4507,?,?,?,0.80461,?,0.0024356,0.038211,?,?,0.003581,1.6657E-4,?
0.66351,1.4024,?,0.98529,?,?,?,0.0085907,?,0.13895,?,?,6.2422E-4,?
?,1.3988,?,0.98301,1.0,?,0.0087621,0.013973,0.1196,0.17804,0.030726,0.0063197,?,2.5094
?,1.3574,0.28063,?,0.99825,?,?,?,?,0.13108,0.016892,0.0044631,4.8306E-4,1.5136
0.91298,2.455,0.61097,0.96979,0.99825,?,0.0095958,0.016758,0.090447,0.1871,0.033823,0.0115,5.64E-4,?
?,?,0.61341,?,1.0,?,0.0078474,0.011208,0.068427,?,?,?,5.7194E-4,1.7187
?,2.457,?,?,?,?,?,0.010799,0.092547,?,?,?,4.6097E-4,?
0.91378,2.4132,?,0.96618,0.99649,?,?,?,0.10604,?,?,0.013227,7.2984E-4,1.8526
0.85897,1.9723,0.51434,0.97407,?,?,?,?,?,0.13848,?,0.0073898,1.5454E-4,?
?,2.4862,0.62315,0.96188,?,0.51041,0.010684,?,0.064539,?,?,0.0048636,5.2757E-4,1.6875
0.93802,?,?,0.97091,1.0,?,0.0067321,?,?,0.13491,0.017874,?,?,?
0.94058,3.0366,?,?,0.99474,?,?,0.17738,0.038691,?,0.011445,0.0032156,2.4816E-4,?
0.89672,2.2534,0.57689,?,?,?,0.0081422,?,0.062778,?,?,0.0078553,?,1.4575
0.89507,2.2045,?,?,?,?,?,?,0.102,0.19598,?,0.012562,4.8437E-4,2.0484
?,2.1,0.5486,0.96929,?,0.61897,0.0073021,?,0.10152,?,0.03742,0.012995,?,2.0094
?,?,0.59263,0.97688,0.99825,?,0.0064679,0.0076137,0.063688,?,?,?,?,1.5332
0.4132,1.0384,0.48465,0.78118,0.87018,?,0.080722,1.1859,?,?,?,?,?,?
0.56324,1.1928,0.474,?,?,0.34791,0.069404,0.87668,0.10401,?,0.031125,0.0094494,?,?
?,1.1232,0.46175,0.80214,0.9,0.31034,0.073462,0.9822,?,?,0.031133,0.010102,?,2.4808
?,1.088,0.51739,?,0.90175,0.23802,0.077022,?,0.10994,0.17976,0.031303,?,?,?
0.53622,1.2341,?,0.7882,0.94386,?,0.072253,0.95013,?,0.12337,0.014993,?,?,1.2646
?,?,0.5242,?,?,?,?,0.77635,?,0.14275,0.019969,0.0059582,4.0634E-4,?
0.53693,1.0751,0.55667,?,?,0.27241,0.080278,1.1729,0.091322,0.16265,0.025773,?,?,2.2704
0.51153,1.0767,0.47053,0.77952,?,0.28838,?,1.0789,?,0.17213,0.028776,0.0099656,3.9644E-4,?
?,1.0836,0.49548,0.74434,0.87018,0.26478,?,1.1497,?,?,?,0.0076406,8.4487E-4,?
0.30574,?,0.58847,?,?,?,?,?,?,?,0.019966,0.0054026,6.2391E-4,2.1403
0.92522,2.695,0.63571,?,0.99298,?,0.040707,0.30158,0.055742,0.15592,0.023734,?,3.0237E-4,1.0351
0.90557,2.3423,0.58487,0.95943,0.97368,0.55537,?,0.10087,?,0.13433,0.017724,?,2.4528E-4,?
0.91885,2.638,?,0.96692,?,?,0.020081,?,0.054145,0.1674,0.027257,0.013322,?,0.8989
?,2.3863,0.59051,0.90564,?,0.5136,0.048934,0.43581,0.062886,?,?,0.013364,2.6357E-4,1.0734
?,?,0.70912,?,?,?,0.13457,?,?,0.14875,?,0.008569,?,?
0.91747,2.7054,0.64091,?,0.98947,0.42531,0.089364,1.4534,?,0.12098,?,0.0047692,?,1.0097
0.86049,2.0997,0.532,?,0.98772,0.5343,?,0.21032,?,0.13592,0.01814,0.0080226,1.0143E-4,0.82059
0.89808,2.4056,0.59137,0.93186,?,0.51229,0.029398,0.15729,?,0.15479,0.0234,0.012336,7.6339E-5,?
0.86988,?,0.53926,0.96257,1.0,0.64927,?,0.14166,0.026849,?,0.0093152,0.0032376,1.0402E-4,0.7271
0.86675,2.0417,?,?,?,0.55141,0.028749,0.15043,0.031023,0.12007,0.014211,0.0064538,6.947E-5,?
?,?,?,0.82566,?,?,0.1446,3.8052,0.022715,0.10148,?,?,4.4517E-5,?
0.93396,2.9367,0.66689,?,0.99474,?,0.030052,0.16437,?,0.071198,?,?,4.8527E-5,?
?,?,?,0.94147,0.9614,?,0.024255,0.10708,0.017543,0.09745,0.0094072,0.0051286,?,0.37324
0.61717,?,?,?,0.97368,0.60176,?,?,0.012906,0.070197,?,0.0019323,?,0.37728
0.62404,1.1599,0.47899,0.91562,?,0.45154,0.097205,1.7197,0.013983,0.076408,0.0058043,0.0024109,2.5646E-5,?
?,?,?,?,0.92456,0.46699,0.063396,?,0.026522,?,?,0.0044681,6.7833E-5,0.63468
0.5684,1.1876,0.48001,?,0.79474,?,0.089162,?,?,?,0.010261,0.0037888,?,?
0.62733,1.2441,0.50214,?,0.86667,?,0.092591,?,?,0.091645,?,?,?,0.49195
0.58637,?,0.30339,?,0.92105,0.57323,?,0.31016,0.022886,?,0.0087041,0.0032291,?,?
?,1.1084,0.25071,0.93529,?,?,?,0.12256,?,0.073509,0.0053745,0.0021246,3.1877E-5,?
?,1.2254,0.41835,0.94269,0.95263,0.54871,0.058835,?,0.016202,?,?,0.0018797,7.1264E-5,?
?,1.202,?,?,?,?,0.077616,1.0964,?,?,0.010672,0.005084,?,0.48911
0.65048,?,?,?,0.89123,?,0.070699,0.9097,?,?,0.0034924,0.0013047,?,?
0.64604,?,?,?,?,?,?,0.074334,?,0.12721,0.015925,0.0037362,0.0012496,1.3596
?,1.2955,0.25519,0.97441,?,0.7824,0.012063,?,0.020129,0.076722,?,?,1.2751E-4,0.60629
0.4443,1.2035,0.19432,?,?,?,0.010317,0.019373,0.029059,?,?,0.003627,1.1748E-4,?
?,1.4266,0.29976,?,?,?,0.013385,0.032608,?,?,0.0070888,0.0017155,?,?
0.64168,1.4853,?,0.95562,0.99825,?,?,0.05535,?,?,?,?,3.1921E-4,0.82279
0.58232,?,?,0.95055,0.99825,0.71499,0.026876,0.13146,0.068134,?,?,0.0036798,?,?
0.44567,1.2107,?,0.97104,0.99123,0.80094,?,?,0.020632,0.074115,?,0.0013865,?,0.66423
0.67925,?,0.33465,?,?,0.7713,?,?,?,0.044132,0.0019439,?,?,?
0.11708,1.0944,0.1745,0.97545,1.0,?,0.016114,?,0.033007,?,?,?,6.066E-4,1.0292
?,?,0.25925,?,1.0,0.77065,?,?,?,?,0.014806,0.0035923,0.0012358,?
?,1.2496,?,0.98317,1.0,0.82495,?,0.01958,0.047482,0.10274,0.010444,0.0019794,0.0011976,1.341
?,?,0.20076,0.96876,0.99649,?,?,?,0.033249,0.099068,0.0097191,0.002653,?,0.87046
?,1.4597,0.3304,0.97406,1.0,0.75323,?,?,0.012025,0.050266,?,5.1116E-4,1.3299E-4,0.49261
?,?,0.43475,0.91337,0.98596,0.60738,0.046324,?,0.097628,0.18471,?,?,0.001043,1.8296
0.71573,1.3808,0.37798,0.95035,0.99123,0.68138,?,?,0.10429,?,0.051004,?,?,1.5025
?,1.56,0.49513,0.91036,?,0.60691,?,0.38473,?,?,?,?,?,?
0.83029,1.633,?,0.92597,?,0.62529,0.045331,0.37399,0.13423,0.2648,?,?,7.4416E-4,?
0.75259,1.5852,?,?,0.99298,?,?,?,0.12959,?,0.060352,0.026003,6.3907E-4,?
0.7831,1.5389,0.42639,?,?,?,0.038706,?,0.12607,?,?,0.023259,?,1.8504
?,?,?,0.91357,0.95614,0.62781,?,0.67072,?,0.2522,?,?,9.264E-4,1.7489
0.83094,1.6643,0.49439,0.96016,?,0.65605,0.023841,0.10345,0.12266,0.24766,0.057789,?,7.8336E-4,1.7001
0.7885,1.638,0.43032,0.95417,?,?,0.026783,0.13055,0.12808,0.21441,0.04395,?,0.0010116,?
?,1.5028,?,0.9828,?,0.80144,?,0.005238,?,0.10327,?,0.0043013,?,0.88407
0.82775,?,0.48769,?,0.99825,0.68405,0.01619,?,?,0.087963,0.0076781,?,6.8766E-5,?
0.55626,1.2516,?,?,1.0,?,?,?,0.056955,0.17933,0.031157,0.017403,8.4502E-5,0.98858
0.29901,?,?,?,1.0,?,?,0.023912,0.032883,0.096034,?,0.0025695,1.8734E-4,1.0837
0.48223,?,?,0.97886,?,?,0.008864,0.0143,0.037174,0.11384,0.012794,?,?,?
0.5895,1.2708,?,?,0.99649,?,?,?,0.041688,?,0.013223,0.0041,2.5724E-4,1.1105
?,?,0.13626,?,0.99825,?,0.012913,?,0.076267,?,0.03269,0.014159,2.6309E-4,1.4955
0.482,?,?,?,?,0.85572,?,?,0.021863,0.079283,?,0.0017479,1.3143E-4,0.69178
?,2.0754,?,?,0.98421,0.56448,0.019656,?,0.037553,?,0.011839,?,2.1407E-4,?
0.58138,1.2486,?,0.98704,?,0.83511,?,0.0039492,0.04072,0.11304,0.012618,0.0036743,3.3322E-4,1.0368
0.40974,1.0732,0.14538,0.98155,?,?,0.0042083,0.0032232,0.04953,0.1489,?,?,?,1.1781
?,?,?,0.97153,?,0.70462,0.019154,?,0.025981,0.10427,0.010756,0.0045965,?,?
?,1.254,?,0.98883,1.0,0.80193,0.0084333,?,0.017777,?,0.003803,?,?,0.85839
0.66906,1.2751,?,0.9877,1.0,?,?,0.0042987,?,?,?,?,?,1.0378
?,?,0.42956,?,?,?,0.0086131,0.013502,0.033871,0.10399,0.010699,?,?,1.0284
0.72719,?,0.3298,0.99388,?,?,0.0029668,?,?,?,?,?,1.939E-4,0.9805
?,1.6549,0.40919,0.98964,1.0,0.815,0.0048968,?,?,0.091008,?,?,1.3606E-4,0.98834
0.81354,1.6924,0.41016,0.99256,1.0,?,0.0046348,?,?,0.096493,?,0.0028704,?,1.0171
0.8561,?,0.49654,0.98047,1.0,0.6913,0.0092289,?,0.047961,0.1039,?,?,8.0703E-4,1.6203
?,1.5763,?,0.98731,1.0,0.82323,0.005582,?,0.034734,?,0.0095526,?,2.3404E-4,1.1433
0.8031,1.652,?,0.97695,1.0,0.79833,?,0.021558,0.046764,0.10227,?,0.0021515,7.4063E-4,1.5053
0.79389,?,0.42937,0.96802,0.99649,0.79209,0.016566,0.049949,?,0.11769,?,?,3.4846E-4,?
?,1.3617,0.26804,0.98949,1.0,0.76603,0.005179,?,?,?,?,0.0018166,?,0.62317
0.946,3.3475,0.7081,0.96212,?,0.45671,?,?,0.054986,?,0.016886,?,5.1238E-4,?
0.93038,2.8852,0.67525,0.95738,1.0,0.50964,0.027111,0.13377,0.050703,0.12329,0.014972,0.0041932,3.2166E-4,1.3848
0.91549,?,0.62862,?,1.0,0.55874,0.019083,?,0.10351,0.19882,?,0.012751,5.7453E-4,?
0.87202,2.1536,?,0.9788,1.0,?,?,?,0.081306,0.18726,0.033878,?,3.6142E-4,1.4606
?,2.5654,0.61185,0.98179,1.0,?,0.006726,0.0082335,0.093484,0.19225,?,0.012245,?,?
0.91996,?,0.63083,0.97894,?,0.58002,?,?,?,0.19785,?,?,?,?
0.91677,?,?,?,?,0.59459,0.0049218,?,0.10467,?,?,?,8.5264E-4,2.0585
