@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {0, 1, 2, 3, 4, 5, 6}


@data
?,13.08,?,1.28,72.86,?,8.49,0.0,?,0
1.52177,13.2,?,?,72.75,?,?,0.0,0.0,1
1.51753,12.57,3.47,1.38,73.39,0.6,?,?,0.06,0
1.51851,13.2,3.63,?,72.83,?,?,0.09,?,?
1.51743,13.3,3.6,1.14,?,0.58,8.17,0.0,0.0,0
?,13.09,3.59,1.52,?,0.67,7.83,0.0,0.0,1
?,14.37,0.0,2.74,72.85,0.0,9.45,0.54,?,6
1.51735,13.02,3.54,1.69,?,?,8.44,0.0,?,?
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,?,6
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,?,0
?,13.65,?,1.11,72.77,0.11,8.6,?,0.0,?
1.51846,13.41,3.89,1.33,72.38,?,8.28,?,0.0,1
1.51848,13.64,?,?,?,0.54,8.32,0.0,0.32,?
?,13.6,?,1.11,72.64,0.14,8.76,0.0,0.0,0
?,?,3.45,?,72.74,0.56,?,?,?,0
1.52213,14.21,?,?,71.77,0.11,9.57,?,?,0
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,0
1.51556,13.87,0.0,?,?,?,9.41,?,0.01,6
?,13.2,3.33,1.28,?,0.6,9.14,?,0.11,0
1.52211,14.19,?,?,71.36,?,9.14,0.0,0.37,?
1.53125,?,?,2.1,69.81,0.58,13.3,3.15,?,?
1.52152,13.05,?,?,?,0.19,?,?,?,0
1.51829,14.46,2.24,1.62,?,0.0,9.26,?,0.0,5
?,13.46,3.83,1.26,72.55,0.57,?,?,0.14,?
?,14.99,0.78,1.74,?,0.0,?,0.0,?,5
?,13.24,3.9,1.41,72.33,0.55,8.31,0.0,?,1
1.523,13.31,3.58,0.82,71.99,?,?,0.0,?,?
?,13.56,?,1.47,72.45,?,7.96,0.0,0.0,1
1.51768,?,3.52,?,73.15,?,8.54,?,?,0
1.51215,12.99,?,1.12,72.98,0.62,8.35,?,?,0
?,13.04,?,1.26,?,0.52,8.58,0.0,0.0,?
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0.0,?,0
1.51763,?,3.66,1.27,73.01,0.6,8.56,?,0.0,0
?,13.27,?,?,73.08,0.55,?,0.0,?,?
1.52127,14.32,3.9,?,71.5,0.0,?,0.0,0.0,2
1.51779,?,?,1.33,72.76,?,?,0.0,0.0,0
?,11.56,1.88,1.56,72.86,?,11.41,?,0.0,?
1.518,13.71,3.93,1.54,?,?,8.21,0.0,0.15,1
1.52777,12.64,0.0,0.67,72.02,0.06,14.4,?,0.0,1
1.5175,12.82,3.55,1.49,?,0.54,8.52,?,?,0
1.51764,12.98,?,?,73.0,0.65,8.53,?,0.0,?
1.52177,13.75,?,?,72.19,0.33,11.14,0.0,?,?
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,?,6
1.51786,?,3.43,1.19,72.95,0.62,8.76,?,?,?
?,13.12,3.58,0.9,?,0.23,?,?,?,?
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,?,?,5
?,?,?,?,73.72,0.0,?,?,0.0,6
1.52172,13.48,3.74,0.9,?,0.18,9.61,0.0,0.07,?
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,?,6
1.5202,?,1.35,1.63,?,0.39,10.56,0.0,?,1
1.51605,?,3.44,1.45,?,?,8.27,0.0,0.0,1
1.51847,?,3.97,1.19,72.44,?,?,?,0.0,1
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,?,0.0,0
1.51673,13.3,3.64,1.53,72.53,0.65,?,0.0,0.29,1
?,?,1.83,1.31,70.43,0.31,8.61,?,0.0,6
1.51685,?,0.0,?,73.06,?,8.4,1.59,0.0,6
?,14.8,0.0,1.99,73.11,0.0,8.28,?,?,?
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,?,4
?,13.0,?,1.79,72.72,0.66,?,0.0,?,1
1.51727,14.7,?,2.34,73.28,0.0,?,0.66,0.0,6
1.51898,?,?,1.23,?,0.59,8.91,0.0,0.0,0
1.51969,?,?,1.65,73.75,?,11.53,0.0,0.0,4
1.5182,12.62,2.76,0.83,?,?,9.42,?,?,1
?,14.95,?,2.27,73.3,0.0,?,0.67,0.0,6
1.51911,13.9,?,1.18,72.12,?,8.89,0.0,0.0,?
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,6
?,12.86,3.58,?,72.61,?,8.79,0.0,0.0,2
1.52315,?,3.34,?,?,?,8.83,?,0.0,?
1.52068,13.55,?,?,?,?,9.57,0.27,0.17,1
1.51838,14.32,3.26,2.22,71.25,?,5.79,1.63,0.0,6
1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,1
?,?,2.71,1.29,73.7,0.56,?,0.0,0.24,0
1.5166,12.99,?,1.23,?,0.58,?,?,0.24,?
1.51589,?,?,1.4,73.28,?,8.05,0.0,0.24,0
1.5241,?,2.9,?,71.15,?,10.79,0.0,0.0,?
1.52725,?,3.15,0.66,?,0.08,11.64,0.0,0.0,1
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,?,0.28,4
1.51748,12.86,3.56,?,?,0.54,8.38,?,0.17,0
1.51653,11.95,?,?,?,?,8.93,0.0,?,6
?,?,0.0,2.88,72.61,0.08,9.18,?,0.0,6
1.52101,?,4.49,?,71.78,?,8.75,0.0,?,?
?,12.61,3.59,1.31,73.29,0.58,8.5,?,0.0,0
1.51596,13.02,3.56,1.54,?,0.72,7.9,0.0,?,?
?,12.79,3.52,1.54,?,0.66,?,0.0,0.0,1
?,14.36,0.0,2.02,73.42,0.0,?,?,0.0,6
?,?,3.56,1.3,73.08,?,?,?,0.14,?
1.52369,?,0.0,1.58,72.22,0.32,?,0.0,?,4
?,13.15,?,1.05,?,0.57,?,?,?,0
?,13.48,3.74,1.17,72.99,0.59,?,0.0,0.0,0
1.51711,12.89,3.62,1.57,?,0.61,8.11,?,?,?
1.5221,?,?,0.72,71.76,0.17,9.74,0.0,0.0,0
1.51594,13.09,3.52,1.55,72.87,?,8.05,0.0,?,1
1.51784,?,3.67,?,73.11,0.61,?,0.0,0.0,?
1.51909,13.89,3.53,?,71.81,?,?,0.11,0.0,0
?,?,3.58,1.32,71.72,0.12,8.67,0.69,?,0
1.51666,12.86,?,?,73.88,0.97,10.17,?,0.0,4
1.51631,13.34,?,?,72.87,0.61,7.89,?,0.0,1
1.51872,?,3.66,?,72.51,0.58,8.55,?,0.12,1
?,?,?,?,72.06,?,?,0.0,?,?
1.52081,?,2.28,1.43,71.99,0.49,9.85,0.0,0.17,1
1.51574,14.86,?,1.74,71.87,?,?,0.0,0.12,1
1.51813,?,3.98,1.18,72.49,0.58,?,0.0,0.0,1
?,?,3.2,1.81,72.81,1.76,5.43,1.19,0.0,?
1.52227,?,?,0.78,?,0.0,?,?,?,?
1.52614,13.7,0.0,1.36,?,0.19,?,?,?,1
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,?
1.51655,?,3.39,?,?,0.52,8.65,0.0,0.0,2
?,12.81,?,1.35,?,0.62,8.59,0.0,?,0
1.51508,15.15,?,2.25,73.5,?,?,?,0.0,6
1.51915,?,1.85,1.86,72.69,0.6,10.09,0.0,0.0,?
1.51966,?,3.75,0.29,72.02,0.03,9.0,?,0.0,0
?,13.25,?,?,72.4,0.58,8.42,0.0,?,1
?,11.23,0.0,0.77,?,0.0,14.68,0.0,0.0,1
1.52172,13.51,?,?,71.79,0.23,?,0.0,0.11,0
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,?,?,6
?,13.0,0.0,3.02,70.7,6.21,?,?,0.0,4
?,11.02,?,0.75,73.08,0.0,?,0.0,0.0,1
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,?
?,12.84,3.5,?,?,0.56,?,0.0,?,0
1.51839,12.85,?,1.24,?,0.62,8.68,?,0.35,?
1.51646,?,3.55,1.25,?,0.68,8.1,0.0,?,1
1.51609,15.01,0.0,2.51,73.05,?,8.83,0.53,0.0,?
?,12.94,?,1.26,72.75,0.56,?,0.0,0.0,?
?,13.12,?,?,73.26,0.07,8.39,0.0,0.19,1
?,13.99,3.7,0.71,71.57,0.02,?,0.0,0.1,?
?,?,0.0,1.82,?,1.41,6.47,2.88,0.0,6
?,14.04,3.58,1.37,72.08,0.56,8.3,0.0,0.0,0
1.51613,13.88,1.78,1.79,73.1,0.0,?,0.76,?,?
1.52196,?,3.85,?,71.36,?,9.15,0.0,0.0,0
?,?,3.48,1.29,72.95,0.6,8.43,0.0,?,?
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,?,4
1.51969,?,0.0,?,73.48,0.0,11.22,?,?,5
?,13.01,3.5,1.48,?,0.6,8.12,?,0.0,1
1.51645,13.4,3.49,1.52,72.65,?,?,0.0,0.1,1
1.51796,?,3.36,1.63,?,0.57,8.81,0.0,0.09,?
1.52222,?,?,1.0,72.67,0.1,11.52,0.0,?,1
?,12.69,3.54,?,72.95,0.57,?,0.0,0.0,0
1.51711,?,0.0,?,73.36,?,8.62,1.67,0.0,6
?,12.78,3.62,?,?,0.59,?,?,0.0,0
?,?,2.87,1.19,72.84,0.55,?,0.0,0.0,0
?,?,3.57,1.38,72.7,0.56,8.44,0.0,0.1,2
1.52043,?,?,1.4,72.25,?,12.5,0.0,0.0,4
?,13.49,3.48,1.35,71.95,0.55,9.0,0.0,?,0
?,13.21,2.81,1.29,72.98,?,9.02,0.0,?,0
1.51905,14.0,2.39,?,72.37,?,9.57,?,0.0,5
?,14.38,0.0,2.66,73.1,0.04,?,?,?,6
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,5
1.51841,?,3.62,1.06,?,0.64,9.13,?,0.15,?
?,?,3.58,1.51,?,0.69,7.96,0.0,0.0,1
1.51593,?,3.45,1.43,73.17,?,?,?,?,?
1.5164,12.55,?,1.87,?,0.63,8.08,0.0,?,1
1.51663,?,?,1.62,72.96,?,8.03,0.0,0.21,1
?,13.33,3.54,1.61,?,0.68,?,0.0,0.0,1
?,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,0
1.51776,13.53,3.41,1.52,72.04,0.58,?,?,0.0,2
1.51775,12.85,3.48,1.23,72.97,0.61,?,0.09,0.22,?
?,13.36,3.43,1.43,72.26,0.51,?,0.0,0.0,1
?,13.38,3.5,1.15,72.85,0.5,8.43,0.0,0.0,?
1.51623,?,?,?,?,0.04,?,0.4,0.09,6
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0.0,?,0
1.51761,12.81,?,1.23,73.24,0.58,8.39,0.0,0.0,0
1.5161,13.42,?,1.22,72.69,?,8.32,0.0,?,?
1.51592,12.86,3.52,2.12,72.66,?,?,0.0,0.0,1
1.51613,13.92,3.52,1.25,72.88,?,?,0.0,0.14,1
1.51689,?,?,1.71,73.21,0.73,?,?,?,?
1.51852,14.09,?,?,72.67,0.0,9.32,0.0,0.0,5
