@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {'build wind float', 'build wind non-float', 'vehic wind float', 'vehic wind non-float', containers, tableware, headlamps}


@data
1.51844,13.25,3.76,1.32,72.4,0.58,?,0.0,0.0,'build wind non-float'
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,'build wind non-float'
?,13.51,?,0.88,71.79,0.23,9.54,0.0,0.11,?
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,?,?,?
1.51321,13.0,0.0,3.02,?,6.21,?,0.0,0.0,containers
1.52739,11.02,0.0,0.75,?,?,?,0.0,?,?
1.52213,14.21,3.82,?,71.77,0.11,9.57,0.0,0.0,'build wind float'
1.51747,12.84,3.5,?,?,?,8.55,0.0,?,'build wind float'
1.51839,12.85,3.67,?,72.57,0.62,8.68,0.0,0.35,'build wind non-float'
1.51646,13.41,3.55,1.25,72.81,?,8.1,?,0.0,'build wind non-float'
?,15.01,?,2.51,73.05,0.05,8.83,?,0.0,headlamps
1.51667,12.94,3.61,?,72.75,0.56,8.6,0.0,?,'build wind non-float'
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,?,'build wind non-float'
?,13.99,?,0.71,?,0.02,9.82,0.0,0.1,'build wind float'
?,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,headlamps
1.51918,14.04,?,1.37,72.08,?,?,?,0.0,?
?,?,?,?,73.1,0.0,8.67,0.76,0.0,?
?,14.36,?,0.89,71.36,0.15,?,0.0,0.0,?
1.51824,12.87,3.48,1.29,?,0.6,8.43,0.0,?,'build wind float'
1.52151,11.03,1.71,1.56,?,0.58,11.62,0.0,0.0,containers
?,?,0.0,0.56,73.48,0.0,11.22,0.0,0.0,tableware
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,?,?,'build wind non-float'
?,13.4,?,1.52,?,0.67,?,0.0,?,'build wind non-float'
1.51796,13.5,?,1.63,71.94,?,8.81,?,0.09,'vehic wind float'
1.52222,14.43,0.0,?,72.67,?,11.52,0.0,0.08,'build wind non-float'
?,?,3.54,?,72.95,0.57,8.75,?,?,'build wind float'
1.51711,?,0.0,2.08,73.36,0.0,8.62,1.67,0.0,headlamps
?,12.78,3.62,1.29,72.79,0.59,?,0.0,?,?
1.51808,13.43,?,1.19,?,0.55,?,0.0,0.0,'build wind float'
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,?,?,'vehic wind float'
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,?,containers
1.519,13.49,3.48,?,71.95,0.55,9.0,0.0,0.0,?
?,13.21,2.81,?,?,0.51,?,0.0,?,'build wind float'
?,14.0,2.39,1.56,72.37,0.0,9.57,0.0,?,tableware
1.51531,?,0.0,?,73.1,0.04,9.08,0.64,?,headlamps
?,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,tableware
1.51841,13.02,3.62,?,72.34,0.64,9.13,0.0,?,'build wind non-float'
1.5159,13.02,3.58,?,73.12,0.69,?,0.0,0.0,?
1.51593,?,3.45,1.43,73.17,?,7.86,0.0,0.0,'build wind non-float'
?,12.55,3.48,1.87,73.23,?,?,0.0,?,?
1.51663,12.93,3.54,1.62,?,0.64,8.03,0.0,?,'build wind non-float'
1.5169,13.33,3.54,1.61,72.54,?,?,0.0,0.0,'build wind non-float'
1.51869,13.19,3.37,?,?,?,8.83,0.0,0.16,?
1.51776,13.53,3.41,?,72.04,?,8.79,0.0,0.0,'vehic wind float'
1.51775,12.85,3.48,1.23,?,?,8.56,?,0.22,?
1.5186,?,?,1.43,?,0.51,8.6,0.0,?,'build wind non-float'
?,13.38,?,1.15,?,0.5,8.43,0.0,0.0,?
1.51623,?,0.0,2.79,?,0.04,9.04,0.4,0.09,headlamps
?,?,3.55,1.54,72.99,0.39,?,?,?,'build wind float'
?,?,3.54,1.23,73.24,0.58,8.39,0.0,0.0,'build wind float'
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,'vehic wind float'
1.51592,?,?,?,?,0.69,?,?,0.0,'build wind non-float'
1.51613,?,?,1.25,72.88,0.37,7.94,0.0,?,?
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,?,?,'build wind non-float'
1.51852,14.09,?,1.66,?,0.0,?,0.0,0.0,tableware
