@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {1.0000000e+000, 2.0000000e+000}


@data
0.21329,-0.0048935,?,?,-0.33942,?,?,0.135,-0.20969,-0.27698,?,?,?
-0.068732,0.47128,?,-0.011328,?,?,?,?,0.43903,?,-0.11102,?,?
?,0.20565,0.1981,2.33E-4,?,0.28497,-0.057997,-0.1417,-0.23566,0.27702,?,0.45626,?
?,0.065829,?,0.2687,-0.27017,?,-0.75897,?,-0.34846,-0.33052,?,0.10006,1.0000000e+000
?,?,?,?,-0.44102,?,?,0.038331,-0.22125,?,?,?,?
?,0.17831,?,-0.23388,-0.49273,?,-0.018609,?,?,?,?,0.19212,?
?,?,?,?,-0.27498,?,?,?,0.78605,?,?,?,?
?,?,-0.16571,?,-0.49121,?,?,0.8351,?,0.63527,?,0.041692,?
0.49053,?,-0.20838,-0.1247,?,-0.41729,0.37017,-0.31768,?,?,-0.096455,?,?
0.32912,?,-0.38683,?,-0.28285,?,?,?,?,?,0.02999,-0.2625,?
?,?,?,?,-0.80474,?,0.51315,0.20566,?,0.47762,?,?,?
?,?,?,?,-0.88434,?,?,-0.033885,?,0.35127,?,-0.038131,?
0.55356,?,-0.26414,0.11277,?,-0.064323,0.18942,?,?,?,?,-0.076432,1.0000000e+000
?,?,?,0.26143,?,?,?,0.2492,?,?,-0.4003,?,?
?,0.11956,0.35626,?,?,?,?,?,?,?,0.34911,-0.070629,2.0000000e+000
?,?,?,0.45417,?,0.019882,?,?,?,?,?,?,?
0.25804,?,?,?,?,?,?,?,-0.25626,?,?,-0.13152,?
?,-0.71385,0.28605,?,?,?,-0.16316,?,?,?,?,0.0022641,1.0000000e+000
?,-0.049042,-0.13654,?,?,?,?,0.47284,?,?,0.35164,?,?
?,-0.35507,?,0.18058,?,?,-0.019431,0.71391,?,-0.93727,?,?,?
?,-0.047979,?,?,?,-0.031554,?,-0.18661,?,?,?,?,1.0000000e+000
?,?,0.50555,0.27289,?,?,?,?,?,-0.34308,?,0.191,?
0.10925,?,-0.37119,?,?,?,?,?,0.11248,0.10162,-0.078158,?,?
0.97487,0.79391,-0.20103,0.34694,?,?,?,?,?,0.2186,?,?,?
?,?,0.66062,?,?,?,?,-0.022857,0.43182,0.24002,?,?,1.0000000e+000
-0.93788,?,?,?,0.67177,?,?,0.21452,0.55672,?,0.050288,?,1.0000000e+000
?,-0.049659,?,?,0.19394,?,?,?,?,?,?,?,2.0000000e+000
?,0.51308,0.1894,?,?,0.58045,-0.23147,?,?,0.54783,-0.4874,0.46052,?
-0.014658,?,-0.039628,-0.84633,?,?,0.022067,?,-0.070158,0.10131,?,?,1.0000000e+000
?,?,?,?,?,?,?,-0.23505,0.085538,0.32329,-0.2895,?,?
-0.3516,?,?,?,-0.15937,?,-0.52412,?,0.42387,0.19384,-0.1615,?,2.0000000e+000
?,-0.88804,?,-0.72326,?,-0.86209,-0.33343,0.41008,?,?,-0.06684,?,?
?,-0.43543,-0.037979,-0.30924,0.33629,?,-0.1002,-0.27457,-0.6707,?,?,?,?
?,?,-0.1477,?,0.21018,?,?,?,?,-0.10145,?,?,?
-0.26315,-0.033729,0.19978,0.26989,0.23871,?,-0.17441,0.19971,?,?,?,0.16212,?
?,?,?,?,?,-0.61924,?,?,?,?,?,?,1.0000000e+000
?,?,?,?,?,?,0.3423,?,?,-0.46233,?,-0.26037,?
1.0,?,?,?,?,-0.022484,?,-0.009334,-0.4626,-1.1057,0.92205,?,?
?,?,?,?,?,0.70595,0.0010534,?,?,?,-0.18926,?,?
?,?,0.24042,0.22922,-0.039318,?,?,?,0.34128,0.092268,?,-0.14109,?
0.3006,0.16251,?,?,-0.88549,0.16463,?,-0.056038,?,0.79462,?,?,?
?,?,?,?,?,?,?,?,?,0.26502,?,0.0011137,1.0000000e+000
-0.10666,?,0.23937,?,-0.44006,0.86403,?,-0.38855,?,?,-0.12669,-0.16528,2.0000000e+000
-1.3327,?,?,?,?,?,?,?,?,?,?,?,1.0000000e+000
?,?,-0.11549,?,?,?,0.087557,?,?,?,?,-0.32612,?
?,0.15247,?,-0.10321,?,?,0.20798,?,?,?,?,-0.15704,?
-0.23299,?,0.41625,0.19875,?,?,-0.16823,?,?,?,?,?,?
?,?,?,?,0.49426,?,?,?,0.78443,?,-0.19996,?,1.0000000e+000
?,?,?,-0.4325,0.086964,-0.27686,-0.66429,0.27989,?,-0.078413,0.069614,0.021316,?
?,?,?,?,?,0.018399,?,0.093983,?,?,0.11289,-0.30504,1.0000000e+000
-0.3405,?,0.10165,-0.27984,?,?,-0.46573,0.32657,?,-0.63705,0.53893,?,?
-0.2739,-1.0039,?,-1.0859,0.21302,-0.94204,?,?,-0.7455,?,?,?,1.0000000e+000
-0.35143,?,0.25055,?,?,?,?,?,?,?,-0.012979,?,?
?,?,0.25239,?,-0.036987,?,?,0.9608,-0.58525,?,0.93014,-0.31918,?
?,?,?,?,?,?,-0.31029,?,-0.59009,?,?,-0.070515,2.0000000e+000
?,?,?,0.70355,-1.0475,0.9736,?,0.48654,0.32616,?,-0.28189,?,?
0.49941,-0.080415,0.31429,?,?,-0.19192,?,?,?,-0.087725,?,?,?
?,-0.24519,?,-0.017159,?,-0.39034,0.70116,?,?,-0.48201,0.38535,0.062836,?
?,-0.63074,?,?,0.31831,?,?,?,0.1662,?,0.14678,?,?
?,0.083464,?,?,0.37848,?,?,-0.55596,?,?,-0.38309,?,?
-0.51497,?,?,-0.64284,?,?,?,?,?,?,?,0.069917,1.0000000e+000
?,?,-0.14908,?,?,0.041065,0.40003,?,?,?,?,-0.10563,?
?,0.045108,?,?,-0.27089,?,?,0.32923,0.07863,-0.025246,0.010915,?,?
0.44479,?,-0.52795,?,-0.59485,?,?,?,?,0.19593,-0.17013,?,?
-0.2658,0.58079,?,0.37903,-0.1631,?,?,-0.88275,-0.72675,?,?,?,1.0000000e+000
?,?,0.18151,?,?,0.54698,?,?,-1.415,?,0.077569,1.0,1.0000000e+000
-0.11658,-0.081404,?,?,?,?,?,?,?,?,?,?,2.0000000e+000
?,?,?,-0.11271,?,?,?,?,-0.14118,?,?,-0.174,1.0000000e+000
?,?,-0.66487,?,?,?,?,?,-0.20693,-0.14776,?,0.10175,?
-0.1884,?,?,?,0.24276,-0.42923,-0.48623,?,?,0.040647,-0.04363,0.18286,?
?,?,?,-0.44118,?,-0.37831,?,?,?,0.04347,-0.056521,?,?
-0.1682,-0.161,?,?,?,?,?,0.30586,-0.49597,?,?,?,?
?,?,0.090836,?,0.13027,?,0.57934,?,0.57083,?,-0.136,-0.32648,1.0000000e+000
?,?,?,-0.1652,0.75822,-0.48564,0.54075,?,?,?,?,?,1.0000000e+000
0.27076,0.45368,?,?,?,0.37774,?,?,0.56136,?,-0.36726,-0.11186,2.0000000e+000
-0.48175,0.34358,-0.62436,-0.75435,-0.80838,?,-0.23729,-0.10163,?,?,?,?,1.0000000e+000
-0.44622,-0.16735,?,0.037943,?,?,?,?,-0.8427,-0.15465,0.19491,0.52112,?
?,?,?,?,?,?,?,?,?,?,0.34442,?,?
?,?,0.26332,0.31588,?,0.68763,-0.23399,?,0.40349,?,?,-0.30762,2.0000000e+000
0.24823,?,?,0.13743,-0.6511,0.46319,?,?,-0.37772,-9.3878E-4,?,0.27956,?
?,-0.036783,?,0.13875,?,?,?,-0.44093,-0.41634,-0.22718,0.21027,?,?
-2.0346,-0.37419,-0.038523,?,?,-0.20622,-1.489,?,?,-0.63249,?,?,1.0000000e+000
?,?,?,0.11849,?,?,?,0.51291,?,?,?,?,?
-1.667,-1.0049,-0.089985,-0.54556,0.63478,?,?,?,?,?,-0.032242,?,1.0000000e+000
0.28511,?,?,-0.30297,?,?,0.28942,0.02513,?,0.22997,?,-0.23671,?
0.49777,?,?,-0.26179,?,?,0.58529,?,?,?,-0.12842,?,?
-0.28839,?,?,0.23138,?,?,?,0.26179,?,0.38338,-0.27291,?,2.0000000e+000
?,?,?,0.63696,?,?,?,0.1319,?,?,-0.050002,-0.19122,?
?,0.34555,?,0.19613,-0.56848,?,?,?,?,?,-0.88277,?,?
?,-0.5306,-0.084001,?,?,-0.67493,?,?,0.12623,?,-0.21397,0.092718,1.0000000e+000
?,?,?,-0.018956,?,?,?,-0.30977,0.46696,?,?,0.25866,?
?,?,0.071678,0.35082,-0.099634,?,?,-0.67152,?,?,-0.21476,?,1.0000000e+000
?,1.0,?,?,?,0.979,?,-0.0129,?,-0.73233,?,0.85593,?
?,?,?,0.12909,-0.94336,0.59776,?,?,?,?,1.0,?,?
?,?,?,-0.31086,?,-0.8527,?,?,-0.25476,?,?,?,?
?,?,-0.1542,?,-0.09226,-0.066378,-0.836,?,?,0.19194,?,?,?
0.057557,?,0.50308,0.32187,0.56045,?,0.22145,?,?,-0.053704,0.062203,?,?
?,?,?,0.16483,0.14992,-0.23266,-0.12474,0.27887,?,?,-0.0059607,0.2121,?
?,-0.11448,?,?,?,?,?,?,?,0.081853,?,?,?
?,0.1822,?,?,?,?,?,?,?,?,?,?,?
?,?,0.0035673,-0.20441,?,?,?,?,0.49943,0.39723,?,?,?
-0.025852,-0.040066,?,-0.4637,?,?,?,-0.10258,?,-0.17682,0.14438,?,?
0.41106,0.43924,?,0.53838,-0.038496,?,0.56955,-0.2183,?,-0.11472,?,?,2.0000000e+000
0.45926,?,0.25277,-0.26535,?,?,0.55313,?,?,-0.23317,?,?,1.0000000e+000
0.11357,?,0.7061,?,?,0.032429,?,0.056379,?,?,?,?,?
?,0.35579,?,-0.027863,-0.48236,?,-0.35438,?,0.66536,0.23541,-0.20351,-0.34618,1.0000000e+000
0.58217,-0.045015,?,?,-0.37745,0.042399,0.29406,0.017011,0.28906,0.49668,?,0.16517,?
?,?,-0.13077,0.026617,?,?,?,0.24519,0.054155,-0.014689,?,-0.14263,?
0.11357,?,?,?,?,0.032429,0.0043078,?,?,?,-0.40977,?,?
?,0.35579,?,-0.027863,?,0.38834,?,0.17493,0.66536,0.23541,?,-0.34618,?
0.58217,?,-0.19187,-0.012795,?,0.042399,?,0.017011,?,0.49668,?,?,?
?,?,-0.13077,?,?,?,0.12866,?,?,?,0.046938,?,1.0000000e+000
0.39161,-0.12657,0.16642,?,0.12976,-0.0588,0.086254,?,-0.17728,?,0.33043,?,?
0.72065,?,?,0.070148,-0.38114,?,0.78517,?,?,?,?,0.059474,1.0000000e+000
-0.46684,?,-0.36059,?,?,?,?,?,?,?,?,?,2.0000000e+000
?,?,?,?,?,?,-0.037866,?,?,0.0016975,-0.022509,?,1.0000000e+000
0.32976,?,0.075501,?,?,?,?,?,?,0.12564,?,?,?
?,-0.35998,?,?,0.19483,-0.32573,?,?,-0.016087,?,0.023827,-0.030424,?
?,?,?,?,?,?,-0.61389,?,?,-0.8837,?,0.021237,?
?,?,?,?,?,0.10043,-0.11274,0.047922,-0.40933,-0.75552,0.61391,-0.19902,?
0.73128,?,0.16796,-0.0065152,-0.032151,?,0.66198,-0.097159,-0.031626,0.22667,?,0.19471,?
-0.17167,?,?,?,-0.20705,?,?,?,?,0.089798,?,?,?
?,?,?,?,?,?,?,-0.46558,?,?,?,?,?
?,-0.3396,?,?,?,?,?,?,-0.14397,?,0.18223,?,?
?,-0.78779,?,-0.52695,?,?,?,?,?,-0.36456,?,?,1.0000000e+000
?,-0.13387,-0.29681,?,?,?,?,?,?,0.21374,?,?,?
?,?,0.5059,0.63189,0.42136,0.16252,?,?,?,-0.38415,?,?,?
?,?,0.2972,?,?,-0.075452,?,-0.37423,?,-0.44376,0.37552,?,?
?,?,?,?,-0.19801,?,?,?,0.82845,0.87067,?,0.039183,?
0.0030444,-0.10676,-0.32792,?,?,?,?,?,-0.88249,?,?,?,?
-0.51391,?,0.11661,?,0.096454,?,?,?,?,?,?,?,?
?,?,0.34194,0.2964,0.374,0.018357,?,?,?,-1.6044,?,-1.087,2.0000000e+000
0.012311,?,?,?,?,?,?,?,?,-0.018139,?,?,?
?,?,0.21374,1.0,?,?,-0.81967,?,-0.73427,?,?,?,2.0000000e+000
?,-0.0036627,0.085749,0.071735,0.046584,0.04056,-0.34241,?,?,?,?,-0.40819,?
0.30402,-0.26957,-0.098415,-0.26427,0.46769,?,1.0,?,?,?,-0.21413,?,?
0.26488,-0.23324,?,-0.44701,0.080071,?,0.12115,?,0.3413,?,0.0087808,-0.47206,1.0000000e+000
?,?,?,?,?,?,?,-0.24731,0.67528,?,?,?,?
?,0.043399,?,-0.4793,?,?,?,-0.53557,?,?,?,?,?
?,?,0.34194,?,0.374,?,?,0.46411,?,?,?,?,2.0000000e+000
?,?,?,?,-0.30018,?,0.31102,?,?,?,?,?,?
?,0.3773,?,?,-0.97455,0.36149,-0.2468,?,-0.31535,?,?,?,?
?,0.39541,?,-0.16127,-0.28744,0.4885,0.18915,0.6029,?,?,0.11255,-0.80969,?
?,?,0.27055,?,?,?,?,-0.27821,0.24185,?,?,-0.10189,?
?,?,0.32438,-0.13544,?,0.080315,0.77345,?,?,?,?,?,?
?,0.14523,?,0.15395,?,?,-0.51303,?,?,0.090028,?,-0.031497,2.0000000e+000
?,?,?,?,0.33797,-0.25192,?,-0.17917,?,0.11011,?,0.0031717,?
?,?,?,-0.23486,0.55998,?,0.60834,?,?,?,-0.18974,-0.19785,?
?,?,-0.030358,?,?,-1.0729,?,?,?,0.99008,?,1.0,?
?,0.27629,?,0.11319,-0.77698,?,?,?,?,?,?,?,?
-0.78399,?,-0.70099,-0.29917,?,0.2105,?,0.51855,-0.30319,?,?,0.66394,?
?,-0.17962,?,?,?,-0.36184,0.1779,?,?,?,?,?,?
-0.37812,-0.52287,?,?,?,?,-0.50693,?,?,?,0.007591,?,1.0000000e+000
?,-0.046562,?,?,?,?,0.1238,0.49624,-0.64157,?,0.17369,?,?
