@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {0, 1}


@data
0.96875,?,-0.12021,?,?,-0.0098443,?,?,?,0.46033,?,0.20177,0
?,?,?,?,0.15961,?,0.27651,0.54844,?,?,?,-0.070629,1
?,?,?,?,0.65759,?,0.22097,?,?,-0.15559,?,0.066175,0
?,?,-0.02103,?,?,?,-0.11443,?,?,?,0.39123,?,?
-0.096201,-0.71385,0.28605,?,?,-0.72187,?,-0.012709,?,?,?,?,?
0.64167,-0.049042,?,?,?,?,?,0.47284,?,?,?,0.11428,1
?,-0.35507,0.31046,0.18058,?,?,-0.019431,?,?,?,?,-0.34012,?
?,-0.047979,0.64954,0.20301,?,-0.031554,?,?,?,?,?,?,0
?,?,0.50555,?,?,0.059486,0.21157,0.28914,-0.59538,-0.34308,?,0.191,0
0.10925,?,?,?,?,0.38652,-0.07297,?,?,?,?,?,?
?,0.79391,?,0.34694,?,0.72092,?,?,-0.4408,?,-0.14996,0.46898,?
-0.67912,0.60045,?,?,0.12427,0.75714,?,?,0.43182,?,?,-0.12321,?
-0.93788,0.10974,0.62036,0.33672,?,0.15943,?,0.21452,0.55672,-0.10568,?,?,0
-0.25543,?,0.074905,0.026031,0.19394,-0.095382,?,?,?,-0.012091,?,?,1
?,?,0.1894,?,?,?,-0.23147,-0.7311,0.030642,0.54783,-0.4874,0.46052,?
?,-0.53032,?,?,0.67986,-0.6588,0.022067,?,?,0.10131,?,?,0
-0.1491,0.21884,0.020754,?,-0.070021,?,0.031419,-0.23505,0.085538,?,-0.2895,0.19569,?
-0.3516,?,?,-0.79662,-0.15937,-0.19144,?,?,?,?,?,?,?
-0.12502,-0.88804,?,-0.72326,?,?,-0.33343,?,?,?,-0.06684,?,?
0.0097504,-0.43543,-0.037979,?,0.33629,?,?,?,?,?,0.31711,?,?
?,?,-0.1477,7.966E-4,0.21018,?,?,-0.36788,?,-0.10145,?,?,?
?,-0.033729,0.19978,0.26989,?,?,?,0.19971,-0.55424,-0.35366,?,0.16212,1
0.18443,?,?,-0.33744,?,-0.61924,0.35331,?,-0.97744,?,?,0.72277,0
?,?,?,?,?,-0.23506,0.3423,?,?,?,?,?,0
1.0,?,?,0.044988,?,?,?,?,?,-1.1057,0.92205,?,?
-0.1518,0.59652,0.14833,?,-0.49566,?,?,-0.6444,?,0.1684,?,-0.10929,?
?,?,0.24042,0.22922,?,?,?,-0.47685,?,0.092268,?,?,?
?,?,-0.64504,-0.44014,?,0.16463,0.1852,-0.056038,?,?,-0.65225,?,?
?,-0.19751,-0.36531,-0.41347,-0.18178,?,-0.21286,?,?,?,-0.2021,?,?
-0.10666,?,?,?,?,0.86403,?,?,0.21295,0.17943,-0.12669,?,1
?,0.47654,?,?,?,?,-0.96759,?,0.62105,0.63737,?,?,?
?,?,?,?,?,?,0.087557,-0.011485,?,?,?,?,0
?,?,?,-0.10321,?,0.060044,0.20798,-0.22665,?,0.25886,-0.23099,?,0
-0.23299,-0.12713,0.41625,0.19875,?,?,-0.16823,?,?,0.11039,?,-0.40955,?
?,?,0.23748,-0.10335,0.49426,?,?,-0.23999,?,?,-0.19996,-0.50496,?
?,?,?,?,0.086964,?,-0.66429,?,-0.062158,?,?,?,?
?,?,?,?,?,?,?,?,0.30918,?,?,?,?
?,?,?,-0.27984,?,?,?,?,-0.45646,-0.63705,?,?,?
?,?,?,?,?,?,?,0.64821,?,-0.41391,0.35325,0.39543,?
?,0.096283,?,0.21386,0.079608,?,?,?,?,?,?,-0.38608,0
0.040648,?,?,0.46794,-0.036987,?,?,0.9608,-0.58525,?,?,-0.31918,?
?,0.36471,0.12406,0.77089,?,?,?,0.44554,?,-0.84027,0.71966,?,?
0.2637,?,-0.03317,?,?,?,?,0.48654,0.32616,0.39366,-0.28189,?,?
?,-0.080415,?,?,?,?,0.6081,-0.402,-0.061734,?,0.068434,-0.030372,?
0.70053,?,0.14019,?,?,-0.39034,?,?,?,?,0.38535,0.062836,?
0.080397,?,?,?,?,?,-0.1577,?,?,-0.20586,0.14678,?,1
0.012634,0.083464,?,1.0,?,?,0.2171,-0.55596,0.53507,?,?,?,?
?,0.08682,?,?,?,?,?,?,?,-0.32063,?,?,?
0.15489,0.19844,?,?,-0.17036,?,?,-0.025027,?,0.53465,-0.47574,?,?
?,0.045108,-0.25712,0.017442,-0.27089,-0.078603,0.57986,?,?,-0.025246,0.010915,-0.057755,?
?,-0.18489,?,?,?,-0.14581,?,?,?,?,-0.17013,?,?
-0.2658,0.58079,?,?,-0.1631,?,?,-0.88275,?,?,?,0.71741,?
?,?,?,?,-0.19942,?,?,-0.7971,-1.415,?,?,?,?
?,?,?,?,-0.53532,?,?,0.15555,0.17182,0.11565,?,-0.032125,1
0.2179,0.071494,?,-0.11271,?,?,?,?,?,-0.29066,?,-0.174,0
-0.75407,?,?,?,?,-0.91636,-0.63216,0.21499,?,-0.14776,0.10993,0.10175,?
?,?,?,-0.29519,?,?,?,0.45015,?,?,?,?,0
?,-0.2669,?,?,0.050304,?,?,0.018981,0.20045,?,?,?,?
?,?,?,?,?,?,-0.29302,0.30586,-0.49597,-0.44144,?,?,?
0.56325,0.048384,?,0.21251,?,?,0.57934,0.17318,?,0.12186,?,?,0
0.57028,-0.31981,0.26236,-0.1652,0.75822,-0.48564,?,0.36154,?,?,-0.023371,-0.19713,0
?,?,-0.29669,?,-0.60176,?,?,?,0.56136,?,?,?,?
?,?,?,?,-0.80838,?,-0.23729,-0.10163,?,0.77408,-0.67198,?,0
-0.44622,?,-0.3337,?,-0.41659,-0.038114,-0.62625,?,-0.8427,-0.15465,0.19491,0.52112,0
?,?,-0.062801,-0.22818,?,?,-0.17241,?,?,-0.36701,?,?,?
?,?,0.26332,0.31588,?,?,-0.23399,?,?,?,?,?,?
0.24823,?,?,?,?,0.46319,0.14462,?,?,?,?,0.27956,?
?,?,?,?,?,?,-0.67209,?,-0.41634,?,?,0.14596,?
-2.0346,-0.37419,-0.038523,?,?,?,?,-0.96393,?,?,?,-0.13956,0
?,?,-0.23525,?,?,-0.27183,?,?,-0.60181,?,0.14929,?,?
?,?,?,-0.54556,?,?,?,?,?,0.080638,?,?,?
0.28511,?,-0.063525,?,-0.085579,?,?,0.02513,?,?,?,-0.23671,?
0.49777,-0.18688,?,?,?,?,0.58529,?,?,?,?,0.21727,?
?,?,0.73964,?,?,0.083101,-0.093932,0.26179,0.16296,?,-0.27291,?,1
?,0.16055,1.0,0.63696,0.96583,0.27422,?,0.1319,?,?,?,?,?
0.45178,0.34555,?,0.19613,?,0.30438,?,?,?,1.0,?,?,?
0.7049,-0.5306,-0.084001,?,?,?,0.63424,?,?,?,-0.21397,0.092718,0
?,-0.23926,0.10415,?,?,?,0.27003,?,0.46696,0.67257,-0.62995,?,1
-1.044,0.11272,?,?,?,?,-0.59954,?,?,0.21535,?,0.20977,?
0.1119,?,-0.24805,?,?,?,0.27342,?,?,?,0.70367,0.85593,?
0.4016,?,?,0.12909,-0.94336,?,?,-0.079778,-0.74971,-1.212,?,?,0
?,?,0.0013612,-0.31086,?,?,?,?,?,?,0.21321,-0.069527,?
-0.82742,?,?,?,?,-0.066378,-0.836,-0.51125,?,?,?,?,?
?,?,0.50308,0.32187,?,?,0.22145,?,-0.6641,?,?,?,0
?,-0.24216,?,?,0.14992,?,?,0.27887,-0.27168,?,-0.0059607,?,?
?,?,?,-0.55804,0.12671,-0.19442,-0.023637,?,?,0.081853,-0.033471,0.17802,1
?,?,0.074902,-0.12816,?,?,-0.15783,0.16143,?,?,?,?,?
-0.055702,?,0.0035673,-0.20441,?,-0.1706,?,?,?,0.39723,?,?,?
?,?,?,?,?,?,?,-0.10258,-0.024743,?,0.14438,-0.092003,?
?,0.43924,0.34835,0.53838,-0.038496,?,0.56955,-0.2183,-0.28671,?,0.080808,?,?
0.45926,-0.59109,?,-0.26535,1.0,?,?,?,?,-0.23317,?,?,?
?,-0.051154,?,0.7413,?,0.032429,?,?,0.26248,?,?,0.14655,?
?,?,?,-0.027863,-0.48236,?,?,0.17493,0.66536,?,?,-0.34618,0
0.58217,?,?,-0.012795,?,?,0.29406,?,?,0.49668,?,0.16517,1
?,0.010151,?,0.026617,?,?,?,?,0.054155,-0.014689,?,?,?
?,-0.051154,?,?,?,?,?,?,?,0.49233,?,?,?
-0.39085,0.35579,?,?,?,?,?,0.17493,?,0.23541,?,-0.34618,0
?,?,-0.19187,?,?,0.042399,?,0.017011,?,?,?,?,?
?,?,?,?,-0.19456,?,?,0.24519,0.054155,-0.014689,0.046938,?,?
0.39161,-0.12657,0.16642,0.28396,0.12976,?,0.086254,0.4974,?,?,?,?,?
?,0.30374,?,?,-0.38114,?,0.78517,?,0.24596,?,?,?,?
?,-0.062034,?,-0.2627,?,?,-0.4092,?,?,0.074153,?,0.24501,1
?,?,?,?,?,?,-0.037866,?,0.22533,0.0016975,?,?,?
?,?,?,?,?,?,?,0.28386,-0.36513,?,?,?,?
4.2147E-4,-0.35998,?,0.37666,0.19483,?,-0.034903,?,?,?,?,?,0
-0.45771,?,?,?,?,-0.10749,-0.61389,?,-0.79716,?,?,?,1
-0.2096,?,-0.29864,?,-0.47853,0.10043,-0.11274,0.047922,-0.40933,-0.75552,?,-0.19902,?
?,?,0.16796,?,?,0.39054,?,?,?,?,?,0.19471,0
?,0.35106,?,?,?,?,?,?,?,?,?,-0.15584,?
?,-0.015666,-0.74666,?,-0.99114,?,0.23696,?,?,0.39835,?,?,?
?,?,?,?,?,-0.38819,?,?,?,?,?,-0.086619,?
?,-0.78779,?,-0.52695,0.66358,?,-0.48479,-0.075233,?,?,0.28376,0.1725,0
?,-0.13387,-0.29681,?,?,-0.26256,0.041177,?,0.20368,0.21374,?,?,0
-0.028981,0.14378,?,?,?,0.16252,?,?,?,-0.38415,?,?,1
?,?,0.2972,0.18969,?,?,?,?,?,?,?,-0.067377,?
?,?,?,?,?,0.75373,?,-0.14066,?,?,?,0.039183,?
0.0030444,?,?,?,?,?,?,?,?,?,?,?,1
?,?,0.11661,?,?,?,?,0.19541,?,?,?,-0.85327,?
?,?,?,?,?,0.018357,-0.26298,?,-0.96973,-1.6044,?,?,?
?,?,?,0.15349,?,-0.44197,-0.46291,?,-0.34252,?,?,0.43111,?
-0.65123,-0.23004,?,?,-0.049209,-0.0036126,-0.81967,-0.11053,-0.73427,-0.057459,0.051636,?,?
-0.31338,?,0.085749,?,?,?,-0.34241,?,-0.11802,-0.39248,?,?,?
?,?,?,-0.26427,0.46769,?,1.0,?,?,?,-0.21413,?,1
?,?,?,?,?,-0.31416,?,?,?,?,?,-0.47206,?
?,0.37878,?,?,?,?,?,-0.24731,?,?,?,?,1
0.10995,0.043399,?,-0.4793,?,?,?,?,-0.3026,?,0.25246,-0.36604,?
?,?,?,?,0.374,?,?,0.46411,?,?,?,?,?
0.10995,?,?,?,-0.30018,-0.052069,?,?,?,-0.39181,?,?,0
?,0.3773,-0.69633,?,?,?,-0.2468,-0.14536,?,-0.14771,?,0.028094,?
?,0.39541,?,?,-0.28744,0.4885,0.18915,?,?,-0.19786,0.11255,?,?
?,?,?,0.42322,?,-0.053184,-0.078576,-0.27821,?,?,?,?,?
?,?,?,?,0.37796,0.080315,?,?,0.2341,?,?,?,?
?,?,-0.26203,?,?,0.2917,-0.51303,-0.12608,?,0.090028,?,?,1
-0.29303,?,0.09581,?,0.33797,?,?,?,?,0.11011,?,?,0
?,?,?,-0.23486,?,?,?,?,0.50563,0.28007,?,-0.19785,1
?,?,?,-0.7481,?,?,?,?,0.33864,0.99008,?,?,?
?,0.27629,?,0.11319,?,?,?,0.44004,?,?,0.0022735,-0.10048,?
?,?,-0.70099,-0.29917,?,?,?,?,?,?,?,?,0
0.29877,-0.17962,0.032859,?,0.5403,-0.36184,?,?,?,-0.41113,?,-0.38916,1
-0.37812,-0.52287,0.21541,?,0.63784,?,?,?,-0.32899,?,?,?,?
0.37913,?,?,?,-0.10983,-0.045824,?,?,?,-0.24229,?,?,?
