@relation cylinder_bands

@attribute attr_4 real
@attribute attr_5 {NO,YES}
@attribute attr_7 {NO,YES}
@attribute attr_8 {BENTON,UDDEHOLM}
@attribute attr_10 {COATED,UNCOATED}
@attribute attr_11 {COATED,COVER,UNCOATED}
@attribute attr_12 {NO,YES}
@attribute attr_13 {LINE,NAPTHA,XYLOL}
@attribute attr_14 {NO,YES}
@attribute attr_15 {Albert70,Motter70,Motter94,WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG,SPIEGEL,TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band,noband}

@data
35539,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,50,50,0.3,15,70,1,30,10,1600,50,40,0,0,2.8,1,38,40,106.66,100,band
23052,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,40,45,0.3,14.5,70,0.625,25,0,1500,59.5,40.5,0,0,2,1,40,40,100,100,band
35539,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2.0,TABLOID,1911,50,43,0.267,16,75,1,20,15.8,1600,49.5,34.7,0,0,2.5,1,38,40,103.22,100,noband
37571,NO,YES,BENTON,COATED,COATED,NO,NAPTHA,NO,Motter94,824,2.0,TABLOID,1911,50,45,0.233,16,70,0.8125,30,0,2400,58.8,41.2,0,0,1.7,1,30,40,107.4,100,noband
35751,NO,YES,BENTON,COATED,COATED,NO,NAPTHA,YES,Motter94,824,9.0,TABLOID,1911,40,45,0.2,15,76,0.8125,30,0,2400,62.5,37.5,0,0,1,1,30,40,107.4,100,noband
37340,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1911,30,43,0.2,16.3,70,0.8125,25,1.2,2200,58.1,40.7,4,0,2,1,30,40,96.875,100,noband
35816,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827,2.0,SPIEGEL,1911,40,41,0.2,15.8,72,1,30,0,2000,62.5,37.5,0,0,2.5,1,30,40,107.4,100,band
37352,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1911,40,42,0.2,14.5,74,1,25,8,2100,57.5,34.5,0,0,2.3,0.7,35,40,107.4,100,band
37352,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1911,45,42,0.2,14,70,1,20,8,1850,57.5,34.5,0,0,2,0.7,35,40,107.4,100,band
37352,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1911,50,45,0.3,15,76,1,30,8,2150,57.5,34.5,0,0,2.5,1,35,40,107.4,100,noband
37352,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1911,50,45,0.3,15.2,72,1,25,5.9,2150,58.8,35.3,0,0,2.5,1,35,40,107.4,100,noband
37157,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,828,2.0,TABLOID,1910,30,45,0.233,17,70,0.75,35,0,2200,58.8,41.2,0,0,2.5,1,33,40,106.45,100,band
37352,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,TABLOID,1911,37.5,44,0.2,16,90,0.75,28,20,2050,45,35,0,0,2.4,0.8,35,40,107.4,100,noband
37352,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9.0,TABLOID,1911,37.5,44,0.2,16.5,91,0.75,30,21.7,2050,43.5,34.8,0,0,2.7,0.8,35,40,107.4,100,noband
25507,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2.0,TABLOID,1911,45,44,0.267,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,40,114.28,100,noband
25507,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1910,40,44,0.2,14,69,0.625,20,8.5,1510,53.2,38.3,2,0,2.5,0.9,34,40,110,100,noband
37080,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,828,2.0,TABLOID,1911,40,47,0.333,17,78,0.75,35,0,2400,58.8,41.2,4,0,2.5,1,30,40,100,100,band
35334,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2.0,TABLOID,1911,40,43,0.267,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,40,103.12,100,noband
35334,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9.0,TABLOID,1911,32.5,43,0.2,15,82,1,31,7.6,1500,54.3,38,4,0,2.5,1,40,40,103.12,100,noband
37869,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9.0,CATALOG,1911,37.5,44,0.3,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,40,103.12,100,noband
37869,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,CATALOG,1910,35,44,0.3,16,80,1,32,7,1400,58.1,34.9,0,0,3,1,28,40,103.12,100,noband
35752,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1910,50,43,0.2,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,40,103.22,100,noband
35752,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1910,50,43,0.3,16.3,80,0.8125,30,0,2270,55.6,44.4,12,0,1.5,1.5,30,40,103.22,100,noband
35794,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1911,60,43,0.267,15.8,57,0.75,24,1.2,1480,58.1,40.7,0,0,1.4,1.7,33,40,103.12,100,noband
35794,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1911,52.5,43,0.233,16.6,58,0.75,20,7.9,1480,56.2,36,0,0,1.7,0.7,33,40,103.12,100,noband
35752,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1910,50,43,0.3,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,40,103.22,100,noband
37441,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,821,2.0,TABLOID,1911,25,38,0.2,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,40,103.12,100,noband
37441,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,25,38,0.233,14,70,0.625,25,0,1600,58.8,41.2,5,0,1.7,0.9,30,40,103.12,100,noband
37354,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9.0,TABLOID,1911,40,46,0.333,15.9,78,0.5,34,2.4,2000,61,36.6,0,0,2.4,1.3,35,40,103.22,100,noband
35335,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1911,45,41,0.333,17,78,0.75,16,14.1,1100,50.5,35.4,0,0,2.5,1,50,40,96.97,100,band
37335,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1911,47.5,41,0.233,16.5,72,0.75,20,14.1,1300,50.5,35.4,4,0,2.5,1,50,40,96.97,100,band
35870,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,824,2.0,TABLOID,1910,40,46,0.2,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,40,103.22,100,noband
35870,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,824,9.0,TABLOID,1911,40,46,0.267,16.5,68,0.875,25,0,1700,58.8,41.2,0,0,1,1,33,40,103.125,100,noband
35811,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9.0,SPIEGEL,1911,40,35,0.233,18,85,0.625,30,0,2000,62.5,37.5,0,0,2.5,0.9,30,40,103.125,100,noband
37869,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Albert70,802,7.0,CATALOG,1911,35,38,0.4,12,62,0.75,46,4.7,1400,58.8,36.5,0,0,2.0,1,28,40,103.125,100,noband
37869,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Albert70,802,2.0,CATALOG,1911,35,38,0.433,16,70,0.75,50,0,1400,62.5,37.5,0,0,2.8,1.5,28,40,103.125,100,noband
25509,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,50,46,0.2,14.6,60,0.625,25,10.5,1750,52.6,36.8,2,0,2.4,0.8,28,40,96.97,100,band
37386,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1910,40,47,0.333,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,40,100,100,band
37386,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1910,40,39,0.233,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,40,103.22,100,noband
37386,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1910,40,39,0.2,15,79,0.75,20,11.8,2000,49,39.2,0,0,2.5,1,40,40,103.22,100,noband
37386,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1911,40,40,0.35,18.5,85,0.5625,30,0,1900,62.5,37.5,4,0,1.8,1.4,40,40,106.45,100,band
37254,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,42.5,41,0.3,14,70,0.625,20,2.3,1750,57.5,40,4,0,2.5,0.7,35,40,96.97,100,noband
35457,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,828,9.0,TABLOID,1910,35,39,0.2,16.2,84,1,30,0,2100,62.5,37.5,4,0,2,0.9,30,40,94.117,100,noband
47202,NO,YES,BENTON,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,2.0,CATALOG,1910,50,43,0.333,14.02,68,0.75,56,7.4,1800,53.2,39.4,0,0.5,3,1.3,40,40,109.67,100,noband
47202,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2.0,CATALOG,1910,67.5,45,0.2,15.5,80,0.5,34,16.3,1683,43.5,40.2,6,0,2.5,1,40,40,109.67,100,noband
37163,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,821,2.0,TABLOID,1910,55,37,0.267,16,75,0.625,20,5.6,1850,55.6,38.9,0,0,0.8,0.75,33,40,109.67,100,noband
37354,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,821,2.0,TABLOID,1911,42.5,41,0.2,14,80,0.625,20,7.4,1750,53.2,39.4,0,0,2.1,0.9,35,40,96.97,100,noband
37355,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9.0,TABLOID,1910,49,43,0.35,14.5,74,0.75,23,9.1,1900,56.8,34.1,2,0,0.7,0.2,35,40,103.22,100,band
47202,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,9.0,CATALOG,1910,52.5,43,0.267,15.1,76,0.5,31,6.6,1650,54.9,38.5,0,0,2.5,1.5,40,40,109.67,100,noband
37355,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9.0,TABLOID,1910,40,44,0.2,16.1,78,0.9375,30,5.6,1800,55.6,38.9,0,0,2,1,35,40,103.22,100,noband
37355,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2.0,TABLOID,1910,40,43,0.35,16.5,72,0.625,20,9.1,2000,56.8,34.1,4,0,2.5,0.5,35,40,103.22,100,noband
37355,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1910,40,43,0.35,16.1,70,0.625,20,11.1,2000,55.6,33.3,4,0,1.8,0.9,35,40,103.22,100,noband
35753,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1910,40,43,0.267,16,80,0.5625,30,5.6,1900,55.6,38.9,0,0,2.2,1.3,30,40,103.22,100,noband
25514,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7.0,TABLOID,1910,55,49,0.267,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,40,106.66,100,band
38051,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9.0,TABLOID,1910,55,49,0.2,15.6,74,0.75,24,0,1650,58.8,41.2,0,0,2.5,1.7,33,40,103.33,100,noband
37355,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,828,2.0,TABLOID,1911,40,49,0.233,15.3,74,1,34,0,2000,62.5,37.5,0,0,2.2,1,35,40,100,100,noband
37355,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,828,9.0,TABLOID,1911,40,49,0.233,16.8,78,0.9375,30,0,2000,62.5,37.5,0,0,2.4,0.9,35,40,100,100,noband
25515,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1911,42.5,46,0.3,14,77,0.625,42,15.8,1850,49.5,34.6,8,0,1.5,0.8,34,40,100,100,band
37081,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,828,1.0,TABLOID,1911,35,44,0.2,15.5,100,0.875,30,0,2200,53.2,46.8,0,0,0,0,30,40,100,100,band
35534,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,2.0,TABLOID,1910,42,44,0.3,15,80,1.25,20,16.7,1300,49,34.3,0,0,2.5,0.2,40,40,110,100,noband
35534,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,9.0,TABLOID,1910,45,44,0.3,15.5,75,1.25,20,14.1,1300,50.5,35.4,0,0,2.5,1.5,40,40,110,100,noband
35754,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1910,50,43,0.3,16,70,0.8125,30,3.4,2400,56.8,39.8,0,0,2.5,0.8,30,40,103.125,100,noband
35754,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1910,47,43,0.267,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,40,103.125,100,noband
37572,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1911,35,48,0.233,16,76,0.8125,30,8.9,1900,49.5,41.6,0,0,2.5,1.2,30,40,103.22,100,noband
37572,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1911,35,48,0.233,16,86,0.5625,30,16.1,1900,44.6,39.3,0,0,2.5,1.5,30,40,103.22,100,noband
35816,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,827,2.0,SPIEGEL,1910,47.5,68,0.4,14,78,0.75,22,0,1900,62.5,37.5,0,0,2.1,1.7,33,40,103.125,100,band
35458,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,816,2.0,TABLOID,1910,40,60,0.233,15,78,1,28,0,2380,60,40,3,0,2.5,1,30,40,106.66,100,band
35816,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,SPIEGEL,1910,40,55,0.433,15.5,92,0.75,22,9.6,1550,53.2,37.2,1,0,2.9,1.3,33,40,106.66,100,band
23055,YES,YES,BENTON,UNCOATED,COVER,NO,LINE,YES,Motter94,821,7.0,TABLOID,1910,42.5,52,0.4,13.9,76,0.625,25,0,1800,50,50,0,0,2.5,0.9,40,40,106.66,100,band
25520,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1910,50,56,0.267,15.2,76,0.625,25,3.4,1760,56.8,39.8,2,0,2.5,0.8,34,40,103.125,100,band
25520,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7.0,TABLOID,1910,45,57,0.267,14,76,0.75,20,3.4,1800,56.2,40.4,2,0,2,0.8,34,40,103.125,100,band
35982,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,824,2.0,TABLOID,1910,47,67,0.4,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,40,103.125,100,noband
35872,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1910,47,67,0.333,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,40,103.125,100,noband
47203,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,2.0,CATALOG,1910,50,55,0.233,13.86,70,0.625,47,10.2,1635,51,38.8,0,0,3,1,40,40,100,100,noband
37168,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,TABLOID,1911,30,63,0.3,13,94,1,29,0,1800,56.2,43.8,0,0,2.5,1,30,40,110,100,band
37333,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,TABLOID,1911,50,60,0.267,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,40,106.45,100,band
25517,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7.0,TABLOID,1911,55,53,0.3,14.2,72,0.625,25,22.7,1750,45.5,31.8,1,0,2.4,0.9,34,40,103.125,100,band
37333,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,815,2.0,TABLOID,1910,35,56,0.3,15.3,80,0.75,20,0,1900,76.9,23.1,0,0,2.5,1.25,33,40,106.66,100,band
37994,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7.0,TABLOID,1911,55,56,0.233,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,40,103.125,100,band
25513,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7.0,TABLOID,1910,55,49,0.2,15,78,0.625,20,17.1,1900,47.6,35.2,0,0,2.5,0.85,34,40,106.45,100,band
47203,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,2.0,CATALOG,1910,50,50,0.2,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,40,106.45,100,noband
47203,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,802,7.0,CATALOG,1910,50,50,0.2,15.5,74,0.75,58,4.8,1420,59.5,35.7,3,0,3,1,40,40,106.45,100,noband
35871,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1911,35,56,0.233,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,40,103.125,100,noband
35871,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1911,35,56,0.2,15,80,0.8125,40,8.6,2100,53.8,37.6,8,0,1.7,1,30,40,100,100,noband
37169,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1911,40,50,0.2,16,68,0.8125,30,0,2400,58.8,41.2,8,0,2.5,1.5,33,40,103.125,100,noband
47169,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1911,40,50,0.233,16,70,0.5625,30,0,2400,58.8,41.2,8,0,1.5,0.5,33,40,103.125,100,noband
37822,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,816,9.0,CATALOG,1911,40,54,0.2,15.8,76,0.5,38,5.6,1736,55.6,38.9,0,0,2.5,1.5,35,40,103.125,100,noband
37822,NO,YES,BENTON,UNCOATED,COVER,NO,LINE,YES,WoodHoe70,816,2.0,CATALOG,1911,40,54,0.2,15.4,78,0.5,34,5.7,1736,56.8,36.9,0,0,2.5,1.1,35,40,103.125,100,noband
37994,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,2.0,TABLOID,1911,55,45,0.267,15.5,79,0.625,20,16.7,1850,54.3,34.3,4,0,2.5,1,34,40,100,100,noband
25519,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821,7.0,TABLOID,1910,52,64,0.4,15.5,82,0.625,30,0,1800,71.4,28.6,4,0,2.5,0.9,34,40,103.125,100,band
35458,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,WoodHoe70,816,9.0,TABLOID,1910,40,56,0.233,16.5,79,0.5,28,0,2300,60.2,39.8,0,0,2.5,1.5,30,40,106.45,100,band
35460,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1910,45,54,0.333,15.5,76,0.8125,30,5.6,2250,55.6,38.9,2,0,2.5,1.3,30,40,106.45,100,noband
37365,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,828,2.0,TABLOID,1910,47.5,68,0.4,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,40,106.45,100,noband
37365,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,828,9.0,TABLOID,1910,47.5,68,0.35,16,80,0.75,30,0,2250,52.1,47.9,0,0,1.5,0.75,35,40,106.45,100,noband
35460,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,9.0,TABLOID,1910,45,54,0.367,15.5,74,0.5625,40,10.5,2250,52.6,36.8,2,0,2.5,1.8,30,40,106.45,100,noband
37365,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,NO,Motter94,827,2.0,TABLOID,1911,37.5,70,0.333,14.9,64,0.75,28,3.4,1500,57.5,39.1,0,0,2.5,1,40,40,106.89,100,noband
37365,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9.0,TABLOID,1911,37.5,70,0.4,15,65,0.75,25,5.4,1500,54.3,40.2,0,0,2.3,0.9,40,40,106.66,100,noband
37338,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824,2.0,TABLOID,1911,47.5,60,0.4,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,40,110,100,noband
35758,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,828,2.0,TABLOID,1910,40,62,0.267,16,84,0.9375,32,0,2200,58.8,41.2,4,0,1.4,1,30,40,106.45,100,noband
35458,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,816,9.0,TABLOID,1910,40,64,0.2,15.5,85,1,26,0,2400,58.8,41.2,0,0,2.5,1,30,40,103.125,100,noband
35458,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,816,2.0,TABLOID,1910,40,64,0.233,15,82,0.75,31,0,2400,60,40,3,0,2.5,1,30,40,106.66,100,noband
47203,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Albert70,802,7.0,CATALOG,1910,50,69,0.367,17,82,0.75,50,0,1700,62.5,37.5,0,0,3,1,40,40,106.45,100,band
37338,NO,YES,BENTON,COATED,COATED,NO,LINE,NO,Motter94,824,9.0,TABLOID,1911,50,60,0.4,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,40,110,100,noband
37915,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2.0,TABLOID,1910,50,62,0.4,15.4,98,0.75,25,10.6,1750,48.1,41.3,0,0,2.8,1.3,33,40,110,100,noband
37915,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9.0,TABLOID,1911,50,62,0.4,14.9,96,0.75,26,11,1950,50,39,0,0,2.8,0.8,33,40,110,100,noband
37305,NO,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9.0,TABLOID,1911,35,68,0.4,15.1,90,0.875,30,6,1500,59.5,34.5,1,0,2.5,1,35,40,106.89,100,band
