@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {0, 1, 2, 3, 4, 5, 6}


@data
?,14.25,3.09,?,72.28,?,7.08,0.0,0.0,?
1.51797,12.74,3.48,?,?,?,?,0.0,0.0,0
1.51806,13.0,?,?,?,?,8.38,?,0.12,?
?,13.0,?,1.54,?,0.61,8.04,?,?,?
?,13.24,?,?,?,0.39,8.22,?,?,1
?,?,3.54,?,72.65,?,8.89,0.15,?,?
?,12.71,3.42,1.2,73.2,0.59,?,?,?,0
1.51514,14.01,2.68,3.5,?,?,5.87,?,0.0,?
1.51766,?,3.69,1.29,72.61,0.57,8.22,?,0.0,?
?,13.08,?,1.28,?,?,8.49,?,0.0,0
1.52177,?,3.68,?,72.75,?,8.52,0.0,?,1
1.51753,?,3.47,1.38,?,0.6,8.55,0.0,?,?
1.51851,13.2,?,1.07,?,?,?,0.09,0.17,?
1.51743,?,?,?,?,0.58,8.17,0.0,?,0
?,13.09,?,?,73.1,?,?,0.0,0.0,1
1.5164,14.37,0.0,?,?,?,9.45,0.54,0.0,6
1.51735,13.02,3.54,1.69,?,?,?,?,0.07,0
?,?,?,2.06,70.26,?,9.76,?,0.0,?
1.52099,?,3.59,?,71.96,?,?,?,0.0,0
?,13.65,3.66,1.11,72.77,0.11,?,?,?,2
1.51846,13.41,3.89,?,72.38,?,?,0.0,0.0,?
?,?,3.87,1.27,71.96,0.54,8.32,?,0.32,?
?,13.6,3.62,?,?,?,?,0.0,?,0
1.51567,13.29,3.45,1.21,72.74,0.56,?,?,0.0,0
?,14.21,3.82,?,?,0.11,9.57,?,0.0,?
1.5232,13.72,?,?,?,?,10.06,0.0,0.16,?
1.51556,13.87,0.0,2.54,?,0.14,?,?,0.01,?
1.51926,13.2,3.33,1.28,72.36,?,?,?,?,0
1.52211,14.19,?,?,?,?,?,?,0.37,2
?,10.73,?,2.1,69.81,0.58,13.3,?,0.28,1
1.52152,?,?,?,72.32,0.19,9.85,0.0,?,?
?,14.46,2.24,1.62,72.38,?,9.26,0.0,0.0,5
?,13.46,3.83,1.26,72.55,?,8.21,0.0,0.14,1
?,14.99,0.78,?,72.5,?,9.95,0.0,?,?
1.51829,?,?,1.41,72.33,0.55,8.31,?,?,1
1.523,13.31,?,0.82,?,0.12,10.17,0.0,0.03,0
?,13.56,?,1.47,72.45,?,?,?,0.0,?
?,12.56,3.52,1.43,?,0.57,8.54,0.0,?,?
?,12.99,3.47,1.12,72.98,?,8.35,0.0,0.31,?
1.51646,13.04,?,1.26,73.01,0.52,?,?,?,2
1.51721,?,3.48,?,?,?,?,0.0,?,0
1.51763,12.8,3.66,?,73.01,?,?,?,0.0,?
1.51742,13.27,3.62,?,?,0.55,?,0.0,0.0,?
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,?,2
?,13.21,3.39,1.33,72.76,0.59,8.59,?,?,0
?,?,1.88,1.56,?,?,?,0.0,0.0,?
1.518,?,?,?,?,0.54,8.21,?,?,?
?,12.64,0.0,0.67,72.02,0.06,14.4,?,?,1
1.5175,?,?,1.49,?,?,8.52,?,?,0
1.51764,12.98,3.54,?,73.0,0.65,8.53,?,?,?
1.52177,13.75,1.01,?,72.19,0.33,11.14,0.0,?,1
?,?,?,1.87,73.11,0.0,?,?,0.0,6
?,12.73,?,?,?,0.62,8.76,0.0,0.3,0
1.52152,13.12,?,0.9,?,?,9.82,0.0,0.16,?
1.51937,13.79,2.41,1.19,?,0.0,9.77,?,0.0,5
1.51514,14.85,0.0,?,73.72,0.0,8.39,?,?,6
1.52172,13.48,?,0.9,72.01,?,?,?,0.07,0
?,?,?,?,72.99,?,8.61,1.55,0.0,?
1.5202,?,?,1.63,71.76,?,10.56,0.0,0.18,?
1.51605,12.9,?,1.45,73.06,0.44,?,0.0,0.0,1
1.51847,?,3.97,?,?,0.6,?,0.0,?,1
1.51761,13.89,3.6,?,72.73,0.48,7.83,0.0,0.0,0
1.51673,13.3,3.64,?,?,0.65,?,0.0,?,?
?,15.79,?,?,70.43,0.31,8.61,1.68,?,?
1.51685,14.92,?,1.99,?,0.0,8.4,?,?,6
1.51658,?,0.0,?,73.11,?,8.28,?,0.0,6
1.51316,13.02,0.0,?,?,6.21,6.96,0.0,?,4
?,13.0,3.47,1.79,?,0.66,?,0.0,0.0,1
?,14.7,?,2.34,73.28,?,8.95,0.66,?,6
1.51898,13.58,?,1.23,?,?,?,0.0,0.0,?
?,12.64,?,1.65,73.75,?,?,?,0.0,?
?,?,2.76,0.83,73.81,0.35,9.42,?,0.2,1
1.51617,14.95,0.0,?,73.3,0.0,8.71,0.67,?,6
?,13.9,?,?,72.12,0.06,8.89,?,?,?
1.51651,14.38,?,1.94,?,0.0,8.48,1.57,?,6
?,12.86,?,?,72.61,?,?,0.0,0.0,?
1.52315,13.44,?,?,72.38,0.6,8.83,?,0.0,6
?,13.55,2.09,?,72.18,0.53,9.57,0.27,0.17,?
?,14.32,3.26,?,?,?,?,1.63,?,?
1.51818,?,0.0,?,?,?,?,?,0.0,?
?,?,?,?,?,0.56,9.06,0.0,0.24,0
?,?,?,1.23,72.97,0.58,8.81,0.0,0.24,1
1.51589,?,3.43,?,?,0.69,8.05,0.0,?,0
1.5241,?,2.9,1.17,71.15,?,10.79,0.0,0.0,1
1.52725,?,?,0.66,70.57,0.08,?,0.0,0.0,1
1.52119,?,0.33,1.51,?,0.13,11.27,?,?,?
1.51748,12.86,?,1.27,73.21,?,?,?,0.17,0
?,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,?
1.51623,14.14,?,2.88,72.61,0.08,9.18,?,?,?
1.52101,?,4.49,1.1,71.78,0.06,?,?,0.0,0
1.51763,12.61,?,1.31,73.29,0.58,?,0.0,0.0,0
?,?,3.56,1.54,73.11,?,7.9,?,?,1
?,?,3.52,1.54,?,0.66,7.9,?,0.0,?
1.52065,14.36,?,2.02,73.42,?,?,1.64,?,?
?,12.65,3.56,1.3,73.08,?,?,?,?,?
?,13.44,?,?,72.22,0.32,12.24,0.0,?,?
1.51756,?,?,?,?,?,8.24,?,0.0,0
?,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,0
1.51711,?,?,1.57,72.96,?,?,0.0,0.0,1
?,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,0
1.51594,13.09,?,1.55,?,?,?,?,0.09,1
1.51784,?,?,?,73.11,0.61,8.7,0.0,0.0,0
1.51909,13.89,?,1.32,?,0.51,8.78,0.11,0.0,0
1.51977,13.81,3.58,?,71.72,0.12,?,0.69,?,0
1.51666,?,0.0,?,73.88,0.97,10.17,0.0,?,?
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,?,?,1
1.51872,?,3.66,1.56,?,?,?,0.0,0.12,?
1.51708,?,?,1.81,72.06,0.64,7.88,0.0,0.0,?
1.52081,?,2.28,1.43,?,?,9.85,0.0,0.17,?
?,14.86,3.67,1.74,?,0.16,7.36,0.0,?,1
1.51813,13.43,?,1.18,?,0.58,8.15,?,0.0,?
1.51131,13.69,?,?,72.81,1.76,5.43,?,0.0,?
1.52227,14.17,3.81,0.78,?,?,9.69,?,0.0,?
?,?,?,?,?,0.19,13.44,?,?,1
1.51811,13.33,3.85,1.25,72.78,0.52,?,0.0,?,1
1.51655,?,?,?,72.64,0.52,8.65,0.0,0.0,?
?,12.81,3.57,?,?,0.62,?,0.0,0.0,?
?,?,0.0,2.25,?,?,?,0.63,?,6
1.51915,12.73,1.85,1.86,?,0.6,?,0.0,0.0,?
?,?,?,0.29,72.02,0.03,9.0,?,0.0,?
1.51844,13.25,3.76,1.32,72.4,?,8.42,?,0.0,1
1.52664,?,?,?,?,?,?,0.0,0.0,?
?,13.51,3.86,?,?,?,?,?,?,?
1.51602,14.85,?,2.38,?,0.0,?,0.64,?,6
1.51321,?,0.0,?,70.7,?,6.93,0.0,0.0,?
?,?,0.0,0.75,?,0.0,14.96,0.0,?,1
1.52213,14.21,3.82,0.47,71.77,?,9.57,0.0,0.0,?
1.51747,?,?,1.14,?,?,?,?,0.0,0
1.51839,12.85,3.67,?,?,?,?,?,0.35,?
1.51646,13.41,?,?,72.81,0.68,8.1,0.0,?,?
?,?,0.0,2.51,73.05,0.05,8.83,0.53,0.0,6
1.51667,?,3.61,?,72.75,0.56,?,?,0.0,?
1.51588,13.12,?,1.58,73.26,0.07,?,0.0,0.19,1
?,13.99,3.7,0.71,?,?,9.82,?,0.1,0
1.51831,14.39,?,?,72.86,1.41,6.47,2.88,?,6
?,14.04,3.58,1.37,72.08,?,8.3,?,0.0,?
1.51613,?,?,?,73.1,0.0,?,0.76,?,?
?,14.36,3.85,0.89,?,0.15,?,0.0,0.0,?
1.51824,?,3.48,?,?,?,8.43,0.0,?,0
?,11.03,?,?,?,?,11.62,?,0.0,4
1.51969,?,0.0,?,?,0.0,11.22,0.0,0.0,?
?,?,3.5,?,72.89,?,8.12,?,0.0,1
?,13.4,3.49,1.52,?,0.67,8.08,?,0.1,1
1.51796,?,?,1.63,?,?,8.81,?,0.09,2
?,14.43,0.0,?,72.67,0.1,11.52,0.0,0.08,?
1.51783,12.69,?,1.34,72.95,?,8.75,0.0,0.0,0
?,14.23,0.0,2.08,73.36,?,8.62,1.67,?,6
1.51736,?,3.62,1.29,?,0.59,8.7,0.0,0.0,0
?,13.43,2.87,1.19,?,?,9.03,0.0,?,?
?,13.24,?,?,72.7,?,8.44,?,0.1,2
1.52043,13.38,?,1.4,?,0.33,12.5,0.0,0.0,4
1.519,13.49,3.48,?,71.95,?,9.0,?,0.0,?
1.51778,?,2.81,?,72.98,0.51,9.02,?,?,0
?,14.0,2.39,1.56,?,?,9.57,0.0,0.0,?
1.51531,14.38,?,?,73.1,0.04,?,?,0.0,6
1.51916,?,0.0,2.09,?,0.0,10.88,?,0.0,5
?,13.02,?,?,?,0.64,?,0.0,0.15,1
1.5159,?,?,1.51,?,0.69,7.96,0.0,?,1
1.51593,13.25,3.45,1.43,?,0.61,7.86,0.0,0.0,1
?,?,3.48,1.87,?,0.63,8.08,0.0,0.09,1
?,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,1
?,13.33,?,1.61,?,0.68,8.11,?,0.0,?
?,13.19,?,1.18,72.72,?,8.83,?,0.16,?
?,13.53,3.41,?,72.04,?,?,0.0,?,?
?,?,3.48,?,72.97,0.61,8.56,?,?,?
1.5186,13.36,3.43,1.43,?,0.51,8.6,0.0,?,1
1.5172,13.38,3.5,?,?,0.5,?,0.0,0.0,?
1.51623,14.2,0.0,?,73.46,0.04,9.04,0.4,0.09,?
1.51618,13.53,3.55,?,72.99,0.39,?,0.0,0.0,?
?,?,?,?,73.24,0.58,8.39,0.0,0.0,0
1.5161,13.42,3.4,1.22,72.69,?,8.32,?,0.0,2
1.51592,?,3.52,2.12,72.66,?,?,?,?,?
?,13.92,?,1.25,72.88,?,7.94,?,0.14,1
?,?,2.88,1.71,?,0.73,8.54,?,0.0,1
?,14.09,?,?,72.67,0.0,9.32,0.0,0.0,?
