@relation dataset

@attribute RI real
@attribute Na real
@attribute Mg real
@attribute Al real
@attribute Si real
@attribute K real
@attribute Ca real
@attribute Ba real
@attribute Fe real
@attribute Type {'build wind float', 'build wind non-float', 'vehic wind float', 'vehic wind non-float', containers, tableware, headlamps}


@data
?,?,0.0,?,73.06,?,8.4,1.59,?,headlamps
?,14.8,0.0,1.99,73.11,?,8.28,?,?,?
1.51316,13.02,0.0,?,70.48,6.21,6.96,0.0,?,containers
?,13.0,?,?,?,0.66,?,0.0,?,'build wind non-float'
1.51727,14.7,?,2.34,73.28,0.0,?,0.66,0.0,?
1.51898,?,?,1.23,?,?,8.91,0.0,0.0,'build wind float'
1.51969,?,?,1.65,73.75,?,?,0.0,0.0,containers
1.5182,?,2.76,0.83,?,?,9.42,?,?,'build wind non-float'
?,14.95,?,2.27,73.3,0.0,?,0.67,0.0,headlamps
1.51911,13.9,?,1.18,72.12,?,?,0.0,0.0,?
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,headlamps
?,12.86,3.58,?,72.61,?,8.79,0.0,0.0,?
1.52315,?,3.34,?,?,?,8.83,?,0.0,?
1.52068,13.55,?,?,?,?,9.57,0.27,0.17,'build wind non-float'
?,14.32,3.26,2.22,71.25,?,?,1.63,0.0,headlamps
1.51818,13.72,?,0.56,74.45,?,10.99,0.0,0.0,?
?,?,?,1.29,73.7,0.56,?,0.0,0.24,'build wind float'
1.5166,12.99,?,1.23,?,0.58,?,?,0.24,?
1.51589,?,?,1.4,73.28,?,8.05,?,0.24,'build wind float'
1.5241,?,2.9,?,71.15,?,10.79,0.0,0.0,?
1.52725,?,3.15,0.66,?,0.08,11.64,0.0,0.0,'build wind non-float'
1.52119,12.97,0.33,?,73.39,0.13,11.27,?,0.28,containers
1.51748,12.86,3.56,?,?,0.54,8.38,?,?,'build wind float'
?,11.95,?,?,?,?,8.93,0.0,?,headlamps
?,?,0.0,2.88,72.61,?,9.18,?,0.0,headlamps
1.52101,?,4.49,?,71.78,?,8.75,0.0,?,?
?,12.61,3.59,1.31,73.29,0.58,8.5,?,0.0,'build wind float'
1.51596,?,3.56,1.54,?,0.72,7.9,0.0,?,?
?,12.79,3.52,?,?,0.66,?,0.0,0.0,'build wind non-float'
?,14.36,0.0,2.02,73.42,0.0,?,?,0.0,headlamps
?,?,3.56,?,73.08,?,?,?,0.14,?
1.52369,?,?,1.58,?,0.32,?,0.0,?,containers
?,13.15,?,1.05,?,0.57,?,?,?,'build wind float'
?,13.48,3.74,?,72.99,?,?,0.0,0.0,'build wind float'
1.51711,12.89,3.62,1.57,?,0.61,8.11,?,?,?
1.5221,?,?,0.72,71.76,0.17,9.74,0.0,0.0,'build wind float'
1.51594,13.09,3.52,1.55,72.87,?,8.05,0.0,?,'build wind non-float'
1.51784,?,3.67,?,73.11,?,?,0.0,0.0,?
?,13.89,?,?,71.81,?,?,0.11,0.0,'build wind float'
?,?,3.58,1.32,71.72,?,8.67,?,?,'build wind float'
1.51666,12.86,?,?,73.88,0.97,10.17,?,?,containers
1.51631,13.34,?,?,72.87,0.61,7.89,?,?,'build wind non-float'
1.51872,?,3.66,?,?,0.58,?,?,0.12,'build wind non-float'
?,?,?,?,72.06,?,?,0.0,?,?
1.52081,?,2.28,1.43,71.99,0.49,9.85,0.0,0.17,'build wind non-float'
1.51574,14.86,?,?,71.87,?,?,0.0,0.12,?
1.51813,?,3.98,1.18,72.49,0.58,?,?,0.0,?
?,?,3.2,1.81,72.81,1.76,5.43,1.19,?,?
?,?,?,0.78,?,?,?,?,?,?
?,13.7,?,1.36,?,0.19,?,?,?,'build wind non-float'
1.51811,13.33,3.85,1.25,?,0.52,8.12,0.0,0.0,?
?,?,3.39,?,?,0.52,?,0.0,0.0,'vehic wind float'
?,12.81,?,1.35,?,0.62,8.59,0.0,?,?
1.51508,?,?,2.25,73.5,?,?,?,0.0,headlamps
1.51915,?,1.85,1.86,?,0.6,?,0.0,0.0,?
1.51966,?,3.75,0.29,72.02,?,9.0,?,0.0,'build wind float'
?,13.25,?,?,72.4,0.58,8.42,?,?,'build wind non-float'
?,11.23,?,0.77,?,0.0,?,?,0.0,'build wind non-float'
1.52172,13.51,?,?,71.79,0.23,?,0.0,?,?
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,?,?,headlamps
?,13.0,0.0,?,70.7,6.21,?,?,0.0,containers
?,11.02,?,0.75,73.08,?,?,0.0,0.0,'build wind non-float'
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,?,?
?,12.84,3.5,?,?,0.56,?,0.0,?,'build wind float'
?,12.85,?,1.24,?,0.62,8.68,?,0.35,?
1.51646,?,3.55,1.25,?,0.68,8.1,0.0,?,'build wind non-float'
1.51609,15.01,0.0,2.51,73.05,?,?,0.53,0.0,?
?,?,?,1.26,72.75,0.56,?,0.0,0.0,?
?,13.12,?,?,73.26,0.07,?,0.0,0.19,?
?,13.99,3.7,0.71,71.57,0.02,?,0.0,?,?
?,?,0.0,?,?,1.41,6.47,2.88,0.0,?
?,14.04,3.58,1.37,72.08,0.56,8.3,0.0,0.0,'build wind float'
1.51613,13.88,1.78,1.79,73.1,0.0,?,?,?,?
1.52196,?,3.85,?,71.36,?,9.15,0.0,0.0,'build wind float'
?,?,?,1.29,72.95,0.6,8.43,0.0,?,?
1.52151,11.03,?,1.56,73.44,0.58,?,0.0,?,containers
1.51969,?,0.0,?,?,0.0,11.22,?,?,tableware
?,13.01,3.5,1.48,?,0.6,8.12,?,?,'build wind non-float'
?,13.4,3.49,1.52,72.65,?,?,0.0,0.1,'build wind non-float'
1.51796,?,?,?,?,0.57,8.81,0.0,0.09,?
1.52222,?,?,1.0,72.67,?,?,0.0,?,'build wind non-float'
?,12.69,3.54,?,?,0.57,?,0.0,0.0,'build wind float'
1.51711,?,0.0,?,73.36,?,8.62,1.67,0.0,headlamps
?,12.78,3.62,?,?,0.59,?,?,0.0,'build wind float'
?,?,2.87,?,72.84,0.55,?,0.0,0.0,'build wind float'
?,?,?,1.38,72.7,0.56,8.44,0.0,0.1,'vehic wind float'
1.52043,?,?,1.4,72.25,?,12.5,0.0,0.0,?
?,13.49,?,1.35,?,0.55,?,0.0,?,'build wind float'
?,13.21,2.81,?,72.98,?,9.02,0.0,?,?
1.51905,14.0,2.39,?,?,?,9.57,?,0.0,tableware
?,14.38,0.0,2.66,?,?,?,?,?,headlamps
?,14.15,0.0,2.09,72.74,0.0,10.88,?,0.0,tableware
1.51841,?,3.62,1.06,?,?,?,?,?,?
?,?,3.58,1.51,?,0.69,7.96,0.0,0.0,'build wind non-float'
1.51593,?,3.45,?,73.17,?,?,?,?,?
1.5164,12.55,?,1.87,?,0.63,8.08,0.0,?,'build wind non-float'
1.51663,?,?,1.62,72.96,?,8.03,0.0,0.21,'build wind non-float'
?,13.33,3.54,1.61,?,?,?,?,0.0,'build wind non-float'
?,13.19,3.37,1.18,72.72,0.57,?,0.0,0.16,'build wind float'
1.51776,13.53,3.41,?,72.04,0.58,?,?,?,'vehic wind float'
?,12.85,?,?,72.97,?,?,?,0.22,?
?,13.36,3.43,1.43,?,0.51,?,0.0,0.0,'build wind non-float'
?,13.38,3.5,1.15,72.85,0.5,8.43,?,0.0,?
?,?,?,?,?,0.04,?,0.4,0.09,headlamps
1.51618,13.53,3.55,1.54,?,0.39,7.78,?,?,'build wind float'
1.51761,12.81,?,1.23,73.24,?,8.39,0.0,0.0,'build wind float'
1.5161,?,?,1.22,72.69,?,8.32,0.0,?,?
1.51592,12.86,3.52,2.12,?,?,?,0.0,0.0,'build wind non-float'
1.51613,13.92,3.52,1.25,72.88,?,?,0.0,0.14,'build wind non-float'
1.51689,?,?,1.71,73.21,0.73,?,?,?,?
1.51852,14.09,?,?,72.67,0.0,9.32,0.0,?,tableware
