@relation dataset

@attribute x real
@attribute y real
@attribute month {apr, aug, dec, feb, jan, jul, jun, mar, may, nov, oct, sep}
@attribute day {fri, mon, sat, sun, thu, tue, wed}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data
1.0,?,?,?,?,142.4,?,?,?,?,?,0.0,?
1.0,2.0,aug,?,?,?,631.2,?,?,44.0,?,?,0.0
?,?,?,?,94.8,108.3,?,17.0,18.6,?,?,0.0,?
1.0,?,aug,?,92.1,?,654.1,?,16.6,47.0,?,?,?
?,?,?,?,?,114.3,661.3,6.3,?,?,3.6,?,?
?,2.0,?,thu,?,137.0,?,?,?,15.0,?,?,?
?,2.0,sep,thu,92.9,137.0,?,9.2,?,27.0,2.2,?,0.0
?,?,sep,thu,92.9,?,?,?,?,?,2.2,0.0,0.0
?,2.0,?,?,93.5,149.3,728.6,?,25.3,?,?,?,?
?,5.0,?,?,?,?,80.8,?,17.4,25.0,4.9,?,?
6.0,5.0,?,sat,?,?,624.2,8.9,?,?,?,?,?
?,6.0,?,?,91.7,?,?,7.8,?,?,?,?,?
8.0,?,?,sun,?,?,488.0,?,20.8,32.0,?,?,?
8.0,?,?,sun,91.4,?,?,?,?,43.0,?,?,?
?,?,?,mon,?,103.2,638.8,?,23.4,?,?,?,?
4.0,?,?,sun,89.7,90.0,?,4.8,17.8,64.0,1.3,?,?
3.0,?,?,?,?,?,30.2,2.6,?,48.0,1.8,0.0,0.0
?,?,mar,?,?,2.4,?,0.7,17.4,?,?,0.0,?
3.0,4.0,?,?,?,142.4,601.4,10.6,?,87.0,?,?,?
?,4.0,?,sun,91.4,142.4,?,?,?,?,5.4,0.0,?
3.0,?,?,sun,?,?,?,10.6,19.8,39.0,?,0.0,?
?,4.0,?,?,?,147.3,?,?,?,?,?,0.0,?
?,?,aug,tue,?,?,?,17.0,?,?,?,?,?
?,?,?,?,?,?,?,?,24.1,?,4.5,0.0,?
?,4.0,?,?,82.1,?,?,2.9,?,78.0,3.1,0.0,0.0
4.0,5.0,mar,?,85.9,19.5,?,?,?,?,?,?,0.0
?,?,?,?,?,?,?,?,18.2,?,?,?,?
4.0,?,?,sun,?,?,?,6.3,?,33.0,3.1,?,?
?,5.0,?,?,?,?,698.6,?,?,?,?,0.0,0.0
?,5.0,sep,?,88.6,?,709.9,?,17.4,56.0,5.4,0.0,0.0
?,?,?,?,85.9,?,57.3,2.8,?,?,?,?,?
3.0,?,?,?,91.7,33.3,?,?,?,18.0,4.5,0.0,?
?,4.0,sep,sun,?,?,704.4,?,?,39.0,?,?,?
?,?,?,mon,?,78.5,?,?,?,?,?,0.0,0.0
3.0,?,mar,?,88.1,?,?,3.8,15.8,?,?,0.0,?
3.0,?,?,?,88.1,?,?,3.8,?,?,?,0.0,?
?,4.0,?,sat,91.7,35.8,?,7.8,11.6,?,6.3,?,?
3.0,4.0,mar,?,91.7,35.8,80.8,?,?,27.0,?,0.0,?
?,4.0,?,?,90.1,?,?,?,?,?,?,0.0,?
?,?,?,thu,93.0,?,?,7.7,?,?,3.1,?,?
3.0,4.0,?,?,?,?,?,?,?,74.0,?,?,0.0
?,?,?,?,91.5,145.4,?,10.7,17.1,?,5.4,?,?
?,4.0,?,sun,?,124.1,?,8.5,22.5,42.0,?,?,0.0
?,4.0,?,tue,?,73.4,671.9,?,?,45.0,?,0.0,0.0
3.0,?,sep,?,?,?,692.3,?,?,?,?,?,?
?,?,?,?,?,?,?,8.8,20.6,24.0,?,?,?
3.0,5.0,?,?,?,52.2,?,?,9.0,49.0,?,?,?
3.0,?,?,?,?,149.3,?,8.1,17.2,?,?,?,?
3.0,5.0,oct,wed,91.4,37.9,673.8,?,15.9,?,?,0.0,0.0
2.0,5.0,?,?,?,?,691.8,?,?,35.0,?,?,?
?,?,?,?,?,21.5,?,?,?,?,?,?,?
?,6.0,?,mon,87.2,23.9,?,4.1,?,39.0,?,0.0,0.0
4.0,6.0,?,sun,89.3,51.3,?,?,?,?,4.9,0.0,?
?,?,?,?,?,80.9,?,17.9,17.6,?,?,?,?
3.0,?,?,?,88.1,25.7,?,?,14.9,38.0,?,?,?
?,5.0,?,?,93.5,?,594.2,?,?,?,?,?,?
?,6.0,sep,?,92.4,?,?,?,17.2,58.0,1.3,0.0,?
?,?,sep,?,?,?,?,7.0,?,?,3.1,?,?
?,9.0,?,?,85.8,?,?,3.9,?,?,?,?,0.36
?,4.0,?,?,91.0,?,692.6,7.0,21.7,?,?,0.0,?
?,5.0,?,?,?,?,?,?,21.9,?,?,0.0,?
?,?,?,wed,?,?,?,?,23.3,?,4.5,?,0.55
?,?,?,fri,?,?,529.8,12.5,21.2,?,?,?,?
?,?,jul,?,?,51.3,?,?,?,?,?,?,?
?,5.0,aug,?,95.5,?,513.3,?,?,?,?,?,?
?,5.0,aug,thu,95.2,131.7,?,10.4,27.4,?,4.0,0.0,?
?,?,mar,?,?,?,86.6,6.2,13.2,?,5.4,0.0,?
?,?,sep,tue,84.4,?,?,?,?,28.0,3.6,?,?
?,2.0,?,tue,?,?,?,?,17.4,43.0,?,?,1.07
?,?,sep,?,?,?,685.2,17.9,?,?,?,0.0,?
6.0,?,?,?,92.5,?,?,7.1,23.2,?,5.4,0.0,?
9.0,?,jul,sun,?,?,?,7.2,24.8,29.0,2.2,?,?
?,?,?,?,?,?,?,?,?,?,1.8,0.0,1.43
5.0,?,?,fri,?,85.1,?,?,?,?,?,?,?
?,?,sep,sat,93.4,145.4,721.4,?,29.6,?,?,?,?
?,?,?,?,?,?,?,?,16.4,?,?,0.0,1.56
2.0,4.0,sep,?,?,?,?,?,28.6,27.0,2.2,0.0,1.61
2.0,?,?,?,?,111.2,?,9.6,?,?,3.6,?,1.63
2.0,?,?,?,?,?,654.1,9.6,?,?,?,?,?
?,?,?,?,?,?,668.0,12.2,19.0,?,5.8,0.0,?
7.0,4.0,?,?,90.1,39.7,?,6.2,?,29.0,?,?,?
?,4.0,aug,?,?,131.7,578.8,10.4,20.3,41.0,?,0.0,?
?,?,?,?,?,?,?,7.8,?,?,?,?,1.94
?,?,sep,sat,?,?,674.4,?,?,?,1.8,?,1.95
?,5.0,sep,?,89.7,?,?,4.8,?,67.0,?,?,?
?,?,mar,thu,84.9,18.2,55.0,?,5.3,70.0,4.5,?,?
?,?,aug,wed,92.1,?,?,?,16.6,?,?,0.0,?
6.0,?,?,wed,?,?,570.5,?,23.4,?,?,?,?
?,?,?,?,91.2,?,97.8,?,?,26.0,9.4,0.0,?
?,?,?,?,?,131.7,?,?,20.7,?,2.2,?,2.55
5.0,?,sep,wed,92.9,133.3,699.6,9.2,21.9,?,1.8,0.0,2.57
8.0,?,?,?,?,?,?,6.6,?,?,4.0,?,?
?,?,?,sun,?,?,?,?,20.1,?,?,0.0,?
?,?,?,?,?,?,?,?,?,?,?,0.0,3.07
?,?,aug,?,90.2,?,624.2,?,?,53.0,?,?,3.5
?,?,?,sat,?,?,?,?,20.3,?,?,0.0,?
?,?,?,?,81.5,9.1,?,?,5.8,54.0,5.8,0.0,?
?,5.0,aug,?,?,?,?,?,?,44.0,?,?,4.69
?,?,?,?,90.1,82.9,?,?,18.3,?,?,0.0,?
?,6.0,?,?,88.8,147.3,?,9.0,14.4,?,5.4,?,5.23
?,3.0,sep,?,?,?,?,?,?,?,?,?,5.33
8.0,6.0,?,mon,?,?,664.2,3.0,?,?,?,?,?
5.0,4.0,?,sun,?,?,?,3.9,12.4,53.0,2.2,?,6.38
?,?,?,?,?,?,696.1,?,16.8,45.0,?,?,6.83
?,?,aug,fri,93.9,?,?,?,20.8,34.0,4.9,0.0,?
?,5.0,sep,tue,?,?,?,7.0,?,46.0,?,?,?
8.0,?,?,?,?,?,?,9.6,?,39.0,?,?,7.19
?,?,sep,?,90.9,?,?,7.0,21.0,42.0,?,?,?
?,?,mar,sat,90.8,?,89.4,?,?,?,?,?,7.4
?,?,mar,sun,?,?,?,5.5,?,?,?,0.0,?
6.0,?,?,?,91.2,48.3,97.8,?,?,33.0,?,?,8.31
2.0,5.0,aug,?,?,?,?,?,?,?,?,0.0,8.68
?,2.0,?,?,94.8,?,?,?,?,?,?,?,?
4.0,?,?,?,92.9,?,699.6,?,24.3,25.0,4.0,?,?
2.0,?,aug,?,?,108.3,?,?,?,?,?,?,?
2.0,?,aug,fri,?,135.7,?,?,?,?,?,0.0,?
?,5.0,apr,?,?,?,?,2.7,?,?,5.8,?,?
4.0,5.0,?,?,?,137.0,?,?,21.5,?,0.9,?,?
?,?,sep,?,91.0,129.5,?,?,13.9,59.0,?,0.0,?
2.0,?,?,?,?,?,665.3,?,?,?,?,0.0,11.32
1.0,?,sep,?,?,129.5,?,7.0,21.6,33.0,2.2,?,11.53
?,?,?,?,?,?,83.7,7.2,?,54.0,3.6,0.0,?
?,4.0,?,sun,83.9,8.7,?,?,?,68.0,2.2,0.0,?
?,?,oct,?,?,?,?,5.2,?,37.0,?,?,?
5.0,?,?,?,?,?,?,7.8,?,64.0,4.0,0.0,13.99
4.0,5.0,?,thu,?,?,706.4,9.2,?,34.0,1.8,0.0,14.57
2.0,2.0,?,?,?,139.4,?,20.3,?,31.0,7.2,?,15.45
?,?,?,?,?,?,692.6,7.0,?,37.0,2.2,?,?
6.0,5.0,?,fri,?,117.9,?,12.2,19.6,33.0,?,?,?
?,3.0,?,?,93.7,80.9,685.2,17.9,?,26.0,?,?,?
?,?,?,sat,90.6,?,686.9,?,?,?,3.1,?,?
?,4.0,?,?,?,139.4,?,?,?,96.0,?,0.0,26.0
?,4.0,sep,fri,?,85.1,692.3,?,20.1,?,?,?,?
?,3.0,?,mon,?,?,?,?,?,46.0,?,?,27.35
?,?,mar,sat,91.7,?,?,?,?,27.0,4.9,0.0,?
?,4.0,?,sat,?,?,80.8,7.8,17.0,?,?,?,?
?,4.0,sep,?,92.4,124.1,?,8.5,16.9,60.0,?,?,29.48
?,3.0,sep,?,?,91.8,709.9,7.1,12.4,73.0,6.3,?,?
4.0,5.0,?,wed,?,?,?,9.2,?,?,1.3,0.0,?
?,5.0,?,mon,?,?,86.6,?,?,27.0,?,0.0,?
?,6.0,aug,?,?,99.6,631.2,?,16.2,?,?,0.0,?
3.0,4.0,?,?,93.3,?,713.9,13.9,?,?,?,0.0,?
?,?,?,mon,?,52.2,?,?,11.0,?,?,0.0,36.85
?,?,?,?,?,150.3,?,?,?,79.0,3.6,0.0,?
?,4.0,sep,?,90.1,?,735.7,6.2,?,?,4.5,?,?
?,4.0,?,sun,?,149.3,?,?,?,39.0,4.9,?,48.55
?,?,oct,?,91.7,?,?,?,16.1,?,?,0.0,49.37
?,?,?,sat,?,?,?,?,20.1,34.0,?,?,?
4.0,?,?,?,?,?,?,?,?,26.0,3.1,?,?
?,6.0,?,?,92.2,?,?,?,?,?,4.0,0.0,?
?,4.0,?,?,?,?,699.6,9.2,26.4,21.0,?,?,88.49
1.0,?,?,sun,?,?,?,?,27.8,27.0,3.1,0.0,?
6.0,?,sep,?,?,?,?,?,18.7,?,2.7,?,103.39
?,4.0,?,?,?,?,671.9,3.2,?,36.0,?,0.0,105.66
4.0,?,sep,?,92.5,?,674.4,?,?,?,?,?,?
8.0,?,?,?,?,?,?,?,?,41.0,?,?,196.48
?,?,?,?,?,?,?,8.6,18.2,46.0,?,?,200.94
1.0,2.0,?,?,91.0,129.5,?,7.0,18.8,?,2.2,?,212.88
6.0,?,?,sat,?,121.1,?,?,25.1,?,?,?,?
?,?,?,?,81.9,?,7.9,?,?,?,?,?,?
?,?,apr,wed,?,17.2,?,3.8,?,?,?,?,0.0
?,?,?,?,?,?,?,?,16.7,?,?,?,0.0
?,4.0,?,?,?,?,?,?,15.4,?,?,0.0,?
?,4.0,?,?,91.8,175.1,700.7,13.8,21.9,?,7.6,1.0,?
2.0,?,aug,sun,?,?,700.7,?,22.4,54.0,?,?,?
?,?,?,?,91.8,175.1,?,?,?,38.0,6.3,?,?
?,?,?,sun,?,?,700.7,?,?,?,?,?,?
2.0,?,?,?,?,91.6,503.6,9.6,20.7,?,?,0.0,?
8.0,?,aug,?,93.1,157.3,666.7,?,?,28.0,?,?,0.0
3.0,?,?,?,93.1,157.3,666.7,?,?,40.0,?,?,2.47
?,5.0,?,?,?,157.3,666.7,?,?,25.0,?,0.0,0.68
8.0,?,?,?,93.1,157.3,?,?,?,?,3.1,?,?
?,5.0,?,?,?,157.3,?,?,22.1,?,?,?,?
7.0,?,?,?,?,?,?,8.0,?,?,?,?,?
?,3.0,?,?,91.6,?,?,?,18.9,41.0,3.1,0.0,10.34
2.0,?,?,?,87.5,77.0,694.8,?,?,?,?,0.0,?
?,?,aug,?,?,?,?,11.0,?,41.0,?,?,8.02
4.0,?,?,sat,?,?,581.1,?,?,?,?,0.0,?
?,?,aug,?,?,170.9,692.3,?,20.6,?,?,?,0.0
?,?,aug,?,91.8,?,?,?,?,40.0,1.8,0.0,?
?,?,?,?,93.6,97.9,?,?,28.3,32.0,?,?,8.85
3.0,?,?,fri,?,112.4,?,?,?,?,7.6,0.0,?
?,?,aug,?,?,112.4,?,?,21.4,?,3.1,0.0,4.25
?,?,aug,?,?,?,?,?,19.3,39.0,?,?,1.56
4.0,?,aug,fri,94.3,?,?,?,21.8,?,?,?,?
?,?,aug,?,93.7,?,550.3,?,?,?,7.6,0.0,0.79
6.0,5.0,aug,?,94.3,?,607.1,?,?,55.0,?,0.0,0.17
?,?,?,?,92.1,?,?,?,?,?,3.1,0.0,?
?,?,?,tue,92.1,?,?,14.3,?,?,3.1,?,0.0
?,?,?,?,?,?,?,14.3,?,?,?,?,4.4
?,?,?,tue,92.1,?,658.2,14.3,?,56.0,?,?,?
?,?,aug,tue,?,?,658.2,?,?,58.0,?,?,9.27
?,?,?,?,?,152.6,?,14.3,?,?,4.0,?,?
?,?,?,?,?,?,?,?,?,?,?,0.0,?
8.0,?,?,wed,?,27.8,?,5.3,?,61.0,8.0,0.0,?
4.0,6.0,?,?,84.6,?,352.0,?,?,?,?,?,5.38
4.0,4.0,?,?,?,?,349.7,?,4.6,?,8.5,?,17.85
?,?,?,?,?,25.4,349.7,?,?,?,8.5,0.0,?
?,?,?,mon,?,25.4,?,2.6,?,21.0,8.5,?,?
4.0,4.0,dec,?,?,?,?,?,?,21.0,?,?,9.77
4.0,6.0,?,?,84.7,26.7,352.6,?,?,59.0,?,?,?
6.0,5.0,?,?,?,?,?,?,?,24.0,8.5,0.0,?
?,3.0,?,?,?,?,?,?,?,?,?,0.0,?
?,?,?,?,?,?,18.7,3.2,?,35.0,3.1,0.0,?
5.0,?,feb,fri,85.2,?,?,?,?,?,8.0,0.0,24.24
2.0,?,jul,sun,?,?,?,12.3,23.4,40.0,?,0.0,0.0
?,6.0,jul,?,91.2,183.1,437.7,?,?,?,?,?,?
?,?,jul,sat,?,104.2,?,?,?,49.0,2.7,?,?
?,?,jul,?,91.6,?,?,?,?,?,?,?,0.0
7.0,4.0,jul,?,?,104.2,?,9.0,24.3,30.0,1.8,?,0.0
?,5.0,?,sat,?,104.2,?,?,18.7,53.0,?,?,?
9.0,4.0,?,?,91.6,?,?,9.0,25.3,?,?,?,?
?,?,?,?,91.6,?,?,?,?,?,?,0.0,?
?,6.0,?,tue,?,180.4,?,11.0,26.9,?,5.4,?,?
?,?,?,?,92.3,88.8,440.9,?,?,?,?,0.0,6.57
?,?,jun,sun,?,?,430.8,11.0,?,?,?,?,?
?,4.0,?,sun,?,89.5,?,?,?,46.0,?,0.0,0.9
?,6.0,jun,sun,90.4,89.5,?,6.4,?,45.0,?,?,0.0
8.0,6.0,?,wed,91.2,?,?,12.7,?,?,4.9,?,?
?,?,?,sat,?,?,?,?,10.6,90.0,2.7,?,?
?,5.0,?,?,90.4,?,298.1,?,?,25.0,4.9,?,?
?,5.0,?,mon,?,?,?,?,?,?,?,0.0,3.52
3.0,6.0,?,?,?,?,?,7.1,19.2,38.0,?,0.0,0.0
3.0,?,?,?,?,?,232.1,7.1,19.2,38.0,?,?,?
6.0,5.0,may,?,?,?,113.8,3.5,11.3,?,4.9,0.0,0.0
?,4.0,sep,?,89.6,?,?,5.7,?,52.0,2.2,?,0.0
7.0,?,sep,?,89.6,84.1,?,?,?,?,5.4,?,0.41
3.0,?,?,sun,89.6,84.1,714.3,?,23.8,35.0,3.6,?,5.18
?,?,?,?,92.4,105.8,?,9.9,?,?,?,?,?
2.0,?,?,sun,?,?,758.1,9.9,24.9,27.0,?,?,?
?,4.0,sep,?,?,105.8,?,9.9,25.3,?,?,0.0,?
?,?,sep,?,?,105.8,758.1,?,24.8,?,?,0.0,?
?,?,sep,?,50.4,46.2,?,?,?,?,?,?,0.0
6.0,5.0,sep,?,?,?,?,?,?,?,4.9,?,?
?,?,sep,wed,92.6,115.4,?,8.8,?,41.0,1.8,?,?
?,?,?,wed,?,?,817.5,7.2,?,30.0,?,?,?
?,?,?,?,92.4,?,739.4,?,?,?,5.8,0.0,0.0
?,?,sep,thu,?,?,?,8.6,19.2,?,?,?,?
6.0,?,?,?,92.8,119.0,783.5,7.5,21.6,27.0,?,?,?
5.0,?,?,thu,?,?,?,?,21.6,?,6.3,?,?
6.0,3.0,sep,?,92.8,?,?,7.5,?,?,?,0.0,34.36
?,4.0,sep,?,?,?,?,?,16.8,?,?,?,7.21
?,5.0,?,thu,?,?,?,?,?,?,?,?,?
?,5.0,?,thu,?,?,822.8,?,?,39.0,?,0.0,?
6.0,5.0,?,thu,?,53.3,?,5.4,13.7,?,?,0.0,?
?,4.0,sep,?,?,?,751.5,?,?,27.0,3.1,0.0,?
?,4.0,sep,?,92.2,102.3,?,?,?,27.0,3.1,?,0.0
?,5.0,sep,sat,92.2,102.3,?,?,21.2,32.0,2.2,?,0.0
?,?,sep,?,?,?,751.5,8.4,?,35.0,?,?,?
?,?,sep,?,?,?,751.5,?,?,27.0,?,?,?
?,?,sep,?,?,?,751.5,?,24.2,27.0,3.1,?,?
?,?,sep,?,?,?,?,?,?,28.0,?,?,?
?,?,sep,sat,91.2,?,?,8.5,?,?,?,0.0,11.22
1.0,4.0,?,?,?,?,?,?,?,?,3.1,0.0,?
2.0,?,sep,?,?,?,764.0,?,18.0,?,?,?,?
4.0,?,?,mon,?,?,?,?,?,?,?,0.0,0.0
7.0,4.0,?,?,91.6,?,764.0,?,19.3,44.0,?,0.0,?
6.0,?,?,mon,?,108.4,?,6.2,?,?,?,?,56.04
?,?,?,?,91.6,?,?,?,22.7,35.0,?,0.0,?
?,?,?,?,?,108.4,?,6.2,?,?,1.8,0.0,?
?,?,?,?,91.6,108.4,?,6.2,19.3,?,?,0.0,3.93
?,?,?,?,?,?,770.3,?,?,51.0,?,0.0,?
?,3.0,?,mon,?,130.1,807.1,?,20.6,?,1.8,?,0.0
?,?,?,?,?,?,807.1,7.5,?,?,4.5,0.0,?
6.0,3.0,?,mon,91.5,?,?,?,12.2,66.0,?,0.0,6.1
2.0,?,sep,?,?,130.1,?,7.5,16.8,?,3.1,?,?
1.0,?,?,mon,?,?,807.1,7.5,?,?,2.2,0.0,28.19
?,4.0,?,fri,92.1,99.0,?,?,10.1,?,?,?,0.0
?,?,?,fri,?,?,?,9.6,?,57.0,?,0.0,?
?,?,?,?,?,99.0,?,?,?,64.0,?,?,1.64
?,?,?,fri,?,?,?,9.6,10.1,75.0,?,0.0,3.71
4.0,4.0,?,?,92.1,?,745.3,?,15.4,?,?,0.0,?
?,?,sep,?,?,99.0,?,?,20.6,?,3.6,?,?
?,?,?,fri,?,?,?,9.6,?,47.0,?,?,?
7.0,?,?,?,?,99.0,745.3,?,18.7,50.0,2.2,0.0,5.97
4.0,?,sep,fri,?,99.0,745.3,?,20.8,?,4.9,?,?
?,?,?,?,?,?,745.3,?,20.8,?,4.9,0.0,1.26
?,3.0,?,fri,?,122.0,?,?,?,?,?,?,?
?,3.0,sep,?,?,?,789.7,?,?,?,?,?,?
?,?,sep,?,?,?,?,?,?,39.0,?,?,8.12
6.0,?,sep,?,92.5,?,?,?,?,?,?,?,?
4.0,?,?,?,?,?,?,10.2,17.3,45.0,4.0,0.0,3.94
?,4.0,?,?,?,?,?,?,?,64.0,?,?,0.52
4.0,3.0,sep,tue,91.9,?,?,?,?,?,?,?,2.93
6.0,?,sep,?,?,111.7,?,?,?,?,?,0.0,?
6.0,?,?,tue,91.9,?,?,6.5,?,?,?,?,20.03
?,?,?,?,91.1,?,812.1,?,15.9,?,?,0.0,?
?,5.0,sep,?,?,132.3,812.1,?,?,?,3.6,?,?
?,?,sep,?,91.2,94.3,?,?,16.8,?,?,0.0,12.64
?,5.0,sep,sun,?,?,?,7.1,13.8,?,?,0.0,?
7.0,4.0,?,?,91.0,?,?,?,?,?,?,?,?
?,?,?,wed,91.9,?,520.5,?,?,?,4.0,?,?
4.0,?,?,?,?,?,664.5,?,?,75.0,?,?,?
5.0,4.0,?,thu,94.8,?,?,?,?,42.0,2.7,?,?
?,5.0,?,?,90.3,290.0,855.3,7.4,?,?,?,?,18.3
6.0,?,?,sat,?,?,?,?,?,57.0,?,?,?
8.0,6.0,aug,?,92.1,?,?,8.2,?,?,?,?,?
2.0,2.0,?,?,93.7,?,?,?,?,?,?,0.0,174.63
6.0,?,?,thu,90.9,18.9,30.6,8.0,8.7,51.0,?,0.0,?
4.0,?,?,?,?,1.1,171.4,?,5.2,?,0.9,?,0.0
5.0,?,?,wed,?,?,?,11.9,19.3,?,?,?,?
?,?,?,?,?,194.1,?,6.8,16.2,63.0,2.7,?,?
8.0,?,aug,?,?,217.7,?,?,28.2,?,1.8,0.0,?
9.0,6.0,?,?,91.6,248.4,?,?,20.5,?,2.7,0.0,?
