@relation dataset

@attribute atr1 real
@attribute atr2 real
@attribute atr3 real
@attribute atr4 real
@attribute atr5 real
@attribute atr6 real
@attribute atr7 real
@attribute atr8 real
@attribute atr9 real
@attribute atr10 real
@attribute atr11 real
@attribute atr12 real
@attribute class {0, 1}


@data
-0.2658,?,?,0.37903,-0.1631,?,0.21399,-0.88275,?,0.22396,-0.18088,?,0
-0.49008,0.57689,0.18151,0.20012,?,0.54698,?,-0.7971,?,?,?,1.0,0
?,?,?,?,?,0.020666,?,0.15555,0.17182,0.11565,-0.1041,-0.032125,1
0.2179,0.071494,0.033231,?,0.073063,0.039341,?,?,-0.14118,-0.29066,0.28683,?,0
?,-0.83831,-0.66487,?,0.080456,-0.91636,-0.63216,0.21499,-0.20693,-0.14776,0.10993,0.10175,?
-0.1884,-0.54712,-0.070795,-0.29519,0.24276,?,-0.48623,?,-0.14586,0.040647,-0.04363,0.18286,0
0.02088,?,-0.26369,-0.44118,?,-0.37831,0.1428,0.018981,?,?,-0.056521,?,?
?,?,?,0.040236,?,-0.11975,-0.29302,0.30586,-0.49597,-0.44144,0.4022,?,0
0.56325,?,0.090836,0.21251,?,-0.067413,0.57934,?,?,0.12186,-0.136,-0.32648,0
0.57028,-0.31981,0.26236,?,0.75822,-0.48564,0.54075,?,0.31662,?,?,-0.19713,0
?,0.45368,-0.29669,?,?,0.37774,0.36462,-0.098186,0.56136,0.39509,-0.36726,-0.11186,1
-0.48175,0.34358,?,-0.75435,?,?,?,?,?,0.77408,-0.67198,-0.13967,0
?,?,-0.3337,0.037943,?,-0.038114,?,?,-0.8427,-0.15465,0.19491,?,?
?,?,-0.062801,?,?,?,-0.17241,0.083305,-0.82028,-0.36701,?,0.31492,0
?,?,0.26332,0.31588,?,0.68763,-0.23399,-0.54362,0.40349,0.0084123,-0.04257,?,1
?,0.31876,-0.1594,?,-0.6511,0.46319,?,-0.73971,-0.37772,-9.3878E-4,0.0017287,?,0
?,-0.036783,-0.18601,0.13875,-0.38403,0.1308,-0.67209,?,?,-0.22718,0.21027,?,0
-2.0346,?,?,0.20834,0.087447,-0.20622,-1.489,?,-0.47887,?,?,?,?
-0.42711,-0.45887,-0.23525,?,?,?,-0.71013,0.51291,?,-0.11146,?,?,1
?,?,-0.089985,?,?,?,-1.651,0.43848,-0.15217,0.080638,?,0.14178,0
0.28511,0.33513,-0.063525,?,?,?,0.28942,?,0.39539,0.22997,-0.16726,-0.23671,0
?,-0.18688,0.1742,?,?,-0.32682,?,-0.46772,-0.15347,?,?,?,0
?,0.15463,0.73964,?,0.91331,?,-0.093932,?,?,0.38338,?,?,1
-0.39808,0.16055,1.0,?,?,0.27422,?,0.1319,?,0.055806,-0.050002,-0.19122,?
?,0.34555,-0.19567,?,-0.56848,?,0.45634,?,0.93069,?,-0.88277,0.019237,0
?,-0.5306,?,-0.36863,0.49063,-0.67493,0.63424,?,?,0.22158,?,?,0
0.057925,-0.23926,?,-0.018956,0.43645,-0.35041,0.27003,-0.30977,0.46696,0.67257,?,?,?
-1.044,0.11272,0.071678,0.35082,-0.099634,?,?,-0.67152,0.034449,0.21535,?,0.20977,0
0.1119,1.0,-0.24805,?,-1.0777,?,0.27342,-0.0129,-1.8637,-0.73233,?,?,?
?,?,?,0.12909,-0.94336,0.59776,?,-0.079778,-0.74971,?,1.0,-0.25355,?
0.57652,?,?,?,0.6901,-0.8527,0.66062,?,?,?,0.21321,?,1
?,-0.23351,?,?,-0.09226,?,-0.836,?,0.30271,?,?,?,?
?,0.066469,?,?,0.56045,0.0206,0.22145,-0.15223,-0.6641,?,?,0.44576,0
-0.10741,-0.24216,?,0.16483,0.14992,-0.23266,?,?,?,0.03666,-0.0059607,?,0
-0.086402,-0.11448,-0.16124,?,0.12671,-0.19442,-0.023637,?,?,?,-0.033471,?,1
-0.32234,?,0.074902,?,?,0.12344,-0.15783,?,?,?,-0.051162,?,0
-0.055702,-0.25408,?,-0.20441,?,?,?,-0.1079,?,0.39723,?,?,0
-0.025852,-0.040066,-0.24034,?,-0.10137,-0.096433,0.0058838,-0.10258,?,-0.17682,0.14438,-0.092003,0
0.41106,0.43924,?,?,?,?,0.56955,?,-0.28671,-0.11472,0.080808,0.17301,1
0.45926,-0.59109,0.25277,?,1.0,-0.76061,0.55313,-0.40006,?,?,0.22709,0.46238,0
?,-0.051154,0.7061,0.7413,?,?,0.0043078,?,0.26248,0.49233,-0.40977,0.14655,0
?,?,?,-0.027863,-0.48236,0.38834,?,0.17493,?,?,-0.20351,?,?
?,?,-0.19187,?,-0.37745,0.042399,?,0.017011,?,?,-0.43783,0.16517,1
0.17593,?,-0.13077,?,-0.19456,-0.0050845,0.12866,0.24519,?,-0.014689,?,-0.14263,0
0.11357,-0.051154,0.7061,?,?,?,0.0043078,0.056379,0.26248,?,?,0.14655,0
-0.39085,?,-0.18178,?,?,?,?,0.17493,?,?,-0.20351,-0.34618,0
?,-0.045015,-0.19187,-0.012795,-0.37745,0.042399,?,0.017011,?,?,?,?,1
0.17593,0.010151,-0.13077,?,-0.19456,-0.0050845,?,?,?,?,0.046938,-0.14263,0
0.39161,-0.12657,0.16642,?,0.12976,-0.0588,0.086254,0.4974,?,-0.40972,0.33043,?,0
0.72065,?,-0.12744,0.070148,?,0.21582,?,-0.12819,0.24596,0.26766,-0.26945,0.059474,?
-0.46684,-0.062034,-0.36059,?,?,0.0036027,-0.4092,-0.39695,-0.27627,?,?,?,1
-0.1146,0.44046,-0.13706,0.17796,-0.62787,0.50379,?,?,?,?,?,?,0
0.32976,?,0.075501,0.54228,?,?,0.18127,0.28386,-0.36513,0.12564,?,0.42493,0
?,-0.35998,?,0.37666,?,?,?,0.16753,-0.016087,-0.023914,0.023827,-0.030424,0
-0.45771,-0.24003,-0.33706,?,-0.32192,-0.10749,-0.61389,0.067457,?,-0.8837,0.74126,0.021237,?
-0.2096,0.097956,-0.29864,-0.0013055,-0.47853,?,-0.11274,?,-0.40933,-0.75552,?,-0.19902,0
?,?,?,-0.0065152,?,0.39054,0.66198,-0.097159,-0.031626,?,-0.18468,0.19471,0
?,0.35106,?,0.36079,?,0.36392,-0.098918,?,0.23747,0.089798,?,-0.15584,?
0.28966,?,?,?,?,0.019864,?,?,0.23058,0.39835,-0.35891,0.13632,?
0.7363,?,-0.21098,?,?,?,0.59417,-0.058747,?,-0.21605,?,?,0
-0.4446,?,0.0095374,?,0.66358,-0.74537,-0.48479,-0.075233,-0.45825,-0.36456,0.28376,0.1725,0
-0.3014,?,-0.29681,?,-0.058147,-0.26256,0.041177,-0.20758,0.20368,0.21374,-0.20313,-0.018764,0
-0.028981,0.14378,0.5059,0.63189,0.42136,?,-0.0033395,-0.11127,0.2157,-0.38415,0.29728,-0.46885,1
0.12536,-0.10587,0.2972,0.18969,?,?,?,-0.37423,-0.38113,-0.44376,?,-0.067377,0
0.11676,?,0.36396,?,-0.19801,0.75373,?,-0.14066,?,0.87067,-0.51934,0.039183,0
?,-0.10676,-0.32792,?,?,-0.18827,0.056916,?,?,-0.10043,0.12099,0.64187,?
-0.51391,0.0037805,0.11661,0.039626,?,0.073034,?,0.19541,1.0,?,-0.16746,-0.85327,?
-0.068616,0.0031952,?,0.2964,0.374,?,?,0.46411,?,-1.6044,1.0,-1.087,1
?,-0.54566,?,0.15349,-0.34907,?,?,?,?,-0.018139,?,0.43111,0
-0.65123,-0.23004,?,1.0,-0.049209,?,-0.81967,?,?,?,?,0.84811,1
-0.31338,-0.0036627,?,?,0.046584,?,?,0.17207,-0.11802,?,0.23859,-0.40819,0
?,-0.26957,-0.098415,-0.26427,?,-0.61393,?,-1.0236,?,0.3463,-0.21413,0.19581,?
0.26488,?,?,-0.44701,0.080071,?,0.12115,?,0.3413,-0.023594,0.0087808,-0.47206,0
?,?,-0.094639,0.12086,?,0.40391,0.11906,?,0.67528,?,-0.61569,?,1
0.10995,?,-0.40768,-0.4793,?,?,?,?,?,-0.39181,0.25246,?,0
?,?,?,?,0.374,0.018357,-0.26298,?,-0.96973,-1.6044,1.0,-1.087,?
0.10995,0.043399,-0.40768,-0.4793,?,-0.052069,?,-0.53557,-0.3026,?,?,-0.36604,0
-0.63826,?,-0.69633,-0.50711,-0.97455,0.36149,?,?,?,-0.14771,0.099482,?,?
0.5435,?,?,?,-0.28744,0.4885,0.18915,0.6029,?,?,0.11255,?,0
-0.14648,?,0.27055,?,0.21375,-0.053184,?,?,?,?,?,-0.10189,1
0.54404,0.20994,0.32438,?,?,0.080315,0.77345,?,0.2341,0.37484,?,0.13107,0
-0.49114,0.14523,-0.26203,0.15395,-0.58218,0.2917,-0.51303,?,0.099311,0.090028,-0.053935,?,1
-0.29303,-0.24366,0.09581,-0.045246,?,-0.25192,?,-0.17917,?,?,-0.088045,?,0
0.45717,-0.084912,0.26939,?,0.55998,?,0.60834,-0.21876,0.50563,0.28007,-0.18974,-0.19785,?
?,?,-0.030358,?,0.931,-1.0729,?,-0.33381,0.33864,?,?,?,0
?,?,-0.27324,?,-0.77698,?,-0.85062,?,0.20391,?,0.0022735,-0.10048,1
-0.78399,0.2546,?,?,?,0.2105,-0.53005,0.51855,?,?,-0.020915,?,0
0.29877,-0.17962,0.032859,-0.89901,0.5403,-0.36184,0.1779,?,-0.098148,?,0.24683,?,1
?,-0.52287,0.21541,-0.24359,?,?,-0.50693,?,-0.32899,-0.039117,0.007591,0.47603,0
?,-0.046562,?,-0.063958,?,?,0.1238,0.49624,-0.64157,-0.24229,0.17369,0.49063,?
